
[00:00:00.000 --> 00:00:02.000]  弟子妹子來平安
[00:00:02.000 --> 00:00:08.000]  感謝主讓我今晚有機會再一次用主的華語跟大家一起分享
[00:00:08.000 --> 00:00:12.000]  我們繼續藉著主的華語去敬拜的時候
[00:00:12.000 --> 00:00:14.000]  先我們一起禱告
[00:00:14.000 --> 00:00:23.000]  主你是值得我們敬拜的
[00:00:23.000 --> 00:00:25.000]  正如剛才的詩歌
[00:00:25.000 --> 00:00:28.000]  主耶穌你坐著為王
[00:00:28.000 --> 00:00:32.000]  你是佩德一切的尊崇
[00:00:32.000 --> 00:00:36.000]  我們願意是今晚我們一起敬拜的時候
[00:00:36.000 --> 00:00:39.000]  求你這個時間讓我們的心能夠打開
[00:00:39.000 --> 00:00:43.000]  讓我們的心不是被其他的東西佔據著
[00:00:43.000 --> 00:00:46.000]  而是你在我們的心
[00:00:46.000 --> 00:00:49.000]  坐著為王
[00:00:49.000 --> 00:00:51.000]  願主於你的聖靈
[00:00:51.000 --> 00:00:53.000]  因此可以這樣工作
[00:00:53.000 --> 00:00:55.000]  我們要打開我們的心扉
[00:00:55.000 --> 00:00:58.000]  求主你今晚在我們當中
[00:00:58.000 --> 00:01:01.000]  讓我們能夠看到你自己的尊嚴
[00:01:01.000 --> 00:01:03.000]  你的榮美
[00:01:03.000 --> 00:01:07.000]  因此我們能夠在你面前敬拜
[00:01:07.000 --> 00:01:11.000]  我們恭敬的張耳下一段時間交給你
[00:01:11.000 --> 00:01:13.000]  聽的和說的
[00:01:13.000 --> 00:01:16.000]  求主你的靈同樣的工作
[00:01:16.000 --> 00:01:19.000]  讓我們有一個願以馴服的心
[00:01:19.000 --> 00:01:21.000]  奉主耶穌的名號
[00:01:21.000 --> 00:01:23.000]  阿們
[00:01:23.000 --> 00:01:26.000]  今個季大家也知道
[00:01:26.000 --> 00:01:29.000]  上一次敬敏傳道也跟我們說過
[00:01:29.000 --> 00:01:35.000]  我們主要說的訊息是由啟示錄第17章
[00:01:35.000 --> 00:01:37.000]  說到第22章
[00:01:37.000 --> 00:01:40.000]  今晚的講道的安排
[00:01:40.000 --> 00:01:43.000]  我大概用三分一的時間
[00:01:43.000 --> 00:01:47.000]  會跟大家分享有幾方面
[00:01:47.000 --> 00:01:51.000]  在看啟示錄的時候要留意的
[00:01:51.000 --> 00:01:58.000]  可以幫助我們看這本書方面的領袖
[00:01:58.000 --> 00:02:00.000]  另外三分一的時間
[00:02:00.000 --> 00:02:02.000]  我們看今晚那段經文
[00:02:02.000 --> 00:02:04.000]  另外三分一的時間
[00:02:04.000 --> 00:02:06.000]  思索這段經文對我們屬靈的生命
[00:02:06.000 --> 00:02:09.000]  和信仰生命的意義是怎樣的
[00:02:09.000 --> 00:02:12.000]  首先開始三分一時間
[00:02:12.000 --> 00:02:19.000]  啟示錄有幾樣東西我們一定要承認
[00:02:19.000 --> 00:02:22.000]  啟示錄是一本不容易明白
[00:02:22.000 --> 00:02:24.000]  不容易掌握的書
[00:02:24.000 --> 00:02:27.000]  大家同不同意嗎
[00:02:27.000 --> 00:02:29.000]  有些人沒什麼反應
[00:02:29.000 --> 00:02:32.000]  有幾多人是沒看過啟示錄的
[00:02:32.000 --> 00:02:37.000]  如果你沒看過
[00:02:37.000 --> 00:02:39.000]  今晚你就看吧
[00:02:39.000 --> 00:02:41.000]  看完之後可能睡不著
[00:02:41.000 --> 00:02:43.000]  因為裡面有很多東西
[00:02:43.000 --> 00:02:46.000]  22章起碼要半個小時
[00:02:46.000 --> 00:02:49.000]  今晚看可能睡不著
[00:02:49.000 --> 00:02:50.000]  裡面有很多東西
[00:02:50.000 --> 00:02:52.000]  令你有很多的思想
[00:02:52.000 --> 00:02:53.000]  第一樣東西
[00:02:53.000 --> 00:02:55.000]  當我們看啟示錄的時候
[00:02:55.000 --> 00:02:58.000]  第一樣東西我們要承認
[00:02:58.000 --> 00:03:02.000]  啟示錄是一本不容易明白的書
[00:03:02.000 --> 00:03:03.000]  因為裡面
[00:03:03.000 --> 00:03:05.000]  大家如果看過的時候會發覺
[00:03:05.000 --> 00:03:08.000]  裡面充滿很多意象的描繪
[00:03:08.000 --> 00:03:12.000]  充滿了很多象徵的語言
[00:03:12.000 --> 00:03:17.000]  這些描繪好像很容易明白
[00:03:17.000 --> 00:03:20.000]  但是不能夠很容易捉摸
[00:03:20.000 --> 00:03:21.000]  你可以這樣說嗎
[00:03:21.000 --> 00:03:23.000]  當看其他的書信
[00:03:23.000 --> 00:03:27.000]  或者是看福音書的時候
[00:03:27.000 --> 00:03:31.000]  我們很多時候可能只用左腦就可以了
[00:03:31.000 --> 00:03:33.000]  用左腦
[00:03:33.000 --> 00:03:35.000]  但是當看啟示錄的時候
[00:03:35.000 --> 00:03:38.000]  我們不單止用左腦
[00:03:38.000 --> 00:03:41.000]  同時需要用右腦
[00:03:41.000 --> 00:03:42.000]  右腦是什麼意思
[00:03:42.000 --> 00:03:43.000]  一般來說
[00:03:43.000 --> 00:03:48.000]  左腦就是掌管我們分析的能力
[00:03:48.000 --> 00:03:50.000]  或者觀察的能力
[00:03:50.000 --> 00:03:53.000]  另外右腦是和我們的感性
[00:03:53.000 --> 00:03:56.000]  和我們的情緒方面有關係的
[00:03:56.000 --> 00:03:57.000]  歷代以來
[00:03:57.000 --> 00:04:01.000]  因此有很多不同的角度去解釋
[00:04:01.000 --> 00:04:03.000]  裡面的圖像
[00:04:03.000 --> 00:04:05.000]  有很多不同的意見
[00:04:05.000 --> 00:04:13.000]  這些圖畫是歷代以來很多同樣愛主的信徒
[00:04:13.000 --> 00:04:16.000]  可能有不同的角度去看
[00:04:16.000 --> 00:04:19.000]  但是這些圖畫很明顯是想表達一些屬靈的事
[00:04:19.000 --> 00:04:23.000]  這個大家都同意的
[00:04:23.000 --> 00:04:26.000]  而那些描繪的情況
[00:04:26.000 --> 00:04:27.000]  大家留意
[00:04:27.000 --> 00:04:29.000]  是引起當我們真的去看的時候
[00:04:29.000 --> 00:04:32.000]  會有很強烈的感情和情緒的反應
[00:04:32.000 --> 00:04:34.000]  大家有沒有留意
[00:04:34.000 --> 00:04:37.000]  除非你看的時候只是半字過字地看
[00:04:37.000 --> 00:04:40.000]  否則你會發現當中的情景包括
[00:04:40.000 --> 00:04:47.000]  戰爭、災難、死亡、迫不及待和很血腥的
[00:04:47.000 --> 00:04:48.000]  大家有沒有留意
[00:04:48.000 --> 00:04:53.000]  是毀滅性的災難和火湖火燒
[00:04:53.000 --> 00:04:57.000]  這些字眼在整卷書裡面出現過二十多次
[00:04:57.000 --> 00:05:01.000]  又見到很多大聲又得性又榮耀又敬拜
[00:05:01.000 --> 00:05:06.000]  有地上的災難和天上的征戰
[00:05:06.000 --> 00:05:09.000]  當你看的時候你不明白也好
[00:05:09.000 --> 00:05:12.000]  但是令你的情緒一時很驚奇
[00:05:12.000 --> 00:05:15.000]  一時很害怕甚至很害怕
[00:05:15.000 --> 00:05:17.000]  但是有時一看的時候
[00:05:17.000 --> 00:05:22.000]  也覺得很高興和興奮甚至歡呼拍掌
[00:05:22.000 --> 00:05:26.000]  有些終於是得志了
[00:05:26.000 --> 00:05:28.000]  當中的情景
[00:05:28.000 --> 00:05:30.000]  有榮耀有盼望
[00:05:30.000 --> 00:05:33.000]  甚至留意在新約裡面
[00:05:33.000 --> 00:05:39.000]  唯一這卷書裡面有很多情景形容敬拜的場面
[00:05:39.000 --> 00:05:41.000]  大家有沒有留意
[00:05:41.000 --> 00:05:43.000]  你看這些場面的時候
[00:05:43.000 --> 00:05:47.000]  除非你只是用理性的分析
[00:05:47.000 --> 00:05:50.000]  否則當你感情投入的時候
[00:05:50.000 --> 00:05:53.000]  你會有很多情緒的反應
[00:05:53.000 --> 00:05:54.000]  你可以這麼說
[00:05:54.000 --> 00:05:59.000]  這卷書是十分考驗我們的想像能力
[00:05:59.000 --> 00:06:01.000]  此其一
[00:06:01.000 --> 00:06:04.000]  另外這卷書有一個特別的地方
[00:06:04.000 --> 00:06:06.000]  有人做過統計
[00:06:06.000 --> 00:06:10.000]  是啟示錄二十二張書
[00:06:10.000 --> 00:06:14.000]  引用舊約的時候
[00:06:14.000 --> 00:06:16.000]  通常不是直接引用
[00:06:16.000 --> 00:06:18.000]  但是有些人統計
[00:06:18.000 --> 00:06:23.000]  是最少引用過三百多次舊約的經文
[00:06:23.000 --> 00:06:26.000]  有些學者甚至說
[00:06:26.000 --> 00:06:28.000]  是引用過五百多次
[00:06:28.000 --> 00:06:31.000]  五百多次就是多少
[00:06:31.000 --> 00:06:34.000]  如果是二十二張書的時候
[00:06:34.000 --> 00:06:36.000]  每張書就是多少次
[00:06:36.000 --> 00:06:38.000]  大家計算一下
[00:06:38.000 --> 00:06:40.000]  多少次
[00:06:40.000 --> 00:06:42.000]  多少次
[00:06:42.000 --> 00:06:44.000]  最少是二十多次
[00:06:44.000 --> 00:06:46.000]  每張書
[00:06:46.000 --> 00:06:48.000]  每張書
[00:06:48.000 --> 00:06:49.000]  換句話說
[00:06:49.000 --> 00:06:51.000]  大家留意
[00:06:51.000 --> 00:06:53.000]  因此當我們看啟示錄的時候
[00:06:53.000 --> 00:06:55.000]  其實很考驗我們
[00:06:55.000 --> 00:07:00.000]  對舊約究竟熟不熟悉
[00:07:00.000 --> 00:07:04.000]  因此除了有想像力之外
[00:07:04.000 --> 00:07:07.000]  我們必須有熟齡的分辨力
[00:07:07.000 --> 00:07:11.000]  和對聖經特別是舊約的經文要很了解
[00:07:11.000 --> 00:07:17.000]  因此大家留意
[00:07:17.000 --> 00:07:21.000]  爛處就在這裡
[00:07:21.000 --> 00:07:24.000]  因此當我們看啟示錄的時候
[00:07:24.000 --> 00:07:27.000]  我們必須要有一個方向
[00:07:27.000 --> 00:07:30.000]  就是清楚的經文的教導
[00:07:30.000 --> 00:07:33.000]  熟齡的原則我們要肯定
[00:07:33.000 --> 00:07:36.000]  在不太清楚的經文上
[00:07:36.000 --> 00:07:38.000]  我們要謙卑
[00:07:38.000 --> 00:07:40.000]  不要過份執著
[00:07:40.000 --> 00:07:42.000]  這是很重要的
[00:07:42.000 --> 00:07:46.000]  有一位已故的學者
[00:07:46.000 --> 00:07:48.000]  有些大家可能都認識的
[00:07:48.000 --> 00:07:50.000]  楊牧菊牧師
[00:07:50.000 --> 00:07:55.000]  他自己分享對啟示錄這本書的體驗
[00:07:55.000 --> 00:07:57.000]  他在年輕的時候
[00:07:57.000 --> 00:07:59.000]  他是很自信的
[00:07:59.000 --> 00:08:09.000]  當時他說自己看過所有有關啟示錄的聖經書
[00:08:09.000 --> 00:08:14.000]  而且啟示錄也是他第一本帶人去查經的書
[00:08:14.000 --> 00:08:17.000]  於是他以為是療癒此獎
[00:08:17.000 --> 00:08:20.000]  於是他以為自己對這本書很熟悉
[00:08:20.000 --> 00:08:22.000]  但是誰知道
[00:08:22.000 --> 00:08:27.000]  後來他去到國外一間神學院研究院的圖書館
