
[00:00:00.000 --> 00:00:04.560]  如果每個人經常都想到耶穌基督不僅是為我的罪死
[00:00:04.560 --> 00:00:06.880]  而且祂是已經復活
[00:00:06.880 --> 00:00:09.960]  證明祂是真神 活神的話
[00:00:09.960 --> 00:00:12.760]  我們整個生命都會被改變
[00:00:12.760 --> 00:00:16.240]  如果每個人不但相信主的死
[00:00:16.240 --> 00:00:18.640]  而且相信祂已經為我們復活了
[00:00:18.640 --> 00:00:21.680]  我們就相信祂是一個真神
[00:00:21.680 --> 00:00:24.680]  所以我們是一群很有福之人
[00:00:24.680 --> 00:00:26.800]  所以我們是一群很有福的人
[00:00:26.800 --> 00:00:29.320]  不要忘記你身在福中
[00:00:29.320 --> 00:00:31.120]  不要忘記你身在福中
[00:00:31.120 --> 00:00:34.320]  即使你今天來的時候心情不是很好
[00:00:34.320 --> 00:00:37.040]  即使你今天來這裡的時候心情不是很好
[00:00:37.040 --> 00:00:39.200]  或者背負重擔
[00:00:39.200 --> 00:00:40.680]  或者是背負重擔
[00:00:40.680 --> 00:00:41.720]  但不要忘記
[00:00:41.720 --> 00:00:42.800]  但不要忘記
[00:00:42.800 --> 00:00:43.760]  有一天
[00:00:43.760 --> 00:00:44.960]  有一天
[00:00:44.960 --> 00:00:47.000]  主要從天降臨
[00:00:47.000 --> 00:00:49.720]  歡迎我們返回天上的家庭
[00:00:49.720 --> 00:00:50.960]  主要從天降臨
[00:00:50.960 --> 00:00:52.560]  歡迎我們回到天間
[00:00:52.560 --> 00:00:54.720]  這個祝福是錢買不到的
[00:00:54.720 --> 00:00:56.200]  這個祝福是錢買不到的
[00:00:56.200 --> 00:00:57.400]  是白白的
[00:00:57.400 --> 00:00:58.440]  是白白的
[00:00:58.440 --> 00:00:59.960]  只要你願意
[00:00:59.960 --> 00:01:00.800]  只要你願意
[00:01:00.800 --> 00:01:01.800]  打開心門
[00:01:01.800 --> 00:01:02.840]  打開心門
[00:01:02.840 --> 00:01:03.800]  祂就進來
[00:01:03.800 --> 00:01:04.400]  祂就進來
[00:01:04.400 --> 00:01:07.680]  就賜給你最大的安慰
[00:01:07.680 --> 00:01:09.000]  喜樂和盼望
[00:01:09.000 --> 00:01:13.320]  就賜給你最大的喜樂和安慰
[00:01:13.320 --> 00:01:15.040]  這次也感謝主
[00:01:15.040 --> 00:01:18.120]  給衛牧師師母他們來接待
[00:01:18.120 --> 00:01:19.720]  我們昨晚住在他們家裡
[00:01:19.720 --> 00:01:20.800]  很溫暖
[00:01:20.800 --> 00:01:23.040]  今天也感謝衛純道跟師母
[00:01:23.040 --> 00:01:26.200]  來接待我們在他們的中心
[00:01:26.200 --> 00:01:28.240]  我們住得很開心
[00:01:28.240 --> 00:01:31.440]  今天早餐盤滿缽滿
[00:01:31.440 --> 00:01:34.360]  整桌都是豐富的早餐
[00:01:34.360 --> 00:01:37.760]  今天我們也有豐富的早餐
[00:01:37.760 --> 00:01:40.840]  所以我們精氣才夠足
[00:01:40.840 --> 00:01:42.680]  來講這堂道
[00:01:42.680 --> 00:01:44.480]  所以我們今天才有精氣夠足
[00:01:44.480 --> 00:01:46.280]  來講這堂道
[00:01:46.280 --> 00:01:48.360]  我們很多時候忘記了
[00:01:48.360 --> 00:01:50.320]  做一個感恩的人
[00:01:50.320 --> 00:01:51.760]  我們很多時候忘記
[00:01:51.760 --> 00:01:53.720]  要做一個感恩的人
[00:01:53.720 --> 00:01:55.360]  今天我們在這個教會
[00:01:55.360 --> 00:01:59.960]  仍然是神差派他的僕人使女
[00:01:59.960 --> 00:02:01.720]  來到牧養我們
[00:02:01.720 --> 00:02:03.200]  我們今天在這個教會
[00:02:03.200 --> 00:02:07.520]  用神差派他的僕人來飼養他們
[00:02:07.520 --> 00:02:09.840]  我有機會昨天跟他們聊天
[00:02:09.840 --> 00:02:13.800]  我有機會昨天跟他們聊天
[00:02:13.800 --> 00:02:16.560]  了解一下他們為什麼要奉獻
[00:02:16.560 --> 00:02:18.480]  了解他們為什麼要奉獻
[00:02:18.480 --> 00:02:20.040]  以前做什麼
[00:02:20.040 --> 00:02:21.280]  以前是做什麼
[00:02:21.280 --> 00:02:24.560]  我發覺原來他以前是大老闆
[00:02:24.560 --> 00:02:26.200]  自己開公司的
[00:02:26.200 --> 00:02:29.200]  他以前是大老闆自己開公司的
[00:02:29.200 --> 00:02:31.560]  對一個做老闆級的人
[00:02:31.560 --> 00:02:35.640]  願意放下地上的享受
[00:02:35.640 --> 00:02:38.760]  然後夢照去關心一些
[00:02:38.760 --> 00:02:41.960]  神託付給他的羊群你和我
[00:02:41.960 --> 00:02:43.360]  就是做一個老闆
[00:02:43.360 --> 00:02:45.440]  就是放下地上的享受
[00:02:45.440 --> 00:02:49.080]  來蒙照做神的僕人來侍奉你和我
[00:02:49.080 --> 00:02:51.040]  沒有多少人願意做
[00:02:51.040 --> 00:02:53.400]  就是沒有多少人會願意去做
[00:02:53.400 --> 00:02:56.200]  除非是自己被神的愛抹著
[00:02:56.200 --> 00:02:58.880]  除非是自己給神的愛
[00:02:58.880 --> 00:03:03.880]  願意放下世上所有已經擁有的
[00:03:03.880 --> 00:03:07.440]  願意放下世上所有的
[00:03:07.440 --> 00:03:10.880]  這一份的心智是值得我們敬佩的
[00:03:10.880 --> 00:03:13.880]  這一份的心智是值得我們去敬佩
[00:03:13.880 --> 00:03:15.520]  有沒有時時用禱告
[00:03:15.520 --> 00:03:19.680]  托住你們的為牧師師母呢
[00:03:19.680 --> 00:03:21.400]  有沒有時常用你們的禱告
[00:03:21.400 --> 00:03:23.880]  托住為臣到為師母呢
[00:03:23.880 --> 00:03:27.880]  你時時會或者是鼓勵一些其他的人
[00:03:27.880 --> 00:03:30.400]  你有時常去鼓勵其他的人嗎
[00:03:30.400 --> 00:03:33.880]  有沒有有機會想想他們夫妻
[00:03:33.880 --> 00:03:37.200]  為你為神的家所付出
[00:03:37.200 --> 00:03:39.280]  然後給他們一些鼓勵呢
[00:03:39.280 --> 00:03:42.480]  有沒有想過他為你為神
[00:03:42.480 --> 00:03:44.200]  為你們的家的付出
[00:03:44.200 --> 00:03:47.280]  有沒有為他們來做拉拉隊
[00:03:47.280 --> 00:03:49.400]  鼓勵他們做得好呢
[00:03:49.400 --> 00:03:51.400]  有沒有幫他們做拉拉隊
[00:03:51.400 --> 00:03:53.680]  鼓勵他們做得好呢
[00:03:53.680 --> 00:03:55.080]  我想不是很多人
[00:03:55.080 --> 00:03:57.480]  我想不是很多人
[00:03:57.480 --> 00:04:00.480]  反而很多人在看著他們
[00:04:00.480 --> 00:04:03.280]  牧師或者傳道或者師母
[00:04:03.280 --> 00:04:05.080]  很多的要求
[00:04:05.080 --> 00:04:06.480]  反而是看著他們
[00:04:06.480 --> 00:04:09.280]  就是說牧師師母傳道
[00:04:09.280 --> 00:04:10.480]  對他們的要求很大
[00:04:10.480 --> 00:04:11.880]  所以聖經提醒我們
[00:04:11.880 --> 00:04:17.480]  要在你們當中做牧養做教導的
[00:04:17.480 --> 00:04:19.480]  加倍的敬重他們
[00:04:19.480 --> 00:04:21.280]  所以聖經教導在你們當中
[00:04:21.280 --> 00:04:24.280]  牧養教導的要加倍的敬重
[00:04:24.280 --> 00:04:25.480]  因為他們的勞苦
[00:04:25.480 --> 00:04:27.280]  他們的擺上
[00:04:27.280 --> 00:04:29.080]  沒有人能夠了解
[00:04:29.080 --> 00:04:30.680]  因為他們的勞苦擺上
[00:04:30.680 --> 00:04:32.080]  是沒有人可以理解的
[00:04:32.080 --> 00:04:33.880]  所以如果你過去沒有做的
[00:04:33.880 --> 00:04:35.280]  所以因此你過去沒有做的
[00:04:35.280 --> 00:04:36.280]  沒有鼓勵一句的
[00:04:36.280 --> 00:04:37.880]  多謝一句的
[00:04:37.880 --> 00:04:40.480]  沒有鼓勵一句或感謝一句的
[00:04:40.480 --> 00:04:44.280]  今天離開教會的時候
[00:04:44.280 --> 00:04:46.080]  記得跟他握握手
[00:04:46.080 --> 00:04:47.080]  多謝牧師
[00:04:47.080 --> 00:04:48.280]  記得跟他握握手說
[00:04:48.280 --> 00:04:48.880]  感謝牧師
[00:04:48.880 --> 00:04:50.480]  師母你不簡單
