
[00:00:00.000 --> 00:00:03.000]  今天的講題是
[00:00:03.000 --> 00:00:08.000]  基督徒的DNA
[00:00:08.000 --> 00:00:12.000]  我們昨天也在這篇文章說過一次
[00:00:12.000 --> 00:00:15.000]  今天就跟大家說
[00:00:15.000 --> 00:00:19.000]  開始的時候我也想大家聽一首歌
[00:00:19.000 --> 00:00:22.000]  這首歌已經很久了
[00:00:22.000 --> 00:00:25.000]  可能你認識,可能不認識
[00:00:25.000 --> 00:00:27.000]  認識和不認識,也有畫面看
[00:00:27.000 --> 00:00:29.000]  也有歌詞,不過是英文的
[00:00:29.000 --> 00:00:31.000]  我找了很久也找不到中文
[00:00:31.000 --> 00:00:33.000]  如果你不太懂英文
[00:00:33.000 --> 00:00:35.000]  就看看圖像
[00:00:35.000 --> 00:00:37.000]  也可以告訴你這首歌大概說什麼
[00:00:59.000 --> 00:01:28.000]  (歌詞)
[00:01:28.000 --> 00:01:57.000]  (歌詞)
[00:01:57.000 --> 00:02:26.000]  (歌詞)
[00:02:26.000 --> 00:02:55.000]  (歌詞)
[00:02:55.000 --> 00:03:05.000]  (歌詞)
[00:03:05.000 --> 00:03:32.000]  (歌詞)
[00:03:32.000 --> 00:03:57.000]  (歌詞)
[00:03:57.000 --> 00:04:17.000]  (歌詞)
[00:04:17.000 --> 00:04:46.000]  (歌詞)
[00:04:46.000 --> 00:04:48.000]  大家認識這首歌嗎?
[00:04:48.000 --> 00:04:49.000]  不太認識
[00:04:49.000 --> 00:04:51.000]  不認識就認識了
[00:04:51.000 --> 00:04:53.000]  這首歌叫
[00:04:53.000 --> 00:04:55.000]  He ain't heavy, he's my brother
[00:04:55.000 --> 00:04:56.000]  即是說他不重
[00:04:56.000 --> 00:04:58.000]  因為他是我的兄弟
[00:04:58.000 --> 00:04:59.000]  或者我弟兄
[00:04:59.000 --> 00:05:01.000]  這首歌大概是說
[00:05:01.000 --> 00:05:04.000]  要走一條路
[00:05:04.000 --> 00:05:08.000]  但是弟弟或者兄弟
[00:05:08.000 --> 00:05:10.000]  因為某些原因走不動
[00:05:10.000 --> 00:05:11.000]  可能他太小
[00:05:11.000 --> 00:05:12.000]  或者可能他生病了
[00:05:12.000 --> 00:05:13.000]  或者可能不舒服
[00:05:13.000 --> 00:05:15.000]  長大的就要背著他走
[00:05:15.000 --> 00:05:17.000]  一路走的時候
[00:05:17.000 --> 00:05:18.000]  長大的就說他不重
[00:05:18.000 --> 00:05:20.000]  因為他是我的兄弟
[00:05:20.000 --> 00:05:24.000]  有幾句都令我很觸動
[00:05:24.000 --> 00:05:26.000]  (英文)
[00:05:26.000 --> 00:05:28.000]  他說他的好處
[00:05:28.000 --> 00:05:29.000]  他的什麼
[00:05:29.000 --> 00:05:32.000]  都是我所關注的
[00:05:32.000 --> 00:05:34.000]  還有一句
[00:05:34.000 --> 00:05:35.000]  (英文)
[00:05:35.000 --> 00:05:36.000]  他不會壓著我
[00:05:36.000 --> 00:05:37.000]  無論他多重
[00:05:37.000 --> 00:05:39.000]  他都不會壓著我
[00:05:39.000 --> 00:05:43.000]  我們是不是弟兄姊妹?
[00:05:43.000 --> 00:05:46.000]  旁邊那個是不是你的弟兄或姊妹?
[00:05:46.000 --> 00:05:48.000]  你跟他說你是我的姊妹
[00:05:48.000 --> 00:05:50.000]  或者你是我的弟兄
[00:05:50.000 --> 00:05:54.000]  如果你講了之後
[00:05:54.000 --> 00:05:57.000]  你的責任很大
[00:05:57.000 --> 00:05:58.000]  如果他有什麼事
[00:05:58.000 --> 00:06:00.000]  你要頂著他
[00:06:00.000 --> 00:06:01.000]  你跟他說你有什麼事
[00:06:01.000 --> 00:06:07.000]  他會頂著你
[00:06:07.000 --> 00:06:09.000]  大家有沒有試過
[00:06:09.000 --> 00:06:10.000]  揹人
[00:06:10.000 --> 00:06:12.000]  或者被人揹
[00:06:12.000 --> 00:06:15.000]  上一代的老人家
[00:06:15.000 --> 00:06:17.000]  現在很少見到
[00:06:17.000 --> 00:06:20.000]  剛才畫面的影像
[00:06:20.000 --> 00:06:22.000]  十歲八歲那些
[00:06:22.000 --> 00:06:24.000]  揹過三歲兩歲的
[00:06:24.000 --> 00:06:25.000]  現在沒有了
