
[00:00:00.000 --> 00:00:10.000]  「錄音或錄影的版權是屬於基督教宣導會不各堂所有。
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一,是以真理教導為本。
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友。
[00:00:18.000 --> 00:00:24.000]  懇請注意,未經授權,請勿轉錄或剪輯本錄音或錄影。
[00:00:24.000 --> 00:00:28.000]  甚願好像《仕途行傳》二十章三十二節下所說:
[00:00:28.000 --> 00:00:35.000]  「這道能建立你們,叫你們和一切誠信的人同得基業。」
[00:00:55.000 --> 00:01:02.000]  天地的主,永恆的上帝,
[00:01:02.000 --> 00:01:07.000]  您一班的子民到您的面前敬拜您,
[00:01:07.000 --> 00:01:14.000]  主下您的名稱為至高,主下您的能力養館萬有,
[00:01:14.000 --> 00:01:18.000]  祢佩得我們的尊崇,我們的讚美,
[00:01:18.000 --> 00:01:22.000]  主下求祢保守我們,開我們的眼睛,
[00:01:22.000 --> 00:01:26.000]  能夠見到祢的尊榮,見到祢的偉大,
[00:01:26.000 --> 00:01:30.000]  以致我們會輕看我們所面對的困難,
[00:01:30.000 --> 00:01:36.000]  我們會交託我們所面對的一切挑戰。
[00:01:36.000 --> 00:01:43.000]  如今到您面前來,我們很願意趁我們的聖靈在我們心中工作,
[00:01:43.000 --> 00:01:49.000]  主下除去很多的憂慮,很多的內心的不安,
[00:01:49.000 --> 00:01:52.000]  讓我們在您面前知道祢的掌權,
[00:01:52.000 --> 00:01:56.000]  我們就安然地來敬拜祢,
[00:01:56.000 --> 00:02:01.000]  求祢賜下祢自己聖經的說話,引導我們的心去尋求祢,
[00:02:01.000 --> 00:02:04.000]  引導我們去敬畏祢,
[00:02:04.000 --> 00:02:09.000]  讓我們人生的路行在一條光明無因的路上。
[00:02:09.000 --> 00:02:15.000]  天父我們等候祢,求祢賜下祢的恩賢施恩於我們,
[00:02:15.000 --> 00:02:21.000]  我們仰望祈禱,奉主耶穌的聖名祈求,阿們。
[00:02:46.000 --> 00:02:50.000]  在這段時間生意很好,也賺了很多錢,
[00:02:50.000 --> 00:03:00.000]  但後來發覺很多的企業轉移向一些自己同行購買的電腦,
[00:03:00.000 --> 00:03:03.000]  當他一路查問情況時發覺,
[00:03:03.000 --> 00:03:10.000]  原來對方很多很多賣出的電腦比他賣出的價錢低很多,
[00:03:10.000 --> 00:03:14.000]  按他所了解,他覺得沒有可能做的,
[00:03:14.000 --> 00:03:16.000]  只會虧本,
[00:03:16.000 --> 00:03:23.000]  但對方就一直出售,所以很多人歡喜向他買電腦,
[00:03:23.000 --> 00:03:28.000]  後來他慢慢知道原來這幾間公司
[00:03:28.000 --> 00:03:33.000]  是用一些舊的零件放在新的電腦上,
[00:03:33.000 --> 00:03:40.000]  以舊換新,以舊聯珍來做生意,
[00:03:40.000 --> 00:03:42.000]  在這段時間他有一個很大的掙扎,
[00:03:42.000 --> 00:03:46.000]  他自己也問自己要不要這樣做,
[00:03:46.000 --> 00:03:51.000]  但他最終決定堅持自己的立場,
[00:03:51.000 --> 00:03:56.000]  一段很長的時間公司差不多要結業,因為沒有生意,
[00:03:56.000 --> 00:04:00.000]  但經過一段時間後來發現一件事,
[00:04:00.000 --> 00:04:05.000]  就是這些大企業發現這些電腦原來有問題,
[00:04:05.000 --> 00:04:13.000]  然後他們到處去搜尋發現只有弟兄這間公司誠實地賣真電腦,
[00:04:13.000 --> 00:04:18.000]  所以開始將這些訂單轉移向這位弟兄的公司,
[00:04:18.000 --> 00:04:22.000]  他後來重新有很好的生意,
[00:04:22.000 --> 00:04:27.000]  這位弟兄會說,就算神不給我這些生意,
[00:04:27.000 --> 00:04:31.000]  我仍然要堅持我的選擇,
[00:04:31.000 --> 00:04:35.000]  在他內心有一個智慧,
[00:04:35.000 --> 00:04:40.000]  他去選擇行公義公平的事情,
[00:04:40.000 --> 00:04:43.000]  各位聽眾我們今天看針研,
[00:04:43.000 --> 00:04:46.000]  我們常常說到關於智慧的事情,
[00:04:46.000 --> 00:04:48.000]  針研第八章,
[00:04:48.000 --> 00:04:50.000]  智慧用一個第一身,
[00:04:50.000 --> 00:04:53.000]  好像一個以人式的方式講述自己,
[00:04:53.000 --> 00:04:58.000]  又呼籲我們去選擇智慧去跟隨它,
[00:04:58.000 --> 00:05:02.000]  所以你會看到剛才我們讀第八章,
[00:05:02.000 --> 00:05:04.000]  前面我們沒有讀的,
[00:05:04.000 --> 00:05:06.000]  是第八章一開始第一節,
[00:05:06.000 --> 00:05:08.000]  智慧就呼籲我們,
[00:05:08.000 --> 00:05:10.000]  智慧豈不呼喚,
[00:05:10.000 --> 00:05:12.000]  聰明豈不揚聲,
[00:05:12.000 --> 00:05:16.000]  是大聲呼喚我們去聽從它,
[00:05:16.000 --> 00:05:18.000]  去跟隨它,
[00:05:18.000 --> 00:05:22.000]  然後說愚無人,你們要學習靈巧,
[00:05:22.000 --> 00:05:26.000]  愚無人,你們心要明辨,
[00:05:26.000 --> 00:05:30.000]  不讓你的思想懶惰,
[00:05:30.000 --> 00:05:33.000]  你們真的要小心去學習,
[00:05:33.000 --> 00:05:36.000]  你未必馬上會有智慧,
[00:05:36.000 --> 00:05:40.000]  但是你可以透過一個一個的學習過程,
[00:05:40.000 --> 00:05:42.000]  在當中得著智慧,
[00:05:42.000 --> 00:05:45.000]  在過程當中小心明辨,
[00:05:45.000 --> 00:05:47.000]  分辨什麼是光明,
[00:05:47.000 --> 00:05:49.000]  什麼是黑暗,
[00:05:49.000 --> 00:05:52.000]  在當中學懂智慧,
[00:05:52.000 --> 00:05:54.000]  當你承認你的限制,
[00:05:54.000 --> 00:05:56.000]  你是愚無人,
[00:05:56.000 --> 00:05:58.000]  你就會有更大的動機,
[00:05:58.000 --> 00:06:01.000]  願意去更多的學習去分辨,
[00:06:01.000 --> 00:06:04.000]  不斷的去領受聰明,
[00:06:04.000 --> 00:06:06.000]  選擇聰明,
[00:06:06.000 --> 00:06:10.000]  為什麼要選擇聰明呢?
[00:06:10.000 --> 00:06:14.000]  因為這個世界上有很多其他的事情,
[00:06:14.000 --> 00:06:17.000]  是呼喚著你去選擇它,
[00:06:17.000 --> 00:06:19.000]  在這裡之前的第七章,
[00:06:19.000 --> 00:06:22.000]  就說到有淫婦,
[00:06:22.000 --> 00:06:24.000]  我們稍為回顧一下,
[00:06:24.000 --> 00:06:29.000]  你會發覺在聖經裡面第七章就提到,
[00:06:29.000 --> 00:06:30.000]  這個邪惡,
[00:06:30.000 --> 00:06:33.000]  它在不斷的呼喊著,
[00:06:33.000 --> 00:06:36.000]  浸然用女子淫婦,
[00:06:36.000 --> 00:06:39.000]  來代表形容邪惡,
[00:06:39.000 --> 00:06:42.000]  是呼喚人去選擇它,
[00:06:42.000 --> 00:06:44.000]  所以經文提到,
[00:06:44.000 --> 00:06:47.000]  一些人被它引誘,
[00:06:47.000 --> 00:06:48.000]  聖經說,
[00:06:48.000 --> 00:06:51.000]  好像牛去被宰殺,
[00:06:51.000 --> 00:06:55.000]  有好像雀鳥急投羅網,
[00:06:55.000 --> 00:06:56.000]  自投羅網,
