
[00:00:00.000 --> 00:00:07.040]  頂梓梅,這個世界很混亂,又很痛苦,
[00:00:07.040 --> 00:00:12.000]  新冠疫情已經差不多兩年了,還沒走,
[00:00:12.000 --> 00:00:20.160]  世界各地有些是打仗,有些是山火,有些是水災,有些是飢餓,
[00:00:20.160 --> 00:00:25.160]  好像不知道怎麼辦。
[00:00:26.560 --> 00:00:32.000]  今天我們看一段經文是記載在兩千年前發生的事,
[00:00:32.000 --> 00:00:38.800]  我留意到那時候的情況,那種凌亂跟我們現在差不多。
[00:00:38.800 --> 00:00:46.200]  我們看這段經文,它講到耶穌來到一個不事大的池,
[00:00:46.200 --> 00:00:55.000]  這個池就在聖殿的北邊旁邊,中間有道門叫陽門,
[00:00:55.520 --> 00:01:01.800]  這個池的水是給那些朝聖的人,去聖殿敬拜的人,
[00:01:01.800 --> 00:01:05.400]  首先是潔淨自己在池裏面,
[00:01:05.400 --> 00:01:13.920]  然後將帶去獻祭的羊,經過那道陽門去聖殿殺了獻祭。
[00:01:13.920 --> 00:01:17.520]  你看這幅圖畫本來是很好的,
[00:01:17.520 --> 00:01:24.000]  一個敬拜生活,一個潔淨,一個非常美好的圖畫,
[00:01:24.000 --> 00:01:30.840]  但是聖經告訴我們,在池旁邊有五個廊址,五個走廊,
[00:01:30.840 --> 00:01:34.320]  是坐滿了什麼人呢?那些有病的人。
[00:01:34.320 --> 00:01:38.760]  你想像一個這麼美好的圖畫,突然間變得很混亂,
[00:01:38.760 --> 00:01:46.480]  幾百個病人,病人就帶來很多痛苦,
[00:01:46.480 --> 00:01:54.600]  他們等什麼?他們有一個迷信的傳說,就說,
[00:01:54.600 --> 00:02:00.600]  按時天使會攪動那些水,第一個跳下去就好了,
[00:02:00.600 --> 00:02:02.280]  其他的就不行。
[00:02:02.280 --> 00:02:09.200]  好像上帝在作弄我們,開玩笑,事實不是這樣的,
[00:02:09.200 --> 00:02:11.120]  不過那時候的傳說是這樣。
[00:02:11.120 --> 00:02:18.640]  那些病人坐在那裡,他們做不到事,差不多是做乞丐,
[00:02:18.640 --> 00:02:20.400]  需要別人施捨的。
[00:02:20.400 --> 00:02:26.560]  你看看那幅圖畫,池旁邊的痛苦,
[00:02:26.560 --> 00:02:32.040]  和現在世上所面對的痛苦是不是一樣?
[00:02:32.040 --> 00:02:37.880]  人類二千年來沒有好過,沒有好過。
[00:02:37.880 --> 00:02:43.720]  其實聖經也是這麼說,在羅馬書第八章21到22節,
[00:02:43.720 --> 00:02:50.320]  「被造的萬物盼望自己得著釋放,脫離敗壞的奴役。」
[00:02:50.320 --> 00:02:56.880]  我們知道被造的萬物,直到現在都是在痛苦身上,
[00:02:56.880 --> 00:03:02.400]  一個很貼切的描寫,或者你就會問,
[00:03:02.400 --> 00:03:10.160]  那上帝打算怎樣去處理呢?上帝會不會整頓這個世界呢?
[00:03:10.160 --> 00:03:19.160]  今天這段經文的神蹟,就讓我們看到上帝會怎樣做。
[00:03:19.160 --> 00:03:21.360]  上帝會整頓這個世界。
[00:03:21.360 --> 00:03:26.760]  這段神蹟,約翰福音的七個神蹟,
[00:03:26.760 --> 00:03:35.760]  稱為記號,sign,路標記號預示,一個預表將來上帝會整頓這個世界。
[00:03:35.760 --> 00:03:40.360]  所以你今天所看到的,不單是耶穌醫好一個人,
[00:03:40.360 --> 00:03:48.760]  而是耶穌醫好一個人後面那個更加勁的故事,更加重要的指引。
[00:03:48.760 --> 00:03:52.760]  我們一起來思想,在今天的神蹟裏面,
[00:03:52.760 --> 00:03:57.760]  你看到上帝的美善、美好和良善,
[00:03:57.760 --> 00:04:00.760]  你看到祂救贖我們的目的,
[00:04:00.760 --> 00:04:05.760]  以及看到祂將來要根深脈密審判世人。
[00:04:05.760 --> 00:04:08.760]  這段經文就講這一點。
[00:04:08.760 --> 00:04:14.760]  首先我們看一看歷史的考據,究竟這個不是大詞是怎樣呢?
[00:04:14.760 --> 00:04:22.760]  它在聖殿的北邊,這個池和聖殿中間那裏就是陽門,
[00:04:22.760 --> 00:04:28.760]  這個池大約是一百米長,五十米闊,
[00:04:28.760 --> 00:04:34.760]  水就是給那些朝聖的人首先在池裏面潔淨自己的。
[00:04:34.760 --> 00:04:43.760]  池的旁邊有五個走廊,坐滿殘疾的人,
[00:04:43.760 --> 00:04:47.760]  第四節講到他們等著水動,
[00:04:47.760 --> 00:04:51.760]  因為有主的使者按時下去攪動池水,
[00:04:51.760 --> 00:04:55.760]  水動之後誰先下去,無論什麼病必得痊癒。
[00:04:55.760 --> 00:05:01.760]  這個最古老的抄本是沒有這句的,是後人加上去,
[00:05:01.760 --> 00:05:06.760]  加上去之後,其實意思不是有這樣的事發生,
[00:05:06.760 --> 00:05:13.760]  只有這樣的傳說解釋為何耶穌跟這個瓊子說你要痊癒嗎?
[00:05:13.760 --> 00:05:17.760]  他說沒有辦法,因為沒有人陪我下去解釋這件事,
[00:05:17.760 --> 00:05:21.760]  不是上帝跟我們開玩笑。
[00:05:21.760 --> 00:05:24.760]  我們看看這個病人又是怎樣呢?
[00:05:24.760 --> 00:05:29.760]  這個病人病了三十八年,
[00:05:29.760 --> 00:05:33.760]  當時的人均壽命大約四十歲左右,
[00:05:33.760 --> 00:05:36.760]  其實人的壽命很短,
[00:05:36.760 --> 00:05:45.760]  二百年前英國查理士迪根斯年代都只有四十歲左右,
[00:05:45.760 --> 00:05:50.760]  中國人也差不多,所以人生七十古來稀,
[00:05:50.760 --> 00:05:54.760]  我跟朱先生兩個六十多歲,
[00:05:54.760 --> 00:05:59.760]  其實我們是古來稀,朱先生比我年青,比他精壯些,
[00:05:59.760 --> 00:06:04.760]  但這個人病了三十八年,
[00:06:04.760 --> 00:06:08.760]  之前又犯了罪,即是證明他不是兩歲犯罪,
[00:06:08.760 --> 00:06:11.760]  犯罪是五十多歲,
[00:06:11.760 --> 00:06:15.760]  不過要講一件事,病不是因為犯罪,
[00:06:15.760 --> 00:06:17.760]  這個人就是,但大部份都不是,
[00:06:17.760 --> 00:06:19.760]  所以你見到旁邊突然之間有病,
[00:06:19.760 --> 00:06:22.760]  你就叫他找雷醫生就行,
[00:06:22.760 --> 00:06:25.760]  你就不要說你是否犯罪,犯甚麼罪,
[00:06:25.760 --> 00:06:29.760]  他又不喜歡,大部份人都不是犯罪而病,
[00:06:29.760 --> 00:06:31.760]  講得清楚些,
[00:06:31.760 --> 00:06:34.760]  這個人三十八年病了,
[00:06:34.760 --> 00:06:39.760]  你可以想像家人每日早上帶他來這兒,
[00:06:39.760 --> 00:06:41.760]  晚上接他回家,
