
[00:00:00.000 --> 00:00:05.400]  今天講的是「以馬五獅之訪言大悟,重言希望」
[00:00:05.400 --> 00:00:07.320]  我不知道大家記不記得
[00:00:07.320 --> 00:00:09.800]  在以往搭飛機的時候
[00:00:09.800 --> 00:00:12.440]  那些螢光幕跟現在有點不同
[00:00:12.440 --> 00:00:16.200]  當然現在有些飛機都是這種模式
[00:00:16.200 --> 00:00:20.680]  就是有一個控制器用來控制螢光幕
[00:00:20.680 --> 00:00:22.680]  現在很多新的飛機都是螢光幕
[00:00:22.680 --> 00:00:23.520]  在那裡自己按
[00:00:23.520 --> 00:00:25.840]  無論是看電影、聽歌
[00:00:25.840 --> 00:00:30.040]  以往都是比較多控制器拿出來自己按
[00:00:30.040 --> 00:00:31.640]  大家有用過
[00:00:31.640 --> 00:00:33.240]  我記得在幾年前
[00:00:33.240 --> 00:00:34.240]  當我搭飛機的時候
[00:00:34.240 --> 00:00:36.040]  都是比較長途的飛機
[00:00:36.040 --> 00:00:38.840]  當時在看電影
[00:00:38.840 --> 00:00:43.240]  聽到旁邊的乘客說
[00:00:43.240 --> 00:00:45.440]  在那裡按控制器
[00:00:45.440 --> 00:00:49.040]  他說為什麼螢光幕沒有反應呢?
[00:00:49.040 --> 00:00:50.440]  有點煩躁
[00:00:50.440 --> 00:00:52.040]  按鈕是不是壞了呢?
[00:00:52.040 --> 00:00:52.840]  我也明白
[00:00:52.840 --> 00:00:55.640]  因為如果長途飛機壞了
[00:00:55.640 --> 00:00:57.440]  又調不到位
[00:00:57.440 --> 00:01:00.040]  數小時都是比較艱難的
[00:01:00.040 --> 00:01:03.440]  他說是不是電視機壞了等等
[00:01:03.440 --> 00:01:06.440]  當他在投訴困難的時候
[00:01:06.440 --> 00:01:08.840]  他每次按一按我就感覺到
[00:01:08.840 --> 00:01:12.840]  我的螢光幕開始轉畫面
[00:01:12.840 --> 00:01:16.640]  我為了確保這件事發生是你這樣想
[00:01:16.640 --> 00:01:17.440]  一直笑
[00:01:17.440 --> 00:01:18.440]  我就看一看他
[00:01:18.440 --> 00:01:19.040]  他按一按
[00:01:19.040 --> 00:01:21.040]  我馬上看一看畫面就搖一搖
[00:01:21.040 --> 00:01:22.640]  我再看一看他的手
[00:01:22.640 --> 00:01:24.440]  按一按控制器我就搖一搖
[00:01:24.440 --> 00:01:25.840]  如果大家知道
[00:01:25.840 --> 00:01:27.440]  這種的控制器
[00:01:27.440 --> 00:01:28.640]  除了在電視機內
[00:01:28.640 --> 00:01:30.640]  有些是手柄拿的
[00:01:30.640 --> 00:01:32.640]  我明顯看一看我的手柄
[00:01:32.640 --> 00:01:35.640]  咦?真的不見了控制器
[00:01:35.640 --> 00:01:37.640]  他就開始無助
[00:01:37.640 --> 00:01:38.840]  有些失望
[00:01:38.840 --> 00:01:39.640]  有些困惑
[00:01:39.640 --> 00:01:40.640]  有些煩躁
[00:01:40.640 --> 00:01:42.440]  當然我也有點煩躁
[00:01:42.440 --> 00:01:44.640]  於是我就跟旁邊的人說
[00:01:44.640 --> 00:01:48.240]  其實你的控制器是沒有壞的
[00:01:48.240 --> 00:01:50.640]  你看一看我的螢光幕
[00:01:50.640 --> 00:01:53.240]  其實你是在控制我的螢光幕
[00:01:53.240 --> 00:01:55.240]  我馬上明白了
[00:01:55.240 --> 00:01:56.640]  謊言大誤
[00:01:56.640 --> 00:02:00.040]  甚至是請愁我一派也不得了
[00:02:00.040 --> 00:02:02.240]  當然這個乘客他也不是全錯
[00:02:02.240 --> 00:02:04.640]  他也有些東西是對的
[00:02:04.640 --> 00:02:06.840]  不過有些東西錯了
[00:02:06.840 --> 00:02:08.440]  不過他錯了的部份
[00:02:08.440 --> 00:02:13.040]  令到整件事都不行了
[00:02:13.040 --> 00:02:17.440]  以馬五師正正是有類似的情景
[00:02:17.440 --> 00:02:20.040]  當時那兩個門徒他也不是全錯
[00:02:20.040 --> 00:02:22.240]  他明白耶穌一些東西
[00:02:22.240 --> 00:02:25.240]  不過他有很多東西不明白
[00:02:25.240 --> 00:02:27.240]  而他不明白的東西
[00:02:27.240 --> 00:02:30.040]  完全把他明白的東西瓦解了
[00:02:30.040 --> 00:02:32.040]  今天我會看進去
[00:02:32.040 --> 00:02:37.040]  看究竟在這個事件裏面
[00:02:37.040 --> 00:02:41.240]  我們更加明白為什麼耶穌死了
[00:02:41.240 --> 00:02:46.640]  又或者當我們揭開耶穌真正身份的時候
[00:02:46.640 --> 00:02:48.440]  我們學到什麼
[00:02:48.440 --> 00:02:52.840]  在進入以馬五師這件有趣的事件補前
[00:02:52.840 --> 00:02:54.240]  我們有些重溫
[00:02:54.240 --> 00:02:56.040]  因為是相當重要的
[00:02:56.040 --> 00:02:59.640]  也看看大家有多記得
[00:02:59.640 --> 00:03:00.840]  兩個星期前
[00:03:00.840 --> 00:03:03.040]  也說了二千年前
[00:03:03.040 --> 00:03:06.640]  我們知道耶穌為什麼會上十駕
[00:03:06.640 --> 00:03:09.640]  當時是星期五受苦
[00:03:09.640 --> 00:03:11.840]  星期五是受苦
[00:03:11.840 --> 00:03:14.240]  為什麼呢
[00:03:14.240 --> 00:03:16.840]  簡單來說當時因為宗教領袖
[00:03:16.840 --> 00:03:20.240]  極度妒忌耶穌的能力
[00:03:20.240 --> 00:03:21.240]  他的影響力
[00:03:21.240 --> 00:03:22.040]  他的智慧
[00:03:22.040 --> 00:03:22.840]  他的教導
[00:03:22.840 --> 00:03:23.840]  他的醫治的能力
[00:03:23.840 --> 00:03:24.640]  他的廣規能力
[00:03:24.640 --> 00:03:25.840]  他的慈愛
[00:03:25.840 --> 00:03:27.640]  實在太厲害了
[00:03:27.640 --> 00:03:28.840]  太有魅力
[00:03:28.840 --> 00:03:32.640]  威脅到當時的領袖和權貴
[00:03:32.640 --> 00:03:35.440]  所以他們就用藉口
[00:03:35.440 --> 00:03:40.240]  就說耶穌自稱為皇馬這個褻瀆的罪名
[00:03:40.240 --> 00:03:43.640]  並且迫使當日羅馬的長官
[00:03:43.640 --> 00:03:48.040]  叫做比拉多
[00:03:48.040 --> 00:03:49.040]  就一個罪名
[00:03:49.040 --> 00:03:52.640]  就是令到社會秩序出現混亂
[00:03:52.640 --> 00:03:55.040]  所以就迫使他
[00:03:55.040 --> 00:03:59.640]  將耶穌釘在當時最殘酷的死刑
[00:03:59.640 --> 00:04:01.440]  就是釘十字架
[00:04:01.440 --> 00:04:03.040]  在門口那裡
[00:04:03.040 --> 00:04:04.640]  耶穌常常都被人追的
