
[00:00:00.000 --> 00:00:05.000]  鄧小妹,晚安。又到來分享訊息的時間了。
[00:00:05.000 --> 00:00:12.000]  今天是講這個系列的最後一講。
[00:00:12.000 --> 00:00:18.000]  這個系列,你記不記得是什麼?
[00:00:18.000 --> 00:00:22.000]  不是這個,小鼻級大智慧是之後的。
[00:00:22.000 --> 00:00:26.000]  我和阿嵐上年年尾一邊聊的時候,
[00:00:26.000 --> 00:00:30.000]  做人很難,所以要學習。
[00:00:30.000 --> 00:00:33.000]  之後就會再有第三個系列,
[00:00:33.000 --> 00:00:35.000]  今天是第二個系列的最後。
[00:00:35.000 --> 00:00:37.000]  之前,如果你有印象,
[00:00:37.000 --> 00:00:40.000]  Sandy一開始就說,
[00:00:40.000 --> 00:00:45.000]  怎樣學知足,我已經學會了。
[00:00:45.000 --> 00:00:48.000]  早兩個禮拜,Yannis就說,
[00:00:48.000 --> 00:00:50.000]  我很想身體健康,
[00:00:50.000 --> 00:00:54.000]  怎樣看著嘴唇,怎樣說話,
[00:00:54.000 --> 00:00:58.000]  甜水苦水都不應該同一個出口,
[00:00:58.000 --> 00:01:00.000]  這樣去學習。
[00:01:00.000 --> 00:01:02.000]  上個星期,Larry就說,
[00:01:02.000 --> 00:01:06.000]  認定在我們的生命當中,
[00:01:06.000 --> 00:01:08.000]  神怎樣,特別在大靈的當中,
[00:01:08.000 --> 00:01:10.000]  所以他說,在信仰的當中,
[00:01:10.000 --> 00:01:12.000]  經歷是很重要的。
[00:01:12.000 --> 00:01:17.000]  最後,小鼻級大智慧說什麼呢?
[00:01:17.000 --> 00:01:19.000]  我想和大家說,
[00:01:19.000 --> 00:01:22.000]  怎樣做一個智慧的選擇。
[00:01:22.000 --> 00:01:26.000]  所以我今天的講題是,
[00:01:26.000 --> 00:01:28.000]  看不看得見。
[00:01:28.000 --> 00:01:30.000]  有時候當我們要做選擇,
[00:01:30.000 --> 00:01:32.000]  即是叫做「醒」這個選擇的時候,
[00:01:32.000 --> 00:01:37.000]  就很在乎我們看不看得到一些情況。
[00:01:37.000 --> 00:01:39.000]  給你幾張公仔考考,
[00:01:39.000 --> 00:01:43.000]  看不看得到那些公仔是什麼。
[00:01:43.000 --> 00:01:47.000]  你見到什麼?
[00:01:47.000 --> 00:01:49.000]  有些人見到兩樣東西,
[00:01:49.000 --> 00:01:51.000]  有些人只見到一個女人。
[00:01:51.000 --> 00:01:53.000]  如果你見到,
[00:01:53.000 --> 00:01:56.000]  其實有一個人在側面吹薩克斯風。
[00:01:56.000 --> 00:02:00.000]  那你見到什麼呢?
[00:02:00.000 --> 00:02:02.000]  很多東西。
[00:02:02.000 --> 00:02:04.000]  很多東西。
[00:02:04.000 --> 00:02:06.000]  可能有些人會見到,
[00:02:06.000 --> 00:02:08.000]  我見到一個白鬍子,
[00:02:08.000 --> 00:02:10.000]  即是很長鬍子的一個白,
[00:02:10.000 --> 00:02:12.000]  有一個人見到一隻馬騎著。
[00:02:12.000 --> 00:02:14.000]  當然這些公仔是幻想。
[00:02:14.000 --> 00:02:19.000]  還有,你見到什麼呢?
[00:02:19.000 --> 00:02:21.000]  一對老人家。
[00:02:21.000 --> 00:02:23.000]  不是,我見到,
[00:02:23.000 --> 00:02:25.000]  在一個室內的環境,
[00:02:25.000 --> 00:02:27.000]  有兩個人在彈結他,
[00:02:27.000 --> 00:02:28.000]  一個彈結他,
[00:02:28.000 --> 00:02:30.000]  一個什麼的。
[00:02:30.000 --> 00:02:32.000]  好啦!
[00:02:32.000 --> 00:02:35.000]  我覺得這張最有趣。
[00:02:35.000 --> 00:02:42.000]  你見到什麼呢?
[00:02:42.000 --> 00:02:44.000]  咖啡豆啦!
[00:02:44.000 --> 00:02:47.000]  如果我告訴你,
[00:02:47.000 --> 00:02:49.000]  這一堆咖啡豆裏面,
[00:02:49.000 --> 00:02:53.000]  有一個人的頭在這裏呢?
[00:02:53.000 --> 00:02:54.000]  很多人聽到什麼呢?
[00:02:54.000 --> 00:02:57.000]  有人說好像見到。
[00:02:57.000 --> 00:02:58.000]  如果我這樣skip了,
[00:02:58.000 --> 00:03:01.000]  你可能沒有心機聽講道來。
[00:03:01.000 --> 00:03:05.000]  你在這個位置,
[00:03:05.000 --> 00:03:09.000]  即是差不多最低這裏,
[00:03:09.000 --> 00:03:11.000]  見不見到有個頭?
[00:03:11.000 --> 00:03:13.000]  你見不見到?
[00:03:13.000 --> 00:03:15.000]  這裏,這裏,這裏,這裏,
[00:03:15.000 --> 00:03:17.000]  是這個。
[00:03:17.000 --> 00:03:21.000]  見不見到有個頭?
[00:03:21.000 --> 00:03:23.000]  即是,
[00:03:23.000 --> 00:03:26.000]  有時我們去做選擇,
[00:03:26.000 --> 00:03:27.000]  做決定的時候,
[00:03:27.000 --> 00:03:29.000]  即是想做聰明一點的時候,
[00:03:29.000 --> 00:03:30.000]  其實很多時候,
[00:03:30.000 --> 00:03:33.000]  因為我們的一些前設,
[00:03:33.000 --> 00:03:34.000]  一些想法,
[00:03:34.000 --> 00:03:35.000]  會影響到我們。
[00:03:35.000 --> 00:03:36.000]  即是你有沒有試過
[00:03:36.000 --> 00:03:38.000]  跟別人在酒樓裏面聊天?
[00:03:38.000 --> 00:03:39.000]  明明很吵,
[00:03:39.000 --> 00:03:41.000]  你只是聽到朋友說話而已。
[00:03:41.000 --> 00:03:42.000]  即是,
[00:03:42.000 --> 00:03:43.000]  很多年前,
[00:03:43.000 --> 00:03:45.000]  我老婆剛懷孕的時候,
[00:03:45.000 --> 00:03:46.000]  我突然發覺,
[00:03:46.000 --> 00:03:47.000]  我跟老婆說,
[00:03:47.000 --> 00:03:49.000]  為什麼周圍都是那些,
[00:03:49.000 --> 00:03:52.000]  那些什麼攀爬架,
[00:03:52.000 --> 00:03:53.000]  什麼騰騰轉轉,
[00:03:53.000 --> 00:03:55.000]  我以前覺得完全沒有。
[00:03:55.000 --> 00:03:56.000]  即是你當一個人,
[00:03:56.000 --> 00:03:58.000]  你的眼光,
[00:03:58.000 --> 00:04:00.000]  有時你的前設,
[00:04:00.000 --> 00:04:02.000]  原來影響了你,
[00:04:02.000 --> 00:04:09.000]  怎樣去看那一件事物。
[00:04:09.000 --> 00:04:10.000]  當我們在,
[00:04:10.000 --> 00:04:11.000]  即是大家即稱,
[00:04:11.000 --> 00:04:13.000]  我也是即稱,
[00:04:13.000 --> 00:04:16.000]  我是即稱新人。
[00:04:16.000 --> 00:04:18.000]  我們都面對著很多,
[00:04:18.000 --> 00:04:20.000]  在我們人生階段當中,
[00:04:20.000 --> 00:04:22.000]  很多的生活的高低起跌,
[00:04:22.000 --> 00:04:23.000]  選擇,
[00:04:23.000 --> 00:04:24.000]  家庭,
[00:04:24.000 --> 00:04:25.000]  朋友,
[00:04:25.000 --> 00:04:26.000]  拍多,
[00:04:26.000 --> 00:04:27.000]  進修,
[00:04:27.000 --> 00:04:28.000]  工作,
[00:04:28.000 --> 00:04:29.000]  很多時候都面對著,
[00:04:29.000 --> 00:04:30.000]  很多不同的情況,
[00:04:30.000 --> 00:04:31.000]  有很多不同的選擇。
[00:04:31.000 --> 00:04:33.000]  今天我選了一段經文,
[00:04:33.000 --> 00:04:35.000]  那個的主人翁,
[00:04:35.000 --> 00:04:36.000]  其實大家都熟的,
[00:04:36.000 --> 00:04:37.000]  《馬特福》嘛,
[00:04:37.000 --> 00:04:38.000]  稍後讀下去就知道。
[00:04:38.000 --> 00:04:41.000]  他都面對著在他的人生階段,
[00:04:41.000 --> 00:04:45.000]  有一個很重要的情況,
[00:04:45.000 --> 00:04:48.000]  他就去找耶穌。
[00:04:48.000 --> 00:04:49.000]  整段經文,
[00:04:49.000 --> 00:04:51.000]  稍後跟大家讀一次,
[00:04:51.000 --> 00:04:53.000]  讀一次經文再講。
[00:04:53.000 --> 00:04:55.000]  耶穌講了三句,
[00:04:55.000 --> 00:04:57.000]  在三個小段落裏面,
[00:04:57.000 --> 00:04:59.000]  講了三個小總結,
[00:04:59.000 --> 00:05:01.000]  我稍後會跟大家讀。
[00:05:01.000 --> 00:05:04.000]  我先講少少《馬特福》的背景,
[00:05:04.000 --> 00:05:06.000]  稍後讀的那一段是第十一章。
[00:05:06.000 --> 00:05:07.000]  《馬特福》,
[00:05:07.000 --> 00:05:09.000]  即是講天國,
[00:05:09.000 --> 00:05:12.000]  第五至七章是登山補訓,
[00:05:12.000 --> 00:05:13.000]  耶穌在山上,
[00:05:13.000 --> 00:05:15.000]  一路跟人們講,
[00:05:15.000 --> 00:05:18.000]  天國的一些情況,
[00:05:18.000 --> 00:05:20.000]  那些的律例是怎樣,
[00:05:20.000 --> 00:05:24.000]  那些實際的精髓在哪裏,
[00:05:24.000 --> 00:05:26.000]  五至七章登山補訓。
[00:05:26.000 --> 00:05:27.000]  接著一路下山,
[00:05:27.000 --> 00:05:29.000]  耶穌下山開始,
[00:05:29.000 --> 00:05:31.000]  就開始荒書一路講,
[00:05:31.000 --> 00:05:32.000]  耶穌很多,
[00:05:32.000 --> 00:05:34.000]  開始越來越多人拒絕祂。
[00:05:34.000 --> 00:05:35.000]  一下來的時候,
[00:05:35.000 --> 00:05:36.000]  祂做了很多神蹟,
[00:05:36.000 --> 00:05:37.000]  但開始有很多不同的人,
[00:05:37.000 --> 00:05:39.000]  開始質疑和反對耶穌。
[00:05:39.000 --> 00:05:41.000]  接著到了第十章,
[00:05:41.000 --> 00:05:43.000]  耶穌可以差派一些門徒出去,
[00:05:43.000 --> 00:05:45.000]  開始遇到不同的,
[00:05:45.000 --> 00:05:48.000]  開始抗拒的聲音越來越出。
[00:05:48.000 --> 00:05:49.000]  到了第十二,
[00:05:49.000 --> 00:05:50.000]  第十三章,
[00:05:50.000 --> 00:05:52.000]  法律賽人甚至在家鄉裏面,
[00:05:52.000 --> 00:05:53.000]  都很抗拒。
[00:05:53.000 --> 00:05:56.000]  在這個背景的底下,
[00:05:56.000 --> 00:05:58.000]  第十一章,
[00:05:58.000 --> 00:06:00.000]  就是講我們今天的故事,
[00:06:00.000 --> 00:06:02.000]  就是講約翰,
[00:06:02.000 --> 00:06:05.000]  屍首約翰被囚,
[00:06:05.000 --> 00:06:07.000]  被監禁的時候,
[00:06:07.000 --> 00:06:10.000]  警察去問耶穌一些問題,
[00:06:10.000 --> 00:06:13.000]  然後回答。
[00:06:13.000 --> 00:06:15.000]  成段經文十九節,
[00:06:15.000 --> 00:06:16.000]  簡單來說,
[00:06:16.000 --> 00:06:17.000]  分開三個段落,
[00:06:17.000 --> 00:06:19.000]  第一節就是背景,
[00:06:19.000 --> 00:06:21.000]  由第十章講完差門徒,
[00:06:21.000 --> 00:06:24.000]  第一節就是回應。
[00:06:24.000 --> 00:06:26.000]  然後講了三件事,
[00:06:26.000 --> 00:06:27.000]  被囚的約翰,
[00:06:27.000 --> 00:06:29.000]  你知道當時約翰,
[00:06:29.000 --> 00:06:31.000]  他是直言,
[00:06:31.000 --> 00:06:32.000]  他是很敢言的,
[00:06:32.000 --> 00:06:35.000]  所以他被權貴,
[00:06:35.000 --> 00:06:36.000]  他的背景是,
[00:06:36.000 --> 00:06:40.000]  他直指你不應該娶你弟弟的老婆,
[00:06:40.000 --> 00:06:41.000]  類似這樣,
[00:06:41.000 --> 00:06:44.000]  然後被拉去坐牢。
[00:06:44.000 --> 00:06:48.000]  約翰就去警察的門口,
[00:06:48.000 --> 00:06:49.000]  去問耶穌問題,
[00:06:49.000 --> 00:06:52.000]  然後結束了第七節之後,
[00:06:52.000 --> 00:06:55.000]  耶穌就對著當時眾人,
[00:06:55.000 --> 00:06:56.000]  就有一個評價,
[00:06:56.000 --> 00:06:57.000]  關於約翰,
[00:06:57.000 --> 00:06:58.000]  然後到最後,
[00:06:58.000 --> 00:07:01.000]  就去講回應這個世代。
[00:07:01.000 --> 00:07:08.000]  約翰他問的問題是什麼呢?
[00:07:08.000 --> 00:07:09.000]  他說,
[00:07:09.000 --> 00:07:12.000]  耶穌,
[00:07:12.000 --> 00:07:15.000]  那個將要來的,
[00:07:15.000 --> 00:07:16.000]  是不是你呢?
[00:07:16.000 --> 00:07:19.000]  還是我們要等其他人呢?
[00:07:19.000 --> 00:07:21.000]  這個問題呢,
[00:07:21.000 --> 00:07:24.000]  好像是很平常的,
[00:07:24.000 --> 00:07:25.000]  耶穌,
[00:07:25.000 --> 00:07:27.000]  我們要等誰呢?
[00:07:27.000 --> 00:07:28.000]  要等,
[00:07:28.000 --> 00:07:29.000]  我們要等,
[00:07:29.000 --> 00:07:31.000]  是不是應該繼續等你,
[00:07:31.000 --> 00:07:32.000]  你知道耶穌是彌賽亞,
[00:07:32.000 --> 00:07:34.000]  就是將要來的那個位置。
[00:07:34.000 --> 00:07:35.000]  其實,
[00:07:35.000 --> 00:07:38.000]  約翰這個問題,
[00:07:38.000 --> 00:07:40.000]  是很大膽的,
[00:07:40.000 --> 00:07:41.000]  他很勇敢去問,
[00:07:41.000 --> 00:07:43.000]  為什麼呢?
[00:07:43.000 --> 00:07:47.000]  你記得馬大福一開始的時候,
[00:07:47.000 --> 00:07:48.000]  約翰,
[00:07:48.000 --> 00:07:49.000]  耶穌,
[00:07:49.000 --> 00:07:50.000]  馬利亞華人,
[00:07:50.000 --> 00:07:53.000]  約翰他都是差不多時期,
[00:07:53.000 --> 00:07:55.000]  有嬰兒的,
[00:07:55.000 --> 00:08:00.000]  他父親叫什麼?
[00:08:00.000 --> 00:08:01.000]  穆斯,
[00:08:01.000 --> 00:08:02.000]  他父親叫什麼?
[00:08:02.000 --> 00:08:04.000]  我突然忘記了,
[00:08:04.000 --> 00:08:07.000]  他父親是斯西約翰,
[00:08:07.000 --> 00:08:09.000]  是撒加利亞,
[00:08:09.000 --> 00:08:10.000]  撒加利亞,
[00:08:10.000 --> 00:08:11.000]  有穆斯,
