
[00:00:00.000 --> 00:00:02.700]  敬請主佑平安
[00:00:02.700 --> 00:00:06.020]  感謝神佑讓我們一起在這裡平安的敬拜
[00:00:06.020 --> 00:00:08.580]  感謝神佑讓我們在一起平安的敬拜
[00:00:08.580 --> 00:00:11.860]  這很安靜的地方
[00:00:11.860 --> 00:00:14.300]  神佑讓我們能夠有一個安靜的心靈
[00:00:14.300 --> 00:00:18.020]  求主帶領我們以下的時間
[00:00:18.020 --> 00:00:22.140]  順適之前再一次我們同心禱告
[00:00:22.140 --> 00:00:25.940]  愛我們的天父
[00:00:25.940 --> 00:00:27.940]  我們感謝查明尼
[00:00:27.940 --> 00:00:32.700]  我們知道我們的生命原本是一無所有的
[00:00:32.700 --> 00:00:35.200]  來到這個世上也是一無所有
[00:00:35.200 --> 00:00:37.940]  大神祢卻讓我們認識祢
[00:00:37.940 --> 00:00:41.940]  讓我們在地上得著平安得著喜樂
[00:00:41.940 --> 00:00:45.300]  並且祢叫我們的生命在主耶穌基督裡面
[00:00:45.300 --> 00:00:47.460]  可以得著豐盛的生命
[00:00:47.460 --> 00:00:50.900]  求主引領我們各人保守我們的心懷意念
[00:00:50.900 --> 00:00:53.220]  又帶領我們今天一起聚會的時候
[00:00:53.220 --> 00:00:55.380]  主耶穌祢自己的恩守
[00:00:55.380 --> 00:00:59.060]  撫摸我們無論我們有心靈有軟弱的
[00:00:59.060 --> 00:01:00.380]  身體有軟弱的
[00:01:00.380 --> 00:01:03.940]  都求主醫治加力撫摸安慰
[00:01:03.940 --> 00:01:05.940]  又讓我們屬靈的生命
[00:01:05.940 --> 00:01:08.820]  能夠再一次靠著祢站立起來
[00:01:08.820 --> 00:01:11.420]  靠著祢屬靈屬天的力量
[00:01:11.420 --> 00:01:14.900]  好叫我們能夠在地上過每一天得勝的生活
[00:01:14.900 --> 00:01:16.900]  求主引領我們以下的時間
[00:01:16.900 --> 00:01:18.380]  我們同心祈禱
[00:01:18.380 --> 00:01:21.380]  奉靠主耶穌基督得勝的名球
[00:01:21.380 --> 00:01:22.780]  Amen
[00:01:22.780 --> 00:01:25.220]  你看這個世界
[00:01:25.220 --> 00:01:27.460]  雖然人不想用暴力
[00:01:27.460 --> 00:01:29.700]  人們不想用暴力
[00:01:29.700 --> 00:01:32.220]  很多時候要最後解決問題的時候
[00:01:32.220 --> 00:01:34.100]  但是你解決問題的時候
[00:01:34.100 --> 00:01:35.380]  在歷史告訴我們
[00:01:35.380 --> 00:01:36.780]  歷史告訴我們
[00:01:36.780 --> 00:01:38.900]  很多的政權能夠統治人民
[00:01:38.900 --> 00:01:41.780]  很多政權能夠統治我們
[00:01:41.780 --> 00:01:43.700]  始終都是用到武力
[00:01:43.700 --> 00:01:45.700]  始終都用到武力
[00:01:45.700 --> 00:01:47.580]  今天我們看這段經文的時候
[00:01:47.580 --> 00:01:49.780]  今天我們看這個經文的時候
[00:01:49.780 --> 00:01:52.380]  從第一節開始
[00:01:52.380 --> 00:01:56.660]  正當那時有人將彼拉多斯加利利人的血
[00:01:56.660 --> 00:01:59.380]  採集在他們祭物中的事
[00:01:59.380 --> 00:02:00.500]  告訴耶穌
[00:02:00.500 --> 00:02:03.740]  有人將彼拉多斯加利利人的血
[00:02:03.740 --> 00:02:05.460]  摻在他們祭物當中的事
[00:02:05.460 --> 00:02:07.220]  告訴耶穌
[00:02:07.220 --> 00:02:09.860]  經文都是講到有暴力的事情發生
[00:02:09.860 --> 00:02:12.340]  告訴有暴力的事情發生
[00:02:12.340 --> 00:02:13.700]  這個在歷史上面
[00:02:13.700 --> 00:02:16.300]  雖然是沒有很清楚講明這件事是什麼事
[00:02:16.300 --> 00:02:19.100]  歷史上沒有很清楚告訴這是件什麼事
[00:02:19.100 --> 00:02:20.900]  但是聖經明明記載到
[00:02:20.900 --> 00:02:22.420]  但是聖經明明記載到
[00:02:22.420 --> 00:02:24.820]  就是彼拉多是官府來的
[00:02:24.820 --> 00:02:26.500]  彼拉多斯官府
[00:02:26.500 --> 00:02:29.860]  也曾經宣告要將耶穌釘死的
[00:02:29.860 --> 00:02:32.740]  也宣告要將耶穌釘死的
[00:02:32.740 --> 00:02:34.140]  是羅馬的官
[00:02:34.140 --> 00:02:35.860]  是羅馬的官員
[00:02:35.860 --> 00:02:39.860]  他就說要在這裡使加利利人的血
[00:02:39.860 --> 00:02:41.460]  採集在他們的祭物中
[00:02:41.460 --> 00:02:42.660]  然後加利利人的血
[00:02:42.660 --> 00:02:44.860]  摻在了祭物當中
[00:02:44.860 --> 00:02:50.700]  如果我們去看到在一個翻譯的時候
[00:02:50.700 --> 00:02:53.740]  新漢語的譯本
[00:02:53.740 --> 00:02:57.060]  就在這個時候
[00:02:57.060 --> 00:03:00.900]  有一些人來告訴耶穌
[00:03:00.900 --> 00:03:05.540]  有些加利利人在獻祭的時候被彼拉多斯殺了
[00:03:05.540 --> 00:03:09.460]  有人在彼拉多斯殺了
[00:03:09.460 --> 00:03:12.380]  就是說有一幫人在獻祭
[00:03:12.380 --> 00:03:13.780]  有人在獻祭
[00:03:13.780 --> 00:03:16.420]  突然間政府派軍隊來殺了他們
[00:03:16.420 --> 00:03:19.660]  但是政府派軍隊來把他們殺了
[00:03:19.660 --> 00:03:20.780]  為什麼要殺他們呢?
[00:03:20.780 --> 00:03:22.380]  為什麼要殺他們呢?
[00:03:22.380 --> 00:03:24.980]  很明顯這一幫人
[00:03:24.980 --> 00:03:27.060]  如果你看看前後
[00:03:27.060 --> 00:03:31.460]  是說到有些是政黨的人
[00:03:31.460 --> 00:03:33.460]  有些是政黨的人
[00:03:33.460 --> 00:03:35.620]  因為聖經說到有些是分裂黨的人
[00:03:35.620 --> 00:03:37.380]  有些是分裂黨的人
[00:03:37.380 --> 00:03:38.300]  如果照歷史
[00:03:38.300 --> 00:03:43.940]  他們是出來跟羅馬的政權對抗的
[00:03:43.940 --> 00:03:46.740]  他們是要對抗羅馬政權
[00:03:46.740 --> 00:03:50.460]  他們是帶領一些百姓去對抗
[00:03:50.460 --> 00:03:51.660]  去反暴力
[00:03:51.660 --> 00:03:54.700]  他們要帶領百姓反抗暴力
[00:03:54.700 --> 00:03:57.500]  當日的羅馬政府去控制人民
[00:03:57.500 --> 00:03:59.700]  當時羅馬政府控制人民
