
[00:00:00.000 --> 00:00:05.000]  好,大家好,大家早晨,父親節快樂
[00:00:05.000 --> 00:00:14.600]  其實有時很嚮往有些人,爸爸媽媽還經常在身邊
[00:00:14.600 --> 00:00:22.400]  可以見到面,飲茶,聊聊天
[00:00:22.400 --> 00:00:28.200]  父親節,有沒有興趣聽過父親節的故事?
[00:00:28.200 --> 00:00:37.600]  有,有一天有一個爸爸和女兒吃中午飯的時候
[00:00:37.600 --> 00:00:44.600]  他們就在聊天,突然爸爸就說
[00:00:44.600 --> 00:00:52.600]  我最近有很多洗費,看醫生,經常要洗錢
[00:00:52.600 --> 00:01:00.600]  幸好,加拿大的生活有一樣好,看醫生很便宜,甚至不用錢
[00:01:00.600 --> 00:01:05.600]  偶爾有些事要自費,檢查
[00:01:05.600 --> 00:01:10.600]  聽到這裏,女兒就突然這樣說
[00:01:10.600 --> 00:01:17.600]  爸爸,就快父親節了,我想了很久
[00:01:17.600 --> 00:01:22.600]  我都不知道買甚麼禮物送給你好
[00:01:22.600 --> 00:01:27.600]  你買了禮物送給你爸爸嗎?或者有甚麼節目嗎?
[00:01:27.600 --> 00:01:33.600]  這個女兒就說,我真的不知道,不如你開口說你想要甚麼
[00:01:33.600 --> 00:01:36.600]  這個爸爸就很有趣,這個爸爸就說
[00:01:36.600 --> 00:01:42.600]  我甚麼都有了,我沒有東西需要買了
[00:01:42.600 --> 00:01:48.600]  然後女兒就說,剛才不是說醫生不知道要你買甚麼嗎?
[00:01:48.600 --> 00:01:54.600]  我出錢給你買這個醫療費用
[00:01:54.600 --> 00:01:58.600]  但是這個爸爸就跟女兒這樣說
[00:01:58.600 --> 00:02:04.600]  你剛才聽到我說,加拿大生活甚麼都有了
[00:02:04.600 --> 00:02:09.600]  政府都供應給你,不需要了
[00:02:09.600 --> 00:02:15.600]  故事就在這裏軟了,一個很平淡的對話
[00:02:15.600 --> 00:02:18.600]  不過這個爸爸就很開心
[00:02:18.600 --> 00:02:25.600]  因為知道原來這個女兒常常都在這裏惦記著爸爸
[00:02:25.600 --> 00:02:33.600]  我相信每一個信徒,如果你常常惦念我們的天賦
[00:02:33.600 --> 00:02:38.600]  天賦已經很足夠,你不需要做甚麼特別的事
[00:02:38.600 --> 00:02:44.600]  但至少天賦知道你的心是在他裏面
[00:02:44.600 --> 00:02:50.600]  今天我們來看馬太福音第23章
[00:02:50.600 --> 00:02:54.600]  我們會看到第16節到第26節
[00:02:54.600 --> 00:03:04.600]  我們會看看第二個環節,關於這個末世教會教徒模樣第二講
[00:03:04.600 --> 00:03:10.600]  我相信在這段聖經裏面,耶穌基督最扎心的就是
[00:03:10.600 --> 00:03:19.600]  看見很多本應是要對父神是最有心的人
[00:03:19.600 --> 00:03:27.600]  但是他們卻是失去了對天賦那份的尊重和掂掛
[00:03:27.600 --> 00:03:37.600]  在這樣的情況之下,天賦與耶穌基督他的扎心是怎樣呢
[00:03:37.600 --> 00:03:42.600]  今天我們一齊來看這段聖經,讓我們一齊同心低頭禱告
[00:03:42.600 --> 00:03:46.600]  天賦多謝你給我們在這段聖經裏面的學習
[00:03:46.600 --> 00:03:53.600]  也讓我們在多方面來對主你的教導能夠有更深入的認識
[00:03:53.600 --> 00:03:58.600]  最重要的是讓我們去明白體貼你的心腸
[00:03:58.600 --> 00:04:04.600]  求你的幫助和帶領,讓今天無論在線上線下
[00:04:04.600 --> 00:04:10.600]  無論是在不同的年紀的層面
[00:04:10.600 --> 00:04:18.600]  都讓我們重拾那份對父神關懷備至的心的一種回應
[00:04:18.600 --> 00:04:28.600]  正確的回應,求你的幫助,讓我們不枉成為你屬群的兒女
[00:04:28.600 --> 00:04:32.600]  禱告豐靠主耶穌基督德性的名字而求
[00:04:32.600 --> 00:04:38.600]  正如我剛才所說,很多時候天賦最扎心的就是
[00:04:38.600 --> 00:04:44.600]  那些本應該是最對父神有心思明白的人
[00:04:44.600 --> 00:04:47.600]  但是他們的心卻是遠離父神
[00:04:47.600 --> 00:04:50.600]  為什麼會有這樣的情況呢?
[00:04:50.600 --> 00:04:56.600]  我相信其中一個最大的原因就是人很喜歡威風
[00:04:56.600 --> 00:05:01.600]  這個在前文我們已經講過了,在《馬太福音》裏面
[00:05:01.600 --> 00:05:04.600]  為什麼那些文士、祭司、法尼、賽人
[00:05:04.600 --> 00:05:08.600]  他們那麼容易在一個那麼好的遺憾裏面
[00:05:08.600 --> 00:05:12.600]  我們稱之為一個很有福氣的遺憾裏面
[00:05:12.600 --> 00:05:15.600]  去在聖殿當中去敬拜
[00:05:15.600 --> 00:05:18.600]  在神的說話裏面有機會去傳講
[00:05:18.600 --> 00:05:21.600]  但是他們的心卻是遠離父神
[00:05:21.600 --> 00:05:24.600]  因為他們很想「威水」
[00:05:24.600 --> 00:05:27.600]  「威水」很害很多人的
[00:05:27.600 --> 00:05:30.600]  所以在這段聖經23章的第一節裏面
[00:05:30.600 --> 00:05:33.600]  我們又見到這班人為了要「威水」
[00:05:33.600 --> 00:05:37.600]  文士、法尼、賽人甚至要在聖殿裏面
[00:05:37.600 --> 00:05:41.600]  坐在所謂「摩西的圍上」
[00:05:41.600 --> 00:05:45.600]  這種情況不是來到新約才有
