
[00:00:00.000 --> 00:00:02.480]  真是好
[00:00:02.480 --> 00:00:06.140]  我們幾分鐘就讀完一卷書
[00:00:06.140 --> 00:00:09.160]  幾分鐘就讀完一卷書
[00:00:09.160 --> 00:00:11.720]  如果我們每一日讀完一卷書
[00:00:11.720 --> 00:00:14.720]  66天就讀完整本書
[00:00:14.720 --> 00:00:18.040]  如果每一天都讀完一卷書的話,66天就讀完了
[00:00:18.040 --> 00:00:21.600]  能夠讀完嗎?
[00:00:21.600 --> 00:00:25.020]  很難讀的以塞俄書
[00:00:25.020 --> 00:00:28.160]  好,今天是
[00:00:28.160 --> 00:00:31.180]  第二個主日
[00:00:31.180 --> 00:00:34.200]  今天是第二個主日
[00:00:34.200 --> 00:00:37.200]  很快就到聖誕節,我們要慶祝
[00:00:37.200 --> 00:00:40.180]  很快就到聖誕節,我們要慶祝
[00:00:40.180 --> 00:00:43.200]  慶祝我們所信的耶穌基督的出生
[00:00:43.200 --> 00:00:46.200]  慶祝我們所信的耶穌基督的誕生
[00:00:46.200 --> 00:00:49.220]  我想今天介紹一個
[00:00:49.220 --> 00:00:52.220]  大約一百年前來到美國
[00:00:52.220 --> 00:00:55.220]  從美國來到中國的女宣教士給大家認識
[00:00:55.220 --> 00:00:58.220]  我想今天介紹一個
[00:00:58.220 --> 00:01:01.220]  大約一百年前來到美國來到中國的女宣教士給大家認識
[00:01:01.220 --> 00:01:04.220]  大約一百年前來到美國來到中國的女宣教士給大家認識
[00:01:04.220 --> 00:01:07.220]  她的名字叫顧佩蘭
[00:01:07.220 --> 00:01:10.220]  有人替她出了一本書叫永不言敗
[00:01:10.220 --> 00:01:13.220]  有人替她出了一本書叫永不言敗
[00:01:13.220 --> 00:01:16.220]  有人替她出了一本書叫永不言敗
[00:01:16.220 --> 00:01:19.220]  中國的顧佩蘭
[00:01:19.220 --> 00:01:22.220]  中國的顧佩蘭
[00:01:22.220 --> 00:01:25.220]  她十一歲就決定相信耶穌
[00:01:25.220 --> 00:01:28.220]  她十一歲就決定相信耶穌
[00:01:28.220 --> 00:01:31.220]  她十一歲就決定相信耶穌
[00:01:31.220 --> 00:01:34.220]  她十一歲就決定相信耶穌
[00:01:34.220 --> 00:01:37.220]  她十一歲就決定相信耶穌
[00:01:37.220 --> 00:01:40.220]  她十一歲就決定相信耶穌
[00:01:40.220 --> 00:01:43.220]  她十一歲就決定相信耶穌
[00:01:43.220 --> 00:01:46.220]  她十一歲就決定相信耶穌
[00:01:46.220 --> 00:01:49.220]  她十一歲就決定相信耶穌
[00:01:49.220 --> 00:01:52.220]  她十一歲就決定相信耶穌
[00:01:52.220 --> 00:01:55.220]  她十一歲就決定相信耶穌
[00:01:55.220 --> 00:01:58.220]  她十一歲就決定相信耶穌
[00:01:58.220 --> 00:02:01.220]  她十一歲就決定相信耶穌
[00:02:01.220 --> 00:02:04.220]  她十一歲就決定相信耶穌
[00:02:04.220 --> 00:02:07.220]  她十一歲就決定相信耶穌
[00:02:07.220 --> 00:02:10.220]  她十一歲就決定相信耶穌
[00:02:10.220 --> 00:02:13.220]  她十一歲就決定相信耶穌
[00:02:13.220 --> 00:02:16.220]  她十一歲就決定相信耶穌
[00:02:16.220 --> 00:02:19.220]  她十一歲就決定相信耶穌
[00:02:19.220 --> 00:02:22.220]  她十一歲就決定相信耶穌
[00:02:22.220 --> 00:02:25.220]  她十一歲就決定相信耶穌
[00:02:25.220 --> 00:02:28.220]  她十一歲就決定相信耶穌
[00:02:28.220 --> 00:02:31.220]  她十一歲就決定相信耶穌
[00:02:31.220 --> 00:02:34.220]  她十一歲就決定相信耶穌
[00:02:34.220 --> 00:02:37.220]  她十一歲就決定相信耶穌
[00:02:37.220 --> 00:02:40.220]  她十一歲就決定相信耶穌
[00:02:40.220 --> 00:02:43.220]  她十一歲就決定相信耶穌
[00:02:43.220 --> 00:02:46.220]  她十一歲就決定相信耶穌
[00:02:46.220 --> 00:02:49.220]  她十一歲就決定相信耶穌
[00:02:49.220 --> 00:02:52.220]  她十一歲就決定相信耶穌
[00:02:52.220 --> 00:02:55.220]  她十一歲就決定相信耶穌
[00:02:55.220 --> 00:02:58.220]  她十一歲就決定相信耶穌
[00:02:58.220 --> 00:03:01.220]  她十一歲就決定相信耶穌
[00:03:01.220 --> 00:03:04.220]  她十一歲就決定相信耶穌
[00:03:04.220 --> 00:03:07.220]  她十一歲就決定相信耶穌
[00:03:07.220 --> 00:03:10.220]  她十一歲就決定相信耶穌
[00:03:10.220 --> 00:03:13.220]  她十一歲就決定相信耶穌
[00:03:13.220 --> 00:03:16.220]  她十一歲就決定相信耶穌
[00:03:16.220 --> 00:03:19.220]  她十一歲就決定相信耶穌
[00:03:19.220 --> 00:03:22.220]  她十一歲就決定相信耶穌
[00:03:22.220 --> 00:03:25.220]  她十一歲就決定相信耶穌
[00:03:25.220 --> 00:03:28.220]  她十一歲就決定相信耶穌
[00:03:28.220 --> 00:03:31.220]  她十一歲就決定相信耶穌
[00:03:31.220 --> 00:03:34.220]  她十一歲就決定相信耶穌
[00:03:34.220 --> 00:03:37.220]  她十一歲就決定相信耶穌
[00:03:37.220 --> 00:03:40.220]  她十一歲就決定相信耶穌
[00:03:40.220 --> 00:03:43.220]  她十一歲就決定相信耶穌
[00:03:43.220 --> 00:03:46.220]  她十一歲就決定相信耶穌
[00:03:46.220 --> 00:03:49.220]  她十一歲就決定相信耶穌
[00:03:49.220 --> 00:03:52.220]  她十一歲就決定相信耶穌
[00:03:52.220 --> 00:03:55.220]  她十一歲就決定相信耶穌
[00:03:55.220 --> 00:03:58.220]  她十一歲就決定相信耶穌
[00:03:58.220 --> 00:04:01.220]  她十一歲就決定相信耶穌
[00:04:01.220 --> 00:04:04.220]  她十一歲就決定相信耶穌
[00:04:04.220 --> 00:04:07.220]  她十一歲就決定相信耶穌
[00:04:07.220 --> 00:04:10.220]  她十一歲就決定相信耶穌
[00:04:10.220 --> 00:04:13.220]  她十一歲就決定相信耶穌
[00:04:13.220 --> 00:04:16.220]  她十一歲就決定相信耶穌
[00:04:16.220 --> 00:04:19.220]  她十一歲就決定相信耶穌
[00:04:19.220 --> 00:04:22.220]  她十一歲就決定相信耶穌
[00:04:22.220 --> 00:04:25.220]  她十一歲就決定相信耶穌
[00:04:25.220 --> 00:04:28.220]  她十一歲就決定相信耶穌
[00:04:28.220 --> 00:04:31.220]  她十一歲就決定相信耶穌
[00:04:31.220 --> 00:04:34.220]  她十一歲就決定相信耶穌
[00:04:34.220 --> 00:04:37.220]  她十一歲就決定相信耶穌
[00:04:37.220 --> 00:04:40.220]  她十一歲就決定相信耶穌
[00:04:40.220 --> 00:04:43.220]  她十一歲就決定相信耶穌
[00:04:43.220 --> 00:04:46.220]  她十一歲就決定相信耶穌
[00:04:46.220 --> 00:04:49.220]  她十一歲就決定相信耶穌
[00:04:49.220 --> 00:04:52.220]  她十一歲就決定相信耶穌
[00:04:52.220 --> 00:04:55.220]  她十一歲就決定相信耶穌
[00:04:55.220 --> 00:04:58.220]  她十一歲就決定相信耶穌
[00:04:58.220 --> 00:05:01.220]  她十一歲就決定相信耶穌
[00:05:01.220 --> 00:05:04.220]  她十一歲就決定相信耶穌
[00:05:04.220 --> 00:05:07.220]  她十一歲就決定相信耶穌
[00:05:07.220 --> 00:05:10.220]  她十一歲就決定相信耶穌
[00:05:10.220 --> 00:05:13.220]  她十一歲就決定相信耶穌
[00:05:13.220 --> 00:05:16.220]  她十一歲就決定相信耶穌
[00:05:16.220 --> 00:05:19.220]  她十一歲就決定相信耶穌
[00:05:19.220 --> 00:05:22.220]  她十一歲就決定相信耶穌
[00:05:22.220 --> 00:05:25.220]  她十一歲就決定相信耶穌
[00:05:25.220 --> 00:05:28.220]  她十一歲就決定相信耶穌
[00:05:28.220 --> 00:05:31.220]  她十一歲就決定相信耶穌
[00:05:31.220 --> 00:05:34.220]  她十一歲就決定相信耶穌
[00:05:34.220 --> 00:05:37.220]  她十一歲就決定相信耶穌
[00:05:37.220 --> 00:05:40.220]  她十一歲就決定相信耶穌
[00:05:40.220 --> 00:05:43.220]  她十一歲就決定相信耶穌
[00:05:43.220 --> 00:05:46.220]  她十一歲就決定相信耶穌
[00:05:46.220 --> 00:05:49.220]  她十一歲就決定相信耶穌
[00:05:49.220 --> 00:05:52.220]  她十一歲就決定相信耶穌
[00:05:52.220 --> 00:05:55.220]  她十一歲就決定相信耶穌
[00:05:55.220 --> 00:05:58.220]  她十一歲就決定相信耶穌
[00:05:58.220 --> 00:06:01.220]  她十一歲就決定相信耶穌
[00:06:01.220 --> 00:06:04.220]  她十一歲就決定相信耶穌
[00:06:04.220 --> 00:06:07.220]  她十一歲就決定相信耶穌
[00:06:07.220 --> 00:06:10.220]  她十一歲就決定相信耶穌
[00:06:10.220 --> 00:06:13.220]  她十一歲就決定相信耶穌
[00:06:13.220 --> 00:06:16.220]  她十一歲就決定相信耶穌
[00:06:16.220 --> 00:06:19.220]  她十一歲就決定相信耶穌
[00:06:19.220 --> 00:06:22.220]  她十一歲就決定相信耶穌
[00:06:22.220 --> 00:06:25.220]  她十一歲就決定相信耶穌
