
[00:00:00.000 --> 00:00:01.400]  頂住每平安
[00:00:01.400 --> 00:00:04.840]  讓我們再一次在神面前一齊同心祈禱
[00:00:04.840 --> 00:00:07.320]  親愛的主耶穌
[00:00:07.320 --> 00:00:09.800]  我們感謝祢讓我們在祢面前一齊敬拜
[00:00:09.800 --> 00:00:12.560]  我們感謝祢仍然讓我們有生命的氣息
[00:00:12.560 --> 00:00:15.200]  我們可以一齊經歷祢自己的痛災
[00:00:15.200 --> 00:00:16.760]  經歷祢自己的心恩厚愛
[00:00:16.760 --> 00:00:17.640]  我們感謝祢
[00:00:17.640 --> 00:00:20.080]  主讓我們經歷祢的愛的時候
[00:00:20.080 --> 00:00:23.280]  我們以愛去回應祢對我們的大愛
[00:00:23.280 --> 00:00:24.320]  我們感謝祢
[00:00:24.320 --> 00:00:25.440]  等候祢自己
[00:00:25.440 --> 00:00:27.560]  將整個崇拜去獻上給祢
[00:00:27.560 --> 00:00:28.720]  求祢親自閱立
[00:00:28.720 --> 00:00:31.080]  聽我們祈禱奉主耶穌的名字
[00:00:31.080 --> 00:00:32.200]  阿門
[00:00:32.200 --> 00:00:38.000]  在早幾年前有一齣電視劇
[00:00:38.000 --> 00:00:40.400]  其中有一句說話
[00:00:40.400 --> 00:00:42.600]  說到皆知寒聞
[00:00:42.600 --> 00:00:45.280]  有一句說話當時我記得
[00:00:45.280 --> 00:00:49.080]  不斷去說人生有多少個十年呢
[00:00:49.080 --> 00:00:51.560]  這句說話其實也很深刻
[00:00:51.560 --> 00:00:54.000]  不知道你有沒有想起
[00:00:54.000 --> 00:00:56.000]  人生有多少個十年呢
[00:00:56.240 --> 00:00:58.760]  在匆匆幾十年的人生裏面
[00:00:58.760 --> 00:01:00.760]  這麼短暫的人生裏面
[00:01:00.760 --> 00:01:03.880]  我們怎樣經過我們的日子呢
[00:01:03.880 --> 00:01:06.880]  有一年我很記得
[00:01:06.880 --> 00:01:08.200]  也令我很深刻
[00:01:08.200 --> 00:01:10.600]  有一年的日子裏面
[00:01:10.600 --> 00:01:14.280]  在教會裏面那年是主持了很多的喪禮
[00:01:14.280 --> 00:01:16.920]  一年裏面我很記得
[00:01:16.920 --> 00:01:19.800]  主持了三十多個喪禮
[00:01:19.800 --> 00:01:23.880]  差不多每個月都有三個喪禮左右
[00:01:24.200 --> 00:01:26.320]  我記得當時我太太跟我說
[00:01:26.320 --> 00:01:30.520]  從來未試過買恤衫
[00:01:30.520 --> 00:01:33.840]  平時都是買不同的顏色
[00:01:33.840 --> 00:01:36.880]  但那一年買恤衫穿恤衫
[00:01:36.880 --> 00:01:39.840]  去到不斷都要買黑色恤衫
[00:01:39.840 --> 00:01:42.960]  因為黑色恤衫洗了也乾不及
[00:01:42.960 --> 00:01:44.800]  第二天又要再穿
[00:01:44.800 --> 00:01:48.400]  很記得去到殯儀館裏面
[00:01:48.400 --> 00:01:51.720]  有當地的朋友同事跟我說
[00:01:51.720 --> 00:01:54.040]  牧師為甚麼又見到你呢
[00:01:54.800 --> 00:01:56.440]  好像今早才見到你
[00:01:56.440 --> 00:01:59.320]  今早見到你出殯禮儀見到你
[00:01:59.320 --> 00:02:02.920]  過了幾個小時你又回來又見到你呢
[00:02:02.920 --> 00:02:09.280]  我記得在裏面當時很不容易的日子
[00:02:09.280 --> 00:02:12.560]  去面對頂尖尖會經歷很多的哀傷
[00:02:12.560 --> 00:02:14.720]  亦都是相當不容易
[00:02:14.720 --> 00:02:18.160]  《傳道書》第七章第二節就說
[00:02:18.160 --> 00:02:21.120]  枉遭喪的家強如枉燕落的家
[00:02:21.120 --> 00:02:23.880]  因為死是眾人的結局
[00:02:24.440 --> 00:02:28.280]  活著的人必將這事放在心上
[00:02:28.280 --> 00:02:34.320]  頂姐妹不知道你會否出席喪禮呢
[00:02:34.320 --> 00:02:37.840]  有些頂姐妹我知道很怕出席喪禮
[00:02:37.840 --> 00:02:42.200]  因為覺得在裏面是非常難受難過
[00:02:42.200 --> 00:02:45.840]  而喪禮亦都是幫助我們思想人生
[00:02:45.840 --> 00:02:48.200]  面對死亡的一個場景
[00:02:48.200 --> 00:02:53.080]  詩篇九十篇可以說是其中一篇的詩篇
[00:02:53.440 --> 00:02:58.280]  我經常都在喪禮裏面去讀的一篇詩篇
[00:02:58.280 --> 00:03:01.000]  當然今天不是一個喪禮
[00:03:01.000 --> 00:03:03.920]  但是這個詩篇九十篇
[00:03:03.920 --> 00:03:06.600]  往往摩西的一首詩篇
[00:03:06.600 --> 00:03:09.720]  亦都成為我們很多的提醒在裏面
[00:03:09.720 --> 00:03:13.960]  詩篇九十篇有些詩人
[00:03:13.960 --> 00:03:15.520]  就說詩篇九十篇
[00:03:15.520 --> 00:03:18.080]  有些識聽學者就說是一首哀歌
[00:03:18.080 --> 00:03:19.640]  一首群體的哀歌
[00:03:20.120 --> 00:03:23.920]  有些就說詩篇九十篇是一首信心之歌
[00:03:23.920 --> 00:03:25.920]  甚至是一首讚美詩
[00:03:25.920 --> 00:03:29.440]  都可以讓我們一起去看一看詩篇九十篇
[00:03:29.440 --> 00:03:36.360]  「因此的時候 卓主也你世世代代作我們的居所」
[00:03:36.360 --> 00:03:38.640]  「珠山未曾生出」
[00:03:38.640 --> 00:03:41.080]  「地與世界你未曾造成」
[00:03:41.080 --> 00:03:43.920]  「從耿古道永遠你是神」
[00:03:43.920 --> 00:03:48.840]  因此的時候詩人去讚頌這位創造的永恆主
[00:03:49.240 --> 00:03:51.600]  第一第二節其實你見到一開頭說
[00:03:51.600 --> 00:03:54.240]  「主也你世世代代作我們的居所」
[00:03:54.240 --> 00:03:56.800]  最後的時候又說到「你是神」
[00:03:56.800 --> 00:03:58.560]  其實都強調「神是神」
[00:03:58.560 --> 00:04:01.520]  中間裏面又說「你世世代代」
[00:04:01.520 --> 00:04:04.520]  「世世代代」其實就呼應著「從耿古道永遠」
[00:04:04.520 --> 00:04:06.840]  即是有些譯本就譯作「永遠到永遠」
[00:04:06.840 --> 00:04:09.840]  「世世代代」其實是在說不同的年代
[00:04:09.840 --> 00:04:11.920]  延綿不絕很多的日子
[00:04:11.920 --> 00:04:13.320]  一代過去一代又來
[00:04:13.320 --> 00:04:14.640]  不斷地經過
[00:04:14.640 --> 00:04:16.560]  從永遠到永遠
[00:04:18.360 --> 00:04:20.360]  從永遠到永遠我們看見
[00:04:20.360 --> 00:04:22.240]  「神成為世世代代」
[00:04:22.240 --> 00:04:23.720]  「成為我們的居所」
[00:04:23.720 --> 00:04:26.320]  有些翻譯就譯作「避難所」
[00:04:26.320 --> 00:04:28.000]  「神成為我們的避難所」
[00:04:28.000 --> 00:04:31.000]  就是連山都未生出
[00:04:31.000 --> 00:04:32.560]  連世界未曾造成
[00:04:32.560 --> 00:04:34.360]  亦都在做一個呼應
[00:04:34.360 --> 00:04:36.640]  整個世界都未有的時間
[00:04:36.640 --> 00:04:38.400]  整個大自然都未有的時候
[00:04:38.400 --> 00:04:40.240]  神已經存在
[00:04:40.240 --> 00:04:41.640]  神已經是神
[00:04:41.640 --> 00:04:44.880]  正如啟示錄第一章第八節說
[00:04:44.880 --> 00:04:46.320]  「聖哉聖哉聖哉」
[00:04:47.000 --> 00:04:48.440]  「主於全能的神是」
[00:04:48.440 --> 00:04:51.560]  「昔在今在以後永在的全能者」
[00:04:51.560 --> 00:04:54.040]  「神就是那位自有永有」
[00:04:54.040 --> 00:04:56.240]  「那位從永遠到永遠的神」
[00:04:56.240 --> 00:04:57.640]  「何時祂都是神」
[00:04:57.640 --> 00:05:01.040]  「在神的眼中無論昨日今日直到永遠」
[00:05:01.040 --> 00:05:03.640]  「祂依然是那位掌管萬有的主」
[00:05:03.640 --> 00:05:07.600]  今天詩篇再提醒我們
[00:05:07.600 --> 00:05:10.120]  神是掌管生命的主
[00:05:10.120 --> 00:05:11.680]  第三節
