
[00:00:00.000 --> 00:00:04.000]  在講道之先,讓我們再一次同心,低頭禱告
[00:00:04.000 --> 00:00:09.000]  親愛的師父,你是那一位似真理的靈
[00:00:09.000 --> 00:00:14.000]  我們也知道,如果不是你的靈引導我們
[00:00:14.000 --> 00:00:17.000]  我們就不能夠明白真理
[00:00:17.000 --> 00:00:24.000]  主也求你在這一刻,你就是引導我們每一個人的心思、意念
[00:00:24.000 --> 00:00:27.000]  你掌管我們的心
[00:00:27.000 --> 00:00:32.000]  讓我們能夠進入真理,明白真理
[00:00:32.000 --> 00:00:36.000]  不單止頭腦上明白,我們更加能夠活出真理
[00:00:36.000 --> 00:00:38.000]  求主你幫助我們
[00:00:38.000 --> 00:00:44.000]  讓我們在這一刻,我們能夠專注在主你的話語上面
[00:00:44.000 --> 00:00:46.000]  多謝你聽我們的祈禱
[00:00:46.000 --> 00:00:50.000]  奉耶穌基督聖名祈求,阿們
[00:00:50.000 --> 00:00:54.000]  今天我們來到第十屆的最後一屆
[00:00:54.000 --> 00:00:59.000]  我們先讀出這一屆,我們讀兩次
[00:00:59.000 --> 00:01:02.000]  第一次是和諧本的翻譯
[00:01:02.000 --> 00:01:05.000]  第二次是新譜及譯本的翻譯
[00:01:05.000 --> 00:01:06.000]  好,請
[00:01:06.000 --> 00:01:12.000]  不可貪戀人的房屋,也不可貪戀人的妻子
[00:01:12.000 --> 00:01:17.000]  獨企牛奴,並他一切所有的
[00:01:17.000 --> 00:01:21.000]  不可貪圖鄰居的房屋
[00:01:21.000 --> 00:01:24.000]  也不可貪戀鄰居的妻子
[00:01:24.000 --> 00:01:30.000]  獨企牛奴或任何屬於鄰居的東西
[00:01:30.000 --> 00:01:33.000]  這條誡命是唯一在十誡裏面
[00:01:33.000 --> 00:01:38.000]  針對內心而不是針對行為的誡命
[00:01:38.000 --> 00:01:40.000]  雖然它是針對內心
[00:01:40.000 --> 00:01:43.000]  但是它的內容是很具體的
[00:01:43.000 --> 00:01:51.000]  它叫人不要貪戀鄰舍的妻子、獨企、牲畜等等
[00:01:51.000 --> 00:01:56.000]  首先問大家一個問題
[00:01:56.000 --> 00:02:00.000]  這條誡命的重點是什麼呢?
[00:02:00.000 --> 00:02:05.000]  我相信有弟兄姊妹會這樣回應
[00:02:05.000 --> 00:02:09.000]  重點當然是在「貪」字那裏
[00:02:09.000 --> 00:02:15.000]  無論不同的譯本將它譯作貪戀、貪愛、貪圖
[00:02:15.000 --> 00:02:18.000]  都是貪心的意思
[00:02:18.000 --> 00:02:22.000]  所以這條誡命其實可以用四個字就講完了
[00:02:22.000 --> 00:02:25.000]  「不要貪心」
[00:02:25.000 --> 00:02:28.000]  我都不明白聖經為什麼這麼長氣
[00:02:28.000 --> 00:02:31.000]  為什麼要用這麼多個字呢?
[00:02:31.000 --> 00:02:34.000]  弟兄姊妹,是不是真的這麼簡單呢?
[00:02:34.000 --> 00:02:37.000]  要明白這條誡命的重點
[00:02:37.000 --> 00:02:41.000]  就要明白這個「貪」字原文的意思
[00:02:41.000 --> 00:02:45.000]  這個字的原文是中性的
[00:02:45.000 --> 00:02:49.000]  意思就是一種內在的渴求
[00:02:49.000 --> 00:02:55.000]  以得著那種渴求那樣東西而為樂
[00:02:55.000 --> 00:02:57.000]  中文譯它為「貪」
[00:02:57.000 --> 00:03:00.000]  就好像給我們一個印象
[00:03:00.000 --> 00:03:03.000]  是不好的東西
[00:03:03.000 --> 00:03:06.000]  又或者不應該做的事
[00:03:06.000 --> 00:03:12.000]  其實問題就是你渴求些什麼呢?
[00:03:12.000 --> 00:03:17.000]  在詩篇十九篇第九和第十節
[00:03:17.000 --> 00:03:19.000]  那裏是這樣說的
[00:03:19.000 --> 00:03:22.000]  耶和華的道理潔淨,傳道永遠
[00:03:22.000 --> 00:03:26.000]  耶和華的典章真實,傳言公義
[00:03:26.000 --> 00:03:28.000]  都比金紙可羨慕
[00:03:28.000 --> 00:03:32.000]  且比極多的精金可羨慕
[00:03:32.000 --> 00:03:39.000]  羨慕這個字,原文和貪圖這個字是同一個字
[00:03:39.000 --> 00:03:43.000]  渴求神的話,是不是一件不好的事呢?
[00:03:43.000 --> 00:03:47.000]  我相信大家心裏都有答案
[00:03:47.000 --> 00:03:53.000]  我們再看哥林多前書第十二章三十一字
[00:03:53.000 --> 00:03:57.000]  那裏說到你們要切切的求
[00:03:57.000 --> 00:03:58.000]  求什麼呢?
[00:03:58.000 --> 00:04:01.000]  求那更大的恩賜
[00:04:01.000 --> 00:04:06.000]  這個求字,原文也是同一個字
[00:04:06.000 --> 00:04:11.000]  渴求恩賜,是不是一件不好的事呢?
[00:04:11.000 --> 00:04:14.000]  所以有了這個背景
[00:04:14.000 --> 00:04:17.000]  我們再看清楚
[00:04:17.000 --> 00:04:21.000]  《出埃及記》二十章十七節
[00:04:21.000 --> 00:04:26.000]  裏面有一個字是重覆了三次的
[00:04:26.000 --> 00:04:32.000]  當聖經在一節的經文裏面有一個字重覆了三次
[00:04:32.000 --> 00:04:34.000]  那你就要留意了
[00:04:34.000 --> 00:04:37.000]  因為是非常之重要的
[00:04:37.000 --> 00:04:39.000]  這個字是什麼字呢?
[00:04:39.000 --> 00:04:43.000]  鄰居或者鄰舍
[00:04:43.000 --> 00:04:47.000]  其實這條誡命是吩咐我們
[00:04:47.000 --> 00:04:56.000]  不要去渴求,不要去貪圖你鄰舍任何的東西
[00:04:56.000 --> 00:05:01.000]  貪戀別人的妻子就會導致姦淫
[00:05:01.000 --> 00:05:06.000]  貪圖別人的財物就會導致偷竊
[00:05:06.000 --> 00:05:10.000]  都是犯了十誡
[00:05:10.000 --> 00:05:14.000]  那你會問,聖經有沒有這樣的例子呢?
[00:05:14.000 --> 00:05:18.000]  我相信你馬上就會想起
[00:05:18.000 --> 00:05:24.000]  大衛貪戀烏尼亞的妻子
[00:05:24.000 --> 00:05:28.000]  記載在撒姆爾記下十一章
[00:05:28.000 --> 00:05:34.000]  你又會想起阿哈王貪愛拿伯的葡萄園
[00:05:34.000 --> 00:05:38.000]  記載在聶王記上第二十一章
[00:05:38.000 --> 00:05:44.000]  我鼓勵你回去詳細看看這兩章的聖經
[00:05:44.000 --> 00:05:47.000]  或者有人心裏會想過
[00:05:47.000 --> 00:05:51.000]  為什麼我想一下都不行
[00:05:51.000 --> 00:05:53.000]  我可以想一下那件事
[00:05:53.000 --> 00:05:56.000]  我沒有行為上的犯罪
[00:05:56.000 --> 00:06:00.000]  聖經沒有告訴我們
[00:06:00.000 --> 00:06:03.000]  渴求別人的東西
[00:06:03.000 --> 00:06:07.000]  是渴求到什麼程度
[00:06:07.000 --> 00:06:11.000]  什麼地步才算是犯罪
[00:06:11.000 --> 00:06:13.000]  聖經沒有說
[00:06:13.000 --> 00:06:14.000]  為什麼沒有說呢?
[00:06:14.000 --> 00:06:17.000]  因為這是心裏的渴求
[00:06:17.000 --> 00:06:22.000]  是在人的裏面
[00:06:22.000 --> 00:06:24.000]  其他人不知道
[00:06:24.000 --> 00:06:27.000]  但是上帝一定知道
[00:06:27.000 --> 00:06:31.000]  因為上帝是看透你的內心
[00:06:31.000 --> 00:06:37.000]  祂很希望從人的內心根源
[00:06:37.000 --> 00:06:41.000]  去對付人的那種罪性
[00:06:41.000 --> 00:06:46.000]  有人說思想就是行為之父
[00:06:46.000 --> 00:06:50.000]  我不知道你同不同意這個說法
