
[00:00:00.000 --> 00:00:02.800]  各位聽眾姐妹們晚安
[00:00:02.800 --> 00:00:08.340]  還有一個禮拜多一點就是農歷新年了
[00:00:08.340 --> 00:00:11.540]  你預備好新年了嗎?
[00:00:11.540 --> 00:00:14.000]  可能你說已經吃了很多餐,團圓飯了
[00:00:14.000 --> 00:00:15.720]  已經買了很多禮物了
[00:00:15.720 --> 00:00:18.920]  已經唱定了錢封利是了
[00:00:18.920 --> 00:00:21.260]  或者家裡已經開始擺了全盒了
[00:00:21.260 --> 00:00:22.840]  你預備好了沒有呢?
[00:00:22.840 --> 00:00:24.380]  新年的時候其中一件很重要的事
[00:00:24.380 --> 00:00:26.880]  我們經常都跟別人說很多祝福的話
[00:00:26.880 --> 00:00:30.460]  除了我們跟別人說新年快樂,身體健康之外
[00:00:30.460 --> 00:00:32.500]  可能其中一種祝福都很重要
[00:00:32.500 --> 00:00:34.820]  今天經文裡面講到其中一種
[00:00:34.820 --> 00:00:37.620]  上帝給我們特別大的祝福和恩典
[00:00:37.620 --> 00:00:39.680]  我們先看一次這段經文
[00:00:39.680 --> 00:00:44.940]  前書整章一到十三節的經文
[00:00:44.940 --> 00:00:46.620]  讓我們慢慢一起讀
[00:00:46.620 --> 00:00:48.180]  預備起
[00:00:48.180 --> 00:00:51.260]  我若能說人間的方言
[00:00:51.260 --> 00:00:53.880]  甚至天使的語言
[00:00:53.880 --> 00:00:55.340]  卻沒有外
[00:00:55.340 --> 00:00:59.420]  我就成了明的羅,響的拔一般
[00:00:59.420 --> 00:01:02.540]  我若有先知講道的能力
[00:01:02.540 --> 00:01:05.060]  也明白各樣的奧秘
[00:01:05.060 --> 00:01:06.900]  各樣的知識
[00:01:06.900 --> 00:01:09.420]  而且有齊備的信心
[00:01:09.420 --> 00:01:11.540]  使我能夠宜山
[00:01:11.540 --> 00:01:13.140]  卻沒有外
[00:01:13.140 --> 00:01:15.820]  我就算不了什麼
[00:01:15.820 --> 00:01:19.740]  我若將所有的錢財救濟窮人
[00:01:19.740 --> 00:01:23.780]  又犧牲自己的身體讓人誇贊
[00:01:23.780 --> 00:01:27.860]  卻沒有愛,仍然對我無益
[00:01:27.860 --> 00:01:31.980]  愛是恆久忍耐,又有殷持
[00:01:31.980 --> 00:01:35.740]  愛是不窒度,愛是不自誇
[00:01:35.740 --> 00:01:39.020]  不張狂,不做害羞的事
[00:01:39.020 --> 00:01:41.060]  不求自己的益處
[00:01:41.060 --> 00:01:44.660]  不輕易發怒,不計算人的惡
[00:01:44.660 --> 00:01:47.900]  不喜歡不義,只喜歡真理
[00:01:47.900 --> 00:01:50.980]  凡是包容,凡是相信
[00:01:50.980 --> 00:01:53.980]  凡是盼望,凡是忍耐
[00:01:53.980 --> 00:01:56.300]  愛是永不止息
[00:01:56.300 --> 00:02:00.260]  先知講道之能終必歸於無有
[00:02:00.260 --> 00:02:03.460]  說方言之能終必停止
[00:02:03.460 --> 00:02:06.900]  知識也終必歸於無有
[00:02:06.900 --> 00:02:09.900]  我們現在所知道的有限
[00:02:09.900 --> 00:02:12.580]  先知所講的也有限
[00:02:12.580 --> 00:02:14.780]  等那完全的來到
[00:02:14.780 --> 00:02:17.420]  這有限的必消逝
[00:02:17.420 --> 00:02:21.300]  我作孩子的時候,說話像孩子
[00:02:21.300 --> 00:02:25.220]  心思像孩子,依戀像孩子
[00:02:25.220 --> 00:02:29.780]  既長大成人,就把孩子的事丟棄了
[00:02:29.780 --> 00:02:34.620]  我們現在是對著鏡子觀看,模糊不清
[00:02:34.620 --> 00:02:37.580]  到那時就要面對面了
[00:02:37.580 --> 00:02:40.340]  我如今所認識的有限
[00:02:40.340 --> 00:02:42.820]  到那時就全認識
[00:02:42.820 --> 00:02:45.860]  而同主認識我一樣
[00:02:45.860 --> 00:02:49.940]  如今存在的有信,有望,有愛
[00:02:49.940 --> 00:02:54.220]  這三樣,其中最大的是愛
[00:02:54.220 --> 00:02:57.700]  這段聖經或多或少你都會看過或聽過
[00:02:57.700 --> 00:03:00.260]  特別當你在一些昏迷的聚會里
[00:03:00.260 --> 00:03:02.620]  可能常常都聽到,會讀的
[00:03:02.620 --> 00:03:05.740]  愛是恆久忍耐,又有因此
[00:03:05.740 --> 00:03:07.780]  愛不知道讓你想起什麼
[00:03:07.780 --> 00:03:10.740]  我們不如又做一些思考的活動
[00:03:10.740 --> 00:03:13.900]  試試回憶一下過去的日子裡面
[00:03:13.900 --> 00:03:16.700]  你感受愛最深的感覺
[00:03:16.700 --> 00:03:19.540]  或者一個愛的畫面
[00:03:19.540 --> 00:03:21.220]  或者一句愛的說話
[00:03:21.220 --> 00:03:24.660]  最近的,可能再想想幾天,一個禮拜,一年
[00:03:24.660 --> 00:03:27.060]  總之想到最近的
[00:03:27.060 --> 00:03:29.340]  你覺得這個就是愛的表達了
[00:03:29.340 --> 00:03:31.140]  這個就是愛的說話了
[00:03:31.140 --> 00:03:33.260]  這個就是愛的感覺了
[00:03:33.260 --> 00:03:36.700]  想想先
[00:03:36.700 --> 00:03:40.500]  好,有沒有人想不到的
[00:03:40.500 --> 00:03:41.860]  大家都想到了,是吧
[00:03:41.860 --> 00:03:43.820]  想到了,好了,大家都想到了
[00:03:43.820 --> 00:03:45.900]  這個愛的畫面,不用你分享
[00:03:45.900 --> 00:03:48.380]  可能有些不適合大庭廣眾說的,是吧
[00:03:48.380 --> 00:03:49.820]  不過你自己知道,是吧
[00:03:49.820 --> 00:03:52.260]  愛這個畫面,這個說話
[00:03:52.260 --> 00:03:54.300]  可能是一個說話,可能是一個畫面
[00:03:54.300 --> 00:03:56.580]  可能是一個動作
[00:03:56.580 --> 00:03:59.020]  多久之前,我想知道多久而已
[00:03:59.020 --> 00:04:02.980]  有沒有人想到的是今天發生的事
[00:04:02.980 --> 00:04:04.340]  有
[00:04:04.340 --> 00:04:05.660]  有沒有人想到是
[00:04:05.660 --> 00:04:09.420]  過去這個禮拜裡面發生的事
[00:04:09.420 --> 00:04:11.580]  兩個,沒有了
[00:04:11.580 --> 00:04:16.780]  有沒有人想到是過去這一年發生的事
[00:04:16.780 --> 00:04:20.140]  糟糕了,數著數著
[00:04:20.140 --> 00:04:21.580]  沒什麼人舉手
[00:04:21.580 --> 00:04:22.700]  好了,不再問了
[00:04:22.700 --> 00:04:26.540]  可能已經是十幾二十年,甚至三十年之前的事
[00:04:26.540 --> 00:04:27.180]  為什麼這麼說呢
[00:04:27.180 --> 00:04:28.460]  有時候我們想起愛這個字
[00:04:28.460 --> 00:04:30.940]  常常在教會講最多愛,是吧
[00:04:30.940 --> 00:04:32.860]  我不知道來到教會有沒有人跟你講愛心
[00:04:32.860 --> 00:04:34.340]  或者講愛這個字
[00:04:34.340 --> 00:04:37.660]  常常我們覺得愛是經常聽到的,在身邊的
[00:04:37.660 --> 00:04:40.460]  但是當我們聯想或者回想過去
[00:04:40.460 --> 00:04:42.100]  我們生命裡面經歷的愛
[00:04:42.100 --> 00:04:43.900]  可能是很久的
[00:04:43.900 --> 00:04:45.980]  可能是很久的,我也考驗自己
[00:04:45.980 --> 00:04:47.860]  當我今天預備經文的時候,我就想一下
[00:04:47.860 --> 00:04:49.820]  我想起愛是什麼時候的呢
[00:04:49.820 --> 00:04:51.500]  是不是在數結婚多少年呢
[00:04:51.500 --> 00:04:52.740]  還是拍拖多少年呢
[00:04:52.740 --> 00:04:54.140]  還是在數媽媽生我多少年呢
[00:04:54.140 --> 00:04:56.020]  可能越想越遠
[00:04:56.020 --> 00:04:57.180]  但是可能同時又在想
[00:04:57.180 --> 00:04:59.540]  可能每一天都在經歷很多
[00:04:59.540 --> 00:05:01.900]  究竟愛是什麼來的呢
[00:05:01.900 --> 00:05:03.660]  什麼叫愛呢
[00:05:03.660 --> 00:05:06.580]  愛這個字有時候可能覺得很空泛,是吧
[00:05:06.580 --> 00:05:09.940]  《聖經》裡面,在剛才讀的第十三章第四節開始
[00:05:09.940 --> 00:05:11.300]  我們常常都背的
[00:05:11.300 --> 00:05:13.980]  或者可能大部分的電影節目都常見,甚至常背的
[00:05:13.980 --> 00:05:17.580]  愛是什麼,就是恆久忍耐,有恩慈愛,不嫉妒,不自誇,不張狂
[00:05:17.580 --> 00:05:19.420]  不做害羞的事,不求知,嘟嘟嘟嘟嘟地背
[00:05:19.420 --> 00:05:21.020]  愛是什麼知識
[00:05:21.020 --> 00:05:25.300]  第十三章四到八節上,常常成為很多人的金句
[00:05:25.300 --> 00:05:26.500]  你懂不懂得背
[00:05:26.500 --> 00:05:28.300]  哪個電影節目懂得背的
[00:05:28.300 --> 00:05:30.780]  也不少,是吧,我看到很多
[00:05:30.780 --> 00:05:32.380]  是吧,你也懂得背的
[00:05:32.380 --> 00:05:34.500]  但是其實是什麼來的
[00:05:34.500 --> 00:05:36.180]  究竟是什麼來的
[00:05:36.180 --> 00:05:38.540]  愛是恆久忍耐
[00:05:38.540 --> 00:05:42.340]  很厲害的,有誰做到恆久忍耐的
[00:05:42.340 --> 00:05:44.900]  沒有,是吧,愛有恩慈
[00:05:44.900 --> 00:05:46.980]  愛不嫉妒,或者一直講下去
[00:05:46.980 --> 00:05:49.340]  我不打算將這幾個經文逐節去講
[00:05:49.340 --> 00:05:52.460]  因為可能聽了很多,或者你有興趣可以看很多資料
[00:05:52.460 --> 00:05:54.300]  但是你第一個反應就是
[00:05:54.300 --> 00:05:56.180]  是,愛很厲害的
[00:05:56.180 --> 00:05:57.780]  厲害到一個地步
[00:05:57.780 --> 00:06:00.140]  我又不是很做到的了,是吧
[00:06:00.140 --> 00:06:02.500]  哇,恆久忍耐
[00:06:02.500 --> 00:06:06.220]  忍耐一下,偶爾也可以,恆久就很難了,是吧
[00:06:06.220 --> 00:06:08.820]  哇,只喜歡真美,不喜歡不義
[00:06:08.820 --> 00:06:11.140]  口講就口號就很好,是吧
[00:06:11.140 --> 00:06:13.460]  包容,相信,盼望,忍耐也好
[00:06:13.460 --> 00:06:15.380]  不過如果凡事都要盼望
[00:06:15.380 --> 00:06:17.460]  凡事都要相信,凡事都要包容
[00:06:17.460 --> 00:06:19.660]  凡事都要忍耐
[00:06:19.660 --> 00:06:21.740]  很難的,是吧
[00:06:21.740 --> 00:06:23.940]  越大年紀就覺得越難
[00:06:23.940 --> 00:06:27.260]  當你越相處,和身邊的人相處得越久就越難
[00:06:27.260 --> 00:06:30.100]  我很記得講一些愛情的故事
[00:06:30.100 --> 00:06:31.700]  我很記得當我剛剛拍拖的時候
