
[00:00:00.000 --> 00:00:11.800]  教會方向就是要大家成為一個以神為中心的生命或者生活
[00:00:11.800 --> 00:00:17.520]  一個以神為中心為生命中心的人的生命
[00:00:17.520 --> 00:00:20.520]  好像我上次講到都講過
[00:00:20.520 --> 00:00:22.980]  一個以神為中心生命的人
[00:00:22.980 --> 00:00:24.980]  他才可以結出聖靈的果子
[00:00:24.980 --> 00:00:32.460]  上次講到和大家分享過《加拉太書》五章二十二到二十五節
[00:00:32.460 --> 00:00:35.180]  如果你不懂得背你可以打開
[00:00:35.180 --> 00:00:37.180]  懂得背的可以一起背
[00:00:37.180 --> 00:00:39.180]  就是一二三
[00:00:39.180 --> 00:00:48.180]  聖靈所結的果子是人愛、喜樂、和平、忍耐、恩慈、良善、信實、溫柔、節制
[00:00:48.180 --> 00:00:50.180]  這一樣的事沒有律法禁止
[00:00:50.180 --> 00:00:55.180]  然後就說凡基督耶穌的人已經把肉體、連肉體、情絲肉、銅釘有十別也上
[00:00:55.180 --> 00:00:58.180]  我們若靠聖靈得生,即當靠聖靈行事
[00:00:58.180 --> 00:01:04.180]  裡面就說一個被聖靈操控或者以神為中心的人
[00:01:04.180 --> 00:01:05.180]  生命中心的人
[00:01:05.180 --> 00:01:08.180]  從他生命裡面一定會看到聖靈果子的其中一個特性
[00:01:08.180 --> 00:01:11.180]  大家記得聖靈果子有多少個?
[00:01:11.180 --> 00:01:12.180]  有一個
[00:01:12.180 --> 00:01:14.180]  是有多少個特性?
[00:01:14.180 --> 00:01:15.180]  有九個
[00:01:15.180 --> 00:01:16.180]  非常之好
[00:01:16.180 --> 00:01:17.180]  先給掌聲你旁邊那個
[00:01:17.180 --> 00:01:19.180]  厲害你記得
[00:01:19.180 --> 00:01:23.180]  一個以神為中心的人
[00:01:23.180 --> 00:01:26.180]  從他生命裡面一定會看到聖靈果子的其中一個特性
[00:01:26.180 --> 00:01:28.180]  上次說人愛
[00:01:28.180 --> 00:01:30.180]  今次我們說喜樂
[00:01:30.180 --> 00:01:32.180]  即是說一個以神為中心生命的人
[00:01:32.180 --> 00:01:36.180]  一定在他生命裡面除了看到人愛的生命特質之外
[00:01:36.180 --> 00:01:38.180]  其實也會看到喜樂
[00:01:38.180 --> 00:01:42.180]  我首先不說喜樂和快樂的分別
[00:01:42.180 --> 00:01:45.180]  其實你簡單看現在的社會
[00:01:45.180 --> 00:01:49.180]  其實不論小朋友大人
[00:01:49.180 --> 00:01:52.180]  我發覺香港社會是一種很競爭的
[00:01:52.180 --> 00:01:57.180]  即是說為了可以活得更好
[00:01:57.180 --> 00:02:02.180]  為了活得更多豐足的物質的生活
[00:02:02.180 --> 00:02:05.180]  擁有更多的快樂而去奮鬥
[00:02:05.180 --> 00:02:07.180]  其實是中性的
[00:02:07.180 --> 00:02:12.180]  我覺得如果這樣說是否不應該去追求這些
[00:02:12.180 --> 00:02:13.180]  其實不是的
[00:02:13.180 --> 00:02:14.180]  是中性的
[00:02:14.180 --> 00:02:16.180]  只不過問題是你的先後次序
[00:02:16.180 --> 00:02:21.180]  究竟是否追求這些為你人生的優先呢
[00:02:21.180 --> 00:02:23.180]  有一個人
[00:02:23.180 --> 00:02:25.180]  有一個心理學家
[00:02:25.180 --> 00:02:27.180]  被譽為快樂研究之父
[00:02:27.180 --> 00:02:28.180]  他這樣說
[00:02:28.180 --> 00:02:31.180]  他叫埃德迪納
[00:02:31.180 --> 00:02:33.180]  他這樣說
[00:02:33.180 --> 00:02:36.180]  物質帶給我們的滿足和快樂
[00:02:36.180 --> 00:02:38.180]  是不如想像般大的
[00:02:38.180 --> 00:02:42.180]  因為當我們習慣物質所帶來的滿足之後
[00:02:42.180 --> 00:02:46.180]  往往會追求更多更昂貴更稀有的東西
[00:02:46.180 --> 00:02:48.180]  最後在這場追逐的過程中
[00:02:48.180 --> 00:02:50.180]  會感到還未滿足
[00:02:50.180 --> 00:02:53.180]  甚至是不滿足
[00:02:53.180 --> 00:02:57.180]  感到還未滿足和不滿足
[00:02:57.180 --> 00:02:58.180]  好像去年年尾
[00:02:58.180 --> 00:03:00.180]  在外國有一個調查
[00:03:00.180 --> 00:03:01.180]  頗有趣的
[00:03:01.180 --> 00:03:02.180]  叫做希望指數
[00:03:02.180 --> 00:03:03.180]  即是說
[00:03:03.180 --> 00:03:06.180]  希望指數的調查
[00:03:06.180 --> 00:03:08.180]  結果很有趣的是
[00:03:08.180 --> 00:03:12.180]  原來發現法國人很愛浪漫
[00:03:12.180 --> 00:03:14.180]  很懂得享受
[00:03:14.180 --> 00:03:15.180]  好像法國菜
[00:03:15.180 --> 00:03:16.180]  一道一道上的
[00:03:16.180 --> 00:03:17.180]  上完之後
[00:03:17.180 --> 00:03:19.180]  廚師出來跟你聊幾句
[00:03:19.180 --> 00:03:20.180]  然後再進去煮
[00:03:20.180 --> 00:03:22.180]  煮完之後再出來
[00:03:22.180 --> 00:03:23.180]  又聊幾句
[00:03:23.180 --> 00:03:24.180]  還有吃東西
[00:03:24.180 --> 00:03:27.180]  每一樣東西都配不同的酒
[00:03:27.180 --> 00:03:28.180]  我有一次看新聞
[00:03:28.180 --> 00:03:29.180]  電視節目
[00:03:29.180 --> 00:03:30.180]  嘩
[00:03:30.180 --> 00:03:31.180]  很講究
[00:03:31.180 --> 00:03:33.180]  但是
[00:03:33.180 --> 00:03:34.180]  他們
[00:03:34.180 --> 00:03:36.180]  雖然是很懂得享受
[00:03:36.180 --> 00:03:37.180]  應該很開心
[00:03:37.180 --> 00:03:38.180]  但其實不是
[00:03:38.180 --> 00:03:40.180]  原來這個調查發現
[00:03:40.180 --> 00:03:44.180]  法國人是非常憂鬱的
[00:03:44.180 --> 00:03:45.180]  還有
[00:03:45.180 --> 00:03:48.180]  希望指數是全球最低的
[00:03:48.180 --> 00:03:51.180]  是負58分
[00:03:51.180 --> 00:03:53.180]  希望指數負58分
[00:03:53.180 --> 00:03:54.180]  即是說
[00:03:54.180 --> 00:03:55.180]  法國人不窮
[00:03:55.180 --> 00:03:57.180]  不過好像一個哲學家這樣說
[00:03:57.180 --> 00:03:59.180]  布魯克納他這樣說
[00:03:59.180 --> 00:04:01.180]  法國人的問題在哪裡
[00:04:01.180 --> 00:04:02.180]  為什麼沒什麼希望
[00:04:02.180 --> 00:04:03.180]  那裡就說
[00:04:03.180 --> 00:04:06.180]  原來法國人是很喜歡發牢騷
[00:04:06.180 --> 00:04:07.180]  法國人很喜歡發牢騷
[00:04:07.180 --> 00:04:08.180]  就說
[00:04:08.180 --> 00:04:09.180]  他發覺
[00:04:09.180 --> 00:04:10.180]  活得越好
[00:04:10.180 --> 00:04:12.180]  就越多投訴
[00:04:12.180 --> 00:04:14.180]  活得越好就越多投訴
[00:04:14.180 --> 00:04:15.180]  所以我明白
[00:04:15.180 --> 00:04:16.180]  有些人說
[00:04:16.180 --> 00:04:18.180]  不要給配偶
[00:04:18.180 --> 00:04:19.180]  多少歲以前
[00:04:19.180 --> 00:04:21.180]  不要給他飽飯吃
[00:04:21.180 --> 00:04:23.180]  我不知道這個有沒有關係
[00:04:23.180 --> 00:04:26.180]  讓他不要
[00:04:26.180 --> 00:04:28.180]  60或者70
[00:04:28.180 --> 00:04:31.180]  所以就是
[00:04:31.180 --> 00:04:32.180]  法國人
[00:04:32.180 --> 00:04:33.180]  活得越好
[00:04:33.180 --> 00:04:34.180]  越多投訴
[00:04:34.180 --> 00:04:36.180]  還有越多負面的思想
[00:04:36.180 --> 00:04:38.180]  反而在世人眼中
[00:04:38.180 --> 00:04:40.180]  會覺得最不開心的地方
[00:04:40.180 --> 00:04:41.180]  應該是哪一個地方
[00:04:41.180 --> 00:04:43.180]  或者哪一個國家
[00:04:43.180 --> 00:04:44.180]  非洲
[00:04:44.180 --> 00:04:45.180]  非洲
[00:04:45.180 --> 00:04:46.180]  非常好
[00:04:46.180 --> 00:04:48.180]  但是原來這個調查
[00:04:48.180 --> 00:04:52.180]  讓大家大跌眼鏡
[00:04:52.180 --> 00:04:53.180]  原來非洲人
[00:04:53.180 --> 00:04:56.180]  他的希望指數非常高
[00:04:56.180 --> 00:04:57.180]  而最高的國家
[00:04:57.180 --> 00:04:59.180]  是尼日尼亞
[00:04:59.180 --> 00:05:03.180]  他的希望指數達到70分
[00:05:03.180 --> 00:05:05.180]  很厲害
[00:05:05.180 --> 00:05:07.180]  他是全球之最
[00:05:07.180 --> 00:05:09.180]  不過尼日尼亞
[00:05:09.180 --> 00:05:10.180]  其實他裏面
[00:05:10.180 --> 00:05:11.180]  正在受什麼
[00:05:11.180 --> 00:05:14.180]  國家裏面正在面對什麼問題
[00:05:14.180 --> 00:05:15.180]  就是整天政變
[00:05:15.180 --> 00:05:16.180]  你不知道
[00:05:16.180 --> 00:05:18.180]  可能今天總統A
[00:05:18.180 --> 00:05:19.180]  明天總統B
[00:05:19.180 --> 00:05:21.180]  然後後天就總統C
[00:05:21.180 --> 00:05:23.180]  可能通識科
[00:05:23.180 --> 00:05:25.180]  都不知道答什麼
[00:05:25.180 --> 00:05:26.180]  怎麼寫
[00:05:26.180 --> 00:05:27.180]  答案
[00:05:27.180 --> 00:05:29.180]  究竟今天的總統是誰
[00:05:29.180 --> 00:05:30.180]  不知道
[00:05:30.180 --> 00:05:31.180]  還有很貪污
[00:05:31.180 --> 00:05:32.180]  貧窮
[00:05:32.180 --> 00:05:33.180]  他們就業
[00:05:33.180 --> 00:05:35.180]  失業率很高
[00:05:35.180 --> 00:05:37.180]  還有裁員之後
[00:05:37.180 --> 00:05:39.180]  很難找到工作
[00:05:39.180 --> 00:05:42.180]  不過他們性格非常樂觀
[00:05:42.180 --> 00:05:43.180]  非常熱情
[00:05:43.180 --> 00:05:47.180]  他說有多達80%的尼日尼亞人
[00:05:47.180 --> 00:05:51.180]  是深信新一年會更好
[00:05:51.180 --> 00:05:52.180]  另外
[00:05:52.180 --> 00:05:57.180]  他說受反恐戰困擾的阿富汗
[00:05:57.180 --> 00:05:59.180]  民眾的擁抱
[00:05:59.180 --> 00:06:01.180]  樂觀的情緒都有24分
[00:06:01.180 --> 00:06:03.180]  看回香港
[00:06:03.180 --> 00:06:05.180]  香港人你覺得快不快樂
[00:06:05.180 --> 00:06:07.180]  開心嗎
[00:06:07.180 --> 00:06:11.180]  Lily的樣子除了說不開心
[00:06:11.180 --> 00:06:12.180]  還要
[00:06:12.180 --> 00:06:14.180]  比起樣子
[00:06:14.180 --> 00:06:15.180]  好像Facebook那些
[00:06:15.180 --> 00:06:19.180]  很不開心
[00:06:19.180 --> 00:06:21.180]  所以就說
[00:06:21.180 --> 00:06:22.180]  真的
[00:06:22.180 --> 00:06:24.180]  香港人越來越不開心
[00:06:24.180 --> 00:06:26.180]  調查說
[00:06:26.180 --> 00:06:28.180]  但是香港人的不開心
[00:06:28.180 --> 00:06:30.180]  總是很特別
[00:06:30.180 --> 00:06:32.180]  總是和金錢掛鉤
[00:06:32.180 --> 00:06:34.180]  總是和錢掛鉤
[00:06:34.180 --> 00:06:36.180]  香港人是非常現實
[00:06:36.180 --> 00:06:37.180]  調查就說
[00:06:37.180 --> 00:06:41.180]  香港人的快樂指數排名全球第81位
[00:06:41.180 --> 00:06:44.180]  是全東南亞的國家
[00:06:44.180 --> 00:06:46.180]  是最不開心的
[00:06:46.180 --> 00:06:48.180]  東南亞的國家
[00:06:48.180 --> 00:06:49.180]  最不開心的是誰呢
[00:06:49.180 --> 00:06:50.180]  就是香港
[00:06:50.180 --> 00:06:52.180]  還有
[00:06:52.180 --> 00:06:54.180]  調查是比較
[00:06:54.180 --> 00:06:56.180]  去年同樣的調查
[00:06:56.180 --> 00:06:58.180]  還跌了0.8分
[00:06:58.180 --> 00:07:00.180]  還有調查就說
[00:07:00.180 --> 00:07:04.180]  有什麼家庭最不快樂呢
[00:07:04.180 --> 00:07:06.180]  就是月入3-4萬的家庭
[00:07:06.180 --> 00:07:08.180]  最不快樂
[00:07:08.180 --> 00:07:09.180]  我聽到這個說話
[00:07:09.180 --> 00:07:10.180]  我比他更不快樂
[00:07:10.180 --> 00:07:12.180]  月入3-4萬已經很少了
[00:07:12.180 --> 00:07:16.180]  還說不快樂
[00:07:16.180 --> 00:07:17.180]  所以
[00:07:17.180 --> 00:07:19.180]  另外的調查
[00:07:19.180 --> 00:07:20.180]  大家都看到
[00:07:20.180 --> 00:07:21.180]  就說
[00:07:21.180 --> 00:07:23.180]  香港人要有多少年薪
[00:07:23.180 --> 00:07:26.180]  才覺得快樂
[00:07:26.180 --> 00:07:29.180]  153萬才快樂
[00:07:29.180 --> 00:07:30.180]  嘩
[00:07:30.180 --> 00:07:34.180]  我們這輩子不用快樂
[00:07:34.180 --> 00:07:37.180]  月入都要12萬
[00:07:37.180 --> 00:07:38.180]  月入要12萬
[00:07:38.180 --> 00:07:39.180]  所以你說
[00:07:39.180 --> 00:07:43.180]  要快樂的代價是這麼高昂
[00:07:43.180 --> 00:07:45.180]  其實原來快樂
[00:07:45.180 --> 00:07:46.180]  在人的眼中
[00:07:46.180 --> 00:07:48.180]  是挺難找的
[00:07:48.180 --> 00:07:51.180]  那怎樣得到真正的快樂
[00:07:51.180 --> 00:07:53.180]  還有快樂
[00:07:53.180 --> 00:07:55.180]  和我們剛才在正經裡面說的喜樂
[00:07:55.180 --> 00:07:57.180]  有什麼不同呢
[00:07:57.180 --> 00:07:59.180]  你覺得有沒有不同
[00:07:59.180 --> 00:08:02.180]  有 怎樣的不同
[00:08:02.180 --> 00:08:04.180]  快樂是愛在
[00:08:04.180 --> 00:08:09.180]  心裡面湧出來的
[00:08:09.180 --> 00:08:10.180]  快樂是愛在
[00:08:10.180 --> 00:08:14.180]  是 是 老B
[00:08:14.180 --> 00:08:17.180]  快樂是快點完的
[00:08:17.180 --> 00:08:21.180]  我追求快上的
[00:08:21.180 --> 00:08:22.180]  OK
[00:08:22.180 --> 00:08:23.180]  搞笑
[00:08:23.180 --> 00:08:27.180]  快樂是快點完追求快上
[00:08:27.180 --> 00:08:29.180]  即是喜樂是快上的
[00:08:29.180 --> 00:08:31.180]  你覺得是嗎
[00:08:31.180 --> 00:08:32.180]  喜樂嘛
[00:08:32.180 --> 00:08:34.180]  你玩食詞吧
[00:08:34.180 --> 00:08:37.180]  其實大家知道
[00:08:37.180 --> 00:08:39.180]  快樂和喜樂真的有不同
[00:08:39.180 --> 00:08:41.180]  剛才Joseph已經說了
[00:08:41.180 --> 00:08:45.180]  快樂是在外面的
[00:08:45.180 --> 00:08:46.180]  是外面的
[00:08:46.180 --> 00:08:48.180]  喜樂是在裡面的
[00:08:48.180 --> 00:08:49.180]  即是說
[00:08:49.180 --> 00:08:51.180]  我記得當時學急救的時候
[00:08:51.180 --> 00:08:52.180]  有一句說話
[00:08:52.180 --> 00:08:54.180]  那些繃帶怎樣綁呢
[00:08:54.180 --> 00:08:55.180]  由愛而內
[00:08:55.180 --> 00:08:57.180]  或者由內而外
[00:08:57.180 --> 00:08:58.180]  有分別
[00:08:58.180 --> 00:09:03.180]  所以快樂是由愛而內的
[00:09:03.180 --> 00:09:06.180]  喜樂是由內而外的
[00:09:06.180 --> 00:09:07.180]  和你旁邊的人說
[00:09:07.180 --> 00:09:09.180]  讓你深刻一點
[00:09:09.180 --> 00:09:12.180]  快樂 愛 而內
[00:09:12.180 --> 00:09:15.180]  喜樂 是內 而 外
[00:09:15.180 --> 00:09:17.180]  有時候和你旁邊的人說一說
[00:09:17.180 --> 00:09:18.180]  會深刻一點
[00:09:18.180 --> 00:09:24.180]  因為這個是重點
[00:09:24.180 --> 00:09:25.180]  如果大家get到
[00:09:25.180 --> 00:09:29.180]  今日的同學去到這裡
[00:09:29.180 --> 00:09:31.180]  當然不是
[00:09:31.180 --> 00:09:34.180]  沒那麼膚淺
[00:09:34.180 --> 00:09:36.180]  因為我都預備了這麼久
[00:09:36.180 --> 00:09:38.180]  其實這樣
[00:09:38.180 --> 00:09:39.180]  是對的
[00:09:39.180 --> 00:09:41.180]  快樂和喜樂真的不同
[00:09:41.180 --> 00:09:43.180]  不同在於除了筆畫
[00:09:43.180 --> 00:09:45.180]  但究竟最大不同在哪裡呢
[00:09:45.180 --> 00:09:47.180]  最大不同就是說
[00:09:47.180 --> 00:09:50.180]  其實有一個牧師這樣說
[00:09:50.180 --> 00:09:52.180]  好像剛才所說
[00:09:52.180 --> 00:09:55.180]  喜樂是從內所發出的
[00:09:55.180 --> 00:09:58.180]  沒有附加條件或者價值
[00:09:58.180 --> 00:10:02.180]  快樂是外在附加的價值因素所加諸
[00:10:02.180 --> 00:10:04.180]  經常都有條件
[00:10:04.180 --> 00:10:05.180]  究竟說什麼呢
[00:10:05.180 --> 00:10:07.180]  很簡單
[00:10:07.180 --> 00:10:10.180]  如果你和一個朋友去吃雲吞麵
[00:10:10.180 --> 00:10:12.180]  快不快樂
[00:10:12.180 --> 00:10:13.180]  如果十分最快樂
[00:10:13.180 --> 00:10:15.180]  你會給幾分
[00:10:15.180 --> 00:10:18.180]  給兩分
[00:10:18.180 --> 00:10:22.180]  好朋友吧
[00:10:22.180 --> 00:10:23.180]  八分
[00:10:23.180 --> 00:10:24.180]  OK
[00:10:24.180 --> 00:10:25.180]  不要緊
[00:10:25.180 --> 00:10:28.180]  看哪一間
[00:10:28.180 --> 00:10:31.180]  是不是麥文記
[00:10:31.180 --> 00:10:34.180]  如果你都覺得快樂
[00:10:34.180 --> 00:10:37.180]  就是說當你和這個朋友
[00:10:37.180 --> 00:10:39.180]  不是吃雲吞麵
[00:10:39.180 --> 00:10:41.180]  是吃豐富的自助餐
[00:10:41.180 --> 00:10:42.180]  你應該會
[00:10:42.180 --> 00:10:43.180]  這樣就不同了
[00:10:43.180 --> 00:10:46.180]  我會再快樂一點
[00:10:46.180 --> 00:10:48.180]  會再快樂一點
[00:10:48.180 --> 00:10:50.180]  如果到最後給錢的時候
[00:10:50.180 --> 00:10:52.180]  是由朋友請你
[00:10:52.180 --> 00:10:54.180]  你非常快樂
[00:10:54.180 --> 00:10:55.180]  是再快樂一點
[00:10:55.180 --> 00:10:56.180]  講到大家心聲
[00:10:56.180 --> 00:10:57.180]  都講到我心聲
[00:10:57.180 --> 00:10:59.180]  OK
[00:10:59.180 --> 00:11:01.180]  所以你會看到分別
[00:11:01.180 --> 00:11:02.180]  你會看到分別
[00:11:02.180 --> 00:11:05.180]  快樂是外加的
[00:11:05.180 --> 00:11:06.180]  有條件的
[00:11:06.180 --> 00:11:08.180]  還有可能真的要看你吃什麼
[00:11:08.180 --> 00:11:09.180]  原來有分別
[00:11:09.180 --> 00:11:10.180]  吃什麼都有分別
[00:11:10.180 --> 00:11:14.180]  就是說喜樂不是快樂
[00:11:14.180 --> 00:11:16.180]  快樂也不是喜樂
[00:11:16.180 --> 00:11:21.180]  所以快樂是會受外在環境所影響
[00:11:21.180 --> 00:11:23.180]  不過喜樂
[00:11:23.180 --> 00:11:27.180]  是不受內在環境所影響
[00:11:27.180 --> 00:11:29.180]  還有耶穌應許過
[00:11:29.180 --> 00:11:31.180]  祂所給我們的喜樂
[00:11:31.180 --> 00:11:34.180]  是沒有人能夠奪去的
[00:11:34.180 --> 00:11:35.180]  祂所給我們的喜樂
[00:11:35.180 --> 00:11:36.180]  是沒有人能夠奪去
[00:11:36.180 --> 00:11:40.180]  其實我們有時候
[00:11:40.180 --> 00:11:41.180]  又講回快樂
[00:11:41.180 --> 00:11:44.180]  我們很容易被人奪去我們的快樂
[00:11:44.180 --> 00:11:46.180]  有一個人
[00:11:46.180 --> 00:11:47.180]  專欄作家
[00:11:47.180 --> 00:11:50.180]  他寫了一篇文章
[00:11:50.180 --> 00:11:51.180]  他就說
[00:11:51.180 --> 00:11:53.180]  思緒內決定我的快樂
[00:11:53.180 --> 00:11:54.180]  這篇文章
[00:11:54.180 --> 00:11:55.180]  這篇文章是很好的
[00:11:55.180 --> 00:11:57.180]  內容提到這樣的
[00:11:57.180 --> 00:11:58.180]  他就說
[00:11:58.180 --> 00:11:59.180]  有一天
[00:11:59.180 --> 00:12:02.180]  他和朋友在報攤上買報紙
[00:12:02.180 --> 00:12:04.180]  買完報紙給了錢之後
[00:12:04.180 --> 00:12:10.180]  那朋友很有禮貌地對賣報紙的人說謝謝
[00:12:10.180 --> 00:12:12.180]  但是那報販
[00:12:12.180 --> 00:12:13.180]  目無表情
[00:12:13.180 --> 00:12:15.180]  冷冰冰地
[00:12:15.180 --> 00:12:16.180]  毫無反應
[00:12:16.180 --> 00:12:18.180]  那個查理斯
[00:12:18.180 --> 00:12:19.180]  這個作家
[00:12:19.180 --> 00:12:21.180]  看到了就忍不住和他朋友說
[00:12:21.180 --> 00:12:24.180]  這個人的態度很差
[00:12:24.180 --> 00:12:27.180]  然後聽到這個作者的埋怨
[00:12:27.180 --> 00:12:29.180]  那個朋友和他說
[00:12:29.180 --> 00:12:31.180]  他每晚都是這樣
[00:12:31.180 --> 00:12:34.180]  然後那個作者就很奇怪
[00:12:34.180 --> 00:12:36.180]  就說他這樣的態度
[00:12:36.180 --> 00:12:38.180]  你還光顧他
[00:12:38.180 --> 00:12:40.180]  還光顧他買報紙
[00:12:40.180 --> 00:12:41.180]  之後
[00:12:41.180 --> 00:12:45.180]  這個朋友就回答他一句話
[00:12:45.180 --> 00:12:50.180]  為什麼我要讓他決定我的心情
[00:12:50.180 --> 00:12:53.180]  為什麼我要讓他決定我的心情
[00:12:53.180 --> 00:12:58.180]  所以他才可以不斷每一天都去那個報攤買報紙
[00:12:58.180 --> 00:13:01.180]  每一天都跟他說一聲謝謝
[00:13:01.180 --> 00:13:03.180]  其實在這裡看到這個文章
[00:13:03.180 --> 00:13:05.180]  其實都有同感
[00:13:05.180 --> 00:13:07.180]  有時候我們的喜樂
[00:13:07.180 --> 00:13:12.180]  很容易被環境影響
[00:13:12.180 --> 00:13:13.180]  我們隨時
[00:13:13.180 --> 00:13:15.180]  可能之前一刻很開心
[00:13:15.180 --> 00:13:17.180]  之後一刻就會很不開心
[00:13:17.180 --> 00:13:19.180]  跌落深谷
[00:13:19.180 --> 00:13:21.180]  所以作者都這樣說
[00:13:21.180 --> 00:13:23.180]  在人心裡面
[00:13:23.180 --> 00:13:26.180]  都有一把快樂的鎖匙
[00:13:26.180 --> 00:13:29.180]  但是我們卻常常不知不覺
[00:13:29.180 --> 00:13:32.180]  將這條鎖匙交給其他人保管
[00:13:32.180 --> 00:13:33.180]  她就這樣說
[00:13:33.180 --> 00:13:35.180]  有女士抱怨
[00:13:35.180 --> 00:13:37.180]  我很不開心
[00:13:37.180 --> 00:13:40.180]  因為我老公經常出差不在家
[00:13:40.180 --> 00:13:43.180]  這個女人就將這條快樂的鎖匙
[00:13:43.180 --> 00:13:45.180]  放在她老公那裡
[00:13:45.180 --> 00:13:46.180]  有個媽媽這樣說
[00:13:46.180 --> 00:13:48.180]  我的小孩不聽話
[00:13:48.180 --> 00:13:50.180]  叫我經常很生氣
[00:13:50.180 --> 00:13:52.180]  這個媽媽就將鎖匙交給她兒子
[00:13:52.180 --> 00:13:56.180]  可能有個奶奶說
[00:13:56.180 --> 00:13:58.180]  我的媳婦很不孝順
[00:13:58.180 --> 00:13:59.180]  很辛苦
[00:13:59.180 --> 00:14:00.180]  或者其他等等
[00:14:00.180 --> 00:14:02.180]  其實就是說
[00:14:02.180 --> 00:14:04.180]  我們都不知不覺間
[00:14:04.180 --> 00:14:06.180]  將我們這條鎖匙
[00:14:06.180 --> 00:14:08.180]  交給我們身邊的人
[00:14:08.180 --> 00:14:10.180]  或者身邊的事物
[00:14:10.180 --> 00:14:12.180]  但是喜樂
[00:14:12.180 --> 00:14:14.180]  是沒有人能夠奪去的
[00:14:14.180 --> 00:14:16.180]  快樂是受影響的
[00:14:16.180 --> 00:14:17.180]  是容易受影響的
[00:14:17.180 --> 00:14:19.180]  不過喜樂在我們生命裡面
[00:14:19.180 --> 00:14:22.180]  不論你面對什麼環境
[00:14:22.180 --> 00:14:25.180]  你都可以開心
[00:14:25.180 --> 00:14:28.180]  你都可以不受影響
[00:14:28.180 --> 00:14:30.180]  所以
[00:14:30.180 --> 00:14:34.180]  究竟喜樂是怎樣呢?
[00:14:34.180 --> 00:14:36.180]  舉一個例子
[00:14:36.180 --> 00:14:39.180]  耶穌在臨離開這個世界之前
[00:14:39.180 --> 00:14:41.180]  祂和天父作了一個這樣的祈禱
[00:14:41.180 --> 00:14:43.180]  就是說祈完禱之後
[00:14:43.180 --> 00:14:44.180]  祂就被人抓了
[00:14:44.180 --> 00:14:46.180]  去下西馬尼園
[00:14:46.180 --> 00:14:48.180]  祂當時做了一個什麼樣的祈禱呢?
[00:14:48.180 --> 00:14:49.180]  就是說
[00:14:49.180 --> 00:14:51.180]  現在我往你那裡去
[00:14:51.180 --> 00:14:53.180]  我還在世上說者話
[00:14:53.180 --> 00:15:02.180]  是叫他們心裡充滿我的喜樂
[00:15:02.180 --> 00:15:08.180]  耶穌是怎樣往天父那裡去的呢?
[00:15:08.180 --> 00:15:12.180]  坐飛機坐頭等?
[00:15:12.180 --> 00:15:13.180]  不是吧
[00:15:13.180 --> 00:15:15.180]  是釘十字架
[00:15:15.180 --> 00:15:17.180]  十字架形容一下是什麼刑罰
[00:15:17.180 --> 00:15:21.180]  是形容一下什麼呢?
[00:15:21.180 --> 00:15:24.180]  很殘忍
[00:15:24.180 --> 00:15:27.180]  羞辱
[00:15:27.180 --> 00:15:31.180]  很痛苦
[00:15:31.180 --> 00:15:33.180]  是一個這樣的刑罰
[00:15:33.180 --> 00:15:35.180]  不過耶穌說
