
[00:00:00.000 --> 00:00:08.000]  請各位一起打開《舊約聖經》針研第30章
[00:00:08.000 --> 00:00:19.000]  《舊約聖經》第875年
[00:00:19.000 --> 00:00:22.000]  《舊約聖經》
[00:00:22.000 --> 00:00:25.000]  針研第30章
[00:00:25.000 --> 00:00:31.000]  你一打開《針研第30章》就有個副題說《阿古爾語錄》
[00:00:31.000 --> 00:00:34.000]  究竟阿古爾是哪一個呢?
[00:00:34.000 --> 00:00:35.000]  根據歷史的記載
[00:00:35.000 --> 00:00:39.000]  阿古爾是當時一個很罕有的
[00:00:39.000 --> 00:00:42.000]  很充滿智慧、大智慧的人
[00:00:42.000 --> 00:00:45.000]  他有殷勤學習的精神
[00:00:45.000 --> 00:00:49.000]  對一切的事物都願意去思想、去研究
[00:00:49.000 --> 00:00:52.000]  他又有誠實和謙卑的心
[00:00:52.000 --> 00:00:58.000]  所以他對神、對人、對自己和對各樣萬物
[00:00:58.000 --> 00:01:03.000]  四方面都有很驚人的觀察能力
[00:01:03.000 --> 00:01:05.000]  並且在觀察裏面
[00:01:05.000 --> 00:01:10.000]  他看得到當中所蘊含著的知識和智慧
[00:01:10.000 --> 00:01:13.000]  《針研》一開始第一節那裏說
[00:01:13.000 --> 00:01:18.000]  雅基的兒子阿古爾的言語就是真言
[00:01:18.000 --> 00:01:22.000]  這人對倚鐵和烏鴿說
[00:01:22.000 --> 00:01:24.000]  聖經學者認為
[00:01:24.000 --> 00:01:29.000]  倚鐵和烏鴿就是阿古爾的兩個徒弟
[00:01:29.000 --> 00:01:36.000]  所以《針研》第30篇就是對他這兩位徒弟所說的一番說話
[00:01:36.000 --> 00:01:39.000]  30篇15到33節
[00:01:39.000 --> 00:01:44.000]  很多聖經學者形容這個叫做智慧的謎語
[00:01:44.000 --> 00:01:48.000]  當中作者透過對各種不同的動物的觀察
[00:01:48.000 --> 00:01:51.000]  對它們的特性當中的觀察
[00:01:51.000 --> 00:01:56.000]  從而得到對人生哲理的一些反思
[00:01:56.000 --> 00:02:00.000]  今天我會和大家集中去看第24到28節
[00:02:00.000 --> 00:02:04.000]  或者我們一起先讀這段經文好不好
[00:02:04.000 --> 00:02:08.000]  《針研》第30章24到28節
[00:02:08.000 --> 00:02:09.000]  請
[00:02:09.000 --> 00:02:11.000]  地上有四樣小物
[00:02:11.000 --> 00:02:13.000]  卻甚聰明
[00:02:13.000 --> 00:02:15.000]  螞蟻是無力之類
[00:02:15.000 --> 00:02:18.000]  卻在夏天預備糧食
[00:02:18.000 --> 00:02:20.000]  沙番是軟弱之類
[00:02:20.000 --> 00:02:23.000]  卻在盤石中造房
[00:02:23.000 --> 00:02:25.000]  蝗蟲沒有君王
[00:02:25.000 --> 00:02:27.000]  卻分隊而出
[00:02:27.000 --> 00:02:29.000]  手工用爪抓牆
[00:02:29.000 --> 00:02:32.000]  卻住在皇宮
[00:02:32.000 --> 00:02:36.000]  作者形容這裡有四樣的小動物
[00:02:36.000 --> 00:02:39.000]  四樣的生物
[00:02:39.000 --> 00:02:41.000]  有兩個相同的地方
[00:02:41.000 --> 00:02:42.000]  這四樣的動物
[00:02:42.000 --> 00:02:44.000]  就是它們怎麼樣
[00:02:44.000 --> 00:02:45.000]  身體怎麼樣
[00:02:45.000 --> 00:02:46.000]  很小
[00:02:46.000 --> 00:02:47.000]  很小的
[00:02:47.000 --> 00:02:50.000]  但是它們卻甚聰明
[00:02:50.000 --> 00:02:55.000]  新普及易館也卻甚聰明為絕頂聰明
[00:02:55.000 --> 00:02:58.000]  就是今天用的超聰明
[00:02:58.000 --> 00:03:00.000]  很聰明
[00:03:00.000 --> 00:03:02.000]  究竟這四樣的動物帶給我們
[00:03:02.000 --> 00:03:05.000]  在生命裡面有什麼反思呢
[00:03:05.000 --> 00:03:07.000]  我們不如逐樣去看好不好
[00:03:07.000 --> 00:03:11.000]  第一樣是勤勞備糧的螞蟻
[00:03:11.000 --> 00:03:15.000]  大家一講起螞蟻馬上想到什麼
[00:03:15.000 --> 00:03:17.000]  弄死牠
[00:03:17.000 --> 00:03:20.000]  很多人一見到螞蟻馬上抓牠
[00:03:20.000 --> 00:03:23.000]  螞蟻我們經常到處都會見到
[00:03:23.000 --> 00:03:25.000]  雖然有不同類型的螞蟻
[00:03:25.000 --> 00:03:26.000]  有大有小
[00:03:26.000 --> 00:03:29.000]  但基本上牠都是一些很小很小的昆蟲
[00:03:29.000 --> 00:03:32.000]  我們就一腳踩死牠
[00:03:32.000 --> 00:03:34.000]  隨處都可以見到
[00:03:34.000 --> 00:03:36.000]  但通常我們見到螞蟻
[00:03:36.000 --> 00:03:38.000]  覺得牠不斷在走動
[00:03:38.000 --> 00:03:41.000]  我相信這個圖片正好代表螞蟻
[00:03:41.000 --> 00:03:43.000]  不斷在搬東西
[00:03:43.000 --> 00:03:44.000]  走來走去
[00:03:44.000 --> 00:03:48.000]  不斷很勤勞地去工作
[00:03:48.000 --> 00:03:51.000]  針研裡面的作者怎樣說
[00:03:51.000 --> 00:03:53.000]  他說螞蟻善無力之類
[00:03:53.000 --> 00:03:56.000]  卻在夏天預備糧食
[00:03:56.000 --> 00:04:00.000]  螞蟻在夏天的時候盡量去預備糧食
[00:04:00.000 --> 00:04:02.000]  因為冬天來到的時候
[00:04:02.000 --> 00:04:04.000]  就沒辦法找食了
[00:04:04.000 --> 00:04:07.000]  我特地上互聯網看看
[00:04:07.000 --> 00:04:09.000]  就是螞蟻的特性
[00:04:09.000 --> 00:04:12.000]  原來螞蟻去到冰點的時候
[00:04:12.000 --> 00:04:13.000]  就會死亡
[00:04:13.000 --> 00:04:16.000]  所以牠沒辦法不在冬天來到之前
[00:04:16.000 --> 00:04:19.000]  要盡力找到很多足夠的食物
[00:04:19.000 --> 00:04:23.000]  以致牠能夠平安地
[00:04:23.000 --> 00:04:28.000]  並且有足夠的食物去渡過嚴寒的冬天
[00:04:28.000 --> 00:04:33.000]  所以螞蟻在夏天裡面非常勤力
[00:04:33.000 --> 00:04:35.000]  可能來到這裡你就會想
[00:04:35.000 --> 00:04:38.000]  牧師一定是用螞蟻跟我說勤力
[00:04:38.000 --> 00:04:43.000]  在座我看到有很多人可能比螞蟻更加勤力
[00:04:43.000 --> 00:04:45.000]  勤力知道不需要我提醒你
[00:04:45.000 --> 00:04:48.000]  所以我不在這裡說
[00:04:48.000 --> 00:04:53.000]  不過如果冬天是代表了危險
[00:04:53.000 --> 00:04:55.000]  冬天是代表了缺乏
[00:04:55.000 --> 00:04:58.000]  冬天是帶來死亡
[00:04:58.000 --> 00:05:00.000]  靚姐妹
[00:05:00.000 --> 00:05:01.000]  你有沒有想過
[00:05:01.000 --> 00:05:03.000]  在我們生命裡面
[00:05:03.000 --> 00:05:07.000]  是有著各樣不同的冬天
[00:05:07.000 --> 00:05:11.000]  這個冬天可能是經濟上的冬天
[00:05:11.000 --> 00:05:15.000]  這個冬天可能是你健康上的嚴冬
[00:05:15.000 --> 00:05:19.000]  這個冬天可能是你婚姻關係上的嚴冬
[00:05:19.000 --> 00:05:21.000]  這個冬天可能是
[00:05:21.000 --> 00:05:25.000]  你家庭關係和子女之間那種的嚴冬
[00:05:25.000 --> 00:05:29.000]  這個冬天也可能是你個人信仰上
[00:05:29.000 --> 00:05:34.000]  信心上的嚴冬
[00:05:34.000 --> 00:05:39.000]  這些的嚴冬不是可以靠儲糧
