
[00:00:00.000 --> 00:00:01.540]  讓我們打開聖經
[00:00:01.540 --> 00:00:03.960]  今天我們繼續我們的講道系列
[00:00:03.960 --> 00:00:06.080]  文書記系列
[00:00:06.080 --> 00:00:08.840]  今天我們的經文就在文書記
[00:00:08.840 --> 00:00:10.040]  當然在文書記
[00:00:10.040 --> 00:00:15.200]  第21章主要經文就是第4至第9節
[00:00:15.200 --> 00:00:19.200]  還會有20章的
[00:00:19.200 --> 00:00:21.760]  但是今天我們就集中
[00:00:21.760 --> 00:00:24.840]  21章第4至第9節
[00:00:24.840 --> 00:00:26.040]  好,請聽我讀出
[00:00:26.040 --> 00:00:27.880]  他們從河以深起行
[00:00:27.880 --> 00:00:29.720]  往紅海那條路走
[00:00:29.720 --> 00:00:31.280]  要繞過以東地
[00:00:31.280 --> 00:00:33.120]  百姓因這路難行
[00:00:33.120 --> 00:00:34.720]  心中甚是煩躁
[00:00:34.720 --> 00:00:36.520]  就願讀神和摩西說
[00:00:36.520 --> 00:00:39.600]  你們爲什麼把我們從埃及領出來
[00:00:39.600 --> 00:00:41.440]  使我們死在曠野呢
[00:00:41.440 --> 00:00:43.120]  這裏沒有糧沒有水
[00:00:43.120 --> 00:00:46.920]  我們的心厭惡這淡薄的食物
[00:00:46.920 --> 00:00:50.240]  於是耶和華使火蛇進入百姓中間
[00:00:50.240 --> 00:00:51.480]  蛇就咬他們
[00:00:51.480 --> 00:00:53.720]  以色列中死了許多
[00:00:53.720 --> 00:00:56.040]  百姓到摩西那裏說
[00:00:56.040 --> 00:01:00.120]  我們願讀耶和華和你有罪了
[00:01:00.120 --> 00:01:02.080]  求你討告耶和華
[00:01:02.080 --> 00:01:04.800]  叫這些蛇離開我們
[00:01:04.800 --> 00:01:07.840]  於是摩西爲百姓討告
[00:01:07.840 --> 00:01:09.160]  耶和華對摩西說
[00:01:09.160 --> 00:01:11.600]  你製造一條火蛇掛在竿子上
[00:01:11.600 --> 00:01:14.480]  凡被咬的一望這蛇就必得活
[00:01:14.480 --> 00:01:16.560]  摩西便製造一條銅蛇
[00:01:16.560 --> 00:01:18.000]  掛在竿子上
[00:01:18.000 --> 00:01:22.400]  凡被蛇咬的一望這銅蛇就活了
[00:01:22.400 --> 00:01:24.800]  好,讓我們一起剃頭禱告
[00:01:24.800 --> 00:01:27.480]  天父上帝,今天的早上
[00:01:27.480 --> 00:01:30.840]  求神禰向我們每一個人說話
[00:01:30.840 --> 00:01:37.080]  讓我們明白這段經文裏所帶出什麼信息
[00:01:37.080 --> 00:01:41.360]  也讓我們每一個人都傳出一個謙卑受教的心
[00:01:41.360 --> 00:01:43.600]  來領受神禰的話語
[00:01:43.600 --> 00:01:45.480]  也在敬拜當中
[00:01:45.480 --> 00:01:50.800]  求神禰也閱立我們每一位弟兄姊妹的敬拜
[00:01:50.800 --> 00:01:53.480]  奉主耶穌基督得性命之祈求
[00:01:53.480 --> 00:01:55.280]  Amen
[00:01:55.280 --> 00:02:00.120]  好,我記得我有一位親戚
[00:02:00.120 --> 00:02:03.920]  他很多年前婚姻有問題
[00:02:03.920 --> 00:02:08.680]  於是他就令他很沮喪
[00:02:08.680 --> 00:02:10.720]  他有一個女兒
[00:02:10.720 --> 00:02:12.120]  他的寄託就是一個女兒
[00:02:12.120 --> 00:02:17.280]  但是因爲婚姻裏遭遇了一些情感上的缺失
[00:02:17.280 --> 00:02:22.440]  以致他用了很多方法想走出這個困局
[00:02:22.440 --> 00:02:25.280]  他甚至尋求很多的幫助
[00:02:25.280 --> 00:02:28.080]  但是當中他所領受的
[00:02:28.080 --> 00:02:30.720]  或者他當初所經歷的不是領受
[00:02:30.720 --> 00:02:32.960]  是讓他在工作上
[00:02:32.960 --> 00:02:36.920]  在他人際關係上都經歷了很多傷痛
[00:02:36.920 --> 00:02:38.960]  也有很多的挑戰
[00:02:38.960 --> 00:02:40.720]  也有很多的困難
[00:02:40.720 --> 00:02:46.720]  最後他去到教會尋求神的幫助
[00:02:46.720 --> 00:02:50.480]  通過教會里面的牧師、長侄
[00:02:50.480 --> 00:02:51.920]  甚至弟兄姊妹
[00:02:51.920 --> 00:02:54.480]  每一天和他一起禱告
[00:02:54.480 --> 00:02:56.400]  去聽他的傾訴
[00:02:56.400 --> 00:03:01.120]  也儘量讓弟兄姊妹
[00:03:01.120 --> 00:03:05.840]  去給一些實質的鼓勵
[00:03:05.840 --> 00:03:10.000]  一些實質的支持他
[00:03:10.000 --> 00:03:13.200]  以致他終於可以渡過這個難關
[00:03:13.200 --> 00:03:16.760]  慢慢地他恢復正常
[00:03:16.760 --> 00:03:19.240]  後來因爲他恢復了正常
[00:03:19.240 --> 00:03:22.400]  他就沒有再按時去教會
[00:03:22.400 --> 00:03:26.040]  也在聚會里面很少見他
[00:03:26.040 --> 00:03:28.800]  他曾經和我說過他很想改變
[00:03:28.800 --> 00:03:32.800]  但是現在慢慢地
[00:03:32.800 --> 00:03:37.040]  他就再陷入一個"Normacy"
[00:03:37.040 --> 00:03:40.800]  再陷入一個他平時所做的
[00:03:40.800 --> 00:03:43.240]  或者以往所做的一模一樣
[00:03:43.240 --> 00:03:44.320]  簡單來說
[00:03:44.320 --> 00:03:46.640]  他再次陷入喫喝玩樂
[00:03:46.640 --> 00:03:48.360]  這裏去那裏去
[00:03:48.360 --> 00:03:53.640]  他和他丈夫和他女兒的關係也好轉
[00:03:53.640 --> 00:03:57.440]  但是再也見不到他在教會里面出現
[00:03:57.440 --> 00:04:02.000]  我最後聽到他最近的故事
[00:04:02.000 --> 00:04:06.400]  他好像在人生裏面再次經歷了一些困難
[00:04:06.400 --> 00:04:09.480]  他不明白爲什麼上帝再一次
[00:04:09.480 --> 00:04:12.440]  讓他經歷一些困難
[00:04:12.440 --> 00:04:14.960]  但是他已經停止了去教會
[00:04:14.960 --> 00:04:16.520]  也沒有去聚會
[00:04:16.520 --> 00:04:19.720]  也沒有再親近上帝
[00:04:19.720 --> 00:04:24.160]  我非常感慨對他的經歷
[00:04:24.160 --> 00:04:25.920]  因爲一個人
[00:04:25.920 --> 00:04:27.200]  可以這麼說
[00:04:27.200 --> 00:04:29.120]  走過死刃的幽谷
[00:04:29.120 --> 00:04:32.560]  或者曾經走過死刃的幽谷
[00:04:32.560 --> 00:04:34.760]  這麼快就忘記了
[00:04:34.760 --> 00:04:37.640]  在他人生裏面曾經經歷到上帝
[00:04:37.640 --> 00:04:40.680]  或者弟兄姊妹很多的恩典
[00:04:40.680 --> 00:04:44.040]  我不知道我們當中有多少個人
[00:04:44.040 --> 00:04:48.080]  好像有這些思想或者心思意念的人
[00:04:48.080 --> 00:04:50.760]  一轉眼就忘記了
[00:04:50.760 --> 00:04:55.240]  上帝在他生命裏面以往的一點一滴
[00:04:55.240 --> 00:04:56.680]  以色列人一樣
[00:04:56.680 --> 00:05:00.320]  以色列人多次經歷了上帝的恩典和拯救
[00:05:00.320 --> 00:05:04.120]  但是一轉眼卻是忘記得一乾二淨
[00:05:04.120 --> 00:05:06.800]  而且還慢慢開始抱怨
[00:05:06.800 --> 00:05:08.560]  也慢慢懷疑上帝
[00:05:08.560 --> 00:05:11.800]  所以如果你看整個以色列的歷史裏面
[00:05:11.800 --> 00:05:14.000]  其實可以歸納爲兩點
[00:05:14.000 --> 00:05:16.840]  就是忘記上帝和抱怨上帝
[00:05:16.840 --> 00:05:19.520]  而當我們打開出埃及記憶的時候
[00:05:19.520 --> 00:05:21.840]  我們會發現有一個歷史的循環
[00:05:21.840 --> 00:05:23.240]  就好像是士司紀一樣
[00:05:23.240 --> 00:05:26.200]  他們一而再再而三
[00:05:26.200 --> 00:05:28.080]  忘記了上帝的恩典
[00:05:28.080 --> 00:05:30.160]  忘記了上帝的信實
[00:05:30.160 --> 00:05:32.440]  好像他們忘記了十災
[00:05:32.440 --> 00:05:34.880]  忘記了洪海在他們面前分開
[00:05:34.880 --> 00:05:37.400]  忘記了白天有云柱
[00:05:37.400 --> 00:05:40.120]  忘記了夜間有火柱
[00:05:40.120 --> 00:05:42.480]  忘記了神所供應的瑪拿
[00:05:42.480 --> 00:05:44.520]  忘記了神所供應的玉
[00:05:44.520 --> 00:05:46.880]  忘記了神所供應的水
[00:05:46.880 --> 00:05:49.360]  而摩西只去了西奈山幾天
[00:05:49.360 --> 00:05:51.360]  他們就忘記了耶和華
[00:05:51.360 --> 00:05:54.360]  於是就造了一隻金牛犢
[00:05:54.360 --> 00:05:57.880]  他們忘記了上帝的恩典
[00:05:57.880 --> 00:06:01.560]  而轉眼因爲忘記而抱怨
[00:06:01.560 --> 00:06:03.240]  其實我們人也是一樣的
[00:06:03.240 --> 00:06:04.160]  不要說那些以色列人
[00:06:04.160 --> 00:06:05.320]  我們自己也是一樣
[00:06:05.320 --> 00:06:07.040]  很多時候我們都很善忘
[00:06:07.040 --> 00:06:08.440]  當我們忘記了上帝
[00:06:08.440 --> 00:06:10.080]  我們就會開始抱怨
[00:06:10.080 --> 00:06:11.640]  而當我們每一次審視
[00:06:11.640 --> 00:06:14.520]  我們自己的生活或生命的時候
[00:06:14.520 --> 00:06:16.800]  就會抱怨上帝不公平
[00:06:16.800 --> 00:06:19.600]  於是就向上帝發怨言
[00:06:19.600 --> 00:06:22.120]  而在這四十年的曠野生涯裏面
[00:06:22.120 --> 00:06:25.480]  以色列人一而再再而三的抱怨
[00:06:25.480 --> 00:06:28.160]  忘記了神爲他們所做的一切
[00:06:28.160 --> 00:06:31.040]  不但不感恩還埋怨
[00:06:31.040 --> 00:06:34.080]  如果你在打開文書記
[00:06:34.080 --> 00:06:37.720]  你會見到由第十一章開始
[00:06:37.720 --> 00:06:41.280]  又一共有七段的記載在聖經裏面
[00:06:41.280 --> 00:06:43.360]  說這些以色列人埋怨
[00:06:43.360 --> 00:06:45.680]  這些人以色列人叛逆神
[00:06:45.680 --> 00:06:47.720]  由第十一章的文書記
[00:06:47.720 --> 00:06:51.080]  一直到第十二章
[00:06:51.080 --> 00:06:53.480]  接着到第十三章
[00:06:53.480 --> 00:06:55.440]  接着到第十六章
[00:06:55.440 --> 00:06:57.560]  接着到第二十章
[00:06:57.560 --> 00:07:01.240]  然後剛纔我們所讀出的二十一章裏面
[00:07:01.240 --> 00:07:04.120]  都是不斷怨神
[00:07:04.120 --> 00:07:06.920]  我不讀出這七段的經文
[00:07:06.920 --> 00:07:09.640]  大家有興趣可以回去看
[00:07:09.640 --> 00:07:11.440]  所以其實歸根到底
[00:07:11.440 --> 00:07:13.160]  以色列人之所以抱怨
[00:07:13.160 --> 00:07:17.800]  是要想表達他對事情或者結果的不滿意
[00:07:17.800 --> 00:07:21.360]  即是所有事情的結果都不如我意
[00:07:21.360 --> 00:07:23.640]  有些是我想要的 神你不給
[00:07:23.640 --> 00:07:25.240]  有些是我不要的
[00:07:25.240 --> 00:07:27.320]  是神你硬要逼我的
[00:07:27.320 --> 00:07:29.760]  好像以色列人說我要回埃及
[00:07:29.760 --> 00:07:32.720]  我要喝水 我要喫肉 我要喫蔬菜
[00:07:32.720 --> 00:07:35.920]  我要耕種 我要過穩定的生活
[00:07:35.920 --> 00:07:37.880]  我要過從前的日子
[00:07:37.880 --> 00:07:40.080]  但是上帝李強一意孤行
[00:07:40.080 --> 00:07:42.920]  叫摩西逼我們出埃及
[00:07:42.920 --> 00:07:45.000]  所以以色列人的百姓說
[00:07:45.000 --> 00:07:46.920]  我不要被你逼
[00:07:46.920 --> 00:07:48.320]  我不要出埃及
[00:07:48.320 --> 00:07:49.880]  我不要死在曠野
[00:07:49.880 --> 00:07:52.440]  我不要忍受這些飢寒
[00:07:52.440 --> 00:07:54.120]  我不要進迦南地
[00:07:54.120 --> 00:07:56.800]  我不要流浪 漂流在曠野
[00:07:56.800 --> 00:08:00.920]  我不要經歷這些艱苦的旅程
[00:08:00.920 --> 00:08:04.160]  我不要經歷這些艱苦的拯救
[00:08:04.160 --> 00:08:07.640]  是上帝你硬要逼我的
[00:08:07.640 --> 00:08:08.920]  像不像我們今天
[00:08:08.920 --> 00:08:11.280]  今天可能我們也有些人會說
[00:08:11.280 --> 00:08:14.240]  是你逼我九點半回崇拜的
[00:08:14.240 --> 00:08:16.120]  爲什麼不可以是下午呢
[00:08:16.120 --> 00:08:18.840]  是你逼我要會員會的
[00:08:18.840 --> 00:08:21.400]  是你逼我要侍奉的
[00:08:21.400 --> 00:08:24.000]  是不是呢
[00:08:24.000 --> 00:08:28.360]  抱怨不單只是表達我要或者我不要
[00:08:28.360 --> 00:08:31.720]  而是警告說這些都是被你害
[00:08:31.720 --> 00:08:37.160]  以色列人就說這些所有我們經歷的是神你所害我們的
[00:08:37.160 --> 00:08:39.080]  所以抱怨就是罪
