
[00:00:00.000 --> 00:00:01.000]  姐妹們,平安!
[00:00:01.000 --> 00:00:04.600]  有沒有人很喜歡希伯來書?請你舉手
[00:00:04.600 --> 00:00:06.480]  我們要開始
[00:00:06.480 --> 00:00:07.960]  是,有人很喜歡
[00:00:07.960 --> 00:00:09.400]  你不喜歡也不要緊
[00:00:09.400 --> 00:00:10.720]  因為你都沒有選擇了
[00:00:10.720 --> 00:00:12.400]  OK,那我們呢
[00:00:12.400 --> 00:00:14.200]  完成這個希伯來書系列
[00:00:14.200 --> 00:00:16.600]  希望大家都變得很喜歡
[00:00:16.600 --> 00:00:18.720]  我很喜歡剛才Pastor Jackie說
[00:00:18.720 --> 00:00:21.120]  由聖地考察變成了什麼?
[00:00:21.120 --> 00:00:22.520]  戰地考察
[00:00:22.520 --> 00:00:24.720]  我們基督徒和尚不是在屬靈當中
[00:00:24.720 --> 00:00:26.160]  經常都有戰地的考察
[00:00:26.160 --> 00:00:27.560]  希望藉著希伯來書
[00:00:27.560 --> 00:00:31.120]  令我們都能夠活出一個德性有餘的人生
[00:00:31.120 --> 00:00:33.320]  但是我們進入這個希伯來書之前
[00:00:33.320 --> 00:00:36.280]  我想大家一起讀讀這個廣告的口號
[00:00:36.280 --> 00:00:36.920]  好嗎?
[00:00:36.920 --> 00:00:37.920]  1、2、3
[00:00:37.920 --> 00:00:40.800]  「生命無Take Two,請小心演繹」
[00:00:40.800 --> 00:00:42.080]  有沒有人看過這個廣告的?
[00:00:42.080 --> 00:00:43.440]  請你舉手給我看看,是不是?
[00:00:43.440 --> 00:00:47.080]  這個是香港很久很久很久之前的一個廣告
[00:00:47.080 --> 00:00:50.080]  它說「生命無Take Two,請小心演繹」
[00:00:50.080 --> 00:00:52.240]  我當時聽見之後
[00:00:52.240 --> 00:00:54.760]  我覺得很棒,很創意
[00:00:54.760 --> 00:00:58.920]  哇!「生命無Take Two,請小心演繹」
[00:00:58.920 --> 00:01:00.680]  我真的要小心點去活
[00:01:00.680 --> 00:01:03.720]  不要這麼容易就無緣無故死了
[00:01:03.720 --> 00:01:05.480]  慢慢長大之後才發覺
[00:01:05.480 --> 00:01:07.360]  原來是有雙重意義的
[00:01:07.360 --> 00:01:09.120]  知不知道為什麼是雙重意義?
[00:01:09.120 --> 00:01:11.880]  原來「take」這個字是有一個含意的
[00:01:11.880 --> 00:01:13.080]  原來當時在說
[00:01:13.080 --> 00:01:15.000]  你不要吸毒
[00:01:15.000 --> 00:01:17.760]  否則你就會迷迷幻幻地死去
[00:01:17.760 --> 00:01:21.280]  原來「take」字可以解作「剔野」
[00:01:21.280 --> 00:01:22.760]  「剔野」就是吸毒的意思
[00:01:22.760 --> 00:01:26.480]  原來「生命無Take Two,請小心演繹」
[00:01:26.480 --> 00:01:28.760]  這個雙重意義真的很棒
[00:01:28.760 --> 00:01:30.400]  很創意,大英姐妹
[00:01:30.400 --> 00:01:32.480]  今天我們屬靈的生命裏面
[00:01:32.480 --> 00:01:33.760]  有沒有「take」呢?
[00:01:33.760 --> 00:01:36.880]  有沒有「take」到迷迷幻幻呢?
[00:01:36.880 --> 00:01:38.160]  我設計了另外一個標語
[00:01:38.160 --> 00:01:39.240]  大家一起讀好嗎?
[00:01:39.240 --> 00:01:40.320]  一二三
[00:01:40.320 --> 00:01:42.400]  「救恩無Take Two」
[00:01:42.400 --> 00:01:45.640]  以信心回應「救恩無Take Two」的「無」字
[00:01:45.640 --> 00:01:48.560]  是因為不需要「Take Two」的「救恩」
[00:01:48.560 --> 00:01:50.840]  是一「take」過的「救恩」
[00:01:50.840 --> 00:01:53.160]  我們的信心,不要「take」錯位置
[00:01:53.160 --> 00:01:55.000]  我們的信心要「take place」
[00:01:55.000 --> 00:01:59.160]  放在耶穌基督的名字上
[00:01:59.160 --> 00:02:01.400]  單單敬拜耶穌基督一個
[00:02:01.400 --> 00:02:04.400]  否則我們就好像迷迷幻幻過好
[00:02:04.400 --> 00:02:06.480]  我們每一個人生這樣
[00:02:06.480 --> 00:02:08.280]  其實這個不是好,這個是壞的
[00:02:08.280 --> 00:02:11.320]  所以今天我們的題目是
[00:02:11.320 --> 00:02:13.080]  一「take」過的「救恩」
[00:02:13.080 --> 00:02:14.280]  我們一起讀好嗎?
[00:02:14.280 --> 00:02:16.520]  一「take」過的「救恩」
[00:02:16.520 --> 00:02:18.000]  什麼是一「take」過的畫?
[00:02:18.000 --> 00:02:20.320]  就是導演不用喊「cut」
[00:02:20.320 --> 00:02:21.520]  有沒有人拍過戲?
[00:02:21.520 --> 00:02:22.800]  艾迪拍過戲,對吧?
[00:02:22.800 --> 00:02:24.680]  有沒有人拍過戲?
[00:02:24.680 --> 00:02:27.600]  你也拍過戲,上次你不是說「cut」嗎?
[00:02:27.600 --> 00:02:30.120]  一「take」過,就是不用喊「cut」
[00:02:30.120 --> 00:02:31.800]  不用「NG」
[00:02:31.800 --> 00:02:34.240]  就「good take」,就是一「take」過
[00:02:34.240 --> 00:02:35.160]  一「take」過的「救恩」
[00:02:35.160 --> 00:02:37.760]  就是耶穌基督導誠了肉身
[00:02:37.760 --> 00:02:43.080]  完全地按照天父的旨意去完成使命
[00:02:43.080 --> 00:02:44.600]  一次「NG」都沒有
[00:02:44.600 --> 00:02:46.760]  他不吃不喝四十咒夜
[00:02:46.760 --> 00:02:49.480]  被魔鬼試探,從來沒有「NG」
[00:02:49.480 --> 00:02:50.520]  一「take」過完成
[00:02:50.520 --> 00:02:53.000]  他不停被小人,好像蒼蠅一樣
[00:02:53.000 --> 00:02:55.240]  生氣,想打死他的時候
[00:02:55.240 --> 00:02:58.240]  他一「take」過,不單止沒有打死他
[00:02:58.240 --> 00:03:03.280]  他還顯示了活出了神的大愛、公義和真理
[00:03:03.280 --> 00:03:06.400]  在十格上,他面對死亡很痛,對吧?
[00:03:06.400 --> 00:03:08.480]  一「take」過,之後他復活
[00:03:08.480 --> 00:03:10.560]  導演不用喊「cut」
[00:03:10.560 --> 00:03:13.400]  全程都是「good take」,收工
[00:03:13.400 --> 00:03:15.200]  導演說「因為你」
[00:03:15.200 --> 00:03:17.920]  按「good take」,願意去做最低的
[00:03:17.920 --> 00:03:19.480]  我就升你為「至高」
[00:03:19.480 --> 00:03:22.760]  回頭看,原來耶穌基督在地上
[00:03:22.760 --> 00:03:24.280]  這個「救恩」裡面
[00:03:24.280 --> 00:03:28.880]  我們學習到將信心放在神的身上
[00:03:28.880 --> 00:03:31.560]  那你的人生就是「good take」了
[00:03:31.560 --> 00:03:34.400]  這樣我們就可以成就十格
[00:03:34.400 --> 00:03:36.320]  這個「救贖工程」,OK?
[00:03:36.320 --> 00:03:38.360]  其實耶穌基督這個「防角石」
[00:03:38.360 --> 00:03:41.920]  好像畫了一個十格的規模在地上,OK?
[00:03:41.920 --> 00:03:43.240]  我們基督徒
[00:03:43.240 --> 00:03:46.720]  如果我們將信心放在耶穌基督
[00:03:46.720 --> 00:03:48.520]  單單敬拜他的時候
[00:03:48.520 --> 00:03:49.560]  我們就「good take」
[00:03:49.560 --> 00:03:51.360]  我們就在這個十格規模上
[00:03:51.360 --> 00:03:52.840]  一起堆砌一個職務
[00:03:52.840 --> 00:03:54.520]  我們有份,OK?
[00:03:54.520 --> 00:03:58.320]  如果我們沒有將信心放在耶穌基督那裡
[00:03:58.320 --> 00:03:59.840]  是否在那裡有份?
[00:03:59.840 --> 00:04:00.920]  可以不計算
[00:04:00.920 --> 00:04:03.720]  但是在這個十格規模上
[00:04:03.720 --> 00:04:05.160]  無份等於自媒
[00:04:05.160 --> 00:04:06.920]  今天我們要學習
[00:04:06.920 --> 00:04:09.600]  單單敬拜一「take」過的「救恩」
[00:04:09.600 --> 00:04:12.560]  單單敬拜一「take」過「good take」的耶穌基督
[00:04:12.560 --> 00:04:15.040]  不要整天「NG」
[00:04:15.040 --> 00:04:17.680]  因為「NG」是不計算的,OK?
[00:04:17.680 --> 00:04:19.680]  所以我問大兄姊妹
[00:04:19.680 --> 00:04:22.080]  今天我們有沒有將信心
[00:04:22.080 --> 00:04:26.200]  放在一「take」過的耶穌基督身上呢?
[00:04:26.200 --> 00:04:28.000]  還是我們在「spiritually」
[00:04:28.000 --> 00:04:29.840]  我們在宿靈裡面
[00:04:29.840 --> 00:04:33.240]  好像「take」了東西一樣迷迷幻幻呢?
[00:04:33.240 --> 00:04:34.720]  其實也會的
[00:04:34.720 --> 00:04:35.880]  我們是人嘛
[00:04:35.880 --> 00:04:38.600]  我們很多時候都會「take」錯了
[00:04:38.600 --> 00:04:40.160]  所以聖經就提醒我們
[00:04:40.160 --> 00:04:42.280]  今天《希伯來書》裡面
[00:04:42.280 --> 00:04:43.200]  有一個背景
[00:04:43.200 --> 00:04:47.480]  就是作者提醒讀者不要再迷迷糊糊了
[00:04:47.480 --> 00:04:49.200]  因為他們當時
[00:04:49.200 --> 00:04:51.400]  好像在戰地考察一樣
[00:04:51.400 --> 00:04:54.320]  當時那些讀者
[00:04:54.320 --> 00:04:57.160]  他們不是不懂聖經的
[00:04:57.160 --> 00:04:58.960]  他們舊約是
[00:04:58.960 --> 00:05:01.080]  真是句句鏗鏘的
[00:05:01.080 --> 00:05:03.400]  字字鏗鏘,句句「擇地有聲」的
[00:05:03.400 --> 00:05:04.760]  他們很熟的
[00:05:04.760 --> 00:05:05.920]  熟得無比
[00:05:05.920 --> 00:05:08.200]  但是很可惜為勢所迫
[00:05:08.200 --> 00:05:11.400]  當時有個尼祿王開始迫迫基督徒的時候
[00:05:11.400 --> 00:05:13.680]  他們或者上班就被人「炒油」
[00:05:13.680 --> 00:05:15.720]  子女學校就被人「bully」
[00:05:15.720 --> 00:05:16.720]  諸如此類
[00:05:16.720 --> 00:05:18.200]  他唯一可以做的
[00:05:18.200 --> 00:05:20.720]  就是回到一個合法的猶太教
[00:05:20.720 --> 00:05:22.840]  當時的基督教是非法的
[00:05:22.840 --> 00:05:24.720]  猶太教是合法的
[00:05:24.720 --> 00:05:26.560]  如果他回到猶太教的話
