
[00:00:00.000 --> 00:00:03.000]  好,我們開始的時候,我們一起低頭來禱告媽媽
[00:00:03.000 --> 00:00:05.500]  天皇多謝你讓我們有機會一齊來學習
[00:00:05.500 --> 00:00:08.000]  求主你自己親自來使用我們每一個人
[00:00:08.000 --> 00:00:10.000]  我們有一個很渴慕追求你的心
[00:00:10.000 --> 00:00:12.000]  求主你自己親自來眷顧
[00:00:12.000 --> 00:00:14.000]  神我們活在這個地上的時候
[00:00:14.000 --> 00:00:17.000]  我們對我們的地方是會有感情
[00:00:17.000 --> 00:00:20.000]  甚至對我們的國家我們都會有這份感情
[00:00:20.000 --> 00:00:24.500]  但又讓我們能夠知道怎樣去表達這份愛
[00:00:24.500 --> 00:00:27.500]  願意神你自己透過若拿給我們體會到
[00:00:27.500 --> 00:00:29.000]  神你給我們的照明
[00:00:29.000 --> 00:00:31.000]  原來當我們有了照明之後
[00:00:31.000 --> 00:00:32.000]  我們就會很不同
[00:00:32.000 --> 00:00:35.000]  我們要某個程度我們要放下我們自己
[00:00:35.000 --> 00:00:37.000]  以神你為主,以神你為眾
[00:00:37.000 --> 00:00:41.000]  透過你對若拿的磨練提醒
[00:00:41.000 --> 00:00:43.000]  也成為我們的提醒幫助
[00:00:43.000 --> 00:00:45.000]  讓我們有這份激情
[00:00:45.000 --> 00:00:47.000]  以致我們都可以被神你同樣的用得著
[00:00:47.000 --> 00:00:48.000]  帶領著我們每一個人
[00:00:48.000 --> 00:00:50.000]  聽到底在你面前你幾多交托
[00:00:50.000 --> 00:00:52.000]  用主的性的名,Amen
[00:00:52.000 --> 00:00:57.000]  好,我們上一堂用了較多的時間來看先知書的背景
[00:00:57.000 --> 00:00:59.000]  我已經講過了,其實我們讀聖經
[00:00:59.000 --> 00:01:02.000]  一定要很清楚那本書的背景
[00:01:02.000 --> 00:01:04.000]  否則我們很容易會解錯經
[00:01:04.000 --> 00:01:07.000]  但當你能夠了解背景之後
[00:01:07.000 --> 00:01:10.000]  你就能夠很容易去解釋裡面的經文
[00:01:10.000 --> 00:01:12.000]  絕對不難的
[00:01:12.000 --> 00:01:16.000]  我們今天就開始去看若拿書
[00:01:16.000 --> 00:01:19.000]  有沒有人是這次第一次來的?
[00:01:19.000 --> 00:01:23.000]  都有八九個,OK
[00:01:23.000 --> 00:01:28.000]  我只想講若拿書就是一本,重複上次很短的
[00:01:28.000 --> 00:01:32.000]  是跟其他先知書是非常非常不同的
[00:01:32.000 --> 00:01:38.000]  其他的先知書都是先知受神的命令去宣講神的訊息
[00:01:38.000 --> 00:01:42.000]  只有若拿書就是若拿收到神的命令
[00:01:42.000 --> 00:01:45.000]  去逃避神的命令,不肯去執行
[00:01:45.000 --> 00:01:49.000]  而先知書裡面大部分都是宣講神的訊息
[00:01:49.000 --> 00:01:51.000]  神要他講什麼就列出來
[00:01:51.000 --> 00:01:53.000]  但只有若拿書很特別
[00:01:53.000 --> 00:01:59.000]  你留意到沒有怎樣很詳細記載若拿要宣講的訊息
[00:01:59.000 --> 00:02:01.000]  只是整個過程裡面
[00:02:01.000 --> 00:02:04.000]  我們都是在看若拿生命怎樣轉變
[00:02:04.000 --> 00:02:06.000]  這裡就入正題了
[00:02:06.000 --> 00:02:10.000]  若拿書裡面的鋪排都很特別
[00:02:10.000 --> 00:02:13.000]  有四張聖經,加起來多少次經文?
[00:02:13.000 --> 00:02:15.000]  48次經文
[00:02:15.000 --> 00:02:20.000]  第一章和第三章是一個對比
[00:02:20.000 --> 00:02:23.000]  都是講若拿和外邦人的關係
[00:02:23.000 --> 00:02:27.000]  第二章和第四章是一個對照
[00:02:27.000 --> 00:02:29.000]  就是講若拿和神的關係
[00:02:29.000 --> 00:02:31.000]  這樣就清晰了
[00:02:31.000 --> 00:02:34.000]  我們就開始看若拿書
[00:02:34.000 --> 00:02:35.000]  我們先看第一章
[00:02:35.000 --> 00:02:40.000]  我們一起來看若拿書第一章的第一節
[00:02:40.000 --> 00:02:42.000]  我們先看第一章的第一節
[00:02:42.000 --> 00:02:45.000]  我們一起來讀出
[00:02:45.000 --> 00:02:56.000]  「你起來往利利美大城去,向其中的居民呼喊,因為他們的惡達到我面前。」
[00:02:56.000 --> 00:03:02.000]  這裡一開始就說耶和華臨到阿米泰的兒子若拿說
[00:03:02.000 --> 00:03:04.000]  我們逐節逐節去解釋
[00:03:04.000 --> 00:03:10.000]  就是神一開始就已經將一個訊息傳給若拿
[00:03:10.000 --> 00:03:14.000]  這個是差不多每一卷的先知書裡面都會出現的
[00:03:14.000 --> 00:03:18.000]  就是先知受神的託付和祝福
[00:03:18.000 --> 00:03:23.000]  然後就來跟別人分享訊息
[00:03:23.000 --> 00:03:27.000]  記不記得我說先知不一定是講預言的
[00:03:27.000 --> 00:03:29.000]  不要整天想著未卜先知
[00:03:29.000 --> 00:03:34.000]  先知最簡單的定義就是神的代言人
[00:03:34.000 --> 00:03:36.000]  是代表神來發言的
[00:03:36.000 --> 00:03:41.000]  不過往往有時候神會宣告一些訊息的時候
[00:03:41.000 --> 00:03:43.000]  和未來有關係的
[00:03:43.000 --> 00:03:45.000]  要留意還有一樣東西
[00:03:45.000 --> 00:03:49.000]  如果一個先知宣告了那個預言
[00:03:49.000 --> 00:03:52.000]  如果那個預言沒有實現的時候
[00:03:52.000 --> 00:03:56.000]  就某程度上證明這個是假先知
[00:03:56.000 --> 00:03:57.000]  那就很麻煩了
[00:03:57.000 --> 00:04:00.000]  那就要面對審判了
[00:04:00.000 --> 00:04:04.000]  而先知怎樣得到神的訊息呢?
[00:04:04.000 --> 00:04:07.000]  其實每一個先知可能都不同
[00:04:07.000 --> 00:04:14.000]  正如今天你可能不同的情況裡面你收到神給你的訊息或者啟迪
[00:04:14.000 --> 00:04:18.000]  有些人可能會見到某一些的情景很特別
[00:04:18.000 --> 00:04:20.000]  於是有那個感受
[00:04:20.000 --> 00:04:22.000]  很簡單舉個例子
[00:04:22.000 --> 00:04:25.000]  雖然曾經講過但有些不是冥恩堂的人
[00:04:25.000 --> 00:04:28.000]  我留在冥恩堂的時候
[00:04:28.000 --> 00:04:30.000]  我開了冥恩堂由我開始
[00:04:30.000 --> 00:04:32.000]  第四年的時候
[00:04:32.000 --> 00:04:33.000]  我1986年開冥恩堂
[00:04:33.000 --> 00:04:36.000]  1990年我就打算離開冥恩堂了
[00:04:36.000 --> 00:04:37.000]  為什麼呢?
[00:04:37.000 --> 00:04:38.000]  我經常拿著要檢討
[00:04:38.000 --> 00:04:39.000]  我應該留在這裡
[00:04:39.000 --> 00:04:40.000]  其實是要的
[00:04:40.000 --> 00:04:42.000]  你看看神怎樣帶領你
[00:04:42.000 --> 00:04:44.000]  我打算自己趁我年輕
[00:04:44.000 --> 00:04:46.000]  還可以繼續去開不同的教會
[00:04:46.000 --> 00:04:47.000]  我喜歡開荒的
[00:04:47.000 --> 00:04:49.000]  還有在我印象裡面
[00:04:49.000 --> 00:04:50.000]  我每四年是一個cycle
[00:04:50.000 --> 00:04:51.000]  我讀神學是四年
[00:04:51.000 --> 00:04:53.000]  我第一間教會是四年
[00:04:53.000 --> 00:04:55.000]  所以我打算會離開
[00:04:55.000 --> 00:04:59.000]  但是1990年我是第一次去以色列
[00:04:59.000 --> 00:05:02.000]  我跟了一個福音機構
[00:05:02.000 --> 00:05:04.000]  所以以後我都不跟福音機構去了
[00:05:04.000 --> 00:05:05.000]  為什麼呢?
[00:05:05.000 --> 00:05:07.000]  因為他們不是專業
[00:05:07.000 --> 00:05:10.000]  你知道福音機構不是旅行社
[00:05:10.000 --> 00:05:11.000]  很大件事
[00:05:11.000 --> 00:05:14.000]  有三個人進不了境
[00:05:14.000 --> 00:05:16.000]  原來他們去約旦的時候
[00:05:16.000 --> 00:05:18.000]  他們是開那些叫CIA
[00:05:18.000 --> 00:05:20.000]  CIA我想大家會
[00:05:20.000 --> 00:05:21.000]  總之另外一種身份就是
[00:05:21.000 --> 00:05:23.000]  沒有香港的政治身份證
[00:05:23.000 --> 00:05:24.000]  是要做簽證的
[00:05:24.000 --> 00:05:26.000]  但是因為沒有跟他們做簽證
[00:05:26.000 --> 00:05:27.000]  很大件事
[00:05:27.000 --> 00:05:28.000]  三個都是老人家
[00:05:28.000 --> 00:05:30.000]  搞了兩個小時都進不了境
[00:05:30.000 --> 00:05:31.000]  結果要怎樣呢?
[00:05:31.000 --> 00:05:33.000]  扔了到埃及
[00:05:33.000 --> 00:05:35.000]  然後埃及坐車上以色列
[00:05:35.000 --> 00:05:37.000]  但是他加入我們
[00:05:37.000 --> 00:05:38.000]  但是我們在約旦境內
[00:05:38.000 --> 00:05:40.000]  不詳細說這些了
[00:05:40.000 --> 00:05:42.000]  我去到約旦第一個地方
[00:05:42.000 --> 00:05:44.000]  就是一個地方叫尼泊爾山
[00:05:44.000 --> 00:05:46.000]  尼泊爾山是什麼呢?
[00:05:46.000 --> 00:05:47.000]  就是
[00:05:47.000 --> 00:05:49.000]  如果是屬性經濟
[00:05:49.000 --> 00:05:51.000]  摩西進不了迦南地
[00:05:51.000 --> 00:05:53.000]  但是神是祝福他的
[00:05:53.000 --> 00:05:56.000]  讓我在尼泊爾山那裡看進去迦南地
[00:05:56.000 --> 00:05:59.000]  摩西看不到迦南地
[00:05:59.000 --> 00:06:00.000]  我在地下看不到
[00:06:00.000 --> 00:06:01.000]  為什麼呢?
[00:06:01.000 --> 00:06:03.000]  因為那裡經常煙霧瀰漫
[00:06:03.000 --> 00:06:04.000]  我看不到
[00:06:04.000 --> 00:06:05.000]  但是聖經很清楚說
[00:06:05.000 --> 00:06:08.000]  神給摩西的眼目看得很遠
[00:06:08.000 --> 00:06:09.000]  而且那裡很清晰
[00:06:09.000 --> 00:06:11.000]  當我在尼泊爾山的時候
[00:06:11.000 --> 00:06:12.000]  我祈禱的時候
[00:06:12.000 --> 00:06:13.000]  突然之間
[00:06:13.000 --> 00:06:15.000]  這個是心靈裡面
[00:06:15.000 --> 00:06:17.000]  我看到一幅景象
[00:06:17.000 --> 00:06:19.000]  就是我教會那時候
[00:06:19.000 --> 00:06:22.000]  1989年就來了一批中學生
[00:06:22.000 --> 00:06:23.000]  中一的
[00:06:23.000 --> 00:06:25.000]  全部都是來自木恩中學的
[00:06:25.000 --> 00:06:28.000]  那時候神就讓我看到幾個人
[00:06:28.000 --> 00:06:31.000]  讓我很清楚神跟我說
[00:06:31.000 --> 00:06:33.000]  你要留在這裡
[00:06:33.000 --> 00:06:36.000]  養大這幫人
[00:06:36.000 --> 00:06:38.000]  直至他們結婚
[00:06:38.000 --> 00:06:40.000]  生小孩
[00:06:40.000 --> 00:06:42.000]  不是吧?
[00:06:42.000 --> 00:06:43.000]  那時候13歲
[00:06:43.000 --> 00:06:44.000]  你知不知道跟神說
[00:06:44.000 --> 00:06:45.000]  不是吧?
[00:06:45.000 --> 00:06:46.000]  看著這幫人結婚生小孩
[00:06:46.000 --> 00:06:48.000]  我死都不行了
[00:06:48.000 --> 00:06:51.000]  但是很清楚
[00:06:51.000 --> 00:06:54.000]  就是今天這幫人仍然在我們當中
[00:06:54.000 --> 00:06:56.000]  而且特別我看到那幾個人
[00:06:56.000 --> 00:06:57.000]  是很清楚哪幾個
[00:06:57.000 --> 00:06:59.000]  現在是在九龍灣裡面
[00:06:59.000 --> 00:07:00.000]  正在做執事
[00:07:00.000 --> 00:07:02.000]  他們都結婚了
[00:07:02.000 --> 00:07:07.000]  所以我就一直留在名恩堂
[00:07:07.000 --> 00:07:09.000]  我2016年離開名恩堂的時候
[00:07:09.000 --> 00:07:10.000]  我打過一些電話出來
[00:07:10.000 --> 00:07:13.000]  紐西蘭的教會邀請我去木會
[00:07:13.000 --> 00:07:14.000]  合約
[00:07:14.000 --> 00:07:15.000]  等我簽上去
[00:07:15.000 --> 00:07:17.000]  但是我很清楚
[00:07:17.000 --> 00:07:18.000]  神要我在這裡
[00:07:18.000 --> 00:07:20.000]  於是我拒絕
[00:07:20.000 --> 00:07:21.000]  你記住
[00:07:21.000 --> 00:07:23.000]  神原來透過不同的情況
[00:07:23.000 --> 00:07:27.000]  讓我們有領受
[00:07:27.000 --> 00:07:30.000]  或者我奉獻自己做傳道人的時候
[00:07:30.000 --> 00:07:32.000]  內心裡面是很清晰
[00:07:32.000 --> 00:07:35.000]  神的呼召一直越來越強
[00:07:35.000 --> 00:07:37.000]  但是我都拒絕
[00:07:37.000 --> 00:07:39.000]  你記得我說
[00:07:39.000 --> 00:07:41.000]  當我們拒絕神的呼召的時候
[00:07:41.000 --> 00:07:43.000]  其實你是成功的第一步
[00:07:43.000 --> 00:07:45.000]  因為很多屬靈偉人
[00:07:45.000 --> 00:07:47.000]  都拒絕神的呼召
[00:07:47.000 --> 00:07:48.000]  摩西亞紀念
[00:07:48.000 --> 00:07:49.000]  所以你拒絕
[00:07:49.000 --> 00:07:51.000]  其實你是屬靈偉人的基因
[00:07:51.000 --> 00:07:52.000]  在你的生命當中
[00:07:52.000 --> 00:07:55.000]  但是後來我跟神說條件
[00:07:55.000 --> 00:07:58.000]  我說你要讓我看到傳福音的重要
[00:07:58.000 --> 00:08:01.000]  這個其實是說謊
[00:08:01.000 --> 00:08:02.000]  為什麼傳福音的重要
[00:08:02.000 --> 00:08:03.000]  每個人都知道
[00:08:03.000 --> 00:08:07.000]  但是我有一個很特別的要求
[00:08:07.000 --> 00:08:10.000]  就是當時神呼召我的時候
[00:08:10.000 --> 00:08:11.000]  那個聚會裡面是大會堂
[00:08:11.000 --> 00:08:12.000]  大會堂音樂廳
[00:08:12.000 --> 00:08:13.000]  我說神啊
[00:08:13.000 --> 00:08:15.000]  如果你真的要呼召我的時候
[00:08:15.000 --> 00:08:16.000]  第二個條件是什麼呢
[00:08:16.000 --> 00:08:19.000]  你讓我可以在大會堂音樂廳
[00:08:19.000 --> 00:08:20.000]  這個地方裡面
[00:08:20.000 --> 00:08:22.000]  來走出去奉獻自己
[00:08:22.000 --> 00:08:24.000]  但是阿門完之後
[00:08:24.000 --> 00:08:25.000]  我就跟自己說
[00:08:25.000 --> 00:08:27.000]  我以後雷劈都不會去大會堂了
[00:08:27.000 --> 00:08:28.000]  真的
[00:08:28.000 --> 00:08:29.000]  原來我是逃避的
[00:08:29.000 --> 00:08:31.000]  但是神很奇妙
[00:08:31.000 --> 00:08:32.000]  給我什麼呢
[00:08:32.000 --> 00:08:34.000]  至少看到兩方面的需要
[00:08:34.000 --> 00:08:36.000]  我一生人第一次回中國大陸
[00:08:36.000 --> 00:08:38.000]  因為我是香港出生的
[00:08:38.000 --> 00:08:40.000]  我從來沒有回過中國大陸
[00:08:40.000 --> 00:08:41.000]  1972年還是73年
[00:08:41.000 --> 00:08:42.000]  我第一次回中國大陸
[00:08:42.000 --> 00:08:44.000]  那時候是文化大革命的後期
[00:08:44.000 --> 00:08:47.000]  但是我接觸國內裡面的年輕人
[00:08:47.000 --> 00:08:49.000]  他們未曾聽過耶穌
[00:08:49.000 --> 00:08:51.000]  他們是很需要福音
[00:08:51.000 --> 00:08:53.000]  於是我就跟他們來分享福音
[00:08:53.000 --> 00:08:56.000]  但是我講的他們聽不明白
[00:08:56.000 --> 00:08:58.000]  他講的我又聽不明白
[00:08:58.000 --> 00:09:00.000]  他說你們信仰這些是唯心論
[00:09:00.000 --> 00:09:02.000]  我們那些是唯物論
[00:09:02.000 --> 00:09:04.000]  你老爸死了有什麼唯物嗎
[00:09:04.000 --> 00:09:05.000]  我沒有違背良心
[00:09:05.000 --> 00:09:07.000]  只是一個十六七歲的年輕人
[00:09:07.000 --> 00:09:09.000]  是真的不知道他在說什麼
[00:09:09.000 --> 00:09:11.000]  第二就是有時代的見證人在這裡
[00:09:11.000 --> 00:09:12.000]  那就是怎樣呢
[00:09:12.000 --> 00:09:15.000]  我在宣導員裡面接觸了一群小孩子
[00:09:15.000 --> 00:09:18.000]  是讀六年班或者五年班的小朋友
[00:09:18.000 --> 00:09:21.000]  是東頭邨十八座
[00:09:21.000 --> 00:09:23.000]  志剛小學的小孩子
[00:09:23.000 --> 00:09:25.000]  原來我沒有去過東頭邨
[00:09:25.000 --> 00:09:27.000]  我沒有去過那些七層大廈
[00:09:27.000 --> 00:09:29.000]  我做他們的導師
[00:09:29.000 --> 00:09:31.000]  但是這些小孩子無知地覺得我很好
[00:09:31.000 --> 00:09:33.000]  因為我跟他們玩比賽的時候
[00:09:33.000 --> 00:09:35.000]  我帶隊贏了
[00:09:35.000 --> 00:09:37.000]  所以他們覺得我是英雄
[00:09:37.000 --> 00:09:38.000]  這群人瘋的
[00:09:38.000 --> 00:09:39.000]  五點多鐘敲我的門
[00:09:39.000 --> 00:09:41.000]  叫我講故事給他們聽
[00:09:41.000 --> 00:09:43.000]  個個都是跟著我
[00:09:43.000 --> 00:09:45.000]  五六十人跟著我
[00:09:45.000 --> 00:09:47.000]  後來我就去了東頭邨
[00:09:47.000 --> 00:09:49.000]  跟他們開了什麼呢
[00:09:49.000 --> 00:09:51.000]  在天台校裡面跟他們開團契
[00:09:51.000 --> 00:09:53.000]  但是那時候我不懂得做團契工作
[00:09:53.000 --> 00:09:55.000]  但是他們是很樂意來的
[00:09:55.000 --> 00:09:56.000]  為什麼呢
[00:09:56.000 --> 00:09:57.000]  聚會之前
[00:09:57.000 --> 00:09:58.000]  在樓下吃東西
[00:09:58.000 --> 00:09:59.000]  我付錢
[00:09:59.000 --> 00:10:01.000]  聚會完之後
[00:10:01.000 --> 00:10:02.000]  下去喝茶
[00:10:02.000 --> 00:10:03.000]  這是見證人來的
[00:10:03.000 --> 00:10:05.000]  我付錢
[00:10:05.000 --> 00:10:07.000]  後來去到一個地步還怎樣呢
[00:10:07.000 --> 00:10:08.000]  去荔宮戲院看戲
[00:10:08.000 --> 00:10:09.000]  我付錢
[00:10:09.000 --> 00:10:11.000]  所以很興旺
[00:10:11.000 --> 00:10:13.000]  那些小孩子很喜歡來團契
[00:10:13.000 --> 00:10:15.000]  因為可以吃可以玩
[00:10:15.000 --> 00:10:17.000]  但是就讓我看到原來
[00:10:17.000 --> 00:10:20.000]  我出生在一個中產家庭
[00:10:20.000 --> 00:10:22.000]  但是呢
[00:10:22.000 --> 00:10:24.000]  我沒有接觸過那些七層大廈
