
[00:00:00.000 --> 00:00:02.960]  今天想和大家講一個題目
[00:00:02.960 --> 00:00:05.520]  我不知道彈了出來沒有
[00:00:05.520 --> 00:00:07.040]  彈了
[00:00:07.040 --> 00:00:08.800]  是愛與寬恕
[00:00:08.800 --> 00:00:10.760]  如果我們寬恕不了一個人
[00:00:10.760 --> 00:00:12.800]  你覺得可不可以合一
[00:00:12.800 --> 00:00:14.200]  如果我們群體裏面有一個人
[00:00:14.200 --> 00:00:16.120]  我們是沒有辦法饒恕他
[00:00:16.120 --> 00:00:18.120]  我們沒有辦法合一
[00:00:18.120 --> 00:00:21.360]  我在我辦公室的桌頭
[00:00:21.360 --> 00:00:22.760]  我黏了一張
[00:00:22.760 --> 00:00:26.960]  即是用布貼貼了一張小書籤在那裏
[00:00:26.960 --> 00:00:30.880]  那張小書籤是「不准嬲豬到日落」
[00:00:30.880 --> 00:00:36.880]  我很喜歡這句話的意思
[00:00:36.880 --> 00:00:39.360]  也提醒自己
[00:00:39.360 --> 00:00:42.120]  無論怎樣嬲都不要嬲到日落
[00:00:42.120 --> 00:00:46.120]  我想這個經文背後你都知道為什麼
[00:00:46.120 --> 00:00:48.120]  我不多解釋
[00:00:48.120 --> 00:00:50.960]  今天想和你們看這個題目
[00:00:50.960 --> 00:00:54.720]  其實都是跟隨今季的季題
[00:00:54.720 --> 00:00:55.960]  《漢得見的愛》
[00:00:55.960 --> 00:01:01.000]  但我又想特別把焦點放在寬恕那裏
[00:01:01.000 --> 00:01:03.200]  愛可以有很多
[00:01:03.200 --> 00:01:05.720]  即是親人之間的愛
[00:01:05.720 --> 00:01:08.520]  朋友之間的友情都可以是愛
[00:01:08.520 --> 00:01:11.560]  或者男女之間、夫婦之間
[00:01:11.560 --> 00:01:13.040]  一說起夫婦
[00:01:13.040 --> 00:01:14.000]  我告訴你
[00:01:14.000 --> 00:01:17.440]  今早我和我老公吵了一場架
[00:01:17.440 --> 00:01:20.160]  我也要學寬恕的功課
[00:01:20.160 --> 00:01:23.200]  其實嚴格來說都不是吵架
[00:01:23.200 --> 00:01:26.000]  我老公是不是很吵架的人
[00:01:26.000 --> 00:01:27.600]  其實就是不開心
[00:01:27.600 --> 00:01:29.040]  只是會不開心
[00:01:29.040 --> 00:01:32.760]  很少說來來往往這樣
[00:01:32.760 --> 00:01:33.560]  每一句
[00:01:33.560 --> 00:01:38.440]  但是當我一直在醞釀著
[00:01:38.440 --> 00:01:40.480]  因為那些講章是寫到
[00:01:40.480 --> 00:01:43.240]  剛才都還在想著有些什麼
[00:01:43.240 --> 00:01:45.960]  要去繼續修改的時候
[00:01:45.960 --> 00:01:48.240]  我就看到枱頭那張書籤
[00:01:48.240 --> 00:01:50.920]  即是「不准嬲豬到日落」那張書籤
[00:01:50.920 --> 00:01:54.360]  其實都是神提醒我自己先的
[00:01:54.360 --> 00:01:56.600]  所以我都很想和大家分享
[00:01:56.600 --> 00:01:58.840]  今天想和大家看一段經文
[00:01:58.840 --> 00:01:59.800]  就是《馬太福音》
[00:01:59.800 --> 00:02:02.200]  耶穌登山補訓的教導
[00:02:02.200 --> 00:02:04.880]  透過這個耶穌的教導
[00:02:04.880 --> 00:02:06.920]  我們去一起反思一下
[00:02:06.920 --> 00:02:08.800]  究竟愛和寬恕
[00:02:08.800 --> 00:02:10.840]  兩者之間有什麼關係
[00:02:10.840 --> 00:02:12.320]  我先聲明一下
[00:02:12.320 --> 00:02:17.160]  我今天不是扮演電台節目主持
[00:02:17.160 --> 00:02:19.800]  就是和大家探討這個感情的言論
[00:02:19.800 --> 00:02:20.760]  不是的
[00:02:20.760 --> 00:02:22.880]  不過如果大家有這方面的問題
[00:02:22.880 --> 00:02:25.600]  我都歡迎你私底下來找我 好嗎?
[00:02:25.600 --> 00:02:29.200]  究竟聖經裏面的愛是什麼一回事呢?
[00:02:29.200 --> 00:02:32.840]  它和寬恕有什麼關係呢?
[00:02:32.840 --> 00:02:34.520]  中國人有句俗語
[00:02:34.520 --> 00:02:36.400]  我想三歲小朋友都會說的
[00:02:36.400 --> 00:02:39.160]  就是「有仇不報」什麼?
[00:02:39.160 --> 00:02:40.440]  非君子
[00:02:40.440 --> 00:02:42.120]  我發覺大家在這裏
[00:02:42.120 --> 00:02:43.120]  轉了高位之後
[00:02:43.120 --> 00:02:44.040]  再回到這裏
[00:02:44.040 --> 00:02:46.080]  反應都是慢了一點
[00:02:46.080 --> 00:02:48.600]  之前大家是很有反應的
[00:02:48.600 --> 00:02:52.640]  但是大家好像有些地理上的轉移
[00:02:52.640 --> 00:02:55.800]  大家都好像不能夠適應到
[00:02:55.800 --> 00:02:57.440]  為什麼這麼好笑呢?
