
[00:00:00.000 --> 00:00:02.140]  Thanksgiving
[00:00:02.140 --> 00:00:05.180]  是一些節日
[00:00:05.180 --> 00:00:08.200]  停一停下來,讓我們去明白一下
[00:00:08.200 --> 00:00:12.140]  想一想,上帝在我們身上做過的恩典
[00:00:12.140 --> 00:00:15.140]  我們就講開這個系列
[00:00:15.140 --> 00:00:17.620]  聖經裏面都是有一些
[00:00:17.620 --> 00:00:20.500]  一年三百六十五日,有些節期
[00:00:20.500 --> 00:00:24.500]  有些標籤,有些時間上的標籤
[00:00:24.500 --> 00:00:28.600]  讓上帝的子民想起上帝的恩典
[00:00:28.600 --> 00:00:31.920]  這次我們去講這個節期
[00:00:31.920 --> 00:00:36.060]  就是跟三大節期其中一個
[00:00:36.060 --> 00:00:39.120]  之前我們講過Tabernacle,是嗎?Sukkot
[00:00:39.120 --> 00:00:42.180]  也講過什麼?也講過Passover
[00:00:42.180 --> 00:00:45.020]  這次我們講中間這個修葛節
[00:00:45.020 --> 00:00:46.640]  或者五秦節
[00:00:46.640 --> 00:00:50.280]  這個沒什麼人講的,因為好像
[00:00:50.280 --> 00:00:54.960]  跟一些大的上帝的作為
[00:00:54.960 --> 00:00:56.580]  沒什麼關係
[00:00:57.080 --> 00:01:00.740]  但是這個節日,我在舊約裏面提到的時候
[00:01:00.740 --> 00:01:03.860]  就跟上帝的律法有關係
[00:01:03.860 --> 00:01:06.220]  當然我們提到五秦節的時候
[00:01:06.220 --> 00:01:09.260]  一想就想起這個《斯蘭傳》第二章
[00:01:09.260 --> 00:01:12.100]  聖靈光臨,五秦節的時候
[00:01:12.100 --> 00:01:15.320]  其實五秦節就是修葛節
[00:01:15.320 --> 00:01:17.980]  一個農耕的節日
[00:01:17.980 --> 00:01:20.940]  我們叫它做Shut for All
[00:01:20.940 --> 00:01:25.300]  或者Feast Festival of the Weeks
[00:01:25.300 --> 00:01:28.480]  Shut for All其實就是星期眾數的意思
[00:01:28.480 --> 00:01:29.480]  Shut for All
[00:01:29.480 --> 00:01:32.000]  七的眾數的意思
[00:01:32.000 --> 00:01:36.000]  所以通常就是在這個Passover之後
[00:01:36.000 --> 00:01:39.820]  再數七個的禮拜,七個的主日
[00:01:39.820 --> 00:01:42.400]  七七四十九日之後,第五十日
[00:01:42.400 --> 00:01:45.080]  就是這個所謂Shut for All的時候
[00:01:45.080 --> 00:01:48.120]  就是這個所謂修葛節的時候
[00:01:48.120 --> 00:01:51.580]  適逢剛剛就是小麥在巴勒斯坦地
[00:01:51.580 --> 00:01:53.940]  修葛的這段時間
[00:01:53.940 --> 00:01:57.560]  這個Shut for All跟其他的Festival有些不同
[00:01:57.560 --> 00:01:58.840]  你可以想一下
[00:01:58.840 --> 00:02:02.380]  其實我們每一年有不同的節日
[00:02:02.380 --> 00:02:05.200]  包括Dance giving或者即將到來的聖誕節
[00:02:05.200 --> 00:02:08.940]  這些節日都有它特別的地方
[00:02:08.940 --> 00:02:11.580]  這個修葛節就跟其他的
[00:02:11.580 --> 00:02:14.180]  Passover, Tabernacle
[00:02:14.180 --> 00:02:16.920]  這些節日是有些不同的
[00:02:16.920 --> 00:02:18.460]  你想想有什麼不同
[00:02:18.460 --> 00:02:21.400]  我舉一舉例
[00:02:21.400 --> 00:02:24.560]  有一些舊約聖經裡面提過的節日
[00:02:24.560 --> 00:02:29.860]  都是跟上帝在歷史裡面曾經做過的事
[00:02:29.860 --> 00:02:32.600]  一些神蹟,一些歧視是有關的
[00:02:32.600 --> 00:02:34.260]  譬如駐棚節
[00:02:34.260 --> 00:02:38.440]  就是去紀念神帶領以色列人
[00:02:38.440 --> 00:02:41.380]  經過四十年曠野,他們住在棚裡面
[00:02:41.380 --> 00:02:44.380]  然後一路一路帶領他們進入家樓
[00:02:44.380 --> 00:02:47.720]  這個就是Sukkot或者Tabernacle
[00:02:47.720 --> 00:02:51.780]  另外一個節日比較少提到的就是普爾節
[00:02:51.780 --> 00:02:53.140]  Purim
[00:02:53.140 --> 00:02:57.260]  Purim大概是我們西曆的一二月的時間
[00:02:57.260 --> 00:03:00.180]  Purim其實是以色列的Halloween
[00:03:00.180 --> 00:03:02.380]  他們扮鬼扮馬等等
[00:03:02.380 --> 00:03:03.920]  Purim在哪裡提過的呢?
[00:03:03.920 --> 00:03:05.700]  就是Ester
[00:03:05.700 --> 00:03:09.360]  這個以私貼忌
[00:03:09.360 --> 00:03:13.080]  就是提過上帝如何拯救自己的子民
[00:03:13.080 --> 00:03:15.180]  以致他們不會被殲滅
[00:03:15.180 --> 00:03:16.240]  這個就是Purim
[00:03:16.240 --> 00:03:19.660]  所以現在的以色列人、猶太人就會去會堂
[00:03:19.660 --> 00:03:21.600]  大概一二月的時候,Purim的時候
[00:03:21.600 --> 00:03:24.280]  他們就會特意去會堂,然後他們就會讀
[00:03:24.280 --> 00:03:25.880]  The Book of Esther
[00:03:25.880 --> 00:03:27.380]  以私貼忌
[00:03:27.380 --> 00:03:30.920]  每逢讀到他們的仇敵哈曼這個字的時候
[00:03:30.920 --> 00:03:34.000]  他們一路讀一路讀,從第一章第一節讀下去的時候
[00:03:34.000 --> 00:03:37.880]  讀到哈曼的時候,他們就會「呵」這樣
[00:03:37.880 --> 00:03:39.960]  因為是他們的仇敵,是嗎?
[00:03:39.960 --> 00:03:42.500]  所以他們就會一路這樣節日
[00:03:42.500 --> 00:03:47.360]  然後他們就扮有不同的服飾等等
[00:03:47.360 --> 00:03:53.240]  這個就和上帝在他們神的子民身上做過的事有關
[00:03:53.240 --> 00:03:55.400]  另外就是修殿節
[00:03:55.400 --> 00:03:57.900]  修殿節在聖經裡面沒有提過的Hanukkah
[00:03:57.900 --> 00:04:00.360]  Hanukkah就是大概十二月的時候
[00:04:00.360 --> 00:04:02.340]  西曆十二月的時候,大概Christmas的時候
[00:04:02.340 --> 00:04:04.340]  就是如果你去一些Jewish community
[00:04:04.340 --> 00:04:07.460]  你就會看到他們所謂的光明節
[00:04:07.460 --> 00:04:09.500]  或者修殿節
[00:04:09.500 --> 00:04:16.200]  又是和上帝在上帝的子民身上做過的歷史的工作有關
[00:04:16.200 --> 00:04:20.960]  當時大概是耶穌基督來之前大概二百年左右
[00:04:20.960 --> 00:04:23.700]  一百六十幾年BC的時候
[00:04:23.700 --> 00:04:28.340]  他們去到反擊猶太人
[00:04:28.340 --> 00:04:33.360]  他們反擊那些欺壓他們的希臘帝國的軍隊
[00:04:33.360 --> 00:04:38.620]  然後他們成功地爭取到獨立
[00:04:38.620 --> 00:04:40.620]  一個本身是Underdog
[00:04:40.620 --> 00:04:42.620]  他們被欺負的
[00:04:42.620 --> 00:04:44.620]  Underdog然後反擊他們就贏了
[00:04:44.620 --> 00:04:46.620]  就有一個很大的慶典
[00:04:46.620 --> 00:04:48.620]  所以就有一個所謂的修殿節
[00:04:48.620 --> 00:04:50.620]  拿回他們的聖殿
[00:04:50.620 --> 00:04:52.620]  有一點像日本打贏德國那樣
[00:04:52.620 --> 00:04:54.620]  怎麼可以打贏呢?
[00:04:54.620 --> 00:04:56.620]  最後就進了一球,大家就很高興
[00:04:56.620 --> 00:04:58.620]  在世界盃
[00:04:58.620 --> 00:05:02.620]  Underdog贏回來的時候就有這個Hanukkah
[00:05:02.620 --> 00:05:04.620]  Passover我們提過了
[00:05:04.620 --> 00:05:06.620]  就是講到Exodus出埃及
[00:05:06.620 --> 00:05:12.620]  Cervical就和這些上帝在歷史裡面的作為
[00:05:12.620 --> 00:05:14.620]  是沒有什麼關係的
[00:05:14.620 --> 00:05:16.620]  我們看一節聖經
[00:05:16.620 --> 00:05:20.620]  利美的二十三章第十五節
[00:05:20.620 --> 00:05:22.620]  這裡說你們從安息日之前
[00:05:22.620 --> 00:05:24.620]  他就講了Passover
[00:05:24.620 --> 00:05:26.620]  安息日的次日
[00:05:26.620 --> 00:05:28.620]  次日就數多少天
[00:05:28.620 --> 00:05:30.620]  七個的安息日
[00:05:30.620 --> 00:05:34.620]  第七個安息日的次日就共計五十天了
[00:05:34.620 --> 00:05:36.620]  為什麼叫做Pentecost
[00:05:36.620 --> 00:05:38.620]  希臘文叫做五十
[00:05:38.620 --> 00:05:40.620]  你們要把新的數字
[00:05:40.620 --> 00:05:44.620]  當時剛剛收割小物的時候
[00:05:44.620 --> 00:05:46.620]  就獻給耶和華
[00:05:46.620 --> 00:05:48.620]  在你的住處要拿你的獻祭
[00:05:48.620 --> 00:05:50.620]  然後是初熟之物
[00:05:50.620 --> 00:05:52.620]  就獻給耶和華
[00:05:52.620 --> 00:05:54.620]  因為第一次的收成
[00:05:54.620 --> 00:05:56.620]  整年都沒有第一次收成
[00:05:56.620 --> 00:05:58.620]  你看到這裡沒有什麼奇蹟
[00:05:58.620 --> 00:06:02.620]  沒有什麼神蹟奇事
[00:06:02.620 --> 00:06:04.620]  只不過每年到出糧的時候
[00:06:04.620 --> 00:06:06.620]  就是收割的時候
[00:06:06.620 --> 00:06:08.620]  有harvest了
[00:06:08.620 --> 00:06:10.620]  他們就將這些數字
[00:06:10.620 --> 00:06:12.620]  或者grain offering
[00:06:12.620 --> 00:06:14.620]  將這些麥子獻給耶和華
[00:06:14.620 --> 00:06:16.620]  是時候他們去奉獻
[00:06:16.620 --> 00:06:18.620]  去感謝神
[00:06:18.620 --> 00:06:20.620]  但是到了兩約中間的時候
[00:06:20.620 --> 00:06:22.620]  就是舊約完了
[00:06:22.620 --> 00:06:24.620]  新約還沒到的時候
[00:06:24.620 --> 00:06:26.620]  中間這段時間發生了很多事情
[00:06:26.620 --> 00:06:28.620]  其中就是收電子的Hanukkah
[00:06:28.620 --> 00:06:30.620]  就是他們去反擊
[00:06:30.620 --> 00:06:32.620]  得到政治的獨立等等
[00:06:32.620 --> 00:06:34.620]  在這段時間
[00:06:34.620 --> 00:06:36.620]  猶太人就將
[00:06:36.620 --> 00:06:38.620]  這個的收割節
[00:06:38.620 --> 00:06:40.620]  就跟上帝的律法
[00:06:40.620 --> 00:06:42.620]  上帝治下律法
[00:06:42.620 --> 00:06:44.620]  就拉上關係
[00:06:44.620 --> 00:06:46.620]  其實差不多
[00:06:46.620 --> 00:06:48.620]  因為他們離開了埃及
[00:06:48.620 --> 00:06:50.620]  pass over的時候離開埃及
[00:06:50.620 --> 00:06:52.620]  整整兩個月之後
[00:06:52.620 --> 00:06:54.620]  他們就到了西賴山
[00:06:54.620 --> 00:06:56.620]  大概八個禮拜左右
[00:06:56.620 --> 00:06:58.620]  整整兩個月他們就去到西賴山
[00:06:58.620 --> 00:07:00.620]  上帝就頒布他的律法
[00:07:00.620 --> 00:07:02.620]  給上帝的子民
[00:07:02.620 --> 00:07:04.620]  這個shuffle out就大概
[00:07:04.620 --> 00:07:06.620]  pass over之後五十天
[00:07:06.620 --> 00:07:08.620]  所以大概這段時間
[00:07:08.620 --> 00:07:10.620]  他們就將兩樣東西match
[00:07:10.620 --> 00:07:12.620]  然後就會認為這個的時間
[00:07:12.620 --> 00:07:14.620]  他們紀念到什麼
[00:07:14.620 --> 00:07:16.620]  不是單單收割
[00:07:16.620 --> 00:07:18.620]  就是上帝賜律法給他的子民
[00:07:18.620 --> 00:07:20.620]  來引導他的子民
[00:07:20.620 --> 00:07:22.620]  來怎樣去生活
[00:07:22.620 --> 00:07:24.620]  所以今天都是
[00:07:24.620 --> 00:07:26.620]  在那些猶太人的會堂
[00:07:26.620 --> 00:07:28.620]  他們就會紀念到上帝
[00:07:28.620 --> 00:07:30.620]  將Torah
[00:07:30.620 --> 00:07:32.620]  去給上帝的子民
[00:07:32.620 --> 00:07:34.620]  一件很重要的事
[00:07:34.620 --> 00:07:36.620]  但是沒有什麼
[00:07:36.620 --> 00:07:38.620]  崩山碎石的事情發生
[00:07:38.620 --> 00:07:40.620]  只是上帝將他的Law
[00:07:40.620 --> 00:07:42.620]  他的律法
[00:07:42.620 --> 00:07:44.620]  Torah
[00:07:44.620 --> 00:07:46.620]  去給
[00:07:46.620 --> 00:07:48.620]  神的子民
[00:07:48.620 --> 00:07:50.620]  為什麼這麼重要
[00:07:50.620 --> 00:07:52.620]  我們需要講一講
[00:07:52.620 --> 00:07:54.620]  什麼叫做Torah
[00:07:54.620 --> 00:07:56.620]  什麼叫做Law
[00:07:56.620 --> 00:07:58.620]  我們現代人
[00:07:58.620 --> 00:08:00.620]  反而很愚蠢
[00:08:00.620 --> 00:08:02.620]  我們常常講Law的時候
[00:08:02.620 --> 00:08:04.620]  就是講什麼
[00:08:04.620 --> 00:08:06.620]  是一些跟關係
[00:08:06.620 --> 00:08:08.620]  沒有什麼關係的東西
[00:08:08.620 --> 00:08:10.620]  譬如你開車
[00:08:10.620 --> 00:08:12.620]  你沒有停止
[00:08:12.620 --> 00:08:14.620]  警察也會抄你的牌
[00:08:14.620 --> 00:08:16.620]  你不會說得罪誰
[00:08:16.620 --> 00:08:18.620]  你只會得罪你的荷包
[00:08:18.620 --> 00:08:20.620]  或者你開車
[00:08:20.620 --> 00:08:24.620]  他的Speed Limit寫著65mph
[00:08:24.620 --> 00:08:26.620]  OK
[00:08:26.620 --> 00:08:28.620]  但是你不會說有什麼關係
[00:08:28.620 --> 00:08:30.620]  的意思在那裡
[00:08:30.620 --> 00:08:32.620]  只不過是一個Law
[00:08:32.620 --> 00:08:34.620]  一個Regulation
[00:08:34.620 --> 00:08:36.620]  一個規則
[00:08:36.620 --> 00:08:38.620]  你不要過那個Speed Limit
[00:08:38.620 --> 00:08:40.620]  或者你過了Speed Limit
[00:08:40.620 --> 00:08:42.620]  你就犯規了
[00:08:42.620 --> 00:08:44.620]  所謂一些無私的東西
[00:08:44.620 --> 00:08:46.620]  就是一些跟關係
[00:08:46.620 --> 00:08:48.620]  跟關係
[00:08:48.620 --> 00:08:50.620]  沒有什麼關係的東西
[00:08:50.620 --> 00:08:52.620]  這個就是我們現代人的印象
[00:08:52.620 --> 00:08:54.620]  什麼叫做律法
[00:08:54.620 --> 00:08:56.620]  我們中文翻譯Torah
[00:08:56.620 --> 00:08:58.620]  就是律法
[00:08:58.620 --> 00:09:00.620]  有些不熟悉聖經的人
[00:09:00.620 --> 00:09:02.620]  會覺得是法律
[00:09:02.620 --> 00:09:04.620]  其實不是真的法律
[00:09:04.620 --> 00:09:06.620]  Torah是什麼
[00:09:06.620 --> 00:09:08.620]  當這個收割節的時候
[00:09:08.620 --> 00:09:10.620]  他們紀念到
[00:09:10.620 --> 00:09:12.620]  上帝又賜下Torah
[00:09:12.620 --> 00:09:14.620]  賜下他的律禮
[00:09:14.620 --> 00:09:16.620]  所謂的
[00:09:16.620 --> 00:09:18.620]  但是我們現代人這樣想
[00:09:18.620 --> 00:09:20.620]  純粹一個Rule
[00:09:20.620 --> 00:09:22.620]  規則
[00:09:22.620 --> 00:09:24.620]  應該是跟
[00:09:24.620 --> 00:09:26.620]  Relationship有關
[00:09:26.620 --> 00:09:28.620]  我記得兩個星期前
[00:09:28.620 --> 00:09:30.620]  我去上課的時候
[00:09:30.620 --> 00:09:32.620]  我們剛剛就去到
[00:09:32.620 --> 00:09:34.620]  有一個討論
[00:09:34.620 --> 00:09:36.620]  的主題
[00:09:36.620 --> 00:09:38.620]  我們就講開到底
[00:09:38.620 --> 00:09:40.620]  Torah應該是怎樣翻譯
[00:09:40.620 --> 00:09:42.620]  怎樣去了解什麼叫做
[00:09:42.620 --> 00:09:44.620]  Law of Yahweh
[00:09:44.620 --> 00:09:46.620]  什麼叫做
[00:09:46.620 --> 00:09:48.620]  上帝賜下的律法
[00:09:48.620 --> 00:09:50.620]  我覺得有一個
[00:09:50.620 --> 00:09:52.620]  提議挺好的
[00:09:52.620 --> 00:09:54.620]  用一個比喻來講
[00:09:54.620 --> 00:09:56.620]  什麼叫做Torah
[00:09:56.620 --> 00:09:58.620]  上帝賜他的律法
[00:09:58.620 --> 00:10:00.620]  賜他的華語給我們
[00:10:00.620 --> 00:10:02.620]  是什麼意思
[00:10:02.620 --> 00:10:04.620]  其中一個比喻挺好的
[00:10:04.620 --> 00:10:06.620]  就是
[00:10:06.620 --> 00:10:08.620]  如果你告訴一個小孩
[00:10:08.620 --> 00:10:10.620]  我中間有很多小孩
[00:10:10.620 --> 00:10:12.620]  Don't touch the stove
[00:10:12.620 --> 00:10:14.620]  一歲兩歲的時候
[00:10:14.620 --> 00:10:16.620]  你Don't touch the stove
[00:10:16.620 --> 00:10:18.620]  或者你家裡的貓狗
[00:10:18.620 --> 00:10:20.620]  都可以叫他Don't touch the stove
[00:10:20.620 --> 00:10:22.620]  不要搞亂我的東西
[00:10:22.620 --> 00:10:24.620]  什麼意思
[00:10:24.620 --> 00:10:26.620]  對於一兩歲的小孩來講
[00:10:26.620 --> 00:10:28.620]  就是Don't touch the stove
[00:10:28.620 --> 00:10:30.620]  但是當小孩
[00:10:30.620 --> 00:10:32.620]  越來越大的時候
[00:10:32.620 --> 00:10:34.620]  如果他到
[00:10:34.620 --> 00:10:36.620]  十歲 十五歲
[00:10:36.620 --> 00:10:38.620]  甚至到二十歲的時候
[00:10:38.620 --> 00:10:40.620]  他都說這個就是Torah
[00:10:40.620 --> 00:10:42.620]  就是Don't touch the stove
[00:10:42.620 --> 00:10:44.620]  如果他
[00:10:44.620 --> 00:10:46.620]  還是這樣想的時候
[00:10:46.620 --> 00:10:48.620]  他就不是很明白
[00:10:48.620 --> 00:10:50.620]  那個說話Don't touch the stove
[00:10:50.620 --> 00:10:52.620]  那個所謂律例的意思
[00:10:52.620 --> 00:10:54.620]  其實Don't touch the stove
[00:10:54.620 --> 00:10:56.620]  是什麼意思
[00:10:56.620 --> 00:10:58.620]  Use the stove properly
[00:10:58.620 --> 00:11:00.620]  Right
[00:11:00.620 --> 00:11:02.620]  Use the stove properly
[00:11:02.620 --> 00:11:04.620]  到他慢慢長大的時候
[00:11:04.620 --> 00:11:06.620]  他就明白
[00:11:06.620 --> 00:11:08.620]  原來這句說話
[00:11:08.620 --> 00:11:10.620]  父母和我說的
[00:11:10.620 --> 00:11:12.620]  不要觸碰那個爐頭
[00:11:12.620 --> 00:11:14.620]  其實意思是什麼
[00:11:14.620 --> 00:11:16.620]  是好好用那個爐頭
[00:11:16.620 --> 00:11:18.620]  到他十五 十七歲的時候
[00:11:18.620 --> 00:11:20.620]  二十歲開始懂得弄東西
[00:11:20.620 --> 00:11:22.620]  開始懂得用的時候
[00:11:22.620 --> 00:11:24.620]  他就應該去到
[00:11:24.620 --> 00:11:26.620]  Use it properly
[00:11:26.620 --> 00:11:28.620]  煮一頓好的
[00:11:28.620 --> 00:11:30.620]  這個就是Don't touch the stove
[00:11:30.620 --> 00:11:32.620]  的意思
[00:11:32.620 --> 00:11:34.620]  你明不明白我意思
[00:11:34.620 --> 00:11:36.620]  背後有一個精神
[00:11:36.620 --> 00:11:38.620]  到他這麼大的時候
[00:11:38.620 --> 00:11:40.620]  他就應該要get到
[00:11:40.620 --> 00:11:42.620]  如果他get不到的時候
[00:11:42.620 --> 00:11:44.620]  他就有些問題
[00:11:44.620 --> 00:11:46.620]  Don't touch the stove
[00:11:46.620 --> 00:11:48.620]  其實你看其他的律法都好
[00:11:48.620 --> 00:11:50.620]  都是一樣的
[00:11:50.620 --> 00:11:52.620]  是要你去領略
[00:11:52.620 --> 00:11:54.620]  背後那個意思
[00:11:54.620 --> 00:11:56.620]  那個精神
[00:11:56.620 --> 00:11:58.620]  你才知道律法是一回什麼意思
[00:11:58.620 --> 00:12:00.620]  當五巡節來到的時候
[00:12:00.620 --> 00:12:02.620]  猶太人的傳統
