
[00:00:00.000 --> 00:00:04.260]  好,那《若拿書》一開始就講到
[00:00:04.260 --> 00:00:08.800]  若拿逃避神,即是逃跑
[00:00:08.800 --> 00:00:11.920]  我們一起讀一章一至三節
[00:00:11.920 --> 00:00:16.280]  今天我聖經就在《新譜及譯本》那裡拿出來
[00:00:16.280 --> 00:00:19.160]  因為這是我很喜歡的聖經譯本
[00:00:19.160 --> 00:00:21.280]  特別是在看故事的時候
[00:00:21.280 --> 00:00:22.960]  你會發覺是很全神的
[00:00:22.960 --> 00:00:25.800]  覺得是很直接,很容易明白
[00:00:25.800 --> 00:00:27.520]  好,那我們就開始讀一下
[00:00:27.520 --> 00:00:29.340]  一至三節,我們一起
[00:00:30.000 --> 00:00:32.720]  上主給阿米泰的兒子
[00:00:32.720 --> 00:00:34.760]  若拿這個信息
[00:00:34.760 --> 00:00:37.920]  起來往尼尼眉大城去
[00:00:37.920 --> 00:00:41.080]  向這城宣佈我的審判
[00:00:41.080 --> 00:00:45.400]  因為我看到那裡的居民罪惡滔天
[00:00:45.400 --> 00:00:47.080]  若拿卻起來
[00:00:47.080 --> 00:00:50.600]  相反的方向逃避上主
[00:00:50.600 --> 00:00:52.520]  他下到若白
[00:00:52.520 --> 00:00:55.880]  找到一艘開往他師的船
[00:00:55.880 --> 00:00:58.080]  他買票上了船
[00:00:58.080 --> 00:01:02.320]  想逃到他師去躲避上主
[00:01:02.320 --> 00:01:04.400]  給大家看一幅地圖
[00:01:04.400 --> 00:01:09.680]  神叫若拿去尼尼眉
[00:01:09.680 --> 00:01:11.800]  尼尼眉就在東面
[00:01:11.800 --> 00:01:15.280]  大家看到其實是三天的路程
[00:01:15.280 --> 00:01:19.840]  但是現在若拿上船
[00:01:19.840 --> 00:01:22.640]  就不去尼尼眉,不向東行
[00:01:22.640 --> 00:01:25.520]  反過來就去西,去他師
[00:01:25.520 --> 00:01:29.200]  很明顯若拿對上帝的指示
[00:01:29.200 --> 00:01:30.400]  叫他去尼尼眉
[00:01:30.400 --> 00:01:31.960]  是非常不同意的
[00:01:31.960 --> 00:01:33.560]  所以他調轉方向
[00:01:33.560 --> 00:01:35.680]  以示拒絕
[00:01:35.680 --> 00:01:36.960]  還走得很遠
[00:01:36.960 --> 00:01:38.840]  你看他師其實是很遠的
[00:01:38.840 --> 00:01:41.320]  想走到這麼遠的地方
[00:01:41.320 --> 00:01:44.960]  其實若拿為什麼不肯去呢?
[00:01:44.960 --> 00:01:46.480]  其實我們看回原來
[00:01:46.480 --> 00:01:47.880]  尼尼眉這個地方
[00:01:47.880 --> 00:01:50.480]  就是亞述這個地方的首都
[00:01:50.480 --> 00:01:53.080]  亞述是那時候興起的強國
[00:01:53.080 --> 00:01:57.320]  大家都知道亞述是殘殺以色列人的
[00:01:57.320 --> 00:02:00.080]  所以在若拿的眼光裏面
[00:02:00.080 --> 00:02:02.320]  這個是敵人
[00:02:02.320 --> 00:02:04.200]  是以色列的大敵人
[00:02:04.200 --> 00:02:07.560]  你叫我去向他們宣講神的訊息
[00:02:07.560 --> 00:02:09.120]  宣告神的憐憫
[00:02:09.120 --> 00:02:13.160]  豈不是真的跟敵人說些好事
[00:02:13.160 --> 00:02:14.800]  其實那個情況
[00:02:14.800 --> 00:02:17.840]  你想想好像第二次世界大戰
[00:02:17.840 --> 00:02:19.760]  如果我們叫猶太人
[00:02:19.760 --> 00:02:21.920]  去向德國人傳福音
[00:02:21.920 --> 00:02:23.120]  是否會很艱難?
[00:02:23.120 --> 00:02:24.640]  因為在第二次世界大戰
[00:02:24.640 --> 00:02:29.160]  德國人是殺了無數那麼多猶太人的
[00:02:29.160 --> 00:02:30.680]  所以那種仇恨的心
[00:02:30.680 --> 00:02:31.720]  在他的心裏面
[00:02:31.720 --> 00:02:34.200]  所以他就不願意去了
[00:02:34.200 --> 00:02:35.840]  另外就是他會想
[00:02:35.840 --> 00:02:39.440]  哇!你媽媽這個城罪惡滔天
[00:02:39.440 --> 00:02:42.320]  如果大家有看另外一卷小先知書
[00:02:42.320 --> 00:02:43.440]  《那紅書》
[00:02:43.440 --> 00:02:45.800]  其實你就會見到他裏面不停地形容
[00:02:45.800 --> 00:02:47.320]  尼尼眉是一個什麼地方
[00:02:47.320 --> 00:02:50.160]  就是一個真的頗恐怖的地方
[00:02:50.160 --> 00:02:53.920]  真的有很多罪惡,又貪婪、暴力、淫亂
[00:02:53.920 --> 00:02:55.040]  是什麼都齊的
[00:02:55.040 --> 00:02:57.440]  是一個很差的地方
[00:02:57.440 --> 00:02:58.440]  他又覺得
[00:02:58.440 --> 00:03:02.800]  這些地方滅亡是否應該?
[00:03:02.800 --> 00:03:06.480]  這些神物更加顯得神有公義
[00:03:06.480 --> 00:03:07.640]  他就這樣想
[00:03:07.640 --> 00:03:10.680]  而他這個想法是非常堅定的
[00:03:10.680 --> 00:03:12.440]  所以一個先知
[00:03:12.440 --> 00:03:13.440]  去到這個位置
[00:03:13.440 --> 00:03:15.320]  都逃避上主
[00:03:15.320 --> 00:03:17.040]  即是去走路
[00:03:17.040 --> 00:03:19.400]  不肯去背叛神
[00:03:19.400 --> 00:03:22.000]  神是希望他去的
[00:03:22.000 --> 00:03:22.960]  但他不肯去
[00:03:22.960 --> 00:03:26.120]  那麼對一個叛逆他的僕人
[00:03:26.120 --> 00:03:27.360]  你覺得神會不會就這樣
[00:03:27.360 --> 00:03:29.400]  好吧!這樣
[00:03:29.400 --> 00:03:30.280]  置之不理
[00:03:30.280 --> 00:03:31.480]  會不會呢?
[00:03:31.480 --> 00:03:32.040]  都不會的
[00:03:32.040 --> 00:03:33.800]  為什麼呢?
[00:03:33.800 --> 00:03:35.720]  希伯來書十二章六節
[00:03:35.720 --> 00:03:37.000]  我們一起讀
[00:03:37.000 --> 00:03:41.160]  「因為上主管教他所愛的人」
[00:03:41.160 --> 00:03:42.440]  是的
[00:03:42.440 --> 00:03:44.480]  神很愛我們每一個
[00:03:44.480 --> 00:03:46.400]  祂也愛若拿的
[00:03:46.400 --> 00:03:50.400]  所以當我們的生命出了一些問題的時候
[00:03:50.400 --> 00:03:53.600]  其實神是會管教我們的
[00:03:53.600 --> 00:03:56.880]  所以我們不會覺得
[00:03:56.880 --> 00:03:58.440]  神管教我們是不對的
[00:03:58.440 --> 00:03:59.760]  但我們真的要思想一下
[00:03:59.760 --> 00:04:00.880]  當神管教我們
[00:04:00.880 --> 00:04:04.200]  那麼神對若拿的管教是怎樣呢?
[00:04:04.200 --> 00:04:06.920]  就是剛才說他上了一條船
[00:04:06.920 --> 00:04:08.400]  準備去他屍
[00:04:08.400 --> 00:04:13.160]  那麼神就讓他這條船遇到暴風
[00:04:13.160 --> 00:04:15.800]  我們今天都在風暴來的
[00:04:15.800 --> 00:04:17.480]  其實神都容許的
[00:04:17.480 --> 00:04:20.080]  有時人生有風暴
[00:04:20.080 --> 00:04:23.440]  其實可能都未必是一件完全不好的事情
[00:04:23.440 --> 00:04:25.600]  可能神有些話跟我們說
[00:04:25.600 --> 00:04:29.680]  又或者有機會讓我們在一些事情上去迴轉
[00:04:29.680 --> 00:04:33.240]  那麼他就讓若拿遇到這個風暴
[00:04:33.240 --> 00:04:35.560]  那麼在這個狂風之中
[00:04:35.560 --> 00:04:37.040]  那些水手就很害怕
[00:04:37.040 --> 00:04:39.720]  其實水手都已經很熟悉水性的了
[00:04:39.720 --> 00:04:40.600]  他們都這麼害怕
[00:04:40.600 --> 00:04:42.560]  證明風暴有多大
[00:04:42.560 --> 00:04:43.880]  那麼所以他們就很害怕
[00:04:43.880 --> 00:04:45.960]  但是很害怕之下就大家都向自己
[00:04:45.960 --> 00:04:48.440]  信不同的所謂神
[00:04:48.440 --> 00:04:50.160]  那麼就來到祈禱
[00:04:50.160 --> 00:04:52.240]  呼求「喂!幫我們呀!」
[00:04:52.240 --> 00:04:55.680]  就將那些很重的東西都拋到船上
[00:04:55.680 --> 00:04:57.160]  那麼通常我們都會這樣做
[00:04:57.160 --> 00:04:58.480]  很害怕拋到船上
[00:04:58.480 --> 00:05:01.160]  但是那一刻若拿就形容自己
[00:05:01.160 --> 00:05:04.320]  就在船艙裡面睡得香甜
[00:05:04.320 --> 00:05:07.040]  就是在睡覺
[00:05:07.040 --> 00:05:09.800]  那麼船長就叫他「喂!喂!喂!起床啦!」
[00:05:09.800 --> 00:05:12.720]  「喂!你都應該向你的神去求啦!」
[00:05:12.720 --> 00:05:14.000]  「大家去求啦!」
[00:05:14.000 --> 00:05:16.840]  「那就求祂救我們啦!」
[00:05:16.840 --> 00:05:20.560]  不過大家所有人去求救
[00:05:20.560 --> 00:05:22.920]  那個風暴都沒有停止
