
[00:00:00.000 --> 00:00:04.100]  讀一段聖經在約瑟雅基第十四章
[00:00:04.100 --> 00:00:06.260]  從第十節到第十四節
[00:00:06.260 --> 00:00:10.200]  這是舊約的迦勒所說的一段話
[00:00:10.200 --> 00:00:13.000]  這裡說自從耶和華對摩西說這話的時候
[00:00:13.000 --> 00:00:17.120]  耶和華照祂所應許的是我存活的四十五年
[00:00:17.120 --> 00:00:18.960]  期間一些人在曠野行走
[00:00:18.960 --> 00:00:21.400]  看了現今我八十五歲
[00:00:21.400 --> 00:00:24.260]  我還是強壯像摩西打發我去那一天一樣
[00:00:24.260 --> 00:00:26.120]  無論是征戰是出入
[00:00:26.120 --> 00:00:27.600]  我的力量那時如何
[00:00:27.600 --> 00:00:29.920]  現在還是如何
[00:00:29.920 --> 00:00:33.160]  求你將耶和華那日應許我的這三地給我
[00:00:33.160 --> 00:00:36.520]  那裡有亞拉族人並寬大兼顧的城
[00:00:36.520 --> 00:00:37.800]  你也曾聽見了
[00:00:37.800 --> 00:00:40.660]  或者耶和華照祂所應許的與我同在
[00:00:40.660 --> 00:00:42.860]  我就把他們趕出去
[00:00:42.860 --> 00:00:45.860]  於是約瑟雅為耶和尼的兒子加了祝福
[00:00:45.860 --> 00:00:48.220]  將西伯倫給他為業
[00:00:48.220 --> 00:00:51.060]  所以西伯倫做了基尼西族
[00:00:51.060 --> 00:00:55.100]  耶和尼的兒子加了產業直到如今
[00:00:55.100 --> 00:00:58.500]  因為他專心跟從耶和華以色列的神
[00:00:58.500 --> 00:01:00.220]  我們就讀到這裡
[00:01:00.220 --> 00:01:02.400]  感謝神我們14天益智部落大會
[00:01:02.400 --> 00:01:04.120]  在上個禮拜圓滿結束
[00:01:04.120 --> 00:01:08.700]  Amen讓我們將榮耀歸給我們的神
[00:01:08.700 --> 00:01:10.300]  我想一方面我們真的要為神
[00:01:10.300 --> 00:01:13.800]  在我們中間成就偉大奇妙的事情獻上感恩
[00:01:13.800 --> 00:01:15.920]  另一方面我也真的看見
[00:01:15.920 --> 00:01:18.360]  這14天的聚會好像神
[00:01:18.360 --> 00:01:20.900]  正在預備我們能夠進入神
[00:01:20.900 --> 00:01:24.100]  一個新的工作季節當中
[00:01:24.100 --> 00:01:27.720]  我們看見神的手從來沒有停止工作
[00:01:27.720 --> 00:01:31.000]  神的手繼續帶領我們向前進
[00:01:31.000 --> 00:01:31.820]  Amen
[00:01:31.820 --> 00:01:33.820]  跟你們朋友說神的手繼續帶領我們向前
[00:01:33.820 --> 00:01:36.920]  你跟他說
[00:01:36.920 --> 00:01:40.000]  你知道每當我們預備要來跟隨神
[00:01:40.000 --> 00:01:42.200]  繼續向前進的時候
[00:01:42.200 --> 00:01:45.360]  我們總是會面對一個挑戰
[00:01:45.360 --> 00:01:46.760]  什麼挑戰呢
[00:01:46.760 --> 00:01:51.720]  那就是一個應許與現實之間的挑戰
[00:01:51.720 --> 00:01:53.560]  一方面我們看見神的應許
[00:01:53.560 --> 00:01:56.600]  是這樣的寶貴令人興奮
[00:01:56.600 --> 00:02:00.820]  但另一方面當我們看見我們現實的環境
[00:02:00.820 --> 00:02:02.720]  很像那時候好像擺在我們面前
[00:02:02.720 --> 00:02:06.400]  一個非常真實的挑戰
[00:02:06.400 --> 00:02:09.420]  這就好像在舊約時代的約書亞一樣
[00:02:09.420 --> 00:02:10.860]  當他要帶領以色列人
[00:02:10.860 --> 00:02:14.600]  要進入神所應許的迦南美地的時候
[00:02:14.600 --> 00:02:17.360]  一方面他看見神的應許
[00:02:17.360 --> 00:02:22.300]  迦南美地是神所給以色列人的應許之地
[00:02:22.300 --> 00:02:24.400]  但另一方面他也看見
[00:02:24.400 --> 00:02:27.400]  每當以色列人往前走一步
[00:02:27.400 --> 00:02:33.000]  每一步都要面對一場真實的硬仗
[00:02:33.000 --> 00:02:35.260]  事實上今天這段經文
[00:02:35.260 --> 00:02:39.920]  並不是以色列人剛剛進入迦南地的時候
[00:02:39.920 --> 00:02:41.960]  這段經文所描述的是
[00:02:41.960 --> 00:02:47.160]  以色列人進入迦南地五年之後的光景
[00:02:47.160 --> 00:02:48.900]  這五年當中
[00:02:48.900 --> 00:02:51.500]  以色列人在應許之地上
[00:02:51.500 --> 00:02:55.760]  並不是他們以前所以為全面得勝的光景
[00:02:55.760 --> 00:02:57.160]  不是
[00:02:57.160 --> 00:03:00.400]  反而是有贏也有輸
[00:03:00.400 --> 00:03:05.200]  他們並沒有把迦南人能夠完全趕逐出去
[00:03:05.200 --> 00:03:07.200]  所以約書亞這節十三章第一節
[00:03:07.200 --> 00:03:08.460]  你看見這裡怎麼說呢
[00:03:08.460 --> 00:03:10.200]  約書亞年紀老邁
[00:03:10.200 --> 00:03:12.600]  又要對他說你年紀老邁了
[00:03:12.600 --> 00:03:15.720]  還有許多什麼未得之地
[00:03:15.720 --> 00:03:17.920]  哇 說真的
[00:03:17.920 --> 00:03:19.500]  這句話從神的口中講起來
[00:03:19.500 --> 00:03:21.720]  真的有點洩氣不是嗎
[00:03:21.720 --> 00:03:24.060]  你可以想像當時的以色列人
[00:03:24.060 --> 00:03:27.500]  他們多麼的灰心跟失望嗎
[00:03:27.500 --> 00:03:29.360]  可能對他們來講
[00:03:29.360 --> 00:03:31.660]  這些未得之地
[00:03:31.660 --> 00:03:35.000]  大概可能就是不可能之地了
[00:03:35.000 --> 00:03:36.520]  可就在這個時刻
[00:03:36.520 --> 00:03:41.320]  迦勒卻對神有一個勇敢的心恩
[00:03:41.320 --> 00:03:43.560]  他在神面前呼求說
[00:03:43.560 --> 00:03:47.720]  主啊 將這三地給我
[00:03:47.720 --> 00:03:50.800]  你知道每次當我讀到這段經文的時候
[00:03:50.800 --> 00:03:52.300]  我就想說今天多少時候
[00:03:52.300 --> 00:03:55.300]  我們不也像當年的以色列人一樣嗎
[00:03:55.300 --> 00:04:00.120]  我們面對很多人生當中的未得之地
[00:04:00.120 --> 00:04:01.360]  多少時候當我們面對的
[00:04:01.360 --> 00:04:04.800]  擺在眼前艱難的環境
[00:04:04.800 --> 00:04:08.420]  我們不是常常感覺這些未得之地
[00:04:08.420 --> 00:04:12.220]  大概就是不可能之地嗎
[00:04:12.220 --> 00:04:15.100]  今天我們何等需要像迦勒一樣
[00:04:15.100 --> 00:04:17.460]  有這樣勇敢的心
[00:04:17.460 --> 00:04:19.060]  求神賜給我們勇敢的心
[00:04:19.060 --> 00:04:20.260]  向神呼求說
[00:04:20.260 --> 00:04:24.060]  主啊 將這三地給我
[00:04:24.060 --> 00:04:26.720]  所以今天我們就要從這段經文當中
[00:04:26.720 --> 00:04:28.420]  我們來思想
[00:04:28.420 --> 00:04:31.000]  迦勒怎麼樣依靠神
[00:04:31.000 --> 00:04:35.920]  能夠得著他生命當中的未得之地
[00:04:35.920 --> 00:04:37.420]  三方面
[00:04:37.420 --> 00:04:38.600]  第一個
[00:04:38.600 --> 00:04:40.400]  你一定要確信
[00:04:40.400 --> 00:04:43.720]  你一生的道路都在神的手中
[00:04:43.720 --> 00:04:44.360]  跟你們說
[00:04:44.360 --> 00:04:49.300]  你一生的道路都在神的手中
[00:04:49.300 --> 00:04:51.000]  在這短短幾節經文當中
[00:04:51.000 --> 00:04:51.960]  其實很有意思
[00:04:51.960 --> 00:04:53.600]  三次提到
[00:04:53.600 --> 00:04:57.220]  迦勒是專心跟從神的
[00:04:57.220 --> 00:04:59.660]  一個人若要專心跟從
[00:04:59.660 --> 00:05:01.460]  他就必須清楚
[00:05:01.460 --> 00:05:03.900]  他跟從的對象是誰
[00:05:03.900 --> 00:05:05.960]  一個人要專心跟從
[00:05:05.960 --> 00:05:07.400]  他也需要知道
[00:05:07.400 --> 00:05:09.700]  他的這個道路的目標
[00:05:09.700 --> 00:05:11.020]  那個目的地在哪裡
[00:05:11.020 --> 00:05:13.600]  否則他就不可能專心
[00:05:13.600 --> 00:05:15.620]  同樣今天我們若想像
[00:05:15.620 --> 00:05:17.320]  迦勒一樣專心跟隨
[00:05:17.320 --> 00:05:19.520]  我們也一定要有所確信
[00:05:19.520 --> 00:05:22.100]  確信我們一生的道路
[00:05:22.100 --> 00:05:24.020]  都在神的手中
[00:05:24.020 --> 00:05:24.560]  兩方面
[00:05:24.560 --> 00:05:26.660]  第一個你要確信
[00:05:26.660 --> 00:05:30.500]  神有個應許之地是為你預備
[00:05:30.500 --> 00:05:32.400]  跟你們說有個應許之地為你預備
[00:05:32.400 --> 00:05:35.760]  跟他說
[00:05:35.760 --> 00:05:37.200]  我們看見十二節裡面
[00:05:37.200 --> 00:05:39.900]  迦勒在這向神呼求說
[00:05:39.900 --> 00:05:43.100]  求神將把應許的三地
[00:05:43.100 --> 00:05:44.120]  給我的時候
[00:05:44.120 --> 00:05:45.360]  我們就看見迦勒
[00:05:45.360 --> 00:05:48.020]  就非常的清楚一件事情
[00:05:48.020 --> 00:05:50.460]  神是有個應許的三地
[00:05:50.460 --> 00:05:52.560]  是為他預備的
[00:05:52.560 --> 00:05:54.600]  他相信一件事情
[00:05:54.600 --> 00:05:57.360]  這個三地在過去
[00:05:57.360 --> 00:05:59.600]  是神應許之地
[00:05:59.600 --> 00:06:03.200]  在現在雖然是未得之地
[00:06:03.200 --> 00:06:07.020]  但在將來必定是必得之地
[00:06:07.020 --> 00:06:11.500]  你們雖然現在是未得之地
[00:06:11.500 --> 00:06:13.660]  但在神的時候當中
[00:06:13.660 --> 00:06:16.220]  一定是必得之地
[00:06:16.220 --> 00:06:19.220]  第二點今天你也要像迦勒一樣
[00:06:19.220 --> 00:06:22.220]  要確信神在你一生當中
[00:06:22.220 --> 00:06:24.000]  是有計畫
[00:06:24.000 --> 00:06:27.600]  是有個應許之地為你預備的
[00:06:27.600 --> 00:06:29.820]  我很喜歡大衛在四篇十六篇
[00:06:29.820 --> 00:06:31.660]  第六節裡面所說的話
[00:06:31.660 --> 00:06:34.320]  大衛說用神糧給我的地界
[00:06:34.320 --> 00:06:36.260]  坐落在加美之處
[00:06:36.260 --> 00:06:40.060]  然後什麼我的產業實在美好
[00:06:40.060 --> 00:06:41.460]  我們看見大衛沒有說
[00:06:41.460 --> 00:06:42.800]  我們的產業
[00:06:42.800 --> 00:06:44.560]  他說我的產業
[00:06:44.560 --> 00:06:47.300]  他很清楚知道神給他
[00:06:47.300 --> 00:06:48.800]  有一個應許之地
[00:06:48.800 --> 00:06:50.760]  神給他有一個產業
[00:06:50.760 --> 00:06:54.700]  神在他身上是有計畫的
[00:06:54.700 --> 00:06:56.420]  在舊約時代我們看見
[00:06:56.420 --> 00:07:00.800]  神要亞伯拉罕離開他的家鄉烏爾
[00:07:00.800 --> 00:07:01.760]  為什麼
[00:07:01.760 --> 00:07:04.200]  因為神在亞伯拉罕身上
[00:07:04.200 --> 00:07:05.900]  是有一個計畫
[00:07:05.900 --> 00:07:09.100]  神在他身上是有個應許之地
[00:07:09.100 --> 00:07:10.800]  為他預備
[00:07:10.800 --> 00:07:14.400]  神之所以要他離開他的家鄉烏爾
[00:07:14.400 --> 00:07:16.900]  不是因為烏爾有什麼不好
[00:07:16.900 --> 00:07:19.760]  其實烏爾是當時很大的一個城市
[00:07:19.760 --> 00:07:21.060]  從人的角度來講
[00:07:21.060 --> 00:07:24.060]  人人都想停留在烏爾這個城市
[00:07:24.060 --> 00:07:27.460]  但烏爾卻不是神所給亞伯拉罕
[00:07:27.460 --> 00:07:29.400]  應許之地
[00:07:29.400 --> 00:07:31.000]  其實比較起來
[00:07:31.000 --> 00:07:34.320]  迦南地在當時來講
[00:07:34.320 --> 00:07:37.420]  一點沒有比烏爾更加的好
[00:07:37.420 --> 00:07:41.300]  但那卻是神所給亞伯拉罕的應許之地
[00:07:41.300 --> 00:07:43.520]  只有在這個應許之地
[00:07:43.520 --> 00:07:47.520]  亞伯拉罕才可能得蒙神的祝福
[00:07:47.520 --> 00:07:48.620]  所以弟兄姊妹
[00:07:48.620 --> 00:07:54.120]  千萬不要輕看神在你身上的帶領跟恩典
[00:07:54.120 --> 00:07:59.360]  也不要去羨慕別人身上所有的一切
[00:07:59.360 --> 00:08:02.620]  因為別人是有別人的地界的
[00:08:02.620 --> 00:08:06.100]  你要明白神在你身上是有計畫的
[00:08:06.100 --> 00:08:10.860]  神在你身上是有一個命定的地界為你預備的
[00:08:10.860 --> 00:08:11.860]  Amen
[00:08:11.860 --> 00:08:16.020]  跟你朋友說神在你身上是有計畫的
[00:08:16.020 --> 00:08:18.720]  只要我們專心來跟從祂
[00:08:18.720 --> 00:08:21.500]  神就要在我們一生當中帶領我們
[00:08:21.500 --> 00:08:23.920]  塑造我們 磨練我們
[00:08:23.920 --> 00:08:27.620]  直到我們得到神所給我們應許的祝福
[00:08:27.620 --> 00:08:29.500]  Amen
[00:08:29.500 --> 00:08:30.420]  第二
[00:08:30.420 --> 00:08:31.760]  你一定要確信
[00:08:31.760 --> 00:08:34.720]  神必定要成就祂的應許
[00:08:34.720 --> 00:08:39.600]  跟你朋友說神必定成就祂的應許
[00:08:39.600 --> 00:08:42.860]  第二點你不但要確信神在你身上是有計畫
