
[00:00:00.000 --> 00:00:04.120]  各位大英姐妹 早安 新年快樂
[00:00:04.120 --> 00:00:07.680]  讓我們在聽到之前一起來有個祈禱
[00:00:07.680 --> 00:00:15.280]  秋日天賦 願祢的靈在我們當中運行
[00:00:15.280 --> 00:00:20.280]  讓我們也在祢面前謙卑的來聆聽祢的信息
[00:00:20.280 --> 00:00:23.120]  讓講的聽的都一同受教
[00:00:23.120 --> 00:00:26.120]  奉主耶穌基督的聖名祈求 阿們
[00:00:30.600 --> 00:00:31.600]  作為基督徒
[00:00:31.600 --> 00:00:34.800]  不知道大家有沒有想過以下的問題呢?
[00:00:34.800 --> 00:00:39.560]  第一 為什麼無辜人會受害呢?
[00:00:39.560 --> 00:00:45.760]  第二 為什麼神會被惡人當道呢?
[00:00:45.760 --> 00:00:49.120]  我們今天會看《史詩記》第九章的經文
[00:00:49.120 --> 00:00:54.480]  其實我們一直在跟公說《史詩記》的講道
[00:00:54.480 --> 00:00:56.920]  發覺《史詩記》所記載的東西很混亂
[00:00:56.920 --> 00:00:59.640]  因為當時以色列沒有王
[00:00:59.640 --> 00:01:02.120]  國人任意而行
[00:01:02.120 --> 00:01:05.680]  而在《史詩記》所記載的七次的興衰歷史中
[00:01:05.680 --> 00:01:07.960]  六次都是由外敵引起的
[00:01:07.960 --> 00:01:13.520]  只有一次是由自己人亞比米勒所引致的
[00:01:13.520 --> 00:01:15.160]  它雖然不是《史詩》
[00:01:15.160 --> 00:01:19.080]  但在《史詩記》中佔了一整章的篇幅
[00:01:19.080 --> 00:01:21.760]  現在我們就看看亞比米勒的事跡
[00:01:21.760 --> 00:01:27.400]  就是在《史詩記》第九章中所記載的
[00:01:27.400 --> 00:01:31.200]  亞比米勒是一個帶有一半艱難血統的人
[00:01:31.200 --> 00:01:34.840]  他的父親耶路巴力(基澱)
[00:01:34.840 --> 00:01:36.480]  是屬於馬拿西之派的
[00:01:36.480 --> 00:01:39.080]  六章十五節裡說到
[00:01:39.080 --> 00:01:42.560]  而他的母親在八章三十一節裡我們看到
[00:01:42.560 --> 00:01:45.280]  他的母親是基澱的妾侍
[00:01:45.280 --> 00:01:46.640]  她是士劍人
[00:01:46.640 --> 00:01:50.520]  士劍是當時在以法連之派的佔地當中
[00:01:50.520 --> 00:01:54.920]  估計他的家族對於士劍人都有一定的影響力
[00:01:54.920 --> 00:01:57.480]  因為我們看回第三節裡說到
[00:01:57.480 --> 00:02:01.200]  他通過他的家人可以得到全城的支持
[00:02:01.200 --> 00:02:02.560]  支持亞比米勒的
[00:02:02.560 --> 00:02:03.840]  所以都有一定的影響力
[00:02:03.840 --> 00:02:05.480]  雖然他是做妾侍
[00:02:05.480 --> 00:02:08.680]  基澱和他的結合是當時流行的
[00:02:08.680 --> 00:02:10.520]  所謂的夫房式的婚姻
[00:02:10.520 --> 00:02:11.720]  就是說結了婚之後
[00:02:11.720 --> 00:02:14.520]  那個女士仍然住在她的爸爸家裡
[00:02:14.520 --> 00:02:17.840]  丈夫偶然帶一些禮物來探望她
[00:02:17.840 --> 00:02:22.000]  兒子也是住在外公家裡
[00:02:22.000 --> 00:02:24.560]  而亞比米勒這個名字的意思
[00:02:24.560 --> 00:02:27.040]  就是「我父侍王」
[00:02:27.040 --> 00:02:29.080]  在八章三十一節說到
[00:02:29.080 --> 00:02:30.760]  是基澱幫他起這個名字的
[00:02:30.760 --> 00:02:35.200]  到底基澱幫兒子叫做「我父侍王」
[00:02:35.200 --> 00:02:36.400]  是不是基澱很想做王呢
[00:02:36.400 --> 00:02:37.640]  比如你生了個兒子
[00:02:37.640 --> 00:02:38.520]  叫兒子做太子
[00:02:38.520 --> 00:02:40.240]  那你不就是自己想做皇帝呢
[00:02:40.240 --> 00:02:41.440]  是不是這個意思呢
[00:02:41.440 --> 00:02:43.400]  或者他是預見到
[00:02:43.400 --> 00:02:45.880]  嗯 預知這個兒子很有野心
[00:02:45.880 --> 00:02:46.840]  很想做皇帝
[00:02:46.840 --> 00:02:48.640]  所以就改名叫「亞比米勒」
[00:02:48.640 --> 00:02:50.920]  這個不是很肯定的
[00:02:50.920 --> 00:02:53.880]  無論如何他的名字就是「我父侍王」的意思
[00:02:53.880 --> 00:02:57.880]  事件這個地方就在以色列北部
[00:02:57.880 --> 00:03:00.240]  大約是48公里左右
[00:03:00.240 --> 00:03:03.760]  就位於基里森山和以巴魯山
[00:03:03.760 --> 00:03:07.040]  就是基里森山的南邊和以巴魯山之北
[00:03:07.040 --> 00:03:10.360]  之間的以法連支派的領地當中
[00:03:10.360 --> 00:03:14.840]  那是一個重要的交通要道和軍事的據點
[00:03:14.840 --> 00:03:17.560]  在《創世紀》十二章已經有提到這個地方
[00:03:17.560 --> 00:03:20.120]  就是說在亞伯拉罕時代這個城市已經存在
[00:03:20.120 --> 00:03:22.240]  是一個古老的城市
[00:03:22.240 --> 00:03:25.200]  那約書亞和以色列人也在這裡重新立約
[00:03:25.200 --> 00:03:27.600]  在約書亞紀第27章說到
[00:03:27.600 --> 00:03:30.160]  「至於我和我家 我們必定侍奉耶和華」
[00:03:30.160 --> 00:03:31.520]  這個熟悉的經文
[00:03:31.520 --> 00:03:35.040]  約書亞在這裡都是和以色列人立約的
[00:03:35.040 --> 00:03:36.480]  在史詩時代
[00:03:36.480 --> 00:03:39.440]  事件仍然是迦南人所佔有的城市
[00:03:39.440 --> 00:03:41.800]  但是已經和以色列人混雜了
[00:03:41.800 --> 00:03:43.640]  因為當時是史詩時代
[00:03:43.640 --> 00:03:45.360]  約書亞把地分給十二支派
[00:03:45.360 --> 00:03:48.280]  那十二支派各自就在那個地方
[00:03:48.280 --> 00:03:50.880]  就趕出迦南人或者統治那個地方
[00:03:50.880 --> 00:03:54.520]  而這個事件就是迦南人所佔有的城市
[00:03:54.520 --> 00:03:58.720]  但是也有一些以色列人和他們一起混雜生活
[00:03:58.720 --> 00:04:01.320]  好了 我們回看這一章經文裡面
[00:04:01.320 --> 00:04:03.600]  大子的內容是說到
[00:04:03.600 --> 00:04:07.080]  亞比米勒得到他母系親屬的使劍人幫助
[00:04:07.080 --> 00:04:09.160]  就屠殺了他兄弟70人
[00:04:09.160 --> 00:04:11.120]  其實69人因為逃脫了一個
[00:04:11.120 --> 00:04:12.480]  稍後你就會知道了
[00:04:12.480 --> 00:04:14.360]  就做使劍一帶的王
[00:04:14.360 --> 00:04:18.200]  三年之後使劍人就背叛了亞比米勒
[00:04:18.200 --> 00:04:19.920]  結果就引起了一場殺戮
[00:04:19.920 --> 00:04:23.720]  最後使劍人和亞比米勒就同歸於盡
[00:04:23.720 --> 00:04:28.160]  在亂世裡面見神的作為
[00:04:28.160 --> 00:04:30.680]  首先我們看看第一點
[00:04:30.680 --> 00:04:32.560]  有些不合理的事發生
[00:04:32.560 --> 00:04:34.760]  在亂世裡面有些不合理的事發生
[00:04:34.760 --> 00:04:35.960]  在第一至第六節
[00:04:35.960 --> 00:04:38.680]  剛才主席和我們讀出了
[00:04:38.680 --> 00:04:43.000]  就是特別在第一至第五節講到無辜人被害
[00:04:43.000 --> 00:04:46.600]  姬甸的70個兒子被殺
[00:04:46.600 --> 00:04:51.720]  使劍人在神廟裡面拿了74赫勒銀子給亞比米勒
[00:04:51.720 --> 00:04:56.080]  74赫勒大約等於700克
[00:04:56.080 --> 00:05:02.520]  而亞比米勒就僱用了一些匪徒去幫他打天下
[00:05:02.520 --> 00:05:05.080]  亞比米勒是用錢去收買一些人
[00:05:05.080 --> 00:05:06.880]  去為他打天下的
[00:05:06.880 --> 00:05:08.920]  所以說這幫人跟隨他
[00:05:08.920 --> 00:05:11.440]  就不是認同亞比米勒的政治理念
[00:05:11.440 --> 00:05:13.360]  他的政綱來跟隨他
[00:05:13.360 --> 00:05:16.920]  也不是像《史詩記》裡面所記載的那些史詩的跟隨者
[00:05:16.920 --> 00:05:18.120]  出於自發的
[00:05:18.120 --> 00:05:19.560]  他們純粹是為了錢
[00:05:19.560 --> 00:05:23.680]  才去跟著亞比米勒
[00:05:23.680 --> 00:05:28.760]  這裡講到亞比米勒就去殺死他70個兄弟
[00:05:28.760 --> 00:05:33.000]  經文提到是在一塊盆石上面去公開地殺死他們
[00:05:33.000 --> 00:05:36.120]  有些研究就說這塊盆石可能是中間
[00:05:36.120 --> 00:05:38.560]  就是一個很大的平台 很實的盆石
[00:05:38.560 --> 00:05:39.760]  中間可能有些凹陷
[00:05:39.760 --> 00:05:40.880]  人在上面殺了之後
[00:05:40.880 --> 00:05:44.880]  血就流到中間就不會流出來污染那個地方
[00:05:44.880 --> 00:05:45.880]  無論如何
[00:05:45.880 --> 00:05:47.720]  這是一個公開處決的儀式
[00:05:47.720 --> 00:05:50.080]  很有秩序的去處死他們
[00:05:50.080 --> 00:05:53.520]  能夠公開處決這幫人
[00:05:53.520 --> 00:05:58.320]  很難說他們打劫或者是一些搶掠這些罪證
[00:05:58.320 --> 00:06:01.920]  因為這些很難一幫人一起去誣告他們
[00:06:01.920 --> 00:06:03.520]  很可能控告他們的罪名
[00:06:03.520 --> 00:06:05.440]  就是跟宗教或者政治有關
[00:06:05.440 --> 00:06:08.560]  譬如說控告他們煽動、叛亂這些罪名
[00:06:08.560 --> 00:06:11.840]  就可以這樣公開處決他們
[00:06:11.840 --> 00:06:13.560]  無論如何我們看到
[00:06:13.560 --> 00:06:15.080]  這些不合理的事情
[00:06:15.080 --> 00:06:17.320]  第一件事就是無辜人被害
[00:06:17.320 --> 00:06:19.760]  第二件事就是惡人當道
[00:06:19.760 --> 00:06:20.800]  第六節說
[00:06:20.800 --> 00:06:24.240]  「士劍人和米萊人都一同聚集
[00:06:24.240 --> 00:06:26.960]  在士劍杖樹旁的柱子那裡
[00:06:26.960 --> 00:06:29.680]  立了亞比米勒為王」
[00:06:29.680 --> 00:06:31.960]  這個題材除了士劍人以外也有米萊人
[00:06:31.960 --> 00:06:35.320]  米萊可能是離士劍沒多遠的一個地方
[00:06:35.320 --> 00:06:40.320]  米萊人應該是一個宗族、一個大的家族這樣的人
[00:06:40.320 --> 00:06:44.320]  士劍杖樹其實在《創世紀》35章4節也有提到
[00:06:44.320 --> 00:06:46.160]  在希伯來人的聖樹
[00:06:46.160 --> 00:06:49.520]  就是他們認為在那棵樹上就可以求問神
[00:06:49.520 --> 00:06:54.600]  當然他們對於宗教的認識當時是這樣的
[00:06:54.600 --> 00:06:57.800]  柱子那條柱子就是希伯來人和迦南人
[00:06:57.800 --> 00:07:00.560]  在崇拜的地方很習慣使用的一些聖石
[00:07:00.560 --> 00:07:03.680]  立了一條柱子在當中敬拜神
[00:07:03.680 --> 00:07:07.120]  而當時在聖所或者宗教聖地立王
[00:07:07.120 --> 00:07:11.920]  也是以色列人或者迦南人的慣例
[00:07:11.920 --> 00:07:13.760]  我們說惡人當道
[00:07:13.760 --> 00:07:17.240]  到底誰的惡行更加嚴重呢?
[00:07:17.240 --> 00:07:20.080]  是亞比米勒的謀殺
[00:07:20.080 --> 00:07:28.360]  還是出錢給他當幫兇的士劍人呢?
[00:07:28.360 --> 00:07:31.960]  士劍人立他為王
[00:07:31.960 --> 00:07:35.160]  他們沒有徵詢到神的意見
[00:07:35.160 --> 00:07:38.720]  他們竟然立一個兇手做皇帝
[00:07:38.720 --> 00:07:40.560]  你期望他會怎樣呢?
[00:07:40.560 --> 00:07:43.760]  他是一個殘殺兄弟的人
[00:07:43.760 --> 00:07:45.480]  這些人是不是失去理性呢?
[00:07:45.480 --> 00:07:50.920]  為何士劍人會立一個殺兄弟的兇手做皇帝呢?
[00:07:50.920 --> 00:07:55.200]  我們看回第8章33至35節
[00:07:55.200 --> 00:08:02.400]  「基澱死後 以色列人又去隨從諸巴力行邪淫
[00:08:02.400 --> 00:08:05.560]  以巴力比利土為他們的神
[00:08:05.560 --> 00:08:08.520]  以色列人不紀念耶和華他們的神
[00:08:08.520 --> 00:08:10.960]  也不照著耶路巴力就是基澱
[00:08:10.960 --> 00:08:15.840]  向他們所施的恩惠厚待他的家」
[00:08:15.840 --> 00:08:19.760]  這班以色列人 包括這些士劍人
[00:08:19.760 --> 00:08:23.440]  他們對神的作為忘記了
[00:08:23.440 --> 00:08:26.120]  他們失去了一個感恩的心
[00:08:26.120 --> 00:08:29.160]  還怎樣去期望有理性 怎樣去選擇做皇帝呢?
[00:08:29.160 --> 00:08:33.120]  所以他們立皇的時候都沒有想過要問一下神
[00:08:33.120 --> 00:08:36.760]  而阿彼米勒去遊說士劍人支持他做皇帝
[00:08:36.760 --> 00:08:39.840]  是強調他母親就是士劍人
[00:08:39.840 --> 00:08:44.960]  他也可算是他們的骨肉、同胞
[00:08:44.960 --> 00:08:47.440]  他說「是七十人管理你們好
[00:08:47.440 --> 00:08:50.160]  還是由一個人管理你們好呢?」
[00:08:50.160 --> 00:08:55.080]  阿彼米勒認為這是一個很有力的說服的證據
[00:08:55.080 --> 00:08:58.280]  其實我們無需要斷定到底基澱那七十個兒子
[00:08:58.280 --> 00:09:03.800]  是不是真的很想獲取他爸爸統治以色列的權力
[00:09:03.800 --> 00:09:08.520]  還是只是阿彼米勒在那裏作出來呢?
[00:09:08.520 --> 00:09:11.400]  但無論如何 阿彼米勒都是誇大去講這件事
[00:09:11.400 --> 00:09:14.640]  就引起民眾的恐慌和偏見
[00:09:14.640 --> 00:09:17.600]  說七十人管理是不是很亂?
[00:09:17.600 --> 00:09:20.480]  阿彼米勒更說「我是你們的骨肉」
[00:09:20.480 --> 00:09:24.560]  表面上是向迦南人發出這個請求
[00:09:24.560 --> 00:09:30.360]  其實是挑起一個族群的矛盾
[00:09:30.360 --> 00:09:35.400]  因為當時士劍在以色列人裏面是屬於以法連支派的
[00:09:35.400 --> 00:09:38.880]  也就是說是以法連支派的屬地
[00:09:38.880 --> 00:09:41.280]  阿彼米勒非常了解
[00:09:41.280 --> 00:09:43.960]  其實這個以法連支派都很有野心
[00:09:43.960 --> 00:09:46.640]  想成為統治以色列的支派
[00:09:46.640 --> 00:09:48.640]  因為當時基典是統治以色列的
[00:09:48.640 --> 00:09:50.440]  基典是屬於馬拿西支派的
[00:09:50.440 --> 00:09:54.800]  所以他們都是有野心想做這個領導者
[00:09:54.800 --> 00:09:58.240]  所以這個來自基典士劍的兒子
[00:09:58.240 --> 00:10:00.320]  很容易就獲得這個機會
[00:10:00.320 --> 00:10:01.800]  得到士劍人的支持
[00:10:01.800 --> 00:10:05.400]  因為他挑起了那種族群的矛盾
[00:10:05.400 --> 00:10:07.480]  阿彼米勒比蘇羅更早做王
[00:10:07.480 --> 00:10:09.240]  蘇羅是以色列第一個王
[00:10:09.240 --> 00:10:13.600]  不過他的版圖很小 其實都是士劍一帶的地方
[00:10:13.600 --> 00:10:18.080]  以色列人以為他們沒有王 才被列國欺負
[00:10:18.080 --> 00:10:20.760]  他們忘記了 其實他們因為離棄了神
[00:10:20.760 --> 00:10:23.680]  所以被列國欺負
[00:10:23.680 --> 00:10:27.920]  我們看到不合理的事
[00:10:27.920 --> 00:10:29.880]  是無辜人去被害
[00:10:29.880 --> 00:10:32.000]  和惡人當道
[00:10:32.000 --> 00:10:37.440]  我們怎樣在這個亂世裏面看到神的作為呢?
[00:10:37.440 --> 00:10:40.920]  第一件事我看到的就是神總有恩典
[00:10:40.920 --> 00:10:44.240]  因為在基典的70個兒子被殺的時候
[00:10:44.240 --> 00:10:48.560]  有一個小兒子約坦他逃脫了
[00:10:48.560 --> 00:10:51.520]  神存留在基典的後代
[00:10:51.520 --> 00:10:55.120]  在絕望的當中 仍然有盼望
[00:10:55.120 --> 00:10:57.600]  約坦是基典的小兒子
[00:10:57.600 --> 00:11:02.000]  原文的意思是「耶和華是完全的」
[00:11:02.000 --> 00:11:04.880]  我們看看第七節到二十一節
[00:11:04.880 --> 00:11:06.200]  這個就是約坦
[00:11:06.200 --> 00:11:09.920]  他知道阿彼米勒做了王之後
[00:11:09.920 --> 00:11:14.680]  他講的一些預言、一個故事
[00:11:14.680 --> 00:11:17.680]  我讀給大家聽 大家喜歡都可以跟我一起讀
[00:11:17.680 --> 00:11:20.440]  從七節開始 第二十一節
[00:11:20.440 --> 00:11:23.160]  有人將這事告訴約坦
[00:11:23.160 --> 00:11:26.040]  他就去站在基利森山頂上
[00:11:26.040 --> 00:11:28.280]  向眾人大聲喊叫說
[00:11:28.280 --> 00:11:31.480]  「使見人吶 你們要聽我的話
[00:11:31.480 --> 00:11:33.880]  神也就聽你們的話
[00:11:33.880 --> 00:11:37.240]  有一事 樹木要高一樹為王
[00:11:37.240 --> 00:11:40.960]  管理他們 就去對橄欖樹說
[00:11:40.960 --> 00:11:43.120]  請你做我們的王」
[00:11:43.120 --> 00:11:45.120]  橄欖樹回答說
[00:11:45.120 --> 00:11:49.200]  「我豈肯指著供奉神和尊重人的柔
[00:11:49.200 --> 00:11:51.760]  飄搖在種樹之上呢?」
[00:11:51.760 --> 00:11:54.200]  樹木對無花果樹說
[00:11:54.200 --> 00:11:56.400]  「請你來做我們的王」
[00:11:56.400 --> 00:11:58.560]  無花果樹回答說
[00:11:58.560 --> 00:12:01.960]  「我豈肯指著所結甜美的果子
