
[00:00:00.000 --> 00:00:03.200]  香港經歷了這個山竹之後
[00:00:03.200 --> 00:00:07.520]  我要為這個城市感恩
[00:00:07.520 --> 00:00:10.000]  因為在這麼強的颱風之下
[00:00:10.000 --> 00:00:13.840]  其實香港應該沒有一個死亡個案
[00:00:13.840 --> 00:00:18.960]  有交通的擠塞這些可以預計
[00:00:18.960 --> 00:00:22.400]  但你知不知道在同一個期的裏面
[00:00:22.400 --> 00:00:23.840]  同今年的夏季裏面
[00:00:23.840 --> 00:00:25.680]  一些很現代的地方
[00:00:25.680 --> 00:00:28.320]  日本、美國都是經歷了風暴
[00:00:28.320 --> 00:00:29.840]  但他們死了很多人
[00:00:29.840 --> 00:00:31.120]  大家明不明
[00:00:31.120 --> 00:00:35.360]  所以其實不是一定可以今天清晨坐在這裏
[00:00:35.360 --> 00:00:36.400]  見到隔壁那個
[00:00:36.400 --> 00:00:38.560]  所以看清楚一點
[00:00:38.560 --> 00:00:39.520]  不知下個颱風
[00:00:39.520 --> 00:00:41.040]  現在聽說有颱風正在來
[00:00:41.040 --> 00:00:44.400]  颱風的位置好像和山竹差不多
[00:00:44.400 --> 00:00:45.920]  好像飛過來
[00:00:45.920 --> 00:00:47.680]  所以看清楚一點
[00:00:47.680 --> 00:00:48.560]  隔壁有一個
[00:00:48.560 --> 00:00:51.120]  不知過了幾個星期之後
[00:00:51.120 --> 00:00:52.400]  是否可以再說一句
[00:00:52.400 --> 00:00:54.880]  暴風之後仍然可以見你面
[00:00:54.880 --> 00:01:03.520]  上個星期打風
[00:01:03.520 --> 00:01:07.360]  我問下中間有沒有弟兄姊妹
[00:01:07.360 --> 00:01:09.600]  你家裏有黏膠紙
[00:01:09.600 --> 00:01:13.040]  即是那些防風的膠紙
[00:01:13.040 --> 00:01:14.160]  咦 這麼少
[00:01:14.160 --> 00:01:16.240]  不是 有些人不想拿走
[00:01:16.240 --> 00:01:17.440]  差不多所有人都黏了
[00:01:17.440 --> 00:01:20.400]  我想問大家一個問題
[00:01:20.400 --> 00:01:23.040]  那些防風的膠紙
[00:01:23.040 --> 00:01:25.040]  如果你真的去買
[00:01:25.040 --> 00:01:26.800]  多少錢一卷
[00:01:26.800 --> 00:01:28.240]  8元
[00:01:28.240 --> 00:01:30.400]  8元呀
[00:01:30.400 --> 00:01:31.840]  這麼便宜
[00:01:31.840 --> 00:01:35.840]  最早期買
[00:01:35.840 --> 00:01:37.920]  我說打風的時候那些日子去買
[00:01:37.920 --> 00:01:38.720]  前幾天去買
[00:01:38.720 --> 00:01:41.760]  為何突然間這麼哄動
[00:01:41.760 --> 00:01:43.280]  說起買東西
[00:01:43.280 --> 00:01:50.240]  我未試過這樣的經驗
[00:01:50.240 --> 00:01:51.600]  不過報紙都說很多
[00:01:51.600 --> 00:01:54.160]  原價不知25元
[00:01:54.160 --> 00:01:57.760]  然後被人搶到沒貨
[00:01:57.760 --> 00:01:59.280]  有人抬價
[00:01:59.280 --> 00:02:01.840]  40元 50元
[00:02:01.840 --> 00:02:03.120]  聽說80元都有
[00:02:03.120 --> 00:02:05.680]  都試過這樣的價錢
[00:02:05.680 --> 00:02:12.080]  不知你覺得這些是否叫趁風打劫
[00:02:12.080 --> 00:02:13.360]  我們有一種感恩
[00:02:13.360 --> 00:02:15.280]  因為我隔壁屋有個鄰居
[00:02:15.280 --> 00:02:17.440]  同一層住在另一個單位
[00:02:17.440 --> 00:02:19.520]  很多年朋友
[00:02:19.520 --> 00:02:23.360]  原來他在3M做管理階層
[00:02:23.360 --> 00:02:24.880]  他跟我們說
[00:02:24.880 --> 00:02:26.560]  不知你們有沒有買到
[00:02:26.560 --> 00:02:27.840]  怕你們買不到
[00:02:27.840 --> 00:02:29.120]  他說他們公司
[00:02:29.120 --> 00:02:31.040]  不是幫我賣廣告
[00:02:31.040 --> 00:02:32.960]  剛剛發生的事
[00:02:32.960 --> 00:02:34.880]  他說他們有二十多萬卷
[00:02:34.880 --> 00:02:37.440]  在倉庫裏面全部清了
[00:02:37.440 --> 00:02:38.480]  被人搶了
[00:02:38.480 --> 00:02:41.280]  他強行用職員身份留下了一堆
[00:02:41.280 --> 00:02:42.560]  送給朋友
[00:02:42.560 --> 00:02:46.160]  於是送了大概七八卷到我家
[00:02:46.160 --> 00:02:47.680]  送給我們作禮物
[00:02:47.680 --> 00:02:51.520]  有朋友真的不錯
[00:02:51.520 --> 00:02:52.800]  這麼多年都好像未試過
[00:02:52.800 --> 00:02:59.200]  第一次試過在家裏連米字
[00:02:59.200 --> 00:03:03.040]  這就是山竹帶給我們一個特別的經驗
[00:03:03.040 --> 00:03:08.160]  回到剛才的問題
[00:03:08.160 --> 00:03:10.720]  如果有人在打風裏面
[00:03:10.720 --> 00:03:14.560]  趁風將東西抬價
[00:03:14.560 --> 00:03:19.680]  不知你們對這個行為有何看法
[00:03:19.680 --> 00:03:22.240]  如果突然之間有這樣的
[00:03:22.240 --> 00:03:23.520]  其實大家都知道
[00:03:23.520 --> 00:03:25.840]  陸鋒來緊接都講了很久
[00:03:25.840 --> 00:03:27.360]  大家要注意小心
[00:03:27.360 --> 00:03:29.920]  好講好多
[00:03:29.920 --> 00:03:33.760]  如果你有一個先見之明
[00:03:33.760 --> 00:03:38.880]  你可能會趁這個社會危機
[00:03:38.880 --> 00:03:41.440]  快不才也說不定
[00:03:41.440 --> 00:03:42.720]  這個行為
[00:03:42.720 --> 00:03:46.560]  是好還是不好
[00:03:46.560 --> 00:03:49.120]  今天要講道這篇經文
[00:03:49.120 --> 00:03:51.680]  和這句話有很相似的地方
[00:03:51.680 --> 00:03:52.960]  我們看看聖經怎樣講好嗎
[00:03:52.960 --> 00:03:56.800]  打開路加福音第十六章
[00:03:56.800 --> 00:03:59.360]  一至十三節
[00:03:59.360 --> 00:04:00.640]  這是耶穌的一個比喻
[00:04:00.640 --> 00:04:04.480]  一個關於不義的管家的比喻
[00:04:04.480 --> 00:04:09.600]  由第一節到第八節的上半節
[00:04:09.600 --> 00:04:13.440]  福音是這樣分的
[00:04:13.440 --> 00:04:14.720]  就是那個比喻的內容
[00:04:14.720 --> 00:04:16.000]  故事裏面發生的事
[00:04:16.000 --> 00:04:18.560]  第八節之下到第十三節
[00:04:18.560 --> 00:04:21.120]  就是耶穌根據這個比喻
[00:04:21.120 --> 00:04:22.400]  作一些演繹和教導
[00:04:22.400 --> 00:04:24.960]  試試讀這段經文
[00:04:24.960 --> 00:04:26.240]  我想請姐妹讀第一節
[00:04:26.240 --> 00:04:27.520]  到第八節上
[00:04:27.520 --> 00:04:31.360]  弟兄讀第八節下到第十三節
[00:04:31.360 --> 00:04:35.200]  請姐妹讀
[00:04:35.200 --> 00:04:37.760]  故事在這裏應該就講完了
[00:04:37.760 --> 00:04:39.040]  接著是耶穌說話
[00:04:39.040 --> 00:04:40.320]  請弟兄讀好嗎
[00:04:40.320 --> 00:04:44.160]  因為今世之子在世事之上
[00:04:44.160 --> 00:04:48.000]  較比光明之子更加聰明
[00:04:48.000 --> 00:04:54.400]  告訴你們要藉著那不義的錢財結交朋友
[00:04:54.400 --> 00:04:56.960]  到了錢財無用的時候
[00:04:56.960 --> 00:05:02.080]  他們可以接你們到永存的帳幕裏去
[00:05:02.080 --> 00:05:04.640]  人在最小的事上忠心
[00:05:04.640 --> 00:05:07.200]  在大事上也忠心
[00:05:07.200 --> 00:05:09.760]  在最小的事上不義
[00:05:09.760 --> 00:05:12.320]  在大事上也不義
[00:05:12.320 --> 00:05:17.440]  倘若你們在不義的錢財上不忠心
[00:05:17.440 --> 00:05:21.280]  誰還把那真實的錢財托付你們呢
[00:05:21.280 --> 00:05:26.400]  倘若你們在別人的東西上不忠心
[00:05:26.400 --> 00:05:30.240]  誰還把你們自己的東西給你們呢
[00:05:30.240 --> 00:05:34.080]  一個僕人不能侍奉兩個主
[00:05:34.080 --> 00:05:37.920]  不是惡者過愛哪個
[00:05:37.920 --> 00:05:40.480]  就是眾者過興哪個
[00:05:40.480 --> 00:05:43.040]  你們不能又侍奉神
[00:05:43.040 --> 00:05:45.600]  又侍奉馬門
[00:05:45.600 --> 00:05:53.280]  是不是覺得跟剛才那個交恥的事有些相似
[00:05:53.280 --> 00:05:57.120]  這個比喻可以說是耶穌講這麼多的比喻中間
[00:05:57.120 --> 00:05:59.680]  其中一個最難解的
[00:05:59.680 --> 00:06:00.960]  最難解的地方
[00:06:00.960 --> 00:06:04.560]  是因為那個主角那個管家
[00:06:04.560 --> 00:06:07.360]  他做了一件事似乎是很不好的事
[00:06:07.360 --> 00:06:12.480]  但是那個管家的主人稱讚他
[00:06:12.480 --> 00:06:14.000]  因為他好像已經有損失了
[00:06:14.000 --> 00:06:15.680]  那個主人已經有損失了
[00:06:15.680 --> 00:06:18.240]  他欠債的地方他收不足
[00:06:18.240 --> 00:06:20.400]  但是那個主人稱讚他
[00:06:20.400 --> 00:06:24.400]  而且耶穌在用完這個比喻之後
[00:06:24.400 --> 00:06:27.440]  他繼續透過這個比喻
[00:06:27.440 --> 00:06:32.320]  去用他去教導他的門徒很正面的
[00:06:32.320 --> 00:06:33.840]  所以其實歷代以來
[00:06:33.840 --> 00:06:37.680]  這個比喻都令到很多人很困惑
[00:06:37.680 --> 00:06:40.240]  為什麼呢
[00:06:40.240 --> 00:06:43.040]  前面的比喻就是說那個管家
[00:06:43.040 --> 00:06:45.360]  他在一個危機的裡面
[00:06:45.360 --> 00:06:48.640]  他怎樣為自己做一件事
[00:06:48.640 --> 00:06:51.760]  幫自己去渡過這個危機
[00:06:51.760 --> 00:06:53.040]  就是他沒有工作了
[00:06:53.040 --> 00:06:54.960]  遲些主人辭他了
[00:06:54.960 --> 00:06:56.240]  他不可以再做管家
[00:06:56.240 --> 00:06:57.520]  算了 將來
[00:06:57.520 --> 00:06:59.840]  他用了一個方法
[00:06:59.840 --> 00:07:01.120]  用完之後
[00:07:01.120 --> 00:07:03.280]  保得他自己將來的工作
[00:07:03.280 --> 00:07:06.480]  之後耶穌就透過這個比喻
[00:07:06.480 --> 00:07:08.800]  去說什麼叫做忠心
[00:07:08.800 --> 00:07:10.560]  應該大致上是這樣分發的
[00:07:10.560 --> 00:07:12.240]  我想說兩個層面
[00:07:12.240 --> 00:07:13.520]  等一下再說下去
[00:07:13.520 --> 00:07:15.200]  我想第一個想說的就是
[00:07:15.200 --> 00:07:18.320]  這段經文這個比喻
[00:07:18.320 --> 00:07:21.200]  耶穌說的時候是有一個對象的
[00:07:21.200 --> 00:07:22.480]  通常大家注意
[00:07:22.480 --> 00:07:24.080]  你看看比喻
[00:07:24.080 --> 00:07:25.360]  其中一個要點就是
[00:07:25.360 --> 00:07:28.640]  你看看其實耶穌跟哪些人說話
[00:07:28.640 --> 00:07:30.720]  耶穌跟哪些人說話
[00:07:30.720 --> 00:07:34.080]  第一節已經說了
[00:07:34.080 --> 00:07:36.240]  第一節怎麼說
[00:07:36.240 --> 00:07:38.080]  耶穌又對門徒說
[00:07:38.080 --> 00:07:40.720]  就是說這個比喻是主要針對門徒的
[00:07:40.720 --> 00:07:42.000]  又對門徒說
[00:07:42.000 --> 00:07:43.600]  就是他之前已經說過了
[00:07:43.600 --> 00:07:44.800]  說過很多比喻
[00:07:44.800 --> 00:07:46.480]  又對門徒再說
[00:07:46.480 --> 00:07:47.920]  這個比喻
[00:07:47.920 --> 00:07:49.360]  當然他在說這個比喻的時候
