
[00:00:00.000 --> 00:00:04.140]  今天很感謝敬拜隊帶領我們來敬拜
[00:00:04.140 --> 00:00:08.480]  我感受到在他們當中有一種活力
[00:00:08.480 --> 00:00:12.020]  這種活力也感染了我
[00:00:12.020 --> 00:00:13.760]  說到活力
[00:00:13.760 --> 00:00:18.820]  上個月美國的古壇也很有活力
[00:00:18.820 --> 00:00:23.600]  出現了一場古壇風暴
[00:00:23.600 --> 00:00:30.520]  是由一家電視遊戲公司的股價飆升開始
[00:00:30.520 --> 00:00:36.880]  這家股票在兩個星期內瘋狂上升
[00:00:36.880 --> 00:00:41.560]  從大約20美元上升至347美元
[00:00:41.560 --> 00:00:45.300]  升幅超過17倍
[00:00:45.300 --> 00:00:51.800]  這場風暴被視爲一批網民散戶
[00:00:51.800 --> 00:00:59.360]  與華爾街的資本建制集團之間的一場對決
[00:00:59.360 --> 00:01:03.440]  由於雙方的資本實力太過懸殊
[00:01:03.440 --> 00:01:08.240]  這種對決在以前是不可能發生的
[00:01:08.240 --> 00:01:09.600]  但由於科技的發達
[00:01:09.600 --> 00:01:13.080]  加上過去一年的疫情
[00:01:13.080 --> 00:01:18.200]  在疫情之下我們也習慣了使用互聯網
[00:01:18.200 --> 00:01:20.760]  整個世界都好像網絡化
[00:01:20.760 --> 00:01:24.400]  無論是聽取投資的建議
[00:01:24.400 --> 00:01:28.240]  還是在做買賣投資上
[00:01:28.240 --> 00:01:32.080]  全部都是在網絡上進行的
[00:01:32.080 --> 00:01:37.320]  加上那些網民在論壇上不斷地討論
[00:01:37.320 --> 00:01:41.720]  所以以往以爲是不可能發生的事
[00:01:41.720 --> 00:01:44.680]  現在都變成了真實
[00:01:44.680 --> 00:01:49.880]  到底這場古壇風暴
[00:01:49.880 --> 00:01:52.560]  爲什麼會發生呢?
[00:01:52.560 --> 00:01:57.200]  在美國有幾個大型的傳媒機構
[00:01:57.200 --> 00:02:01.080]  曾經就這件事作出深入的研究
[00:02:01.080 --> 00:02:10.320]  他們發現這次古壇風暴是由網民引發的
[00:02:10.320 --> 00:02:17.920]  而當中或多或少都是出於網民的一種YOLO心態
[00:02:17.920 --> 00:02:22.840]  YOLO其實就是You Only Live Once
[00:02:22.840 --> 00:02:25.160]  這句話的縮寫
[00:02:25.160 --> 00:02:28.960]  意思就是你只能夠活一次
[00:02:28.960 --> 00:02:32.960]  這句話其實與「活在當下及時行樂」
[00:02:32.960 --> 00:02:36.840]  這句話的意思是很接近的
[00:02:36.840 --> 00:02:45.920]  這句話大概是十年前在美國流行的一句網絡用語
[00:02:45.920 --> 00:02:48.440]  現在雖然有點過時
[00:02:48.440 --> 00:02:51.560]  但是美國人仍然很熟悉
[00:02:51.560 --> 00:02:56.680]  認同這種YOLO心態的網民認爲人生無常
[00:02:56.680 --> 00:02:59.080]  不如拼一拼吧
[00:02:59.080 --> 00:03:02.880]  所以他們將錢放在股票市場上
[00:03:02.880 --> 00:03:05.280]  趁機發一次財
[00:03:05.280 --> 00:03:06.840]  賺一次快錢
[00:03:06.840 --> 00:03:09.200]  成就他們的一個夢想
[00:03:09.200 --> 00:03:14.920]  於是大批的網民散戶抱着這種拼一拼的心態
[00:03:14.920 --> 00:03:17.120]  來集結資金
[00:03:17.120 --> 00:03:20.800]  結果影響市場的走勢
[00:03:20.800 --> 00:03:25.000]  觸發了這場古壇的風暴
[00:03:25.000 --> 00:03:29.760]  這場風暴是由一羣普羅網民散戶
[00:03:29.760 --> 00:03:37.600]  與那些被譽爲是既得利益階層的華爾街大戶之間的一場對決
[00:03:37.600 --> 00:03:44.720]  有人甚至用大衛和哥利亞來形容這場實力懸殊的爭戰
[00:03:44.720 --> 00:03:48.680]  我不知道大家有沒有參與這場對決呢
[00:03:48.680 --> 00:03:53.080]  有沒有買回幾手賺了還是輸了呢
[00:03:53.080 --> 00:03:57.000]  美國網民本着這種YOLO心態
[00:03:57.000 --> 00:04:00.680]  將他們的心力投放在股票市場上
[00:04:00.680 --> 00:04:03.680]  是否值得呢 這是見仁見智的
[00:04:03.680 --> 00:04:07.360]  有些當然在這個過程中發了大財
[00:04:07.360 --> 00:04:12.680]  但也有不少人因而傾家蕩產 損手爛腳
[00:04:12.680 --> 00:04:19.440]  那些帶頭行動的人甚至現在開始有一些訴訟指向這些人
[00:04:19.440 --> 00:04:24.000]  他們有可能會面對湧場而又繁重的訴訟
[00:04:24.000 --> 00:04:30.240]  更加有專家警告這次事件很可能會造成骨牌效應
[00:04:30.240 --> 00:04:37.080]  波及其他投資產品甚至蔓延到其他國家
[00:04:37.080 --> 00:04:40.000]  關於股票的事情其實我不是很熟悉
[00:04:40.000 --> 00:04:48.640]  我關注的是我們作爲今時今日在香港的這羣信徒
[00:04:48.640 --> 00:04:51.080]  我們同樣只能夠活一次
[00:04:51.080 --> 00:04:54.760]  那我們應該如何來活出我們的生命
[00:04:54.760 --> 00:04:57.800]  如何來活出我們這份信心呢
[00:04:57.800 --> 00:05:02.480]  上星期Michael傳導給我們講了《馬太福音》第七章
[00:05:02.480 --> 00:05:07.040]  也就是完成了五至七章的登山部分
[00:05:07.040 --> 00:05:10.000]  今天我們開始一個新的段落
[00:05:10.000 --> 00:05:14.880]  這個段落是關於耶穌醫治一個人
[00:05:14.880 --> 00:05:17.400]  在第五至七節是這樣說的
[00:05:17.400 --> 00:05:19.200]  耶穌進了加伯隆
[00:05:19.200 --> 00:05:22.720]  有一個白夫長進前來求他說
[00:05:22.720 --> 00:05:30.560]  主啊 我的僕人癱瘓病 躺在家裏甚至痛苦
[00:05:30.560 --> 00:05:34.440]  耶穌說 我去醫治他
[00:05:34.440 --> 00:05:41.160]  在這段經文裏面接受醫治的白夫長的僕人
[00:05:41.160 --> 00:05:46.480]  他應該是被醫治者
[00:05:46.480 --> 00:05:48.440]  但是他不是主角
[00:05:48.440 --> 00:05:56.000]  因爲作者在這裏只用了一句話去形容他的病況
[00:05:56.000 --> 00:05:59.800]  他躺在家裏非常痛苦
[00:05:59.800 --> 00:06:02.760]  就是這樣交代完這個病人
[00:06:02.760 --> 00:06:07.680]  而其餘大部分的經文都是描述他的主人
[00:06:07.680 --> 00:06:11.960]  就是這個白夫長
[00:06:11.960 --> 00:06:17.600]  在這裏記載白夫長親身來見耶穌
[00:06:17.600 --> 00:06:22.360]  《路加福音》第七章也同樣有記載這件事情
[00:06:22.360 --> 00:06:24.920]  但是情節有點不同
[00:06:24.920 --> 00:06:31.840]  在那裏白夫長請幾個猶太人的長老來求耶穌醫治他的僕人
[00:06:31.840 --> 00:06:37.480]  而馬太可能寫得簡單一點
[00:06:37.480 --> 00:06:39.600]  所以沒有提及其他人
[00:06:39.600 --> 00:06:41.280]  在這段經文裏面
[00:06:41.280 --> 00:06:45.200]  白夫長只是描述他的僕人的狀況
[00:06:45.200 --> 00:06:46.920]  其實沒有提出請求
[00:06:46.920 --> 00:06:49.680]  沒有求到耶穌的醫治
[00:06:49.680 --> 00:06:54.960]  所以第七節耶穌的回答很可能是一句問句
[00:06:54.960 --> 00:07:02.360]  當白夫長說他的僕人躺在家裏很痛苦
[00:07:02.360 --> 00:07:05.200]  耶穌很可能會說
[00:07:05.200 --> 00:07:09.160]  「你是不是要我去醫治他呢?我去醫治他?」
[00:07:09.160 --> 00:07:11.440]  可能這是一個問題
[00:07:11.440 --> 00:07:14.160]  白夫長接下來的回答是
[00:07:14.160 --> 00:07:17.200]  「主啊 禰到我捨下我不敢當
