
[00:00:00.000 --> 00:00:06.800]  那今天訊息開始想跟大家一起去唱一首詩歌
[00:00:06.800 --> 00:00:11.960]  這首詩歌就叫做「一首讚美的詩歌」
[00:00:11.960 --> 00:00:14.640]  相信大家都很認識
[00:00:14.640 --> 00:00:16.960]  這首歌有個鬼馬的位置是甚麼呢?
[00:00:16.960 --> 00:00:22.280]  就是在「大有賭博座前」到「敬拜」這裏
[00:00:22.280 --> 00:00:27.080]  我們看譜的話,它就有一個空隙,看不看得到這裏?
[00:00:27.080 --> 00:00:28.640]  有個空隙
[00:00:28.640 --> 00:00:30.560]  其實詩歌這樣很正常
[00:00:30.560 --> 00:00:35.400]  詩歌有時候有很多不同的版本,就不一定要跟譜去唱
[00:00:35.400 --> 00:00:39.960]  但是作為「敬拜隊」去服侍的時候,我們就一定要整齊
[00:00:39.960 --> 00:00:44.040]  因為我們在台上,我們帶領會眾你們一起去「敬拜」的時候
[00:00:44.040 --> 00:00:48.040]  起碼我們台上的人要用同一個版本去唱一首歌
[00:00:48.040 --> 00:00:52.160]  這樣你們才不會令到大家混亂
[00:00:52.160 --> 00:00:55.200]  當然我們在不同的場合可以用不同的版本去唱
[00:00:55.200 --> 00:00:59.960]  但是在台上我們服侍的時候,最重要是我們要整齊
[00:00:59.960 --> 00:01:04.480]  剛才我們一起去聽的時候都聽到的,其實位置很鬼馬的
[00:01:04.480 --> 00:01:07.560]  即是停多久呢?那個空間到底要
[00:01:07.560 --> 00:01:10.560]  「大有賭博座前」停多久呢?
[00:01:10.560 --> 00:01:13.160]  「敬拜」
[00:01:13.160 --> 00:01:18.600]  我有一次在「敬拜隊」練歌的時候,就遇到這個問題
[00:01:18.600 --> 00:01:22.040]  我以為其實拿一份譜出來
[00:01:22.040 --> 00:01:24.840]  大家看著這份譜去唱的時候
[00:01:24.840 --> 00:01:28.440]  就會整齊了,誰知道練了三個字的時候
[00:01:28.440 --> 00:01:31.560]  我跟隊員們都在「敬敬敬敬敬敬」
[00:01:31.560 --> 00:01:36.040]  我們不可以一起在同一個位置唱「敬」字
[00:01:36.040 --> 00:01:39.000]  弄了三個字之後,有一個隊員跟我說
[00:01:39.000 --> 00:01:43.440]  「何鋒,不如不要叫我們看譜,你唱一次給我們聽」
[00:01:43.440 --> 00:01:47.320]  「我們聽一次就知道你想要什麼」
[00:01:47.320 --> 00:01:52.880]  在這個經歷之後,對我來說是一個很大的學習
[00:01:52.880 --> 00:01:56.960]  我反思到當我以為白紙黑字
[00:01:56.960 --> 00:01:59.080]  「敬拜隊」,大家看譜
[00:01:59.080 --> 00:02:02.520]  就是最有效地去認識一首歌的方式
[00:02:02.520 --> 00:02:06.040]  但其實有時候我忘記了在音樂世界裡面
[00:02:06.040 --> 00:02:09.840]  其實我們最直接地去用聲音
[00:02:09.840 --> 00:02:13.640]  直接地去演奏那首歌出來
[00:02:13.640 --> 00:02:15.800]  是一個更加好的方式
[00:02:15.800 --> 00:02:20.160]  讓不同的人去認識一首歌
[00:02:20.160 --> 00:02:23.000]  而我們今天要傳福音的時候
[00:02:23.000 --> 00:02:25.960]  其實都會有這樣的情況
[00:02:25.960 --> 00:02:28.920]  就是我們對著不同的人的時候
[00:02:28.920 --> 00:02:34.280]  其實他們可能是需要用不同的方式去聽
[00:02:34.280 --> 00:02:38.480]  去理解那個天國的福音
[00:02:38.480 --> 00:02:43.280]  今天的訊息希望透過兩部份
[00:02:43.280 --> 00:02:45.960]  一起透過聖經的教導
[00:02:45.960 --> 00:02:50.520]  我們去思想如何跟不同時代背景的人
[00:02:50.520 --> 00:02:55.360]  去宣講同一個天國的福音
[00:02:55.360 --> 00:02:56.480]  訊息的第一部份
[00:02:56.480 --> 00:03:00.680]  我想借用我們今個月一起看的《以西結書》
[00:03:00.680 --> 00:03:04.120]  我們就會一起看一看上帝在舊約的時代裡面
[00:03:04.120 --> 00:03:06.960]  如何去宣講祂自己的訊息
[00:03:06.960 --> 00:03:08.320]  而訊息的第二部份
[00:03:08.320 --> 00:03:12.480]  就會透過今天所揀選兩個馬赫福音的故事
[00:03:12.480 --> 00:03:15.760]  看看耶穌又如何以道成肉身的方式
[00:03:15.760 --> 00:03:18.760]  去延續上帝對世人的宣講
[00:03:18.760 --> 00:03:27.200]  即是去跟不同的人去傳同一個天國的福音
[00:03:27.200 --> 00:03:30.240]  今天我們就進入第一個部份
[00:03:30.240 --> 00:03:31.840]  好像很多字一樣
[00:03:31.840 --> 00:03:33.640]  其實跟大家go through一下
[00:03:33.640 --> 00:03:37.000]  你們專心聽就可以了
[00:03:37.000 --> 00:03:39.080]  在我們今個月的讀經適宜裡面
[00:03:39.080 --> 00:03:43.040]  我們都一起去看《以西結書》
[00:03:43.040 --> 00:03:45.560]  牧師在上個月回來分享的訊息裡面
[00:03:45.560 --> 00:03:49.160]  都提及過這本書是一個充滿戲劇行為
[00:03:49.160 --> 00:03:52.960]  象徵和比喻的書卷
[00:03:52.960 --> 00:03:55.760]  那麼上帝為什麼要以西結去用一些
[00:03:55.760 --> 00:03:59.760]  那麼出軌的方式去宣講一些預言
[00:03:59.760 --> 00:04:01.440]  預言即是上帝的訊息
[00:04:01.440 --> 00:04:04.400]  我們今天有一點簡單的複雜一下
[00:04:04.400 --> 00:04:06.400]  即是一些簡單的溫習
[00:04:06.400 --> 00:04:09.160]  在《以西結書》四章1到9節那裡
[00:04:09.160 --> 00:04:13.800]  上帝就叫先知以西結去起一個模型
[00:04:13.800 --> 00:04:16.360]  起一個耶路撒冷城的模型
[00:04:16.360 --> 00:04:19.840]  然後叫他在一邊睡幾百天
[00:04:19.840 --> 00:04:22.200]  在另一邊就睡幾十天
[00:04:22.200 --> 00:04:23.360]  意思是什麼呢
[00:04:23.360 --> 00:04:27.200]  意思就是要跟猶大人說
[00:04:27.200 --> 00:04:31.720]  以色列和猶大要承受他們自己的罪業
[00:04:31.720 --> 00:04:34.480]  然後在第四章的後半節
[00:04:34.480 --> 00:04:36.400]  又這樣跟以西結說
[00:04:36.400 --> 00:04:39.640]  你要用一些糞便成為燃料
[00:04:39.640 --> 00:04:42.720]  去烤一些雜糧做出來的餅
[00:04:42.720 --> 00:04:45.600]  雜糧做出來的餅對於以色列人來說
[00:04:45.600 --> 00:04:47.960]  是一個不是那麼好的食物
[00:04:47.960 --> 00:04:51.320]  因為以色列他們的飲食文化
[00:04:51.320 --> 00:04:53.320]  有一個主要的概念
[00:04:53.320 --> 00:04:55.520]  就是儘量食物不要混在一起吃
[00:04:55.520 --> 00:04:57.880]  所以為什麼肉和血不要混在一起
[00:04:57.880 --> 00:04:59.880]  那個概念就是想食物可以
[00:04:59.880 --> 00:05:02.360]  分別得到整整齊齊
[00:05:02.360 --> 00:05:03.480]  聖結地去吃
[00:05:03.480 --> 00:05:06.040]  所以雜糧本身是
[00:05:06.040 --> 00:05:07.840]  做出來的餅不是那麼好的
[00:05:07.840 --> 00:05:08.920]  對於以色列人來說
[00:05:08.920 --> 00:05:12.280]  還要用糞便去成為燃料
[00:05:12.280 --> 00:05:13.680]  為什麼要這樣做
[00:05:13.680 --> 00:05:16.320]  就是想用這樣的行為
[00:05:16.320 --> 00:05:18.440]  跟猶大人說
[00:05:18.440 --> 00:05:21.280]  他們將要避老去外地
[00:05:21.280 --> 00:05:24.120]  不可以守他們那些食物潔淨的禮儀
[00:05:24.120 --> 00:05:27.600]  以及他們要經歷一個饑荒的天災
