
[00:00:00.000 --> 00:00:02.000]  九個脖子
[00:00:02.000 --> 00:00:05.000]  那麼現在立東準備開始擔心了
[00:00:05.000 --> 00:00:07.000]  九個脖子現在才開始講
[00:00:07.000 --> 00:00:09.000]  咱們今天晚上十點鐘還沒走呢
[00:00:09.000 --> 00:00:10.000]  不是的
[00:00:10.000 --> 00:00:11.000]  很快我告訴你
[00:00:11.000 --> 00:00:15.000]  很容易我就把這九個脖子
[00:00:15.000 --> 00:00:16.000]  把你講給
[00:00:16.000 --> 00:00:17.000]  做個介紹
[00:00:17.000 --> 00:00:18.000]  給你記得
[00:00:18.000 --> 00:00:19.000]  而且呢
[00:00:19.000 --> 00:00:21.000]  我不要大家
[00:00:21.000 --> 00:00:22.000]  就是用
[00:00:22.000 --> 00:00:23.000]  就是隨便的
[00:00:23.000 --> 00:00:24.000]  好像我們想學一樣
[00:00:24.000 --> 00:00:26.000]  很不明白裡面
[00:00:26.000 --> 00:00:28.000]  就是把它背下來就算了
[00:00:28.000 --> 00:00:29.000]  不是的
[00:00:29.000 --> 00:00:32.000]  我們用理解的號碼
[00:00:32.000 --> 00:00:34.000]  先理解這九個脖子
[00:00:34.000 --> 00:00:36.000]  然後就把它背下來的時候
[00:00:36.000 --> 00:00:37.000]  一定背得出來
[00:00:37.000 --> 00:00:38.000]  而且很容易
[00:00:38.000 --> 00:00:39.000]  好嗎
[00:00:39.000 --> 00:00:40.000]  現在我們來了
[00:00:40.000 --> 00:00:41.000]  你要背了
[00:00:41.000 --> 00:00:42.000]  我要跟你一起背
[00:00:42.000 --> 00:00:43.000]  好嗎
[00:00:43.000 --> 00:00:45.000]  那麼這九個脖子呢
[00:00:45.000 --> 00:00:46.000]  我們把它的次序
[00:00:46.000 --> 00:00:49.000]  有點調整一下
[00:00:49.000 --> 00:00:50.000]  跟上經裡面
[00:00:50.000 --> 00:00:51.000]  反正這九個脖子
[00:00:51.000 --> 00:00:53.000]  它沒有什麼期序的
[00:00:53.000 --> 00:00:54.000]  那麼
[00:00:54.000 --> 00:00:56.000]  把它分成四個部分
[00:00:56.000 --> 00:00:57.000]  好嗎
[00:00:57.000 --> 00:00:58.000]  四組
[00:00:58.000 --> 00:01:01.000]  生靈所結的脖子
[00:01:01.000 --> 00:01:04.000]  可以分成兩個大的方面
[00:01:04.000 --> 00:01:05.000]  第一個
[00:01:05.000 --> 00:01:06.000]  你看啊
[00:01:06.000 --> 00:01:07.000]  我寫了
[00:01:07.000 --> 00:01:10.000]  就是當人
[00:01:10.000 --> 00:01:12.000]  與人相處的時候
[00:01:12.000 --> 00:01:13.000]  基督徒從其他人
[00:01:13.000 --> 00:01:14.000]  一起相處的時候
[00:01:14.000 --> 00:01:15.000]  這個脖子呢
[00:01:15.000 --> 00:01:16.000]  就顯現出來
[00:01:16.000 --> 00:01:18.000]  這裡有五個脖子
[00:01:18.000 --> 00:01:20.000]  跟這方面有關係的
[00:01:20.000 --> 00:01:22.000]  那麼第二個部分呢
[00:01:22.000 --> 00:01:23.000]  這個脖子不單單是
[00:01:23.000 --> 00:01:25.000]  跟人一起相處的時候
[00:01:25.000 --> 00:01:26.000]  表現出來
[00:01:26.000 --> 00:01:28.000]  對自己的生命
[00:01:28.000 --> 00:01:30.000]  也有它的要求
[00:01:30.000 --> 00:01:31.000]  四個
[00:01:31.000 --> 00:01:33.000]  是對自己生命的要求
[00:01:33.000 --> 00:01:34.000]  好
[00:01:34.000 --> 00:01:35.000]  所以呢
[00:01:35.000 --> 00:01:36.000]  五個
[00:01:36.000 --> 00:01:37.000]  四個
[00:01:37.000 --> 00:01:38.000]  五個是對人的
[00:01:38.000 --> 00:01:39.000]  四個是對自己的
[00:01:39.000 --> 00:01:40.000]  好嗎
[00:01:40.000 --> 00:01:41.000]  不能
[00:01:41.000 --> 00:01:42.000]  然後對人的
[00:01:42.000 --> 00:01:44.000]  又分兩個部分
[00:01:44.000 --> 00:01:45.000]  三個
[00:01:45.000 --> 00:01:46.000]  兩個
[00:01:46.000 --> 00:01:47.000]  然後對自己的
[00:01:47.000 --> 00:01:48.000]  又分兩個部分
[00:01:48.000 --> 00:01:49.000]  兩個
[00:01:49.000 --> 00:01:50.000]  兩個
[00:01:50.000 --> 00:01:51.000]  所以
[00:01:51.000 --> 00:01:52.000]  三個
[00:01:52.000 --> 00:01:53.000]  兩個
[00:01:53.000 --> 00:01:54.000]  兩個
[00:01:54.000 --> 00:01:56.000]  對不對
[00:01:56.000 --> 00:01:57.000]  三、二、二、二
[00:01:57.000 --> 00:01:58.000]  跟九個
[00:01:58.000 --> 00:01:59.000]  很容易背
[00:01:59.000 --> 00:02:00.000]  來吧
[00:02:00.000 --> 00:02:01.000]  可以了嗎
[00:02:01.000 --> 00:02:02.000]  真的
[00:02:02.000 --> 00:02:03.000]  你要背得出來
[00:02:03.000 --> 00:02:04.000]  我們才離開這裡
[00:02:04.000 --> 00:02:05.000]  好不好
[00:02:05.000 --> 00:02:06.000]  好
[00:02:06.000 --> 00:02:07.000]  來
[00:02:07.000 --> 00:02:08.000]  一起來
[00:02:08.000 --> 00:02:09.000]  所以我問大家
[00:02:09.000 --> 00:02:10.000]  手套要開什麼對不對
[00:02:10.000 --> 00:02:11.000]  如果你真的記不起來
[00:02:11.000 --> 00:02:12.000]  看看
[00:02:12.000 --> 00:02:13.000]  也可以
[00:02:13.000 --> 00:02:14.000]  但是
[00:02:14.000 --> 00:02:15.000]  希望我們就
[00:02:15.000 --> 00:02:16.000]  把它
[00:02:16.000 --> 00:02:17.000]  放到我們
[00:02:17.000 --> 00:02:18.000]  心靈的口袋裡面
[00:02:18.000 --> 00:02:19.000]  然後再離開這裡
[00:02:19.000 --> 00:02:20.000]  好
[00:02:20.000 --> 00:02:21.000]  我們先看
[00:02:21.000 --> 00:02:22.000]  與其他人
[00:02:22.000 --> 00:02:24.000]  一起生活的時候
[00:02:24.000 --> 00:02:26.000]  表現出來的國旨
[00:02:26.000 --> 00:02:28.000]  首先有三個
[00:02:28.000 --> 00:02:30.000]  這三個基本上
[00:02:30.000 --> 00:02:32.000]  事實上主要是兩個
[00:02:32.000 --> 00:02:33.000]  不過第一個呢
[00:02:33.000 --> 00:02:35.000]  你肯定可以記得
[00:02:35.000 --> 00:02:37.000]  因為如果你是基督徒的話
[00:02:37.000 --> 00:02:38.000]  我們
[00:02:38.000 --> 00:02:39.000]  也要
[00:02:39.000 --> 00:02:40.000]  現在背的起碼
[00:02:40.000 --> 00:02:41.000]  有幾個
[00:02:41.000 --> 00:02:42.000]  聖靈所解的國旨
