
[00:00:00.000 --> 00:00:02.000]  今日我要同大家講
[00:00:02.000 --> 00:00:04.000]  剛才讀的經文
[00:00:04.000 --> 00:00:06.560]  我想我都要說一聲對不起
[00:00:06.560 --> 00:00:08.560]  因為我給出的經文是二十一節
[00:00:08.560 --> 00:00:09.560]  二十七節的
[00:00:09.560 --> 00:00:11.240]  不知為何寫了二十一節
[00:00:11.240 --> 00:00:12.760]  我就沒有複看
[00:00:12.760 --> 00:00:15.160]  所以令到我們的主席有點尷尬
[00:00:15.160 --> 00:00:16.080]  翻來翻去
[00:00:16.080 --> 00:00:17.480]  不知二十一還是二十七
[00:00:17.480 --> 00:00:19.080]  其實你一看就知道是二十七
[00:00:19.080 --> 00:00:20.560]  如果你事先看過就知道是二十七
[00:00:20.560 --> 00:00:21.560]  不是二十一
[00:00:21.560 --> 00:00:24.440]  在這一段經文裏面
[00:00:24.440 --> 00:00:26.080]  這幾段這麼多經文裏面
[00:00:26.080 --> 00:00:28.480]  你有沒有留意到一個字常常出現的
[00:00:28.480 --> 00:00:29.480]  一個名詞
[00:00:30.000 --> 00:00:32.000]  什麼名詞
[00:00:32.000 --> 00:00:33.880]  這裏又有撒加利亞
[00:00:33.880 --> 00:00:34.880]  這裏又有約瑟
[00:00:34.880 --> 00:00:35.880]  這裏又有瑪利亞
[00:00:35.880 --> 00:00:38.440]  但有一個名詞出現了很多次的
[00:00:38.440 --> 00:00:39.960]  是什麼
[00:00:39.960 --> 00:00:41.240]  就是今日講的題目
[00:00:41.240 --> 00:00:42.240]  什麼
[00:00:42.240 --> 00:00:43.240]  天使
[00:00:43.240 --> 00:00:45.240]  你信不信有天使
[00:00:45.240 --> 00:00:49.440]  神的創造裏面
[00:00:49.440 --> 00:00:51.800]  有兩樣的東西
[00:00:51.800 --> 00:00:53.560]  一個就是人
[00:00:53.560 --> 00:00:55.360]  一個呢
[00:00:55.360 --> 00:00:59.280]  這個是在神學界裏面研究的結論
[00:00:59.280 --> 00:01:03.560]  他說神創造了兩類有人格的存在
[00:01:03.560 --> 00:01:04.800]  天使
[00:01:04.800 --> 00:01:07.600]  希臘文這個只是使者的意思
[00:01:07.600 --> 00:01:09.760]  和人類
[00:01:09.760 --> 00:01:11.160]  所以神造人類
[00:01:11.160 --> 00:01:13.800]  神亦造了天使
[00:01:13.800 --> 00:01:15.600]  天使長
[00:01:15.600 --> 00:01:17.480]  驕傲自大
[00:01:17.480 --> 00:01:18.680]  想高升
[00:01:18.680 --> 00:01:21.680]  結果淪為魔鬼
[00:01:21.680 --> 00:01:23.000]  你看聖經裏面
[00:01:23.000 --> 00:01:25.400]  這些資料我今早都不可能講的時間問題
[00:01:25.400 --> 00:01:26.160]  我不要講這麼多
[00:01:26.160 --> 00:01:27.160]  因為我都很識趣
[00:01:27.160 --> 00:01:31.200]  今天可能是下午吃飯
[00:01:31.200 --> 00:01:32.760]  如果你想去看的話
[00:01:32.760 --> 00:01:34.480]  濃縮版
[00:01:34.480 --> 00:01:38.600]  在一本叫做聖經研讀版
[00:01:38.600 --> 00:01:42.000]  我今日帶了這些東西
[00:01:42.000 --> 00:01:44.920]  1433頁
[00:01:44.920 --> 00:01:46.120]  你回去看
[00:01:46.120 --> 00:01:50.760]  它講有天使圍繞我們
[00:01:50.760 --> 00:01:53.560]  這張紙你有一段時間看的
[00:01:53.560 --> 00:01:55.440]  但是濃縮版讓你認識到
[00:01:55.440 --> 00:01:57.120]  天使的存在
[00:01:57.120 --> 00:01:59.440]  為什麼我要講天使呢
[00:01:59.440 --> 00:02:01.520]  因為發覺今日
[00:02:01.520 --> 00:02:02.640]  很多人
[00:02:02.640 --> 00:02:04.200]  覺得那些好像神話故事
[00:02:04.200 --> 00:02:05.600]  大話西遊
[00:02:05.600 --> 00:02:08.360]  你以為是那些西方的閃閃亮亮
[00:02:08.360 --> 00:02:11.120]  大頂飛飛下的天使嗎
[00:02:11.120 --> 00:02:12.040]  不是
[00:02:12.040 --> 00:02:13.760]  舊約裏面有講
[00:02:13.760 --> 00:02:16.680]  阿伯拉罕曾經遇見過一位神
[00:02:16.680 --> 00:02:19.000]  但你在獅子洞裏面的時候
[00:02:19.000 --> 00:02:21.880]  撒德拉米西阿伯尼哥在火窯裏面的時候
[00:02:21.880 --> 00:02:24.440]  都有講到神的使者
[00:02:24.440 --> 00:02:25.320]  到新約的時候
[00:02:25.320 --> 00:02:28.000]  特別是耶穌降生之前之後
[00:02:28.000 --> 00:02:31.000]  是更加密密麻麻講到很多次天使的
[00:02:31.000 --> 00:02:32.600]  對撒加利亞講
[00:02:32.600 --> 00:02:34.280]  對瑪利亞講
[00:02:34.280 --> 00:02:35.760]  對約瑟講
[00:02:35.760 --> 00:02:36.880]  都有講到天使的
[00:02:36.880 --> 00:02:39.480]  甚至耶穌在曠野的時候
[00:02:39.480 --> 00:02:40.360]  受試探
[00:02:40.360 --> 00:02:43.120]  誰去服侍祂
[00:02:43.120 --> 00:02:44.000]  小朋友
[00:02:44.000 --> 00:02:45.440]  耶穌在曠野受試探的時候
[00:02:45.440 --> 00:02:48.280]  誰去服侍耶穌
[00:02:48.280 --> 00:02:49.000]  門徒
[00:02:49.000 --> 00:02:53.680]  門徒還沒找到的時候
[00:02:53.680 --> 00:02:57.120]  最後老師誰去服侍耶穌
[00:02:57.120 --> 00:03:00.320]  天使
[00:03:00.320 --> 00:03:02.000]  希伯來書第一章說
[00:03:02.000 --> 00:03:04.880]  天使是神差遣的使者
[00:03:04.880 --> 00:03:10.360]  去服侍祂自己的子民
[00:03:10.360 --> 00:03:12.160]  我不和今天講那麼多
[00:03:12.160 --> 00:03:17.400]  我只是想將在耶穌降生那段時間裏面
[00:03:17.400 --> 00:03:19.560]  遇見天使的人
[00:03:19.560 --> 00:03:21.480]  一些的記載
[00:03:21.480 --> 00:03:23.760]  和大家看三類人
[00:03:23.760 --> 00:03:27.000]  第一類就是撒加利亞
[00:03:27.000 --> 00:03:29.920]  撒加利亞是一個什麼來的
[00:03:29.920 --> 00:03:31.320]  是祭司
[00:03:31.320 --> 00:03:33.960]  他的太太是亞倫的後裔
[00:03:33.960 --> 00:03:36.840]  大家讀經的時候都是二人
[00:03:36.840 --> 00:03:39.120]  虔誠的人
[00:03:39.120 --> 00:03:41.160]  敬畏上帝的人
[00:03:41.160 --> 00:03:45.960]  還有執行律法去獻祭的人
[00:03:45.960 --> 00:03:49.360]  都算是侍奉神的人了
[00:03:49.360 --> 00:03:55.600]  這個撒加利亞和他的太太的名字叫什麼
[00:03:55.600 --> 00:03:56.960]  讀完聖經沒多久
[00:03:56.960 --> 00:03:59.680]  十五分鐘前讀的
[00:03:59.680 --> 00:04:01.520]  他太太的名字叫什麼
[00:04:01.520 --> 00:04:02.880]  伊麗莎白
[00:04:02.880 --> 00:04:04.720]  小朋友記性很好
[00:04:04.720 --> 00:04:08.840]  長者短期內會失去記憶
[00:04:08.840 --> 00:04:10.680]  小朋友就很聰明
[00:04:10.680 --> 00:04:14.080]  短期記憶很聰明
[00:04:14.080 --> 00:04:17.240]  兩個求什麼
[00:04:17.240 --> 00:04:21.440]  求什麼 求生小孩
[00:04:21.440 --> 00:04:26.760]  真的想不到他們也讀過
[00:04:26.760 --> 00:04:29.440]  所以
[00:04:29.440 --> 00:04:31.440]  當他們求小孩的時候
[00:04:31.440 --> 00:04:34.680]  求到有一次撒加利亞又去獻祭了
[00:04:34.680 --> 00:04:37.080]  獻祭的時候什麼出現了
[00:04:37.080 --> 00:04:38.480]  天使出現了
[00:04:38.480 --> 00:04:40.240]  天使怎麼跟他說
[00:04:40.240 --> 00:04:41.480]  他說撒加利亞
[00:04:41.480 --> 00:04:45.040]  你的祈禱蒙英韻了
[00:04:45.040 --> 00:04:46.400]  你的祈禱蒙英韻
[00:04:46.400 --> 00:04:51.000]  即是上帝聽你的祈禱給你了
[00:04:51.000 --> 00:04:53.160]  撒加利亞怎麼回答
[00:04:53.160 --> 00:04:55.120]  誠心所願
[00:04:55.120 --> 00:04:56.480]  是不是這樣
[00:04:56.480 --> 00:04:58.200]  不是
[00:04:58.200 --> 00:05:01.760]  他怎麼說
[00:05:01.760 --> 00:05:04.320]  聖經說到這群人遇見天使
[00:05:04.320 --> 00:05:05.520]  都是很害怕的
[00:05:05.520 --> 00:05:06.840]  這個害怕
[00:05:06.840 --> 00:05:08.600]  一惡很害怕
[00:05:08.600 --> 00:05:09.400]  怎麼搞的
[00:05:09.400 --> 00:05:12.040]  然後就說
[00:05:12.040 --> 00:05:16.040]  有什麼證據給我看看
[00:05:16.040 --> 00:05:18.200]  他信還是不信
[00:05:18.200 --> 00:05:21.960]  不信
[00:05:21.960 --> 00:05:23.280]  今天
[00:05:23.280 --> 00:05:27.520]  我相信你和我都不像撒加利亞那麼聰明
[00:05:27.520 --> 00:05:29.560]  沒有伊麗莎白這樣的身份
[00:05:29.560 --> 00:05:32.320]  亞倫的後裔
[00:05:32.320 --> 00:05:34.120]  你祈禱了
[00:05:34.120 --> 00:05:36.240]  你信不信
[00:05:36.240 --> 00:05:41.160]  如果連撒加利亞祈禱之後都不信
[00:05:41.160 --> 00:05:42.400]  天使向他顯現的時候
[00:05:42.400 --> 00:05:44.760]  他信不信天使向他說
[00:05:44.760 --> 00:05:47.600]  不信 結果
[00:05:47.600 --> 00:05:50.120]  他遇到什麼事
[00:05:50.120 --> 00:05:51.720]  你們聰明的就知道了
[00:05:51.720 --> 00:05:54.400]  出不了聲
[00:05:54.400 --> 00:05:58.040]  一個不出聲去見證神榮耀的人
[00:05:58.040 --> 00:05:59.600]  大概
[00:05:59.600 --> 00:06:02.120]  我不敢肯定
[00:06:02.120 --> 00:06:04.560]  都百分之九十九點九點九九九
[00:06:04.560 --> 00:06:08.360]  都是不信的人
[00:06:08.360 --> 00:06:11.360]  這個是古代的故事
[00:06:11.360 --> 00:06:14.600]  我講一個現代故事給你們聽好不好
[00:06:14.600 --> 00:06:16.840]  如果最近有人真的
[00:06:16.840 --> 00:06:19.720]  去買了那本A4信圖看的話
[00:06:19.720 --> 00:06:22.560]  你都應該看到第四章講的故事
[00:06:22.560 --> 00:06:24.320]  這個故事
[00:06:24.320 --> 00:06:26.080]  作者沒有講到是否屬實
[00:06:26.080 --> 00:06:28.120]  不過我相信作者寫出來
[00:06:28.120 --> 00:06:30.760]  都未必一定是虛構的
[00:06:30.760 --> 00:06:35.600]  他說有一次一個牧師要求教會向神祈禱
[00:06:35.600 --> 00:06:39.360]  求神使到他隔離的酒吧結業
[00:06:39.360 --> 00:06:45.160]  幸好不是劉偉德這樣做
[00:06:45.160 --> 00:06:46.200]  你不要開玩笑
[00:06:46.200 --> 00:06:47.360]  我今天早上回來第一件事
[00:06:47.360 --> 00:06:52.160]  我看門口有一塊東西在那裡
[00:06:52.160 --> 00:06:54.240]  已經沖乾淨了
[00:06:54.240 --> 00:06:57.240]  我跟公爺說這不是水
[00:06:57.240 --> 00:06:59.840]  他說不過你看門口前面馬路那裡
[00:06:59.840 --> 00:07:01.320]  待會走出去小心點
[00:07:01.320 --> 00:07:02.640]  馬路那裡有一塊東西
[00:07:02.640 --> 00:07:06.680]  那些是嘔吐物
[00:07:06.680 --> 00:07:08.080]  有時候我們教會門口
[00:07:08.080 --> 00:07:10.600]  試過很多次被人嘔吐物在那裡
[00:07:10.600 --> 00:07:12.120]  都挺煩的
[00:07:12.120 --> 00:07:13.760]  不過那些公偶就真的很值得想
[00:07:13.760 --> 00:07:15.520]  沖乾淨才等你回來
[00:07:15.520 --> 00:07:17.360]  我都不講那麼多了
[00:07:17.360 --> 00:07:20.000]  昨天到現在都是有危機的
[00:07:20.000 --> 00:07:22.280]  因為我們廁所不暢通
[00:07:22.280 --> 00:07:23.080]  有些人不長進
[00:07:23.080 --> 00:07:25.480]  丟掉那些不長進的東西下去
[00:07:25.480 --> 00:07:28.400]  將你抹手指放在廁所裡面
[00:07:28.400 --> 00:07:30.520]  廁所不能抹手指的
[00:07:30.520 --> 00:07:33.440]  抹手指放在哪裡?小朋友
[00:07:33.440 --> 00:07:39.520]  聰明,請聽著
[00:07:39.520 --> 00:07:43.480]  小事上忠心,大事上忠心
[00:07:43.480 --> 00:07:47.520]  人造哉,天在看
[00:07:47.520 --> 00:07:49.600]  好了,講完這個故事給你聽
[00:07:49.600 --> 00:07:53.000]  於是牧師就發動全體教友聚在一起
[00:07:53.000 --> 00:07:56.440]  舉行一次晚間特別祈禱會
[00:07:56.440 --> 00:07:59.280]  懇求神將鄰近社區
[00:07:59.280 --> 00:08:02.840]  他說求神將這些酒吧的兇惡
[00:08:02.840 --> 00:08:05.440]  將這些人救出來
[00:08:05.440 --> 00:08:08.840]  就是求神解決這些問題
[00:08:08.840 --> 00:08:11.200]  經過幾個禮拜後
[00:08:11.200 --> 00:08:14.920]  酒吧就被閃電擊中
[00:08:14.920 --> 00:08:18.160]  付諸一句
[00:08:18.160 --> 00:08:20.840]  酒吧東主
[00:08:20.840 --> 00:08:25.400]  後來知識教會曾經為這件事幹祈禱
[00:08:25.400 --> 00:08:33.280]  於是入稟法院控告教會
[00:08:33.280 --> 00:08:37.040]  在法院審訊日期裡面
[00:08:37.040 --> 00:08:40.280]  酒吧東主極力爭辯說
[00:08:40.280 --> 00:08:44.440]  是神用閃電擊打酒吧
[00:08:44.440 --> 00:08:51.560]  因為教會的會友祈禱所造成的
[00:08:51.560 --> 00:08:56.080]  還想不想聽下去?想啊
[00:08:56.080 --> 00:08:59.000]  那個牧師一聽到這樣被人控告
[00:08:59.000 --> 00:09:02.640]  馬上驚一驚,接著就退縮
[00:09:02.640 --> 00:09:07.400]  他說我否認這個指控
[00:09:07.400 --> 00:09:12.040]  他說我們承認我們是開過特別祈禱會
[00:09:12.040 --> 00:09:14.680]  他說不過我很肯定
[00:09:14.680 --> 00:09:25.800]  我會眾裡面沒有人真的以為會發生這些事幹
[00:09:25.800 --> 00:09:32.520]  主審法官聽見雙方爭辯之後
[00:09:32.520 --> 00:09:34.880]  在左邊大叫
[00:09:34.880 --> 00:09:40.720]  他一副很有興趣又困惑不解的樣子
[00:09:40.720 --> 00:09:44.880]  他就說,真是難以置信
[00:09:44.880 --> 00:09:51.160]  在我面前有一位相信祈禱能力的酒吧東主
[00:09:51.160 --> 00:10:01.280]  但是和一位不相信祈禱能力的牧師
[00:10:01.280 --> 00:10:06.960]  案結果怎麼判不知道,他沒有說下去
[00:10:06.960 --> 00:10:10.880]  請問你是那位東主還是牧師?
[00:10:10.880 --> 00:10:13.840]  問清楚
[00:10:13.840 --> 00:10:17.640]  你是那位東主還是牧師?
[00:10:17.640 --> 00:10:22.200]  你祈禱就祈禱了神
[00:10:22.200 --> 00:10:25.520]  但是他要做的事的時候你就退縮
[00:10:25.520 --> 00:10:31.960]  你說不關我的事
[00:10:31.960 --> 00:10:37.200]  撒加尼亞有沒有為她自己生個小孩祈禱?
[00:10:37.200 --> 00:10:39.160]  但是天使告訴她的時候
[00:10:39.160 --> 00:10:44.600]  你明年要生個小孩的時候她怎樣?
[00:10:44.600 --> 00:10:48.400]  阿不拉罕都是這樣
[00:10:48.400 --> 00:10:51.240]  撒拉都是這樣
[00:10:51.240 --> 00:10:54.480]  祈就祈
[00:10:54.480 --> 00:10:58.120]  我們都專講祈禱
[00:10:58.120 --> 00:11:02.280]  但是行動卻是反話
[00:11:02.280 --> 00:11:04.240]  即使祈禱了
[00:11:04.240 --> 00:11:09.560]  都不期望事情有什麼可以改變
[00:11:09.560 --> 00:11:12.840]  我們只是期望照著我心意改變
[00:11:12.840 --> 00:11:19.040]  不是照著上帝的意思去成就那件事
[00:11:19.040 --> 00:11:20.560]  弟兄姊妹
[00:11:20.560 --> 00:11:25.560]  撒加尼亞遇到天使的時候害怕
[00:11:25.560 --> 00:11:33.560]  撒加尼亞不相信上帝的賜福
[00:11:33.560 --> 00:11:35.520]  第二章下一章
[00:11:35.520 --> 00:11:37.120]  不是這章
[00:11:37.120 --> 00:11:39.600]  因為當撒加尼亞對天使說
[00:11:39.600 --> 00:11:42.320]  我怎能知道這事呢?
[00:11:42.320 --> 00:11:43.520]  我已經老了
[00:11:43.520 --> 00:11:47.120]  我妻子年紀也老了
[00:11:47.120 --> 00:11:47.920]  弟兄姊妹
[00:11:47.920 --> 00:11:51.840]  我們眼看現實
[00:11:51.840 --> 00:11:59.920]  我們沒有用信心的眼去看上帝要成就的事
[00:11:59.920 --> 00:12:01.400]  教會
[00:12:01.400 --> 00:12:04.120]  我們不斷禱告求神
[00:12:04.120 --> 00:12:07.600]  將得救人數天天加給教會
[00:12:07.600 --> 00:12:12.200]  但我們卻不信神會將這些人數加給教會
[00:12:12.200 --> 00:12:15.560]  如果神真的將這些人數加給教會
[00:12:15.560 --> 00:12:22.560]  明年我們是不是要買賣格尼亞?
[00:12:22.560 --> 00:12:24.800]  期就期了
[00:12:24.800 --> 00:12:27.840]  做就沒做
[00:12:27.840 --> 00:12:29.440]  期就期了
[00:12:29.440 --> 00:12:32.440]  當上帝有些印證給你的時候
[00:12:32.440 --> 00:12:36.200]  你完全不信
[00:12:36.200 --> 00:12:37.280]  天使回答他說
[00:12:37.280 --> 00:12:41.800]  我站在上帝面前的加帛列奉差遣對你說話
[00:12:41.800 --> 00:12:43.520]  將這些好信息報給你聽
[00:12:43.520 --> 00:12:46.640]  到時候就必然應驗
[00:12:46.640 --> 00:12:48.120]  只因你不信我的話
[00:12:48.120 --> 00:12:49.640]  你會成為啞巴
[00:12:49.640 --> 00:12:50.680]  不能說話
