
[00:00:00.000 --> 00:00:02.000]  大家晚安
[00:00:02.000 --> 00:00:06.000]  歡迎大家再回到YS的崇拜
[00:00:06.000 --> 00:00:09.000]  你記不記得上個禮拜
[00:00:09.000 --> 00:00:13.000]  阿嵐說這個新的系列是
[00:00:13.000 --> 00:00:18.000]  上帝甚麼的性情畫
[00:00:18.000 --> 00:00:22.000]  大家只是內斂
[00:00:22.000 --> 00:00:25.000]  你記不記得我們今年
[00:00:25.000 --> 00:00:29.000]  今年我們有講上帝的性情
[00:00:29.000 --> 00:00:31.000]  講人的性情
[00:00:31.000 --> 00:00:32.000]  分兩邊去講
[00:00:32.000 --> 00:00:34.000]  剛剛這個系列比較特別
[00:00:34.000 --> 00:00:37.000]  因為我們講關於上帝的行動
[00:00:37.000 --> 00:00:39.000]  上一次阿嵐就講
[00:00:39.000 --> 00:00:41.000]  上帝的行動和他的性情
[00:00:41.000 --> 00:00:43.000]  怎樣的反映的關係
[00:00:43.000 --> 00:00:44.000]  不記得的
[00:00:44.000 --> 00:00:47.000]  回去聽阿嵐上次的篇道
[00:00:47.000 --> 00:00:50.000]  一人聽多一次
[00:00:50.000 --> 00:00:53.000]  這個是阿嵐傳道講的
[00:00:53.000 --> 00:00:56.000]  我接著第二句講
[00:00:56.000 --> 00:00:59.000]  關於神的行動
[00:00:59.000 --> 00:01:01.000]  或者行動的上帝
[00:01:01.000 --> 00:01:05.000]  這個滿有能力
[00:01:05.000 --> 00:01:06.000]  我忘記了
[00:01:06.000 --> 00:01:12.000]  行動力滿滿的主
[00:01:12.000 --> 00:01:16.000]  我要回去聽多一次
[00:01:16.000 --> 00:01:18.000]  講這個上帝有行動
[00:01:18.000 --> 00:01:20.000]  或者行動力滿滿的主
[00:01:20.000 --> 00:01:22.000]  這個行動的上帝
[00:01:22.000 --> 00:01:24.000]  你記不記得我一開始的時候
[00:01:24.000 --> 00:01:26.000]  我第一刻想起的
[00:01:26.000 --> 00:01:32.000]  就是講甚麼呢
[00:01:32.000 --> 00:01:34.000]  我就想
[00:01:34.000 --> 00:01:37.000]  講就天下無敵
[00:01:37.000 --> 00:01:38.000]  下面一句你都知道
[00:01:38.000 --> 00:01:40.000]  不用講出來
[00:01:40.000 --> 00:01:43.000]  接著我就想
[00:01:43.000 --> 00:01:46.000]  我今天的講題叫Invisible
[00:01:46.000 --> 00:01:47.000]  一會兒你會問為甚麼
[00:01:47.000 --> 00:01:49.000]  其實我作為基督徒
[00:01:49.000 --> 00:01:52.000]  你回教會很久了
[00:01:52.000 --> 00:01:54.000]  回教會每個人都會跟你說
[00:01:54.000 --> 00:01:56.000]  信仰不是用來講的
[00:01:56.000 --> 00:01:57.000]  要實踐
[00:01:57.000 --> 00:01:58.000]  要做
[00:01:58.000 --> 00:01:59.000]  要走出去
[00:01:59.000 --> 00:02:02.000]  所以我們一講行動的時候
[00:02:02.000 --> 00:02:03.000]  我馬上想起
[00:02:03.000 --> 00:02:05.000]  講就天下無敵
[00:02:05.000 --> 00:02:07.000]  接著那句
[00:02:07.000 --> 00:02:08.000]  做又怎樣呢
[00:02:08.000 --> 00:02:09.000]  接著就想
[00:02:09.000 --> 00:02:13.000]  今天很想和大家分享這段經文
[00:02:13.000 --> 00:02:16.000]  的確是很天下無敵
[00:02:16.000 --> 00:02:18.000]  Invisible
[00:02:18.000 --> 00:02:19.000]  為甚麼呢
[00:02:19.000 --> 00:02:21.000]  我請大家一起讀這段
[00:02:21.000 --> 00:02:23.000]  你應該都可以回教會
[00:02:23.000 --> 00:02:24.000]  不用很久
[00:02:24.000 --> 00:02:25.000]  一定聽過的
[00:02:25.000 --> 00:02:27.000]  你幫我讀完這幾個經文
[00:02:27.000 --> 00:02:28.000]  好嗎
[00:02:28.000 --> 00:02:29.000]  好
[00:02:29.000 --> 00:02:30.000]  預備
[00:02:30.000 --> 00:02:31.000]  1,2,3
[00:02:49.000 --> 00:03:13.000]  (馬太福音28章最後幾節經文)
[00:03:13.000 --> 00:03:17.000]  基本上16,17節是講敘事的背景
[00:03:17.000 --> 00:03:20.000]  就是11個門徒去到加利利
[00:03:20.000 --> 00:03:21.000]  你知道呢
[00:03:21.000 --> 00:03:27.000]  加利利其實在巴勒斯坦的北面
[00:03:27.000 --> 00:03:29.000]  有沒有人跟你說過
[00:03:29.000 --> 00:03:33.000]  怎樣記聖地的地圖
[00:03:33.000 --> 00:03:34.000]  沒有吧
[00:03:34.000 --> 00:03:36.000]  我教你很容易記
[00:03:36.000 --> 00:03:40.000]  北面你就當一個圓形
[00:03:40.000 --> 00:03:42.000]  北面是加利利
[00:03:42.000 --> 00:03:45.000]  南面就長一點點的死海
[00:03:45.000 --> 00:03:50.000]  中間有一條就有約旦河
[00:03:50.000 --> 00:03:51.000]  恭喜你
[00:03:51.000 --> 00:03:53.000]  你記了聖地的地圖
[00:03:53.000 --> 00:03:54.000]  真的
[00:03:54.000 --> 00:03:56.000]  北面就是加利利
[00:03:56.000 --> 00:03:58.000]  南面就是死海
