
[00:00:00.000 --> 00:00:02.000]  好,弟兄姊妹住下去平安
[00:00:02.000 --> 00:00:04.000]  下家中的弟兄姊妹都平安
[00:00:04.000 --> 00:00:06.000]  感激主啊
[00:00:06.000 --> 00:00:08.000]  大家記得我說什麼
[00:00:08.000 --> 00:00:11.000]  能夠成為阿力心中的疑問
[00:00:11.000 --> 00:00:13.000]  為什麼跳到這裏呢?
[00:00:13.000 --> 00:00:14.000]  都是好的
[00:00:14.000 --> 00:00:16.000]  證明了常常放在腦裏面
[00:00:16.000 --> 00:00:19.000]  記住說到哪裏,說到哪裏
[00:00:19.000 --> 00:00:21.000]  都很想繼續聽下去
[00:00:21.000 --> 00:00:23.000]  都是給我一些鼓勵
[00:00:23.000 --> 00:00:25.000]  讓我們一起祈禱
[00:00:25.000 --> 00:00:27.000]  好,親愛的主
[00:00:27.000 --> 00:00:30.000]  多謝你,因為你的話語是寶貴
[00:00:30.000 --> 00:00:32.000]  多謝你一直藉著創世紀
[00:00:32.000 --> 00:00:35.000]  幫我們去看到阿巴拉罕的生命
[00:00:35.000 --> 00:00:38.000]  讓你的生命裏面都去刺激我們思考
[00:00:38.000 --> 00:00:40.000]  我們如何活出我們的生命
[00:00:40.000 --> 00:00:41.000]  因此我們多謝你
[00:00:41.000 --> 00:00:44.000]  讓我們今天藉著阿巴拉罕的日子
[00:00:44.000 --> 00:00:46.000]  讓我們同樣去數損上帝
[00:00:46.000 --> 00:00:48.000]  你自己的心意和大靈
[00:00:48.000 --> 00:00:50.000]  聽我們祈禱
[00:00:50.000 --> 00:00:52.000]  奉耶穌的名字而求
[00:00:52.000 --> 00:00:53.000]  阿們
[00:00:53.000 --> 00:00:57.000]  實在我們今天這個段落
[00:00:57.000 --> 00:01:00.000]  就是二十五章的段落
[00:01:00.000 --> 00:01:02.000]  不過在看經文之前
[00:01:02.000 --> 00:01:06.000]  我們先看一首詩
[00:01:06.000 --> 00:01:08.000]  不知道大家有沒有見過這首詩
[00:01:08.000 --> 00:01:12.000]  這首詩是來自唐朝的道府
[00:01:12.000 --> 00:01:14.000]  唐朝的道府
[00:01:14.000 --> 00:01:16.000]  他寫了很多的詩
[00:01:16.000 --> 00:01:20.000]  你知道李白道府是齊名的
[00:01:20.000 --> 00:01:23.000]  但是這首詩有一點點不同
[00:01:23.000 --> 00:01:25.000]  不是齊言
[00:01:25.000 --> 00:01:28.000]  第一兩句已經不是齊言了
[00:01:28.000 --> 00:01:31.000]  特別在這段詩裏面
[00:01:31.000 --> 00:01:33.000]  當中有幾句
[00:01:33.000 --> 00:01:38.000]  他說丈夫蓋棺是此定
[00:01:38.000 --> 00:01:41.000]  君金幸未成老翁
[00:01:41.000 --> 00:01:45.000]  何恨潮水在山中
[00:01:45.000 --> 00:01:50.000]  其實這句我上網看
[00:01:50.000 --> 00:01:54.000]  可能就是蓋棺論定這句話
[00:01:54.000 --> 00:01:57.000]  最原本的來源出處
[00:01:57.000 --> 00:02:01.000]  有時候我們想說蓋棺論定
[00:02:01.000 --> 00:02:04.000]  蓋棺論定究竟是什麼
[00:02:04.000 --> 00:02:08.000]  其實是來自道府的一首詩
[00:02:08.000 --> 00:02:15.000]  應該是比較早見到這個概念的開始
[00:02:15.000 --> 00:02:17.000]  簡單來說
[00:02:17.000 --> 00:02:19.000]  其實這裏在說什麼呢
[00:02:19.000 --> 00:02:22.000]  這裏正正好在說道府有一個朋友
[00:02:22.000 --> 00:02:26.000]  他自己很想勸他的朋友出來
[00:02:26.000 --> 00:02:29.000]  為這個社會做一些事
[00:02:29.000 --> 00:02:31.000]  當他做這件事的時候
[00:02:31.000 --> 00:02:34.000]  正正好鼓勵這個朋友
[00:02:34.000 --> 00:02:38.000]  原來一天我們都還沒死
[00:02:38.000 --> 00:02:42.000]  其實有些事情都還沒定
[00:02:42.000 --> 00:02:44.000]  所以今天他說
[00:02:44.000 --> 00:02:46.000]  至今幸未成老翁
[00:02:46.000 --> 00:02:50.000]  所以這個朋友還是年輕的時候
[00:02:50.000 --> 00:02:53.000]  其實可以趁他還有氣有力
[00:02:53.000 --> 00:02:56.000]  還可以決定自己人生的時候
[00:02:56.000 --> 00:02:58.000]  他可以盡一分力
[00:02:58.000 --> 00:03:01.000]  為社會為國家去做一些事情
[00:03:01.000 --> 00:03:05.000]  以致到將來能夠在他死的日子
[00:03:05.000 --> 00:03:07.000]  知道結果是怎樣
[00:03:07.000 --> 00:03:11.000]  所以鼓勵他不要留在山裏面
[00:03:11.000 --> 00:03:13.000]  其實就是這樣
[00:03:13.000 --> 00:03:18.000]  所以這個蓋棺論定其實又不是很悲觀
[00:03:18.000 --> 00:03:23.000]  不是說什麼都沒得說
[00:03:23.000 --> 00:03:26.000]  原來正正好其實都有些鼓勵性
[00:03:26.000 --> 00:03:29.000]  就是說就是因為現在還沒蓋棺論定
[00:03:29.000 --> 00:03:32.000]  所以我們能不能夠怎樣去面對我們今天
[00:03:32.000 --> 00:03:34.000]  怎樣去用我們現在的時間
[00:03:34.000 --> 00:03:37.000]  怎樣去做我們人生的決定
[00:03:37.000 --> 00:03:41.000]  其實才是決定你的蓋棺的時候
[00:03:41.000 --> 00:03:43.000]  是怎樣去論定你
[00:03:43.000 --> 00:03:46.000]  所以今天我們就去思考一個問題
[00:03:46.000 --> 00:03:50.000]  當你真的去到要死的時候
[00:03:50.000 --> 00:03:52.000]  那究竟你想一下
[00:03:52.000 --> 00:03:56.000]  你在你的喪禮或者安息禮拜的時候
[00:03:56.000 --> 00:03:59.000]  究竟留下什麼字句
[00:03:59.000 --> 00:04:01.000]  留下什麼給你的後人
[00:04:01.000 --> 00:04:03.000]  給你的親友去見
[00:04:03.000 --> 00:04:05.000]  這裡就選擇了
[00:04:05.000 --> 00:04:08.000]  大家看到這個是什麼
[00:04:08.000 --> 00:04:10.000]  是金庸
[00:04:10.000 --> 00:04:12.000]  這裡說人人都有一死
[00:04:12.000 --> 00:04:14.000]  每個人都會面對死亡
[00:04:14.000 --> 00:04:16.000]  其中金庸死的時候
[00:04:16.000 --> 00:04:19.000]  他留下在上面四個字是什麼
[00:04:19.000 --> 00:04:21.000]  就是一覽眾生
[00:04:21.000 --> 00:04:23.000]  這個就是給他的一個字
[00:04:23.000 --> 00:04:25.000]  一覽眾生
[00:04:25.000 --> 00:04:28.000]  因為事實上藉著他寫很多的小說
[00:04:28.000 --> 00:04:30.000]  或者很多的文章
[00:04:30.000 --> 00:04:31.000]  很多的作品
[00:04:31.000 --> 00:04:35.000]  都讓他好像反映了很多真實的人生
[00:04:35.000 --> 00:04:38.000]  不過這個就是很多的讀者很欣賞他
[00:04:38.000 --> 00:04:41.000]  所以給了他這四個題字
[00:04:41.000 --> 00:04:43.000]  一覽眾生
[00:04:43.000 --> 00:04:46.000]  所以接下來就到你的時間了
[00:04:46.000 --> 00:04:50.000]  如果給你在你的安息禮拜
[00:04:50.000 --> 00:04:52.000]  或者你的喪禮的時候
[00:04:52.000 --> 00:04:54.000]  如果上面要掛上四個字
[00:04:54.000 --> 00:04:57.000]  你想想會掛什麼字呢
[00:04:57.000 --> 00:05:00.000]  是不是劉芳八世 英年早逝
[00:05:00.000 --> 00:05:02.000]  德範長存 青春美麗
[00:05:02.000 --> 00:05:05.000]  永遠懷念 主懷安息呢
[00:05:05.000 --> 00:05:08.000]  你想想掛什麼字
[00:05:08.000 --> 00:05:13.000]  有時候我們今天很努力去賺很多錢
[00:05:13.000 --> 00:05:18.000]  到你死那天會不會掛什麼財萬貫
[00:05:18.000 --> 00:05:20.000]  家財萬貫
[00:05:20.000 --> 00:05:22.000]  是不是掛這幾個字呢
[00:05:22.000 --> 00:05:26.000]  今天我們花很多精神去美容
[00:05:26.000 --> 00:05:29.000]  是不是到時候想著青春常駐呢
[00:05:29.000 --> 00:05:31.000]  今天真的被人駐了
[00:05:31.000 --> 00:05:33.000]  因為你已經死了
[00:05:33.000 --> 00:05:37.000]  掛什麼寫什麼字都很重要的
[00:05:37.000 --> 00:05:40.000]  因為我們總是要面對我們死的時候
[00:05:40.000 --> 00:05:42.000]  所以今天我們一開始就問
[00:05:42.000 --> 00:05:44.000]  蓋棺論定的時候
[00:05:44.000 --> 00:05:48.000]  你會寫哪四個字
[00:05:48.000 --> 00:05:50.000]  你寫哪四個字我暫時未答到你
[00:05:50.000 --> 00:05:52.000]  因為我還不知道你怎麼想
[00:05:52.000 --> 00:05:57.000]  但是有一個人他應該寫這四個字
[00:05:57.000 --> 00:06:01.000]  你看看之後你有什麼感覺
[00:06:01.000 --> 00:06:07.000]  他寫這四個字就是他叫成功之母
[00:06:07.000 --> 00:06:09.000]  你聽得懂嗎
[00:06:09.000 --> 00:06:13.000]  當他臨死的時候說我就是成功之母
[00:06:13.000 --> 00:06:16.000]  就是什麼 他是失敗
[00:06:16.000 --> 00:06:19.000]  失敗乃成功之母
[00:06:19.000 --> 00:06:23.000]  所以究竟我們是不是失敗
[00:06:23.000 --> 00:06:25.000]  所以我們成為成功之母呢
[00:06:25.000 --> 00:06:29.000]  還是我們會掛上另外四個字呢
[00:06:29.000 --> 00:06:30.000]  今天我們都去到
[00:06:30.000 --> 00:06:32.000]  阿伯拉罕人生的一個段落
[00:06:32.000 --> 00:06:34.000]  一個終結的時候
[00:06:34.000 --> 00:06:35.000]  所以我們都要問
[00:06:35.000 --> 00:06:39.000]  究竟阿伯拉罕如果要寫四個字
[00:06:39.000 --> 00:06:41.000]  在他人生的終結裡面
[00:06:41.000 --> 00:06:43.000]  擺在上面的四個大字
[00:06:43.000 --> 00:06:47.000]  究竟是什麼大字呢
[00:06:47.000 --> 00:06:51.000]  今天我們讀的經文就是在創世紀
[00:06:51.000 --> 00:06:56.000]  第25章7至11節的段落
[00:06:56.000 --> 00:06:58.000]  在7至8節裡面說
[00:06:58.000 --> 00:07:02.000]  阿伯拉罕一生的年日是175歲
[00:07:02.000 --> 00:07:06.000]  阿伯拉罕壽高年邁 氣絕而死
[00:07:06.000 --> 00:07:10.000]  威到他列祖那裡
[00:07:10.000 --> 00:07:12.000]  這裡正正好就是說
[00:07:12.000 --> 00:07:15.000]  阿伯拉罕終於離開這個世界了
[00:07:15.000 --> 00:07:17.000]  他壽數已經完結
[00:07:17.000 --> 00:07:19.000]  他要歸到他的列祖
[00:07:19.000 --> 00:07:20.000]  跟他的列祖一樣
[00:07:20.000 --> 00:07:26.000]  要葬在他的墓地裡面
[00:07:26.000 --> 00:07:29.000]  阿伯拉罕是我們在過去
[00:07:29.000 --> 00:07:31.000]  由年初一月開始
[00:07:31.000 --> 00:07:35.000]  到現在一直去思考著的一個人物
[00:07:35.000 --> 00:07:37.000]  我們藉著阿伯拉罕去想
[00:07:37.000 --> 00:07:40.000]  我們怎樣過一個有使命的人生
[00:07:40.000 --> 00:07:42.000]  有一個清楚的目標
[00:07:42.000 --> 00:07:47.000]  都能夠按照上帝心意去活的人生
[00:07:47.000 --> 00:07:48.000]  而到了這一刻
[00:07:48.000 --> 00:07:50.000]  都面對他的死亡
[00:07:50.000 --> 00:07:52.000]  在聖經裡面
[00:07:52.000 --> 00:07:54.000]  有一個人物大家都知道
[00:07:54.000 --> 00:07:55.000]  就是叫以諾
[00:07:55.000 --> 00:07:57.000]  以諾這裡聖經說
[00:07:57.000 --> 00:07:58.000]  在創世紀說
[00:07:58.000 --> 00:08:00.000]  以諾活到六十五歲
[00:08:00.000 --> 00:08:02.000]  到了第22節說
[00:08:02.000 --> 00:08:04.000]  後來他與神同行三百年
[00:08:04.000 --> 00:08:07.000]  並且生兒養類
[00:08:07.000 --> 00:08:09.000]  以諾共護了三百六十五歲
[00:08:09.000 --> 00:08:11.000]  以諾與神同行
[00:08:11.000 --> 00:08:13.000]  神將他娶去
[00:08:13.000 --> 00:08:15.000]  他就不在世了
[00:08:15.000 --> 00:08:17.000]  我想聖經裡面只有以諾
[00:08:17.000 --> 00:08:19.000]  在創世紀裡面
[00:08:19.000 --> 00:08:20.000]  以諾就是一個
[00:08:20.000 --> 00:08:23.000]  好像被神接去的人物一樣
[00:08:23.000 --> 00:08:26.000]  沒有提到他的死亡
[00:08:26.000 --> 00:08:28.000]  這是一個很特別的案例
[00:08:28.000 --> 00:08:29.000]  是一個特別的情況
[00:08:29.000 --> 00:08:31.000]  但是正正在說
[00:08:31.000 --> 00:08:32.000]  今天我們經常都說
[00:08:32.000 --> 00:08:34.000]  阿伯拉罕是一個很重要的人物
[00:08:34.000 --> 00:08:37.000]  但是阿伯拉罕並沒有奇跡般
[00:08:37.000 --> 00:08:40.000]  沒有死亡
[00:08:40.000 --> 00:08:43.000]  阿伯拉罕沒有奇跡般的不死
[00:08:43.000 --> 00:08:45.000]  發生在他的身上
[00:08:45.000 --> 00:08:47.000]  他仍然要面對死亡
[00:08:47.000 --> 00:08:49.000]  所以我們都會問一個問題
[00:08:49.000 --> 00:08:51.000]  就是阿伯拉罕是不是
[00:08:51.000 --> 00:08:54.000]  他要死所以他是不蒙福呢
[00:08:54.000 --> 00:08:55.000]  他要面對死亡
[00:08:55.000 --> 00:08:59.000]  他是不是就是失敗呢
[00:08:59.000 --> 00:09:00.000]  這個很多時候都是
[00:09:00.000 --> 00:09:02.000]  我們信耶穌的人裡面
[00:09:02.000 --> 00:09:04.000]  常常都會去想的一個問題
[00:09:04.000 --> 00:09:06.000]  或者我們都會去思考這個問題
[00:09:06.000 --> 00:09:08.000]  特別當我們有人在
[00:09:08.000 --> 00:09:11.000]  我們身邊面對死亡的時候
[00:09:11.000 --> 00:09:12.000]  我們會覺得
[00:09:12.000 --> 00:09:14.000]  為什麼他會面對死亡
[00:09:14.000 --> 00:09:15.000]  為什麼會死了
[00:09:15.000 --> 00:09:18.000]  為什麼這麼年輕就死了
[00:09:18.000 --> 00:09:19.000]  我們似乎覺得
[00:09:19.000 --> 00:09:21.000]  信耶穌就是不需要面對死亡
[00:09:21.000 --> 00:09:22.000]  但其實信耶穌的人
[00:09:22.000 --> 00:09:25.000]  同樣都會面對死亡
[00:09:25.000 --> 00:09:27.000]  不過對於我們來說
[00:09:27.000 --> 00:09:28.000]  我們的死亡
[00:09:28.000 --> 00:09:29.000]  是怎樣去面對
[00:09:29.000 --> 00:09:30.000]  怎樣去看我們的死亡
[00:09:30.000 --> 00:09:33.000]  才是最重要的
[00:09:33.000 --> 00:09:34.000]  所以今天我們正正好
[00:09:34.000 --> 00:09:36.000]  都看到阿伯拉罕的死
[00:09:36.000 --> 00:09:38.000]  我們想一下
[00:09:38.000 --> 00:09:39.000]  是不是阿伯拉罕的死
[00:09:39.000 --> 00:09:41.000]  代表了一切的完結
[00:09:41.000 --> 00:09:42.000]  阿伯拉罕的死亡
[00:09:42.000 --> 00:09:47.000]  代表了一件不蒙福的事呢
[00:09:47.000 --> 00:09:48.000]  當我們去看看
[00:09:48.000 --> 00:09:50.000]  阿伯拉罕的一生的時候
[00:09:50.000 --> 00:09:51.000]  我們看到他
[00:09:51.000 --> 00:09:54.000]  最初就是由這幅地圖的
[00:09:54.000 --> 00:09:56.000]  你們的右邊
[00:09:56.000 --> 00:09:57.000]  右下角裡面
[00:09:57.000 --> 00:10:00.000]  開始他的出發
[00:10:00.000 --> 00:10:02.000]  就是由加勒底
[00:10:02.000 --> 00:10:04.000]  加勒底就是巴比倫的地方
[00:10:04.000 --> 00:10:06.000]  一直是吳義
[00:10:06.000 --> 00:10:09.000]  一直是離開了他的地方
[00:10:09.000 --> 00:10:10.000]  如果我們按照聖經
[00:10:10.000 --> 00:10:11.000]  我們會記得
[00:10:11.000 --> 00:10:14.000]  其實當阿伯拉罕
[00:10:14.000 --> 00:10:15.000]  在吳義的時候
[00:10:15.000 --> 00:10:17.000]  都聽到上帝
[00:10:17.000 --> 00:10:19.000]  已經跟他說話
[00:10:19.000 --> 00:10:22.000]  他要離開他自己的地方
[00:10:22.000 --> 00:10:24.000]  直到當他一直去到後面
[00:10:24.000 --> 00:10:27.000]  去到這個
[00:10:27.000 --> 00:10:28.000]  後來去到上面
[00:10:28.000 --> 00:10:30.000]  哈蘭的地方的時候
[00:10:30.000 --> 00:10:31.000]  他再一次聽到
[00:10:31.000 --> 00:10:32.000]  上帝給他的聲音
[00:10:32.000 --> 00:10:34.000]  要他離開
[00:10:34.000 --> 00:10:35.000]  於是他就一直去到
[00:10:35.000 --> 00:10:37.000]  後來去到我們一直所認識的
[00:10:37.000 --> 00:10:40.000]  一個加勒底的地方
[00:10:40.000 --> 00:10:41.000]  在加勒底裡面
[00:10:41.000 --> 00:10:43.000]  他經過很多不同的
[00:10:43.000 --> 00:10:44.000]  兜兜轉轉
[00:10:44.000 --> 00:10:45.000]  又試過去到埃及
[00:10:45.000 --> 00:10:47.000]  又去不同的地方
[00:10:47.000 --> 00:10:48.000]  希伯倫
[00:10:48.000 --> 00:10:49.000]  不同的地方走來走去
[00:10:49.000 --> 00:10:51.000]  我們再近一點
[00:10:51.000 --> 00:10:52.000]  我們就記得
[00:10:52.000 --> 00:10:53.000]  去到垂絲柳樹那裡
[00:10:53.000 --> 00:10:54.000]  是不是
[00:10:54.000 --> 00:10:55.000]  他去了不同的地方
[00:10:55.000 --> 00:10:58.000]  都是在這裡兜兜轉轉
[00:10:58.000 --> 00:11:00.000]  同時間
[00:11:00.000 --> 00:11:01.000]  阿伯拉罕也面對著
[00:11:01.000 --> 00:11:04.000]  他在那個地方裡面
[00:11:04.000 --> 00:11:07.000]  怎樣跟他的妻子一起生活
[00:11:07.000 --> 00:11:09.000]  以及跟他的侄兒羅德
[00:11:09.000 --> 00:11:11.000]  甚至怎樣一直在等待
[00:11:11.000 --> 00:11:12.000]  又等待裡面
[00:11:12.000 --> 00:11:16.000]  他終於見到他有下一代
[00:11:16.000 --> 00:11:18.000]  所以我們就是這樣
[00:11:18.000 --> 00:11:21.000]  他一直看了他遊走的經歷
[00:11:21.000 --> 00:11:22.000]  以及他怎樣去面對著
[00:11:22.000 --> 00:11:24.000]  他的家譜裡面
[00:11:24.000 --> 00:11:26.000]  一直發展下去
[00:11:26.000 --> 00:11:27.000]  整體來說
[00:11:27.000 --> 00:11:28.000]  我們記得
[00:11:28.000 --> 00:11:29.000]  我們在年頭到現在
[00:11:29.000 --> 00:11:31.000]  就是看了大約這麼多篇
[00:11:31.000 --> 00:11:32.000]  不同的信息
[00:11:32.000 --> 00:11:33.000]  都去看到
