
[00:00:00.000 --> 00:00:05.000]  讓我們一起聽道前再禱告
[00:00:05.000 --> 00:00:07.000]  親愛的主
[00:00:07.000 --> 00:00:12.000]  多謝祢再一次將我們招聚
[00:00:12.000 --> 00:00:14.000]  祢講過
[00:00:14.000 --> 00:00:16.000]  憤怒苦擔重擔的人
[00:00:16.000 --> 00:00:18.000]  可以來到祢的面前
[00:00:18.000 --> 00:00:22.000]  祢會使他得安息
[00:00:22.000 --> 00:00:24.000]  在過去這幾個月裡
[00:00:24.000 --> 00:00:26.000]  主向我們都經歷過
[00:00:26.000 --> 00:00:30.000]  很多災病厄困
[00:00:30.000 --> 00:00:33.000]  心裡有的不安
[00:00:33.000 --> 00:00:36.000]  求祢幫助我們
[00:00:36.000 --> 00:00:41.000]  不論有多少多大的難處
[00:00:41.000 --> 00:00:43.000]  我們都要用我們的心
[00:00:43.000 --> 00:00:46.000]  繼續緊緊跟從祢
[00:00:46.000 --> 00:00:47.000]  因為祢已經將我們
[00:00:47.000 --> 00:00:49.000]  領入了祢的陽圈
[00:00:49.000 --> 00:00:51.000]  祢的教會裡
[00:00:51.000 --> 00:00:53.000]  求神幫助我們
[00:00:53.000 --> 00:00:56.000]  不要讓生活裡種種的煩憂
[00:00:56.000 --> 00:00:58.000]  人和事
[00:00:58.000 --> 00:01:01.000]  擾亂了我們聽不到祢的聲音
[00:01:01.000 --> 00:01:03.000]  願聖靈陪伴我們
[00:01:03.000 --> 00:01:06.000]  引導我們走過這一趟道
[00:01:06.000 --> 00:01:08.000]  好讓我們聽後
[00:01:08.000 --> 00:01:10.000]  能夠用心的謹守
[00:01:10.000 --> 00:01:12.000]  我們的禱告
[00:01:12.000 --> 00:01:16.000]  是奉群羊大牧者耶穌基督的名求
[00:01:16.000 --> 00:01:19.000]  阿門
[00:01:19.000 --> 00:01:21.000]  每天的早上
[00:01:21.000 --> 00:01:25.000]  我都需要搭港鐵
[00:01:25.000 --> 00:01:30.000]  由東鐵搭到大圍站
[00:01:30.000 --> 00:01:37.000]  然後就會轉經馬鐵回第一城
[00:01:37.000 --> 00:01:39.000]  但當每一次
[00:01:39.000 --> 00:01:43.000]  搭到近第一城站的時候
[00:01:43.000 --> 00:01:47.000]  我總是知道車還沒到站前
[00:01:47.000 --> 00:01:51.000]  那輛車就在這個位置
[00:01:51.000 --> 00:01:53.000]  你擺個明眼就知道
[00:01:53.000 --> 00:01:56.000]  大概它就是一間護老院
[00:01:56.000 --> 00:01:58.000]  它到這個位置
[00:01:58.000 --> 00:02:00.000]  如果你有感覺或留意過
[00:02:00.000 --> 00:02:02.000]  它一定會煞車
[00:02:02.000 --> 00:02:04.000]  因為它要到站前
[00:02:04.000 --> 00:02:06.000]  所以它就會計準時間
[00:02:06.000 --> 00:02:07.000]  應該是司機們
[00:02:07.000 --> 00:02:08.000]  每個都是這樣
[00:02:08.000 --> 00:02:10.000]  我這麼多班都是
[00:02:10.000 --> 00:02:11.000]  它一定會煞車
[00:02:11.000 --> 00:02:13.000]  煞得很頻繁
[00:02:13.000 --> 00:02:16.000]  所以如果你不是很警覺的時候
[00:02:16.000 --> 00:02:18.000]  就會搖搖晃晃
[00:02:18.000 --> 00:02:20.000]  甚至乎你開不穩
[00:02:20.000 --> 00:02:22.000]  真的會出事
[00:02:22.000 --> 00:02:24.000]  就在那天早上
[00:02:24.000 --> 00:02:26.000]  我也如常地搭
[00:02:26.000 --> 00:02:28.000]  其實我已經很清醒
[00:02:28.000 --> 00:02:30.000]  每一次我大概看到
[00:02:30.000 --> 00:02:32.000]  我就會開得緊緊的
[00:02:32.000 --> 00:02:34.000]  但不知為何
[00:02:34.000 --> 00:02:36.000]  當我搭的時候
[00:02:36.000 --> 00:02:39.000]  電話響了
[00:02:39.000 --> 00:02:41.000]  當電話響的時候
[00:02:41.000 --> 00:02:44.000]  我就順手從袋子裡拿出來
[00:02:44.000 --> 00:02:46.000]  但我就不警覺到
[00:02:46.000 --> 00:02:47.000]  原來我另一隻手
[00:02:47.000 --> 00:02:49.000]  是沒有拿著那條柱子的
[00:02:49.000 --> 00:02:52.000]  所以當我去到這個位置的時候
[00:02:52.000 --> 00:02:54.000]  它煞車了
[00:02:54.000 --> 00:02:55.000]  一煞很重的時候
[00:02:55.000 --> 00:02:58.000]  我就整個向前衝
[00:02:58.000 --> 00:03:00.000]  背囊掉在地上
[00:03:00.000 --> 00:03:02.000]  人差不多都躺下去
[00:03:02.000 --> 00:03:05.000]  不過我剛剛單膝跪一跪
[00:03:05.000 --> 00:03:07.000]  幸好我拉著
[00:03:07.000 --> 00:03:08.000]  然後我望高
[00:03:08.000 --> 00:03:10.000]  有個婆婆
[00:03:10.000 --> 00:03:12.000]  她就看著我眉眉嘴笑
[00:03:12.000 --> 00:03:13.000]  不用這麼有禮的
[00:03:13.000 --> 00:03:15.000]  她還這樣說一句
[00:03:15.000 --> 00:03:18.000]  我也不知是尷尬還是甚麼好
[00:03:18.000 --> 00:03:19.000]  然後她就說一句
[00:03:19.000 --> 00:03:20.000]  「年輕人」
[00:03:20.000 --> 00:03:21.000]  很安慰
[00:03:21.000 --> 00:03:23.000]  「年輕人」
[00:03:23.000 --> 00:03:24.000]  很安慰我
[00:03:24.000 --> 00:03:26.000]  她說「年輕人」
[00:03:26.000 --> 00:03:29.000]  「小心點,站穩」
[00:03:29.000 --> 00:03:31.000]  原來呢
[00:03:31.000 --> 00:03:34.000]  我認為自己已經很參透
[00:03:34.000 --> 00:03:37.000]  因為我搭了這麼多年
[00:03:37.000 --> 00:03:39.000]  這輛車
[00:03:39.000 --> 00:03:41.000]  我怎會不知道這個位置
[00:03:41.000 --> 00:03:43.000]  我每一次
[00:03:43.000 --> 00:03:44.000]  很多時候我一見到
[00:03:44.000 --> 00:03:45.000]  「到了」
[00:03:45.000 --> 00:03:46.000]  馬上抓緊
[00:03:46.000 --> 00:03:47.000]  沒事
[00:03:47.000 --> 00:03:49.000]  其他人真的會掉東西在地上
[00:03:49.000 --> 00:03:51.000]  那個就拿手機
[00:03:51.000 --> 00:03:53.000]  整個手機都掉下去
[00:03:53.000 --> 00:03:55.000]  我心想我應該沒事
[00:03:55.000 --> 00:03:57.000]  就是這一次
[00:03:57.000 --> 00:03:58.000]  當我去聽電話
[00:03:58.000 --> 00:04:00.000]  不警覺
[00:04:00.000 --> 00:04:03.000]  一留不留心就出事
[00:04:03.000 --> 00:04:05.000]  沒錯
[00:04:05.000 --> 00:04:07.000]  在這個末後的日子
[00:04:07.000 --> 00:04:09.000]  或者這個時代
[00:04:09.000 --> 00:04:12.000]  這個香港的疫情當中
[00:04:12.000 --> 00:04:15.000]  我們都要站穩
[00:04:15.000 --> 00:04:17.000]  站穩的意思就是表示了
[00:04:17.000 --> 00:04:19.000]  保羅告訴提摩大
[00:04:19.000 --> 00:04:22.000]  他說我在第一章裏面
[00:04:22.000 --> 00:04:25.000]  已經對你有一個個人的怨念
[00:04:25.000 --> 00:04:28.000]  因為當你今天看一段經文的時候
[00:04:28.000 --> 00:04:30.000]  你發覺第一章似曾相識
[00:04:30.000 --> 00:04:32.000]  因為裏面所說的東西
[00:04:32.000 --> 00:04:34.000]  和第六章的東西
[00:04:34.000 --> 00:04:35.000]  很接近
[00:04:35.000 --> 00:04:37.000]  一頭一尾一個三文字
[00:04:37.000 --> 00:04:38.000]  有些學者說
[00:04:38.000 --> 00:04:40.000]  一個三文字式
[00:04:40.000 --> 00:04:43.000]  保羅如果他在開始章的時候
[00:04:43.000 --> 00:04:45.000]  他很記緊要提醒提摩大
[00:04:45.000 --> 00:04:47.000]  怎樣面對那些傳義教的
[00:04:47.000 --> 00:04:49.000]  當他在結尾的時候
[00:04:49.000 --> 00:04:51.000]  最後收筆的時候
[00:04:51.000 --> 00:04:53.000]  他要將最重要的話說
[00:04:53.000 --> 00:04:55.000]  他又提醒他一次的時候
[00:04:55.000 --> 00:04:57.000]  三噗屁
[00:04:57.000 --> 00:04:59.000]  你就知道保羅是很重視
[00:04:59.000 --> 00:05:00.000]  當時
[00:05:00.000 --> 00:05:02.000]  以至今天這個日子
[00:05:02.000 --> 00:05:06.000]  都會有很多傳義教的事
[00:05:06.000 --> 00:05:08.000]  所以在六章三字有一字
[00:05:08.000 --> 00:05:09.000]  他會這樣說
[00:05:09.000 --> 00:05:11.000]  保羅不厭其煩
[00:05:11.000 --> 00:05:14.000]  在三章的第三字就是十字
[00:05:14.000 --> 00:05:17.000]  他講到傳義教的特質
[00:05:17.000 --> 00:05:18.000]  五個特質
[00:05:18.000 --> 00:05:19.000]  兩個回應
[00:05:19.000 --> 00:05:20.000]  接著他講到
[00:05:20.000 --> 00:05:23.000]  你提摩大是一個屬神的人
[00:05:23.000 --> 00:05:24.000]  就不應該這樣
[00:05:24.000 --> 00:05:26.000]  所以他提了提摩大三樣東西
[00:05:26.000 --> 00:05:28.000]  然後他最後一句話
[00:05:28.000 --> 00:05:30.000]  仍然都是
[00:05:30.000 --> 00:05:32.000]  要保守
[00:05:32.000 --> 00:05:33.000]  或者守住
[00:05:33.000 --> 00:05:34.000]  所託付你
[00:05:34.000 --> 00:05:37.000]  我們今天就來看看
[00:05:37.000 --> 00:05:39.000]  在這段最後的說話
[00:05:39.000 --> 00:05:42.000]  保羅是怎樣提醒提摩大
[00:05:42.000 --> 00:05:44.000]  同樣這些說話
[00:05:44.000 --> 00:05:46.000]  怎樣提醒我們
[00:05:46.000 --> 00:05:51.000]  他說傳義教的人有五方面
[00:05:51.000 --> 00:05:52.000]  今天我們可以
[00:05:52.000 --> 00:05:53.000]  如果想查清楚
[00:05:53.000 --> 00:05:54.000]  究竟這些人
[00:05:54.000 --> 00:05:56.000]  究竟是什麼葫蘆買什麼藥
[00:05:56.000 --> 00:05:58.000]  有很多研究的人都說
[00:05:58.000 --> 00:05:59.000]  不知道
[00:05:59.000 --> 00:06:01.000]  不一定是洛斯底派主義
[00:06:01.000 --> 00:06:03.000]  因為沒有這麼快發跡
[00:06:03.000 --> 00:06:05.000]  所以他們有些蛛絲馬跡
[00:06:05.000 --> 00:06:09.000]  只能夠看到他有五個特質
[00:06:09.000 --> 00:06:10.000]  第一個
[00:06:10.000 --> 00:06:13.000]  就是他們傳其他的教
[00:06:13.000 --> 00:06:16.000]  和耶穌基督的道理不同
[00:06:16.000 --> 00:06:17.000]  所以他們是不服從
[00:06:17.000 --> 00:06:20.000]  耶穌基督純正的話
[00:06:20.000 --> 00:06:23.000]  同時也不去跟從自教以來
[00:06:23.000 --> 00:06:25.000]  一直流傳下來
[00:06:25.000 --> 00:06:27.000]  敬虔的道理
[00:06:27.000 --> 00:06:30.000]  教會裡面內容信仰
[00:06:30.000 --> 00:06:33.000]  他們是一群自高自大
[00:06:33.000 --> 00:06:35.000]  即是吹噓自己
[00:06:35.000 --> 00:06:37.000]  或者自我膨脹
[00:06:37.000 --> 00:06:39.000]  聖經甚至乎在這裡形容他們
[00:06:39.000 --> 00:06:42.000]  是一無所知
[00:06:42.000 --> 00:06:44.000]  以致他們在不知道當中
[00:06:44.000 --> 00:06:46.000]  又去問很多問題
[00:06:46.000 --> 00:06:48.000]  就增變增多了
[00:06:48.000 --> 00:06:50.000]  到最後
[00:06:50.000 --> 00:06:52.000]  這群人有一個情況
[00:06:52.000 --> 00:06:55.000]  就是他們以敬虔做外貌
[00:06:55.000 --> 00:06:59.000]  但實質是為了很多的利益
[00:06:59.000 --> 00:07:01.000]  用另一個圖表我們會看到
[00:07:01.000 --> 00:07:04.000]  原來這群人有五個不
[00:07:04.000 --> 00:07:05.000]  第一
[00:07:05.000 --> 00:07:07.000]  以真理不相符
[00:07:07.000 --> 00:07:08.000]  第二
[00:07:08.000 --> 00:07:12.000]  他們不順從耶穌健全
[00:07:12.000 --> 00:07:16.000]  因為這個所謂的純正
[00:07:16.000 --> 00:07:17.000]  其實是holesome
[00:07:17.000 --> 00:07:19.000]  意思是一個整全
[00:07:19.000 --> 00:07:21.000]  即是說關於耶穌基督
[00:07:21.000 --> 00:07:23.000]  說的每一句話
[00:07:23.000 --> 00:07:25.000]  他們都有非議
[00:07:25.000 --> 00:07:29.000]  接著就是他們不聽從
[00:07:29.000 --> 00:07:32.000]  在教會裡我們慢慢有很多內容
[00:07:32.000 --> 00:07:33.000]  甚至乎很多的根基
[00:07:33.000 --> 00:07:35.000]  甚至乎日後有使徒信經
[00:07:35.000 --> 00:07:37.000]  今天我們在教會裡
[00:07:37.000 --> 00:07:39.000]  有很多因為信仰而來的
[00:07:39.000 --> 00:07:42.000]  不同的生活的提醒標準
[00:07:42.000 --> 00:07:45.000]  他們都不覺得有用
[00:07:45.000 --> 00:07:46.000]  第四
[00:07:46.000 --> 00:07:48.000]  他們不謙卑
[00:07:48.000 --> 00:07:50.000]  在他們的生命裡
[00:07:50.000 --> 00:07:51.000]  他們只是看到自己
[00:07:51.000 --> 00:07:52.000]  看不到別人
[00:07:52.000 --> 00:07:54.000]  所以聖經譯作這個字
[00:07:54.000 --> 00:07:57.000]  自我吹噓或者自我膨脹
[00:07:57.000 --> 00:07:59.000]  將自己追捧
[00:07:59.000 --> 00:08:03.000]  以致他們有兩個分詞去形容他們
[00:08:03.000 --> 00:08:05.000]  他們是一無所知
[00:08:05.000 --> 00:08:08.000]  和他們尊好難發問
[00:08:08.000 --> 00:08:11.000]  所以引發很多的爭辯
[00:08:11.000 --> 00:08:14.000]  到最後這群人是不知足
[00:08:14.000 --> 00:08:16.000]  在他們的生命裡
[00:08:16.000 --> 00:08:20.000]  他們只顧藉著敬虔為外貌
[00:08:20.000 --> 00:08:24.000]  然後他們去謀取很多的利益
[00:08:24.000 --> 00:08:26.000]  當保羅說這番話的時候
[00:08:26.000 --> 00:08:28.000]  他馬上就想到
[00:08:28.000 --> 00:08:31.000]  他說其實對異教者我的回應就是
[00:08:31.000 --> 00:08:34.000]  他們真的不知道一件事
[00:08:34.000 --> 00:08:38.000]  敬虔加上知足的心
[00:08:38.000 --> 00:08:39.000]  才是大利
[00:08:39.000 --> 00:08:41.000]  因為我們每一個弟兄姊妹
[00:08:41.000 --> 00:08:44.000]  不一定是非富
[00:08:44.000 --> 00:08:46.000]  但是我們能夠生命可貴
[00:08:46.000 --> 00:08:49.000]  是因為我們有著一個對準神
[00:08:49.000 --> 00:08:51.000]  甚至乎我們說
[00:08:51.000 --> 00:08:53.000]  原來耶穌說
[00:08:53.000 --> 00:08:55.000]  我來是叫人得生命
[00:08:55.000 --> 00:08:57.000]  而且你得到這個生命之後
[00:08:57.000 --> 00:09:01.000]  你可以在裡面有活水傳源
[00:09:01.000 --> 00:09:03.000]  豐盛的人生
[00:09:03.000 --> 00:09:07.000]  我時時去解釋豐盛這個字
[00:09:07.000 --> 00:09:09.000]  是表示了由裡面
[00:09:09.000 --> 00:09:12.000]  因為有了一些東西加在我裡面
[00:09:12.000 --> 00:09:15.000]  然後我就不用在外面去找
[00:09:15.000 --> 00:09:18.000]  這個就是耶穌基督說的
[00:09:18.000 --> 00:09:21.000]  祂說我斟了一杯水
[00:09:21.000 --> 00:09:23.000]  在這杯水斟的時候
[00:09:23.000 --> 00:09:24.000]  你就會發覺
[00:09:24.000 --> 00:09:26.000]  如果祂一直不停地斟
[00:09:26.000 --> 00:09:29.000]  祂就會寫出來
[00:09:29.000 --> 00:09:31.000]  豐盛的原意
[00:09:31.000 --> 00:09:34.000]  原文這樣解釋就是滿舍
[00:09:34.000 --> 00:09:37.000]  那就是說耶穌基督給我們的生命
[00:09:37.000 --> 00:09:39.000]  不是加添了什麼
[00:09:39.000 --> 00:09:42.000]  而是由裡面去滿溢出來
[00:09:42.000 --> 00:09:45.000]  如果今天你去行道
[00:09:45.000 --> 00:09:48.000]  越來越好像有些弟兄姊妹都在學
[00:09:48.000 --> 00:09:51.000]  當我有的我就和人分享
[00:09:51.000 --> 00:09:53.000]  施比壽更有福
[00:09:53.000 --> 00:09:55.000]  當他越給出的時候
[00:09:55.000 --> 00:09:57.000]  他的快樂就越大
[00:09:57.000 --> 00:09:59.000]  他的滿足越高
[00:09:59.000 --> 00:10:02.000]  當然有些人說我就不會了
[00:10:02.000 --> 00:10:06.000]  這個就是每一個人的生命的鍛鍊和學習
[00:10:06.000 --> 00:10:08.000]  但是聖經就說
[00:10:08.000 --> 00:10:10.000]  當你有敬貴臣的心
[00:10:10.000 --> 00:10:12.000]  不是留在一個外表
[00:10:12.000 --> 00:10:14.000]  而是由裡面活出了
[00:10:14.000 --> 00:10:16.000]  就是加上知足
[00:10:16.000 --> 00:10:17.000]  知足是什麼呢?
[00:10:17.000 --> 00:10:19.000]  是你經歷到的
[00:10:19.000 --> 00:10:22.000]  我有了,我足夠了,不需要
[00:10:22.000 --> 00:10:24.000]  在疫情當中
[00:10:24.000 --> 00:10:27.000]  我們目者被提示
[00:10:27.000 --> 00:10:31.000]  我們要去和一些在相關行業
[00:10:31.000 --> 00:10:33.000]  他們深受困擾
[00:10:33.000 --> 00:10:35.000]  甚至乎是裁員
[00:10:35.000 --> 00:10:37.000]  沒工開,減薪
[00:10:37.000 --> 00:10:40.000]  我就打這個電話給我們的支弟
[00:10:40.000 --> 00:10:43.000]  我說我想和教會大家一起告訴你
[00:10:43.000 --> 00:10:46.000]  教會是預備了一些協助
[00:10:46.000 --> 00:10:48.000]  幫助你渡過一些危機
[00:10:48.000 --> 00:10:49.000]  只要你說一聲
[00:10:49.000 --> 00:10:52.000]  我就會和你去安排
[00:10:52.000 --> 00:10:54.000]  我收到一個這樣的訊息
[00:10:54.000 --> 00:10:56.000]  主人,牧師
[00:10:56.000 --> 00:10:58.000]  我和我先生都很足夠
[00:10:58.000 --> 00:11:00.000]  雖然我們是有些緊逼
[00:11:00.000 --> 00:11:03.000]  但是我們仍然可以養到兒子
[00:11:03.000 --> 00:11:06.000]  讓他考這個DSE的試
[00:11:06.000 --> 00:11:08.000]  我足夠了,牧師
[00:11:08.000 --> 00:11:10.000]  我看到這件事
[00:11:10.000 --> 00:11:12.000]  我感覺到不是他謙卑
[00:11:12.000 --> 00:11:14.000]  而是他看到自己的生命裏面
[00:11:14.000 --> 00:11:17.000]  雖然我不一定像其他人那樣
[00:11:17.000 --> 00:11:20.000]  Full入息,即是全個Full Service
[00:11:20.000 --> 00:11:22.000]  但是我仍然有足夠
[00:11:22.000 --> 00:11:24.000]  弟兄姊妹
[00:11:24.000 --> 00:11:26.000]  我們不是要你捱餓
[00:11:26.000 --> 00:11:29.000]  而是你看到在你的缺點當中
[00:11:29.000 --> 00:11:31.000]  原來我足夠了
[00:11:31.000 --> 00:11:33.000]  有耶穌,有主
[00:11:33.000 --> 00:11:35.000]  我想大致上這位支弟
[00:11:35.000 --> 00:11:37.000]  他看到
[00:11:37.000 --> 00:11:40.000]  敬虔加上知足的心是大利
[00:11:40.000 --> 00:11:42.000]  但是保羅轉而問到
[00:11:42.000 --> 00:11:46.000]  那些謀取貪財
[00:11:46.000 --> 00:11:48.000]  貪戀錢財的人
[00:11:48.000 --> 00:11:50.000]  他們不單止用很多東西
[00:11:50.000 --> 00:11:52.000]  刺透了自己
[00:11:52.000 --> 00:11:54.000]  聖經說
[00:11:54.000 --> 00:11:56.000]  以別神代替耶和
[00:11:56.000 --> 00:11:59.000]  他的受苦必加增
[00:11:59.000 --> 00:12:02.000]  我沒有,我只是拿錢
[00:12:02.000 --> 00:12:04.000]  什麼神?原來
[00:12:04.000 --> 00:12:06.000]  馬門、財利
[00:12:06.000 --> 00:12:08.000]  已經成為了你的神
[00:12:08.000 --> 00:12:10.000]  這些人
[00:12:10.000 --> 00:12:12.000]  陷在,陷在的意思就是
[00:12:12.000 --> 00:12:15.000]  表示他跌落了迷惑
[00:12:15.000 --> 00:12:17.000]  意思就是試探
[00:12:17.000 --> 00:12:19.000]  而且落在網羅
[00:12:19.000 --> 00:12:22.000]  是三章七節說到魔鬼的網羅
[00:12:22.000 --> 00:12:25.000]  所以陷在自己的試探
[00:12:25.000 --> 00:12:27.000]  被魔鬼拉下去
[00:12:27.000 --> 00:12:30.000]  他無知的私慾
[00:12:30.000 --> 00:12:32.000]  既懷了胎
[00:12:32.000 --> 00:12:34.000]  就生出罪
[00:12:34.000 --> 00:12:37.000]  他就在敗壞和滅亡中
[00:12:37.000 --> 00:12:39.000]  當保羅說完之後
[00:12:39.000 --> 00:12:41.000]  他就想提醒提摩太利
[00:12:41.000 --> 00:12:43.000]  這個屬神的人
