
[00:00:00.000 --> 00:00:02.000]  兄弟兄姐妹平安
[00:00:02.000 --> 00:00:06.000]  感謝主一次帶領我們回到神的殿中去敬拜祂
[00:00:06.000 --> 00:00:08.000]  我們現在又有聽祂話語的時間
[00:00:08.000 --> 00:00:10.000]  讓我們一起同心禱告
[00:00:10.000 --> 00:00:12.000]  預備我們的心
[00:00:12.000 --> 00:00:14.000]  親愛的主耶穌基督
[00:00:14.000 --> 00:00:16.000]  我們滿心感謝讚美祢
[00:00:16.000 --> 00:00:17.000]  因為祢愛我們
[00:00:17.000 --> 00:00:18.000]  祢招聚我們
[00:00:18.000 --> 00:00:20.000]  來到祢的跟前
[00:00:20.000 --> 00:00:23.000]  讓我們可以有機會聆聽祢的教導
[00:00:23.000 --> 00:00:24.000]  祢的話語
[00:00:24.000 --> 00:00:27.000]  願祢親自向我們說話
[00:00:27.000 --> 00:00:31.000]  讓我們聽得明白 放在心裡 遊行出來
[00:00:31.000 --> 00:00:32.000]  以上的禱告
[00:00:32.000 --> 00:00:35.000]  奉靠我主耶穌基督的聖名祈求
[00:00:35.000 --> 00:00:36.000]  阿們
[00:00:36.000 --> 00:00:40.000]  首先祝大家新年快樂
[00:00:40.000 --> 00:00:43.000]  身心靈健壯 主恩滿滿
[00:00:43.000 --> 00:00:53.000]  我們在新一年
[00:00:53.000 --> 00:00:57.000]  其實都有很多的想法
[00:00:57.000 --> 00:01:00.000]  我先帶一個問題給大家
[00:01:00.000 --> 00:01:03.000]  不知道你們是帶著什麼樣的心情
[00:01:03.000 --> 00:01:05.000]  去告別
[00:01:05.000 --> 00:01:08.000]  剛剛過去的2024年的終結
[00:01:08.000 --> 00:01:12.000]  以及進入2025年的開始
[00:01:12.000 --> 00:01:15.000]  想一想
[00:01:15.000 --> 00:01:18.000]  或者可能你也思想過了
[00:01:20.000 --> 00:01:26.000]  我過去每一年都會定一個目標
[00:01:26.000 --> 00:01:29.000]  不是減肥
[00:01:29.000 --> 00:01:32.000]  這個我已經放棄了
[00:01:32.000 --> 00:01:36.000]  就是大家看到了
[00:01:36.000 --> 00:01:39.000]  螢光幕上面寫的斷捨離
[00:01:39.000 --> 00:01:42.000]  但是每一次去到新年的時候
[00:01:42.000 --> 00:01:43.000]  定這個目標
[00:01:43.000 --> 00:01:47.000]  總是想送救迎新
[00:01:48.000 --> 00:01:53.000]  不過總是可以做到下半部分迎新
[00:01:53.000 --> 00:01:55.000]  但是就送不了救
[00:01:55.000 --> 00:01:58.000]  因為實在很艱難
[00:01:58.000 --> 00:02:01.000]  看著家裡很多的衣服
[00:02:01.000 --> 00:02:03.000]  很多的物品
[00:02:03.000 --> 00:02:06.000]  好像很難去做一個決定
[00:02:06.000 --> 00:02:09.000]  去將他們放棄
[00:02:09.000 --> 00:02:13.000]  或者是轉送給其他的人
[00:02:13.000 --> 00:02:15.000]  因為沒有這個時間
[00:02:15.000 --> 00:02:17.000]  看著實在太多了
[00:02:17.000 --> 00:02:19.000]  一定要找一個很長的假期
[00:02:19.000 --> 00:02:21.000]  才可以做到
[00:02:21.000 --> 00:02:22.000]  不單止家裡
[00:02:22.000 --> 00:02:26.000]  我自己的辦公室的房間也是一樣
[00:02:26.000 --> 00:02:27.000]  做了這麼多年
[00:02:27.000 --> 00:02:29.000]  真的有很多很多的物品
[00:02:29.000 --> 00:02:31.000]  是捨不得扔
[00:02:31.000 --> 00:02:34.000]  又捨不得去放棄
[00:02:34.000 --> 00:02:38.000]  直至到有一個契機來到
[00:02:38.000 --> 00:02:40.000]  大家知不知道是什麼時間
[00:02:40.000 --> 00:02:45.000]  就是這個垃圾徵收費用的
[00:02:45.000 --> 00:02:47.000]  說要實施的時候
[00:02:47.000 --> 00:02:49.000]  就突然之間覺得
[00:02:49.000 --> 00:02:50.000]  大件事了
[00:02:50.000 --> 00:02:52.000]  要去做了
[00:02:52.000 --> 00:02:56.000]  應該是2023年左右的時間
[00:02:56.000 --> 00:03:01.000]  就說2023年底就要實施了
[00:03:01.000 --> 00:03:04.000]  但是定了這個斷捨離的目標
[00:03:04.000 --> 00:03:07.000]  始終都是一直做不到
[00:03:07.000 --> 00:03:09.000]  因為又拖
[00:03:09.000 --> 00:03:13.000]  又推到去2024年的年頭
[00:03:13.000 --> 00:03:16.000]  然後又去到年中
[00:03:16.000 --> 00:03:17.000]  最後還要是
[00:03:17.000 --> 00:03:20.000]  大家都知道結果是什麼了
[00:03:20.000 --> 00:03:22.000]  無疾而終了
[00:03:22.000 --> 00:03:23.000]  當然是暫緩
[00:03:23.000 --> 00:03:27.000]  之後都有機會再實施的
[00:03:27.000 --> 00:03:29.000]  去到那個時候
[00:03:29.000 --> 00:03:31.000]  當然大家都鬆一口氣
[00:03:31.000 --> 00:03:33.000]  我也鬆一口氣
[00:03:33.000 --> 00:03:35.000]  但是就在那個
[00:03:35.000 --> 00:03:37.000]  知道不會再
[00:03:37.000 --> 00:03:40.000]  暫時不會徵收這個費用的時候
[00:03:40.000 --> 00:03:43.000]  有一天我就在網上看了一篇
[00:03:43.000 --> 00:03:46.000]  關於斷捨離的文章
[00:03:46.000 --> 00:03:49.000]  在裏面就說到
[00:03:49.000 --> 00:03:52.000]  其實是很難去開始
[00:03:52.000 --> 00:03:54.000]  因為你總是覺得太多了
[00:03:54.000 --> 00:03:57.000]  你要找一個很長的時間去進行
[00:03:57.000 --> 00:04:00.000]  但是他就建議了一個方法
[00:04:00.000 --> 00:04:02.000]  他就說不如你試一下
[00:04:02.000 --> 00:04:06.000]  每一天就扔三樣物品
[00:04:06.000 --> 00:04:09.000]  我就記在心裏面
[00:04:09.000 --> 00:04:11.000]  想來想去
[00:04:11.000 --> 00:04:12.000]  不如試一下
[00:04:12.000 --> 00:04:14.000]  一天三樣都沒有很多
[00:04:14.000 --> 00:04:15.000]  很快的
[00:04:15.000 --> 00:04:19.000]  在桌面隨時都拿到三樣東西去扔
[00:04:19.000 --> 00:04:22.000]  於是就在這樣的驅使之下
[00:04:22.000 --> 00:04:25.000]  我就開始了這個計劃
[00:04:25.000 --> 00:04:30.000]  我想大概上年的下半年
[00:04:30.000 --> 00:04:32.000]  的時候開始
[00:04:32.000 --> 00:04:36.000]  我真的每天扔了三件衣服
[00:04:36.000 --> 00:04:39.000]  送到回收箱不是真的扔
[00:04:39.000 --> 00:04:43.000]  然後就扔了三樣物品
[00:04:43.000 --> 00:04:46.000]  然後扔著扔著
[00:04:46.000 --> 00:04:48.000]  我真的成功了
[00:04:48.000 --> 00:04:50.000]  一個月裏面就是每一天
[00:04:50.000 --> 00:04:52.000]  就是這樣堅持去做
[00:04:52.000 --> 00:04:55.000]  但是又不是花很多功夫
[00:04:55.000 --> 00:04:57.000]  然後就發覺很有成功感
[00:04:57.000 --> 00:05:00.000]  因為打開煙櫃就見到
[00:05:00.000 --> 00:05:02.000]  好像整齊了很多
[00:05:02.000 --> 00:05:04.000]  感覺很開心
[00:05:04.000 --> 00:05:08.000]  而且在過程裏面都讓我去思考
[00:05:08.000 --> 00:05:10.000]  那些新愛物
[00:05:10.000 --> 00:05:12.000]  即是我自己的關係
[00:05:12.000 --> 00:05:14.000]  亦都在執拾一些物品的時候
[00:05:14.000 --> 00:05:16.000]  我有去思考
[00:05:16.000 --> 00:05:20.000]  其實那些和我有關係的人
[00:05:20.000 --> 00:05:22.000]  和我有關係的事
[00:05:22.000 --> 00:05:26.000]  和和我有關係的這位神
[00:05:26.000 --> 00:05:29.000]  在過去的年日裏面
[00:05:29.000 --> 00:05:33.000]  怎樣讓我去經歷這些日子
[00:05:33.000 --> 00:05:35.000]  這個斷捨離的過程裏面
[00:05:35.000 --> 00:05:36.000]  對我來説
[00:05:36.000 --> 00:05:38.000]  我的經歷就是
[00:05:38.000 --> 00:05:41.000]  我覺得是一個終結
[00:05:41.000 --> 00:05:48.000]  我對那些不需要用的物品的捨棄
[00:05:48.000 --> 00:05:51.000]  而亦都重新去開始
[00:05:51.000 --> 00:05:56.000]  去迎接一個新的人生的一頁
[00:05:56.000 --> 00:05:59.000]  那對我來説
[00:05:59.000 --> 00:06:02.000]  這個斷捨離的行動
[00:06:02.000 --> 00:06:04.000]  可以説是一個
[00:06:04.000 --> 00:06:07.000]  我自己稱之為一個轉捩點
[00:06:07.000 --> 00:06:09.000]  一個轉捩點
