
[00:00:00.000 --> 00:00:05.240]  今日我要講馬可福音,繼續下去
[00:00:05.240 --> 00:00:09.520]  今天要講馬可福音,繼續下去
[00:00:09.520 --> 00:00:11.200]  我記得我說過
[00:00:11.200 --> 00:00:16.480]  馬可福音第八章是全卷書的高潮部分
[00:00:16.480 --> 00:00:19.280]  記得之前提過的馬可福音的八章
[00:00:19.280 --> 00:00:23.120]  是這卷福音書的最高潮的
[00:00:23.120 --> 00:00:27.360]  因為當耶穌去到該撒尼亞菲勒比的時候
[00:00:27.360 --> 00:00:31.520]  因為當主耶穌去到菲利比的時候
[00:00:31.520 --> 00:00:34.480]  祂問門徒說
[00:00:34.480 --> 00:00:38.240]  人說我是誰
[00:00:38.240 --> 00:00:42.000]  有幾個答案
[00:00:42.000 --> 00:00:45.320]  其後祂又再進一步問門徒
[00:00:45.320 --> 00:00:48.200]  之後祂就再進一步問門徒說
[00:00:48.200 --> 00:00:53.520]  你們說我是誰呢?
[00:00:53.520 --> 00:00:56.520]  彼得就回答了
[00:00:56.520 --> 00:00:59.160]  彼得就回答了
[00:00:59.160 --> 00:01:03.480]  你是基督
[00:01:03.480 --> 00:01:08.360]  從此耶穌作為基督或彌賽的身份就被揭示出來
[00:01:08.360 --> 00:01:10.200]  自此之後
[00:01:10.200 --> 00:01:15.800]  耶穌成為基督或彌賽亞的身份就被揭示出來了
[00:01:15.800 --> 00:01:20.280]  與其同時主耶穌就講了第一次的預言
[00:01:20.280 --> 00:01:24.280]  與其同時主耶穌就講了第一次的預言
[00:01:24.280 --> 00:01:26.960]  從此祂教訓他們說
[00:01:26.960 --> 00:01:29.600]  人子必須受許多的苦
[00:01:29.600 --> 00:01:32.200]  從此祂教訓他們說
[00:01:32.200 --> 00:01:35.200]  人子必受許多的苦
[00:01:35.200 --> 00:01:38.720]  被長老祭師掌和文士棄絕
[00:01:38.720 --> 00:01:42.960]  被長老祭師掌和文士棄絕
[00:01:42.960 --> 00:01:47.400]  被長老祭師掌和文士棄絕
[00:01:47.400 --> 00:01:53.120]  被長老祭師掌和文士棄絕
[00:01:53.120 --> 00:01:58.320]  並且被殺過三天復活
[00:01:58.320 --> 00:02:01.000]  大家想像一下假如你是十二門徒之一
[00:02:01.000 --> 00:02:04.640]  大家想像一下如果你是十二門徒之一
[00:02:04.640 --> 00:02:08.280]  當你聽到你跟從了三年幾的老師
[00:02:08.280 --> 00:02:12.120]  這樣預言自己將會受苦被殺的話
[00:02:12.120 --> 00:02:16.480]  當你跟了三年多的老師
[00:02:16.480 --> 00:02:19.840]  這樣子預言自己要被殺的時候
[00:02:19.840 --> 00:02:23.480]  你會作出什麼樣的反應呢?
[00:02:23.480 --> 00:02:27.000]  你還會不會跟隨他呢?
[00:02:27.000 --> 00:02:32.080]  因為從此主耶穌就要往耶路撒冷進發了
[00:02:32.080 --> 00:02:36.120]  因為從此主耶穌就要往耶路撒冷進發了
[00:02:36.120 --> 00:02:38.000]  彼得作為大弟子
[00:02:38.000 --> 00:02:42.640]  他作出的回應可能就是代表眾門徒的回應
[00:02:42.640 --> 00:02:46.200]  彼得作為大弟子做這個回應
[00:02:46.200 --> 00:02:49.560]  就代表眾門徒的回應
[00:02:49.560 --> 00:02:52.080]  就是說拉著他 勸他
[00:02:52.080 --> 00:02:55.040]  他就拉著主耶穌勸他
[00:02:55.040 --> 00:02:58.680]  希望他回心轉意
[00:02:58.680 --> 00:03:00.880]  結果怎麼樣呢?
[00:03:00.880 --> 00:03:05.200]  耶穌轉過來看著彼得就責備彼得說
[00:03:05.200 --> 00:03:09.560]  耶穌轉過來看著彼得就責備他說
[00:03:09.560 --> 00:03:13.240]  撒旦退我後邊去吧
[00:03:13.240 --> 00:03:15.440]  撒旦退我後邊去吧
[00:03:15.440 --> 00:03:19.920]  因為你不體貼神的意思 只體貼人的意思
[00:03:19.920 --> 00:03:24.240]  因為你不體貼神的意思 只體貼人的意思
[00:03:24.240 --> 00:03:28.640]  因為彼得心中的思想是從人出發的
[00:03:28.640 --> 00:03:32.240]  因為彼得心中的思想是從人出發的
[00:03:32.240 --> 00:03:37.400]  所以他就體貼一般人的想法
[00:03:37.400 --> 00:03:41.720]  就不是依照神的想法
[00:03:41.720 --> 00:03:46.240]  他完全不明白主耶穌將要做的事 真正的原因是什麼
[00:03:46.240 --> 00:03:51.040]  他完全不明白主耶穌將要做的事 真正的原因是什麼
[00:03:51.040 --> 00:03:55.200]  或者主耶穌不想他影響其他的門徒
[00:03:55.200 --> 00:03:58.160]  或者主耶穌不想他影響別的門徒
[00:03:58.160 --> 00:04:00.960]  忽略了父神真正的心意
[00:04:00.960 --> 00:04:04.240]  就是要他犧牲去拯救世人
[00:04:04.240 --> 00:04:07.240]  忽略了天父真正的心意
[00:04:07.240 --> 00:04:09.960]  就是他要犧牲要拯救世人
[00:04:09.960 --> 00:04:14.160]  所以他唯有去嚴嚴責備彼得
[00:04:14.160 --> 00:04:17.560]  所以他只有去嚴嚴責備彼得
[00:04:17.560 --> 00:04:23.360]  當主耶穌預言自己要受苦被殺 過三日復活之後
[00:04:23.360 --> 00:04:28.080]  當主耶穌預言自己受苦被殺 過三天之後
[00:04:28.080 --> 00:04:32.440]  我們可以看到那些門徒是完全不明白耶穌的
[00:04:32.440 --> 00:04:36.160]  我們看見這些門徒是完全不明白耶穌的
[00:04:36.160 --> 00:04:38.240]  想不到過了沒多久
[00:04:38.240 --> 00:04:41.000]  想不到過了沒多久
[00:04:41.000 --> 00:04:44.280]  同樣的事情就重演一次
[00:04:44.280 --> 00:04:48.560]  同樣的事情就重演了一次
[00:04:48.560 --> 00:04:54.280]  主耶穌帶了彼得、雅各、約翰三個人上一座山
[00:04:54.280 --> 00:05:00.160]  主耶穌帶了彼得、雅各、約翰三個人上一座山
[00:05:00.160 --> 00:05:03.400]  在那裏他改變了容貌和形象
[00:05:03.400 --> 00:05:06.880]  在那裏他改變了容貌和形象
[00:05:06.880 --> 00:05:09.800]  大家可以記得他的衣服放光
[00:05:09.800 --> 00:05:13.640]  大家可以記得他的衣服放光
[00:05:13.640 --> 00:05:18.280]  並且他和舊約裏面兩個很重要的人物
[00:05:18.280 --> 00:05:20.400]  摩西和以利亞在那裏聊天
[00:05:20.400 --> 00:05:24.360]  並且他在舊約裏面有兩個很重要的人物
[00:05:24.360 --> 00:05:27.520]  摩西和以利亞在那裏講話
[00:05:27.520 --> 00:05:32.000]  其間天上有聲音說
[00:05:32.000 --> 00:05:37.000]  「這是我的愛子,你們要聽他」
[00:05:37.000 --> 00:05:41.040]  「這是我的愛子,你們要聽他」
[00:05:41.040 --> 00:05:43.920]  最後他們只看見了耶穌一個人
[00:05:43.920 --> 00:05:46.680]  最後他們只看見了耶穌一個人
[00:05:46.680 --> 00:05:48.760]  之後他們就一同下山了
[00:05:48.760 --> 00:05:52.120]  之後他們就一同下山了
[00:05:52.120 --> 00:05:59.120]  「他們離開那地方,經過加利利,耶穌不願意人知道」
[00:05:59.120 --> 00:06:09.560]  「他們離開那地方,經過加利利,耶穌不願意人知道」
[00:06:09.560 --> 00:06:15.080]  「於是教訓門徒說,人子將要被交在人手裏」
[00:06:15.080 --> 00:06:20.760]  「於是教訓門徒說,人子將要被交在人手裏」
[00:06:20.760 --> 00:06:24.440]  「他們要殺害他」
[00:06:24.440 --> 00:06:32.120]  「被殺之後過三天,他要復活」
[00:06:32.120 --> 00:06:35.480]  「被殺之後過三天,他要復活」
[00:06:35.480 --> 00:06:37.040]  這是第二次的預言
[00:06:37.040 --> 00:06:40.760]  跟第一次的預言基本上沒有太大的分別
[00:06:40.760 --> 00:06:44.160]  跟第一次的預言基本上沒有太大的分別
[00:06:44.160 --> 00:06:47.200]  因為這裏只是說交在人手裏
[00:06:47.200 --> 00:06:49.640]  因為這裏只是說交在人手裏
[00:06:49.640 --> 00:06:57.120]  而第一次是交在長老和祭司長、文士棄絕
[00:06:57.120 --> 00:07:06.520]  第一次是交在祭司長、文士和長老棄絕
[00:07:06.520 --> 00:07:12.760]  「門徒卻不明白這話,又不敢問他」
[00:07:12.760 --> 00:07:17.600]  「門徒卻不明白這話,又不敢問他」
[00:07:17.600 --> 00:07:20.960]  為甚麼門徒不敢問耶穌呢?
[00:07:20.960 --> 00:07:23.280]  為甚麼門徒不敢問耶穌呢?
[00:07:23.280 --> 00:07:30.200]  大概是因為他恐怕好像上一次主對待彼得一樣
[00:07:30.200 --> 00:07:33.720]  大概是因為他恐怕好像上一次主對待彼得一樣
[00:07:33.720 --> 00:07:37.600]  嚴嚴責備彼得
[00:07:37.600 --> 00:07:39.880]  所以他們不敢作聲
[00:07:39.880 --> 00:07:43.240]  但是他們不明白
[00:07:43.240 --> 00:07:47.960]  他們隨即做了一件令到主耶穌很不喜歡的事
[00:07:47.960 --> 00:07:51.840]  他們馬上做了一件令到主耶穌很不喜歡的事
[00:07:51.840 --> 00:07:57.520]  這就是第33和34節
[00:07:57.520 --> 00:08:01.440]  他們來到加白龍,耶穌在屋裏問門徒說
[00:08:01.440 --> 00:08:05.400]  他們來到加白龍,耶穌在屋裏問門徒說
[00:08:05.400 --> 00:08:09.840]  「你們在路上議論的是甚麼?」
[00:08:09.840 --> 00:08:13.000]  「門徒不作聲」
[00:08:13.000 --> 00:08:17.240]  「因為他們在路上彼此爭論誰為大」
[00:08:17.240 --> 00:08:20.600]  「因為他們在路上彼此爭論誰為大」
[00:08:20.600 --> 00:08:24.320]  大概他們都有少少感覺到他們做錯了
[00:08:24.320 --> 00:08:28.960]  大概他們都有少少感覺到他們做錯了
[00:08:28.960 --> 00:08:31.920]  其實主耶穌曾經在第一次預言之後
[00:08:31.920 --> 00:08:36.840]  教訓他們甚麼是門徒的代價
[00:08:36.840 --> 00:08:39.840]  其實主耶穌在第一次預言的時候
[00:08:39.840 --> 00:08:43.680]  已經教訓過他們甚麼是門徒為大
[00:08:43.680 --> 00:08:47.440]  甚麼是門徒的代價
[00:08:47.440 --> 00:08:50.240]  不如我們一同讀34至37節
[00:08:50.240 --> 00:09:01.840]  我們一起讀《馬可福音》第8章34至37節
[00:09:01.840 --> 00:09:05.120]  我們一起讀好不好
[00:09:05.120 --> 00:09:09.920]  於是叫眾人和門徒來對他們說
[00:09:09.920 --> 00:09:14.120]  「若有人要跟從我,就當舍己」
[00:09:14.120 --> 00:09:17.720]  「背起他的十字架來跟從我」
[00:09:17.720 --> 00:09:23.000]  「因為凡要救自己生命的,必喪掉生命」
[00:09:23.000 --> 00:09:28.680]  「凡為我和福音喪掉生命的,必救了生命」
[00:09:28.680 --> 00:09:36.240]  「人就是賺得全世界,賠上自己的生命,有甚麼益處呢?」
[00:09:36.240 --> 00:09:41.640]  「人還能換生命嗎?」
[00:09:41.640 --> 00:09:47.040]  很可惜,在這裡我們可以看到
[00:09:47.040 --> 00:09:57.760]  門徒把主耶穌對他們的委身要求置之不顧
[00:09:57.760 --> 00:10:03.320]  門徒追求一些虛浮的榮耀
[00:10:03.320 --> 00:10:08.040]  他們爭論誰為大
[00:10:08.040 --> 00:10:15.000]  門徒為甚麼要爭論誰為大呢?
[00:10:15.000 --> 00:10:23.040]  誰是老大,誰是老二,誰是老十二呢?
[00:10:23.040 --> 00:10:30.680]  自從主耶穌在山上改變形象之後
[00:10:30.680 --> 00:10:38.040]  門徒就知道神的國將要來到了
[00:10:38.040 --> 00:10:42.000]  所以他們要做一些事
[00:10:42.000 --> 00:10:45.360]  但他們卻搞錯了
[00:10:45.360 --> 00:10:54.480]  門徒以為主耶穌要在耶路撒冷建立神的國
[00:10:54.480 --> 00:11:00.280]  所以他們希望在神的國來臨的時候
[00:11:00.280 --> 00:11:05.320]  可以事先知道自己的位置
[00:11:05.320 --> 00:11:11.440]  好配合怎樣管理神的國
[00:11:11.440 --> 00:11:15.440]  但這只是一個猜測
[00:11:15.440 --> 00:11:22.360]  門徒這樣做背後有一個很重要的原因
[00:11:22.360 --> 00:11:32.520]  他們根本不明白主耶穌死而復活的意思是甚麼
[00:11:32.520 --> 00:11:40.800]  或者他們根本不相信主耶穌如果死了的話
[00:11:40.800 --> 00:11:46.920]  過了三天他要復活這個事實
[00:11:46.920 --> 00:11:49.280]  可能他們不相信
[00:11:49.280 --> 00:11:52.080]  他們會有保留
[00:11:52.080 --> 00:11:59.760]  所以他們心裏就盤算一些較為現實的事情
[00:11:59.760 --> 00:12:04.640]  做一些他們認為可以做到的事
[00:12:04.640 --> 00:12:12.120]  為主耶穌在地上建立神的國而做好準備
[00:12:12.120 --> 00:12:16.080]  於是就商議討論一下十二個門徒的位份
[00:12:16.080 --> 00:12:17.600]  究竟誰大誰小
[00:12:17.600 --> 00:12:28.320]  其實到了今天我們都要知道
[00:12:28.320 --> 00:12:32.320]  主耶穌死而復活的事是真實的
[00:12:32.320 --> 00:12:36.000]  主耶穌死而復活的事是真實的
[00:12:36.000 --> 00:12:46.320]  主耶穌如果死而埋葬卻沒有復活的話
[00:12:46.320 --> 00:12:48.480]  就很糟糕了
[00:12:48.480 --> 00:12:53.840]  保羅說基督若沒有復活
[00:12:53.840 --> 00:12:58.440]  你們所信的便是徒然
[00:12:58.440 --> 00:13:02.440]  你們仍在罪裏
[00:13:02.440 --> 00:13:07.080]  這是哥林多前書十五章十七節
[00:13:07.080 --> 00:13:11.120]  接著第十九節他又是這樣說
[00:13:11.120 --> 00:13:18.200]  我們若靠基督旨在今生有指望
[00:13:18.200 --> 00:13:22.320]  就算比眾人更可憐
[00:13:22.320 --> 00:13:28.160]  主耶穌甘願走上十字架受死
[00:13:28.160 --> 00:13:32.200]  祂知道死亡不是終點
[00:13:32.200 --> 00:13:40.400]  因為祂知道神必定會叫祂從死裡復活
[00:13:40.400 --> 00:13:46.400]  主耶穌接著怎樣對待門徒呢?
[00:13:46.400 --> 00:13:48.240]  祂說什麼呢?
[00:13:48.240 --> 00:13:54.800]  就是第三十五節到第三十七節
[00:13:54.800 --> 00:14:01.880]  主耶穌並沒有斥責門徒的不信
[00:14:01.880 --> 00:14:07.880]  反而很有耐性地去教導他們
[00:14:07.880 --> 00:14:14.320]  祂說了一個很重要的道理
[00:14:14.320 --> 00:14:22.080]  就是作為門徒應有的品格是什麼?
[00:14:22.080 --> 00:14:28.240]  作為門徒的品格
[00:14:28.240 --> 00:14:33.000]  請轉一段
[00:14:33.000 --> 00:14:39.960]  誰要為居首的就要做僕人
[00:14:39.960 --> 00:14:45.040]  接著祂就領過一個小孩子來
[00:14:45.040 --> 00:14:49.880]  叫他站在門徒的中間
[00:14:49.880 --> 00:14:52.560]  又抱起他來
[00:14:52.560 --> 00:14:54.960]  接著對他們說
[00:14:54.960 --> 00:14:59.120]  凡為我名接待一個像這小孩的
[00:14:59.120 --> 00:15:05.080]  就是接待我
[00:15:05.080 --> 00:15:10.080]  凡接待我的不是接待我
[00:15:10.080 --> 00:15:14.680]  乃是接待那差我來的
[00:15:14.680 --> 00:15:19.480]  這種侍奉態度顛倒了一般人的思維方式
[00:15:19.480 --> 00:15:27.720]  這種侍奉態度顛倒了一般人的思維方式
[00:15:27.720 --> 00:15:30.720]  因為一般人都是以職責的大小
[00:15:30.720 --> 00:15:36.840]  或者個人的才能
[00:15:36.840 --> 00:15:42.840]  來決定他們身份地位的高低
[00:15:42.840 --> 00:15:49.920]  並不是像耶穌這樣說就是以侍奉的對象和侍奉的態度來衡量的
[00:15:49.920 --> 00:15:54.720]  而不是像耶穌那樣對侍奉的對象和侍奉的態度來衡量的
[00:15:54.720 --> 00:15:57.080]  但主耶穌祂是要求門徒
[00:15:57.080 --> 00:16:02.000]  是以一個人是否願意服侍最低下的人
[00:16:02.000 --> 00:16:11.720]  作為地位最高最大的條件
[00:16:11.720 --> 00:16:14.360]  作為地位最高最大的條件
[00:16:14.360 --> 00:16:18.400]  如果我們再留心看第三十七節
[00:16:18.400 --> 00:16:22.600]  如果我們再留心看第三十七節
[00:16:22.600 --> 00:16:26.920]  第三十七節怎麼說呢?
[00:16:26.920 --> 00:16:34.480]  當耶穌說:凡為我們接待一個像這小孩子的就是接待我
[00:16:34.480 --> 00:16:41.720]  當耶穌說:凡為我們接待一個像這小孩子的就是接待我
[00:16:41.720 --> 00:16:47.560]  所以我們不要說做兒童侍工的就會做執事
[00:16:47.560 --> 00:16:52.480]  所以我們不一定說是做兒童侍工的就可以做執事
[00:16:52.480 --> 00:16:57.360]  因為如果用字面解釋就是說我服侍小孩子是最大的
[00:16:57.360 --> 00:17:01.680]  如果字面說如果我服侍這些小孩子就是最大的呢?
[00:17:01.680 --> 00:17:05.680]  留意是像這小孩子
[00:17:05.680 --> 00:17:09.680]  小孩子基本上是完全沒有社會地位的
[00:17:09.680 --> 00:17:13.200]  小孩子基本上在當時是沒有社會地位的
[00:17:13.200 --> 00:17:16.920]  是被人忽視的無權無勢的
[00:17:16.920 --> 00:17:19.360]  是被人忽略的沒權沒勢的
[00:17:19.360 --> 00:17:22.360]  如果是這樣的話像這小孩子的
[00:17:22.360 --> 00:17:24.520]  如果這樣說像這小孩子的
[00:17:24.520 --> 00:17:29.200]  可能就是指在社會上被忽視無權無勢的人
[00:17:29.200 --> 00:17:33.560]  可能就是指在社會上被忽略無權無勢的人
[00:17:33.560 --> 00:17:37.560]  或者是被邊緣化的人
[00:17:37.560 --> 00:17:45.480]  他們的聲音是沒有被人聽到的
[00:17:45.480 --> 00:17:51.600]  誰會想到原來假如我們願意服侍這些低下的人的話
[00:17:51.600 --> 00:17:56.120]  誰會想到假如我們願意服侍這些低下的人的話
[00:17:56.120 --> 00:18:01.640]  就可以成為基督信仰群體當中地位最高的人
[00:18:01.640 --> 00:18:06.440]  就可以成為基督信仰群體當中地位最高的人
[00:18:06.440 --> 00:18:10.080]  因為如果我們這樣做的話
[00:18:10.080 --> 00:18:15.400]  耶穌說這個就是接待或者服侍主耶穌自己
