
[00:00:00.000 --> 00:00:03.240]  在我們人生漫漫的長路裏面
[00:00:03.240 --> 00:00:06.240]  有時候有種狀態
[00:00:06.240 --> 00:00:11.440]  就是明明我們覺得自己很努力
[00:00:11.440 --> 00:00:14.760]  覺得自己已經盡上本分
[00:00:14.760 --> 00:00:17.920]  在我們人生都打拼
[00:00:17.920 --> 00:00:20.840]  付上很多代價的時候
[00:00:20.840 --> 00:00:22.800]  但是可能你會發覺到
[00:00:22.800 --> 00:00:25.320]  那個情況或者工作
[00:00:25.320 --> 00:00:29.000]  或者那個光景是沒有什麼改變
[00:00:29.000 --> 00:00:32.240]  或者沒有什麼成長
[00:00:32.240 --> 00:00:34.400]  沒有什麼前進的情況
[00:00:34.400 --> 00:00:36.560]  好像都在打轉
[00:00:36.560 --> 00:00:39.960]  好像都停留在一個地方裏面
[00:00:39.960 --> 00:00:42.480]  停滯不前
[00:00:42.480 --> 00:00:44.240]  這種感受
[00:00:44.240 --> 00:00:45.560]  這種感覺
[00:00:45.560 --> 00:00:49.480]  可以說是進入一個人生裏面
[00:00:49.480 --> 00:00:51.400]  一個瓶頸的地方
[00:00:51.400 --> 00:00:54.120]  所以今天我給的題目就是
[00:00:54.120 --> 00:00:56.840]  當人生走到瓶頸時
[00:00:57.080 --> 00:01:00.640]  本來的題目叫做"突破生命的瓶頸"
[00:01:00.640 --> 00:01:04.080]  因為我準備講章的時候
[00:01:04.080 --> 00:01:05.280]  發覺到
[00:01:05.280 --> 00:01:07.720]  因為我用摩西的故事
[00:01:07.720 --> 00:01:10.520]  裏面的內容很豐富
[00:01:10.520 --> 00:01:12.440]  沒辦法講得完
[00:01:12.440 --> 00:01:14.520]  再加上今天是朕禮
[00:01:14.520 --> 00:01:18.880]  我希望能夠有充分的時間
[00:01:18.880 --> 00:01:21.440]  所以我都會分上下集
[00:01:21.440 --> 00:01:22.800]  要預告一下
[00:01:22.800 --> 00:01:26.360]  下次再講"突破生命的瓶頸"
[00:01:26.360 --> 00:01:28.440]  因為裏面是講幾個方法
[00:01:28.440 --> 00:01:31.240]  但實際上在今天我們人生裏面
[00:01:31.240 --> 00:01:33.360]  就是會遇到這樣的情況
[00:01:33.360 --> 00:01:34.720]  因為情景
[00:01:34.720 --> 00:01:36.920]  可能我們有時候都不會知道
[00:01:36.920 --> 00:01:38.400]  是怎麼去理解
[00:01:38.400 --> 00:01:40.440]  但是如果講到一個瓶頸的時候
[00:01:40.440 --> 00:01:41.640]  我們會知道
[00:01:41.640 --> 00:01:43.720]  瓶頸是一個瓶子裏面
[00:01:43.720 --> 00:01:45.400]  一個最窄的口
[00:01:45.400 --> 00:01:47.280]  在最上高的地方
[00:01:47.280 --> 00:01:50.920]  但是如果你發覺瓶頸好像有些東西塞住了
[00:01:50.920 --> 00:01:52.520]  好像在等待
[00:01:52.520 --> 00:01:54.360]  好像出不去
[00:01:54.360 --> 00:01:56.480]  但是如果你知道出不去的時候
[00:01:56.480 --> 00:01:57.800]  突破上去
[00:01:57.800 --> 00:01:59.480]  就好像海闊天空
[00:01:59.480 --> 00:02:00.840]  是另一個境界
[00:02:00.840 --> 00:02:04.520]  但問題是很多時候我們在人生裏面
[00:02:04.520 --> 00:02:07.560]  很多時候會停留在瓶頸裏面
[00:02:07.560 --> 00:02:10.800]  我們不知道會在一個時刻
[00:02:10.800 --> 00:02:12.000]  這種感受
[00:02:12.000 --> 00:02:15.120]  一種警報有多久的時間
[00:02:15.120 --> 00:02:16.760]  但是我們覺得很難受
[00:02:16.760 --> 00:02:19.920]  我們覺得我們沒辦法堅持下去
[00:02:19.920 --> 00:02:21.960]  有時候我們覺得我們要退避
[00:02:21.960 --> 00:02:23.440]  有時候我們覺得要逃避
[00:02:23.720 --> 00:02:25.400]  今天跟大家看一段經文
[00:02:25.400 --> 00:02:27.600]  是《文素記》裏面記載
[00:02:27.600 --> 00:02:35.080]  摩西神選召摩西去帶領他的族人
[00:02:35.080 --> 00:02:40.600]  以色列人從埃及離開到英許的地方
[00:02:40.600 --> 00:02:44.320]  摩西是得到一個重任
[00:02:44.320 --> 00:02:47.560]  但是他在工作裏面
[00:02:47.560 --> 00:02:50.440]  他卻是有這樣的感受
[00:02:50.440 --> 00:02:52.440]  就是他來到一個地方的時候
[00:02:52.440 --> 00:02:55.760]  他覺得很多事情做得最好了
[00:02:55.760 --> 00:02:56.640]  很多的情況
[00:02:56.640 --> 00:02:58.200]  我作為一個民族的領袖
[00:02:58.200 --> 00:03:00.720]  已經是努力了
[00:03:00.720 --> 00:03:04.800]  已經是神要我做的事情我都做足了
[00:03:04.800 --> 00:03:11.440]  但是為什麼那些百姓仍然不能夠好好地去跟隨
[00:03:11.440 --> 00:03:13.280]  那些百姓仍然有這麼多的背影
[00:03:13.280 --> 00:03:17.320]  甚至是那些百姓要去推翻他呢?
[00:03:17.320 --> 00:03:20.520]  這個經文就是在一段時間裏面
[00:03:20.520 --> 00:03:21.800]  摩西的感受
[00:03:21.800 --> 00:03:24.120]  所以剛才讀的經文裏面
[00:03:24.120 --> 00:03:27.920]  是摩西自己跟神講一番話
[00:03:27.920 --> 00:03:30.120]  這番話你看到都挺大膽
[00:03:30.120 --> 00:03:32.280]  因為充滿了怨氣
[00:03:32.280 --> 00:03:35.840]  充滿了這些頂撞在裏面
[00:03:35.840 --> 00:03:39.600]  但是我們也會體會摩西事實上
[00:03:39.600 --> 00:03:43.520]  可能真是他那個艱難面對的情況
[00:03:43.520 --> 00:03:44.920]  實在太重了
[00:03:44.920 --> 00:03:46.280]  甚至他自己說
[00:03:46.280 --> 00:03:48.200]  我寧願死了他好過了
[00:03:48.200 --> 00:03:49.920]  寧願死了他好過
[00:03:52.800 --> 00:03:55.880]  所以這裏是講到摩西是很激奮
[00:03:55.880 --> 00:03:59.920]  很多的積怨向神發洩出來
[00:03:59.920 --> 00:04:01.800]  因為這班以色列人
[00:04:01.800 --> 00:04:04.800]  好像一班小孩子一樣
[00:04:04.800 --> 00:04:07.560]  整天都是要摩西去照顧著
[00:04:07.560 --> 00:04:09.280]  帶領他們的時候
[00:04:09.280 --> 00:04:13.640]  總是不能夠聽聽話話地去走的
[00:04:13.640 --> 00:04:15.680]  總是有很多事情會發生
[00:04:15.680 --> 00:04:18.280]  裏面無論是他們的要求
[00:04:18.280 --> 00:04:21.840]  無論他們裏面有很多的不滿
[00:04:21.840 --> 00:04:24.320]  都常常帶到摩西的面前
[00:04:24.320 --> 00:04:27.640]  你相信摩西是很艱難的事情
[00:04:27.640 --> 00:04:29.160]  所以摩西就說
[00:04:29.160 --> 00:04:32.960]  在十二節裏面就好像提及到
[00:04:32.960 --> 00:04:35.240]  他就好像一個父母一樣
[00:04:35.240 --> 00:04:39.240]  好像一個父母去照顧這些嬰孩一樣
[00:04:39.240 --> 00:04:41.880]  這些百姓都不是我所生的
[00:04:41.880 --> 00:04:44.520]  為什麼要我帶領著他們去神
[00:04:44.520 --> 00:04:48.520]  你竟然叫我抱在懷裏面抱著這班人
[00:04:48.520 --> 00:04:50.360]  抱著這個嬰孩一樣
[00:04:50.360 --> 00:04:52.880]  一路要去到迦南地
[00:04:52.880 --> 00:04:55.320]  去到這個應許的地方
[00:04:55.320 --> 00:04:57.440]  摩西開始覺得
[00:04:57.440 --> 00:05:00.560]  這班人本來跟他沒有什麼大關係
[00:05:00.560 --> 00:05:01.680]  雖然大家都是族人
[00:05:01.680 --> 00:05:04.360]  開始有些疏離感的感覺在裏面
[00:05:04.360 --> 00:05:06.920]  所以今天我用這個題目
[00:05:06.920 --> 00:05:09.320]  就是當生命走到瓶頸時
[00:05:09.320 --> 00:05:11.680]  一個一個關鍵的時候
[00:05:11.680 --> 00:05:15.960]  一個很艱難的時候
[00:05:15.960 --> 00:05:17.280]  在一個艱難的時候
[00:05:17.280 --> 00:05:22.360]  可能你會處理的方法就是逃避
[00:05:22.360 --> 00:05:24.000]  我再不堅持下去
[00:05:24.000 --> 00:05:25.880]  但是另一個情況就是
[00:05:25.880 --> 00:05:28.400]  這個瓶頸如果突破的時候
[00:05:28.400 --> 00:05:31.880]  你會發覺到最終是去到一個目的地
[00:05:31.880 --> 00:05:34.800]  最終你會得到一種期望
[00:05:34.800 --> 00:05:38.600]  最終你會看到那個理想是實現了出來
[00:05:38.600 --> 00:05:40.080]  但是這個是很關鍵
[00:05:40.080 --> 00:05:41.680]  很多時候人生都是這樣
[00:05:41.680 --> 00:05:43.120]  去到一個關鍵的地方
[00:05:43.120 --> 00:05:44.800]  成功失敗就是那一剎那
[00:05:44.800 --> 00:05:46.920]  我們會不會繼續向前
[00:05:46.920 --> 00:05:48.600]  或者我們已經是退避
[00:05:48.600 --> 00:05:51.120]  或者我們已經是放棄呢?
[00:05:51.120 --> 00:05:54.160]  首先我們看到為什麼會發生這樣的事情
[00:05:54.160 --> 00:05:57.880]  為什麼人生會走到這種瓶頸的地方
[00:05:57.880 --> 00:06:00.000]  或者我們叫瓶頸
[00:06:00.000 --> 00:06:01.400]  首先我們看到
[00:06:01.400 --> 00:06:06.440]  原來摩西長期是處於一種角色的衝突裏面
[00:06:06.440 --> 00:06:11.680]  他自己可以說現在的情況特別是跟這班百姓
[00:06:11.680 --> 00:06:15.200]  是一個角色衝突的一件事情
[00:06:15.200 --> 00:06:17.000]  為什麼這樣說呢?
[00:06:17.000 --> 00:06:20.520]  因為其實本來摩西就是以色列民
[00:06:20.520 --> 00:06:23.560]  他本身也是族人裏面的一個
[00:06:23.560 --> 00:06:26.080]  如果說他也是一個普通的族人
[00:06:26.080 --> 00:06:27.880]  也是其中一個的以色列人
[00:06:27.880 --> 00:06:31.160]  但是他現在必須站在族人的面前
[00:06:31.160 --> 00:06:32.640]  成為領袖
[00:06:32.640 --> 00:06:34.440]  帶領他們離開埃及
[00:06:34.440 --> 00:06:38.760]  以致去到迦南地裏面
[00:06:38.760 --> 00:06:43.000]  摩西其實一開始已經發覺不容易的事情
[00:06:43.000 --> 00:06:44.240]  他發覺
[00:06:44.240 --> 00:06:45.760]  他也去問神
[00:06:45.760 --> 00:06:47.360]  究竟我是誰呢?
[00:06:47.360 --> 00:06:48.880]  我為什麼做了這件事情呢?
[00:06:48.880 --> 00:06:49.920]  同樣的
[00:06:49.920 --> 00:06:51.960]  照樣問神你是誰呢?
[00:06:51.960 --> 00:06:54.000]  我怎樣跟這班百姓說
[00:06:54.000 --> 00:06:55.720]  是祢叫我做這件事情呢?
[00:06:55.720 --> 00:06:56.680]  他們會聽嗎?
[00:06:56.680 --> 00:06:59.920]  他們會信服嗎?
