
[00:00:00.000 --> 00:00:02.000]  各位聽眾 早上好
[00:00:02.000 --> 00:00:06.000]  很感恩剛才師班幫我們獻唱一首詩歌
[00:00:06.000 --> 00:00:08.000]  《帶著豐盛的愛》
[00:00:08.000 --> 00:00:11.000]  很適合我們這個章林祈的開始
[00:00:11.000 --> 00:00:13.000]  特別是第二段
[00:00:13.000 --> 00:00:16.000]  有時我想他為何如此愛我
[00:00:16.000 --> 00:00:18.000]  離開榮耀的天家
[00:00:18.000 --> 00:00:21.000]  來這罪惡世界
[00:00:21.000 --> 00:00:23.000]  他將他的豐盛
[00:00:23.000 --> 00:00:26.000]  賜給卑微的我
[00:00:26.000 --> 00:00:29.000]  有時我想他的愛有多麼深
[00:00:29.000 --> 00:00:31.000]  願我們多去思想
[00:00:31.000 --> 00:00:33.000]  上帝對我們的愛
[00:00:33.000 --> 00:00:35.000]  這個章林祈也給我們思想
[00:00:35.000 --> 00:00:38.000]  耶穌基督為何要降生在這個世界裡
[00:00:38.000 --> 00:00:39.000]  還帶著盼望
[00:00:39.000 --> 00:00:41.000]  耶穌基督會有第二次的
[00:00:41.000 --> 00:00:43.000]  再來到這個世界當中
[00:00:43.000 --> 00:00:45.000]  如果大家想認識多點
[00:00:45.000 --> 00:00:46.000]  關於章林祈的意義
[00:00:46.000 --> 00:00:49.000]  都可以看周末後的《主瀑心聖》
[00:00:49.000 --> 00:00:53.000]  我們回到今天的正道裡
[00:00:53.000 --> 00:00:55.000]  大家知道我在這半年裡
[00:00:55.000 --> 00:00:56.000]  都在約翰一書
[00:00:56.000 --> 00:00:58.000]  到年尾都會是
[00:00:58.000 --> 00:01:00.000]  所以今天是用約翰一書的第四章
[00:01:00.000 --> 00:01:02.000]  七節到廿一節
[00:01:02.000 --> 00:01:03.000]  兩個星期之後
[00:01:03.000 --> 00:01:05.000]  仍然是約翰一書的四章
[00:01:05.000 --> 00:01:06.000]  七節到廿一節
[00:01:06.000 --> 00:01:07.000]  今天的題目是
[00:01:07.000 --> 00:01:09.000]  活現完全的愛上
[00:01:09.000 --> 00:01:10.000]  接著就是下一集
[00:01:10.000 --> 00:01:12.000]  我不重複你們這裡的題目了
[00:01:12.000 --> 00:01:15.000]  但我想給大家繼續記住
[00:01:15.000 --> 00:01:17.000]  約翰一書有兩個很大的主題
[00:01:17.000 --> 00:01:19.000]  一個就是神就是光
[00:01:19.000 --> 00:01:21.000]  一個就是神就是愛
[00:01:21.000 --> 00:01:22.000]  在這個表裡出了
[00:01:22.000 --> 00:01:24.000]  由一章五節到三章十節
[00:01:24.000 --> 00:01:25.000]  帶出一個主題
[00:01:25.000 --> 00:01:26.000]  就是神就是光
[00:01:26.000 --> 00:01:28.000]  就是約翰要給我們的訊息
[00:01:28.000 --> 00:01:29.000]  第二個的大主題
[00:01:29.000 --> 00:01:30.000]  三章十一節
[00:01:30.000 --> 00:01:32.000]  去到五章的尾
[00:01:32.000 --> 00:01:34.000]  我們要彼此相愛
[00:01:34.000 --> 00:01:36.000]  這就是你們從起初
[00:01:36.000 --> 00:01:38.000]  所聽到的訊息
[00:01:38.000 --> 00:01:42.000]  這是新譯本的翻譯
[00:01:42.000 --> 00:01:43.000]  讓我們知道
[00:01:43.000 --> 00:01:45.000]  原來去到第三章開始
[00:01:45.000 --> 00:01:48.000]  約翰就不斷提到愛這個主題
[00:01:48.000 --> 00:01:49.000]  他要希望
[00:01:49.000 --> 00:01:51.000]  教會能夠實踐
[00:01:51.000 --> 00:01:53.000]  彼此相愛的命令
[00:01:56.000 --> 00:01:57.000]  如果還記得
[00:01:57.000 --> 00:01:59.000]  上個月我所講的道
[00:01:59.000 --> 00:02:01.000]  是四章一至六節
[00:02:01.000 --> 00:02:03.000]  裡面提到我們要辨別
[00:02:03.000 --> 00:02:04.000]  真假的靈
[00:02:04.000 --> 00:02:06.000]  有錯誤的靈
[00:02:06.000 --> 00:02:09.000]  在教會裡面去傳講方言
[00:02:09.000 --> 00:02:11.000]  道人離開了真道
[00:02:11.000 --> 00:02:12.000]  為什麼會突然間
[00:02:12.000 --> 00:02:14.000]  在講彼此相愛
[00:02:14.000 --> 00:02:16.000]  突然間去講辨別諸靈呢
[00:02:16.000 --> 00:02:17.000]  如果你看回三章
[00:02:17.000 --> 00:02:18.000]  二十三、二十四節
[00:02:18.000 --> 00:02:20.000]  我們就會明白
[00:02:20.000 --> 00:02:22.000]  上帝給了我們
[00:02:22.000 --> 00:02:23.000]  要彼此相愛的命令
[00:02:23.000 --> 00:02:24.000]  在二十四節
[00:02:24.000 --> 00:02:26.000]  約翰提醒我們
[00:02:26.000 --> 00:02:27.000]  這個命令
[00:02:27.000 --> 00:02:28.000]  就是住在神的裡面
[00:02:28.000 --> 00:02:30.000]  神也住在祂裡面
[00:02:30.000 --> 00:02:31.000]  我們所以知道
[00:02:31.000 --> 00:02:33.000]  神住在我們裡面
[00:02:33.000 --> 00:02:36.000]  是因祂所賜給我們的聖靈
[00:02:36.000 --> 00:02:37.000]  所以聖靈和彼此相愛
[00:02:37.000 --> 00:02:39.000]  有一個很緊密的關係
[00:02:39.000 --> 00:02:40.000]  我們必須要有一個
[00:02:40.000 --> 00:02:41.000]  正確的靈
[00:02:41.000 --> 00:02:42.000]  真理的靈
[00:02:42.000 --> 00:02:43.000]  在我們心靈當中
[00:02:43.000 --> 00:02:45.000]  所以四章一至提醒我們
[00:02:45.000 --> 00:02:47.000]  怎樣去辨別真假的靈
[00:02:47.000 --> 00:02:48.000]  去上一六節我們就知道
[00:02:48.000 --> 00:02:49.000]  原來有錯誤的靈
[00:02:49.000 --> 00:02:50.000]  和真理的靈
[00:02:50.000 --> 00:02:52.000]  認信耶穌基督的
[00:02:52.000 --> 00:02:53.000]  就是真理的靈
[00:02:53.000 --> 00:02:55.000]  而在上一節講到
[00:02:55.000 --> 00:02:56.000]  我就提及到
[00:02:56.000 --> 00:02:57.000]  所有教會裡面
[00:02:57.000 --> 00:02:59.000]  也有一些異端的教會
[00:02:59.000 --> 00:03:01.000]  譬如耶和華見證人
[00:03:01.000 --> 00:03:02.000]  摩門教
[00:03:02.000 --> 00:03:03.000]  東方閃電等等
[00:03:03.000 --> 00:03:04.000]  我們要小心
[00:03:04.000 --> 00:03:05.000]  不要被他們錯誤的教導
[00:03:05.000 --> 00:03:06.000]  影響我們
[00:03:06.000 --> 00:03:07.000]  同時在社會裡面
[00:03:07.000 --> 00:03:08.000]  也有很多假消息
[00:03:08.000 --> 00:03:09.000]  假新聞
[00:03:09.000 --> 00:03:10.000]  我們要小心
[00:03:10.000 --> 00:03:12.000]  不要傳播這些假消息
[00:03:12.000 --> 00:03:13.000]  將這些謊言
[00:03:13.000 --> 00:03:15.000]  去傳播開去
[00:03:15.000 --> 00:03:18.000]  去到四章七至二十一節
[00:03:18.000 --> 00:03:19.000]  我們又回到
[00:03:19.000 --> 00:03:21.000]  愛的經文
[00:03:21.000 --> 00:03:22.000]  一個講出
[00:03:22.000 --> 00:03:23.000]  愛的源頭
[00:03:23.000 --> 00:03:25.000]  愛的動力的經文
[00:03:25.000 --> 00:03:27.000]  我又想考一下大家
[00:03:27.000 --> 00:03:28.000]  聽了這麼多約翰一書
[00:03:28.000 --> 00:03:30.000]  你覺得約翰
[00:03:30.000 --> 00:03:32.000]  講給約翰一書
[00:03:32.000 --> 00:03:33.000]  修信的教會
[00:03:33.000 --> 00:03:35.000]  當時教會是一個什麼情況呢
[00:03:35.000 --> 00:03:37.000]  你覺得當時教會應該是一個
[00:03:37.000 --> 00:03:38.000]  很和諧
[00:03:38.000 --> 00:03:39.000]  很合一
[00:03:39.000 --> 00:03:41.000]  很親身相愛的教會
[00:03:41.000 --> 00:03:43.000]  還是一個充滿著
[00:03:43.000 --> 00:03:45.000]  矛盾
[00:03:45.000 --> 00:03:46.000]  充滿敵意
[00:03:46.000 --> 00:03:47.000]  充滿著紛爭
[00:03:47.000 --> 00:03:48.000]  一個不合一的教會呢
[00:03:48.000 --> 00:03:49.000]  你覺得呢
[00:03:49.000 --> 00:03:50.000]  是正面的
[00:03:50.000 --> 00:03:51.000]  這個教會充滿著
[00:03:51.000 --> 00:03:52.000]  愛和諧
[00:03:52.000 --> 00:03:53.000]  溫馨的
[00:03:53.000 --> 00:03:54.000]  四舉手
[00:03:54.000 --> 00:03:56.000]  見到有一兩隻手
[00:03:56.000 --> 00:03:57.000]  你覺得這個教會
[00:03:57.000 --> 00:03:58.000]  很有問題
[00:03:58.000 --> 00:03:59.000]  充滿著敵意
[00:03:59.000 --> 00:04:00.000]  紛爭
[00:04:00.000 --> 00:04:01.000]  不合一的教會
[00:04:01.000 --> 00:04:02.000]  四舉手
[00:04:02.000 --> 00:04:03.000]  又多一些
[00:04:03.000 --> 00:04:04.000]  都是多一些
[00:04:04.000 --> 00:04:06.000]  那我們要看聖經
[00:04:06.000 --> 00:04:07.000]  看回之前
[00:04:07.000 --> 00:04:09.000]  由一章開始看到
[00:04:09.000 --> 00:04:10.000]  到第四章
[00:04:10.000 --> 00:04:11.000]  有沒有一些蛛絲馬跡
[00:04:11.000 --> 00:04:12.000]  可以讓我們看到呢
[00:04:12.000 --> 00:04:14.000]  我們台上有聖經
[00:04:14.000 --> 00:04:16.000]  在Vincent
[00:04:16.000 --> 00:04:17.000]  你拿了
[00:04:17.000 --> 00:04:18.000]  不要緊
[00:04:18.000 --> 00:04:20.000]  沒問題
[00:04:20.000 --> 00:04:21.000]  大家都有
[00:04:21.000 --> 00:04:22.000]  其實你們都可以
[00:04:22.000 --> 00:04:23.000]  拿開你們的聖經
[00:04:23.000 --> 00:04:24.000]  我不會隨便有
[00:04:24.000 --> 00:04:25.000]  因為沒可能
[00:04:25.000 --> 00:04:26.000]  將整個四章
[00:04:26.000 --> 00:04:28.000]  經文都拿出來
[00:04:28.000 --> 00:04:29.000]  如果有興趣
[00:04:29.000 --> 00:04:30.000]  就和我們一起看
[00:04:30.000 --> 00:04:32.000]  譬如二章第四節
[00:04:32.000 --> 00:04:33.000]  已經有些蛛絲馬跡
[00:04:33.000 --> 00:04:34.000]  看到了
[00:04:34.000 --> 00:04:35.000]  二章第四節
[00:04:35.000 --> 00:04:36.000]  我讀給大家聽
[00:04:36.000 --> 00:04:37.000]  因為我原來
[00:04:37.000 --> 00:04:39.000]  用了和合本修正版
[00:04:39.000 --> 00:04:41.000]  在你們手頭上的聖經
[00:04:41.000 --> 00:04:42.000]  第三百三十七頁
[00:04:42.000 --> 00:04:44.000]  新約的約翰一書第二章
[00:04:44.000 --> 00:04:47.000]  第四節這樣說
[00:04:48.000 --> 00:04:51.000]  人若說我認識他
[00:04:51.000 --> 00:04:53.000]  卻不遵守他的誡命
[00:04:53.000 --> 00:04:57.000]  便是說方話的
[00:04:57.000 --> 00:05:00.000]  真理也不在他心裡了
[00:05:00.000 --> 00:05:01.000]  接著跳幾節
[00:05:01.000 --> 00:05:02.000]  第九節
[00:05:02.000 --> 00:05:04.000]  人若說自己在光明中
[00:05:04.000 --> 00:05:05.000]  卻恨他的弟兄
[00:05:05.000 --> 00:05:08.000]  他到如今還是在黑暗裡
[00:05:08.000 --> 00:05:13.000]  又再跳少少去到第十八節
[00:05:13.000 --> 00:05:15.000]  二章第十八節那裡說
[00:05:15.000 --> 00:05:18.000]  小子們如今是末時了
[00:05:18.000 --> 00:05:19.000]  你們曾聽見說
[00:05:19.000 --> 00:05:21.000]  那嫡基督的要來
[00:05:21.000 --> 00:05:24.000]  現在已經有好些嫡基督的出來了
[00:05:24.000 --> 00:05:26.000]  又跳去第三章了
[00:05:26.000 --> 00:05:28.000]  第七節
[00:05:28.000 --> 00:05:30.000]  三章第七節
[00:05:30.000 --> 00:05:32.000]  小子們不要被人誘惑
[00:05:32.000 --> 00:05:34.000]  恨義的才是義人
[00:05:34.000 --> 00:05:36.000]  正如主是義的一樣
[00:05:36.000 --> 00:05:38.000]  犯罪的是屬魔鬼
[00:05:38.000 --> 00:05:40.000]  因為魔鬼從起初就犯罪
[00:05:40.000 --> 00:05:42.000]  神的兒子顯現出來
[00:05:42.000 --> 00:05:44.000]  為要除滅魔鬼的作為
[00:05:44.000 --> 00:05:46.000]  等等等等
[00:05:46.000 --> 00:05:47.000]  當然不止
[00:05:47.000 --> 00:05:49.000]  但是不可能看完
[00:05:49.000 --> 00:05:50.000]  大致上我們看到
[00:05:50.000 --> 00:05:52.000]  約翰在形容當時的教會
[00:05:52.000 --> 00:05:53.000]  有人說謊言
[00:05:53.000 --> 00:05:54.000]  說謊話
[00:05:54.000 --> 00:05:55.000]  不恨真理
[00:05:55.000 --> 00:05:57.000]  這些不恨真理的人
[00:05:57.000 --> 00:05:59.000]  他們表面上好像愛弟兄姊妹
[00:05:59.000 --> 00:06:01.000]  但其實他們是恨惡弟兄姊妹
[00:06:01.000 --> 00:06:03.000]  在黑暗當中
[00:06:03.000 --> 00:06:05.000]  在二章十八節和三章七節十節裡面
[00:06:05.000 --> 00:06:08.000]  更加有嫡基督和假教師出現
[00:06:08.000 --> 00:06:10.000]  去抵擋基督真理的教導
[00:06:10.000 --> 00:06:14.000]  誘惑人離開真道 犯罪離開神
[00:06:14.000 --> 00:06:16.000]  所以大家很聰明
[00:06:16.000 --> 00:06:18.000]  知道約翰其實處理著
[00:06:18.000 --> 00:06:20.000]  教會的一些紛爭
[00:06:20.000 --> 00:06:23.000]  不和 矛盾
[00:06:23.000 --> 00:06:26.000]  一些假教師 假道的出現
[00:06:26.000 --> 00:06:27.000]  所以整本約翰一書
[00:06:27.000 --> 00:06:30.000]  原來就是處理著這個問題
[00:06:30.000 --> 00:06:32.000]  大家覺得今天
[00:06:32.000 --> 00:06:34.000]  教會的氣氛又如何呢?
[00:06:34.000 --> 00:06:36.000]  我不是說單單土瓜人浸信會
[00:06:36.000 --> 00:06:37.000]  如果你有聽聞
[00:06:37.000 --> 00:06:39.000]  其實在香港的教會
[00:06:39.000 --> 00:06:42.000]  其實不單單是香港的教會
[00:06:42.000 --> 00:06:46.000]  整個香港都充滿著一些撕裂
[00:06:46.000 --> 00:06:49.000]  仇恨 矛盾 紛爭在裡面
[00:06:49.000 --> 00:06:53.000]  所以香港的教會也避不了
[00:06:53.000 --> 00:06:55.000]  同樣在弟兄姊妹之間
[00:06:55.000 --> 00:06:59.000]  有一些矛盾 紛爭 破裂的出現
[00:06:59.000 --> 00:07:00.000]  如果我們說
[00:07:00.000 --> 00:07:03.000]  我們要修補今天香港的撕裂
[00:07:03.000 --> 00:07:05.000]  我們要復和
[00:07:05.000 --> 00:07:12.000]  最應該先在擁有愛的源頭的教會
[00:07:12.000 --> 00:07:14.000]  先修補去復和
[00:07:14.000 --> 00:07:16.000]  當屬上帝有愛的教會
[00:07:16.000 --> 00:07:20.000]  能夠有復和 能夠修補的時候
[00:07:20.000 --> 00:07:23.000]  我們才能夠修補今天香港的撕裂
[00:07:23.000 --> 00:07:26.000]  所以願意上帝今天透過約翰一書
[00:07:26.000 --> 00:07:27.000]  再次提醒我們
[00:07:27.000 --> 00:07:30.000]  怎樣建立一個彼此相愛
[00:07:30.000 --> 00:07:33.000]  愛的教會群體去修補撕裂
[00:07:33.000 --> 00:07:35.000]  我們同心禱告
[00:07:35.000 --> 00:07:37.000]  願意上帝你幫助我們
[00:07:37.000 --> 00:07:39.000]  讓我們看見約翰一書
[00:07:39.000 --> 00:07:40.000]  原來充滿著愛
[00:07:40.000 --> 00:07:43.000]  是要去填補撕裂
[00:07:43.000 --> 00:07:46.000]  去修補傷痕的時候
