
[00:00:00.000 --> 00:00:05.260]  以色亞書第43章15到第19節由我來唸
[00:00:05.260 --> 00:00:07.780]  這一神說我是耶和華你們的聖者
[00:00:07.780 --> 00:00:10.800]  是創造以色列的是你們的君王
[00:00:10.800 --> 00:00:12.660]  耶和華在滄海中開道
[00:00:12.660 --> 00:00:14.540]  在大水中開路
[00:00:14.540 --> 00:00:17.220]  是車輛馬匹軍兵勇士都出來
[00:00:17.220 --> 00:00:19.540]  一同躺下不再起來
[00:00:19.540 --> 00:00:22.380]  他們面目好像熄滅的燈火
[00:00:22.380 --> 00:00:24.700]  耶和華日主說你們不要紀念從前的事
[00:00:24.700 --> 00:00:26.900]  也不要思想古時的事
[00:00:26.900 --> 00:00:28.220]  看到我要做一件新事
[00:00:28.220 --> 00:00:30.420]  如今要發現你們豈不知道
[00:00:30.420 --> 00:00:32.100]  我必在曠野開道路
[00:00:32.100 --> 00:00:33.980]  在沙漠開江河
[00:00:33.980 --> 00:00:35.940]  我們就讀到這裏
[00:00:35.940 --> 00:00:37.100]  我想這段日子來
[00:00:37.100 --> 00:00:39.860]  自從武漢肺炎在蔓延
[00:00:39.860 --> 00:00:45.140]  的確這件事情帶給整個世界極大的驚恐
[00:00:45.140 --> 00:00:47.900]  真的就好像聖經所形容
[00:00:47.900 --> 00:00:51.220]  大水氾濫的時刻
[00:00:51.220 --> 00:00:53.700]  當洪水一衝上來的時候
[00:00:53.700 --> 00:00:59.100]  真的有一種叫人不知所措的一個感覺
[00:00:59.100 --> 00:01:01.820]  我想過去這幾個禮拜
[00:01:01.820 --> 00:01:06.980]  我們看見的確整個世界都在很大的驚恐當中
[00:01:06.980 --> 00:01:08.580]  但作爲一個基督徒
[00:01:08.580 --> 00:01:11.700]  我們需要再一次的看見
[00:01:11.700 --> 00:01:16.140]  無論我們經過怎麼樣的災難或疾病
[00:01:16.140 --> 00:01:21.380]  我們的神仍然是在大水之上掌權的神
[00:01:21.380 --> 00:01:22.580]  Amen
[00:01:22.580 --> 00:01:27.060]  換句話說這一切都是會過去的
[00:01:27.060 --> 00:01:29.740]  無論是生命當中仇敵的攻擊
[00:01:29.740 --> 00:01:31.740]  無論是環境的逼迫
[00:01:31.740 --> 00:01:34.460]  無論是疾病的威脅
[00:01:34.460 --> 00:01:36.580]  都是暫時的
[00:01:36.580 --> 00:01:39.260]  自終會要過去
[00:01:39.260 --> 00:01:41.380]  但是神的旨意
[00:01:41.380 --> 00:01:46.180]  神的工作卻是不斷的繼續向前
[00:01:46.180 --> 00:01:48.660]  所以我們眼目不能夠只是看見
[00:01:48.660 --> 00:01:52.860]  在我們身旁周圍千變萬化的環境
[00:01:52.860 --> 00:01:55.420]  我們的眼目必須定睛在這位
[00:01:55.420 --> 00:01:58.860]  坐在寶座上永遠掌權的神
[00:01:58.860 --> 00:02:00.100]  Amen
[00:02:00.100 --> 00:02:04.740]  這樣我們的心才能夠從一切的慌亂當中
[00:02:04.740 --> 00:02:08.060]  得到真正的安息
[00:02:08.060 --> 00:02:10.020]  但雖然是如此
[00:02:10.020 --> 00:02:14.340]  每當我們面對這個充滿危難的世代
[00:02:14.340 --> 00:02:17.300]  我們總還是有一種無力感
[00:02:17.300 --> 00:02:19.460]  因爲似乎好像沒有一件事情
[00:02:19.460 --> 00:02:21.700]  能夠在我們掌握當中
[00:02:21.700 --> 00:02:23.660]  甚至很多時候我們的信仰
[00:02:23.660 --> 00:02:26.500]  都有一種無力感,不是嗎?
[00:02:26.500 --> 00:02:31.220]  我們怎麼樣能夠在這樣一種環境當中
[00:02:31.220 --> 00:02:33.740]  活出一個更活潑
[00:02:33.740 --> 00:02:37.100]  更有力的信仰生活呢?
[00:02:37.100 --> 00:02:39.300]  我相信那個關鍵
[00:02:39.300 --> 00:02:44.420]  就在於我們對神要有一個新的信心
[00:02:44.420 --> 00:02:47.580]  而這個新的信心必須建立在
[00:02:47.580 --> 00:02:52.140]  我們對神有一個更新的認識上
[00:02:52.140 --> 00:02:55.460]  所以今天早上要從今天這段經文當中
[00:02:55.460 --> 00:02:58.060]  跟大家分享五件事情
[00:02:58.060 --> 00:03:01.300]  我們能夠重新來認識神
[00:03:01.300 --> 00:03:02.460]  首先第一個
[00:03:02.460 --> 00:03:03.860]  我們看見這段聖經裏面
[00:03:03.860 --> 00:03:06.060]  神很清楚地告訴我們
[00:03:06.060 --> 00:03:08.220]  祂是耶和華
[00:03:08.220 --> 00:03:11.780]  跟你媽說祂是耶和華
[00:03:11.780 --> 00:03:15.620]  耶和華這個名字是神在出埃及記的時候
[00:03:15.620 --> 00:03:18.700]  啓示摩西的一個名字
[00:03:18.700 --> 00:03:21.060]  我們看見中文的翻譯就是
[00:03:21.060 --> 00:03:22.780]  自有永有
[00:03:22.780 --> 00:03:25.700]  但是我們聽了半天還是不大懂什麼意思
[00:03:25.700 --> 00:03:29.060]  但英文的翻譯就非常的準確了
[00:03:29.060 --> 00:03:31.420]  其實耶和華這個字
[00:03:31.420 --> 00:03:34.940]  就是好像在英文的B動詞的
[00:03:34.940 --> 00:03:38.700]  現在是,就是I am
[00:03:38.700 --> 00:03:43.340]  換句話說,神啓示我們祂的名字是自有永有
[00:03:43.340 --> 00:03:47.340]  換句話說,祂永遠是一位現在的神
[00:03:47.340 --> 00:03:48.620]  Amen
[00:03:48.620 --> 00:03:50.580]  你知道很多時候在我們信仰生活當中
[00:03:50.580 --> 00:03:54.420]  我們常常以爲我們的神是一位過去的神
[00:03:54.420 --> 00:03:55.700]  不是嗎?
[00:03:55.700 --> 00:03:59.500]  當我們聽到我們的神是亞伯拉罕以撒雅各的神
[00:03:59.500 --> 00:04:02.620]  不錯,但那都是過去的人物
[00:04:02.620 --> 00:04:06.460]  在聖經當中我們看見多少的神機啓示在發生
[00:04:06.460 --> 00:04:10.060]  不錯,但那是一個過去的神機
[00:04:10.060 --> 00:04:14.740]  我們總以爲我們的信仰所信的是一個過去的神
[00:04:14.740 --> 00:04:19.020]  很多時候我們也以爲我們所信的神是將來的神
[00:04:19.020 --> 00:04:21.020]  是今天我們在苦難當中
[00:04:21.020 --> 00:04:24.260]  但有一天主耶穌會再來迎接我們
[00:04:24.260 --> 00:04:26.780]  有一天我們在天上與祂永遠同在
[00:04:26.780 --> 00:04:30.620]  沒有錯,但那是一個將來的事情
[00:04:30.620 --> 00:04:33.980]  但是面對我們今天現在的環境
[00:04:33.980 --> 00:04:36.860]  有誰能夠幫助我們呢?
[00:04:36.860 --> 00:04:40.020]  但事實上今天我們所信的神
[00:04:40.020 --> 00:04:41.820]  不但是過去的神
[00:04:41.820 --> 00:04:43.500]  不但是將來的神
[00:04:43.500 --> 00:04:45.900]  我們的神的名字是耶和華
[00:04:45.900 --> 00:04:48.300]  祂永遠是現在的神
[00:04:48.300 --> 00:04:50.420]  祂永遠是I AM
[00:04:50.420 --> 00:04:51.860]  Amen
[00:04:51.860 --> 00:04:53.820]  我們的神不但是過去
[00:04:53.820 --> 00:04:56.220]  不但將來更是現在
[00:04:56.220 --> 00:04:57.900]  祂就是我們的幫助
[00:04:57.900 --> 00:04:59.180]  Hallelujah
[00:04:59.180 --> 00:05:01.500]  所以你的眼目不用看這個環境
