
[00:00:00.000 --> 00:00:04.000]  我哋去睇今日嘅經文
[00:00:04.000 --> 00:00:05.880]  喺邊度呢 就係《雅各書》
[00:00:05.880 --> 00:00:08.240]  二章十四至二十六節
[00:00:08.240 --> 00:00:11.840]  我個講題呢係「知行合一嘅信心」
[00:00:11.840 --> 00:00:16.160]  咁可以打個powerpoint出嚟睇睇嘅 係喇
[00:00:16.160 --> 00:00:20.440]  係一個跨越嘅行動嚟嘅
[00:00:20.440 --> 00:00:22.240]  「知行合一嘅信心」
[00:00:22.240 --> 00:00:25.240]  咁我哋睇一睇呢個powerpoint啦
[00:00:25.240 --> 00:00:26.760]  有幾幅圖嘅
[00:00:26.760 --> 00:00:32.240]  俾大家考下下大家嘅能力啦
[00:00:32.240 --> 00:00:33.440]  睇唔睇到呢
[00:00:33.440 --> 00:00:36.160]  呢六幅圖呢
[00:00:36.160 --> 00:00:39.520]  有啲咩共通點呢
[00:00:39.520 --> 00:00:43.120]  有一個共通點嘅
[00:00:43.120 --> 00:00:45.760]  有冇人想試答下
[00:00:54.840 --> 00:00:57.160]  手同腳
[00:00:57.160 --> 00:00:58.040]  平衡唔係
[00:00:58.040 --> 00:00:59.160]  仲有呢
[00:00:59.160 --> 00:01:00.000]  好
[00:01:00.000 --> 00:01:02.080]  有冇人想試
[00:01:02.080 --> 00:01:03.720]  大聲嗌出嚟
[00:01:03.720 --> 00:01:05.520]  不過戴住口罩難啲係咪呀
[00:01:05.520 --> 00:01:06.360]  其實呢有一樣嘢
[00:01:06.360 --> 00:01:07.680]  你睇下筷子啦
[00:01:07.680 --> 00:01:09.440]  如果一隻筷子
[00:01:09.440 --> 00:01:11.280]  夾唔夾到餸呀
[00:01:11.280 --> 00:01:12.560]  一隻腳呢
[00:01:12.560 --> 00:01:14.440]  咁要輔助先至行到係咪呀
[00:01:14.440 --> 00:01:17.000]  一隻腳自己冇理由跳㗎係咪
[00:01:17.000 --> 00:01:18.440]  毛筆呢
[00:01:18.440 --> 00:01:19.560]  如果冇咗墨
[00:01:19.560 --> 00:01:21.320]  可唔可以寫毛筆字呀
[00:01:21.320 --> 00:01:22.440]  唔得㗎喎
[00:01:22.440 --> 00:01:24.960]  咁如果有個潛水鏡畀你
[00:01:24.960 --> 00:01:26.920]  但係好似我咁有近視嘅
[00:01:26.920 --> 00:01:28.640]  咁呢要你去浮潛
[00:01:28.640 --> 00:01:30.320]  但係呢又係冇咗
[00:01:30.320 --> 00:01:31.600]  冇咗呢一個
[00:01:31.600 --> 00:01:32.760]  叫咩
[00:01:32.760 --> 00:01:34.400]  氧氣吸管
[00:01:34.400 --> 00:01:35.640]  咁可唔可以呢
[00:01:35.640 --> 00:01:37.320]  睇到海底世界咁靚呢
[00:01:37.320 --> 00:01:37.760]  又唔得喎
[00:01:37.760 --> 00:01:38.880]  冇一樣嘢
[00:01:38.880 --> 00:01:40.360]  另外一樣嘢係唔得嘅
[00:01:40.360 --> 00:01:41.440]  咁呢個煎pan
[00:01:41.440 --> 00:01:43.640]  可唔可以冇咗個鏟去煮餸呀
[00:01:43.640 --> 00:01:44.960]  炒嘢又炒唔到喎
[00:01:44.960 --> 00:01:47.440]  咁大條骨送畀你食
[00:01:47.440 --> 00:01:49.280]  唔通拎隻手嚟揸住咩
[00:01:49.280 --> 00:01:50.680]  有個叉畀你
[00:01:50.680 --> 00:01:52.000]  咁都好論盡係咪呀
[00:01:52.000 --> 00:01:53.760]  要有叉同埋呢
[00:01:53.760 --> 00:01:55.120]  有刀一齊喎
[00:01:55.120 --> 00:01:56.680]  即係話呢佢哋呢係
[00:01:56.680 --> 00:01:57.680]  共通點就係
[00:01:57.680 --> 00:01:58.880]  一樣嘢
[00:01:58.880 --> 00:02:02.720]  又唔可以冇咗另一樣嘢㗎喎
[00:02:02.720 --> 00:02:03.640]  係咪呀
[00:02:03.640 --> 00:02:04.680]  係呀就係咁啦
[00:02:04.680 --> 00:02:06.360]  咁我哋呢即係一齊有祈禱呀
[00:02:06.360 --> 00:02:08.400]  我哋進入信息個裏面
[00:02:08.400 --> 00:02:10.200]  主耶穌我多謝祢讚美祢
[00:02:10.200 --> 00:02:11.840]  主耶穌讓我哋一同去敬拜
[00:02:11.840 --> 00:02:13.000]  我哋好感恩
[00:02:13.000 --> 00:02:14.920]  願呢你自己親自呢
[00:02:14.920 --> 00:02:16.760]  去繼續與我哋同在
[00:02:16.760 --> 00:02:18.080]  你預立我哋嘅敬拜
[00:02:18.080 --> 00:02:18.800]  亦都呢
[00:02:18.800 --> 00:02:21.600]  將你自己嘅心意嚟到去釋放
[00:02:21.600 --> 00:02:24.200]  主呀無論今日講嘅聽嘅
[00:02:24.200 --> 00:02:26.760]  我哋嘅心思意念都蒙你預立
[00:02:26.760 --> 00:02:29.200]  求聖靈引導我哋明白真理
[00:02:29.200 --> 00:02:30.360]  係蒙你賜福
[00:02:30.360 --> 00:02:32.640]  奉耶穌基督的聖名致祈求
[00:02:32.640 --> 00:02:34.040]  阿們
[00:02:34.040 --> 00:02:34.600]  好啦
[00:02:34.600 --> 00:02:36.160]  咁呢講個題目啦
[00:02:36.160 --> 00:02:38.040]  知行合一嘅信心
[00:02:38.040 --> 00:02:39.320]  知行合一
[00:02:39.320 --> 00:02:40.880]  係咪好熟呀呢幾個字
[00:02:40.880 --> 00:02:44.200]  其實呢我識得呢一對宣教士夫婦呢
[00:02:44.200 --> 00:02:46.600]  而家佢喺某個地方啦
[00:02:46.600 --> 00:02:48.800]  唔講得嗰個咩地方㗎
[00:02:48.800 --> 00:02:49.320]  係呀
[00:02:49.320 --> 00:02:52.400]  咁嗰度呢就最近呢
[00:02:52.400 --> 00:02:54.880]  呢對夫婦就真係叫知行合一
[00:02:54.880 --> 00:02:56.200]  因為老婆叫阿知
