
[00:00:00.000 --> 00:00:03.240]  你知不知道最近發生了什麼事呢?
[00:00:03.240 --> 00:00:06.040]  世界盃啊,今晚最精彩,知不知道?
[00:00:06.040 --> 00:00:08.240]  我也不知道我撐不撐得住
[00:00:08.240 --> 00:00:11.840]  我兒子喜歡德國,所以我也喜歡德國
[00:00:11.840 --> 00:00:14.640]  其實剛才有一首歌
[00:00:14.640 --> 00:00:16.720]  我相信大敬拜的沒有刻意
[00:00:16.720 --> 00:00:18.440]  不過我將它成為
[00:00:18.440 --> 00:00:22.200]  這次很棒的世界盃的歌曲
[00:00:22.200 --> 00:00:25.040]  因為剛才有敬拜的時候,我看著有些老師們
[00:00:25.040 --> 00:00:27.680]  即是有些未釋放的心情
[00:00:27.680 --> 00:00:29.640]  就說他的歌詞是這樣的
[00:00:29.640 --> 00:00:33.960]  把苦惱盡訴我臣
[00:00:33.960 --> 00:00:35.600]  今天我要說禱告
[00:00:35.600 --> 00:00:37.840]  把苦惱盡訴我臣
[00:00:37.840 --> 00:00:41.760]  將悲痛亦踢走
[00:00:41.760 --> 00:00:43.160]  世界盃,OK?
[00:00:43.160 --> 00:00:45.160]  所以有禱告,有世界盃
[00:00:45.160 --> 00:00:48.600]  當一切順靠,這快樂定滿載
[00:00:48.600 --> 00:00:49.280]  OK?
[00:00:49.280 --> 00:00:52.200]  這個送給我們所有的老師們
[00:00:52.200 --> 00:00:54.040]  我很愛這班老師們
[00:00:54.040 --> 00:00:57.000]  這是基督的愛,請你們不要誤會
[00:00:57.000 --> 00:00:58.640]  當我一邊數的時候
[00:00:58.640 --> 00:01:01.520]  我發覺我認識他們幾個世紀
[00:01:01.520 --> 00:01:05.200]  由校長開始,我95年來就認識校長
[00:01:05.200 --> 00:01:06.800]  現在多少?你數是不是?
[00:01:06.800 --> 00:01:08.280]  他20
[00:01:08.280 --> 00:01:10.080]  旁邊陳校長,我還認識多久
[00:01:10.080 --> 00:01:11.800]  我在亞洲的時候已經和他在一起了
[00:01:11.800 --> 00:01:13.960]  我就不說多少了,OK?
[00:01:13.960 --> 00:01:16.240]  接著還有些老師
[00:01:16.240 --> 00:01:19.360]  數一數,每一個都很多年
[00:01:19.360 --> 00:01:21.320]  所以兩個世紀應該差不多了
[00:01:21.320 --> 00:01:23.400]  應該不會誇張
[00:01:23.400 --> 00:01:26.800]  不過我再一次代表教會
[00:01:26.800 --> 00:01:28.680]  很感謝老師們
[00:01:28.680 --> 00:01:34.280]  這麼多年的辛勞
[00:01:34.280 --> 00:01:35.480]  每一年的辛勞
[00:01:35.480 --> 00:01:38.000]  特別我看到其中一對
[00:01:38.000 --> 00:01:41.480]  母女都在同一間教會教書,真開心
[00:01:41.480 --> 00:01:45.480]  我盼望我母子
[00:01:45.480 --> 00:01:48.040]  父子,不是母子
[00:01:48.040 --> 00:01:49.920]  我想母女,不過我不是母
[00:01:49.920 --> 00:01:52.400]  我是父子,都在同一間教會敬拜
[00:01:52.400 --> 00:01:55.080]  都差不多了,我和兒子都在這裡侍奉
[00:01:55.080 --> 00:01:57.920]  不過一個是義工,一個是專職
[00:01:57.920 --> 00:02:01.320]  無論怎樣都好,再一次多謝他們
[00:02:01.320 --> 00:02:03.160]  你們開心吧,等你們好了
[00:02:03.160 --> 00:02:07.320]  過了今天,你們就有一個多月的放假,對嗎?
[00:02:07.320 --> 00:02:09.360]  還沒有嗎?再逼迫你們嗎?
[00:02:09.360 --> 00:02:11.560]  都快了,無論怎樣都好
[00:02:11.560 --> 00:02:15.320]  我們開始有一個
[00:02:15.320 --> 00:02:17.120]  悠長但很充實的暑假
[00:02:17.120 --> 00:02:18.440]  怎樣都有的,是不是?
[00:02:18.440 --> 00:02:19.720]  好,多謝主
[00:02:19.720 --> 00:02:23.080]  請大家繼續為他們去禱告,好嗎?
[00:02:23.080 --> 00:02:26.440]  我們都開始有個禱告,預備我們的心
[00:02:26.440 --> 00:02:29.000]  天父,我求祢自己在這個時間
[00:02:29.000 --> 00:02:31.640]  祝福這間幼稚園,祝福每個老師
[00:02:31.640 --> 00:02:34.400]  祝福他們所見到的家長和學生
[00:02:34.400 --> 00:02:35.680]  有些我們在座當中的
[00:02:35.680 --> 00:02:39.880]  都是由幼稚園的小朋友來讀的時候認識
[00:02:39.880 --> 00:02:41.320]  我就求祢幫助我們
[00:02:41.320 --> 00:02:44.600]  讓今天的訊息不單止是簡單
[00:02:44.600 --> 00:02:45.800]  但是是實在
[00:02:45.800 --> 00:02:47.320]  求祢親自引導我們
[00:02:47.320 --> 00:02:52.200]  奉耶穌的名禱告,阿門
[00:02:52.200 --> 00:02:54.200]  今天有一個題目叫做
[00:02:54.200 --> 00:02:57.680]  一切從愛禱告開始
[00:02:57.680 --> 00:03:00.120]  其實這篇文章的意念
[00:03:00.120 --> 00:03:02.200]  當我們跟公會開會的時候
[00:03:02.200 --> 00:03:04.320]  一早就知道今天是幼稚園獻詩
[00:03:04.320 --> 00:03:05.720]  我就搶著來說
[00:03:05.720 --> 00:03:07.120]  我想說這篇
[00:03:07.120 --> 00:03:08.600]  不過有難處就是因為
[00:03:08.600 --> 00:03:10.040]  星期五又不是這樣的題材
[00:03:10.040 --> 00:03:11.680]  因為沒有你們獻詩
[00:03:11.680 --> 00:03:12.600]  所以我就有點困難
[00:03:12.600 --> 00:03:13.720]  不過無論怎樣都好
[00:03:13.720 --> 00:03:16.920]  我想跟大家分享一個很簡單的題目
[00:03:16.920 --> 00:03:18.560]  就好像你們剛才所說的
[00:03:18.560 --> 00:03:20.280]  小小的夢想
[00:03:20.280 --> 00:03:22.280]  如果你的小小的夢想是甚麼呢
[00:03:22.280 --> 00:03:24.520]  就化了一個小小的禱告
[00:03:24.520 --> 00:03:26.800]  將來神就會使用你
[00:03:26.800 --> 00:03:29.080]  今天一切的
[00:03:29.080 --> 00:03:30.720]  一切所有東西
[00:03:30.720 --> 00:03:32.360]  都是從愛
[00:03:32.360 --> 00:03:34.680]  然後加上禱告開始
[00:03:34.680 --> 00:03:37.040]  有之於內,就是甚麼
[00:03:37.040 --> 00:03:38.360]  不之於外
[00:03:38.360 --> 00:03:40.480]  你表面出來是沒有用的
[00:03:40.480 --> 00:03:42.480]  因為神會看到你的心
