
[00:00:00.000 --> 00:00:01.600]  「冥恩堂」
[00:00:01.600 --> 00:00:04.000]  「冥恩堂」的名字的意思是甚麼?
[00:00:04.000 --> 00:00:07.800]  「冥記神的恩典」
[00:00:07.800 --> 00:00:09.000]  其實還有一個意思的
[00:00:09.000 --> 00:00:10.400]  拿個諧音是甚麼?
[00:00:10.400 --> 00:00:15.400]  「成為傾流神恩典的器皿」
[00:00:15.400 --> 00:00:19.200]  我們不單單要「冥記上帝的恩典」
[00:00:19.200 --> 00:00:23.800]  教會並且要「成為傾流上帝恩典的器皿」
[00:00:23.800 --> 00:00:27.200]  我們是要給上帝使用的
[00:00:27.200 --> 00:00:29.600]  所以今天我選了三傳經文
[00:00:29.600 --> 00:00:32.600]  只講兩段
[00:00:32.600 --> 00:00:39.000]  傳統如何看待教會的身份和使命
[00:00:39.000 --> 00:00:42.600]  要繼續在我們當中
[00:00:42.600 --> 00:00:45.200]  讓我們重讚和「冥記神」
[00:00:45.200 --> 00:00:49.000]  過去三十三週年的恩典之餘
[00:00:49.000 --> 00:00:50.800]  我希望我們「冥恩堂」
[00:00:50.800 --> 00:00:53.000]  可以在這個紛亂的社會裏
[00:00:53.000 --> 00:00:57.000]  繼續成為傾流上帝恩典的器皿
[00:00:57.000 --> 00:00:59.600]  繼續成為傾流上帝恩典的器皿
[00:00:59.600 --> 00:01:02.800]  第一段經文
[00:01:02.800 --> 00:01:04.400]  《馬太福音》告訴我們
[00:01:04.400 --> 00:01:06.800]  領人做主門徒的照明
[00:01:06.800 --> 00:01:08.400]  主耶穌在哪裏
[00:01:08.400 --> 00:01:10.200]  我們就在哪裏
[00:01:10.200 --> 00:01:15.200]  教會或我們這個中信徒的群體
[00:01:15.200 --> 00:01:16.400]  有一個照明
[00:01:16.400 --> 00:01:18.600]  是領人做主的門徒
[00:01:18.600 --> 00:01:20.800]  《馬太福音》第28章18至20節
[00:01:20.800 --> 00:01:21.600]  我們很熟悉
[00:01:21.600 --> 00:01:24.800]  以前多數讀由第19節開始
[00:01:24.800 --> 00:01:26.800]  但我們發現第18節很重要
[00:01:26.800 --> 00:01:28.200]  因為這是一個基礎
[00:01:28.200 --> 00:01:31.000]  是耶穌告訴大家
[00:01:31.000 --> 00:01:34.600]  天上地下所有的權柄都賜給我
[00:01:34.600 --> 00:01:36.800]  為何耶穌要無緣無故說
[00:01:36.800 --> 00:01:40.000]  天上地下所有的權柄都賜給我
[00:01:40.000 --> 00:01:46.400]  其實我應該把《馬太福音》第28章16至17節都打出來
[00:01:46.400 --> 00:01:47.800]  16、17節是說什麼呢?
[00:01:47.800 --> 00:01:49.800]  「十一個門徒往加利利去
[00:01:49.800 --> 00:01:51.600]  到了耶穌定的山上
[00:01:51.600 --> 00:01:54.000]  他們見了耶穌就拜祂
[00:01:54.000 --> 00:01:59.600]  然而還有人疑惑他」
[00:01:59.600 --> 00:02:02.400]  原來當時仍有門徒不相信
[00:02:02.400 --> 00:02:04.800]  耶穌已經從死裡復活
[00:02:04.800 --> 00:02:06.600]  現在顯現在他們眼前
[00:02:06.600 --> 00:02:08.400]  所以耶穌就跟他們說
[00:02:08.400 --> 00:02:11.600]  天上地下所有的權柄都賜給我
[00:02:11.600 --> 00:02:15.400]  我是有這種復活的大能
[00:02:15.400 --> 00:02:16.800]  繼續彰顯在你們面前
[00:02:16.800 --> 00:02:21.200]  並且繼續來吩咐你們要完成
[00:02:21.200 --> 00:02:23.600]  耶穌所做的工作
[00:02:23.600 --> 00:02:27.400]  所以天上地下所有的權柄都賜給了耶穌
[00:02:27.400 --> 00:02:30.400]  就是我們往後履行的大使命
[00:02:30.400 --> 00:02:32.600]  一個很重要的基礎
[00:02:32.600 --> 00:02:33.600]  耶穌有權柄
[00:02:33.600 --> 00:02:35.200]  所以我們要聽
[00:02:35.200 --> 00:02:39.000]  第二,其實我們也帶著耶穌所賜的權柄
[00:02:39.000 --> 00:02:41.800]  來領人做主的門徒
[00:02:41.800 --> 00:02:44.800]  19、20節很多人研究的時候就想
[00:02:44.800 --> 00:02:46.800]  究竟哪些是動詞
[00:02:46.800 --> 00:02:48.200]  是一定要做的
[00:02:48.200 --> 00:02:51.800]  哪些是文法上的分詞
[00:02:51.800 --> 00:02:53.800]  是方法來的
[00:02:53.800 --> 00:02:55.600]  所以你們要去
[00:02:55.600 --> 00:02:57.600]  很多人就將焦點放在「去」字
[00:02:57.600 --> 00:02:58.800]  但我們再研究的時候
[00:02:58.800 --> 00:03:01.600]  原來最重要的動詞是
[00:03:01.600 --> 00:03:04.000]  「使萬民作我的門徒」
[00:03:04.000 --> 00:03:06.200]  那個才是動詞
[00:03:06.200 --> 00:03:08.200]  其他是配合它的
[00:03:08.200 --> 00:03:11.800]  你們要去是重要
[00:03:11.800 --> 00:03:13.400]  但做什麼?
[00:03:13.400 --> 00:03:15.400]  是「使萬民作門徒」
[00:03:15.400 --> 00:03:16.800]  有時我們也會這樣說
[00:03:16.800 --> 00:03:18.400]  我去上班了
[00:03:18.400 --> 00:03:20.200]  其實重要的是什麼呢?
[00:03:20.200 --> 00:03:22.200]  不是「你去」,而是「你上班」
[00:03:22.200 --> 00:03:24.000]  我去上學了
[00:03:24.000 --> 00:03:24.800]  重點在哪裡?
[00:03:24.800 --> 00:03:26.600]  不是「你去」,而是「你上學」
[00:03:26.600 --> 00:03:27.800]  我去吃飯了
[00:03:27.800 --> 00:03:28.400]  重點在哪裡?
[00:03:28.400 --> 00:03:30.000]  不是「你去」,而是「你吃飯」
[00:03:30.000 --> 00:03:33.000]  但你吃飯當然是要走出去的
[00:03:33.000 --> 00:03:35.000]  是完成那件事
[00:03:35.000 --> 00:03:38.600]  重要的是「使萬民作門徒」
[00:03:38.600 --> 00:03:40.200]  怎樣「使萬民作門徒」呢?
[00:03:40.200 --> 00:03:41.400]  耶穌繼續說
[00:03:41.400 --> 00:03:44.200]  「要奉父子聖靈的名給他們施洗」
[00:03:44.200 --> 00:03:45.800]  如果你有看細字
[00:03:45.800 --> 00:03:48.400]  「或作給他們施洗」
[00:03:48.400 --> 00:03:51.800]  「歸入父子聖靈的名」
[00:03:51.800 --> 00:03:54.200]  重要是怎樣成為「門徒」呢?
[00:03:54.200 --> 00:03:55.800]  「幫他們洗禮」
[00:03:55.800 --> 00:04:02.000]  「洗禮」就是成為「門徒」一個很重要的行動
[00:04:02.000 --> 00:04:03.000]  是一個認同
[00:04:03.000 --> 00:04:04.200]  你要成為主人「門徒」
[00:04:04.200 --> 00:04:05.600]  你「洗禮」吧
[00:04:05.600 --> 00:04:08.400]  「洗禮」是做什麼呢?
[00:04:08.400 --> 00:04:12.200]  我們華人很多長者說「入教」
[00:04:12.200 --> 00:04:13.600]  「入基督教」
[00:04:13.600 --> 00:04:16.200]  教宗教是後來加的
[00:04:16.200 --> 00:04:17.600]  其實我們是「入」去哪裡呢?
[00:04:17.600 --> 00:04:20.800]  是「歸入父子聖靈的名下」
[00:04:20.800 --> 00:04:22.200]  有時我們說「歸入基督」
[00:04:22.200 --> 00:04:23.200]  「歸入教會」
[00:04:23.200 --> 00:04:25.600]  其實「教會」就是代表上帝
[00:04:25.600 --> 00:04:27.200]  所以真正要「歸於」的
[00:04:27.200 --> 00:04:29.600]  是「歸於父子聖靈的名下」
[00:04:29.600 --> 00:04:31.600]  你和我要成為主人「門徒」
[00:04:31.600 --> 00:04:34.400]  是「歸於父子聖靈的名下」
[00:04:34.400 --> 00:04:36.000]  耶穌還要吩咐
[00:04:36.000 --> 00:04:37.600]  吩咐「門徒」做什麼呢?
[00:04:37.600 --> 00:04:39.200]  「歸於父子聖靈的名下」
[00:04:39.200 --> 00:04:40.400]  祂成為「門徒」
[00:04:40.400 --> 00:04:42.400]  那要做什麼呢?
[00:04:42.400 --> 00:04:44.400]  耶穌說「我昔日所教訓你們的」
[00:04:44.400 --> 00:04:45.600]  「你們要教訓他們」
[00:04:45.600 --> 00:04:48.600]  所以大使命時多數說
[00:04:48.600 --> 00:04:49.600]  「你要傳福音」
[00:04:49.600 --> 00:04:50.400]  「還要栽培」
[00:04:50.400 --> 00:04:51.200]  這是對的
[00:04:51.200 --> 00:04:55.800]  但我今天的焦點是說「門徒」
[00:04:55.800 --> 00:04:58.200]  當我們說「教會」有一個召命
[00:04:58.200 --> 00:05:00.400]  或者我們作為信徒群體
[00:05:00.400 --> 00:05:03.000]  有一個召命要領人做主「門徒」的時候
[00:05:03.000 --> 00:05:05.000]  我們要先問自己
[00:05:05.000 --> 00:05:07.200]  我們是不是主的「門徒」?
[00:05:07.200 --> 00:05:08.800]  我們要領人做主的「門徒」
[00:05:08.800 --> 00:05:12.800]  我們要先自己成為主的「門徒」
[00:05:12.800 --> 00:05:18.000]  你覺得自己是信徒還是門徒?
[00:05:18.000 --> 00:05:19.000]  可能我們就要問
[00:05:19.000 --> 00:05:21.000]  有什麼分別?
[00:05:21.000 --> 00:05:22.000]  門徒是怎樣的?
[00:05:22.000 --> 00:05:23.400]  信徒不會否認
[00:05:23.400 --> 00:05:24.200]  我們都信了主
[00:05:24.200 --> 00:05:25.000]  就是信徒
[00:05:25.000 --> 00:05:25.800]  就是基督徒
[00:05:25.800 --> 00:05:26.600]  那門徒呢?
[00:05:26.600 --> 00:05:29.400]  門徒是怎樣的呢?
[00:05:29.400 --> 00:05:31.000]  門徒是怎樣的呢?
[00:05:31.000 --> 00:05:35.600]  《楊福音》十二章二十四至二十六節
[00:05:35.600 --> 00:05:38.200]  耶穌說「我實實在在地告訴你們」
[00:05:38.200 --> 00:05:40.400]  「一粒麥子不落在地裡死了」
[00:05:40.400 --> 00:05:41.400]  「仍舊是一粒」
[00:05:41.400 --> 00:05:43.800]  「若是死了就結出許多紙粒來」
[00:05:43.800 --> 00:05:46.000]  「愛惜自己生命的就失喪生命」
[00:05:46.000 --> 00:05:48.000]  「在這世上恨惡自己生命的」
[00:05:48.000 --> 00:05:50.400]  「就要保守生命到永生」
[00:05:50.400 --> 00:05:54.400]  「若有人服侍我就當跟從我」
[00:05:54.400 --> 00:05:55.400]  「我在那裡」
[00:05:55.400 --> 00:05:58.200]  「服侍我的人也要在那裡」
[00:05:58.200 --> 00:06:02.000]  「若有人服侍我我忽必尊重他」
[00:06:02.000 --> 00:06:04.400]  耶穌先說那粒麥子就是祂
[00:06:04.400 --> 00:06:06.600]  祂為他人犧牲
[00:06:06.600 --> 00:06:09.000]  勉勵那些人
[00:06:09.000 --> 00:06:10.600]  都來得好像祂一樣犧牲
[00:06:10.600 --> 00:06:13.600]  如果有人要服侍我
[00:06:13.600 --> 00:06:15.600]  很多人想服侍耶穌
[00:06:15.600 --> 00:06:17.000]  為祂做一些事
[00:06:17.000 --> 00:06:19.600]  我想我們也很想為耶穌做一些事
[00:06:19.600 --> 00:06:23.400]  如果要服侍祂就要跟從祂
[00:06:23.400 --> 00:06:24.600]  「我在那裡」
[00:06:24.600 --> 00:06:26.800]  「服侍我的人也要在那裡」
[00:06:26.800 --> 00:06:28.800]  當我們說我們是耶穌的門徒時
[00:06:28.800 --> 00:06:30.400]  我們要跟從耶穌
[00:06:30.400 --> 00:06:32.600]  你跟從耶穌甚麼
[00:06:32.600 --> 00:06:35.400]  耶穌說「我在哪裡」
[00:06:35.400 --> 00:06:37.800]  「你們就在哪裡」
[00:06:37.800 --> 00:06:38.800]  「我在哪裡」
[00:06:38.800 --> 00:06:39.800]  「你們就在哪裡」
[00:06:39.800 --> 00:06:40.800]  我又問弟兄姊妹
[00:06:40.800 --> 00:06:44.800]  「耶穌在哪裡」
[00:06:44.800 --> 00:06:45.600]  通常我們要回答
[00:06:45.600 --> 00:06:46.600]  「耶穌在哪裡」
[00:06:46.600 --> 00:06:48.600]  「耶穌在心裡」
[00:06:48.600 --> 00:06:50.000]  這個答案何時回答
[00:06:50.000 --> 00:06:51.200]  特別是有病的時候
[00:06:51.200 --> 00:06:52.400]  像傳福音那些
[00:06:52.400 --> 00:06:53.600]  在病床那裡記住
[00:06:53.600 --> 00:06:54.800]  「耶穌在哪裡」
[00:06:54.800 --> 00:06:55.800]  「在你心裡」
[00:06:55.800 --> 00:06:57.200]  所以你不需要害怕
[00:06:57.200 --> 00:06:58.400]  這是對的
[00:06:58.400 --> 00:06:59.400]  然後他還回答
[00:06:59.400 --> 00:07:00.200]  我們也要告訴他
[00:07:00.200 --> 00:07:01.600]  「耶穌也在天上」
[00:07:01.600 --> 00:07:02.600]  「祂已經復活升天」
[00:07:02.600 --> 00:07:04.600]  「坐在全能負上帝的右邊」
[00:07:04.600 --> 00:07:08.400]  我們讀《貝斯道經》就是這樣
