
[00:00:00.000 --> 00:00:03.080]  大家好,一齊又讀聖經
[00:00:03.080 --> 00:00:05.880]  看看聖經人物,聖經故事
[00:00:05.880 --> 00:00:08.600]  離開本地本族富家
[00:00:08.600 --> 00:00:11.720]  加字有些疊在花上
[00:00:11.720 --> 00:00:13.320]  離開本地本族富家
[00:00:13.320 --> 00:00:15.520]  一看就知道在說誰呢?
[00:00:15.520 --> 00:00:18.440]  阿伯蘭,阿伯拉罕
[00:00:18.440 --> 00:00:25.280]  是《生命說書》的網絡為大家提供的聖經短講
[00:00:25.280 --> 00:00:27.920]  今次的聖經故事繼續說阿伯蘭
[00:00:27.920 --> 00:00:30.040]  接續著上邊
[00:00:30.040 --> 00:00:32.280]  創世紀十二章第一節
[00:00:32.280 --> 00:00:35.240]  耶和華對阿伯蘭說
[00:00:35.240 --> 00:00:38.360]  你要離開本地本族富家
[00:00:38.360 --> 00:00:42.800]  往我所要指示你去的地
[00:00:42.800 --> 00:00:44.600]  我必叫你成為大國
[00:00:44.600 --> 00:00:46.680]  我必賜福給你
[00:00:46.680 --> 00:00:51.280]  叫你的名為大理也要叫別人得福
[00:00:51.280 --> 00:00:54.600]  為你祝福的,我會賜福給他
[00:00:54.600 --> 00:01:00.680]  咒咒你的,我會咒咒他,地上萬族都要因你得福
[00:01:00.680 --> 00:01:04.680]  阿伯蘭照著耶和華的吩咐去了
[00:01:04.680 --> 00:01:07.000]  羅德也和他同去
[00:01:07.000 --> 00:01:11.320]  阿伯蘭出哈蘭的時候,七十五歲
[00:01:11.320 --> 00:01:15.200]  留意一下這裏
[00:01:15.200 --> 00:01:17.760]  這裏十二章第一節
[00:01:17.760 --> 00:01:20.000]  耶和華對阿伯蘭說
[00:01:20.000 --> 00:01:22.480]  你離開本地本族富家
[00:01:22.480 --> 00:01:26.200]  這裏的地點在哪裏呢?
[00:01:26.200 --> 00:01:28.280]  上一次是說
[00:01:28.280 --> 00:01:31.000]  爸爸他拉帶著阿伯蘭
[00:01:31.000 --> 00:01:35.240]  薩萊和羅德一起出去
[00:01:35.240 --> 00:01:37.240]  去到哈蘭
[00:01:37.240 --> 00:01:40.720]  本來想去迦南,人生交叉點哈蘭
[00:01:40.720 --> 00:01:42.960]  卡蘭就停了
[00:01:42.960 --> 00:01:45.440]  然後就一直住下
[00:01:45.440 --> 00:01:48.680]  直到他拉死了,二百零五歲
[00:01:48.680 --> 00:01:52.880]  我想問問你,如果你是阿伯蘭你會怎樣?
[00:01:52.880 --> 00:01:55.120]  這個好的父親
[00:01:55.120 --> 00:01:58.320]  阿伯蘭是一個好名字
[00:01:58.320 --> 00:02:00.560]  一個很偉大的父親
[00:02:00.560 --> 00:02:04.200]  一個好父親多數都是好兒子才會做好父親
[00:02:04.200 --> 00:02:08.080]  他就一直在那裏和他拉一起
[00:02:08.080 --> 00:02:10.680]  直到爸爸死了
[00:02:10.680 --> 00:02:14.080]  這個時間如果你是他你會怎樣呢?
[00:02:14.080 --> 00:02:16.080]  三個選擇
[00:02:16.080 --> 00:02:18.080]  繼續在那裏住下去
[00:02:18.080 --> 00:02:23.960]  但不太順,不是我無端端離開火鴻城市吳爾
[00:02:23.960 --> 00:02:25.960]  來這裏住是為了甚麼呢?
[00:02:25.960 --> 00:02:29.680]  如果去迦南,神指示我去的,那我就去
[00:02:29.680 --> 00:02:33.000]  如果我來到這裏,為了甚麼呢?
[00:02:33.000 --> 00:02:35.440]  不如有另一個選擇是甚麼呢?
[00:02:35.440 --> 00:02:40.760]  回家去吳爾,有那麼多親戚朋友在那裏
[00:02:40.760 --> 00:02:42.360]  不如回吳爾吧
[00:02:42.360 --> 00:02:49.280]  這個時間正在哈蘭人生交叉點的時候
[00:02:49.280 --> 00:02:52.280]  耶和華對阿伯蘭說
[00:02:52.280 --> 00:02:54.880]  離開本地本族父家
[00:02:54.880 --> 00:02:58.400]  往我所指示你的地方去
[00:02:58.400 --> 00:03:06.200]  這個時間是在哈蘭人生交叉點和阿伯蘭說的
[00:03:06.200 --> 00:03:08.480]  不要回去父家
[00:03:08.480 --> 00:03:10.800]  離開本地本族父家
[00:03:10.800 --> 00:03:13.680]  繼續去我指示的地方
[00:03:13.680 --> 00:03:16.880]  我指示的地方在迦南
[00:03:16.880 --> 00:03:21.160]  其實你承繼我對你父親說的話,去迦南
[00:03:21.160 --> 00:03:23.680]  其實也有跟阿伯蘭說的
[00:03:23.680 --> 00:03:25.680]  因為阿他一定跟他說
[00:03:25.680 --> 00:03:28.880]  我有一個感動,神叫我去迦南
[00:03:28.880 --> 00:03:32.880]  很落後的,海邊地方,低地
[00:03:32.880 --> 00:03:35.880]  沒有我們吳爾那麼火紅
[00:03:35.880 --> 00:03:36.880]  你去不去?
[00:03:36.880 --> 00:03:39.080]  阿伯蘭說我也有這樣的感動
[00:03:39.080 --> 00:03:41.280]  好呀,你去哪就去哪,一起去吧
[00:03:41.280 --> 00:03:45.680]  這個時間神特別呼召阿伯蘭跟他說
[00:03:45.680 --> 00:03:47.880]  我跟你爸爸說過
[00:03:47.880 --> 00:03:49.480]  現在又跟你說
[00:03:49.480 --> 00:03:51.280]  離開本地本族父家
[00:03:51.280 --> 00:03:53.080]  不要停在迦南
[00:03:53.080 --> 00:03:55.680]  我會在那裏
[00:03:55.680 --> 00:03:57.680]  我叫你指示的地方
[00:03:57.680 --> 00:03:59.280]  你會在那裏成為大國
[00:03:59.280 --> 00:04:00.880]  我會賜福給你
[00:04:00.880 --> 00:04:02.480]  你的名字會大
[00:04:02.480 --> 00:04:04.280]  你會叫別人得福
[00:04:04.280 --> 00:04:05.080]  你去那裏
[00:04:05.080 --> 00:04:07.280]  我要在那裏祝福你
[00:04:07.280 --> 00:04:10.480]  哇,在那裏祝福我,好呀
[00:04:10.480 --> 00:04:13.480]  而且沒有危險
[00:04:13.480 --> 00:04:14.480]  不危險
[00:04:14.480 --> 00:04:15.480]  為什麼?
[00:04:15.480 --> 00:04:16.480]  因為有我在
[00:04:16.480 --> 00:04:18.480]  為你祝福的,我會祝福他
[00:04:18.480 --> 00:04:20.480]  如果就在你,我就在他
[00:04:20.480 --> 00:04:23.480]  地上萬族會因你而得福
[00:04:23.480 --> 00:04:24.480]  你去那裏吧
[00:04:24.480 --> 00:04:26.880]  你會在那裏叫萬族得福
[00:04:26.880 --> 00:04:28.880]  在那裏叫萬族得福
[00:04:28.880 --> 00:04:29.880]  不是現在
[00:04:29.880 --> 00:04:32.880]  你如果聽我講,去到那裏
[00:04:32.880 --> 00:04:35.480]  我會叫你在那裏叫萬族得福
[00:04:35.480 --> 00:04:37.480]  願途危險,不怕
[00:04:37.480 --> 00:04:39.480]  我會保護你
[00:04:39.480 --> 00:04:40.480]  你去吧
[00:04:40.480 --> 00:04:43.480]  於是,四節
[00:04:43.480 --> 00:04:44.680]  阿伯蘭,好呀
[00:04:44.680 --> 00:04:47.880]  就照著耶和華的吩咐去了
[00:04:47.880 --> 00:04:49.480]  那羅德怎樣?
[00:04:49.480 --> 00:04:54.680]  羅德,你想回去吾爾還是跟我一起?
[00:04:54.680 --> 00:04:56.680]  羅德說,我當然跟你
[00:04:56.680 --> 00:04:57.880]  好呀,跟吧
[00:04:57.880 --> 00:04:59.480]  也和他同去
[00:04:59.480 --> 00:05:01.680]  阿伯蘭就出哈蘭
[00:05:01.680 --> 00:05:03.880]  這個人生交叉點的時候
[00:05:03.880 --> 00:05:05.880]  都不是年輕人了
[00:05:05.880 --> 00:05:07.680]  七十五歲
[00:05:07.680 --> 00:05:09.680]  就是這段聖經
[00:05:09.680 --> 00:05:11.680]  我們再看,第一
[00:05:11.680 --> 00:05:13.480]  離開前往
[00:05:13.480 --> 00:05:15.080]  離開本地本土富家
[00:05:15.080 --> 00:05:17.280]  往我指示你的地方
[00:05:17.280 --> 00:05:20.680]  我也有這樣的感覺
[00:05:20.680 --> 00:05:23.080]  如果是離開本地本土富家
[00:05:23.080 --> 00:05:24.480]  去我指示你的地方
[00:05:24.480 --> 00:05:26.680]  而那裏不知是甚麼
[00:05:26.680 --> 00:05:29.080]  不過你去那裏會很厲害的
[00:05:29.080 --> 00:05:31.880]  那就去吧
[00:05:31.880 --> 00:05:33.280]  好呀,很厲害
[00:05:33.280 --> 00:05:35.480]  我這個經歷我也試過
[00:05:35.480 --> 00:05:38.080]  就是差不多近二十年前
[00:05:38.080 --> 00:05:44.080]  當我離開我本身侍奉了二十八年的宣道會
[00:05:44.080 --> 00:05:48.080]  的堂會、宣教、中國侍工
[00:05:48.080 --> 00:05:49.680]  神學
[00:05:49.680 --> 00:05:53.880]  和宣道院等等工作的時候
[00:05:53.880 --> 00:05:56.880]  我心裏面是很徬徨
[00:05:56.880 --> 00:05:59.280]  心裏面是很失落
[00:05:59.280 --> 00:06:02.280]  我當時的感覺簡直是這樣
[00:06:02.280 --> 00:06:05.880]  那些同事、其他宣道會牧師都說
[00:06:05.880 --> 00:06:08.880]  「黃牧師你離開宣道會嗎?」
[00:06:08.880 --> 00:06:11.880]  「沒有理由,我聽到也不相信」
[00:06:11.880 --> 00:06:13.880]  「因為你的額頭有個宣字在那裏」
[00:06:13.880 --> 00:06:17.080]  「做了二十八年是宣道會堂會信主」
[00:06:17.080 --> 00:06:18.880]  「進宣道會神學院」
[00:06:18.880 --> 00:06:21.680]  「然後出來就在宣道會工作一路」
[00:06:21.680 --> 00:06:25.680]  「只是在宣道會畢業之後工作了二十八年」
[00:06:25.680 --> 00:06:28.480]  「做過很多工作」
[00:06:28.480 --> 00:06:31.280]  「建立過宣道差會、希伯倫差會」
[00:06:31.280 --> 00:06:33.680]  「宣道差會、法國社協會」
[00:06:33.680 --> 00:06:35.680]  「宣道院、社會服務」
[00:06:35.680 --> 00:06:37.280]  「各種工作都做過」
[00:06:37.280 --> 00:06:39.280]  「你怎會離開呢?」
[00:06:39.280 --> 00:06:41.080]  當時我離開
[00:06:41.080 --> 00:06:45.280]  我的感覺是離開本地本族父家
[00:06:45.280 --> 00:06:47.080]  不過似乎是時間到
[00:06:47.080 --> 00:06:48.480]  神叫我離開
[00:06:48.480 --> 00:06:49.880]  又安排一些事情發生
[00:06:49.880 --> 00:06:52.280]  於是我就離開
[00:06:52.280 --> 00:06:54.880]  往神指示的地方去
[00:06:54.880 --> 00:06:56.280]  這裏還好一點
[00:06:56.280 --> 00:06:59.080]  因為它有講去迦南
[00:06:59.080 --> 00:07:01.680]  我離開的時候
[00:07:01.680 --> 00:07:02.880]  做什麼呢?我不太清楚
[00:07:02.880 --> 00:07:04.680]  不過當時我已經有兩個機構
[00:07:04.680 --> 00:07:06.280]  一個叫「開心樹社會服務」
[00:07:06.280 --> 00:07:08.480]  一個叫「生命樹宣教網絡」
[00:07:08.480 --> 00:07:10.480]  我正在做這兩項工作
[00:07:10.480 --> 00:07:13.080]  於是我就投身進去做這兩項工作
[00:07:13.080 --> 00:07:15.880]  這兩項工作就是我的迦南地
[00:07:15.880 --> 00:07:17.480]  現在迦南地擴闊了
[00:07:17.480 --> 00:07:19.480]  還有一個「獨人神學院」
[00:07:19.480 --> 00:07:21.280]  擴闊了
[00:07:21.280 --> 00:07:23.480]  可能會再擴闊一點
