
[00:00:00.000 --> 00:00:02.000]  今天我們來談的話題就是
[00:00:02.000 --> 00:00:04.000]  為什麼信仰 揪教的信仰
[00:00:04.000 --> 00:00:07.000]  跟心靈雞湯有什麼分別呢
[00:00:07.000 --> 00:00:10.000]  大家都知道心靈雞湯講的就是那些
[00:00:10.000 --> 00:00:13.000]  能夠一些鼓勵你的句子
[00:00:13.000 --> 00:00:15.000]  我不知道你有沒有讀過心靈雞湯
[00:00:15.000 --> 00:00:18.000]  其實心靈雞湯有很多不同的版本
[00:00:18.000 --> 00:00:21.000]  有時候當你情緒不好的時候
[00:00:21.000 --> 00:00:22.000]  覺得很沮喪的時候
[00:00:22.000 --> 00:00:23.000]  有時候讀一讀
[00:00:23.000 --> 00:00:25.000]  確實能夠滿給力的
[00:00:25.000 --> 00:00:27.000]  就給你重新有些正力量
[00:00:27.000 --> 00:00:29.000]  覺得說我可以重新站起來
[00:00:29.000 --> 00:00:32.000]  然後重新好像有力量做一些事情
[00:00:32.000 --> 00:00:34.000]  那麼很多人說其實信仰也不錯
[00:00:34.000 --> 00:00:35.000]  好像有個精神寄託
[00:00:35.000 --> 00:00:36.000]  那今天我想跟大家討論
[00:00:36.000 --> 00:00:39.000]  就是揪教信仰其實跟心靈雞湯
[00:00:39.000 --> 00:00:41.000]  跟精神的寄託
[00:00:41.000 --> 00:00:43.000]  其實還是有一點分別的
[00:00:43.000 --> 00:00:45.000]  那麼我告訴你分別在哪裡
[00:00:45.000 --> 00:00:47.000]  第一點的分別就是
[00:00:47.000 --> 00:00:48.000]  信仰的不同就是
[00:00:48.000 --> 00:00:50.000]  信仰其實是跟神
[00:00:50.000 --> 00:00:51.000]  因為活的神
[00:00:51.000 --> 00:00:53.000]  能夠建立一個關係
[00:00:53.000 --> 00:00:55.000]  所以心靈雞湯是
[00:00:55.000 --> 00:00:57.000]  你跟那本書建立關係
[00:00:57.000 --> 00:00:58.000]  它是死的
[00:00:58.000 --> 00:01:00.000]  它是一些的文字
[00:01:00.000 --> 00:01:02.000]  如果那些文字能夠幫助你很好
[00:01:02.000 --> 00:01:05.000]  可是信仰超越了心靈雞湯
[00:01:05.000 --> 00:01:06.000]  是因為信仰
[00:01:06.000 --> 00:01:08.000]  我們是要跟一位活的神
[00:01:08.000 --> 00:01:10.000]  去建立一個關係
[00:01:10.000 --> 00:01:12.000]  我們來看一段經文好不好
[00:01:12.000 --> 00:01:15.000]  在約翰福音的十五章十二到十五節
[00:01:15.000 --> 00:01:16.000]  我們看看說
[00:01:16.000 --> 00:01:20.000]  你跟神可以建立類似什麼樣的關係
[00:01:20.000 --> 00:01:22.000]  出得來嗎
[00:01:22.000 --> 00:01:25.000]  我們有些technical problem
[00:01:25.000 --> 00:01:28.000]  是有人開小菜而已
[00:01:28.000 --> 00:01:32.000]  我們一起來讀經文
[00:01:32.000 --> 00:01:34.000]  你們要彼此相愛
[00:01:34.000 --> 00:01:35.000]  像我愛你們一樣
[00:01:35.000 --> 00:01:37.000]  這就是我的命令
[00:01:37.000 --> 00:01:39.000]  人為朋友捨命
[00:01:39.000 --> 00:01:41.000]  人的愛心沒有比這個大的
[00:01:41.000 --> 00:01:44.000]  你們若遵行我所吩咐的
[00:01:44.000 --> 00:01:45.000]  就是我的朋友了
[00:01:45.000 --> 00:01:48.000]  以後我不再稱你們為僕人
[00:01:48.000 --> 00:01:50.000]  因僕人不知道主人所做的事
[00:01:50.000 --> 00:01:52.000]  我乃稱你們為朋友
[00:01:52.000 --> 00:01:55.000]  因為我從我父所聽見的
[00:01:55.000 --> 00:01:58.000]  都已經告訴你們
[00:01:58.000 --> 00:02:01.000]  你知道你跟耶穌有一個關係可以建立
[00:02:01.000 --> 00:02:04.000]  就是祂可以成為你很好的朋友
[00:02:04.000 --> 00:02:06.000]  我們都需要朋友
[00:02:06.000 --> 00:02:08.000]  我知道你們身邊都有朋友
[00:02:08.000 --> 00:02:09.000]  我也有很多的朋友
[00:02:09.000 --> 00:02:11.000]  可是有時候朋友是
[00:02:11.000 --> 00:02:12.000]  好的時候很好
[00:02:12.000 --> 00:02:14.000]  不好的時候也很不好
[00:02:14.000 --> 00:02:16.000]  我有時候開玩笑說
[00:02:16.000 --> 00:02:17.000]  我在這幾年
[00:02:17.000 --> 00:02:19.000]  光是被朋友放鴿子
[00:02:19.000 --> 00:02:22.000]  就放了上千次
[00:02:22.000 --> 00:02:24.000]  我現在都很有經驗被放的
[00:02:24.000 --> 00:02:25.000]  所以每次約朋友
[00:02:25.000 --> 00:02:29.000]  總有計劃A跟計劃B
[00:02:29.000 --> 00:02:30.000]  Plan B
[00:02:30.000 --> 00:02:31.000]  萬一你不出現的話
[00:02:31.000 --> 00:02:34.000]  我知道那段時間我應該幹什麼
[00:02:34.000 --> 00:02:37.000]  知道有位朋友絕對不會出賣你
[00:02:37.000 --> 00:02:38.000]  是因為主耶穌
[00:02:38.000 --> 00:02:40.000]  我覺得從我來美國
[00:02:40.000 --> 00:02:43.000]  從我開始認識主耶穌開始
[00:02:43.000 --> 00:02:45.000]  很多的經歷
[00:02:45.000 --> 00:02:46.000]  這些經歷告訴我
[00:02:46.000 --> 00:02:47.000]  我沒有遇過任何一個朋友
[00:02:47.000 --> 00:02:49.000]  像主耶穌一樣
[00:02:49.000 --> 00:02:51.000]  可以永遠不離棄你
[00:02:51.000 --> 00:02:53.000]  特別在你最危機的時候
[00:02:53.000 --> 00:02:54.000]  你知道朋友都很奇怪
[00:02:54.000 --> 00:02:55.000]  就是通常都很喜歡
[00:02:55.000 --> 00:02:57.000]  在你最需要的時候離開你的
[00:02:57.000 --> 00:02:59.000]  不需要的時候都出現
[00:02:59.000 --> 00:03:03.000]  需要的時候打電話沒人接
[00:03:03.000 --> 00:03:05.000]  我Facebook上面有1500多個朋友
[00:03:05.000 --> 00:03:06.000]  有人問我說
[00:03:06.000 --> 00:03:09.000]  你能夠有幾個真心朋友
[00:03:09.000 --> 00:03:10.000]  我說很簡單
[00:03:10.000 --> 00:03:12.000]  我有個測試就知道
[00:03:12.000 --> 00:03:13.000]  我如果問一個問題說
[00:03:13.000 --> 00:03:15.000]  你可以借我5000塊嗎
[00:03:15.000 --> 00:03:16.000]  我馬上知道1500人當中
[00:03:16.000 --> 00:03:19.000]  有幾個是我真朋友
[00:03:19.000 --> 00:03:21.000]  你知道講到錢很現實
[00:03:21.000 --> 00:03:22.000]  可是我認識主耶穌之後
[00:03:22.000 --> 00:03:26.000]  我發現主耶穌在金錢上
[00:03:26.000 --> 00:03:29.000]  我經歷過生很多的幫助
[00:03:29.000 --> 00:03:31.000]  我才發現原來主耶穌很可愛
[00:03:31.000 --> 00:03:33.000]  也很真實
[00:03:33.000 --> 00:03:36.000]  你可以跟祂商量很多的事情
[00:03:36.000 --> 00:03:37.000]  祂也會給你回應
[00:03:37.000 --> 00:03:39.000]  祂可以帶你走前面人生的
[00:03:39.000 --> 00:03:41.000]  每一步不同的路
[00:03:41.000 --> 00:03:42.000]  所以我希望
[00:03:42.000 --> 00:03:44.000]  每一位來這邊的朋友
[00:03:44.000 --> 00:03:45.000]  如果你離開了父母
[00:03:45.000 --> 00:03:47.000]  有時候覺得很徬徨無助
[00:03:47.000 --> 00:03:48.000]  不需要怕
[00:03:48.000 --> 00:03:51.000]  可以自己去試試認識主耶穌
[00:03:51.000 --> 00:03:52.000]  祂是一個很好的朋友
[00:03:52.000 --> 00:03:54.000]  祂跟心靈雞湯不一樣
[00:03:54.000 --> 00:03:55.000]  心靈雞湯是死的
[00:03:55.000 --> 00:03:56.000]  祂不會回應你
[00:03:56.000 --> 00:03:57.000]  可是主耶穌會
[00:03:57.000 --> 00:04:00.000]  如果你肯去向祂禱告
[00:04:00.000 --> 00:04:01.000]  肯去講話的話
[00:04:01.000 --> 00:04:04.000]  其實祂會藉著環境不同的方式
[00:04:04.000 --> 00:04:05.000]  會告訴你一些事情
[00:04:05.000 --> 00:04:07.000]  祂會告訴你前面那一步
[00:04:07.000 --> 00:04:08.000]  應該怎麼走
[00:04:08.000 --> 00:04:10.000]  怎麼走是走得最好的
[00:04:10.000 --> 00:04:12.000]  所以有商有量很不容易
[00:04:12.000 --> 00:04:15.000]  有朋友告訴我
[00:04:15.000 --> 00:04:16.000]  他是拜黃大仙的
[00:04:16.000 --> 00:04:18.000]  黃大仙有時候他們說也滿靈
[00:04:18.000 --> 00:04:20.000]  可是他跟耶穌不一樣
[00:04:20.000 --> 00:04:22.000]  就是他不會跟你商量的
[00:04:22.000 --> 00:04:24.000]  就是有時候你去拜其他東西
[00:04:24.000 --> 00:04:26.000]  都是你想要什麼你告訴他
[00:04:26.000 --> 00:04:28.000]  他給不給是他的事
[00:04:28.000 --> 00:04:29.000]  可是他從來不會告訴你
[00:04:29.000 --> 00:04:32.000]  他在你人生中是不是有一個計畫
[00:04:32.000 --> 00:04:33.000]  他是愛你的
[00:04:33.000 --> 00:04:35.000]  他會怎麼樣帶領你每一步
[00:04:35.000 --> 00:04:36.000]  永遠不會
[00:04:36.000 --> 00:04:38.000]  只有在主耶穌
[00:04:38.000 --> 00:04:39.000]  你能夠認識他
[00:04:39.000 --> 00:04:42.000]  他能夠真的帶領你前面的每一步
[00:04:42.000 --> 00:04:44.000]  都不一樣
[00:04:44.000 --> 00:04:45.000]  所以第一個
[00:04:45.000 --> 00:04:46.000]  如果你真的需要一個
[00:04:46.000 --> 00:04:48.000]  真的不離不棄的朋友
[00:04:48.000 --> 00:04:49.000]  特別是危難當中
[00:04:49.000 --> 00:04:51.000]  這個朋友永遠不離開你的
[00:04:51.000 --> 00:04:52.000]  主耶穌是一個很好的選擇
[00:04:52.000 --> 00:04:55.000]  可以試試看慢慢去認識他
[00:04:55.000 --> 00:04:58.000]  第二個關係也很重要
[00:04:58.000 --> 00:05:02.000]  我們看羅馬書八章十五節
[00:05:02.000 --> 00:05:03.000]  那邊說
[00:05:03.000 --> 00:05:06.000]  你們所受的不是奴僕的心
[00:05:06.000 --> 00:05:07.000]  仍舊害怕
[00:05:07.000 --> 00:05:09.000]  所受的乃是兒子的心
[00:05:09.000 --> 00:05:12.000]  因此我們呼叫阿爸父
[00:05:12.000 --> 00:05:14.000]  所以神讓我們來到他面前
[00:05:14.000 --> 00:05:16.000]  第二個很重要的關係是
[00:05:16.000 --> 00:05:18.000]  原來我們是他的孩子
[00:05:18.000 --> 00:05:21.000]  他是我們天上的父
[00:05:21.000 --> 00:05:24.000]  我們地上的父親其實也滿愛我們
[00:05:24.000 --> 00:05:27.000]  可是有時候他會忽略很多的東西
[00:05:27.000 --> 00:05:29.000]  我父親也一樣
[00:05:29.000 --> 00:05:31.000]  我父親是也很愛我
[00:05:31.000 --> 00:05:32.000]  可是有很多地方
[00:05:32.000 --> 00:05:34.000]  他不一定了解我的感受
[00:05:34.000 --> 00:05:35.000]  可是聖經說一句話很有意思
[00:05:35.000 --> 00:05:37.000]  他說你們天上的父
[00:05:37.000 --> 00:05:40.000]  連你有幾根頭髮他都數過
[00:05:40.000 --> 00:05:42.000]  你基本上找不到一個地上的父親
[00:05:42.000 --> 00:05:47.000]  是能夠照顧得你無微不至到這個地步
[00:05:47.000 --> 00:05:50.000]  知道說你的頭髮有多少根
[00:05:50.000 --> 00:05:51.000]  但是天父告訴我們
[00:05:51.000 --> 00:05:54.000]  他知道你的頭髮有多少根
[00:05:54.000 --> 00:05:56.000]  他也知道你前面的每一步路
[00:05:56.000 --> 00:05:58.000]  應該怎麼樣走
[00:05:58.000 --> 00:06:01.000]  我在最近
[00:06:01.000 --> 00:06:03.000]  我禮拜四晚上
[00:06:03.000 --> 00:06:05.000]  因為他們有一個樂隊在這邊練歌
[00:06:05.000 --> 00:06:07.000]  練那個蜀片男的音樂會
[00:06:07.000 --> 00:06:09.000]  他們練歌練得都很晚
[00:06:09.000 --> 00:06:11.000]  他們練到晚上12點
[00:06:11.000 --> 00:06:13.000]  因為我要陪著他們練歌
[00:06:13.000 --> 00:06:16.000]  他們練完送走了我才能關門走
[00:06:16.000 --> 00:06:17.000]  那有一天晚上
[00:06:17.000 --> 00:06:19.000]  我禮拜四晚上在這邊陪他們練歌
[00:06:19.000 --> 00:06:21.000]  我來的時候其實
[00:06:21.000 --> 00:06:24.000]  我肚子很餓
[00:06:24.000 --> 00:06:26.000]  但是我又懶得出去買東西吃
[00:06:26.000 --> 00:06:28.000]  因為那時候我滿掙扎的
[00:06:28.000 --> 00:06:29.000]  也不知道吃什麼
