
[00:00:00.000 --> 00:00:04.400]  但正如我想講這個地方的交通死局,
[00:00:04.400 --> 00:00:06.200]  其實我們容易突破,
[00:00:06.200 --> 00:00:09.300]  但現在香港這個死局,
[00:00:09.300 --> 00:00:11.600]  我想我們很難扭轉,
[00:00:11.600 --> 00:00:14.900]  所以我從來不會說林鄭月娥你下台,
[00:00:14.900 --> 00:00:17.300]  因為我覺得她下台換了另一人上去,
[00:00:17.300 --> 00:00:18.700]  都是改變不了,
[00:00:18.700 --> 00:00:21.700]  制度是這樣時都是一樣,
[00:00:21.700 --> 00:00:24.900]  似乎我們無事可做,
[00:00:24.900 --> 00:00:28.700]  但如果我們看聖經時都有一個死局,
[00:00:28.700 --> 00:00:30.500]  真的無得扭轉,
[00:00:30.500 --> 00:00:32.500]  但因為一個人的緣故,
[00:00:32.500 --> 00:00:35.400]  而可以將這個死局扭轉,
[00:00:35.400 --> 00:00:39.500]  所以今日我們會從生命記裏面去看,
[00:00:39.500 --> 00:00:42.800]  如何在一個苦困環境中,
[00:00:42.800 --> 00:00:45.400]  我們仍然對神有盼望,
[00:00:45.400 --> 00:00:46.800]  我們作為一個基督徒,
[00:00:46.800 --> 00:00:50.600]  我們可以如何將這個死局扭轉,
[00:00:50.600 --> 00:00:53.000]  我們一齊先低頭來禱告好嗎?
[00:00:53.000 --> 00:00:54.500]  天皇我們很感謝祢,
[00:00:54.500 --> 00:00:56.800]  祢讓我們能夠在清晨時,
[00:00:56.800 --> 00:00:58.900]  我們回到主祢的家中,
[00:00:58.900 --> 00:01:01.700]  讓我們在心中得到這份安潔,
[00:01:01.700 --> 00:01:03.000]  特別求祢來有祝福,
[00:01:03.000 --> 00:01:04.200]  因為有些人回不來,
[00:01:04.200 --> 00:01:06.900]  但現在在面書上直播,
[00:01:06.900 --> 00:01:08.900]  都讓我們在自己的家庭中,
[00:01:08.900 --> 00:01:10.400]  或在不同環境中,
[00:01:10.400 --> 00:01:13.400]  都能夠讓神祢的說話成為他們的幫助,
[00:01:13.400 --> 00:01:15.900]  求主祢使用孩子今日所講的信息,
[00:01:15.900 --> 00:01:17.700]  成為眾弟兄姊妹的幫助,
[00:01:17.700 --> 00:01:19.500]  祈禱拉奉主德聖的名,
[00:01:19.500 --> 00:01:20.500]  阿門。
[00:01:20.500 --> 00:01:24.200]  如果我們留意到神的子民,
[00:01:24.200 --> 00:01:26.600]  祂是神所特別的痛愛,
[00:01:26.600 --> 00:01:30.500]  但他們犯的罪是真的作足難書,
[00:01:30.500 --> 00:01:34.500]  他們所犯的罪是多過其他人很多很多,
[00:01:34.500 --> 00:01:37.500]  在《以色列文》他們經常有犯錯,
[00:01:37.500 --> 00:01:39.700]  引致到神很憤怒,
[00:01:39.700 --> 00:01:43.000]  在《生命記》第九章裏面,
[00:01:43.000 --> 00:01:47.500]  已經多次提到神發怒,
[00:01:47.500 --> 00:01:50.300]  你留意短短的五節經文裏面,
[00:01:50.300 --> 00:01:51.500]  留意紅色的字,
[00:01:51.500 --> 00:01:53.800]  不斷講到神是發怒發怒發怒,
[00:01:53.800 --> 00:01:55.500]  發烈怒發怒,
[00:01:55.500 --> 00:01:57.600]  短短幾節經文裏面,
[00:01:57.600 --> 00:02:02.100]  不斷講到這班子民令到神很失望,
[00:02:02.100 --> 00:02:04.800]  但我想每一個做父母的你會明白,
[00:02:04.800 --> 00:02:06.800]  最令你激氣的是誰?
[00:02:06.800 --> 00:02:08.300]  是你的子女,
[00:02:08.300 --> 00:02:10.600]  不是隔離屋的小孩,
[00:02:10.600 --> 00:02:12.500]  隔離屋的小孩可能會吵,
[00:02:12.500 --> 00:02:16.300]  樓上的小孩會撞到地板吵得不得了,
[00:02:16.300 --> 00:02:19.000]  但都不及你的兒女有時,
[00:02:19.000 --> 00:02:20.800]  真是所謂頂心杉,
[00:02:20.800 --> 00:02:22.600]  這樣去頂撞你,
[00:02:22.600 --> 00:02:24.400]  或者你對他們有期望,
[00:02:24.400 --> 00:02:26.600]  但他們令到你失望,
[00:02:26.600 --> 00:02:30.400]  所以這班子民令到神非常失望,
[00:02:30.400 --> 00:02:33.700]  神甚至宣告你曾經多次令我失望,
[00:02:33.700 --> 00:02:36.700]  我們一齊讀文素記第十四章二十二節,
[00:02:36.700 --> 00:02:38.200]  我們一齊讀出。
[00:02:38.200 --> 00:02:41.400]  「這些人雖看見我的榮耀,
[00:02:41.400 --> 00:02:45.400]  和我在埃及與曠野所行的神蹟,
[00:02:45.400 --> 00:02:48.000]  仍願試探我這十次,
[00:02:48.000 --> 00:02:50.000]  不聽從我的話。」
[00:02:50.000 --> 00:02:52.000]  試探十次,
[00:02:52.000 --> 00:02:55.000]  當然大家不要想十次只得十次,
[00:02:55.000 --> 00:02:57.300]  原來十次是一個很完整,
[00:02:57.300 --> 00:02:58.600]  即是不斷這樣解釋,
[00:02:58.600 --> 00:02:59.800]  很簡單舉個例,
[00:02:59.800 --> 00:03:01.600]  十惡不赦,
[00:03:01.600 --> 00:03:05.100]  即是只有十種罪是不可以赦免,
[00:03:05.100 --> 00:03:06.300]  原來不是,
[00:03:06.300 --> 00:03:09.900]  是指這個人不斷重複地來來去去犯罪,
[00:03:09.900 --> 00:03:13.900]  在這章聖經二十二到二十四節,
[00:03:13.900 --> 00:03:18.200]  神就引用了幾次歷史事件,
[00:03:18.200 --> 00:03:21.300]  指出他們如何來來去去犯錯,
[00:03:21.300 --> 00:03:24.600]  我們一齊讀二十二到二十四節好嗎?
[00:03:24.600 --> 00:03:26.100]  我們一齊讀出。
[00:03:26.100 --> 00:03:31.900]  「你們在塔比拉、瑪薩、基博羅、哈他亞,
[00:03:31.900 --> 00:03:34.100]  又惹耶和華發怒,
[00:03:34.100 --> 00:03:39.300]  耶和華打發你們離開加底斯、巴里亞說,
[00:03:39.300 --> 00:03:40.500]  你們想去,
[00:03:40.500 --> 00:03:43.200]  得我所賜給你們的地,
[00:03:43.200 --> 00:03:46.100]  那時你們違背了耶和華,
[00:03:46.100 --> 00:03:47.800]  你們神的命令,
[00:03:47.800 --> 00:03:49.300]  不信服他,
[00:03:49.300 --> 00:03:51.100]  不聽從他的話,
[00:03:51.100 --> 00:03:53.600]  自從我認識你們以來,
[00:03:53.600 --> 00:03:56.400]  你們常常叛逆耶和華。」
[00:03:56.400 --> 00:03:58.700]  這裡有幾個地方提出來,
[00:03:58.700 --> 00:04:02.100]  我們逐個逐個地方來看看究竟發生什麼事,
[00:04:02.100 --> 00:04:04.900]  第一個地方提到的叫塔比拉,
[00:04:04.900 --> 00:04:07.200]  他們向神來帶去埋怨,
[00:04:07.200 --> 00:04:09.200]  說神對他們不好,
[00:04:09.200 --> 00:04:10.800]  沒有好的食物,
[00:04:10.800 --> 00:04:12.300]  特別聖經裡面記載,
[00:04:12.300 --> 00:04:16.200]  他們當中有很多的閒雜人,
[00:04:16.200 --> 00:04:18.500]  來帶去挑唆他們,
[00:04:18.500 --> 00:04:21.300]  令他們對神產生不滿,
[00:04:21.300 --> 00:04:24.500]  在這一刻裡面特別閒雜人這幾個字,
[00:04:24.500 --> 00:04:26.200]  給我很大的感慨,
[00:04:26.200 --> 00:04:28.400]  可能一個運動本來很純正,
[00:04:28.400 --> 00:04:31.800]  但當中有些閒雜人混進去的時候,
[00:04:31.800 --> 00:04:35.400]  可能將原本純正的方向,
[00:04:35.400 --> 00:04:39.400]  可能會帶動了而混亂了很多,
[00:04:39.400 --> 00:04:40.800]  我們來帶去看到,
[00:04:40.800 --> 00:04:43.200]  這班人不斷來埋怨神的時候,
[00:04:43.200 --> 00:04:45.000]  神後來發怒,
[00:04:45.000 --> 00:04:49.000]  於是就用火降下來懲罰他們,
[00:04:49.000 --> 00:04:52.600]  我們一起來讀文蘇記第十一章第四到第六節,
[00:04:52.600 --> 00:04:53.800]  我們一起來讀出,
[00:04:53.800 --> 00:04:58.200]  他們中間的閒雜人帶起貪慾的心,
[00:04:58.200 --> 00:05:00.600]  以色列人又哭號說,
[00:05:00.600 --> 00:05:02.800]  誰給我們肉吃呢?
[00:05:02.800 --> 00:05:05.800]  我們記得在埃及的時候,
[00:05:05.800 --> 00:05:07.800]  不花錢就吃魚,
[00:05:07.800 --> 00:05:12.600]  也記得有黃瓜、西瓜、韭菜、蔥、蒜,
[00:05:12.600 --> 00:05:15.800]  現在我們的心血枯竭了,
[00:05:15.800 --> 00:05:17.800]  除這麻辣以外,
[00:05:17.800 --> 00:05:21.400]  在我們眼前沒有別的東西。
[00:05:21.400 --> 00:05:23.400]  他們在埋怨神,
[00:05:23.400 --> 00:05:26.200]  他們說以前我們在埃及的時候,
[00:05:26.200 --> 00:05:28.400]  又不用給錢有東西吃,
[00:05:28.400 --> 00:05:30.800]  但又沒有想起在埃及的時候,
[00:05:30.800 --> 00:05:32.000]  他們被剝削,
[00:05:32.000 --> 00:05:33.200]  要做苦工,
[00:05:33.200 --> 00:05:35.200]  甚至連他們的孩子出世,
[00:05:35.200 --> 00:05:36.800]  那個生存權都沒有,
[00:05:36.800 --> 00:05:40.000]  在這一刻他們只是想起那時候,
[00:05:40.000 --> 00:05:41.200]  吃東西不用給錢,
[00:05:41.200 --> 00:05:43.400]  但又沒有想起他們的受苦,
[00:05:43.400 --> 00:05:45.000]  原來閒雜人來挑唆他們,
[00:05:45.000 --> 00:05:47.600]  結果神就來降火在他們當中,
[00:05:47.600 --> 00:05:51.600]  原來他被抓的意思就是神降火,
[00:05:51.600 --> 00:05:53.200]  神來懲治他們。
[00:05:53.200 --> 00:05:55.400]  第二個地方就是馬薩,
[00:05:55.400 --> 00:05:56.600]  剛才我們所讀的,
[00:05:56.600 --> 00:05:59.000]  馬薩又是什麼地方呢?
[00:05:59.000 --> 00:06:01.200]  他們在泛的曠野裡面,
[00:06:01.200 --> 00:06:03.400]  很熟悉的地方叫尼菲町,
[00:06:03.400 --> 00:06:06.800]  他們就來埋怨沒有水喝,
[00:06:06.800 --> 00:06:10.400]  結果神就來責備他們,
[00:06:10.400 --> 00:06:14.000]  他們甚至拿石頭想打死摩西,
[00:06:14.000 --> 00:06:16.400]  說你為什麼帶我們出來呢?
[00:06:16.400 --> 00:06:20.000]  結果神就叫摩西來擊打盤石,
[00:06:20.000 --> 00:06:21.600]  但摩西說道,
[00:06:21.600 --> 00:06:23.400]  其實你不是針對我,
[00:06:23.400 --> 00:06:25.800]  你們是在試探神,
[00:06:25.800 --> 00:06:28.400]  在第十七章的第二節說道,
[00:06:28.400 --> 00:06:31.400]  所以摩西和密歇爾爭鬧說,
[00:06:31.400 --> 00:06:32.800]  給我們水喝吧,
[00:06:32.800 --> 00:06:34.000]  摩西對他們說,
[00:06:34.000 --> 00:06:36.800]  你們為什麼與我爭鬧,
[00:06:36.800 --> 00:06:40.400]  為什麼試探耶和華呢?
[00:06:40.400 --> 00:06:44.000]  結果神就叫摩西擊打盤石出水,
[00:06:44.000 --> 00:06:46.000]  滿足他們的需要,
[00:06:46.000 --> 00:06:50.400]  所以摩西就改了地方叫馬薩,
[00:06:50.400 --> 00:06:52.000]  意思是什麼呢?
[00:06:52.000 --> 00:06:54.600]  就是試探的意思,
[00:06:54.600 --> 00:06:57.000]  我想我們較為熟悉的地方,
[00:06:57.000 --> 00:06:58.600]  也叫米利巴,
[00:06:58.600 --> 00:07:02.000]  可能我們對米利巴這個字比較熟悉,
[00:07:02.000 --> 00:07:05.600]  但原來馬薩這個地方就是他們試探神,
[00:07:05.600 --> 00:07:08.000]  第三個地方是什麼呢?
[00:07:08.000 --> 00:07:11.800]  就是基伯羅哈他雅,
[00:07:11.800 --> 00:07:15.200]  這裡又是被閒雜人來挑唆,
[00:07:15.200 --> 00:07:18.200]  他們只說我們只吃馬奶很不夠,
[00:07:18.200 --> 00:07:19.800]  我們沒有肉吃很久了,
[00:07:19.800 --> 00:07:22.000]  於是神就賜下了鵪鶉,
[00:07:22.000 --> 00:07:24.200]  但他們拼命拿來吃的時候,
[00:07:24.200 --> 00:07:27.400]  那種貪慾令到神來這裡發怒,
[00:07:27.400 --> 00:07:30.200]  我們一起讀文素記的第十一章,
[00:07:30.200 --> 00:07:33.400]  三節到三十四節我們一起讀出。
[00:07:33.400 --> 00:07:37.000]  「耶和華的怒氣就向他們發作,
[00:07:37.000 --> 00:07:40.600]  用最重的災殃擊殺了他們,
[00:07:40.600 --> 00:07:45.000]  那地方便叫做基伯羅哈他雅,
[00:07:45.000 --> 00:07:50.600]  因為他們在那裡埋葬那起貪慾之心的人。」
[00:07:50.600 --> 00:07:52.200]  他們沒有東西吃又罵,
[00:07:52.200 --> 00:07:53.600]  沒有水喝又罵,
[00:07:53.600 --> 00:07:54.600]  在埋怨神,
[00:07:54.600 --> 00:07:56.400]  神給他們食物的時候,
[00:07:56.400 --> 00:07:58.400]  他們的貪慾又不斷出來,
[00:07:58.400 --> 00:08:00.600]  所以神擊殺了他們很多人,
[00:08:00.600 --> 00:08:03.800]  最後一個地方就叫迦底斯巴尼亞,
[00:08:03.800 --> 00:08:06.600]  迦底斯巴尼亞是什麼地方呢?
[00:08:06.600 --> 00:08:08.600]  就是從這個地方,
[00:08:08.600 --> 00:08:12.200]  約書亞地和其他十一個人,
[00:08:12.200 --> 00:08:16.400]  就進去迦南地來探這個地方,
[00:08:16.400 --> 00:08:18.800]  是摩西差派十二個探子,
[00:08:18.800 --> 00:08:20.200]  進去回來的時候,
[00:08:20.200 --> 00:08:22.800]  大家都承認那個地方是非常好,
[00:08:22.800 --> 00:08:24.400]  是一個流浪與物之地,
[00:08:24.400 --> 00:08:28.600]  但是大家看的方法或者判斷就不同了,
[00:08:28.600 --> 00:08:32.200]  有十個就說我們不能進去這裡來得勝,
