
[00:00:00.000 --> 00:00:24.000]  願聖靈保佑
[00:00:30.000 --> 00:00:35.000]  經過那邊 消防局旁邊有一間社區禮堂
[00:00:35.000 --> 00:00:36.500]  我走過的時候
[00:00:36.500 --> 00:00:42.000]  突然看到有一個牌子用中文寫著
[00:00:42.000 --> 00:00:44.000]  基督復臨安息日會
[00:00:44.000 --> 00:00:49.000]  我才知道我們附近原來又多了一間華人教會
[00:00:49.000 --> 00:00:56.000]  不過安息日會能不能算是信仰純正的基督教教會呢?
[00:00:56.000 --> 00:00:59.000]  有些人認為他們是異端
[00:00:59.000 --> 00:01:01.000]  異端的意思就是
[00:01:01.000 --> 00:01:06.000]  他們的信仰跟我們的信仰有重大的差異
[00:01:06.000 --> 00:01:11.000]  去那裡聚會的人可能是去不到天堂的
[00:01:11.000 --> 00:01:15.000]  我個人認為他們的信仰是有偏差的
[00:01:15.000 --> 00:01:18.000]  我就不會鼓勵人去那裡聚會
[00:01:18.000 --> 00:01:20.000]  但是我不能夠很肯定地說
[00:01:20.000 --> 00:01:25.000]  在他們當中沒有人是真正的基督徒
[00:01:25.000 --> 00:01:31.000]  他們堅持認為要遵守十誡裡面的規定
[00:01:31.000 --> 00:01:34.000]  守安息日才是對的
[00:01:34.000 --> 00:01:37.000]  這就證明他們對聖經的理解
[00:01:37.000 --> 00:01:39.000]  是不夠全面
[00:01:39.000 --> 00:01:43.000]  犯了以偏概全的毛病
[00:01:43.000 --> 00:01:47.000]  今天我們讀過的經文和講題是
[00:01:47.000 --> 00:01:50.000]  安息日的主
[00:01:50.000 --> 00:01:53.000]  或者讓我們先來了解一下
[00:01:53.000 --> 00:01:57.000]  紐約裡面有關安息日的教導和意義
[00:01:57.000 --> 00:02:04.000]  然後再思想路加福音第六章那段經文的意義
[00:02:04.000 --> 00:02:08.000]  安息在聖經裡面第一節出現
[00:02:08.000 --> 00:02:12.000]  是在創世紀第二章第二節
[00:02:12.000 --> 00:02:15.000]  到第七日神造物的功已經完畢
[00:02:15.000 --> 00:02:19.000]  就在第七日協了他一切的功
[00:02:19.000 --> 00:02:21.000]  安息了
[00:02:21.000 --> 00:02:24.000]  這裡似乎給我們一個印象
[00:02:24.000 --> 00:02:26.000]  安息就等於停工
[00:02:26.000 --> 00:02:28.000]  一切都不做
[00:02:28.000 --> 00:02:30.000]  停下來休息
[00:02:30.000 --> 00:02:31.000]  但是我們要想一想
[00:02:31.000 --> 00:02:33.000]  上帝不是人
[00:02:33.000 --> 00:02:35.000]  他應該不會累
[00:02:35.000 --> 00:02:40.000]  他應該不需要休息
[00:02:40.000 --> 00:02:44.000]  此外在新約裡面主耶穌其實也說過一句話
[00:02:44.000 --> 00:02:47.000]  他說我父親一直在工作
[00:02:47.000 --> 00:02:50.000]  我也該照樣工作
[00:02:50.000 --> 00:02:52.000]  耶穌說這句話的時候
[00:02:52.000 --> 00:02:54.000]  正正是因為他在安息日
[00:02:54.000 --> 00:02:59.000]  治好了一位病了三十八年的人
[00:02:59.000 --> 00:03:02.000]  就被猶太人評擊他
[00:03:02.000 --> 00:03:05.000]  說他在安息日治病
[00:03:05.000 --> 00:03:07.000]  我們又要思想
[00:03:07.000 --> 00:03:09.000]  耶穌在安息日治病
[00:03:09.000 --> 00:03:14.000]  還說他只不過效法他天上的父親
[00:03:14.000 --> 00:03:15.000]  即是上帝
[00:03:15.000 --> 00:03:20.000]  在安息日究竟有沒有工作
[00:03:20.000 --> 00:03:21.000]  如果他有工作
[00:03:21.000 --> 00:03:24.000]  他又是怎樣安息的呢
[00:03:24.000 --> 00:03:26.000]  從耶穌的說話
[00:03:26.000 --> 00:03:31.000]  和他在安息日所做的工作來看
[00:03:31.000 --> 00:03:33.000]  上帝在安息日
[00:03:33.000 --> 00:03:36.000]  是在做一些保護生命
[00:03:36.000 --> 00:03:39.000]  賦予人新生命的工作
[00:03:39.000 --> 00:03:41.000]  經驗都告訴我們
[00:03:41.000 --> 00:03:44.000]  一定有嬰兒在安息日出生
[00:03:44.000 --> 00:03:46.000]  而生命是上帝所持
[00:03:46.000 --> 00:03:48.000]  嬰兒在安息日出生
[00:03:48.000 --> 00:03:53.000]  也證明了上帝在安息日仍然工作
[00:03:53.000 --> 00:03:57.000]  安息不是甚麼都不做
[00:03:57.000 --> 00:04:01.000]  我們從另一段經文去了解安息的意義
[00:04:01.000 --> 00:04:05.000]  在《出埃及記》二十章十一節
[00:04:05.000 --> 00:04:08.000]  是上帝和猶太人納約的時候
[00:04:08.000 --> 00:04:12.000]  上帝向猶太人頒佈的一條誡命
[00:04:12.000 --> 00:04:17.000]  我上主在六天裡創造了天地海和其中萬物
[00:04:17.000 --> 00:04:19.000]  但在第七天休息
[00:04:19.000 --> 00:04:26.000]  因此我上主賜福安息日定為聖日
[00:04:26.000 --> 00:04:31.000]  聖日其實是分別出來歸給上帝的意思
[00:04:31.000 --> 00:04:32.000]  換句話說
[00:04:32.000 --> 00:04:39.000]  上帝要猶太人將一個星期裡的一天分開出來
[00:04:39.000 --> 00:04:42.000]  是和上帝一起去安息
[00:04:42.000 --> 00:04:50.000]  去享受上帝所持的生命和上帝和子民之間的關係
[00:04:50.000 --> 00:04:54.000]  上帝非常重視安息
[00:04:54.000 --> 00:04:58.000]  因為在《出埃及記》三十一章十四節說
[00:04:58.000 --> 00:05:01.000]  你們必須謹守安息日
[00:05:01.000 --> 00:05:03.000]  因為這是聖日
[00:05:03.000 --> 00:05:09.000]  凡不遵守這日照舊工作的人必須處死
[00:05:09.000 --> 00:05:13.000]  可見上帝對安息日的重視
[00:05:13.000 --> 00:05:17.000]  不守安息日的猶太人就等於殺了人一樣
[00:05:17.000 --> 00:05:20.000]  是要被處死刑
[00:05:20.000 --> 00:05:22.000]  但是我們又要知道
[00:05:22.000 --> 00:05:27.000]  有一類人在安息日仍然照常工作
[00:05:27.000 --> 00:05:29.000]  又不用處死
[00:05:29.000 --> 00:05:31.000]  知不知道是什麼人
[00:05:31.000 --> 00:05:35.000]  就是祭司
[00:05:35.000 --> 00:05:38.000]  如果祭司在安息日都不做工
[00:05:38.000 --> 00:05:40.000]  和人民一起安息
[00:05:40.000 --> 00:05:43.000]  人民就不可以敬拜上帝
[00:05:43.000 --> 00:05:45.000]  我們還要問另外一個問題
[00:05:45.000 --> 00:05:49.000]  在安息日敬拜上帝算不算是工作呢?
[00:05:49.000 --> 00:05:53.000]  我們在安息日敬拜上帝算不算是工作呢?
[00:05:53.000 --> 00:05:56.000]  我相信應該不算
[00:05:56.000 --> 00:05:58.000]  雖然敬拜是一種活動
[00:05:58.000 --> 00:06:02.000]  不是我們日常的工作
[00:06:02.000 --> 00:06:05.000]  這些有關安息日的誡明
[00:06:05.000 --> 00:06:07.000]  讓我們知道
[00:06:07.000 --> 00:06:11.000]  安息和日子是有關係的
[00:06:11.000 --> 00:06:13.000]  但不是什麼都不做
[00:06:13.000 --> 00:06:16.000]  就算是安息
[00:06:16.000 --> 00:06:18.000]  此外在《馬可福音》中
[00:06:18.000 --> 00:06:20.000]  記載了和我們今天《路加福音》
[00:06:20.000 --> 00:06:22.000]  第六章一開始的一件事
[00:06:22.000 --> 00:06:24.000]  同一件事中
[00:06:24.000 --> 00:06:27.000]  多記載了耶穌所說的一句話
[00:06:27.000 --> 00:06:31.000]  可以幫助我們進一步了解安息日的意思
[00:06:31.000 --> 00:06:33.000]  安息日是為人而設的
[00:06:33.000 --> 00:06:37.000]  人不是為安息日而生的
[00:06:37.000 --> 00:06:39.000]  為人而設
[00:06:39.000 --> 00:06:41.000]  可以理解為
[00:06:41.000 --> 00:06:47.000]  人類的需要和幸福而設立的
