
[00:00:00.000 --> 00:00:07.840]  早期教會在發展的過程中留下了四個很重要的信經
[00:00:07.840 --> 00:00:17.000]  《使徒信經》是其中一篇是大家最熟悉或最多人唸誦的
[00:00:17.000 --> 00:00:26.000]  這篇《使徒信經》有大約十二個段落
[00:00:26.000 --> 00:00:33.000]  相傳當五旬節之後
[00:00:33.000 --> 00:00:39.000]  當時十二個使徒準備要分散到各地傳道
[00:00:39.000 --> 00:00:46.000]  他們為了確保真理的合一性
[00:00:46.000 --> 00:00:53.000]  臨行之前每一個使徒就制定了一段使徒信經
[00:00:53.000 --> 00:00:58.000]  在臨行之前每十二個使徒就制定了每一段使徒信經
[00:00:58.000 --> 00:01:00.000]  於是就組成了這十二句
[00:01:00.000 --> 00:01:05.000]  交給當時的教會去傳頌
[00:01:05.000 --> 00:01:07.000]  當然這個是相傳
[00:01:07.000 --> 00:01:14.000]  大部分都相信這個是後期的教會按照使徒的教導所寫成的
[00:01:14.000 --> 00:01:19.000]  大部分的人都相信這個是那時候在二世紀的時候
[00:01:19.000 --> 00:01:21.000]  使徒那邊去流傳
[00:01:21.000 --> 00:01:24.000]  因為當時的人讀書的機會不多
[00:01:24.000 --> 00:01:26.000]  因為當時的人讀書不多
[00:01:26.000 --> 00:01:32.000]  所以使徒信經其實是簡單將整個基督教的信仰濃縮在這個使徒信經裏面
[00:01:32.000 --> 00:01:37.000]  所以使徒信經是大概將基督教濃縮在這個使徒信經裏面
[00:01:37.000 --> 00:01:39.000]  我們很少讀使徒信經
[00:01:39.000 --> 00:01:41.000]  我們很少讀使徒信經
[00:01:41.000 --> 00:01:44.000]  今天早上不如我們一起去唸誦這個使徒信經
[00:01:44.000 --> 00:01:47.000]  很多教會是用它來應信的
[00:01:47.000 --> 00:01:50.000]  今天早上不如我們一起誦讀這個使徒信經
[00:01:50.000 --> 00:01:53.000]  很多教會是用它來認這個信仰
[00:01:53.000 --> 00:01:55.000]  我們一起來唸
[00:02:20.000 --> 00:02:22.000]  一三天從死裡復活
[00:02:22.000 --> 00:02:26.000]  後三天坐在全能復上帝的右邊
[00:02:26.000 --> 00:02:29.000]  將來必從那裡降臨
[00:02:29.000 --> 00:02:31.000]  審判活人死人
[00:02:31.000 --> 00:02:33.000]  我信聖靈
[00:02:33.000 --> 00:02:36.000]  我信聖和公知教會
[00:02:36.000 --> 00:02:38.000]  我信聖徒相通
[00:02:38.000 --> 00:02:40.000]  我信罪得赦免
[00:02:40.000 --> 00:02:42.000]  我信生體復活
[00:02:42.000 --> 00:02:44.000]  我信永生
[00:02:44.000 --> 00:02:46.000]  阿們
[00:02:46.000 --> 00:02:50.000]  我信聖靈是使徒最早期的信仰
[00:02:50.000 --> 00:02:53.000]  我信聖靈是使徒最早期的信仰
[00:02:53.000 --> 00:02:55.000]  但是對聖靈的工作呢
[00:02:55.000 --> 00:02:57.000]  但是對聖靈的工作呢
[00:02:57.000 --> 00:02:59.000]  和什麼是聖靈的工作呢
[00:02:59.000 --> 00:03:01.000]  和什麼是聖靈的工作呢
[00:03:01.000 --> 00:03:03.000]  歷代以來就產生很多的分歧
[00:03:03.000 --> 00:03:05.000]  歷代以來就產生了很多分歧
[00:03:05.000 --> 00:03:08.000]  曾經為我們教會做過一個健康檢查的胡志偉牧師
[00:03:08.000 --> 00:03:12.000]  曾經為我們教會做過健康檢查的那位胡志偉牧師
[00:03:12.000 --> 00:03:14.000]  他就寫了一篇文章
[00:03:14.000 --> 00:03:16.000]  胡志偉牧師他提到一篇文章
[00:03:16.000 --> 00:03:23.000]  在裡面他就提到有關華人教會對聖靈工作的一些偏差
[00:03:23.000 --> 00:03:27.000]  在裡面就提到華人教會對聖靈工作的一些偏差
[00:03:27.000 --> 00:03:31.000]  他說華人教會對聖靈的工作出現兩個極端
[00:03:31.000 --> 00:03:34.000]  他說華人教會對聖靈出現了兩個極端
[00:03:34.000 --> 00:03:36.000]  一是過度恐懼
[00:03:36.000 --> 00:03:37.000]  一是過度恐懼
[00:03:37.000 --> 00:03:41.000]  凡是一些有別於我們傳統教會的信仰表達模式
[00:03:41.000 --> 00:03:44.000]  凡是一些有別於我們傳統信仰的表達模式
[00:03:44.000 --> 00:03:45.000]  凡是一些有別於我們傳統信仰的表達模式
[00:03:45.000 --> 00:03:46.000]  我們未經深究了解
[00:03:46.000 --> 00:03:47.000]  我們未經深究了解
[00:03:47.000 --> 00:03:48.000]  我們還沒有經過深思了解
[00:03:48.000 --> 00:03:51.000]  我們一律定性這就是靈恩
[00:03:51.000 --> 00:03:52.000]  我們就一律定性這就是靈恩
[00:03:52.000 --> 00:03:53.000]  我們就一律定性這就是靈恩
[00:03:53.000 --> 00:03:57.000]  我曾經多次見過有人批評唱詩舉手是靈恩
[00:03:57.000 --> 00:04:01.000]  我曾經多次見過有人批評唱詩舉手是靈恩
[00:04:01.000 --> 00:04:05.000]  甚至將不恰當定為靈恩是反智的行為
[00:04:05.000 --> 00:04:06.000]  甚至將不恰當定為靈恩是反智的行為
[00:04:06.000 --> 00:04:09.000]  甚至將不恰當定為靈恩是反智的行為
[00:04:09.000 --> 00:04:11.000]  這是很情緒化的表達
[00:04:11.000 --> 00:04:12.000]  這是很情緒化的表達
[00:04:12.000 --> 00:04:14.000]  甚至是一些邪靈的工作
[00:04:14.000 --> 00:04:15.000]  甚至是一些邪靈的工作
[00:04:15.000 --> 00:04:17.000]  有一次我就忍不住回應
[00:04:17.000 --> 00:04:18.000]  有一次我就忍不住回應
[00:04:18.000 --> 00:04:21.000]  我說詩篇有很多篇幅提到我們舉手讚美上帝
[00:04:21.000 --> 00:04:22.000]  我說詩篇有很多篇幅提到我們舉手讚美上帝
[00:04:22.000 --> 00:04:23.000]  我說詩篇有很多篇幅提到我們舉手讚美上帝
[00:04:23.000 --> 00:04:24.000]  我說詩篇有很多篇幅提到我們舉手讚美上帝
[00:04:24.000 --> 00:04:25.000]  我說詩篇有很多篇幅提到我們舉手讚美上帝
[00:04:25.000 --> 00:04:26.000]  難道詩篇都是靈恩嗎
[00:04:26.000 --> 00:04:27.000]  我說詩篇有很多篇幅提到我們舉手讚美上帝
[00:04:27.000 --> 00:04:39.000]  難道詩篇都是靈恩嗎 難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:39.000 --> 00:04:40.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:40.000 --> 00:04:41.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:41.000 --> 00:04:42.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:42.000 --> 00:04:43.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:43.000 --> 00:04:44.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:44.000 --> 00:04:45.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:45.000 --> 00:04:57.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:57.000 --> 00:04:58.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:58.000 --> 00:04:59.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:04:59.000 --> 00:05:00.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:00.000 --> 00:05:01.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:01.000 --> 00:05:02.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:02.000 --> 00:05:03.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:03.000 --> 00:05:04.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:04.000 --> 00:05:20.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:20.000 --> 00:05:21.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:21.000 --> 00:05:22.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:22.000 --> 00:05:23.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:23.000 --> 00:05:24.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:24.000 --> 00:05:35.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:35.000 --> 00:05:36.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:36.000 --> 00:05:37.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:37.000 --> 00:05:38.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:38.000 --> 00:05:39.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:39.000 --> 00:05:40.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:40.000 --> 00:05:41.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:41.000 --> 00:05:42.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:42.000 --> 00:05:58.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:58.000 --> 00:05:59.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
[00:05:59.000 --> 00:06:00.000]  難道詩篇都是異端嗎 難道詩篇都是異端嗎
