
[00:00:00.000 --> 00:00:03.320]  各位投資朋友 平安讓我們繼續讀《以忽所書》
[00:00:03.320 --> 00:00:06.320]  今天來到第七講 最後一講
[00:00:06.320 --> 00:00:09.600]  保羅在後面這三章 四五六這三章
[00:00:09.600 --> 00:00:11.440]  講了很多實際的東西
[00:00:11.440 --> 00:00:15.440]  在第五章末後 他講到夫婦的關係
[00:00:15.440 --> 00:00:17.480]  在第六章開始的時候
[00:00:17.480 --> 00:00:21.880]  講到父母和兒女的關係
[00:00:21.880 --> 00:00:25.160]  然後又講到主人和僕人的關係
[00:00:25.160 --> 00:00:27.120]  這三重的關係
[00:00:27.120 --> 00:00:28.880]  都是我們很需要學習的
[00:00:28.880 --> 00:00:32.800]  特別夫妻的關係很不容易
[00:00:32.800 --> 00:00:34.840]  有哪對夫婦不吵架
[00:00:34.840 --> 00:00:38.200]  甚至打架吵得不得了
[00:00:38.200 --> 00:00:43.800]  我們都經歷過很多爭吵 磨合的階段
[00:00:43.800 --> 00:00:47.120]  求神叫我們更加愛對方
[00:00:47.120 --> 00:00:51.040]  彼此同心要建立一個屬主的家庭
[00:00:51.040 --> 00:00:54.920]  大家帶著敬畏神的心 彼此相愛
[00:00:54.920 --> 00:00:58.680]  彼此接納 彼此提醒 互相的做就
[00:00:58.680 --> 00:01:02.480]  第二就是我們父母和兒女的關係
[00:01:02.480 --> 00:01:06.120]  記得 兒女是神交託給我們的
[00:01:06.120 --> 00:01:10.560]  一個去管理她 去教導她的責任
[00:01:10.560 --> 00:01:12.720]  我們不是她們的主人
[00:01:12.720 --> 00:01:14.880]  神才是她們的主人
[00:01:14.880 --> 00:01:16.960]  我們盡心教導她
[00:01:16.960 --> 00:01:18.800]  然後到她成長了之後
[00:01:18.800 --> 00:01:22.600]  就交給神 讓神帶領她走前面的路
[00:01:22.600 --> 00:01:24.600]  所以兒女到了這個時候
[00:01:24.600 --> 00:01:27.920]  她要離開父母 建立自己的家庭
[00:01:27.920 --> 00:01:29.720]  她有她自己的生活
[00:01:29.720 --> 00:01:31.320]  所以我們做父母的
[00:01:31.320 --> 00:01:34.720]  要了解怎樣做一個好的父母
[00:01:34.720 --> 00:01:36.800]  然後就是主人和僕人
[00:01:36.800 --> 00:01:38.880]  我們都會有一份工作
[00:01:38.880 --> 00:01:42.000]  你工作裡面有上司 有老闆
[00:01:42.000 --> 00:01:43.600]  我們怎樣對待呢?
[00:01:43.600 --> 00:01:45.640]  那如果你有機會做老闆
[00:01:45.640 --> 00:01:47.840]  你又怎樣對待你的僕人呢?
[00:01:47.840 --> 00:01:50.120]  《率先經》裡面保羅真是很好
[00:01:50.120 --> 00:01:53.920]  他有很多很實用的提醒
[00:01:53.920 --> 00:01:57.360]  然後最重要的在第六章的下半段
[00:01:57.360 --> 00:02:00.440]  就開始提到穿上全副軍裝
[00:02:00.440 --> 00:02:02.600]  讓我們武裝起來
[00:02:02.600 --> 00:02:05.040]  因為我們的仇敵很厲害
[00:02:05.040 --> 00:02:07.720]  我們的仇敵是用盡各種方法
[00:02:07.720 --> 00:02:09.000]  向我們賣手
[00:02:09.000 --> 00:02:11.920]  要打低我們
[00:02:11.920 --> 00:02:15.040]  我提過我們有兩個屬靈官
[00:02:15.040 --> 00:02:19.640]  一個是屬血氣 屬地上的世界
[00:02:19.640 --> 00:02:24.480]  另外有天上屬靈界的一個世界
[00:02:24.480 --> 00:02:29.040]  天使 惡魔 仇敵那些
[00:02:29.040 --> 00:02:31.800]  就是在天上的靈界運行的
[00:02:31.800 --> 00:02:34.040]  由於我們活在這個地上
[00:02:34.040 --> 00:02:35.520]  我們看不到他們
[00:02:35.520 --> 00:02:38.480]  但是他們是真真實實的存在
[00:02:38.480 --> 00:02:40.480]  有很多時候有些基督徒說
[00:02:40.480 --> 00:02:43.280]  最近好像有一些攻擊
[00:02:43.280 --> 00:02:46.160]  真的 仇敵會攻擊我們
[00:02:46.160 --> 00:02:48.120]  我參加一個小組
[00:02:48.120 --> 00:02:51.400]  我們的小組大概有十二 十三人
[00:02:51.400 --> 00:02:54.680]  有一段時間不知道為什麼大家都輪流病
[00:02:54.680 --> 00:02:57.160]  很多人身體都出現問題
[00:02:57.160 --> 00:02:58.920]  因為我們這個小組
[00:02:58.920 --> 00:03:01.160]  特別是很著重禱告
[00:03:01.160 --> 00:03:04.000]  很著重祈求聖靈給我們的引導
[00:03:04.000 --> 00:03:06.480]  於是我們就很切地禱告
[00:03:06.480 --> 00:03:07.760]  真的很感恩
[00:03:07.760 --> 00:03:08.960]  靠著祈禱
[00:03:08.960 --> 00:03:12.360]  慢慢大家的身體就康復了
[00:03:12.360 --> 00:03:14.600]  原來禱告很重要
[00:03:14.600 --> 00:03:16.960]  依靠神的恩典很重要
[00:03:16.960 --> 00:03:20.040]  因為仇敵有時知道你愛主
[00:03:20.040 --> 00:03:21.680]  知道你熱心侍奉
[00:03:21.680 --> 00:03:24.760]  就加倍地攻擊你
[00:03:24.760 --> 00:03:26.960]  叫你身體出現問題
[00:03:26.960 --> 00:03:29.080]  叫你家庭發生的事情
[00:03:29.080 --> 00:03:32.480]  有很多方面去掣肘你
[00:03:32.480 --> 00:03:34.760]  阻止你愛主
[00:03:34.760 --> 00:03:36.480]  我們要依靠神
[00:03:36.480 --> 00:03:37.920]  聖保羅說
[00:03:37.920 --> 00:03:41.440]  我最後勸大家
[00:03:41.440 --> 00:03:45.040]  你要穿上全副的軍裝
[00:03:45.040 --> 00:03:50.240]  因為我們是與天空屬靈氣惡魔爭戰
[00:03:50.240 --> 00:03:52.800]  我們不是跟屬血氣的爭戰
[00:03:52.800 --> 00:03:56.920]  我們是跟靈界的仇敵開戰
[00:03:56.920 --> 00:04:00.080]  所以我們要很小心
[00:04:00.080 --> 00:04:03.480]  今天魔鬼用很多的方法攻擊我們
[00:04:03.480 --> 00:04:07.280]  其中一個方法就是叫你很忙碌
[00:04:07.280 --> 00:04:09.360]  香港人個個都忙
[00:04:09.360 --> 00:04:12.000]  全世界的大都市個個都忙
[00:04:12.000 --> 00:04:14.000]  上班忙得不得了
[00:04:14.000 --> 00:04:15.680]  家裏有很多事情要做
[00:04:15.680 --> 00:04:18.640]  英雄有很多忙忙忙
[00:04:18.640 --> 00:04:23.200]  於是忙成為打擊你的方法
[00:04:23.200 --> 00:04:26.600]  忙在英文叫 busy
[00:04:26.600 --> 00:04:32.360]  busy
[00:04:32.360 --> 00:04:37.520]  讓我把busy拆開
[00:04:37.520 --> 00:04:42.680]  being under satan's yoke
[00:04:42.680 --> 00:04:49.280]  即是你在撒旦的剋制之下
[00:04:49.280 --> 00:04:50.560]  你這麼忙
[00:04:50.560 --> 00:04:52.200]  一忙就忙
[00:04:52.200 --> 00:04:53.880]  你沒有機會安靜
[00:04:53.880 --> 00:04:55.720]  你都不知道什麼叫靜
[00:04:55.720 --> 00:04:58.560]  你連讀聖經已經很久沒有讀了
[00:04:58.560 --> 00:04:59.920]  有時候上教會忙
[00:04:59.920 --> 00:05:01.560]  連教會都不上
[00:05:01.560 --> 00:05:03.360]  你有沒有跟太太一起祈禱
[00:05:03.360 --> 00:05:04.400]  沒有沒有沒有
[00:05:04.400 --> 00:05:05.760]  已經很久沒有了
[00:05:05.760 --> 00:05:10.360]  你怎樣可以過一個得聖的基督徒生活
[00:05:10.360 --> 00:05:13.240]  being under satan's yoke
[00:05:13.240 --> 00:05:14.920]  所以保羅提出
[00:05:14.920 --> 00:05:21.480]  我們一共有六個很重要的裝備
[00:05:21.480 --> 00:05:23.720]  我們必須要穿上
[00:05:23.720 --> 00:05:28.560]  第一真理做你的帶子
[00:05:28.560 --> 00:05:31.440]  古代他們如果去打仗
[00:05:31.440 --> 00:05:33.320]  必須要有條腰帶
[00:05:33.320 --> 00:05:36.280]  因為那些袍是很長的
[00:05:36.280 --> 00:05:38.200]  有時候如果你要走路
[00:05:38.200 --> 00:05:41.320]  穿著長袍怎麼走
[00:05:41.320 --> 00:05:43.880]  於是你要將長袍拉上來
[00:05:43.880 --> 00:05:45.360]  用帶子紮實
[00:05:45.360 --> 00:05:47.760]  當帶子束腰的時候
[00:05:47.760 --> 00:05:50.800]  你就可以快跑走去跟隨主
[00:05:50.800 --> 00:05:55.600]  所以各位我們很需要帶子束腰
[00:05:55.600 --> 00:05:57.400]  是真理
[00:05:57.400 --> 00:05:58.920]  神的道
[00:05:58.920 --> 00:06:01.520]  神的真理在我們的腰間
[00:06:01.520 --> 00:06:04.120]  我們就光強景醒
[00:06:04.120 --> 00:06:08.600]  需要束起你的帶子
[00:06:08.600 --> 00:06:09.720]  第二
[00:06:09.720 --> 00:06:14.480]  我們要用公義當做護心鏡
[00:06:14.480 --> 00:06:20.480]  前面有一塊護著你最重要的心臟的位置
[00:06:20.480 --> 00:06:21.600]  一個護心鏡
[00:06:21.600 --> 00:06:25.840]  一個好像保護罩那樣
[00:06:25.840 --> 00:06:30.080]  大家看見古代穿軍裝的人
[00:06:30.080 --> 00:06:33.840]  前面好像一塊鋼鐵
[00:06:33.840 --> 00:06:37.160]  保護你最重要的心臟
[00:06:37.160 --> 00:06:41.080]  原來今天你要保守你的心
[00:06:41.080 --> 00:06:44.760]  勝過保守一切
[00:06:44.760 --> 00:06:46.880]  你有沒有保護你的心
[00:06:46.880 --> 00:06:48.280]  用什麼你都保護
[00:06:48.280 --> 00:06:49.440]  信心
[00:06:49.440 --> 00:06:51.720]  我們有堅強的信心
[00:06:51.720 --> 00:06:53.400]  我依靠的對象
[00:06:53.400 --> 00:06:56.080]  是天上每天大能的神
[00:06:56.080 --> 00:06:57.680]  是至高的神
[00:06:57.680 --> 00:06:59.600]  祂作我的保障
[00:06:59.600 --> 00:07:01.400]  我要向山舉目
[00:07:01.400 --> 00:07:05.760]  我的幫助是從造天地的耶和華以來
[00:07:05.760 --> 00:07:08.320]  我充滿信心走前面的路
[00:07:08.320 --> 00:07:12.280]  所以信得做你的護心鏡
[00:07:12.280 --> 00:07:14.080]  遮住你的胸部
[00:07:14.080 --> 00:07:15.760]  敵人的火箭
[00:07:15.760 --> 00:07:16.560]  敵人的攻擊
[00:07:16.560 --> 00:07:18.160]  他要找把劍刺你
[00:07:18.160 --> 00:07:19.200]  都刺不到
[00:07:19.200 --> 00:07:23.040]  因為護心鏡擋住了
[00:07:23.040 --> 00:07:24.160]  第三
[00:07:24.160 --> 00:07:27.960]  我們腳上穿著平安的福音
[00:07:27.960 --> 00:07:30.760]  做走路的鞋
[00:07:30.760 --> 00:07:33.560]  一雙鞋在打仗的時候
[00:07:33.560 --> 00:07:35.640]  很重要
[00:07:35.640 --> 00:07:37.960]  因為如果你鞋子不穩固
[00:07:37.960 --> 00:07:39.840]  你就走不了
[00:07:39.840 --> 00:07:42.080]  鞋子也要很堅固
[00:07:42.080 --> 00:07:43.320]  可以繼續走下去
[00:07:43.320 --> 00:07:45.320]  因為要走很多路
[00:07:45.320 --> 00:07:46.880]  所以那雙鞋子
[00:07:46.880 --> 00:07:49.840]  對一個軍人來說十分之重要
[00:07:49.840 --> 00:07:51.440]  那你穿什麼鞋呢
[00:07:51.440 --> 00:07:53.920]  穿平安的福音
[00:07:53.920 --> 00:07:56.280]  因為這個福音是神的拯救
[00:07:56.280 --> 00:07:59.880]  完完全全將我們從罪惡當中拯救過來
[00:07:59.880 --> 00:08:03.160]  所以我們帶著一個平安的腳步
[00:08:03.160 --> 00:08:05.920]  Peace是和平
[00:08:05.920 --> 00:08:08.360]  我們來傳和平的福音
[00:08:08.360 --> 00:08:10.080]  我們每到一個地方
[00:08:10.080 --> 00:08:12.520]  就帶著和平的信息
[00:08:12.520 --> 00:08:15.080]  勸人與神和好
[00:08:15.080 --> 00:08:17.400]  勸人與人和好
[00:08:17.400 --> 00:08:20.280]  所以我們帶著平安的信息
[00:08:20.280 --> 00:08:21.840]  去到處傳揚
[00:08:21.840 --> 00:08:24.280]  好像走路的鞋一樣
[00:08:24.280 --> 00:08:26.960]  所以我們要以平安的福音
[00:08:26.960 --> 00:08:28.360]  作為走路的鞋
[00:08:28.360 --> 00:08:29.520]  第四
[00:08:29.520 --> 00:08:35.080]  我們要順德來做盾牌
[00:08:35.080 --> 00:08:36.680]  我們有個盾牌
[00:08:36.680 --> 00:08:40.160]  古代的盾牌是很高的
[00:08:40.160 --> 00:08:43.120]  差不多屋底就可以擋住
[00:08:43.120 --> 00:08:47.320]  而且古代有時候是組成一個盾牌陣
[00:08:47.320 --> 00:08:49.520]  如果對方有馬兵來
[00:08:49.520 --> 00:08:55.440]  這邊我們只有普通的士兵那怎麼辦
[00:08:55.440 --> 00:08:57.960]  於是我們將盾牌全部一排一排
[00:08:57.960 --> 00:08:59.920]  加上樹起上來
[00:08:59.920 --> 00:09:02.080]  馬衝過來也撞不散
[00:09:02.080 --> 00:09:03.480]  因為我們頂住
[00:09:03.480 --> 00:09:06.640]  這樣就做成一個盾牌陣
[00:09:06.640 --> 00:09:08.760]  所以這個盾牌
[00:09:08.760 --> 00:09:12.200]  順德做盾牌是很重要的
[00:09:12.200 --> 00:09:19.080]  就是說我們有信靠依靠神的心
[00:09:19.080 --> 00:09:24.080]  可以滅盡那惡者一切的火箭
[00:09:24.080 --> 00:09:26.600]  這裡很好的英語
[00:09:26.600 --> 00:09:28.920]  敵人有時候用火箭射來
[00:09:28.920 --> 00:09:30.320]  什麼叫火箭呢
[00:09:30.320 --> 00:09:34.520]  就是支箭前面包了一些枯乾的草
[00:09:34.520 --> 00:09:37.520]  然後點著火射過來
[00:09:37.520 --> 00:09:38.880]  不但可以射中
[00:09:38.880 --> 00:09:40.840]  而且是燒起來
[00:09:40.840 --> 00:09:42.040]  所以很厲害
[00:09:42.040 --> 00:09:46.240]  敵人是用盡各樣的方法向我們進攻的
[00:09:46.240 --> 00:09:49.920]  所以我們一定要防守得很嚴密
[00:09:49.920 --> 00:09:51.720]  滅盡
[00:09:51.720 --> 00:09:54.600]  全部火箭都埋不到身
[00:09:54.600 --> 00:09:57.320]  全部火箭都滅盡
[00:09:57.320 --> 00:10:01.280]  滅盡那惡者一切的火箭
[00:10:01.280 --> 00:10:05.560]  沒錯那惡者想用千方百計
