
[00:00:00.000 --> 00:00:07.000]  敬拜上帝
[00:00:07.000 --> 00:00:09.000]  一同祈禱
[00:00:09.000 --> 00:00:31.000]  主席
[00:00:39.000 --> 00:00:45.000]  潘兆平議員
[00:01:09.000 --> 00:01:15.000]  張華峰議員
[00:01:39.000 --> 00:01:45.000]  張華峰議員
[00:02:09.000 --> 00:02:15.000]  湯家驊議員
[00:02:39.000 --> 00:02:45.000]  張國柱議員
[00:03:09.000 --> 00:03:15.000]  湯家驊議員
[00:03:39.000 --> 00:03:45.000]  張國柱議員
[00:04:09.000 --> 00:04:15.000]  張國柱議員
[00:04:39.000 --> 00:04:45.000]  湯家驊議員
[00:05:09.000 --> 00:05:15.000]  張國柱議員
[00:05:39.000 --> 00:05:45.000]  張國柱議員
[00:06:09.000 --> 00:06:15.000]  湯家驊議員
[00:06:39.000 --> 00:06:45.000]  張國柱議員
[00:07:09.000 --> 00:07:15.000]  湯家驊議員
[00:07:39.000 --> 00:07:45.000]  張國柱議員
[00:08:09.000 --> 00:08:15.000]  張國柱議員
[00:08:39.000 --> 00:08:45.000]  張國柱議員
[00:09:09.000 --> 00:09:15.000]  湯家驊議員
[00:09:39.000 --> 00:09:45.000]  張國柱議員
[00:10:09.000 --> 00:10:15.000]  張國柱議員
[00:10:39.000 --> 00:10:45.000]  湯家驊議員
[00:11:09.000 --> 00:11:15.000]  張國柱議員
[00:11:39.000 --> 00:11:45.000]  張國柱議員
[00:12:09.000 --> 00:12:15.000]  湯家驊議員
[00:12:39.000 --> 00:12:45.000]  張國柱議員
[00:13:09.000 --> 00:13:15.000]  張國柱議員
[00:13:39.000 --> 00:13:45.000]  張國柱議員
[00:14:09.000 --> 00:14:15.000]  張國柱議員
[00:14:39.000 --> 00:14:45.000]  張國柱議員
[00:15:09.000 --> 00:15:15.000]  張國柱議員
[00:15:39.000 --> 00:15:45.000]  張國柱議員
[00:16:09.000 --> 00:16:15.000]  張國柱議員
[00:16:39.000 --> 00:16:45.000]  張國柱議員
[00:17:09.000 --> 00:17:15.000]  張國柱議員
[00:17:39.000 --> 00:17:45.000]  湯家驊議員
[00:18:09.000 --> 00:18:15.000]  張國柱議員
[00:18:39.000 --> 00:18:45.000]  張國柱議員
[00:19:09.000 --> 00:19:15.000]  張國柱議員
[00:19:39.000 --> 00:19:45.000]  張國柱議員
[00:20:09.000 --> 00:20:15.000]  張國柱議員
[00:20:39.000 --> 00:20:45.000]  張國柱議員
[00:21:09.000 --> 00:21:15.000]  張國柱議員
[00:21:39.000 --> 00:21:45.000]  張國柱議員
[00:22:09.000 --> 00:22:15.000]  張國柱議員
[00:22:39.000 --> 00:22:45.000]  張國柱議員
[00:23:09.000 --> 00:23:15.000]  張國柱議員
[00:23:39.000 --> 00:23:45.000]  張國柱議員
[00:24:09.000 --> 00:24:15.000]  張國柱議員
[00:24:39.000 --> 00:24:45.000]  張國柱議員
[00:25:09.000 --> 00:25:15.000]  張國柱議員
[00:25:40.000 --> 00:25:46.000]  張國柱議員
[00:26:10.000 --> 00:26:16.000]  主席
