
[00:00:00.000 --> 00:00:02.600]  請您打開剛才所讀的聖經
[00:00:02.600 --> 00:00:04.600]  啟示錄的第三章
[00:00:04.600 --> 00:00:06.600]  如果您是用唐詠聖經的話
[00:00:06.600 --> 00:00:10.200]  是我們聖經的一八七三頁
[00:00:10.200 --> 00:00:13.200]  一千八百七十三頁
[00:00:13.200 --> 00:00:15.800]  我們今天看
[00:00:15.800 --> 00:00:21.400]  神對老弟家教會所說的訊息和說話
[00:00:21.400 --> 00:00:25.600]  今天是二零一五年的第一個主日
[00:00:25.600 --> 00:00:29.200]  我預備這篇講道的時候
[00:00:29.200 --> 00:00:31.000]  都有點為難
[00:00:31.000 --> 00:00:33.000]  因為這篇從頭罵到尾
[00:00:33.000 --> 00:00:37.000]  不要怪我,不關我的事
[00:00:37.000 --> 00:00:40.000]  我是根據神的話語這樣說
[00:00:40.000 --> 00:00:42.000]  就這樣說,我不可以改變的
[00:00:42.000 --> 00:00:45.000]  好,不如我們一起看老弟家教會
[00:00:45.000 --> 00:00:46.000]  對很多基督徒來說
[00:00:46.000 --> 00:00:48.000]  老弟家教會都很熟悉
[00:00:48.000 --> 00:00:50.000]  在七間教會當中
[00:00:50.000 --> 00:00:52.000]  神所寫的訊息裡面
[00:00:52.000 --> 00:00:54.000]  這一間是大家最熟悉的
[00:00:54.000 --> 00:00:56.000]  一想起老弟家教會
[00:00:56.000 --> 00:00:58.000]  大家就知道是一個不冷不熱的教會
[00:00:58.000 --> 00:01:00.000]  今天我們來看看
[00:01:00.000 --> 00:01:02.000]  究竟這間教會的問題在哪裡
[00:01:02.000 --> 00:01:04.000]  首先我們當然看不冷不熱
[00:01:04.000 --> 00:01:06.000]  神給他一個總括的評價
[00:01:06.000 --> 00:01:07.000]  就是不冷不熱
[00:01:07.000 --> 00:01:09.000]  這裡用了三次
[00:01:09.000 --> 00:01:10.000]  神說了三次
[00:01:10.000 --> 00:01:12.000]  兩句話裡面說了三次
[00:01:12.000 --> 00:01:14.000]  你就不冷不熱
[00:01:14.000 --> 00:01:16.000]  接著我巴不得你或冷或熱
[00:01:16.000 --> 00:01:18.000]  接著不熱不冷
[00:01:18.000 --> 00:01:20.000]  所以我吐你出來
[00:01:20.000 --> 00:01:21.000]  大家都很熟悉了
[00:01:21.000 --> 00:01:23.000]  你想起老弟家教會的時候
[00:01:23.000 --> 00:01:25.000]  就想起那些不冷不熱的人
[00:01:25.000 --> 00:01:26.000]  那些不冷不熱的教會
[00:01:26.000 --> 00:01:28.000]  話說回來
[00:01:28.000 --> 00:01:30.000]  今天不是只想著哪間教會是這樣的
[00:01:30.000 --> 00:01:32.000]  你不是幫人家聽道
[00:01:32.000 --> 00:01:34.000]  聖經每一次
[00:01:34.000 --> 00:01:36.000]  七間教會最後都是這樣說
[00:01:36.000 --> 00:01:40.000]  凡有耳的就應當聽
[00:01:40.000 --> 00:01:41.000]  你有沒有耳?
[00:01:41.000 --> 00:01:42.000]  有
[00:01:42.000 --> 00:01:44.000]  那就給你聽
[00:01:44.000 --> 00:01:46.000]  你不要幫人家聽
[00:01:46.000 --> 00:01:48.000]  神沒有感動他來
[00:01:48.000 --> 00:01:50.000]  誰來聽就好了
[00:01:50.000 --> 00:01:52.000]  感動你來就給你聽
[00:01:52.000 --> 00:01:54.000]  我們一起在神面前聽
[00:01:54.000 --> 00:01:57.000]  這些話可以對一間教會說
[00:01:57.000 --> 00:01:59.000]  也可以對一個人說
[00:01:59.000 --> 00:02:00.000]  對你說
[00:02:00.000 --> 00:02:01.000]  對我說
[00:02:01.000 --> 00:02:03.000]  我們一起帶著這個
[00:02:03.000 --> 00:02:04.000]  恭敬謙卑
[00:02:04.000 --> 00:02:05.000]  賤敬的心來聽一聽
[00:02:05.000 --> 00:02:07.000]  神要跟我們說什麼的話
[00:02:07.000 --> 00:02:08.000]  好了
[00:02:08.000 --> 00:02:09.000]  說回老弟家教會
[00:02:09.000 --> 00:02:11.000]  不冷不熱
[00:02:11.000 --> 00:02:12.000]  我們一想起老弟家教會
[00:02:12.000 --> 00:02:13.000]  這種情況裡面
[00:02:13.000 --> 00:02:15.000]  通常我們基督徒
[00:02:15.000 --> 00:02:17.000]  都會馬上出現一幅圖畫
[00:02:17.000 --> 00:02:19.000]  就是那個人很敷衍
[00:02:19.000 --> 00:02:20.000]  是不是?
[00:02:20.000 --> 00:02:21.000]  懶懶的走
[00:02:21.000 --> 00:02:23.000]  搞你不行
[00:02:23.000 --> 00:02:24.000]  不扔就不扔
[00:02:24.000 --> 00:02:26.000]  這些就是不冷不熱的基督徒
[00:02:26.000 --> 00:02:28.000]  不冷不熱的教會
[00:02:28.000 --> 00:02:29.000]  究竟是不是這個意思呢?
[00:02:29.000 --> 00:02:31.000]  我覺得應該不是
[00:02:31.000 --> 00:02:34.000]  我不是要標奇立異
[00:02:34.000 --> 00:02:36.000]  也是因為我相信當日
[00:02:36.000 --> 00:02:39.000]  看這本書的第一世紀信徒
[00:02:39.000 --> 00:02:41.000]  看的時候沒有我們這樣的想法
[00:02:41.000 --> 00:02:42.000]  我們這樣的想法
[00:02:42.000 --> 00:02:45.000]  通常是基於什麼呢?
[00:02:45.000 --> 00:02:49.000]  用水的冷和熱這個比喻
[00:02:49.000 --> 00:02:53.000]  去我們靈性上的人的冷和熱
[00:02:53.000 --> 00:02:55.000]  冷淡或者熱心
[00:02:55.000 --> 00:02:56.000]  這個人不冷不熱
[00:02:56.000 --> 00:02:58.000]  就是不冷淡也不熱心
[00:02:58.000 --> 00:03:00.000]  老實說
[00:03:00.000 --> 00:03:01.000]  如果是這樣想的時候
[00:03:01.000 --> 00:03:03.000]  很難選擇這段
[00:03:03.000 --> 00:03:06.000]  因為神說我巴不得你或冷或熱
[00:03:06.000 --> 00:03:08.000]  神還希望他冷
[00:03:08.000 --> 00:03:09.000]  這是第一個問題
[00:03:09.000 --> 00:03:12.000]  其實不冷不熱有什麼不好呢?
[00:03:12.000 --> 00:03:13.000]  最近這麼冷
[00:03:13.000 --> 00:03:16.000]  早上喝一杯不冷不熱的水
[00:03:16.000 --> 00:03:18.000]  暖暖的多爽快
[00:03:18.000 --> 00:03:20.000]  就算是靈性
[00:03:20.000 --> 00:03:22.000]  他不冷也不熱也不是最壞的那個
[00:03:22.000 --> 00:03:23.000]  是不是?
[00:03:23.000 --> 00:03:25.000]  他有一點點不冷
[00:03:25.000 --> 00:03:28.000]  所以問題不是冷和熱
[00:03:28.000 --> 00:03:30.000]  溫度和那個
[00:03:30.000 --> 00:03:32.000]  那你說什麼呢?
[00:03:32.000 --> 00:03:34.000]  究竟想說什麼呢?
[00:03:34.000 --> 00:03:35.000]  如果你知道背景
[00:03:35.000 --> 00:03:36.000]  你就知道這裡
[00:03:36.000 --> 00:03:38.000]  其實是第一世紀的讀者
[00:03:38.000 --> 00:03:39.000]  一讀他就明白
[00:03:39.000 --> 00:03:41.000]  因為在腦底間這個城的旁邊
[00:03:41.000 --> 00:03:43.000]  有兩個連著的城
[00:03:43.000 --> 00:03:46.000]  一個叫Hierabolus
[00:03:46.000 --> 00:03:49.000]  中文就譯為希拉波納
[00:03:49.000 --> 00:03:51.000]  另外一個大家比較熟悉的
[00:03:51.000 --> 00:03:52.000]  就叫做哥羅西
[00:03:52.000 --> 00:03:53.000]  大家知道了
[00:03:53.000 --> 00:03:55.000]  聖經裡面有這件事
[00:03:55.000 --> 00:03:57.000]  這兩個城有什麼特別呢?
[00:03:57.000 --> 00:04:00.000]  因為這兩個城的水是很不同的
[00:04:00.000 --> 00:04:03.000]  希拉波納這個城是一個溫泉的城
[00:04:03.000 --> 00:04:05.000]  水是很熱的
[00:04:05.000 --> 00:04:06.000]  大家去那裡
[00:04:06.000 --> 00:04:09.000]  不是今天我們想起度假去養病
[00:04:09.000 --> 00:04:10.000]  因為你知道
[00:04:10.000 --> 00:04:12.000]  熱的那些是硫磺水
[00:04:12.000 --> 00:04:14.000]  所以它泡下去的時候可以治病
[00:04:14.000 --> 00:04:15.000]  所以那個城是很出名的
[00:04:15.000 --> 00:04:17.000]  大家去那裡浸溫泉
[00:04:17.000 --> 00:04:18.000]  可以治病
[00:04:18.000 --> 00:04:19.000]  熱水
[00:04:19.000 --> 00:04:20.000]  那些水是很熱的
[00:04:20.000 --> 00:04:22.000]  哥羅西在另外一邊
[00:04:22.000 --> 00:04:23.000]  剛剛相反的
[00:04:23.000 --> 00:04:25.000]  那是山泉的地方
[00:04:25.000 --> 00:04:27.000]  所以那些水是很涼快的
[00:04:27.000 --> 00:04:28.000]  是礦泉水
[00:04:28.000 --> 00:04:29.000]  很好喝的
[00:04:29.000 --> 00:04:31.000]  大家很喜歡在那裡喝水
[00:04:31.000 --> 00:04:33.000]  如果你明白這個典故
[00:04:33.000 --> 00:04:34.000]  你就明白
[00:04:34.000 --> 00:04:37.000]  腦底間的問題在哪裡呢?
[00:04:37.000 --> 00:04:38.000]  腦底間的問題
[00:04:38.000 --> 00:04:40.000]  又不冷又不熱
[00:04:40.000 --> 00:04:42.000]  意思就是說
[00:04:42.000 --> 00:04:44.000]  暖有什麼錯呢?
[00:04:44.000 --> 00:04:45.000]  暖有什麼錯呢?
[00:04:45.000 --> 00:04:46.000]  你想想
[00:04:46.000 --> 00:04:47.000]  在溫泉裡浸下去
[00:04:47.000 --> 00:04:48.000]  怎麼那麼冷呢?
[00:04:48.000 --> 00:04:49.000]  怎麼不夠熱呢?
[00:04:49.000 --> 00:04:50.000]  於是就想
[00:04:50.000 --> 00:04:52.000]  喝一杯涼水吧
[00:04:52.000 --> 00:04:54.000]  嘩!有硫磺味的
[00:04:54.000 --> 00:04:55.000]  吐了出來
[00:04:55.000 --> 00:04:56.000]  就是這個意思
[00:04:56.000 --> 00:04:58.000]  那你說想說什麼呢?
[00:04:58.000 --> 00:04:59.000]  你在那裡解釋
[00:04:59.000 --> 00:05:00.000]  我想說的是一件事
[00:05:00.000 --> 00:05:02.000]  就是你不要帶著一種形態
[00:05:02.000 --> 00:05:03.000]  就是說
[00:05:03.000 --> 00:05:05.000]  那些冷冷閒閒的人
[00:05:05.000 --> 00:05:06.000]  那些信徒
[00:05:06.000 --> 00:05:07.000]  那些教會
[00:05:07.000 --> 00:05:09.000]  就是那些不冷不熱的教會
[00:05:09.000 --> 00:05:10.000]  我告訴你不是的
[00:05:10.000 --> 00:05:11.000]  肯定呢
[00:05:11.000 --> 00:05:12.000]  我自己覺得
[00:05:12.000 --> 00:05:14.000]  相信腦底間的教會
[00:05:14.000 --> 00:05:15.000]  不是那一幅圖畫
[00:05:15.000 --> 00:05:16.000]  那些是不冷不閒的
[00:05:16.000 --> 00:05:19.000]  可能是很活躍的
[00:05:19.000 --> 00:05:20.000]  人很多的
[00:05:20.000 --> 00:05:22.000]  那你何以見得呢?
[00:05:22.000 --> 00:05:23.000]  你硬要說不是的
[00:05:23.000 --> 00:05:25.000]  因為腦底間的教會
[00:05:25.000 --> 00:05:26.000]  你看看
[00:05:26.000 --> 00:05:27.000]  這裡記載
[00:05:27.000 --> 00:05:28.000]  他有三句話
[00:05:28.000 --> 00:05:30.000]  這三句話是他自己說的
[00:05:30.000 --> 00:05:32.000]  他說我是富足的
[00:05:32.000 --> 00:05:33.000]  我已經發財了
[00:05:33.000 --> 00:05:34.000]  我毫無缺乏
[00:05:34.000 --> 00:05:36.000]  你看看多有自信啊
[00:05:36.000 --> 00:05:37.000]  三個都說
[00:05:37.000 --> 00:05:39.000]  我是富足的
[00:05:39.000 --> 00:05:41.000]  你看看我發財了
[00:05:41.000 --> 00:05:42.000]  還有呢
[00:05:42.000 --> 00:05:43.000]  我毫無欠缺
[00:05:43.000 --> 00:05:44.000]  哇
[00:05:44.000 --> 00:05:45.000]  多自負
[00:05:45.000 --> 00:05:47.000]  這間教會真是很有士氣的
[00:05:47.000 --> 00:05:48.000]  老實說
[00:05:48.000 --> 00:05:49.000]  第一世紀的信徒
[00:05:49.000 --> 00:05:50.000]  基督徒
[00:05:50.000 --> 00:05:51.000]  多數都不是很有錢的
[00:05:51.000 --> 00:05:53.000]  來到一間這麼有錢的教會
[00:05:53.000 --> 00:05:55.000]  毫無缺欠的教會
[00:05:55.000 --> 00:05:57.000]  當然有很多很有錢的人在裡面
[00:05:57.000 --> 00:05:59.000]  老實說
[00:05:59.000 --> 00:06:00.000]  這一間教會
[00:06:00.000 --> 00:06:02.000]  憑著我們這裡的描述
[00:06:02.000 --> 00:06:04.000]  在神的評價裡面
[00:06:04.000 --> 00:06:06.000]  肯定是毫無屬靈的吸引力的教會
[00:06:06.000 --> 00:06:07.000]  是不是?
[00:06:07.000 --> 00:06:08.000]  就是他有
[00:06:08.000 --> 00:06:10.000]  所以這間教會
[00:06:10.000 --> 00:06:11.000]  你問問
[00:06:11.000 --> 00:06:12.000]  你想一想
[00:06:12.000 --> 00:06:13.000]  你給我想一想
[00:06:13.000 --> 00:06:15.000]  怎麼能夠留下這麼多有錢的基督徒在這裡呢?
[00:06:15.000 --> 00:06:17.000]  這間教會這麼有錢
[00:06:17.000 --> 00:06:19.000]  當然有很多有錢的基督徒在這裡
[00:06:19.000 --> 00:06:21.000]  他又不是屬靈上的吸引力
[00:06:21.000 --> 00:06:22.000]  是不是?
[00:06:22.000 --> 00:06:23.000]  那就肯定了
[00:06:23.000 --> 00:06:24.000]  他的 program(計劃)可能很好
[00:06:24.000 --> 00:06:26.000]  一條龍直下
