
[00:00:00.000 --> 00:00:03.680]  我們先溫習一下上個星期的金句
[00:00:03.680 --> 00:00:06.600]  啟示錄一章六節
[00:00:06.600 --> 00:00:08.600]  看看有多少人懂得背
[00:00:08.600 --> 00:00:12.360]  「使我們成為祭司的角度
[00:00:12.360 --> 00:00:15.320]  來侍奉他父上帝」
[00:00:15.320 --> 00:00:18.160]  你們這個星期忙於過年
[00:00:18.160 --> 00:00:20.160]  沒什麼人背聖經
[00:00:20.160 --> 00:00:22.160]  單從這節聖經
[00:00:22.160 --> 00:00:25.160]  我們會發覺少了一個主體
[00:00:25.160 --> 00:00:28.440]  但是我們看上文就知道了
[00:00:28.440 --> 00:00:32.160]  哪一個使我們成為祭司的角度呢?
[00:00:32.160 --> 00:00:35.520]  就是主耶穌基督使我們成為祭司的角度
[00:00:35.520 --> 00:00:41.920]  就是叫我們提醒我們的身份
[00:00:41.920 --> 00:00:44.520]  這個身份是有一個職務的
[00:00:44.520 --> 00:00:48.520]  我們的職務就是要侍奉上帝的
[00:00:48.520 --> 00:00:53.120]  上個星期我說過上帝的建國計劃
[00:00:53.120 --> 00:00:55.120]  就是要揀選一個人
[00:00:55.120 --> 00:00:59.240]  然後由這個人去繁衍很多的後代
[00:00:59.240 --> 00:01:03.480]  使那些後代成為天國的子民
[00:01:03.480 --> 00:01:06.440]  但是有些問題我是沒有處理的
[00:01:06.440 --> 00:01:09.960]  問題是包括上帝揀選這個人
[00:01:09.960 --> 00:01:11.960]  要有什麼特質呢?
[00:01:11.960 --> 00:01:14.960]  以至上帝會揀選他呢?
[00:01:14.960 --> 00:01:16.960]  第二個問題就是
[00:01:16.960 --> 00:01:18.960]  上星期我提過
[00:01:18.960 --> 00:01:21.480]  在《創世紀》一至十一章裡面
[00:01:21.480 --> 00:01:24.360]  我們看到人類都是邪惡的
[00:01:24.360 --> 00:01:25.640]  腐敗的
[00:01:25.640 --> 00:01:28.240]  而上帝是公義的
[00:01:28.240 --> 00:01:30.240]  他一定會審判人
[00:01:30.240 --> 00:01:32.920]  甚至他的子民他都會審判
[00:01:32.920 --> 00:01:36.880]  那上帝就不可能由於
[00:01:36.880 --> 00:01:40.200]  純粹由於阿伯蘭一個人
[00:01:40.200 --> 00:01:44.400]  又不理他的子孫是不是邪惡
[00:01:44.400 --> 00:01:47.480]  都讓他們成為天國的子民
[00:01:47.480 --> 00:01:51.440]  故此上帝揀選的這個人
[00:01:51.440 --> 00:01:56.480]  一定要做一些事情才能夠拯救腐敗的人類
[00:01:56.480 --> 00:02:00.480]  而那個人的子孫也都要做一些事情
[00:02:00.480 --> 00:02:03.400]  那他們要做些什麼呢?
[00:02:03.400 --> 00:02:07.600]  從記載在《創世紀》裡面
[00:02:07.600 --> 00:02:10.800]  有關阿伯拉罕的幾件事蹟
[00:02:10.800 --> 00:02:12.080]  生平事蹟
[00:02:12.080 --> 00:02:14.080]  我們可以找到答案
[00:02:14.080 --> 00:02:18.280]  因為有好幾件事都是非常特別的
[00:02:18.280 --> 00:02:22.520]  我相信上帝是要藉著那些事件
[00:02:22.520 --> 00:02:26.280]  讓讀聖經的人能夠明白
[00:02:26.280 --> 00:02:28.280]  上帝的拯救計劃
[00:02:28.280 --> 00:02:31.040]  是一早就有預備的
[00:02:31.040 --> 00:02:33.720]  而不是等A計劃失敗了
[00:02:33.720 --> 00:02:36.720]  然後推出B計劃出來
[00:02:36.720 --> 00:02:41.600]  上星期我們已經看過上帝呼召阿伯蘭
[00:02:41.600 --> 00:02:43.600]  即是阿伯拉罕
[00:02:43.600 --> 00:02:49.360]  阿伯拉罕是後來上帝要阿伯蘭改的新名
[00:02:49.360 --> 00:02:51.840]  但是都是同一個人
[00:02:51.840 --> 00:02:55.840]  有關阿伯蘭的移民故事
[00:02:55.840 --> 00:02:59.200]  是由他爸爸「他拉」開始說的
[00:02:59.200 --> 00:03:03.040]  好像有些爸爸計劃好移民
[00:03:03.040 --> 00:03:06.640]  就是由兒子去完成的意味
[00:03:06.640 --> 00:03:10.040]  如果大家還記得的話
[00:03:10.040 --> 00:03:13.680]  上帝呼召阿伯蘭移民
[00:03:13.680 --> 00:03:15.680]  是要祝福他的
[00:03:15.680 --> 00:03:18.440]  在上帝給他的承諾裡面
[00:03:18.440 --> 00:03:22.560]  第一件事就是要給他多子多孫
[00:03:22.560 --> 00:03:27.160]  後來阿伯拉罕的確是多子多孫
[00:03:27.160 --> 00:03:29.240]  熟悉聖經的弟兄姊妹
[00:03:29.240 --> 00:03:33.240]  會知道阿伯拉罕有一個兒子叫做以撒
[00:03:33.240 --> 00:03:35.240]  但是我們也不要忘記
[00:03:35.240 --> 00:03:38.080]  其實在以撒出生之前
[00:03:38.080 --> 00:03:43.280]  由阿伯拉罕的元配夫人的仆婢
