
[00:00:00.000 --> 00:00:03.000]  聖敬都是神所勿施的
[00:00:03.000 --> 00:00:06.000]  於教訓督澤使人歸正
[00:00:06.000 --> 00:00:09.000]  教導人學義都是有益的
[00:00:09.000 --> 00:00:11.000]  叫屬神的人得以完全
[00:00:11.000 --> 00:00:14.000]  預備行各樣的善事
[00:00:14.000 --> 00:00:18.000]  感謝主在2014年最後一個主日的時間
[00:00:18.000 --> 00:00:21.000]  和大家分享一個題目
[00:00:21.000 --> 00:00:23.000]  就是「領導就是愛」
[00:00:23.000 --> 00:00:26.000]  剛才所讀的經文我們都非常熟悉
[00:00:26.000 --> 00:00:29.000]  我相信有很多人會背、會唱
[00:00:29.000 --> 00:00:33.000]  今日的講道其實是延續上一次的講章
[00:00:33.000 --> 00:00:37.000]  上一次講到你都可以成為領導人
[00:00:37.000 --> 00:00:39.000]  你都可以成為一個領導者
[00:00:39.000 --> 00:00:43.000]  我要重溫上一次究竟我學了些甚麼
[00:00:43.000 --> 00:00:46.000]  上一次我們講到在社會學家韋伯
[00:00:46.000 --> 00:00:49.000]  他寫了一本書叫社會經濟組織理論
[00:00:49.000 --> 00:00:52.000]  講到在這個世界裏面有兩種力量
[00:00:52.000 --> 00:00:54.000]  一種叫Power權力
[00:00:54.000 --> 00:00:57.000]  一種叫Authority一種叫威權
[00:00:57.000 --> 00:00:59.000]  Power是甚麼意思呢
[00:00:59.000 --> 00:01:02.000]  Power是一種不需要學的能力
[00:01:02.000 --> 00:01:04.000]  天生就可以了
[00:01:04.000 --> 00:01:06.000]  你只要利用你的地位
[00:01:06.000 --> 00:01:08.000]  罔顧他人的意願
[00:01:08.000 --> 00:01:12.000]  強迫別人去做他不願意做的事情
[00:01:12.000 --> 00:01:14.000]  譬如這樣說
[00:01:14.000 --> 00:01:16.000]  紀安就會和大雄說
[00:01:16.000 --> 00:01:17.000]  我要你做這件事
[00:01:17.000 --> 00:01:19.000]  你不做的話我就打你
[00:01:19.000 --> 00:01:22.000]  這完全是一種權力
[00:01:22.000 --> 00:01:24.000]  不需要學習的
[00:01:24.000 --> 00:01:26.000]  連三歲的小朋友都可以
[00:01:26.000 --> 00:01:28.000]  所以你見到三歲小朋友
[00:01:28.000 --> 00:01:30.000]  可以欺負到飛鴻死下死下
[00:01:30.000 --> 00:01:32.000]  就是這樣
[00:01:32.000 --> 00:01:35.000]  另一種是一種威權
[00:01:35.000 --> 00:01:38.000]  是需要很辛苦很辛苦地學習
[00:01:38.000 --> 00:01:40.000]  而這一種的技能
[00:01:40.000 --> 00:01:42.000]  是使你運用生命的影響力
[00:01:42.000 --> 00:01:45.000]  使人甘心樂意
[00:01:45.000 --> 00:01:48.000]  撲心撲命地為你去做事
[00:01:48.000 --> 00:01:51.000]  譬如黃飛鴻的徒弟
[00:01:51.000 --> 00:01:53.000]  他們會和師父這樣說
[00:01:53.000 --> 00:01:55.000]  師父你吩咐到的話
[00:01:55.000 --> 00:01:58.000]  我都要完成你所交給我的任務
[00:01:58.000 --> 00:02:01.000]  又或者在水滸傳裡面
[00:02:01.000 --> 00:02:03.000]  講到一百零八個的
[00:02:03.000 --> 00:02:05.000]  梁山伯的好漢
[00:02:05.000 --> 00:02:08.000]  有人說他們是被逼上梁山的
[00:02:08.000 --> 00:02:10.000]  但事實上想清楚
[00:02:10.000 --> 00:02:11.000]  他們一百零八個人
[00:02:11.000 --> 00:02:12.000]  個個都這麼有性格
[00:02:12.000 --> 00:02:14.000]  怎麼逼他們呢
[00:02:14.000 --> 00:02:16.000]  他們全部都是樂意去的
[00:02:16.000 --> 00:02:17.000]  所以當他們上梁山的時候
[00:02:17.000 --> 00:02:19.000]  他們有一句名言這樣說
[00:02:19.000 --> 00:02:22.000]  一腔熱血只賣給識貨
[00:02:22.000 --> 00:02:25.000]  上梁山的人
[00:02:25.000 --> 00:02:27.000]  他們走去做的事情
[00:02:27.000 --> 00:02:28.000]  都是甘心樂意
[00:02:28.000 --> 00:02:30.000]  撲心撲命要去做的
[00:02:30.000 --> 00:02:33.000]  因為當整個社會都拒絕他們的時候
[00:02:33.000 --> 00:02:34.000]  他們找到一個地方
[00:02:34.000 --> 00:02:36.000]  看重他們
[00:02:36.000 --> 00:02:37.000]  看重他們
[00:02:37.000 --> 00:02:39.000]  他們願意為梁山伯
[00:02:39.000 --> 00:02:42.000]  來獻上自己的生命
[00:02:42.000 --> 00:02:44.000]  領導是什麼呢
[00:02:44.000 --> 00:02:46.000]  領導不是領導人的手手腳腳
[00:02:46.000 --> 00:02:50.000]  領導是領導人的心
[00:02:50.000 --> 00:02:53.000]  一種純粹權力的領導
[00:02:53.000 --> 00:02:55.000]  是非常之有限的
[00:02:55.000 --> 00:02:57.000]  三方面的有限
[00:02:57.000 --> 00:02:58.000]  第一樣東西
[00:02:58.000 --> 00:03:01.000]  這種權力純粹是一種買賣
[00:03:01.000 --> 00:03:03.000]  譬如這樣說
[00:03:03.000 --> 00:03:05.000]  你作為一位的員工
[00:03:05.000 --> 00:03:07.000]  你聽上司的話
[00:03:07.000 --> 00:03:08.000]  其實說真的
[00:03:08.000 --> 00:03:10.000]  看錢份上
[00:03:10.000 --> 00:03:12.000]  如果亞視再不出糧的話
[00:03:12.000 --> 00:03:15.000]  就沒有新聞看了
[00:03:15.000 --> 00:03:17.000]  純粹是一種買賣的關係
[00:03:17.000 --> 00:03:19.000]  我現在賣你的帳
[00:03:19.000 --> 00:03:21.000]  是因為你肯給錢
[00:03:21.000 --> 00:03:22.000]  我不賣你的帳
[00:03:22.000 --> 00:03:24.000]  是因為你不肯給錢
[00:03:24.000 --> 00:03:27.000]  這種power純粹是一種權力
[00:03:27.000 --> 00:03:30.000]  如果那三歲小孩子再欺負的菲傭
[00:03:30.000 --> 00:03:32.000]  原來菲傭一直都沒有出糧的話
[00:03:32.000 --> 00:03:35.000]  我想小孩子都挺好看
[00:03:35.000 --> 00:03:36.000]  第二
[00:03:36.000 --> 00:03:39.000]  這種權力所維持的關係
[00:03:39.000 --> 00:03:41.000]  是非常之短暫的
[00:03:41.000 --> 00:03:43.000]  今天你可以打罵你的兒女
[00:03:43.000 --> 00:03:44.000]  倒了垃圾去
[00:03:44.000 --> 00:03:45.000]  做完這些東西去
[00:03:45.000 --> 00:03:46.000]  去彈琴
[00:03:46.000 --> 00:03:47.000]  做完功課
[00:03:47.000 --> 00:03:48.000]  不是我打你
[00:03:48.000 --> 00:03:50.000]  這種他會聽你的話
[00:03:50.000 --> 00:03:52.000]  不過是絕對破壞關係
[00:03:52.000 --> 00:03:54.000]  而且時間很短
[00:03:54.000 --> 00:03:55.000]  一時之間
[00:03:55.000 --> 00:03:56.000]  他會聽你的話
[00:03:56.000 --> 00:03:57.000]  但到他長大了的時候
[00:03:57.000 --> 00:04:00.000]  因為關係被破壞的時候
[00:04:00.000 --> 00:04:01.000]  到他長大了的時候
[00:04:01.000 --> 00:04:04.000]  他就會反抗過來
[00:04:04.000 --> 00:04:05.000]  這種純粹power的
[00:04:05.000 --> 00:04:07.000]  在日積月累之下破壞關係
[00:04:07.000 --> 00:04:11.000]  終於帶來的家庭的破裂
[00:04:11.000 --> 00:04:14.000]  社會的撕裂
[00:04:14.000 --> 00:04:16.000]  在上一次和大家的思想
[00:04:16.000 --> 00:04:17.000]  問大家一個問題
[00:04:17.000 --> 00:04:19.000]  你可不可以告訴我
[00:04:19.000 --> 00:04:21.000]  在你人生裏面
[00:04:21.000 --> 00:04:22.000]  到現在為止
[00:04:22.000 --> 00:04:23.000]  有哪一個
[00:04:23.000 --> 00:04:25.000]  是哪一個人
[00:04:25.000 --> 00:04:27.000]  你願意為他赴湯蹈火
[00:04:27.000 --> 00:04:29.000]  在所不辭的
[00:04:29.000 --> 00:04:31.000]  有哪一個
[00:04:31.000 --> 00:04:33.000]  你願意為他赴湯蹈火
[00:04:33.000 --> 00:04:35.000]  在所不辭的呢
[00:04:35.000 --> 00:04:37.000]  上一次我講到
[00:04:37.000 --> 00:04:38.000]  一件事件
