
[00:00:00.000 --> 00:00:01.480]  在我們聽道之先
[00:00:01.480 --> 00:00:03.480]  讓我們一齊同心祈禱
[00:00:03.480 --> 00:00:07.440]  親愛的天父
[00:00:07.440 --> 00:00:08.560]  我們感謝祢
[00:00:08.560 --> 00:00:10.160]  因為祢愛我們
[00:00:10.160 --> 00:00:11.240]  祢揀選我們
[00:00:11.240 --> 00:00:12.320]  祢呼召我們
[00:00:12.320 --> 00:00:14.040]  成為祢自己的兒女
[00:00:14.040 --> 00:00:16.720]  今天我們能夠在祢的殿當中
[00:00:16.720 --> 00:00:17.960]  來敬拜祢
[00:00:17.960 --> 00:00:19.320]  傳示恩典
[00:00:19.320 --> 00:00:20.720]  主耶穌願祢來到
[00:00:20.720 --> 00:00:22.600]  讓我們的心能夠敞開
[00:00:22.600 --> 00:00:25.040]  全心全意的來敬拜祢
[00:00:25.040 --> 00:00:28.280]  又叫我們同聲的來講
[00:00:28.280 --> 00:00:31.000]  主啊,祢必興旺,我必須美
[00:00:31.000 --> 00:00:33.960]  願祢閱納我們對祢的敬拜
[00:00:33.960 --> 00:00:36.160]  我們的祈禱奉耶穌基督的名
[00:00:36.160 --> 00:00:37.160]  阿們
[00:00:37.160 --> 00:00:40.800]  在此很想問問大家
[00:00:40.800 --> 00:00:41.920]  不知道你有沒有覺得
[00:00:41.920 --> 00:00:44.440]  在你信仰的歷程裡
[00:00:44.440 --> 00:00:46.880]  很容易會信心軟弱
[00:00:46.880 --> 00:00:49.880]  會不會?
[00:00:49.880 --> 00:00:52.320]  我看到有些人點頭
[00:00:52.320 --> 00:00:56.360]  那你想不想自己在這個信仰的歷程中
[00:00:56.360 --> 00:00:58.400]  我的信心強一點就好了
[00:00:58.400 --> 00:01:01.000]  大家想不想你的信心好一點?
[00:01:01.000 --> 00:01:01.640]  想是吧?
[00:01:01.640 --> 00:01:04.080]  每個人都點頭
[00:01:04.080 --> 00:01:06.400]  我自己曾經也是這樣想
[00:01:06.400 --> 00:01:09.040]  我記得我高中的時候
[00:01:09.040 --> 00:01:11.560]  當時我信了主幾年
[00:01:11.560 --> 00:01:13.560]  當時想做基督徒
[00:01:13.560 --> 00:01:16.120]  真的要對神有信心
[00:01:16.120 --> 00:01:18.680]  但信主幾年又覺得好像
[00:01:18.680 --> 00:01:21.120]  沒有什麼特別的經歷
[00:01:21.120 --> 00:01:23.680]  所以我就做了一個
[00:01:23.680 --> 00:01:25.280]  很天真
[00:01:25.280 --> 00:01:26.600]  又很
[00:01:26.600 --> 00:01:29.040]  有些人聽到就覺得
[00:01:29.040 --> 00:01:30.000]  你很勇
[00:01:30.000 --> 00:01:32.320]  又或者覺得你很傻
[00:01:32.320 --> 00:01:34.320]  我向神祈禱就是
[00:01:34.320 --> 00:01:35.440]  神啊
[00:01:35.440 --> 00:01:37.280]  求祢給我一些考驗
[00:01:37.280 --> 00:01:39.000]  讓我的信心
[00:01:39.000 --> 00:01:40.200]  可以堅定一點
[00:01:40.200 --> 00:01:42.960]  祢去磨練我的信心
[00:01:42.960 --> 00:01:45.080]  但誰不知禱告之後
[00:01:45.080 --> 00:01:47.680]  我就知道出事了
[00:01:47.680 --> 00:01:49.960]  神回應得很快
[00:01:49.960 --> 00:01:51.600]  過了沒多久
[00:01:51.600 --> 00:01:54.040]  我在我的A級考試裡面
[00:01:54.040 --> 00:01:56.120]  我就出師不利
[00:01:56.120 --> 00:01:59.120]  我平時比較有把握的英文科
[00:01:59.120 --> 00:02:00.920]  就出師不利
[00:02:00.920 --> 00:02:04.040]  在那個考試裡面我失手
[00:02:04.040 --> 00:02:06.040]  最後雖然未至於說不合格
[00:02:06.040 --> 00:02:07.720]  但我知道那個成績
[00:02:07.720 --> 00:02:10.840]  不會是我期望的那個成績
[00:02:10.840 --> 00:02:12.320]  考試之後
[00:02:12.320 --> 00:02:14.120]  我很不開心
[00:02:14.120 --> 00:02:15.440]  當我回到教會
[00:02:15.440 --> 00:02:17.120]  有時候傳道人就會說
[00:02:17.120 --> 00:02:19.800]  我們要為考公開試的
[00:02:19.800 --> 00:02:21.800]  弟兄姊妹祈禱
[00:02:21.800 --> 00:02:23.800]  我一聽到A級這個字
[00:02:23.800 --> 00:02:25.240]  我的眼淚就不停流
[00:02:25.240 --> 00:02:29.320]  我就很不開心
[00:02:29.320 --> 00:02:32.640]  因為我當時想入大學的學科
[00:02:32.640 --> 00:02:35.280]  對語文科的要求比較高
[00:02:35.280 --> 00:02:37.680]  但我知道我這次失手之後
[00:02:37.680 --> 00:02:40.520]  我應該不用指意入到去
[00:02:40.520 --> 00:02:42.080]  當時我就說
[00:02:42.080 --> 00:02:44.280]  神啊,祢不是那麼大作弄我吧
[00:02:44.280 --> 00:02:45.200]  我雖然求祢
[00:02:45.200 --> 00:02:48.040]  但不要給我那麼大的
[00:02:48.040 --> 00:02:50.480]  我受不住了
[00:02:50.480 --> 00:02:51.880]  至於我後來
[00:02:51.880 --> 00:02:55.800]  我是怎樣去面對這個考驗呢?
[00:02:55.800 --> 00:02:57.080]  我對神的信心
[00:02:57.080 --> 00:02:59.720]  到底有沒有增強呢?
[00:02:59.720 --> 00:03:01.520]  我在這裡先賣個關子
[00:03:01.520 --> 00:03:04.200]  一會兒再告訴大家
[00:03:04.200 --> 00:03:06.080]  但我想說的是
[00:03:06.080 --> 00:03:08.800]  我們要建立對神的信心
[00:03:08.800 --> 00:03:11.400]  其實不一定要像我那麼傻
[00:03:11.400 --> 00:03:16.760]  或者說得好聽點就那麼勇
[00:03:16.760 --> 00:03:18.960]  不需要一定要這樣
[00:03:18.960 --> 00:03:21.400]  去建立信心
[00:03:21.400 --> 00:03:24.240]  其實在我們今天讀的這段經文
[00:03:24.240 --> 00:03:25.800]  這個白夫長的經歷
[00:03:25.800 --> 00:03:29.080]  已經告訴我們秘訣
[00:03:29.080 --> 00:03:31.040]  今天我和大家分享的
[00:03:31.040 --> 00:03:35.440]  就是這個信心飛躍的三部曲
[00:03:35.440 --> 00:03:39.400]  到底這三部曲指的是什麼呢?
[00:03:39.400 --> 00:03:41.600]  第一點我看的是
[00:03:41.600 --> 00:03:44.040]  信心必須建基在
[00:03:44.040 --> 00:03:49.000]  對這個信心對象的正確認識
[00:03:49.000 --> 00:03:52.000]  從經文這裡所看這個白夫長
[00:03:52.000 --> 00:03:56.480]  他當時是羅馬軍隊的一種軍銜
[00:03:56.480 --> 00:03:59.520]  當然他是管大概100個士兵
