
[00:00:00.000 --> 00:00:01.940]  當今天一路分享
[00:00:01.940 --> 00:00:05.060]  或者當剛纔你一路說的時間
[00:00:05.060 --> 00:00:06.580]  你都應該想到一件事
[00:00:06.580 --> 00:00:07.300]  是呀
[00:00:07.300 --> 00:00:09.880]  因着上帝我的生命改變
[00:00:09.880 --> 00:00:10.820]  或者你會想
[00:00:10.820 --> 00:00:12.540]  這件事又跟剛剛
[00:00:12.540 --> 00:00:17.380]  二齡和我們讀了一段聖經有什麼關係
[00:00:17.380 --> 00:00:21.040]  如果你再看《哥爾吾多後書》第三章
[00:00:21.040 --> 00:00:23.240]  爲什麼特意讀《新漢語》的譯本呢
[00:00:23.240 --> 00:00:23.940]  不好意思
[00:00:23.940 --> 00:00:25.640]  我個人
[00:00:25.640 --> 00:00:26.900]  都不知道我個人的
[00:00:26.900 --> 00:00:28.380]  其他人都說
[00:00:28.380 --> 00:00:31.920]  《哥爾吾多後書》的和學本也是比較脫節的
[00:00:31.920 --> 00:00:34.040]  可能你剛纔在聽和看
[00:00:34.040 --> 00:00:35.460]  都發現有點距離
[00:00:35.460 --> 00:00:36.740]  在用字裏面
[00:00:36.740 --> 00:00:38.840]  甚至個別的選字裏面
[00:00:38.840 --> 00:00:39.900]  剛剛
[00:00:39.900 --> 00:00:42.360]  應該不是二齡那麼簡單
[00:00:42.360 --> 00:00:43.580]  譚穎怡執事
[00:00:43.580 --> 00:00:44.460]  我們官方一點
[00:00:44.460 --> 00:00:45.980]  她讀的版本
[00:00:45.980 --> 00:00:48.220]  起碼我們容易掌握一點
[00:00:48.220 --> 00:00:49.440]  她在說一件事
[00:00:49.440 --> 00:00:50.340]  什麼戰訊
[00:00:50.340 --> 00:00:51.720]  是推戰訊
[00:00:51.720 --> 00:00:53.060]  無端端
[00:00:53.060 --> 00:00:55.560]  保羅和《哥爾吾多教會》說什麼推戰訊呢
[00:00:55.560 --> 00:00:56.520]  如果他記得
[00:00:56.520 --> 00:00:57.340]  在之前
[00:00:57.940 --> 00:01:00.160]  其實這兩個星期說的就是
[00:01:00.160 --> 00:01:03.880]  《哥爾吾多教會》縱然是保羅建立
[00:01:03.880 --> 00:01:05.340]  和他和公一起
[00:01:05.340 --> 00:01:06.700]  是默養着
[00:01:06.700 --> 00:01:07.480]  關心着
[00:01:07.480 --> 00:01:08.340]  但是呢
[00:01:08.340 --> 00:01:09.500]  很現實就是
[00:01:09.500 --> 00:01:11.940]  有點麻煩在這裏
[00:01:11.940 --> 00:01:13.560]  保羅也心中有戲
[00:01:13.560 --> 00:01:14.680]  所以有點矛盾
[00:01:14.680 --> 00:01:15.540]  哪知道呢
[00:01:15.540 --> 00:01:18.120]  到了第三章剛剛讀的開始
[00:01:18.120 --> 00:01:20.200]  保羅竟然說出一件事
[00:01:20.200 --> 00:01:21.820]  大家要明白一件事
[00:01:21.820 --> 00:01:22.620]  按照聖經
[00:01:22.620 --> 00:01:24.980]  不同書卷和不同學者
[00:01:24.980 --> 00:01:26.020]  指出的一件事
[00:01:26.020 --> 00:01:27.740]  保羅也是很有脾氣的人
[00:01:28.940 --> 00:01:31.200]  他直接在第三章開始
[00:01:31.200 --> 00:01:33.000]  難道我來到你們那裏
[00:01:33.000 --> 00:01:35.480]  我要拿着推戰信纔敢來嗎?
[00:01:35.480 --> 00:01:36.900]  你明白我的意思嗎?
[00:01:36.900 --> 00:01:37.900]  是這麼說的
[00:01:37.900 --> 00:01:41.480]  因爲保羅幫《哥爾吾多教會》處理一些紀律的事情
[00:01:41.480 --> 00:01:42.880]  有些人就不喜歡
[00:01:42.880 --> 00:01:44.360]  保羅聽到之後
[00:01:44.360 --> 00:01:45.500]  他氣上心頭
[00:01:45.500 --> 00:01:46.760]  所以說出一件事
[00:01:46.760 --> 00:01:48.040]  就是關於推戰信
[00:01:48.040 --> 00:01:49.620]  難道你當我不懂嗎?
[00:01:49.620 --> 00:01:50.740]  就是你不懂得我
[00:01:50.740 --> 00:01:52.480]  要我拿着別人的介紹信
[00:01:52.480 --> 00:01:53.280]  推薦我
[00:01:53.280 --> 00:01:54.820]  纔敢去到你的羣體嗎?
[00:01:54.820 --> 00:01:57.600]  這個就是保羅在第三章開始的時候
[00:01:57.600 --> 00:01:59.300]  的一段話
[00:01:59.300 --> 00:02:02.100]  關於剛剛我們一起談的什麼事情
[00:02:02.100 --> 00:02:04.220]  保羅很快就轉過來了
[00:02:04.220 --> 00:02:06.860]  保羅不想將這些矛盾
[00:02:06.860 --> 00:02:08.940]  甚至一直蔓延下去
[00:02:08.940 --> 00:02:10.160]  跟教會互貿
[00:02:10.160 --> 00:02:10.900]  完全沒有
[00:02:10.900 --> 00:02:14.200]  他反而去一個作爲牧者需要做的教導
[00:02:14.200 --> 00:02:16.100]  去提醒《哥爾吾多教會》一件事
[00:02:16.100 --> 00:02:16.880]  就是
[00:02:16.880 --> 00:02:18.280]  其實再想清楚
[00:02:18.280 --> 00:02:23.060]  《哥爾吾多教會》就是保羅的推戰信
[00:02:23.060 --> 00:02:24.980]  難道你們聽不聽得懂這句話?
[00:02:24.980 --> 00:02:27.060]  有人會說
[00:02:27.060 --> 00:02:28.060]  有個什麼樣的牧師
[00:02:28.060 --> 00:02:29.240]  有個什麼樣的教會
[00:02:29.240 --> 00:02:30.340]  有個什麼樣的教會
[00:02:30.340 --> 00:02:32.180]  就有什麼樣的弟兄姊妹
[00:02:32.180 --> 00:02:35.700]  我們可以將牧師的位置調整一下
[00:02:35.700 --> 00:02:38.800]  有一羣教會的領袖
[00:02:38.800 --> 00:02:40.500]  就有一羣什麼樣的教會
[00:02:40.500 --> 00:02:41.460]  有什麼樣的教會
[00:02:41.460 --> 00:02:42.740]  就有什麼樣的弟兄姊妹
[00:02:42.740 --> 00:02:45.020]  正正就是剛剛說的那件事
[00:02:45.020 --> 00:02:47.460]  看到教會的弟兄姊妹的樣子
[00:02:47.460 --> 00:02:49.140]  就知道這家教會是什麼樣的
[00:02:49.140 --> 00:02:50.540]  OK
[00:02:50.540 --> 00:02:51.700]  弟兄姊妹明不明白意思
[00:02:51.700 --> 00:02:53.540]  就是剛剛第三章開始的
[00:02:53.540 --> 00:02:55.460]  保羅提醒《哥爾吾多教會》一件事
[00:02:55.460 --> 00:02:57.700]  你們就是我的推戰信
[00:02:57.700 --> 00:03:00.580]  讓人見得到你的生命
[00:03:00.580 --> 00:03:02.500]  就知道我牧羊
[00:03:02.500 --> 00:03:04.300]  或者你知道《哥爾吾多教會》的羣體
[00:03:04.300 --> 00:03:05.540]  或者回到我們的處境
[00:03:05.540 --> 00:03:07.820]  我們《神教三人堂》是一個什麼樣的羣體
[00:03:07.820 --> 00:03:08.460]  弟兄姊妹
[00:03:08.460 --> 00:03:10.100]  你剛剛那些分享
[00:03:10.100 --> 00:03:11.460]  對我來說
