
[00:00:00.000 --> 00:00:02.560]  我想跟大家說一個成語故事
[00:00:02.560 --> 00:00:05.000]  大家知不知道這個成語故事
[00:00:05.000 --> 00:00:07.220]  和哪一句成語有關係
[00:00:07.220 --> 00:00:14.020]  在戰國時代秦國出兵攻打趙國
[00:00:14.020 --> 00:00:18.560]  趙國的國都邯鄲被圍攻
[00:00:18.560 --> 00:00:21.540]  所以情況非常危急
[00:00:21.540 --> 00:00:24.700]  當時趙王叫他的手下平原軍
[00:00:24.700 --> 00:00:28.400]  到楚國請救兵
[00:00:28.800 --> 00:00:32.080]  平原軍打算找二十個
[00:00:32.080 --> 00:00:34.540]  在他門下找二十個食客
[00:00:34.540 --> 00:00:36.140]  和他一起去楚國
[00:00:36.140 --> 00:00:38.660]  誰知找來找去只找到十九個
[00:00:38.660 --> 00:00:40.800]  其他都覺得不適合
[00:00:40.800 --> 00:00:44.700]  這個時候有個叫毛遂的人
[00:00:44.700 --> 00:00:47.720]  走出來推薦自己
[00:00:47.720 --> 00:00:51.320]  平原軍問毛遂
[00:00:51.320 --> 00:00:55.340]  毛遂你在我門下做了多久
[00:00:55.340 --> 00:00:56.700]  他說三年
[00:00:56.700 --> 00:00:58.880]  平原軍說
[00:00:58.880 --> 00:01:01.440]  一個有真材實料的人
[00:01:01.440 --> 00:01:05.240]  應該像一個鱉放在袋子裡
[00:01:05.240 --> 00:01:08.340]  一放進去那個鱉鳳就會凸出來
[00:01:08.340 --> 00:01:09.840]  一定會知道
[00:01:09.840 --> 00:01:11.600]  你在我門下三年
[00:01:11.600 --> 00:01:13.200]  我都看不到你有什麼表現
[00:01:13.200 --> 00:01:15.200]  你還是回家吧
[00:01:15.200 --> 00:01:17.560]  毛遂說
[00:01:17.560 --> 00:01:20.640]  我現在來自我推薦
[00:01:20.640 --> 00:01:23.440]  其實就是想你將我放進這個袋子裡
[00:01:23.440 --> 00:01:25.880]  如果我早有這個機會的話
[00:01:25.880 --> 00:01:28.960]  莫說將鱉鳳露出來
[00:01:28.960 --> 00:01:31.280]  一早就已經鋒芒不露了
[00:01:31.280 --> 00:01:34.840]  平原軍聽到也覺得有道理
[00:01:34.840 --> 00:01:37.000]  於是就讓他試試
[00:01:37.000 --> 00:01:42.680]  結果平原軍帶著二十個食客去楚國
[00:01:42.680 --> 00:01:46.120]  和楚王談判由早說到晚
[00:01:46.120 --> 00:01:47.600]  誰知說不成
[00:01:47.600 --> 00:01:51.320]  毛遂拿著劍去楚王面前
[00:01:51.320 --> 00:01:55.440]  用三寸不爛之舌游說
[00:01:55.440 --> 00:01:56.480]  說服了楚王
[00:01:56.480 --> 00:02:02.960]  終於楚王願意聯合趙國出援兵幫趙國
[00:02:02.960 --> 00:02:05.720]  並且兩國聯合對抗秦
[00:02:05.720 --> 00:02:09.320]  結果毛遂為國家立下大功
[00:02:09.320 --> 00:02:12.000]  大家知不知道和哪一句成語有關呢?
[00:02:12.000 --> 00:02:13.320]  大家很厲害
[00:02:13.320 --> 00:02:15.440]  毛遂至尊
[00:02:15.440 --> 00:02:19.160]  這個成語是比喻人自告奮勇
[00:02:19.160 --> 00:02:20.560]  自我推薦的
[00:02:20.560 --> 00:02:24.680]  原來《聖經》時代也有自我推薦這回事
[00:02:24.680 --> 00:02:28.640]  這個自我推薦的人不是泛泛之輩
[00:02:28.640 --> 00:02:32.080]  而是我們所熟悉的仕途保羅
[00:02:32.080 --> 00:02:36.160]  其實上星期陳德蓉姑娘已經和我們開始了
[00:02:36.160 --> 00:02:39.600]  來說哥倫多後書的一個很好的開始
[00:02:39.600 --> 00:02:40.960]  她告訴我們
[00:02:40.960 --> 00:02:45.240]  保羅之所以要向哥倫多教會的信徒
[00:02:45.240 --> 00:02:46.960]  要向他們尋求諒解
[00:02:46.960 --> 00:02:50.760]  是因為要澄清彼此之間的誤解
[00:02:50.760 --> 00:02:52.760]  他重視這段關係
[00:02:52.760 --> 00:02:58.600]  亦不想這些誤會妨礙了神的道傳開
[00:02:58.600 --> 00:03:00.440]  所以尋求諒解
[00:03:00.440 --> 00:03:03.880]  而我今天會和大家繼續看第三章
[00:03:03.880 --> 00:03:06.200]  在這章裏我們會看
[00:03:06.200 --> 00:03:11.680]  保羅不單是向哥倫多教會尋求諒解
[00:03:11.680 --> 00:03:16.440]  其實他亦是自我推薦
[00:03:16.440 --> 00:03:20.600]  其實我們認識的保羅是一個滿有權能的牧者
[00:03:20.600 --> 00:03:24.080]  他說話非常有道理 非常有說服力
[00:03:24.080 --> 00:03:27.120]  為何他需要自我推薦呢
[00:03:27.120 --> 00:03:32.200]  其實原來當時教會裏出現了一些人
[00:03:32.200 --> 00:03:34.000]  在第十一章裏說
[00:03:34.000 --> 00:03:38.400]  但我想我一點不在那些最大的仕途以下
[00:03:38.400 --> 00:03:40.600]  而在哥倫多後書十二章亦說
[00:03:40.600 --> 00:03:42.320]  我雖算不了甚麼
[00:03:42.320 --> 00:03:45.880]  卻沒有一件事在那些最大的仕途以下
[00:03:45.880 --> 00:03:49.280]  這裏所指最大的仕途
[00:03:49.280 --> 00:03:53.480]  最大的仕途其實原文的意思是指高層
[00:03:53.480 --> 00:03:55.560]  亦指超級
[00:03:55.560 --> 00:04:01.480]  所以有些解經家稱呼這些為超級仕途
[00:04:01.480 --> 00:04:05.600]  香港選立法會時有所謂超級區議員
[00:04:05.600 --> 00:04:09.400]  原來仕途也有超級仕途
[00:04:09.400 --> 00:04:12.240]  這些超級仕途是自命不凡的人
[00:04:12.240 --> 00:04:13.840]  他們自吹自擂
[00:04:13.840 --> 00:04:18.160]  還用言語來攻擊保羅
[00:04:18.160 --> 00:04:22.800]  想削弱他在教會裏面的影響力
[00:04:22.800 --> 00:04:24.880]  所以保羅為自己辯護
[00:04:24.880 --> 00:04:27.840]  免得他被誤會之餘
[00:04:27.840 --> 00:04:33.400]  他所傳的道亦受到妨礙
[00:04:33.400 --> 00:04:35.120]  今天我們來看看
[00:04:35.120 --> 00:04:37.800]  保羅在自我推介裏面
[00:04:37.800 --> 00:04:40.680]  我們看看裏面有沒有一些訊息
[00:04:40.680 --> 00:04:44.160]  可以提醒我們今天如何行事為人
[00:04:44.160 --> 00:04:47.160]  首先我們看到保羅也有推薦信
[00:04:47.160 --> 00:04:50.440]  今天我們對於推薦信不會陌生
