
[00:00:00.000 --> 00:00:02.000]  領子妹 早安
[00:00:02.000 --> 00:00:05.040]  今天在台上看到很漂亮的聖誕花
[00:00:05.040 --> 00:00:07.680]  提醒我們聖誕節很快就到了
[00:00:07.680 --> 00:00:09.160]  通常在節期的時候
[00:00:09.160 --> 00:00:11.720]  就會想起一些很久沒見的朋友
[00:00:11.720 --> 00:00:14.000]  在預備這篇講章的時候
[00:00:14.000 --> 00:00:16.840]  就收到一個很久沒聯絡的姐妹
[00:00:16.840 --> 00:00:18.560]  給我一個電話
[00:00:18.560 --> 00:00:20.320]  跟她聊天她告訴我
[00:00:20.320 --> 00:00:24.160]  近來對著工作 對著家庭
[00:00:24.160 --> 00:00:25.880]  對著有很多事情
[00:00:25.880 --> 00:00:27.520]  她很擔憂
[00:00:27.520 --> 00:00:30.040]  為著前路有很多的憂慮
[00:00:30.040 --> 00:00:32.280]  所以近來經常失眠
[00:00:32.280 --> 00:00:35.040]  整個人除了覺得很累
[00:00:35.040 --> 00:00:36.640]  很乏力之外
[00:00:36.640 --> 00:00:39.640]  還對平時做一些很有興趣的事情
[00:00:39.640 --> 00:00:41.720]  突然間都沒有興趣
[00:00:41.720 --> 00:00:43.120]  甚至她告訴我
[00:00:43.120 --> 00:00:46.480]  不知為何近來在上班的途中
[00:00:46.480 --> 00:00:48.240]  搭搭車的時候
[00:00:48.240 --> 00:00:50.760]  自己不知為何就在流眼淚
[00:00:50.760 --> 00:00:55.080]  這位朋友都知道自己不太妥當
[00:00:55.080 --> 00:00:58.240]  但又不知道自己究竟在哪裡不妥
[00:00:58.240 --> 00:01:03.440]  只覺得心裡有一股很沉重的悲傷 鬱悶
[00:01:03.440 --> 00:01:05.160]  更加她也沒有想過
[00:01:05.160 --> 00:01:07.560]  自己可能已經去到一個耗盡
[00:01:07.560 --> 00:01:10.760]  甚至乎是一個輕微抑鬱的狀態
[00:01:10.760 --> 00:01:12.120]  跟她聊了一會
[00:01:12.120 --> 00:01:14.160]  關心了她 了解了她
[00:01:14.160 --> 00:01:15.520]  給一些建議
[00:01:15.520 --> 00:01:18.320]  鼓勵她其實可以有一些方法
[00:01:18.320 --> 00:01:19.800]  及早面對問題
[00:01:19.800 --> 00:01:23.000]  能夠對症下藥
[00:01:23.000 --> 00:01:26.920]  過去在每年世界衛生日
[00:01:26.920 --> 00:01:31.040]  都會推出一個貫穿全球的主題宣傳活動
[00:01:31.040 --> 00:01:33.720]  過去三年探討過的題目
[00:01:33.720 --> 00:01:36.120]  分別有食物安全
[00:01:36.120 --> 00:01:38.360]  分別有打敗糖尿病
[00:01:38.360 --> 00:01:43.360]  亦都有叫做預防病媒傳播的疾病
[00:01:43.360 --> 00:01:45.040]  不過原來來到今年
[00:01:45.040 --> 00:01:46.560]  2017年
[00:01:46.560 --> 00:01:48.280]  今年的主題是
[00:01:48.280 --> 00:01:51.240]  一起來討論一下抑鬱症
[00:01:51.240 --> 00:01:54.120]  世界衛生組織在今年二月
[00:01:54.120 --> 00:01:58.600]  發表了抑鬱症的一個精神疾病的數據
[00:01:58.600 --> 00:02:00.760]  告訴我們原來在今天
[00:02:00.760 --> 00:02:06.640]  全球有超過三億名患上抑鬱症的病者
[00:02:06.640 --> 00:02:12.920]  這個數字是佔全球人口大約4.3%
[00:02:12.920 --> 00:02:14.600]  亦都是近十年裏面
[00:02:14.600 --> 00:02:18.440]  增長的比率是超過18%
[00:02:18.440 --> 00:02:21.480]  講的是一個很驚人的數字
[00:02:21.480 --> 00:02:24.200]  這樣講數字可能大家都不太知道是怎樣
[00:02:24.200 --> 00:02:25.840]  不過如果我告訴你
[00:02:25.840 --> 00:02:27.880]  這裏講的是原來在我們
[00:02:27.880 --> 00:02:30.160]  差不多每二十個人當中
[00:02:30.160 --> 00:02:32.920]  就有一個抑鬱病患者的時候
[00:02:32.920 --> 00:02:34.440]  你就會明白到
[00:02:34.440 --> 00:02:39.400]  原來抑鬱症離我們是很近很近
[00:02:39.400 --> 00:02:41.120]  我不知道你身邊
[00:02:41.120 --> 00:02:42.520]  又或者你自己本身
[00:02:42.520 --> 00:02:45.600]  有沒有經歷過這種的狀況
[00:02:45.600 --> 00:02:47.120]  可能你會問
[00:02:47.120 --> 00:02:51.640]  我們作為基督徒會不會患上抑鬱症呢?
[00:02:51.640 --> 00:02:53.480]  不過我相信不需要我回答
[00:02:53.480 --> 00:02:56.200]  你都知道其實是會
[00:02:56.200 --> 00:03:00.520]  今天在我接觸很多基督徒的弟兄姊妹當中
[00:03:00.520 --> 00:03:02.080]  有很多因為工作
[00:03:02.080 --> 00:03:03.280]  很多壓力
[00:03:03.280 --> 00:03:05.440]  很多生活上的情況
[00:03:05.440 --> 00:03:08.520]  出現或大或小裏面的情緒問題
[00:03:08.520 --> 00:03:10.600]  而在聖經記載當中
[00:03:10.600 --> 00:03:14.480]  亦都在剛才姊妹為我們讀出的經文裏面
[00:03:14.480 --> 00:03:16.040]  同樣都告訴我們
[00:03:16.040 --> 00:03:17.680]  在昔日聖經裏面
[00:03:17.680 --> 00:03:20.640]  我們那位被稱為「火」的先知以利亞
[00:03:20.640 --> 00:03:22.800]  亦都出現過這種耗盡
[00:03:22.800 --> 00:03:26.000]  甚至乎是輕微抑鬱的狀況
[00:03:26.000 --> 00:03:30.000]  如果記得我上次講「列王紀上」十八章的時候
[00:03:30.000 --> 00:03:32.240]  我們記得這個以利亞
[00:03:32.240 --> 00:03:34.040]  曾經在加密山上
[00:03:34.040 --> 00:03:36.920]  就是一個人對著四百五十名的先知
[00:03:36.920 --> 00:03:37.960]  打敗他們
[00:03:37.960 --> 00:03:39.320]  贏得轟轟烈烈
[00:03:39.320 --> 00:03:40.760]  一時無兩
[00:03:40.760 --> 00:03:43.720]  但是來到今天經文裏面提到的就是
[00:03:43.720 --> 00:03:48.160]  當他接到這個二教皇后爺洗別的一封追殺令的時候
[00:03:48.160 --> 00:03:52.440]  這個曾經贏得轟轟烈烈的先知以利亞
[00:03:52.440 --> 00:03:54.520]  就是從一個德性的高峰
[00:03:54.520 --> 00:03:58.640]  一下子跌落到一個靈性的低谷裏面
[00:03:58.640 --> 00:04:02.800]  今天就很想從這段經文
[00:04:02.800 --> 00:04:06.400]  列王紀上十八章、十九章、一至十八節
[00:04:06.400 --> 00:04:09.160]  我很想大家一起去思想
[00:04:09.160 --> 00:04:10.480]  在以利亞身上
[00:04:10.480 --> 00:04:12.920]  他原來看到三樣東西
[00:04:12.920 --> 00:04:15.400]  我們從這三樣東西裏面
[00:04:15.400 --> 00:04:18.760]  去看看為甚麼人會跌落到這個抑鬱裏面
[00:04:18.760 --> 00:04:22.560]  以及我們從神眼中看到的三樣東西
[00:04:22.560 --> 00:04:26.960]  如何糾正這位先知以利亞
[00:04:26.960 --> 00:04:28.760]  我們看今天的經文
[00:04:28.760 --> 00:04:30.480]  經文第一至三節裏面
[00:04:30.480 --> 00:04:32.960]  其實講了一個背景給我們聽
[00:04:32.960 --> 00:04:35.960]  阿哈將以利亞一切所做的
[00:04:35.960 --> 00:04:38.000]  和他用刀殺先知的事
[00:04:38.000 --> 00:04:40.040]  都告訴了爺洗別
[00:04:40.040 --> 00:04:44.160]  爺洗別派使者去到以利亞那裏去講
[00:04:44.160 --> 00:04:45.560]  意思就是說
[00:04:45.560 --> 00:04:47.440]  明天在這個時候
[00:04:47.440 --> 00:04:50.120]  不是你死就是我亡
[00:04:50.120 --> 00:04:53.160]  相信是爺洗別聽到他的先知
[00:04:53.160 --> 00:04:55.480]  巴力先知全部被殺的時候
[00:04:55.480 --> 00:04:57.920]  心裏見到一團火就走出來
[00:04:57.920 --> 00:05:01.200]  所以他向以利亞下封殺令
[00:05:01.200 --> 00:05:04.800]  所以以利亞害怕就起來逃命
[00:05:04.800 --> 00:05:06.640]  到了猶大的別士巴
[00:05:06.640 --> 00:05:10.040]  將僕人留在那裏
[00:05:10.040 --> 00:05:13.120]  收到爺洗別這一封追殺令
[00:05:13.120 --> 00:05:15.160]  經文第三節指出
[00:05:15.160 --> 00:05:18.320]  以利亞害怕開始逃命
[00:05:18.320 --> 00:05:20.320]  於是從北角的耶斯列
[00:05:20.320 --> 00:05:22.040]  一下子就走到南角裏面
[00:05:22.040 --> 00:05:24.640]  最南的一個地方別士巴
[00:05:24.640 --> 00:05:27.640]  這裏講出他害怕
[00:05:27.640 --> 00:05:30.880]  我相信如果今天有人告訴你
[00:05:30.880 --> 00:05:32.040]  你明天死定了
[00:05:32.040 --> 00:05:34.160]  我明天來追殺你的時候
[00:05:34.160 --> 00:05:36.760]  被人追殺一定會覺得害怕
[00:05:36.760 --> 00:05:39.520]  這是人之常情
[00:05:39.520 --> 00:05:41.160]  不過我們又會問
[00:05:41.160 --> 00:05:43.720]  究竟以利亞是害怕死
[00:05:43.720 --> 00:05:47.320]  還是害怕其他的事情呢?
[00:05:47.320 --> 00:05:49.280]  如果我們看《獵王紀》上
[00:05:49.280 --> 00:05:51.240]  以利亞整個心平的時候
[00:05:51.240 --> 00:05:53.800]  我們就會知道這位以利亞先知
[00:05:53.800 --> 00:05:57.440]  當他向阿哈王下了戰書之後
[00:05:57.440 --> 00:06:00.680]  在過去三年半裏面
[00:06:00.680 --> 00:06:05.960]  以利亞都得到耶和華一個很充足的保護
[00:06:05.960 --> 00:06:08.560]  我們都知道其實在不久之前
[00:06:08.560 --> 00:06:12.680]  他很有自信地向阿哈王下了戰書
[00:06:12.680 --> 00:06:15.360]  並且在加密山上用一個人的力量
[00:06:15.360 --> 00:06:18.760]  去打敗這四百五十人的先知
[00:06:18.760 --> 00:06:21.960]  我們見到這位先知很有膽量
[00:06:21.960 --> 00:06:24.320]  很有自信
[00:06:24.320 --> 00:06:26.400]  我們會想為甚麼
[00:06:26.400 --> 00:06:29.520]  幾天前這麼有自信、這麼有膽量的先知
[00:06:29.520 --> 00:06:32.040]  突然間變得害怕死呢?
[00:06:32.040 --> 00:06:35.760]  好像不太合乎人的邏輯
[00:06:35.760 --> 00:06:39.520]  所以當我們從「和修本害怕」這個字
[00:06:39.520 --> 00:06:41.200]  原本的意思去看
[00:06:41.200 --> 00:06:43.560]  我們可能就會稍稍明白到
[00:06:43.560 --> 00:06:45.160]  原來「害怕」這個字
[00:06:45.160 --> 00:06:48.000]  原本的意思是「看見」
[00:06:48.000 --> 00:06:49.320]  原來我們知道
[00:06:49.320 --> 00:06:51.960]  或許是以利亞不是害怕
[00:06:51.960 --> 00:06:54.280]  而是他見到一些他接受不了的事情
[00:06:54.280 --> 00:06:56.360]  所以他變得不自在
[00:06:56.360 --> 00:06:59.560]  他變得害怕、變得沮喪
[00:06:59.560 --> 00:07:02.080]  其實在加密山一役之後
[00:07:02.080 --> 00:07:04.520]  以利亞看見甚麼呢?
[00:07:04.520 --> 00:07:06.920]  如果你看剛才我們讀的這段經文
[00:07:06.920 --> 00:07:10.520]  我們會發現「看見」、「看」、「聽」
[00:07:10.520 --> 00:07:12.120]  其實都是同一個字
[00:07:12.120 --> 00:07:15.200]  這個字出現了總共有八次
[00:07:15.200 --> 00:07:18.680]  彷彿聖經的作者
[00:07:18.680 --> 00:07:21.960]  要我們去看看他看見甚麼
[00:07:21.960 --> 00:07:24.040]  我們就試從以利亞身上
[00:07:24.040 --> 00:07:25.800]  看看他看見甚麼
[00:07:25.800 --> 00:07:29.600]  以至於他會變得很沮喪、消沉
[00:07:29.600 --> 00:07:31.560]  以利亞第一個看見
[00:07:31.560 --> 00:07:34.440]  是他看見自己的失敗
[00:07:34.440 --> 00:07:37.120]  耶穌派來一個封殺令
[00:07:37.120 --> 00:07:39.360]  其實就是讓以利亞很清楚
[00:07:39.360 --> 00:07:41.280]  見到一個事實
[00:07:41.280 --> 00:07:44.920]  原來他過去這麼多年所做的一切
[00:07:44.920 --> 00:07:47.760]  起不到任何作用
[00:07:47.760 --> 00:07:49.000]  對以利亞來說
[00:07:49.000 --> 00:07:53.000]  他以為整個以色列的信仰復興計劃
[00:07:53.000 --> 00:07:56.600]  搞了三年半來到加密山這一役
[00:07:56.600 --> 00:07:59.080]  終於都可以一次過搞定
[00:07:59.080 --> 00:08:03.560]  但怎知原來從他第一次發預言開始
[00:08:03.560 --> 00:08:06.320]  去到經歷了三年半乾旱
[00:08:06.320 --> 00:08:07.920]  再去到加密山上
[00:08:07.920 --> 00:08:10.720]  又說乾火這件事情
[00:08:10.720 --> 00:08:13.360]  以及之後他再一次禱告
[00:08:13.360 --> 00:08:15.600]  終於來到一個傾盆大雨
[00:08:15.600 --> 00:08:19.120]  竟然都沒有帶來半點的改變
[00:08:19.120 --> 00:08:21.160]  原來他過去所做的一切
[00:08:21.160 --> 00:08:23.160]  根本動搖不了瓦哈王
[00:08:23.160 --> 00:08:26.000]  亦都動搖不了耶齊別
[00:08:26.000 --> 00:08:28.520]  當他想到動搖不了這兩個人
[00:08:28.520 --> 00:08:30.440]  更加枉論可以動搖到
[00:08:30.440 --> 00:08:33.000]  整個以色列的信仰復興的時候
[00:08:33.000 --> 00:08:34.880]  他接受不了這個失敗
[00:08:34.880 --> 00:08:36.440]  他接受不了整件事
[00:08:36.440 --> 00:08:37.840]  原來搞這麼久
[00:08:37.840 --> 00:08:40.960]  一點作用都沒有
[00:08:40.960 --> 00:08:44.000]  對於這個錯誤的期望
[00:08:44.000 --> 00:08:47.080]  叫以利亞對過去自己的侍奉
[00:08:47.080 --> 00:08:49.480]  對過去自己這個人
[00:08:49.480 --> 00:08:53.120]  甚至乎對神都覺得很大失所望
[00:08:53.120 --> 00:08:54.400]  他對自己
[00:08:54.400 --> 00:08:55.120]  對神
[00:08:55.120 --> 00:08:57.240]  對過去自己一切的侍奉
[00:08:57.240 --> 00:09:01.040]  都會產生懷疑
[00:09:01.040 --> 00:09:02.560]  我不知道過去
[00:09:02.560 --> 00:09:05.040]  你有沒有試過做一些事情
[00:09:05.040 --> 00:09:06.720]  或者花了很多力氣
[00:09:06.720 --> 00:09:08.480]  經歷了很多年
[00:09:08.480 --> 00:09:10.160]  你本來很賞心
[00:09:10.160 --> 00:09:11.560]  很想他成就
[00:09:11.560 --> 00:09:14.040]  但突然之間你發覺原來做的事情
[00:09:14.040 --> 00:09:15.760]  都是沒有什麼果效
[00:09:15.760 --> 00:09:17.280]  這種的經歷
[00:09:17.280 --> 00:09:19.000]  我記得很多年前
[00:09:19.000 --> 00:09:21.320]  曾經陪伴過一個朋友
[00:09:21.320 --> 00:09:23.160]  他都是信主
[00:09:23.160 --> 00:09:25.840]  因為他經歷了一些疾病
[00:09:25.840 --> 00:09:29.160]  身體突然間出現了很大的轉變難關
[00:09:29.160 --> 00:09:31.840]  他突然間從一個很活潑積勁的一個人
[00:09:31.840 --> 00:09:33.720]  突然間變成一個很腐毒
[00:09:33.720 --> 00:09:36.800]  因為他不明白神為什麼要他經歷這件事
[00:09:36.800 --> 00:09:40.960]  從他這個病患開始的時候
[00:09:40.960 --> 00:09:43.360]  我陪了他足足一段很長的時間
[00:09:43.360 --> 00:09:45.520]  超過一年多的時間
[00:09:45.520 --> 00:09:49.360]  我很想透過關心他 為他禱告 鼓勵他
[00:09:49.360 --> 00:09:50.960]  用經文告訴他
[00:09:50.960 --> 00:09:52.480]  神仍然和他同在
[00:09:52.480 --> 00:09:54.160]  繼續和他同行
[00:09:54.160 --> 00:09:56.760]  並且鼓勵他不要放棄
[00:09:56.760 --> 00:09:59.960]  但他心裡面面對自己的經歷
[00:09:59.960 --> 00:10:03.360]  這種的腐毒一直侵佔他的心靈
[00:10:03.360 --> 00:10:05.640]  並且他覺得神已經不愛他
[00:10:05.640 --> 00:10:07.120]  神已經離棄他
[00:10:07.120 --> 00:10:09.920]  甚至他覺得我說的話很廢
[00:10:09.920 --> 00:10:12.040]  完全幫不到他
[00:10:12.040 --> 00:10:15.600]  最初的時候我都會堅持繼續去鼓勵
[00:10:15.600 --> 00:10:17.400]  但到了後來的時候
[00:10:17.400 --> 00:10:19.200]  連我自己都懷疑自己
[00:10:19.200 --> 00:10:21.400]  究竟說的話是不是真的呢
[00:10:21.400 --> 00:10:23.680]  都懷疑究竟神是不是真的和他同行
[00:10:23.680 --> 00:10:24.920]  是不是真的愛他
[00:10:24.920 --> 00:10:27.560]  甚至懷疑我做這個侍奉
[00:10:27.560 --> 00:10:29.400]  其實是不是真的有用
[00:10:29.400 --> 00:10:33.440]  原來人在一種長時間裡面
[00:10:33.440 --> 00:10:34.560]  不斷去付出
[00:10:34.560 --> 00:10:37.240]  但完全見不到果效的一種情況裡面
[00:10:37.240 --> 00:10:39.400]  人是會對自己 對別人
[00:10:39.400 --> 00:10:42.080]  甚至對神都會產生懷疑
[00:10:42.080 --> 00:10:44.720]  是一個很真實的境況
[00:10:44.720 --> 00:10:46.720]  但當我們回頭看
[00:10:46.720 --> 00:10:49.280]  事實是不是真的好像以利亞所想
[00:10:49.280 --> 00:10:51.480]  他所做的是完全失敗呢
[00:10:51.480 --> 00:10:52.920]  當然不是
[00:10:52.920 --> 00:10:55.960]  以利亞彷彿忘記了在加密山上
[00:10:55.960 --> 00:10:58.400]  其實經歷了這件事情裡面
[00:10:58.400 --> 00:11:00.320]  是一群的以色列人
[00:11:00.320 --> 00:11:02.640]  就在山上認真迴轉
[00:11:02.640 --> 00:11:03.600]  他歸向神
[00:11:03.600 --> 00:11:06.720]  並且宣告耶和華就是他們的神
[00:11:06.720 --> 00:11:09.280]  以利亞似乎也忘記了
[00:11:09.280 --> 00:11:11.520]  就在山上這一役裡面
[00:11:11.520 --> 00:11:13.520]  就是這一群回轉了
[00:11:13.520 --> 00:11:14.960]  歸向神的以色列人
[00:11:14.960 --> 00:11:16.880]  是他們幫忙剷除
[00:11:16.880 --> 00:11:20.240]  殺盡一切的巴黎善治
[00:11:20.240 --> 00:11:24.200]  其實加密山上的短暫復興是真實
[00:11:24.200 --> 00:11:26.000]  不過以利亞看不到
[00:11:26.000 --> 00:11:28.520]  他看到的是一個最終的勝利
[00:11:28.520 --> 00:11:30.160]  一次過的勝利
[00:11:30.160 --> 00:11:33.880]  所以他只見到環境不似預期
[00:11:33.880 --> 00:11:35.280]  環境的失敗
[00:11:35.280 --> 00:11:38.960]  也只見到自己很失敗
[00:11:38.960 --> 00:11:41.720]  當一個人見到環境失利
[00:11:41.720 --> 00:11:43.520]  就會覺得自己很失敗
[00:11:43.520 --> 00:11:46.320]  於是就出現了沮喪、焦慮
[00:11:46.320 --> 00:11:49.000]  接受不到這個失去
[00:11:49.000 --> 00:11:50.800]  環境不如所願
[00:11:50.800 --> 00:11:54.520]  就會見到整幅圖畫都是灰濛濛
[00:11:54.520 --> 00:11:57.920]  整個人就會掉進一個沮喪、消沉的裡面
[00:11:57.920 --> 00:12:02.400]  開始自暴自棄、產生懷疑
[00:12:02.400 --> 00:12:05.480]  以利亞見到第一個就是自己很失敗
[00:12:05.480 --> 00:12:07.800]  他第二個看到的是什麼呢?
[00:12:07.800 --> 00:12:09.920]  就是自己不夠人好
[00:12:09.920 --> 00:12:12.440]  在第四節的時候我們見到
[00:12:12.440 --> 00:12:16.680]  當以利亞坐在這棵羅藤樹下求死的時候
[00:12:16.680 --> 00:12:18.440]  他講了一句說話
