
[00:00:00.000 --> 00:00:03.040]  各位在網上崇拜的弟兄姊妹
[00:00:03.040 --> 00:00:05.040]  齊鎮家的弟兄姊妹朋友
[00:00:05.040 --> 00:00:06.120]  大家平安
[00:00:06.120 --> 00:00:07.800]  入冬了
[00:00:07.800 --> 00:00:09.040]  天氣凍了
[00:00:09.040 --> 00:00:12.480]  不知道大家有沒有想過吃一下臘腸
[00:00:12.480 --> 00:00:14.200]  臘肉的日子呢
[00:00:14.200 --> 00:00:16.080]  是不是這些日子要吃這些東西呢
[00:00:16.080 --> 00:00:20.120]  大概一兩年之前
[00:00:20.120 --> 00:00:23.840]  兒子時時都挑戰我們的飲食習慣
[00:00:23.840 --> 00:00:26.200]  去年他看到我
[00:00:26.200 --> 00:00:28.400]  買了幾袋的臘腸
[00:00:28.400 --> 00:00:33.320]  打算過冬那一晚送給親人
[00:00:33.320 --> 00:00:35.800]  他看到之後馬上制止我
[00:00:35.800 --> 00:00:38.800]  他說這些是不健康的食品
[00:00:38.800 --> 00:00:40.240]  你們不應該吃
[00:00:40.240 --> 00:00:42.600]  更加不應該送給別人
[00:00:42.600 --> 00:00:44.680]  沒多久
[00:00:44.680 --> 00:00:46.520]  又有一次
[00:00:46.520 --> 00:00:50.200]  他發現我煮了一些醃製了的食物
[00:00:50.200 --> 00:00:53.080]  於是他很鄭重的跟我說
[00:00:53.080 --> 00:00:55.080]  從現在開始
[00:00:55.080 --> 00:01:00.000]  你儘量或者我們全家儘量要吃的是植物
[00:01:00.000 --> 00:01:00.920]  豆類
[00:01:00.920 --> 00:01:02.040]  少吃肉
[00:01:02.040 --> 00:01:05.600]  因為你將來身體不好的時候
[00:01:05.600 --> 00:01:07.240]  不知道怎麼辦
[00:01:07.240 --> 00:01:08.680]  他說你記住
[00:01:08.680 --> 00:01:12.560]  如果你不改善你的飲食習慣
[00:01:12.560 --> 00:01:14.920]  這句很嚴重的
[00:01:14.920 --> 00:01:17.320]  我將來在你的安息禮拜
[00:01:17.320 --> 00:01:19.200]  講術史的時候
[00:01:19.200 --> 00:01:20.600]  我會公開的說
[00:01:20.600 --> 00:01:23.800]  媽媽吃了一些明知不健康的食物
[00:01:23.800 --> 00:01:26.520]  沒有做好身體的管家
[00:01:26.520 --> 00:01:28.520]  讓自己早死
[00:01:28.520 --> 00:01:31.000]  然後就不用為主做事
[00:01:31.000 --> 00:01:32.600]  多做幾年
[00:01:32.600 --> 00:01:36.400]  這個結果
[00:01:36.400 --> 00:01:39.120]  真的很大的提醒
[00:01:39.120 --> 00:01:44.040]  又或者好像小薇執事所說
[00:01:44.040 --> 00:01:46.240]  其實在我讀神學的時候
[00:01:46.240 --> 00:01:48.960]  真的做過一篇術史的
[00:01:48.960 --> 00:01:51.920]  真的由我小時候
[00:01:51.920 --> 00:01:55.680]  講回我自己怎樣跟牧師一起
[00:01:55.680 --> 00:01:56.640]  照顧大小朋友
[00:01:56.640 --> 00:01:58.000]  在照顧的過程裡面
[00:01:58.000 --> 00:02:02.160]  怎樣將大家未信主的父母
[00:02:02.160 --> 00:02:06.120]  都成為我們心裡面一個很責心的事情
[00:02:06.120 --> 00:02:08.640]  然後一家人怎樣為他們祈禱
[00:02:08.640 --> 00:02:10.440]  有機會就大力信主
[00:02:10.440 --> 00:02:11.600]  之後
[00:02:11.600 --> 00:02:16.320]  我怎樣在期望自己在教會服侍的時候
[00:02:16.320 --> 00:02:20.240]  有什麼目標
[00:02:20.240 --> 00:02:22.400]  有什麼可以為上帝做的
[00:02:22.400 --> 00:02:25.080]  都寫了一份術史
[00:02:25.080 --> 00:02:27.040]  這個學期
[00:02:27.040 --> 00:02:28.920]  我講主日學
[00:02:28.920 --> 00:02:32.040]  我正在教認識真我
[00:02:32.040 --> 00:02:33.640]  從上帝來的禮物
[00:02:33.640 --> 00:02:35.480]  和祂的召命
[00:02:35.480 --> 00:02:37.400]  所以我班的同學
[00:02:37.400 --> 00:02:40.160]  主日學的同學都要寫術史
[00:02:40.160 --> 00:02:43.600]  也有些同學告訴我
[00:02:43.600 --> 00:02:45.840]  他寫著寫著的時候眼泛淚光
[00:02:45.840 --> 00:02:47.000]  是真的
[00:02:47.000 --> 00:02:48.800]  為什麼我們要寫術史呢?
[00:02:49.440 --> 00:02:50.280]  其實
[00:02:50.280 --> 00:02:53.160]  如果你今年三十多歲
[00:02:53.160 --> 00:02:55.040]  你還有六十年命
[00:02:55.040 --> 00:02:56.720]  那你好好想想
[00:02:56.720 --> 00:02:59.040]  這六十年你怎樣去見天父
[00:02:59.040 --> 00:03:01.280]  你做了什麼去見天父
[00:03:01.280 --> 00:03:03.080]  如果
[00:03:03.080 --> 00:03:05.800]  我六十歲
[00:03:05.800 --> 00:03:08.280]  如果
[00:03:08.280 --> 00:03:09.760]  還有二三十年
[00:03:09.760 --> 00:03:12.160]  其實都做到幾條好漢
[00:03:12.160 --> 00:03:14.640]  我應該怎樣好好生活呢?
[00:03:15.160 --> 00:03:21.160]  我相信也是因為這個以終為始的觀念
[00:03:21.160 --> 00:03:22.560]  讓我去想
[00:03:22.560 --> 00:03:24.000]  究竟有些什麼
[00:03:24.000 --> 00:03:26.200]  我應該要留意
[00:03:26.200 --> 00:03:28.360]  不要去到我見到主面
[00:03:28.360 --> 00:03:29.360]  又或者
[00:03:29.360 --> 00:03:31.600]  真的等到主耶穌回來那一天
[00:03:31.600 --> 00:03:33.960]  我對著祂很懊悔地說
[00:03:33.960 --> 00:03:35.960]  早知道是這樣
[00:03:35.960 --> 00:03:37.880]  我就不應該怎樣怎樣
[00:03:37.880 --> 00:03:38.920]  早知道是這樣
[00:03:38.920 --> 00:03:40.720]  我就應該怎樣怎樣
[00:03:40.720 --> 00:03:44.440]  你猜是不是真的不止後果
[00:03:45.160 --> 00:03:48.120]  還是有時候我不理後果
[00:03:48.120 --> 00:03:50.520]  企圖隨便地過生活呢?
[00:03:50.520 --> 00:03:52.960]  我想以終為始
[00:03:52.960 --> 00:03:55.920]  是一個很
[00:03:55.920 --> 00:03:57.520]  特別現在年尾
[00:03:57.520 --> 00:03:59.160]  對大家來說
[00:03:59.160 --> 00:04:01.200]  希望都可以是一個挑戰
[00:04:01.200 --> 00:04:02.040]  想一想
[00:04:02.040 --> 00:04:03.960]  將來的一年
[00:04:03.960 --> 00:04:05.040]  五年
[00:04:05.040 --> 00:04:05.960]  十年
[00:04:05.960 --> 00:04:09.080]  你在神的面前有什麼領袖
[00:04:09.080 --> 00:04:11.920]  你想去上帝做什麼呢?
[00:04:13.760 --> 00:04:17.320]  當保羅知道貼上羅尼加城的教會
[00:04:17.320 --> 00:04:19.560]  面對重重困難的時候
[00:04:19.560 --> 00:04:21.360]  他就寫了兩封信
[00:04:21.360 --> 00:04:23.680]  給這些信徒
[00:04:23.680 --> 00:04:26.280]  希望教導和勉勵他們
[00:04:26.280 --> 00:04:28.640]  甚至勉勵今天的我們
[00:04:28.640 --> 00:04:30.320]  要常存盼望
[00:04:30.320 --> 00:04:32.280]  等候基督再來
[00:04:32.280 --> 00:04:34.640]  而且生存這個盼望
[00:04:34.640 --> 00:04:36.840]  在世界終末的時候
[00:04:36.840 --> 00:04:39.360]  我們可以完全得勝
[00:04:39.360 --> 00:04:43.000]  今天跟大家說的這段經文
[00:04:43.000 --> 00:04:44.920]  就是想給我們有一種
[00:04:44.920 --> 00:04:48.480]  保羅用最後一段經文
[00:04:48.480 --> 00:04:51.440]  重新提醒當時的信徒
[00:04:51.440 --> 00:04:53.000]  有什麼你們要做
[00:04:53.000 --> 00:04:55.320]  有什麼你們千萬不要做
[00:04:55.320 --> 00:04:57.560]  或者我們一起看看
[00:04:57.560 --> 00:04:58.640]  第一個
[00:04:58.640 --> 00:05:01.360]  如何活出神旨意的人生
[00:05:01.360 --> 00:05:04.360]  就是五章的十六至十八節
[00:05:04.360 --> 00:05:05.920]  如果可以的話
[00:05:05.920 --> 00:05:09.400]  你可以在電視機上自己讀
[00:05:09.400 --> 00:05:11.120]  或者再聽我讀一次
[00:05:12.560 --> 00:05:14.480]  就是「要常常喜樂
[00:05:14.480 --> 00:05:16.200]  不住地禱告
[00:05:16.200 --> 00:05:17.760]  凡事謝因
[00:05:17.760 --> 00:05:20.640]  因為這是神在基督耶穌裡
[00:05:20.640 --> 00:05:23.040]  向你們所定的旨意」
[00:05:23.040 --> 00:05:24.480]  是的
[00:05:24.480 --> 00:05:27.560]  貼城的猶太人因為妒忌保羅
[00:05:27.560 --> 00:05:29.720]  吸引了很多人都相信他
[00:05:29.720 --> 00:05:31.360]  跟隨他認識基督
[00:05:31.360 --> 00:05:33.440]  和去聽福音
[00:05:33.440 --> 00:05:34.680]  又知道
[00:05:34.680 --> 00:05:38.240]  因為耶穌是受審被釘的
[00:05:38.240 --> 00:05:40.320]  但是他繼續去傳揚
[00:05:40.320 --> 00:05:43.200]  耶穌的救恩和他已經復活
[00:05:43.200 --> 00:05:45.480]  並且告訴當時的信徒
[00:05:45.480 --> 00:05:47.320]  主會回來的
[00:05:47.320 --> 00:05:49.920]  祂是我們的大君王
[00:05:49.920 --> 00:05:52.480]  就是因為保羅這個信息
[00:05:52.480 --> 00:05:56.400]  令當時的猶太人很不喜歡
[00:05:56.400 --> 00:05:58.280]  如果你想知道這段歷史
[00:05:58.280 --> 00:06:00.880]  可以看回《使徒行傳》的第十七章
[00:06:00.880 --> 00:06:03.120]  就是講到保羅的確
[00:06:03.120 --> 00:06:06.080]  在幾個星期的安息日裡面
[00:06:06.080 --> 00:06:07.760]  都講到的過程
[00:06:07.760 --> 00:06:09.960]  都接觸到和帶領到
[00:06:09.960 --> 00:06:13.400]  很多虔誠的希臘人
[00:06:13.400 --> 00:06:14.920]  尊貴的婦女
[00:06:14.920 --> 00:06:17.240]  和一些猶太人相信耶穌
[00:06:17.240 --> 00:06:18.760]  並且願意
[00:06:18.760 --> 00:06:20.400]  真的在生命上
[00:06:20.400 --> 00:06:22.320]  在信仰上有改變
[00:06:22.320 --> 00:06:24.920]  但是也都是因為這個改變
[00:06:24.920 --> 00:06:27.040]  令到猶太人妒忌了
[00:06:27.040 --> 00:06:29.440]  於是就要逼迫保羅
[00:06:29.440 --> 00:06:31.760]  甚至要追殺他
[00:06:31.760 --> 00:06:35.360]  保羅試過在貼城那裡
[00:06:35.360 --> 00:06:38.160]  唯有夜漫漫逃走了
[00:06:38.720 --> 00:06:42.640]  之後初信的信徒群體
[00:06:42.640 --> 00:06:44.280]  剛剛信的群體
[00:06:44.280 --> 00:06:47.520]  他們開始有些假教師的出現
[00:06:47.520 --> 00:06:51.720]  又或者有些發怨言的信徒領袖
[00:06:51.720 --> 00:06:54.520]  開了教會又走了
[00:06:54.520 --> 00:06:56.680]  這類的領袖
[00:06:56.680 --> 00:06:58.720]  甚至也有一些
