
[00:00:00.000 --> 00:00:18.000]  第九章:神的旨意
[00:00:30.000 --> 00:00:32.000]  在我們的生命之中,
[00:00:32.000 --> 00:00:34.000]  我們各有不同的際遇。
[00:00:34.000 --> 00:00:36.000]  讓我們看到,
[00:00:36.000 --> 00:00:38.000]  在我們的生命之中,
[00:00:38.000 --> 00:00:40.000]  祢給我們很特殊的憐憫。
[00:00:40.000 --> 00:00:42.000]  讓我們明白,
[00:00:42.000 --> 00:00:44.000]  一切的起起跌跌,
[00:00:44.000 --> 00:00:46.000]  在祢的旨意之下,
[00:00:46.000 --> 00:00:48.000]  都有祂的美意。
[00:00:48.000 --> 00:00:50.000]  今日開我們的心,
[00:00:50.000 --> 00:00:52.000]  讓我們能夠明白,
[00:00:52.000 --> 00:00:54.000]  羅馬書給我們的訊息。
[00:00:54.000 --> 00:00:56.000]  我們交托禱告奉耶穌基督名。
[00:00:56.000 --> 00:01:02.000]  第九章到十一章,
[00:01:02.000 --> 00:01:06.000]  開始是羅馬書第二大部分。
[00:01:06.000 --> 00:01:08.000]  十二到十五章,
[00:01:08.000 --> 00:01:10.000]  是第三個部分,應用的。
[00:01:10.000 --> 00:01:12.000]  十六章是文後的說話。
[00:01:12.000 --> 00:01:14.000]  九到十一章,
[00:01:14.000 --> 00:01:16.000]  是歷史的問題。
[00:01:16.000 --> 00:01:18.000]  為什麼會去到這個歷史的問題呢?
[00:01:18.000 --> 00:01:20.000]  其實我們回到第一到第八章,
[00:01:20.000 --> 00:01:22.000]  我們已經講完的這一部分。
[00:01:22.000 --> 00:01:24.000]  第一到第八章,
[00:01:24.000 --> 00:01:26.000]  基本上本來是要解釋
[00:01:26.000 --> 00:01:28.000]  所謂恩訊清義的道理。
[00:01:28.000 --> 00:01:30.000]  沒有一個人可以誇口,
[00:01:30.000 --> 00:01:32.000]  都是靠神的恩典。
[00:01:32.000 --> 00:01:34.000]  第一到第四章,
[00:01:34.000 --> 00:01:36.000]  第一部分的上半部,
[00:01:36.000 --> 00:01:38.000]  是比較反面的,
[00:01:38.000 --> 00:01:40.000]  沒有人可以誇口的主旨。
[00:01:40.000 --> 00:01:42.000]  第一部分的下半部,
[00:01:42.000 --> 00:01:44.000]  第五到第八章,
[00:01:44.000 --> 00:01:46.000]  是比較正面的,
[00:01:46.000 --> 00:01:48.000]  是講我們在聖靈裡面,
[00:01:48.000 --> 00:01:50.000]  所有的祝福神的保守、看顧。
[00:01:50.000 --> 00:01:52.000]  第八章結尾的時候,
[00:01:52.000 --> 00:01:54.000]  是一個很漂亮的一首詩。
[00:01:54.000 --> 00:01:56.000]  如果你記得我上次講到的話,
[00:01:56.000 --> 00:01:58.000]  我們都一起讀
[00:01:58.000 --> 00:02:00.000]  第八章最後那幾節。
[00:02:00.000 --> 00:02:02.000]  保羅就講到,
[00:02:02.000 --> 00:02:04.000]  什麼能夠叫我們
[00:02:04.000 --> 00:02:06.000]  與基督的愛隔絕呢?
[00:02:06.000 --> 00:02:08.000]  不是將來的事,
[00:02:08.000 --> 00:02:10.000]  又不是過去,
[00:02:10.000 --> 00:02:12.000]  不是天上,
[00:02:12.000 --> 00:02:14.000]  不是地下,
[00:02:14.000 --> 00:02:16.000]  所有的權力都不能夠
[00:02:16.000 --> 00:02:18.000]  叫我們與基督的愛隔絕。
[00:02:18.000 --> 00:02:20.000]  保羅講到這裡,
[00:02:20.000 --> 00:02:22.000]  用今天香港人的說法,
[00:02:22.000 --> 00:02:24.000]  講到很high,
[00:02:24.000 --> 00:02:26.000]  但是忽然之間,
[00:02:26.000 --> 00:02:28.000]  第九到第十一章,
[00:02:28.000 --> 00:02:30.000]  整個味道,
[00:02:30.000 --> 00:02:32.000]  整個方向轉了,
[00:02:32.000 --> 00:02:34.000]  不是講我們在主裡面的甜蜜,
[00:02:34.000 --> 00:02:36.000]  而是要面對一個
[00:02:36.000 --> 00:02:38.000]  保羅覺得很難處理的問題,
[00:02:38.000 --> 00:02:40.000]  就是關於猶太人的
[00:02:40.000 --> 00:02:42.000]  所謂拒絕福音的問題。
[00:02:42.000 --> 00:02:44.000]  為什麼去到第八章,
[00:02:44.000 --> 00:02:46.000]  第九到第十一章,
[00:02:46.000 --> 00:02:48.000]  保羅要處理這個問題呢?
[00:02:48.000 --> 00:02:50.000]  可能是他主觀的情懷,
[00:02:50.000 --> 00:02:52.000]  因為第八章講到
[00:02:52.000 --> 00:02:54.000]  神的愛這麼偉大,
[00:02:54.000 --> 00:02:56.000]  可能講到這一刻的時候,
[00:02:56.000 --> 00:02:58.000]  他會想到
[00:02:58.000 --> 00:03:00.000]  他心愛的以色列人,
[00:03:00.000 --> 00:03:02.000]  他心愛的同胞猶太人,
[00:03:02.000 --> 00:03:04.000]  為什麼他們這麼固執,
[00:03:04.000 --> 00:03:06.000]  不肯接受神的福音呢?
[00:03:06.000 --> 00:03:08.000]  我不知道你有沒有這種感覺,
[00:03:08.000 --> 00:03:10.000]  假如你有些至親,
[00:03:10.000 --> 00:03:12.000]  傳了很多年福音,
[00:03:12.000 --> 00:03:14.000]  他都不相信,
[00:03:14.000 --> 00:03:16.000]  他會想,
[00:03:16.000 --> 00:03:18.000]  他都不相信,
[00:03:18.000 --> 00:03:20.000]  你去報道會,
[00:03:20.000 --> 00:03:22.000]  你見到很多人舉手,
[00:03:22.000 --> 00:03:24.000]  遲些我們有個報道會,
[00:03:24.000 --> 00:03:26.000]  見到很多人舉手,
[00:03:26.000 --> 00:03:28.000]  走出台前,
[00:03:28.000 --> 00:03:30.000]  可能你的心都會有些又甜又酸的,
[00:03:30.000 --> 00:03:32.000]  甜的就是有人不能夠信耶穌,
[00:03:32.000 --> 00:03:34.000]  有些酸酸的就是
[00:03:34.000 --> 00:03:36.000]  為什麼我爸爸媽媽,
[00:03:36.000 --> 00:03:38.000]  或者我離開了神的子女,
[00:03:38.000 --> 00:03:40.000]  為什麼他們還不肯
[00:03:40.000 --> 00:03:42.000]  信耶穌,或者還不肯回頭呢?
[00:03:42.000 --> 00:03:44.000]  可能保羅去到
[00:03:44.000 --> 00:03:46.000]  這個時候都有些
[00:03:46.000 --> 00:03:48.000]  又甜又苦的感覺,
[00:03:48.000 --> 00:03:50.000]  甜就是他知道
[00:03:50.000 --> 00:03:52.000]  神的基督的愛多麼偉大,
[00:03:52.000 --> 00:03:54.000]  但有些苦苦的味道,
[00:03:54.000 --> 00:03:56.000]  就是為什麼他的同胞
[00:03:56.000 --> 00:03:58.000]  不肯信耶穌呢?
[00:03:58.000 --> 00:04:00.000]  如果你看《史徒行傳》,
[00:04:00.000 --> 00:04:02.000]  我們都知道,保羅其實
[00:04:02.000 --> 00:04:04.000]  去到每個城市,
[00:04:04.000 --> 00:04:06.000]  他第一樣做的,
[00:04:06.000 --> 00:04:08.000]  都是首先去猶太人的會堂,
[00:04:08.000 --> 00:04:10.000]  首先跟那些猶太人
[00:04:10.000 --> 00:04:12.000]  宣講耶穌的福音,
[00:04:12.000 --> 00:04:14.000]  不過通常在
[00:04:14.000 --> 00:04:16.000]  《史徒行傳》一次又一次,
[00:04:16.000 --> 00:04:18.000]  你看到他講完就被人踢出會堂,
[00:04:18.000 --> 00:04:20.000]  說你講了一些
[00:04:20.000 --> 00:04:22.000]  不合道理的東西,
[00:04:22.000 --> 00:04:24.000]  於是他就轉向
[00:04:24.000 --> 00:04:26.000]  外邦人傳福音,
[00:04:26.000 --> 00:04:28.000]  結果外邦人就很有反應,
[00:04:28.000 --> 00:04:30.000]  我想保羅
[00:04:30.000 --> 00:04:32.000]  如果可以讓他選擇
[00:04:32.000 --> 00:04:34.000]  他自己的命運的話,
[00:04:34.000 --> 00:04:36.000]  可能他會選擇,
[00:04:36.000 --> 00:04:38.000]  不如你叫我做猶太人的
[00:04:38.000 --> 00:04:40.000]  史徒,
[00:04:40.000 --> 00:04:42.000]  就好像在
[00:04:42.000 --> 00:04:44.000]  《加拉太書》提過,
[00:04:44.000 --> 00:04:46.000]  彼得是猶太人的史徒,
[00:04:46.000 --> 00:04:48.000]  他就是外邦人的史徒,
[00:04:48.000 --> 00:04:50.000]  不過可能這個不是保羅
[00:04:50.000 --> 00:04:52.000]  特意要選擇做外邦人的史徒,
[00:04:52.000 --> 00:04:54.000]  而是他對猶太人
[00:04:54.000 --> 00:04:56.000]  傳福音沒有結果子,
[00:04:56.000 --> 00:04:58.000]  所以
[00:04:58.000 --> 00:05:00.000]  結果神帶領他走的是
[00:05:00.000 --> 00:05:02.000]  外邦人史徒的路,
[00:05:02.000 --> 00:05:04.000]  保羅一方面對這條路
[00:05:04.000 --> 00:05:06.000]  是感恩的,但另一方面他又覺得
[00:05:06.000 --> 00:05:08.000]  心裏面很矛盾,
[00:05:08.000 --> 00:05:10.000]  我每次和猶太人傳福音,
[00:05:10.000 --> 00:05:12.000]  為什麼這麼少人相信呢?
[00:05:12.000 --> 00:05:14.000]  所以第二節
[00:05:14.000 --> 00:05:16.000]  他說我是大有憂愁,
[00:05:16.000 --> 00:05:18.000]  心裏常傷痛,
[00:05:18.000 --> 00:05:20.000]  為我的弟兄,即是猶太人,
[00:05:20.000 --> 00:05:22.000]  我骨肉之親,就是自己被
[00:05:22.000 --> 00:05:24.000]  就在與基督分離,我也願意,
[00:05:24.000 --> 00:05:26.000]  如果說得
[00:05:26.000 --> 00:05:28.000]  白一點,
[00:05:28.000 --> 00:05:30.000]  保羅好像說,如果我能夠
[00:05:30.000 --> 00:05:32.000]  我落地獄可以救到
[00:05:32.000 --> 00:05:34.000]  猶太人的話,
[00:05:34.000 --> 00:05:36.000]  那我不如落地獄,
[00:05:36.000 --> 00:05:38.000]  保羅知道這樣的說法
[00:05:38.000 --> 00:05:40.000]  是不對的,第一是不合神的
[00:05:40.000 --> 00:05:42.000]  道理,
[00:05:42.000 --> 00:05:44.000]  其他人的救恩不是要我們受苦的,
[00:05:44.000 --> 00:05:46.000]  第二件事也是
[00:05:46.000 --> 00:05:48.000]  不可能的事情,
[00:05:48.000 --> 00:05:50.000]  這裏看到保羅對他們
[00:05:50.000 --> 00:05:52.000]  他的同胞
[00:05:52.000 --> 00:05:54.000]  那種熱愛,
[00:05:54.000 --> 00:05:56.000]  其實也從
[00:05:56.000 --> 00:05:58.000]  另一個角度來看,也提醒
[00:05:58.000 --> 00:06:00.000]  我們,我們去愛
[00:06:00.000 --> 00:06:02.000]  我們的同胞,我們愛
[00:06:02.000 --> 00:06:04.000]  中國人是很應份的,
[00:06:04.000 --> 00:06:06.000]  我們努力和
[00:06:06.000 --> 00:06:08.000]  中國人傳福音,
[00:06:08.000 --> 00:06:10.000]  也是好事,
[00:06:10.000 --> 00:06:12.000]  或者應該做的事,
[00:06:12.000 --> 00:06:14.000]  無論道路有多艱難,
[00:06:14.000 --> 00:06:16.000]  現在國內有很多限制,
[00:06:16.000 --> 00:06:18.000]  但是我們也要努力
[00:06:18.000 --> 00:06:20.000]  去嘗試,
[00:06:20.000 --> 00:06:22.000]  這裏也提醒我們,其實一個愛國的
[00:06:22.000 --> 00:06:24.000]  情懷是很寶貴,
[00:06:24.000 --> 00:06:26.000]  甚至我們是一個中國人,
[00:06:26.000 --> 00:06:28.000]  不是意外,甚至保羅
[00:06:28.000 --> 00:06:30.000]  是一個猶太人,也不是一種意外,
[00:06:30.000 --> 00:06:32.000]  甚至你愛你的民族,
[00:06:32.000 --> 00:06:34.000]  不在乎那個國家民族
[00:06:34.000 --> 00:06:36.000]  很強盛,
[00:06:36.000 --> 00:06:38.000]  猶太人當然不是
[00:06:38.000 --> 00:06:40.000]  什麼強國,只是一個殖民地,
[00:06:40.000 --> 00:06:42.000]  只是羅馬帝國的一個殖民地,
[00:06:42.000 --> 00:06:44.000]  一個小小的
[00:06:44.000 --> 00:06:46.000]  族裔,不在乎
[00:06:46.000 --> 00:06:48.000]  我們的民族有多
[00:06:48.000 --> 00:06:50.000]  強大,也不在乎
[00:06:50.000 --> 00:06:52.000]  我們的民族的帶領人
[00:06:52.000 --> 00:06:54.000]  是好人還是壞人,
[00:06:54.000 --> 00:06:56.000]  因為當時猶太人的
[00:06:56.000 --> 00:06:58.000]  所謂的帶領人,就是那些
[00:06:58.000 --> 00:07:00.000]  法利塞人,保羅在
[00:07:00.000 --> 00:07:02.000]  猶太人裏面受了很多的苦,
[00:07:02.000 --> 00:07:04.000]  不過保羅沒有因此
[00:07:04.000 --> 00:07:06.000]  而恨惡他自己的宗族,
[00:07:06.000 --> 00:07:08.000]  他知道他的宗族和
[00:07:08.000 --> 00:07:10.000]  他的帶領人,他這個所謂
[00:07:10.000 --> 00:07:12.000]  有政治權柄的人
[00:07:12.000 --> 00:07:14.000]  好不好是沒有什麼關係,
[00:07:14.000 --> 00:07:16.000]  如果有另一個講座
[00:07:16.000 --> 00:07:18.000]  在這裏講這個所謂
[00:07:18.000 --> 00:07:20.000]  民族愛國之情的話,這裏
[00:07:20.000 --> 00:07:22.000]  也有些東西值得我們反思,
[00:07:22.000 --> 00:07:24.000]  不過今天不是要講這個題目,
[00:07:24.000 --> 00:07:26.000]  所以我們繼續去,
[00:07:26.000 --> 00:07:28.000]  第一到第五節基本上就是
[00:07:28.000 --> 00:07:30.000]  講了他那種對
[00:07:30.000 --> 00:07:32.000]  同胞的那份愛,
[00:07:32.000 --> 00:07:34.000]  第六節開始
[00:07:34.000 --> 00:07:36.000]  保羅就嘗試去
[00:07:36.000 --> 00:07:38.000]  解釋這個問題,
[00:07:38.000 --> 00:07:40.000]  我們應該怎樣去
[00:07:40.000 --> 00:07:42.000]  詮釋,或者其實保羅
[00:07:42.000 --> 00:07:44.000]  從頭到尾都沒有解釋
[00:07:44.000 --> 00:07:46.000]  為什麼當時的猶太人
[00:07:46.000 --> 00:07:48.000]  沒有接受福音,我想這也是
[00:07:48.000 --> 00:07:50.000]  不能解釋的事情,保羅嘗試
[00:07:50.000 --> 00:07:52.000]  給一種的詮釋,
[00:07:52.000 --> 00:07:54.000]  從我們信仰的角度
[00:07:54.000 --> 00:07:56.000]  我們應該怎樣去了解這件事,
[00:07:56.000 --> 00:07:58.000]  或者怎樣給這件事
[00:07:58.000 --> 00:08:00.000]  猶太人當時
[00:08:00.000 --> 00:08:02.000]  沒有信,其實今天的猶太人
[00:08:02.000 --> 00:08:04.000]  很多都未信耶穌,我們應該
[00:08:04.000 --> 00:08:06.000]  給他什麼意義呢,
[00:08:06.000 --> 00:08:08.000]  第六節保羅首先
[00:08:08.000 --> 00:08:10.000]  六到十八節可以講,然後就是
[00:08:10.000 --> 00:08:12.000]  保羅給的第一個答案,
[00:08:12.000 --> 00:08:14.000]  第一個答案首先他要強調
[00:08:14.000 --> 00:08:16.000]  不是神的話落了
[00:08:16.000 --> 00:08:18.000]  空,為什麼神的話
[00:08:18.000 --> 00:08:20.000]  當然是指舊約,
[00:08:20.000 --> 00:08:22.000]  第四節那裏講
[00:08:22.000 --> 00:08:24.000]  禮儀,
[00:08:24.000 --> 00:08:26.000]  法,約那些東西,
[00:08:26.000 --> 00:08:28.000]  猶太人
[00:08:28.000 --> 00:08:30.000]  當時沒有信耶穌,
[00:08:30.000 --> 00:08:32.000]  不代表神已經
[00:08:32.000 --> 00:08:34.000]  摒棄了,或者不理會
[00:08:34.000 --> 00:08:36.000]  舊約的應許,不代表
[00:08:36.000 --> 00:08:38.000]  神已經
[00:08:38.000 --> 00:08:40.000]  不再視猶太人
[00:08:40.000 --> 00:08:42.000]  是他的選民,保羅說
[00:08:42.000 --> 00:08:44.000]  不會這樣的,
[00:08:44.000 --> 00:08:46.000]  他不會將他
[00:08:46.000 --> 00:08:48.000]  講了的話取消,
[00:08:48.000 --> 00:08:50.000]  完全重新再來過,
[00:08:50.000 --> 00:08:52.000]  保羅接著
[00:08:52.000 --> 00:08:54.000]  去解釋,但是這個
[00:08:54.000 --> 00:08:56.000]  恩典之約,即是舊約
[00:08:56.000 --> 00:08:58.000]  都是一個恩典之約,但是這個恩典之約
[00:08:58.000 --> 00:09:00.000]  的對象不是所有
[00:09:00.000 --> 00:09:02.000]  血緣上
[00:09:02.000 --> 00:09:04.000]  是猶太人的人,就是猶太人,
[00:09:04.000 --> 00:09:06.000]  OK,神的
[00:09:06.000 --> 00:09:08.000]  恩典不是靠
[00:09:08.000 --> 00:09:10.000]  DNA去傳播的,神的
[00:09:10.000 --> 00:09:12.000]  恩典是靠什麼呢,靠減損,
[00:09:12.000 --> 00:09:14.000]  保羅接著
[00:09:14.000 --> 00:09:16.000]  就用這個沙拉,
[00:09:16.000 --> 00:09:18.000]  即是山爾薩的
[00:09:18.000 --> 00:09:20.000]  例子作為一個比喻,
[00:09:20.000 --> 00:09:22.000]  大家都
[00:09:22.000 --> 00:09:24.000]  如果讀舊約知道這個例子,
[00:09:24.000 --> 00:09:26.000]  就是阿伯拉罕
[00:09:26.000 --> 00:09:28.000]  老了,都沒有
[00:09:28.000 --> 00:09:30.000]  兒子,所以就找個妾
[00:09:30.000 --> 00:09:32.000]  跟他的妾
[00:09:32.000 --> 00:09:34.000]  同房,可以這樣說,
[00:09:34.000 --> 00:09:36.000]  其實都不是妾,
[00:09:36.000 --> 00:09:38.000]  不過當是妾,同房,
[00:09:38.000 --> 00:09:40.000]  於是妾就生了這個
[00:09:40.000 --> 00:09:42.000]  以實瑪利出來,不過
[00:09:42.000 --> 00:09:44.000]  這個耶和華就對
[00:09:44.000 --> 00:09:46.000]  阿伯拉罕說,但是以實瑪利
[00:09:46.000 --> 00:09:48.000]  不是你那個
[00:09:48.000 --> 00:09:50.000]  被揀選的後裔,
[00:09:50.000 --> 00:09:52.000]  所以是從
[00:09:52.000 --> 00:09:54.000]  以撒,
[00:09:54.000 --> 00:09:56.000]  即是他另外一個兒子,
[00:09:56.000 --> 00:09:58.000]  以撒的後代,這個才是
[00:09:58.000 --> 00:10:00.000]  阿伯拉罕
[00:10:00.000 --> 00:10:02.000]  真正的後裔,
[00:10:02.000 --> 00:10:04.000]  所以保羅就用這個
[00:10:04.000 --> 00:10:06.000]  例子去說,
[00:10:06.000 --> 00:10:08.000]  這就是說,肉身所生的兒女
[00:10:08.000 --> 00:10:10.000]  不是神的兒女,唯有
[00:10:10.000 --> 00:10:12.000]  唯獨那應許的兒女
[00:10:12.000 --> 00:10:14.000]  才是後裔,
[00:10:14.000 --> 00:10:16.000]  即是神的恩典
[00:10:16.000 --> 00:10:18.000]  不是一定按著血緣,
[00:10:18.000 --> 00:10:20.000]  即是以實瑪利都是
[00:10:20.000 --> 00:10:22.000]  有阿伯拉罕的DNA,
[00:10:22.000 --> 00:10:24.000]  不過他不是神揀選
[00:10:24.000 --> 00:10:26.000]  阿伯拉罕的後裔,
[00:10:26.000 --> 00:10:28.000]  這個
[00:10:28.000 --> 00:10:30.000]  都提醒我們,
[00:10:30.000 --> 00:10:32.000]  保羅首先你要明白,
[00:10:32.000 --> 00:10:34.000]  保羅強調這些事,某程度
[00:10:34.000 --> 00:10:36.000]  他是回應當時猶太人
[00:10:36.000 --> 00:10:38.000]  那種的
[00:10:38.000 --> 00:10:40.000]  自負,即是當時的猶太人
[00:10:40.000 --> 00:10:42.000]  會覺得因為他們
[00:10:42.000 --> 00:10:44.000]  是有阿伯拉罕的
[00:10:44.000 --> 00:10:46.000]  血緣,因為他們有
[00:10:46.000 --> 00:10:48.000]  舊約的律法,他們懂得舊約的律法,
[00:10:48.000 --> 00:10:50.000]  所以他們就比
[00:10:50.000 --> 00:10:52.000]  其他的人,
[00:10:52.000 --> 00:10:54.000]  外邦的人更加優越,
[00:10:54.000 --> 00:10:56.000]  如果你看福音書都知道,
[00:10:56.000 --> 00:10:58.000]  有一段耶穌就說,
[00:10:58.000 --> 00:11:00.000]  主人的食物
[00:11:00.000 --> 00:11:02.000]  是不會給狗吃的,
[00:11:02.000 --> 00:11:04.000]  其實耶穌那裡是
[00:11:04.000 --> 00:11:06.000]  引用當時猶太人的
[00:11:06.000 --> 00:11:08.000]  說法,覺得外邦人
[00:11:08.000 --> 00:11:10.000]  好像狗,記住
[00:11:10.000 --> 00:11:12.000]  猶太人看狗就不像我們看狗,
[00:11:12.000 --> 00:11:14.000]  很可愛,記住
[00:11:14.000 --> 00:11:16.000]  這些是流浪狗,
[00:11:16.000 --> 00:11:18.000]  看外邦人是不好的東西,
[00:11:18.000 --> 00:11:20.000]  保羅
[00:11:20.000 --> 00:11:22.000]  首先這裡要解構
[00:11:22.000 --> 00:11:24.000]  猶太人的想法,覺得
