
[00:00:00.000 --> 00:00:08.040]  今天早上能夠見到大家回來崇拜是一個恩典
[00:00:08.040 --> 00:00:12.800]  請大家為香港祈禱
[00:00:12.800 --> 00:00:17.880]  我相信我們人無能為力
[00:00:17.880 --> 00:00:23.120]  我們只能夠在禱告裏面托著香港
[00:00:23.120 --> 00:00:27.480]  剛剛過去的十月一號
[00:00:27.480 --> 00:00:31.920]  我和幾位會友連同一班義工
[00:00:31.920 --> 00:00:39.160]  大概有十個人去了石壁監獄探訪
[00:00:39.160 --> 00:00:42.840]  我和一些弟兄姐妹和幾個義工
[00:00:42.840 --> 00:00:46.240]  大概十個人到石壁監獄那裏去探訪
[00:00:46.240 --> 00:00:49.800]  那裏被視為一個高度設防的監獄
[00:00:49.800 --> 00:00:53.440]  那裏被視為一個高度設防的監獄
[00:00:53.440 --> 00:00:56.200]  事前負責人李牧師跟我們說
[00:00:56.200 --> 00:01:01.000]  裏面都是終身犯或坐監超過二十年以上的人
[00:01:01.000 --> 00:01:03.840]  事前負責人李牧師告訴我們當中
[00:01:03.840 --> 00:01:05.400]  都是一些重犯
[00:01:05.400 --> 00:01:08.640]  坐監獄超過二十年的一些監犯
[00:01:08.640 --> 00:01:10.680]  所以我們要進去
[00:01:10.680 --> 00:01:14.880]  我們都數不清經過多少條鐵門才能進去
[00:01:14.880 --> 00:01:16.680]  所以我們進去的時候都數不清
[00:01:16.680 --> 00:01:19.320]  經過多少條鐵門才能進去
[00:01:19.320 --> 00:01:23.800]  突然間處身監獄風雲的電影情節裏面
[00:01:23.800 --> 00:01:27.520]  突然好像出生在監獄風雲電影的處境裏面
[00:01:27.520 --> 00:01:31.240]  見到一些朋友穿著咖啡色的綢衣
[00:01:31.240 --> 00:01:33.480]  看到一些朋友穿著咖啡色的綢衣
[00:01:33.480 --> 00:01:37.120]  有些沒有穿上衣的露出很多紋身
[00:01:37.120 --> 00:01:39.840]  有的沒有穿上衣就露出很多紋身
[00:01:39.840 --> 00:01:42.520]  可能他們沒有唱《人生於世上》
[00:01:42.520 --> 00:01:44.160]  有幾個沒有唱那些歌
[00:01:44.160 --> 00:01:46.560]  當然他們沒有唱剛才牧師唱的那首歌
[00:01:46.560 --> 00:01:51.040]  我們在一個很小的房間改建的一個宗教室裏面
[00:01:51.040 --> 00:01:53.160]  我們在一個很小的房間裏面
[00:01:53.160 --> 00:01:55.440]  改建成一個宗教式的房間裏面
[00:01:55.440 --> 00:01:57.760]  陸續來了大概有四十位的朋友
[00:01:57.760 --> 00:02:00.440]  陸續來了大概四十位的朋友
[00:02:00.440 --> 00:02:02.480]  我們聚會的時候是鎖上的
[00:02:02.480 --> 00:02:04.400]  我們聚會的時候門是鎖上的
[00:02:04.400 --> 00:02:08.360]  就是說那些朋友和我們十個義工一起鎖在房間裏面
[00:02:08.360 --> 00:02:10.520]  就是那些朋友跟我們這十位義工
[00:02:10.520 --> 00:02:12.680]  我們是鎖在一間房間裏面
[00:02:12.680 --> 00:02:18.360]  漢明就好像湛美之泉上了身那樣
[00:02:18.360 --> 00:02:20.800]  漢明就好像湛美之泉上了身那樣
[00:02:20.800 --> 00:02:24.400]  就是戴京斑
[00:02:24.400 --> 00:02:30.120]  我們的義工和那些酋友臨時組成了一個樂隊在那裏和唱
[00:02:30.120 --> 00:02:35.680]  我們的義工和那些酋友臨時組成了一個樂隊在那裏合唱
[00:02:35.680 --> 00:02:39.920]  你很難想像一個最沒有自由的地方
[00:02:39.920 --> 00:02:41.840]  我們卻是可以自由的敬拜主
[00:02:41.840 --> 00:02:44.400]  你很難想像一個最沒有自由的地方
[00:02:44.400 --> 00:02:46.280]  我們卻是可以自由的敬拜上帝
