
[00:00:00.000 --> 00:00:06.000]  我們這幾個月會思想《傳道書》
[00:00:06.000 --> 00:00:10.000]  《傳道書》在聖經的中間
[00:00:10.000 --> 00:00:12.000]  聖經有五卷書
[00:00:12.000 --> 00:00:15.000]  叫做《詩歌智慧書》
[00:00:15.000 --> 00:00:17.000]  由約伯記詩篇
[00:00:17.000 --> 00:00:20.000]  針研《傳道雅歌》
[00:00:20.000 --> 00:00:23.000]  我們叫做《詩歌智慧書》
[00:00:23.000 --> 00:00:25.000]  《詩歌》是一種體材
[00:00:25.000 --> 00:00:30.000]  這種體材是一種詩歌的體材平衡的
[00:00:30.000 --> 00:00:33.000]  當你看到很多平衡的表達
[00:00:33.000 --> 00:00:36.000]  那個訊息的時候
[00:00:36.000 --> 00:00:39.000]  我們就說這個是用詩歌體材
[00:00:39.000 --> 00:00:41.000]  接著內容
[00:00:41.000 --> 00:00:43.000]  智慧是什麼意思呢?
[00:00:43.000 --> 00:00:45.000]  智慧是告訴我們
[00:00:45.000 --> 00:00:47.000]  每一個基督徒
[00:00:47.000 --> 00:00:49.000]  一個敬畏神的人
[00:00:49.000 --> 00:00:51.000]  我們看事物的眼光
[00:00:51.000 --> 00:00:53.000]  是什麼眼光呢?
[00:00:53.000 --> 00:00:58.000]  聖經說這是一個智慧的人看事物
[00:00:58.000 --> 00:01:00.000]  所以換句話來說
[00:01:00.000 --> 00:01:02.000]  當你來到去
[00:01:02.000 --> 00:01:07.000]  透過讀聖經的時候
[00:01:07.000 --> 00:01:10.000]  你會得著人生的智慧
[00:01:10.000 --> 00:01:15.000]  在我們人生種種的際遇裡面
[00:01:15.000 --> 00:01:18.000]  究竟我們用什麼態度
[00:01:18.000 --> 00:01:20.000]  用什麼眼光
[00:01:20.000 --> 00:01:22.000]  用什麼角度去看呢?
[00:01:22.000 --> 00:01:26.000]  這個就給你人生的智慧
[00:01:26.000 --> 00:01:30.000]  所以今天和大家來思想
[00:01:30.000 --> 00:01:34.000]  特別傳道書給我們人生的智慧
[00:01:34.000 --> 00:01:37.000]  這種智慧在哪裡產生出來呢?
[00:01:37.000 --> 00:01:39.000]  今天我們思想一個問題
[00:01:39.000 --> 00:01:42.000]  就是世界不平時
[00:01:42.000 --> 00:01:45.000]  我不知道大家喜不喜歡看劇集
[00:01:45.000 --> 00:01:48.000]  很多時候我自己
[00:01:48.000 --> 00:01:50.000]  都很喜歡看劇集
[00:01:50.000 --> 00:01:52.000]  特別年輕的時候
[00:01:52.000 --> 00:01:54.000]  經常看電影
[00:01:54.000 --> 00:01:56.000]  很喜歡看劇集
[00:01:56.000 --> 00:01:59.000]  我們看劇集最重要的是
[00:01:59.000 --> 00:02:01.000]  看它怎樣結局
[00:02:01.000 --> 00:02:03.000]  你不知道吧
[00:02:03.000 --> 00:02:05.000]  看它怎樣結局
[00:02:05.000 --> 00:02:07.000]  先一派雷霆掃蕩
[00:02:07.000 --> 00:02:09.000]  不知道你滿不滿意結局
[00:02:09.000 --> 00:02:11.000]  有網民說不滿意
[00:02:11.000 --> 00:02:13.000]  我不知道你怎樣看
[00:02:13.000 --> 00:02:16.000]  或者你有沒有看過大太監
[00:02:16.000 --> 00:02:19.000]  我不知道你看大太監的時候
[00:02:19.000 --> 00:02:21.000]  你有什麼感受
[00:02:21.000 --> 00:02:24.000]  李賢英是好人還是壞人?
[00:02:24.000 --> 00:02:27.000]  你覺得是好人還是壞人?
[00:02:27.000 --> 00:02:31.000]  你心目中的李賢英是壞人還是好人?
[00:02:31.000 --> 00:02:32.000]  壞人!
[00:02:32.000 --> 00:02:37.000]  電視的李賢英是壞人還是好人?
[00:02:37.000 --> 00:02:40.000]  你可能越看越激氣
[00:02:40.000 --> 00:02:44.000]  為什麼好像有人寫
[00:02:44.000 --> 00:02:47.000]  為什麼好像李賢英
[00:02:47.000 --> 00:02:50.000]  手工手法正義凜然
[00:02:50.000 --> 00:02:52.000]  可歌可泣
[00:02:52.000 --> 00:02:54.000]  一個這樣的人物
[00:02:54.000 --> 00:02:55.000]  你越看越激氣
[00:02:55.000 --> 00:02:58.000]  人人都好喜歡聽故事
[00:02:58.000 --> 00:03:00.000]  你聽故事
[00:03:00.000 --> 00:03:04.000]  你最重要是聽結局
[00:03:04.000 --> 00:03:07.000]  是不是大團圓結局呢?
[00:03:07.000 --> 00:03:14.000]  這個結局是不是將我們心裡的價值
[00:03:14.000 --> 00:03:17.000]  都凸顯了呢?
[00:03:17.000 --> 00:03:19.000]  你心裡有什麼價值?
[00:03:19.000 --> 00:03:22.000]  你心裡有什麼價值?
[00:03:22.000 --> 00:03:25.000]  我不知道你有沒有看過這個故事
[00:03:25.000 --> 00:03:26.000]  有沒有?
[00:03:26.000 --> 00:03:29.000]  這個是什麼故事?
[00:03:29.000 --> 00:03:33.000]  這個故事是灰姑娘
[00:03:33.000 --> 00:03:35.000]  灰姑娘
[00:03:35.000 --> 00:03:38.000]  大家講過給細蚊仔聽沒有?
[00:03:38.000 --> 00:03:39.000]  講過了是不是?
[00:03:39.000 --> 00:03:44.000]  講到一個很漂亮的女孩子
[00:03:44.000 --> 00:03:45.000]  她有繼母
[00:03:45.000 --> 00:03:46.000]  有兩個姐姐
[00:03:46.000 --> 00:03:47.000]  但是對她都不好
[00:03:47.000 --> 00:03:49.000]  經常受她欺壓
[00:03:49.000 --> 00:03:50.000]  做很粗重的事
[00:03:50.000 --> 00:03:54.000]  有一天王子開了一個舞會
[00:03:54.000 --> 00:03:57.000]  邀請全城的女士去參加
[00:03:57.000 --> 00:04:00.000]  但是繼母不讓灰姑娘去
[00:04:00.000 --> 00:04:03.000]  不讓灰姑娘去
[00:04:03.000 --> 00:04:09.000]  不過有一個仙女出現
[00:04:09.000 --> 00:04:12.000]  將她變成千金小姐
[00:04:12.000 --> 00:04:14.000]  這個仙女對她說
[00:04:14.000 --> 00:04:19.000]  你最重要是半夜要走
[00:04:19.000 --> 00:04:24.000]  否則一切就會全部變回原形
[00:04:24.000 --> 00:04:26.000]  答正十二點
[00:04:26.000 --> 00:04:27.000]  走都走不及
[00:04:27.000 --> 00:04:29.000]  留下了水晶鞋
[00:04:29.000 --> 00:04:30.000]  過了半夜
[00:04:30.000 --> 00:04:32.000]  一切回復正常
[00:04:32.000 --> 00:04:36.000]  我想當我們聽到這樣的情況發生
[00:04:36.000 --> 00:04:39.000]  可能我們都覺得不是最好的
[00:04:39.000 --> 00:04:40.000]  但沒有關係
[00:04:40.000 --> 00:04:43.000]  因為這個已經講明了
[00:04:43.000 --> 00:04:47.000]  最重要是最後穿了水晶鞋
[00:04:47.000 --> 00:04:49.000]  穿合她的腳
[00:04:49.000 --> 00:04:52.000]  為什麼你這麼喜歡這個結局呢?
[00:04:52.000 --> 00:04:56.000]  因為公義嘛
[00:04:56.000 --> 00:04:59.000]  好人有好報嘛
[00:04:59.000 --> 00:05:00.000]  對不對?
[00:05:00.000 --> 00:05:02.000]  如果這個結局不是這樣的
[00:05:02.000 --> 00:05:04.000]  故事的結束原來
[00:05:04.000 --> 00:05:08.000]  她那惡毒的姐姐穿合了
[00:05:08.000 --> 00:05:10.000]  你會怎樣呢?
[00:05:10.000 --> 00:05:11.000]  你會覺得怎樣呢?
[00:05:11.000 --> 00:05:12.000]  如果這個結局
[00:05:12.000 --> 00:05:14.000]  你不會講的了
[00:05:14.000 --> 00:05:15.000]  對不對?
[00:05:15.000 --> 00:05:16.000]  這樣的結局
[00:05:16.000 --> 00:05:17.000]  講不講呢?
[00:05:17.000 --> 00:05:19.000]  當然不講了
[00:05:19.000 --> 00:05:20.000]  告訴女兒
[00:05:20.000 --> 00:05:23.000]  好人沒有好報
[00:05:23.000 --> 00:05:26.000]  那你一定不喜歡這個結局
[00:05:26.000 --> 00:05:27.000]  為什麼呢?
[00:05:27.000 --> 00:05:31.000]  因為童話故事滿足我們最核心的價值
[00:05:31.000 --> 00:05:33.000]  公義
[00:05:33.000 --> 00:05:35.000]  你喜歡看這個故事嗎?
[00:05:35.000 --> 00:05:37.000]  這個什麼?
[00:05:37.000 --> 00:05:38.000]  這個什麼?
[00:05:38.000 --> 00:05:39.000]  羅賓漢
[00:05:39.000 --> 00:05:43.000]  羅賓漢對什麼叫做對
[00:05:43.000 --> 00:05:45.000]  什麼叫做錯
[00:05:45.000 --> 00:05:47.000]  有時候都很模糊
[00:05:47.000 --> 00:05:49.000]  不過羅賓漢是什麼呢?
[00:05:49.000 --> 00:05:51.000]  羅賓漢是一個俠盜
[00:05:51.000 --> 00:05:54.000]  其實他是一個通緝犯
[00:05:54.000 --> 00:05:57.000]  不過你喜歡聽這個故事不是喜歡聽他通緝犯
[00:05:57.000 --> 00:05:59.000]  你喜歡什麼呢?
[00:05:59.000 --> 00:06:01.000]  劫富濟貧
[00:06:01.000 --> 00:06:03.000]  劫富濟貧是什麼呢?
[00:06:03.000 --> 00:06:07.000]  是將壞人的東西搶奪
[00:06:07.000 --> 00:06:09.000]  這個不對的手段
[00:06:09.000 --> 00:06:12.000]  不過他能夠重新分配財產
[00:06:12.000 --> 00:06:15.000]  叫有適合的人
[00:06:15.000 --> 00:06:17.000]  有需要的人
[00:06:17.000 --> 00:06:19.000]  可以得到幫助
[00:06:19.000 --> 00:06:21.000]  我們貧富預算解決了
[00:06:21.000 --> 00:06:23.000]  你最中聽
[00:06:23.000 --> 00:06:25.000]  就是能夠公義
[00:06:25.000 --> 00:06:27.000]  能夠得到彰顯
[00:06:27.000 --> 00:06:30.000]  但是如果這個不是那個結局
[00:06:30.000 --> 00:06:32.000]  換成另一個結局你會怎樣呢?
[00:06:32.000 --> 00:06:37.000]  原來羅賓漢有個瑞士戶口
[00:06:37.000 --> 00:06:40.000]  原來有隱藏資產
[00:06:40.000 --> 00:06:42.000]  這個結局呢
[00:06:42.000 --> 00:06:45.000]  如果是這樣結局你會怎樣呢?
[00:06:45.000 --> 00:06:47.000]  這個叫垃圾
[00:06:47.000 --> 00:06:52.000]  你會覺得這個不是你想要的結局
[00:06:52.000 --> 00:06:56.000]  我們都很喜歡大團圓結局
[00:06:56.000 --> 00:07:00.000]  有位牧師說苦難叫人難受
[00:07:00.000 --> 00:07:04.000]  但是不公義更叫人憤怒
[00:07:04.000 --> 00:07:07.000]  每一次當我看電影的時候
[00:07:07.000 --> 00:07:11.000]  我都很盼望大團圓結局
[00:07:11.000 --> 00:07:14.000]  所以從小我看電影
[00:07:14.000 --> 00:07:17.000]  看到這兩個人他要怎樣結局呢?
[00:07:17.000 --> 00:07:19.000]  你要怎樣結局呢?
[00:07:19.000 --> 00:07:21.000]  看到這兩個人
[00:07:21.000 --> 00:07:27.000]  最後曹達華都應該要贏
[00:07:27.000 --> 00:07:29.000]  要捉到賊
[00:07:29.000 --> 00:07:30.000]  他代表什麼呢?
[00:07:30.000 --> 00:07:31.000]  代表好人
[00:07:31.000 --> 00:07:33.000]  石堅代表什麼呢?
[00:07:33.000 --> 00:07:34.000]  是奸的
[00:07:34.000 --> 00:07:36.000]  最後他要怎樣呢?
[00:07:36.000 --> 00:07:38.000]  他要死的
[00:07:38.000 --> 00:07:40.000]  如果他不死就慘了
[00:07:40.000 --> 00:07:42.000]  世界大亂
[00:07:42.000 --> 00:07:44.000]  你是不是想呢?
[00:07:44.000 --> 00:07:48.000]  這個是我們裏面那種價值
[00:07:48.000 --> 00:07:51.000]  但是現實是不是這樣呢?
[00:07:51.000 --> 00:07:53.000]  現實這個世界是不是這樣呢?
[00:07:53.000 --> 00:07:54.000]  你想一想
[00:07:54.000 --> 00:07:56.000]  現實的世界是不是這樣呢?
[00:07:56.000 --> 00:08:01.000]  現實的世界就好像傳道者所描述的這個世界
[00:08:01.000 --> 00:08:07.000]  現實的世界就是傳道者描述的這個世界
[00:08:07.000 --> 00:08:11.000]  傳道者去觀察這個世界是怎樣呢?
[00:08:11.000 --> 00:08:14.000]  他說我又看到在日光之下
[00:08:14.000 --> 00:08:16.000]  看到世界上發生的事
[00:08:16.000 --> 00:08:18.000]  他說在審判之處有奸惡
[00:08:18.000 --> 00:08:21.000]  在公義之處又有奸惡
[00:08:21.000 --> 00:08:26.000]  傳道者其實是在觀察、分析
[00:08:26.000 --> 00:08:29.000]  去問很多問題
[00:08:29.000 --> 00:08:33.000]  他發現世界上有很多不公道、不公義的事
[00:08:33.000 --> 00:08:36.000]  這些不公義的事比比皆是
[00:08:36.000 --> 00:08:38.000]  我記得十幾年前
[00:08:38.000 --> 00:08:40.000]  我去一個好像是一個屋邨
[00:08:40.000 --> 00:08:43.000]  一個很小的酒樓、餐廳
[00:08:43.000 --> 00:08:46.000]  這個這麼小的酒樓、餐廳
[00:08:46.000 --> 00:08:50.000]  竟然餐前會給你一個餐前小食
[00:08:50.000 --> 00:08:52.000]  那天我不舒服
