
[00:00:00.000 --> 00:00:02.000]  我請大家和我一起同心祈禱
[00:00:02.000 --> 00:00:12.000]  主啊,祢的說話是靈,是生命
[00:00:12.000 --> 00:00:15.000]  祢曾經用祢的說話創造天地
[00:00:15.000 --> 00:00:20.000]  又用祢的說話來拯救生命
[00:00:20.000 --> 00:00:26.000]  主啊,我們何等需要祢自己的真道進入我們的生命當中
[00:00:27.000 --> 00:00:33.000]  所以主,求祢施您民賜下祢的真道,讓我們心靈靈壽
[00:00:33.000 --> 00:00:42.000]  求祢賜給我們好像一顆種子落在柔和的土地,能夠去靈壽
[00:00:42.000 --> 00:00:47.000]  讓祢的道在我們生命中可以紮根,可以結果
[00:00:47.000 --> 00:00:51.000]  主啊,我們等候祢,讓我們再次賜下祢的恩賢
[00:00:51.000 --> 00:00:54.000]  讓我們一同在祢面前蒙受恩惠
[00:00:55.000 --> 00:01:00.000]  我們仰望祈禱,奉耶穌基督,聖名祈求,阿們
[00:01:25.000 --> 00:01:30.000]  在香港,講述對英國的世代是一個沒有忠信的世代
[00:01:30.000 --> 00:01:37.000]  這個世界越來越少人願意按他的承諾走出來
[00:01:37.000 --> 00:01:44.000]  我們其實有很多體驗,這個世界很多人不再能夠有信用
[00:01:44.000 --> 00:01:52.000]  曾經可以言之鑿鑿地承諾一些事,但是可以隔天就推翻
[00:01:53.000 --> 00:01:58.000]  這些山盟海誓的毀身,但是很快就放棄了
[00:01:58.000 --> 00:02:05.000]  很多人在社會上很多交往裡面,很多生意或者一些交往
[00:02:05.000 --> 00:02:11.000]  就會盡量寫下一些契約,寫下很多不同的條款
[00:02:11.000 --> 00:02:14.000]  希望能夠保證自己不會損失
[00:02:14.000 --> 00:02:22.000]  於是你會發覺今天在社會上很多不同的契約,合約都會越來越長
[00:02:23.000 --> 00:02:28.000]  又發覺漏了一樣,他都會反悔,漏了一些他都會改變
[00:02:28.000 --> 00:02:36.000]  因此很多契約越來越長,但都不能夠保證對方一定按照承諾做出來
[00:02:36.000 --> 00:02:40.000]  因此後果就是越來越多法律的訴訟
[00:02:40.000 --> 00:02:45.000]  很多不同的案件提上去,很複雜
[00:02:45.000 --> 00:02:50.000]  有人用很多方法嘗試來改變曾經有的承諾
[00:02:51.000 --> 00:02:55.000]  有人說這種情況是一種叫做不負責任的個人主義
[00:02:55.000 --> 00:02:58.000]  是充斥著這個社會
[00:02:58.000 --> 00:03:03.000]  或者說我突然間感受不好,突然間不是很開心
[00:03:03.000 --> 00:03:06.000]  所以對不起,那些事情不做了
[00:03:06.000 --> 00:03:10.000]  很容易就會按照自己的情緒,自己的感受
[00:03:10.000 --> 00:03:16.000]  就會改變了自己的承諾,產生了很多背信的事情
[00:03:17.000 --> 00:03:21.000]  當我們回顧這些我們所經歷的社會情況的時候
[00:03:21.000 --> 00:03:26.000]  都會很明白為什麼上帝在《瑪麗基書》特別強調一件事情
[00:03:26.000 --> 00:03:30.000]  就是我們屬神的人要守忠信
[00:03:30.000 --> 00:03:36.000]  要忠誠待人,更加是忠心對神
[00:03:36.000 --> 00:03:41.000]  聖經講到一位上帝,他本身是一位信實的上帝
