
[00:00:00.000 --> 00:00:02.120]  一百年其實是不是很長呢
[00:00:02.120 --> 00:00:04.200]  一百年其實也不算很長
[00:00:04.200 --> 00:00:07.400]  如果你說耶穌基督的教會
[00:00:07.400 --> 00:00:12.560]  這個歷史從何時開始
[00:00:12.560 --> 00:00:15.080]  就是由耶穌基督復活升天之後
[00:00:15.080 --> 00:00:17.600]  地上的教會就成立了
[00:00:17.600 --> 00:00:19.480]  從那時候開始算到現在
[00:00:19.480 --> 00:00:22.360]  大概二千年了
[00:00:22.360 --> 00:00:24.440]  你有沒有發現這二千年來
[00:00:24.440 --> 00:00:29.800]  教會是沒有停過在運作和發展的
[00:00:29.800 --> 00:00:31.600]  你知不知道形勢是怎樣的呢
[00:00:31.600 --> 00:00:35.960]  我現在放一段影片給大家看
[00:00:35.960 --> 00:00:44.880]  留意白色那些就是基督教的傳遞
[00:00:59.800 --> 00:01:05.800]  基督教傳遞的影片是在二十年代的第一集中出現的
[00:01:05.800 --> 00:01:08.800]  在二十年代的第一集中出現的
[00:01:08.800 --> 00:01:11.800]  在二十年代的第一集中出現的
[00:01:11.800 --> 00:01:14.800]  在二十年代的第一集中出現的
[00:01:14.800 --> 00:01:17.800]  在二十年代的第一集中出現的
[00:01:17.800 --> 00:01:20.800]  在二十年代的第一集中出現的
[00:01:20.800 --> 00:01:23.800]  在二十年代的第一集中出現的
[00:01:23.800 --> 00:01:26.800]  在二十年代的第一集中出現的
[00:01:26.800 --> 00:01:29.800]  在二十年代的第一集中出現的
[00:01:29.800 --> 00:01:32.800]  在二十年代的第一集中出現的
[00:01:32.800 --> 00:01:35.800]  在二十年代的第一集中出現的
[00:01:35.800 --> 00:01:38.800]  在二十年代的第一集中出現的
[00:01:38.800 --> 00:01:41.800]  在二十年代的第一集中出現的
[00:01:41.800 --> 00:01:44.800]  在二十年代的第一集中出現的
[00:01:44.800 --> 00:01:47.800]  在二十年代的第一集中出現的
[00:01:47.800 --> 00:01:50.800]  在二十年代的第一集中出現的
[00:01:50.800 --> 00:01:53.800]  在二十年代的第一集中出現的
[00:01:53.800 --> 00:01:56.800]  在二十年代的第一集中出現的
[00:01:56.800 --> 00:01:59.800]  在二十年代的第一集中出現的
[00:01:59.800 --> 00:02:02.800]  在二十年代的第一集中出現的
[00:02:02.800 --> 00:02:05.800]  在二十年代的第一集中出現的
[00:02:05.800 --> 00:02:08.800]  在二十年代的第一集中出現的
[00:02:08.800 --> 00:02:11.800]  在二十年代的第一集中出現的
[00:02:11.800 --> 00:02:14.800]  在二十年代的第一集中出現的
[00:02:14.800 --> 00:02:17.800]  在二十年代的第一集中出現的
[00:02:17.800 --> 00:02:20.800]  在二十年代的第一集中出現的
[00:02:20.800 --> 00:02:23.800]  在二十年代的第一集中出現的
[00:02:23.800 --> 00:02:26.800]  在二十年代的第一集中出現的
[00:02:26.800 --> 00:02:29.800]  在二十年代的第一集中出現的
[00:02:29.800 --> 00:02:32.800]  在二十年代的第一集中出現的
[00:02:32.800 --> 00:02:35.800]  在二十年代的第一集中出現的
[00:02:35.800 --> 00:02:38.800]  在二十年代的第一集中出現的
[00:02:38.800 --> 00:02:41.800]  在二十年代的第一集中出現的
[00:02:41.800 --> 00:02:44.800]  在二十年代的第一集中出現的
[00:02:44.800 --> 00:02:47.800]  在二十年代的第一集中出現的
[00:02:47.800 --> 00:02:50.800]  在二十年代的第一集中出現的
[00:02:50.800 --> 00:02:53.800]  在二十年代的第一集中出現的
[00:02:53.800 --> 00:02:56.800]  在二十年代的第一集中出現的
[00:02:56.800 --> 00:02:59.800]  在二十年代的第一集中出現的
[00:02:59.800 --> 00:03:02.800]  在二十年代的第一集中出現的
[00:03:02.800 --> 00:03:05.800]  在二十年代的第一集中出現的
[00:03:05.800 --> 00:03:08.800]  在二十年代的第一集中出現的
[00:03:08.800 --> 00:03:11.800]  在二十年代的第一集中出現的
[00:03:11.800 --> 00:03:14.800]  在二十年代的第一集中出現的
[00:03:14.800 --> 00:03:17.800]  在二十年代的第一集中出現的
[00:03:17.800 --> 00:03:20.800]  在二十年代的第一集中出現的
[00:03:20.800 --> 00:03:23.800]  在二十年代的第一集中出現的
[00:03:23.800 --> 00:03:26.800]  在二十年代的第一集中出現的
[00:03:26.800 --> 00:03:29.800]  在二十年代的第一集中出現的
[00:03:29.800 --> 00:03:32.800]  在二十年代的第一集中出現的
[00:03:32.800 --> 00:03:35.800]  在二十年代的第一集中出現的
[00:03:35.800 --> 00:03:38.800]  在二十年代的第一集中出現的
[00:03:38.800 --> 00:03:41.800]  在二十年代的第一集中出現的
[00:03:41.800 --> 00:03:44.800]  在二十年代的第一集中出現的
[00:03:44.800 --> 00:03:47.800]  在二十年代的第一集中出現的
[00:03:47.800 --> 00:03:50.800]  在二十年代的第一集中出現的
[00:03:50.800 --> 00:03:53.800]  在二十年代的第一集中出現的
[00:03:53.800 --> 00:03:56.800]  在二十年代的第一集中出現的
[00:03:56.800 --> 00:03:59.800]  在二十年代的第一集中出現的
[00:03:59.800 --> 00:04:02.800]  在二十年代的第一集中出現的
[00:04:02.800 --> 00:04:05.800]  在二十年代的第一集中出現的
[00:04:05.800 --> 00:04:08.800]  在二十年代的第一集中出現的
[00:04:08.800 --> 00:04:11.800]  在二十年代的第一集中出現的
[00:04:11.800 --> 00:04:14.800]  在二十年代的第一集中出現的
[00:04:14.800 --> 00:04:17.800]  在二十年代的第一集中出現的
[00:04:17.800 --> 00:04:20.800]  在二十年代的第一集中出現的
[00:04:20.800 --> 00:04:23.800]  在二十年代的第一集中出現的
[00:04:23.800 --> 00:04:26.800]  在二十年代的第一集中出現的
[00:04:26.800 --> 00:04:29.800]  在二十年代的第一集中出現的
[00:04:29.800 --> 00:04:32.800]  在二十年代的第一集中出現的
[00:04:32.800 --> 00:04:38.800]  在二十年代的第一集中出現的
[00:04:38.800 --> 00:04:41.800]  在二十年代的第一集中出現的
[00:04:41.800 --> 00:04:44.800]  在二十年代的第一集中出現的
[00:04:44.800 --> 00:04:47.800]  在二十年代的第一集中出現的
[00:04:47.800 --> 00:04:50.800]  在二十年代的第一集中出現的
[00:04:50.800 --> 00:04:53.800]  在二十年代的第一集中出現的
[00:04:53.800 --> 00:04:56.800]  在二十年代的第一集中出現的
[00:04:56.800 --> 00:04:59.800]  在二十年代的第一集中出現的
[00:04:59.800 --> 00:05:02.800]  在二十年代的第一集中出現的
[00:05:02.800 --> 00:05:05.800]  在二十年代的第一集中出現的
[00:05:05.800 --> 00:05:08.800]  在二十年代的第一集中出現的
[00:05:08.800 --> 00:05:11.800]  在二十年代的第一集中出現的
[00:05:11.800 --> 00:05:14.800]  在二十年代的第一集中出現的
[00:05:14.800 --> 00:05:17.800]  在二十年代的第一集中出現的
[00:05:17.800 --> 00:05:20.800]  在二十年代的第一集中出現的
[00:05:20.800 --> 00:05:23.800]  在二十年代的第一集中出現的
[00:05:23.800 --> 00:05:26.800]  在二十年代的第一集中出現的
[00:05:26.800 --> 00:05:29.800]  在二十年代的第一集中出現的
[00:05:29.800 --> 00:05:32.800]  在二十年代的第一集中出現的
[00:05:32.800 --> 00:05:35.800]  在二十年代的第一集中出現的
[00:05:35.800 --> 00:05:38.800]  在二十年代的第一集中出現的
[00:05:38.800 --> 00:05:41.800]  在二十年代的第一集中出現的
[00:05:41.800 --> 00:05:44.800]  在二十年代的第一集中出現的
[00:05:44.800 --> 00:05:47.800]  在二十年代的第一集中出現的
[00:05:47.800 --> 00:05:50.800]  在二十年代的第一集中出現的
[00:05:50.800 --> 00:05:53.800]  在二十年代的第一集中出現的
[00:05:53.800 --> 00:05:56.800]  在二十年代的第一集中出現的
[00:05:56.800 --> 00:05:59.800]  在二十年代的第一集中出現的
[00:05:59.800 --> 00:06:02.800]  在二十年代的第一集中出現的
[00:06:02.800 --> 00:06:05.800]  在二十年代的第一集中出現的
[00:06:05.800 --> 00:06:08.800]  在二十年代的第一集中出現的
[00:06:08.800 --> 00:06:11.800]  在二十年代的第一集中出現的
[00:06:11.800 --> 00:06:14.800]  在二十年代的第一集中出現的
[00:06:14.800 --> 00:06:17.800]  在二十年代的第一集中出現的
[00:06:17.800 --> 00:06:20.800]  在二十年代的第一集中出現的
[00:06:20.800 --> 00:06:23.800]  在二十年代的第一集中出現的
[00:06:23.800 --> 00:06:26.800]  在二十年代的第一集中出現的
[00:06:26.800 --> 00:06:29.800]  在二十年代的第一集中出現的
[00:06:29.800 --> 00:06:32.800]  在二十年代的第一集中出現的
[00:06:32.800 --> 00:06:35.800]  在二十年代的第一集中出現的
[00:06:35.800 --> 00:06:38.800]  在二十年代的第一集中出現的
[00:06:38.800 --> 00:06:41.800]  在二十年代的第一集中出現的
[00:06:41.800 --> 00:06:44.800]  在二十年代的第一集中出現的
[00:06:44.800 --> 00:06:47.800]  在二十年代的第一集中出現的
[00:06:47.800 --> 00:06:50.800]  在二十年代的第一集中出現的
[00:06:50.800 --> 00:06:53.800]  在二十年代的第一集中出現的
[00:06:53.800 --> 00:06:56.800]  在二十年代的第一集中出現的
[00:06:56.800 --> 00:06:59.800]  在二十年代的第一集中出現的
[00:06:59.800 --> 00:07:02.800]  在二十年代的第一集中出現的
[00:07:02.800 --> 00:07:05.800]  在二十年代的第一集中出現的
[00:07:05.800 --> 00:07:08.800]  在二十年代的第一集中出現的
[00:07:08.800 --> 00:07:11.800]  在二十年代的第一集中出現的
[00:07:11.800 --> 00:07:14.800]  在二十年代的第一集中出現的
[00:07:14.800 --> 00:07:17.800]  在二十年代的第一集中出現的
[00:07:17.800 --> 00:07:20.800]  在二十年代的第一集中出現的
