
[00:00:00.000 --> 00:00:02.800]  我們先做一次低頭同心祈禱
[00:00:02.800 --> 00:00:06.620]  天父上帝,我們要多謝祢
[00:00:06.620 --> 00:00:09.260]  讓我們今天有這麼美好的清晨
[00:00:09.260 --> 00:00:11.480]  我們能夠回到祢的殿當中
[00:00:11.480 --> 00:00:13.480]  去朝見祢,去服侍祢
[00:00:13.480 --> 00:00:16.680]  主一願祢施恩憐憫,恥福我們每一個
[00:00:16.680 --> 00:00:20.000]  開我們的耳朵,讓我們細心聆聽
[00:00:20.000 --> 00:00:23.000]  開我們的眼睛,讓我們能夠沾上祢的榮光
[00:00:23.000 --> 00:00:27.000]  更讓我們用手腳行動去回應祢的愛
[00:00:27.000 --> 00:00:30.000]  由於無人口中的言語,弟兄姊妹之間的心思意念
[00:00:30.000 --> 00:00:32.000]  蒙聖靈的啟迪,蒙主的悅立
[00:00:32.000 --> 00:00:34.000]  禱告奉耶穌基督的名
[00:00:34.000 --> 00:00:36.000]  阿們
[00:00:36.000 --> 00:00:39.000]  弟兄姊妹今天想和大家集中去思想
[00:00:39.000 --> 00:00:41.000]  福音書《馬克福音》的經課
[00:00:41.000 --> 00:00:44.000]  剛剛剛才已經聽到姊妹為我們讀出
[00:00:44.000 --> 00:00:48.000]  《馬克福音》第三章二十到三十五字
[00:00:48.000 --> 00:00:52.000]  大家可以翻開聖經,一路去聽這段的內容
[00:00:52.000 --> 00:00:56.000]  當我們看這段經文的時候
[00:00:56.000 --> 00:00:58.000]  有一時間我就會問一個問題
[00:00:58.000 --> 00:01:01.000]  我就會問我們每一位認識耶穌基督的人
[00:01:01.000 --> 00:01:04.000]  可能對主的形象都有不同的想法
[00:01:04.000 --> 00:01:06.000]  弟兄姊妹,如果問你
[00:01:06.000 --> 00:01:09.000]  你腦裏面耶穌的形象是怎樣的呢?
[00:01:09.000 --> 00:01:12.000]  你會出了甚麼樣子?
[00:01:12.000 --> 00:01:14.000]  甚麼畫面?
[00:01:14.000 --> 00:01:16.000]  甚麼內容?
[00:01:16.000 --> 00:01:18.000]  或者有甚麼感受呢?
[00:01:18.000 --> 00:01:22.000]  可能每一個人都不同
[00:01:22.000 --> 00:01:26.000]  在歷史歷代有很多不同的藝術或者文學的表達
[00:01:26.000 --> 00:01:32.000]  當中不少都是用很謙和、很溫柔為主題
[00:01:32.000 --> 00:01:37.000]  我記得我曾經看過一套講述耶穌生平的電影
[00:01:37.000 --> 00:01:43.000]  這套電影裏面整套就是一個美國的白人去飾演耶穌
[00:01:43.000 --> 00:01:46.000]  這個白人不但外表俊朗
[00:01:46.000 --> 00:01:49.000]  青靚白正、文質彬彬
[00:01:49.000 --> 00:01:52.000]  整套電影講話陰聲細氣
[00:01:52.000 --> 00:01:57.000]  很明顯這個電影或導演很想讓觀眾留意到
[00:01:57.000 --> 00:02:00.000]  耶穌這個很溫柔的形象
[00:02:00.000 --> 00:02:04.000]  可能希望這樣讓大家對基督教產生好感
[00:02:04.000 --> 00:02:08.000]  我也認同耶穌有他溫柔感性的一面
[00:02:08.000 --> 00:02:10.000]  但如果整套電影都是這樣
[00:02:10.000 --> 00:02:13.000]  最後我感覺就有點毛骨悚然、毛骨悚然
[00:02:13.000 --> 00:02:14.000]  有點不自在
[00:02:14.000 --> 00:02:21.000]  我心想耶穌在某些人心目中的形象就只有這一面嗎?
[00:02:21.000 --> 00:02:25.000]  我不知道你心目中的耶穌的形象是怎樣
[00:02:25.000 --> 00:02:27.000]  又或者我們有一種怎樣的形象
[00:02:27.000 --> 00:02:33.000]  可能就是想起一些藝術品、相片等等
[00:02:33.000 --> 00:02:36.000]  甚至很多時候我們會入了一些定型的形象
[00:02:36.000 --> 00:02:38.000]  很黑板、很固定的形象
[00:02:38.000 --> 00:02:41.000]  覺得耶穌就是這樣
[00:02:41.000 --> 00:02:46.000]  可能這樣的理解最後令我們沒辦法很立體地認識我們的主
[00:02:46.000 --> 00:02:49.000]  因為太黑板、太單面了
[00:02:49.000 --> 00:02:54.000]  今日科林書的經課明顯為我們展現了一個很不同的耶穌
[00:02:54.000 --> 00:02:58.000]  讓我們嘗試從另一個角度去理解我們的耶穌
[00:02:58.000 --> 00:03:01.000]  在經文三章第20節這樣說
[00:03:01.000 --> 00:03:04.000]  耶穌入了屋裡面眾人又聚集
[00:03:04.000 --> 00:03:07.000]  甚至祂連飯都顧不得吃
[00:03:07.000 --> 00:03:11.000]  眾人又聚集,很明顯地說那些人去過
[00:03:11.000 --> 00:03:12.000]  又聚集
[00:03:12.000 --> 00:03:14.000]  這個聚集都很容易明白的
[00:03:14.000 --> 00:03:16.000]  如果你回到聖經特別是回到《馬福音》
[00:03:16.000 --> 00:03:19.000]  你會發現由一章21到28節開始
[00:03:19.000 --> 00:03:21.000]  說耶穌去到加拔隆
[00:03:21.000 --> 00:03:23.000]  接著在安息日開始講他
[00:03:23.000 --> 00:03:26.000]  接著又醫好了西門的惡母
[00:03:26.000 --> 00:03:28.000]  醫好了麻風病人
[00:03:28.000 --> 00:03:29.000]  醫好了癱子
[00:03:29.000 --> 00:03:32.000]  有手萎縮的又醫好了他
[00:03:32.000 --> 00:03:35.000]  短短一章多一點的經文裡面
[00:03:35.000 --> 00:03:38.000]  除了講到耶穌很多的教訓、教導之外
[00:03:38.000 --> 00:03:42.000]  都記述了很多耶穌醫病、趕鬼的神蹟
[00:03:42.000 --> 00:03:48.000]  難怪大批的群眾又聚集在耶穌所進的屋裡面
[00:03:48.000 --> 00:03:51.000]  相信當中充滿著很多很有需要
[00:03:51.000 --> 00:03:52.000]  身心靈不同的需要
[00:03:52.000 --> 00:03:54.000]  很希望耶穌成為他們的幫助
[00:03:54.000 --> 00:03:56.000]  成為他們的請救
[00:03:56.000 --> 00:03:57.000]  很容易明白的
[00:03:57.000 --> 00:04:00.000]  所以當然耶穌基督因為這樣就很忙了
[00:04:00.000 --> 00:04:04.000]  經文描述他甚至連飯都顧不得吃
[00:04:04.000 --> 00:04:06.000]  愚民新約的翻譯說
[00:04:06.000 --> 00:04:09.000]  甚至使他不能夠進餐
[00:04:09.000 --> 00:04:11.000]  相信突然之間可能和我一樣
[00:04:11.000 --> 00:04:13.000]  都曾經經歷過因為忙碌
[00:04:13.000 --> 00:04:18.000]  因為種種的事務而忘記或者忘記吃飯
[00:04:18.000 --> 00:04:19.000]  有沒有試過?
[00:04:19.000 --> 00:04:20.000]  都試過
[00:04:20.000 --> 00:04:22.000]  現代人忙碌都一定有機會試過
[00:04:22.000 --> 00:04:23.000]  可能因為什麼原因呢?
[00:04:23.000 --> 00:04:24.000]  趕功課
[00:04:24.000 --> 00:04:26.000]  可能因為工作
[00:04:26.000 --> 00:04:28.000]  可能因為沉迷生活
[00:04:28.000 --> 00:04:30.000]  遊玩、看書、打機
[00:04:30.000 --> 00:04:33.000]  廢寢忙餐等等都試過
[00:04:33.000 --> 00:04:34.000]  我作為牧師常常都會這樣
[00:04:34.000 --> 00:04:35.000]  現在好一點
[00:04:35.000 --> 00:04:37.000]  因為很多時候在禮拜堂
[00:04:37.000 --> 00:04:38.000]  對面就是餐廳
[00:04:38.000 --> 00:04:40.000]  多忙都走過去就吃完
[00:04:40.000 --> 00:04:42.000]  以前我在教會
[00:04:42.000 --> 00:04:46.000]  曾經有一段時間我在北角半山的教會牧羊服侍
[00:04:46.000 --> 00:04:48.000]  要搭車下山15分鐘才有飯吃
[00:04:48.000 --> 00:04:50.000]  所以經常做
[00:04:50.000 --> 00:04:51.000]  三點了
[00:04:51.000 --> 00:04:53.000]  算了,做完兩三個小時放工才吃
[00:04:53.000 --> 00:04:54.000]  無論什麼原因
[00:04:54.000 --> 00:04:57.000]  這種生活通常被歸類為
[00:04:57.000 --> 00:04:58.000]  不健康
[00:04:58.000 --> 00:05:00.000]  不應該
[00:05:00.000 --> 00:05:01.000]  不正常
[00:05:01.000 --> 00:05:02.000]  不太好
[00:05:02.000 --> 00:05:04.000]  不應該
[00:05:04.000 --> 00:05:06.000]  如果你的家人常常都是這樣
[00:05:06.000 --> 00:05:08.000]  你會有什麼反應呢?
[00:05:08.000 --> 00:05:09.000]  關心他
[00:05:09.000 --> 00:05:10.000]  擔心他
[00:05:10.000 --> 00:05:12.000]  會痛心
[00:05:12.000 --> 00:05:14.000]  甚至可能你的行動就是勸他
[00:05:14.000 --> 00:05:15.000]  阻止他
[00:05:15.000 --> 00:05:17.000]  不要啦,不應該啦
[00:05:17.000 --> 00:05:20.000]  或者我們對不同的原因
[00:05:20.000 --> 00:05:22.000]  可能有不同的反應
[00:05:22.000 --> 00:05:23.000]  如果他是做功課
[00:05:23.000 --> 00:05:24.000]  叫做兒子
[00:05:24.000 --> 00:05:25.000]  兒子做功課做到忘記吃飯
[00:05:25.000 --> 00:05:26.000]  那算了
[00:05:26.000 --> 00:05:27.000]  罵得這麼乖
[00:05:27.000 --> 00:05:28.000]  讓他一次吧
[00:05:28.000 --> 00:05:30.000]  如果兒子打機打到忘記吃飯
[00:05:30.000 --> 00:05:31.000]  那怎麼辦呢?
[00:05:31.000 --> 00:05:32.000]  電都拔掉
[00:05:32.000 --> 00:05:33.000]  就馬上叫他吃飯
[00:05:33.000 --> 00:05:36.000]  耶穌身邊的人怎麼回應呢?
[00:05:36.000 --> 00:05:38.000]  經文三章21節這樣說
[00:05:38.000 --> 00:05:40.000]  耶穌的家人聽見
[00:05:40.000 --> 00:05:42.000]  就出來拉住他
[00:05:42.000 --> 00:05:44.000]  因為他們說他癲狂
[00:05:44.000 --> 00:05:46.000]  而文身上的翻譯就是說
[00:05:46.000 --> 00:05:47.000]  屬於他的人
[00:05:47.000 --> 00:05:48.000]  他的家人聽見
[00:05:48.000 --> 00:05:49.000]  就出來捉住他
[00:05:49.000 --> 00:05:52.000]  就說他發瘋了
[00:05:52.000 --> 00:05:54.000]  我們都明白耶穌基督
[00:05:54.000 --> 00:05:56.000]  是在做一些很有意思的事情
[00:05:56.000 --> 00:05:57.000]  幫人
[00:05:57.000 --> 00:05:58.000]  醫病,趕鬼
[00:05:58.000 --> 00:06:00.000]  雖然可能連吃飯的機會都沒有
[00:06:00.000 --> 00:06:03.000]  但我們都會體會耶穌基督的辛勞
[00:06:03.000 --> 00:06:05.000]  同時也體會他對世人的愛
[00:06:05.000 --> 00:06:07.000]  所以這些非一般人的選擇
[00:06:07.000 --> 00:06:09.000]  我們都會認同他的價值
[00:06:09.000 --> 00:06:11.000]  同時我們也會明白
[00:06:11.000 --> 00:06:13.000]  耶穌的家人那種憂心
[00:06:13.000 --> 00:06:14.000]  我們也一樣
[00:06:14.000 --> 00:06:15.000]  所以他們捉住耶穌
[00:06:15.000 --> 00:06:16.000]  想叫停他
[00:06:16.000 --> 00:06:18.000]  甚至說他發瘋了
[00:06:18.000 --> 00:06:19.000]  或者他癲狂了
[00:06:19.000 --> 00:06:20.000]  來形容
[00:06:20.000 --> 00:06:21.000]  其實也挺合理的
[00:06:21.000 --> 00:06:23.000]  當然很明顯
[00:06:23.000 --> 00:06:26.000]  因為我們對發瘋和癲狂的理解
[00:06:26.000 --> 00:06:28.000]  就不是說這個人精神錯亂
[00:06:28.000 --> 00:06:29.000]  不可理喻
[00:06:29.000 --> 00:06:30.000]  不是這樣的狀態
[00:06:30.000 --> 00:06:31.000]  不是
[00:06:31.000 --> 00:06:32.000]  而是指他的行動
[00:06:32.000 --> 00:06:34.000]  和一般人可能有些不同
[00:06:34.000 --> 00:06:37.000]  甚至說他有一些非一般人的選擇
[00:06:37.000 --> 00:06:39.000]  我們明白耶穌是非一般人
[00:06:39.000 --> 00:06:41.000]  縱然可能結果有些過份
[00:06:41.000 --> 00:06:43.000]  不吃飯身體都不太好
[00:06:43.000 --> 00:06:45.000]  可能是太過極致了一點
[00:06:45.000 --> 00:06:48.000]  不過仍然可以被明白和接受
[00:06:48.000 --> 00:06:50.000]  甚至我們覺得這個描述
[00:06:50.000 --> 00:06:52.000]  可能都是一些家人過度關心的字眼
[00:06:52.000 --> 00:06:53.000]  就是說他癲了
[00:06:53.000 --> 00:06:55.000]  他癲到不吃飯
[00:06:55.000 --> 00:06:56.000]  過度關心
[00:06:56.000 --> 00:06:58.000]  不是真的覺得耶穌癲了
[00:06:58.000 --> 00:07:00.000]  所以其實我們從來都沒有
[00:07:00.000 --> 00:07:03.000]  耶穌癲狂、發狂、發瘋
[00:07:03.000 --> 00:07:05.000]  這個形象在我們腦裡
[00:07:05.000 --> 00:07:07.000]  停一停
[00:07:07.000 --> 00:07:09.000]  很有趣的經文接著插了一段
[00:07:09.000 --> 00:07:12.000]  很有趣的關於耶穌身份的故事
[00:07:12.000 --> 00:07:14.000]  這段經文是這樣說的
[00:07:14.000 --> 00:07:15.000]  突然間說到
[00:07:15.000 --> 00:07:18.000]  在耶路撒冷下來的文士就說
[00:07:18.000 --> 00:07:20.000]  他是被別西卜附身的
[00:07:20.000 --> 00:07:23.000]  又說他是靠鬼王趕鬼
[00:07:23.000 --> 00:07:25.000]  別西卜在舊約裡面
[00:07:25.000 --> 00:07:28.000]  《尼王記》下第一章裡面說
[00:07:28.000 --> 00:07:30.000]  是用巴力西卜來描述
[00:07:30.000 --> 00:07:32.000]  是非利士人崇拜的神明
[00:07:32.000 --> 00:07:35.000]  通常傳統說是烏鷹神、蒼蠅神
[00:07:35.000 --> 00:07:37.000]  是一個很重要的神明
[00:07:37.000 --> 00:07:41.000]  他們覺得是一種很強的、惡的勢力
[00:07:41.000 --> 00:07:45.000]  說耶穌是被鬼王附身
[00:07:45.000 --> 00:07:48.000]  說耶穌是靠著鬼王去趕鬼
[00:07:48.000 --> 00:07:51.000]  是一個非常嚴厲的指控
[00:07:51.000 --> 00:07:54.000]  跟其他兩本福音書的記載有些不同
[00:07:54.000 --> 00:07:58.000]  福音刻意表達挑戰耶穌權威的這些人
[00:07:58.000 --> 00:08:01.000]  是從耶路撒冷下來的文士
[00:08:01.000 --> 00:08:02.000]  其他福音書沒有記載
[00:08:02.000 --> 00:08:04.000]  或者記載他是法利賽人
[00:08:04.000 --> 00:08:06.000]  文士是律法的專家
[00:08:06.000 --> 00:08:08.000]  他們熟悉傳統條例
[00:08:08.000 --> 00:08:10.000]  他們的律法
[00:08:10.000 --> 00:08:12.000]  從耶路撒冷下來
[00:08:12.000 --> 00:08:15.000]  可能表達出他們是一些尊貴
[00:08:15.000 --> 00:08:16.000]  身份有地位
[00:08:16.000 --> 00:08:20.000]  因為耶路撒冷當時是信仰一些很重要的核心地方
[00:08:20.000 --> 00:08:21.000]  說明他從那裡來
[00:08:21.000 --> 00:08:23.000]  可能他帶著一種尊貴的身份
[00:08:23.000 --> 00:08:24.000]  不是很一般
[00:08:24.000 --> 00:08:27.000]  甚至暗示他是刻意下來的
[00:08:27.000 --> 00:08:30.000]  所以可能是刻意衝著耶穌而來
[00:08:30.000 --> 00:08:34.000]  誣衊耶穌被別西卜附身
[00:08:34.000 --> 00:08:36.000]  或者被靠著鬼王趕鬼
[00:08:36.000 --> 00:08:38.000]  相信這一班人一方面
[00:08:38.000 --> 00:08:41.000]  他們希望或者否定
[00:08:41.000 --> 00:08:43.000]  或者不願意去接受耶穌的能力
[00:08:43.000 --> 00:08:46.000]  是來自跟他們信一樣的上帝而來
[00:08:46.000 --> 00:08:49.000]  當然同樣地都否認耶穌是上帝
[00:08:49.000 --> 00:08:52.000]  同時都否認耶穌做的是好事
[00:08:52.000 --> 00:08:54.000]  因為靠著鬼
[00:08:54.000 --> 00:08:55.000]  他是做一些鬼的事
[00:08:55.000 --> 00:08:58.000]  更是完全對耶穌基督的身份
[00:08:58.000 --> 00:08:59.000]  在猶太價值之下
[00:08:59.000 --> 00:09:02.000]  那份質疑和否定
[00:09:02.000 --> 00:09:05.000]  這一班的文士
[00:09:05.000 --> 00:09:07.000]  他們很熟悉上帝的律法
[00:09:07.000 --> 00:09:10.000]  甚至可以說他們能夠代表上帝的律法和信仰的權威
[00:09:10.000 --> 00:09:13.000]  這些來自耶路撒冷的文士
[00:09:13.000 --> 00:09:15.000]  對耶穌這個指控
[00:09:15.000 --> 00:09:19.000]  相信當時必然帶來很大的震撼和回響
[00:09:19.000 --> 00:09:20.000]  想像一下弟兄姊妹
[00:09:20.000 --> 00:09:21.000]  如果你是耶穌的門徒
[00:09:21.000 --> 00:09:23.000]  聽到有人這樣說耶穌
[00:09:23.000 --> 00:09:26.000]  你會有什麼反應呢?
[00:09:26.000 --> 00:09:28.000]  面對這麼嚴峻的情況
[00:09:28.000 --> 00:09:31.000]  當時耶穌是很果斷地
[00:09:31.000 --> 00:09:33.000]  即時地去回應的
[00:09:33.000 --> 00:09:35.000]  明明本來在處理一些事情
[00:09:35.000 --> 00:09:37.000]  但是耶穌要即時回應這件事
[00:09:37.000 --> 00:09:40.000]  這個值得我們去深思和學習
[00:09:40.000 --> 00:09:41.000]  如果面對一些情況
[00:09:41.000 --> 00:09:43.000]  對信仰是很嚴重的指控等等
[00:09:43.000 --> 00:09:45.000]  可能我們要學習即時去回應
[00:09:45.000 --> 00:09:47.000]  耶穌怎麼回應呢?
[00:09:47.000 --> 00:09:49.000]  耶穌叫他們來
[00:09:49.000 --> 00:09:50.000]  用比喻跟他們說
[00:09:50.000 --> 00:09:53.000]  他說撒旦怎麼能夠說出撒旦呢?
[00:09:53.000 --> 00:09:55.000]  一個國如果自相紛爭
[00:09:55.000 --> 00:09:57.000]  那個國就立不住
[00:09:57.000 --> 00:09:59.000]  一個家如果自相紛爭
[00:09:59.000 --> 00:10:01.000]  那個家就立不住
[00:10:01.000 --> 00:10:03.000]  撒旦如果自相攻打紛爭
[00:10:03.000 --> 00:10:04.000]  他就立不住
[00:10:04.000 --> 00:10:06.000]  一定會滅亡
[00:10:06.000 --> 00:10:08.000]  沒有人能夠進去壯士的家
[00:10:08.000 --> 00:10:09.000]  搶奪他的東西
[00:10:09.000 --> 00:10:11.000]  除非先綁住壯士
[00:10:11.000 --> 00:10:14.000]  否則沒有辦法掠奪他的家
[00:10:14.000 --> 00:10:16.000]  我實在告訴你們
[00:10:16.000 --> 00:10:18.000]  世上一切的罪和一切事俗的話
[00:10:18.000 --> 00:10:19.000]  都可以得到赦免
[00:10:19.000 --> 00:10:21.000]  凡涉足聖靈的
[00:10:21.000 --> 00:10:23.000]  卻永不得赦免
[00:10:23.000 --> 00:10:26.000]  而且是要擔當永遠的罪
[00:10:26.000 --> 00:10:30.000]  因為他們說耶穌是被污淩附身的
[00:10:30.000 --> 00:10:32.000]  對於這種的誣衊
[00:10:32.000 --> 00:10:36.000]  耶穌首先用一個很常人明白到的邏輯推論
[00:10:36.000 --> 00:10:38.000]  去做一個回應解釋
[00:10:38.000 --> 00:10:39.000]  他用到家
[00:10:39.000 --> 00:10:41.000]  用到國去做比喻
[00:10:41.000 --> 00:10:44.000]  領導的人和群眾一定要同一陣線
[00:10:44.000 --> 00:10:46.000]  否則就會滅亡
[00:10:46.000 --> 00:10:50.000]  因為沒有人沒有東西可以靠著鬼的能力
[00:10:50.000 --> 00:10:51.000]  去趕走鬼
[00:10:51.000 --> 00:10:53.000]  因為有內部的矛盾
[00:10:53.000 --> 00:10:54.000]  並且指出
[00:10:54.000 --> 00:10:56.000]  必須有更強大的力量
[00:10:56.000 --> 00:10:58.000]  才可以戰勝對方
[00:10:58.000 --> 00:11:00.000]  有能力綁住壯士
[00:11:00.000 --> 00:11:02.000]  才能夠搶奪他的家
[00:11:02.000 --> 00:11:04.000]  所以如果真的要趕走鬼
[00:11:04.000 --> 00:11:05.000]  要勝過鬼
[00:11:05.000 --> 00:11:07.000]  一定要給鬼更大的力量
[00:11:07.000 --> 00:11:09.000]  並且一定不是鬼
