
[00:00:00.000 --> 00:00:03.720]  最近香港剛剛考完中學會考
[00:00:03.720 --> 00:00:07.600]  最近香港剛剛考完中學的會考
[00:00:07.600 --> 00:00:09.960]  特色就是香港這一屆的會考
[00:00:09.960 --> 00:00:12.120]  就是連續有兩屆的畢業生
[00:00:12.120 --> 00:00:13.880]  一起有兩個不同的考試
[00:00:13.880 --> 00:00:14.960]  一起入大學
[00:00:14.960 --> 00:00:16.240]  今年的特色是什麼?
[00:00:16.240 --> 00:00:18.960]  就是有兩屆的畢業生同時來考
[00:00:18.960 --> 00:00:20.760]  這個經驗其實在加拿大
[00:00:20.760 --> 00:00:22.840]  多倫多特別是安省
[00:00:22.840 --> 00:00:24.200]  我們也曾經經歷過
[00:00:24.200 --> 00:00:26.920]  在加拿大多倫多也曾經經歷過
[00:00:26.920 --> 00:00:29.440]  都大約差不多十年前了
[00:00:29.440 --> 00:00:30.680]  大約十年前
[00:00:30.680 --> 00:00:34.160]  安省政府取消十三班的時候
[00:00:34.160 --> 00:00:36.840]  安省政府取消十三年級的時候
[00:00:36.840 --> 00:00:39.440]  接著同樣是有一年的時間
[00:00:39.440 --> 00:00:41.440]  有稱之為Double Cohort
[00:00:41.440 --> 00:00:43.120]  這個這樣的情況
[00:00:43.120 --> 00:00:48.000]  在同一年有一個稱之為Double Cohort
[00:00:48.000 --> 00:00:50.280]  就是有兩屆畢業生一起
[00:00:50.280 --> 00:00:52.720]  要被迫趕進去大學
[00:00:52.720 --> 00:00:55.280]  只有兩屆的畢業生同時進大學
[00:00:55.280 --> 00:00:57.000]  所以在這樣的情況之下
[00:00:57.000 --> 00:00:59.280]  你的成績不比別人特別好的話
[00:00:59.280 --> 00:01:03.280]  基本上以往就算你可以用一般成績進大學
[00:01:03.280 --> 00:01:05.000]  可能今年都進不了
[00:01:05.000 --> 00:01:06.040]  在這種情況下
[00:01:06.040 --> 00:01:08.880]  如果你成績不是很突出的話
[00:01:08.880 --> 00:01:10.480]  就進不了大學
[00:01:10.480 --> 00:01:12.240]  這種情況因為很熟悉
[00:01:12.240 --> 00:01:14.920]  所以我也比較留意香港這個情況
[00:01:14.920 --> 00:01:16.880]  所以我很留意香港的情況
[00:01:16.880 --> 00:01:18.800]  就看了很多不同的報章
[00:01:18.800 --> 00:01:20.400]  看了很多不同的報章
[00:01:20.400 --> 00:01:22.600]  其中一篇報章的報道
[00:01:22.600 --> 00:01:24.000]  就是我很深刻的
[00:01:24.000 --> 00:01:26.080]  其中有一篇文章讓我很深刻
[00:01:26.080 --> 00:01:30.760]  就是講論到在香港有一間女校的一個女學生
[00:01:30.760 --> 00:01:33.440]  講到香港一間女校的女學生
[00:01:33.440 --> 00:01:34.600]  因為有報章
[00:01:34.600 --> 00:01:37.080]  所以我可以點名說一下
[00:01:37.080 --> 00:01:40.440]  她的名字叫曾子君
[00:01:40.440 --> 00:01:42.880]  她的名字叫曾子君
[00:01:42.880 --> 00:01:46.840]  她終於考入了香港的中文大學
[00:01:46.840 --> 00:01:49.560]  她考進了香港的中文大學
[00:01:49.560 --> 00:01:51.360]  成績是怎麼樣呢?
[00:01:51.360 --> 00:01:53.040]  她的成績是什麼樣子呢?
[00:01:53.040 --> 00:01:57.160]  就是3A的最高的兩顆星
[00:01:57.160 --> 00:02:00.520]  是3A的最高級別有兩顆星
[00:02:00.520 --> 00:02:02.120]  香港的考試很複雜
[00:02:02.120 --> 00:02:05.480]  現在A都分兩三級的
[00:02:05.480 --> 00:02:08.120]  她在A級裡面當然也分為幾個級別
[00:02:08.120 --> 00:02:09.320]  B又分兩三級的
[00:02:09.320 --> 00:02:10.200]  C又分兩三級的
[00:02:10.200 --> 00:02:11.240]  D又分兩三級的
[00:02:11.240 --> 00:02:12.360]  E又分兩三級的
[00:02:12.360 --> 00:02:15.600]  在這個級別裡她有分4比4的級別
[00:02:15.600 --> 00:02:17.800]  簡單來說她拿了3個A
[00:02:17.800 --> 00:02:20.040]  她拿了3個A
[00:02:20.040 --> 00:02:22.280]  2個B的最高級成績
[00:02:22.280 --> 00:02:24.280]  2個B的最高級成績
[00:02:24.280 --> 00:02:25.320]  還有1個C
[00:02:25.320 --> 00:02:26.240]  還有1個C
[00:02:26.240 --> 00:02:27.720]  總共她考了6科
[00:02:27.720 --> 00:02:29.040]  總共考了6科
[00:02:29.040 --> 00:02:32.720]  她考入了香港的中文大學的翻譯系
[00:02:32.720 --> 00:02:35.560]  她考入了中文大學的翻譯系
[00:02:35.560 --> 00:02:38.920]  翻譯系沒什麼特別的
[00:02:38.920 --> 00:02:40.680]  翻譯系你覺得沒有什麼
[00:02:40.680 --> 00:02:43.720]  為什麼這個女孩的新聞使我這麼深刻呢?
[00:02:43.720 --> 00:02:47.200]  就是因為她有一個地方是與人很不同的
[00:02:47.200 --> 00:02:49.200]  為什麼這個女孩讓我這麼深刻呢?
[00:02:49.200 --> 00:02:51.920]  因為她有一個方面讓人跟別人不一樣
[00:02:51.920 --> 00:02:53.800]  因為她天生殘障
[00:02:53.800 --> 00:02:55.640]  因為她天生的殘障
[00:02:55.640 --> 00:02:57.040]  她有什麼殘障呢?
[00:02:57.040 --> 00:02:58.040]  她有什麼殘障?
[00:02:58.040 --> 00:02:59.680]  她有聽障呢?
[00:02:59.680 --> 00:03:01.240]  她有聽障
[00:03:01.240 --> 00:03:02.880]  就是聽東西聽不清楚的?
[00:03:02.880 --> 00:03:04.400]  聽不清楚
[00:03:04.400 --> 00:03:07.080]  就是她真的天生的耳朵聽不清楚
[00:03:07.080 --> 00:03:09.040]  她天生的耳朵聽不清
[00:03:09.040 --> 00:03:12.400]  就不是現在那些年輕人天生的
[00:03:12.400 --> 00:03:13.440]  她的耳朵沒問題
[00:03:13.440 --> 00:03:14.520]  不過也有聽障的
[00:03:14.520 --> 00:03:17.080]  很多年輕人你跟她說話也聽不清楚
[00:03:17.080 --> 00:03:18.640]  就像現在有些年輕人
[00:03:18.640 --> 00:03:21.000]  好像你跟她講她聽不到一樣
[00:03:21.000 --> 00:03:23.480]  另外她有視障
[00:03:23.480 --> 00:03:25.800]  她在視覺上也有問題
[00:03:25.800 --> 00:03:27.280]  看東西看不清楚的
[00:03:27.280 --> 00:03:28.280]  看不清楚
[00:03:28.280 --> 00:03:29.800]  她看東西很模糊
[00:03:29.800 --> 00:03:32.280]  她告訴我們在新聞報道裡面
[00:03:32.280 --> 00:03:34.280]  看東西很模糊
[00:03:34.280 --> 00:03:35.280]  還有一個問題
[00:03:35.280 --> 00:03:37.680]  她在接觸神經上也有問題
[00:03:37.680 --> 00:03:40.280]  還有一個她是在接觸神經上也有問題
[00:03:40.280 --> 00:03:42.000]  一個人又聽不清楚
[00:03:42.000 --> 00:03:43.000]  一個人聽不清
[00:03:43.000 --> 00:03:44.000]  又看不清楚
[00:03:44.000 --> 00:03:44.680]  看不清
[00:03:44.680 --> 00:03:46.280]  摸都摸不清楚
[00:03:46.280 --> 00:03:47.480]  摸也摸不準
[00:03:47.480 --> 00:03:49.200]  那她怎麼讀書呢?
[00:03:49.200 --> 00:03:50.000]  你可以這麼想
[00:03:50.000 --> 00:03:51.480]  那她怎麼讀書呢?
[00:03:51.480 --> 00:03:54.480]  她原來是用嘴唇去讀書
[00:03:54.480 --> 00:03:56.400]  她是用嘴唇來讀
[00:03:56.400 --> 00:03:57.880]  有些特製書
[00:03:57.880 --> 00:04:00.200]  她將所有書都變成特製書
[00:04:00.200 --> 00:04:02.080]  有些特製的書籍
[00:04:02.080 --> 00:04:03.800]  將筆記變成特製
[00:04:03.800 --> 00:04:06.280]  將書籍筆記變成特製
[00:04:06.280 --> 00:04:07.800]  因為手摸不到
[00:04:07.800 --> 00:04:08.800]  因為手摸不到
[00:04:08.800 --> 00:04:10.200]  摸都摸不到她的特技
[00:04:10.200 --> 00:04:10.880]  怎樣的特法
[00:04:10.880 --> 00:04:14.200]  於是最敏感就是人的嘴唇
[00:04:14.200 --> 00:04:16.200]  最敏感的是人的嘴唇
[00:04:16.200 --> 00:04:20.480]  她就用嘴唇不斷去接觸那些特製
[00:04:20.480 --> 00:04:23.280]  她用了嘴唇去讀那些字
[00:04:23.280 --> 00:04:26.280]  她由小學讀到初中一
[00:04:26.280 --> 00:04:28.200]  她從小學到初一
[00:04:28.200 --> 00:04:30.880]  都是在一間殘障的學校裏讀的
[00:04:30.880 --> 00:04:32.680]  都是在殘疾學校讀的
[00:04:32.680 --> 00:04:34.200]  為什麼我很熟悉
[00:04:34.200 --> 00:04:35.800]  很感動這個故事
[00:04:35.800 --> 00:04:37.680]  因為我以前讀中學的時候
[00:04:37.680 --> 00:04:40.680]  我也是去這間殘障學校做義工
[00:04:40.680 --> 00:04:41.880]  為什麼我很感動呢?
[00:04:41.880 --> 00:04:43.200]  因為在中學的時候
[00:04:43.200 --> 00:04:46.080]  曾經到這間殘疾學校做義工
[00:04:46.080 --> 00:04:49.600]  其實這間殘障學校
[00:04:49.600 --> 00:04:52.000]  都出了很多很出名的人物
[00:04:52.000 --> 00:04:56.200]  這間殘疾學校出了很多有名的人物
[00:04:56.200 --> 00:04:59.480]  但是因為這間殘障學校只是讀到中一
[00:04:59.480 --> 00:05:03.080]  在這間殘疾學校她讀了中一
[00:05:03.080 --> 00:05:04.200]  她要繼續升學
[00:05:04.200 --> 00:05:07.480]  她一定要進入一間常規的中學裏讀書
[00:05:07.480 --> 00:05:08.800]  她要繼續讀書
[00:05:08.800 --> 00:05:12.200]  就要去一間常規的中學來讀
[00:05:12.200 --> 00:05:15.000]  她為了追上這個學校的課程
[00:05:15.000 --> 00:05:17.000]  她為了追上這個學校的課程
[00:05:17.000 --> 00:05:20.000]  她甘願重新再讀多一次中一
[00:05:20.000 --> 00:05:22.600]  她甘願重新再讀一遍中一
[00:05:22.600 --> 00:05:28.600]  之後她在一間很出名的女子中學裏讀了六年中學
[00:05:28.600 --> 00:05:33.200]  跟著她一間很出名的一個中學讀了六年
[00:05:33.200 --> 00:05:34.400]  根據她自己分享
[00:05:34.400 --> 00:05:37.280]  她用的時間比其他同學都多很多倍
[00:05:37.280 --> 00:05:38.400]  比起她的分享
[00:05:38.400 --> 00:05:41.280]  她的學習時間比同學都多了很多倍
[00:05:41.280 --> 00:05:42.800]  現在終於考入了大學
[00:05:42.800 --> 00:05:44.280]  現在終於考進了大學
[00:05:44.280 --> 00:05:46.600]  所以這樣說是苦盡甘來
[00:05:46.600 --> 00:05:48.000]  可以說是苦盡甘來
[00:05:48.000 --> 00:05:49.600]  少有一些成績
[00:05:49.600 --> 00:05:51.080]  少有一些成績
[00:05:51.080 --> 00:05:53.280]  為甚麼我想跟大家分享這個故事呢?
[00:05:53.280 --> 00:05:55.400]  為甚麼我跟大家分享這個故事呢?
[00:05:55.400 --> 00:05:57.880]  其實透過這個故事我們可以看到
[00:05:57.880 --> 00:06:03.680]  原來受苦忍耐是一個很重要的人生的學習
[00:06:03.680 --> 00:06:07.720]  其實受苦和忍耐是一個很重要的人生的學習
[00:06:07.720 --> 00:06:10.200]  而透過今天我們所讀的這段聖經
[00:06:10.200 --> 00:06:12.920]  提摩太后書第二章一至十三節
[00:06:12.920 --> 00:06:14.520]  而透過今天我們所讀的這段聖經
