
[00:00:00.000 --> 00:00:03.640]  我們今天繼續講這個祈禱的功課
[00:00:03.640 --> 00:00:08.940]  大家不知明不明白什麼叫"宗保"呢?
[00:00:08.940 --> 00:00:10.420]  "中間人"
[00:00:10.420 --> 00:00:14.600]  其實我們祈禱是奉耶穌的名字
[00:00:14.600 --> 00:00:17.560]  是耶穌做中間人的意思
[00:00:17.560 --> 00:00:20.340]  昔日呢
[00:00:20.340 --> 00:00:23.360]  以色列人在西乃山那裏
[00:00:23.360 --> 00:00:24.680]  神向他們顯然
[00:00:24.680 --> 00:00:29.080]  又有雷啊,又有火啊,又有煙啊
[00:00:29.080 --> 00:00:30.860]  那些以色列人就很害怕
[00:00:30.860 --> 00:00:35.060]  他們就告訴摩西
[00:00:35.060 --> 00:00:37.900]  不如可不可以叫神不要直接跟我們說話
[00:00:37.900 --> 00:00:39.400]  摩西你跟我們說就行了
[00:00:39.400 --> 00:00:42.020]  摩西就做了他們的中間人
[00:00:42.020 --> 00:00:46.000]  原來我們人能夠見神
[00:00:46.000 --> 00:00:48.700]  能夠直接跟神說話
[00:00:48.700 --> 00:00:51.840]  是一個很大的福分
[00:00:51.840 --> 00:00:52.800]  神給我們
[00:00:52.800 --> 00:00:56.880]  本來我們人是不可以見神的
[00:00:56.880 --> 00:00:59.800]  因爲我們人是有罪的
[00:00:59.800 --> 00:01:02.300]  所以每一次當人見到神的顯然
[00:01:02.300 --> 00:01:03.680]  都很害怕
[00:01:03.680 --> 00:01:08.500]  但是大家記不記得耶穌釘十字架的時候
[00:01:08.500 --> 00:01:10.400]  當祂斷氣的時候
[00:01:10.400 --> 00:01:14.440]  聖經就記載那個致勝所的聖殿
[00:01:14.440 --> 00:01:16.780]  那塊帳幕就裂開了
[00:01:16.780 --> 00:01:19.800]  人就可以進入這個致勝所裏面
[00:01:19.800 --> 00:01:23.940]  本來大祭司每年一次進入這個致勝所
[00:01:23.940 --> 00:01:27.540]  說到人可以親近神
[00:01:27.540 --> 00:01:30.740]  是一個很大的權柄
[00:01:30.740 --> 00:01:31.940]  是一個福氣
[00:01:31.940 --> 00:01:35.140]  今天我們能夠祈禱
[00:01:35.140 --> 00:01:37.840]  我們不要說祈禱是
[00:01:37.840 --> 00:01:39.740]  神聽不聽我們祈禱
[00:01:39.740 --> 00:01:44.040]  祈禱是說進入神的同在當中
[00:01:44.040 --> 00:01:46.340]  和主來聊天
[00:01:46.340 --> 00:01:50.540]  這是一個很大的權柄
[00:01:50.540 --> 00:01:52.740]  我們求主幫助我們明白
[00:01:52.740 --> 00:01:57.140]  神讓我們今天可以隨時的祈禱親近神
[00:01:57.140 --> 00:02:00.440]  這是一個很大的福分
[00:02:00.440 --> 00:02:04.240]  那祈禱是什麼呢?
[00:02:04.240 --> 00:02:08.240]  我喜歡說祈禱是一個fellowship
[00:02:08.240 --> 00:02:11.940]  就是說好像兩個人聊天的時候
[00:02:11.940 --> 00:02:13.040]  說什麼呢?
[00:02:13.040 --> 00:02:15.240]  說心事
[00:02:15.240 --> 00:02:18.840]  我們的困難可以跟對方說
[00:02:18.840 --> 00:02:21.840]  我們的喜樂可以告訴別人
[00:02:21.840 --> 00:02:23.840]  我不知道大家有沒有這樣的朋友
[00:02:23.840 --> 00:02:27.440]  我希望你的配偶就是你最親密的人
[00:02:27.440 --> 00:02:29.640]  可以說心事
[00:02:29.640 --> 00:02:31.440]  這個fellowship
[00:02:31.440 --> 00:02:33.640]  在苦難當中
[00:02:33.640 --> 00:02:35.240]  我們有一個fellowship
[00:02:35.240 --> 00:02:37.140]  在困難的時候
[00:02:37.140 --> 00:02:38.940]  我們可以幫神說
[00:02:38.940 --> 00:02:42.140]  我們心底裏面的苦處
[00:02:42.140 --> 00:02:43.440]  喜樂的時候
[00:02:43.440 --> 00:02:45.040]  我們可以幫神說
[00:02:45.040 --> 00:02:47.040]  我很開心
[00:02:47.040 --> 00:02:49.040]  今天你開不開心呢?
[00:02:49.040 --> 00:02:52.040]  想問一問大家,開不開心?
[00:02:52.040 --> 00:02:53.940]  爲什麼開心?
[00:02:53.940 --> 00:02:56.340]  因爲喫了bagel
[00:02:56.340 --> 00:02:57.540]  不是那麼簡單
[00:02:57.540 --> 00:03:02.240]  開心是因爲看到一個你愛的人跟你在一起
[00:03:02.240 --> 00:03:04.640]  如果你拍拖的時候
[00:03:04.640 --> 00:03:07.240]  去見你的情人
[00:03:07.240 --> 00:03:09.340]  如果你苦瓜蓋面
[00:03:09.340 --> 00:03:11.640]  那就是玩完了
[00:03:11.640 --> 00:03:13.440]  不會再是情人了
[00:03:13.440 --> 00:03:15.140]  但是你結婚之後
[00:03:15.140 --> 00:03:16.240]  很多年都是
[00:03:16.240 --> 00:03:18.340]  你見到他開心
[00:03:18.340 --> 00:03:20.940]  那就是你的愛情很好
[00:03:20.940 --> 00:03:22.840]  我們跟神的關係也是
[00:03:22.840 --> 00:03:24.340]  我們爲什麼祈禱呢?
[00:03:24.340 --> 00:03:27.740]  因爲我們想跟神親近
[00:03:27.740 --> 00:03:29.440]  這是一個關係
[00:03:29.440 --> 00:03:32.740]  祈禱是建立我們跟神的關係
[00:03:32.740 --> 00:03:34.040]  直接祈禱
[00:03:34.040 --> 00:03:35.840]  神與我們同在
[00:03:35.840 --> 00:03:37.740]  所以與神同行
[00:03:37.740 --> 00:03:43.340]  我們不斷與神有這種關係
[00:03:43.340 --> 00:03:46.440]  神隨時在我們身邊
[00:03:46.440 --> 00:03:49.640]  我們要見到神的面爲開心
[00:03:49.640 --> 00:03:51.840]  這是一個關係
[00:03:51.840 --> 00:03:53.540]  更加奇妙的是
[00:03:53.540 --> 00:03:57.040]  關係不僅是我們幫神說
[00:03:57.040 --> 00:04:00.340]  我們可以知道神的心是什麼
[00:04:00.340 --> 00:04:04.140]  神將祂的心意告訴我們
[00:04:04.140 --> 00:04:08.140]  神將祂心裏的難處告訴我們
[00:04:08.140 --> 00:04:10.440]  你說神也有難處?
[00:04:10.440 --> 00:04:11.640]  是的
[00:04:11.640 --> 00:04:13.940]  神見到一些事物
[00:04:13.940 --> 00:04:16.840]  祂心裏難過
[00:04:16.840 --> 00:04:18.440]  祂幫我們說
[00:04:18.440 --> 00:04:21.940]  我們可以感受到神的喜樂
[00:04:21.940 --> 00:04:24.140]  感受到神的難過
[00:04:24.140 --> 00:04:27.840]  這是一個何等大的福分
[00:04:27.840 --> 00:04:30.940]  這是祈禱
[00:04:30.940 --> 00:04:32.640]  我們求主幫助我們
[00:04:32.640 --> 00:04:34.540]  能夠謙卑自己
[00:04:34.540 --> 00:04:35.940]  來到神的面前
[00:04:35.940 --> 00:04:38.440]  所以當人親近神的時候
[00:04:38.440 --> 00:04:39.740]  我們有一種力量
[00:04:39.740 --> 00:04:40.840]  講不到
[00:04:40.840 --> 00:04:42.140]  一種力量
[00:04:42.140 --> 00:04:44.840]  我說一種愛的力量
[00:04:44.840 --> 00:04:47.140]  當我們謙卑到神面前
[00:04:47.140 --> 00:04:48.840]  和主親近的時候
[00:04:48.840 --> 00:04:51.340]  有些事我們可以看開一點
[00:04:51.340 --> 00:04:52.040]  看化一點
[00:04:52.040 --> 00:04:55.440]  因爲原來神與我們同在
[00:04:55.440 --> 00:04:58.740]  所以其他什麼都不用計較
[00:04:58.740 --> 00:05:00.240]  一種力量
[00:05:00.240 --> 00:05:02.840]  一種力量深連一種能力
[00:05:02.840 --> 00:05:04.040]  所以今天我們說
[00:05:04.040 --> 00:05:06.440]  教會逼切禱告
[00:05:06.440 --> 00:05:10.240]  經歷上主的大難
[00:05:10.240 --> 00:05:13.140]  教會一起祈禱
[00:05:13.140 --> 00:05:14.840]  也是一個教會
[00:05:14.840 --> 00:05:16.740]  我們個人祈禱
[00:05:16.740 --> 00:05:18.840]  我們通常有一個教會
[00:05:18.840 --> 00:05:21.840]  爲什麼教會一起祈禱呢?
[00:05:21.840 --> 00:05:24.840]  我們參加祈禱會
[00:05:24.840 --> 00:05:26.940]  不是各自爲政
[00:05:26.940 --> 00:05:28.940]  自己做師徒
[00:05:28.940 --> 00:05:30.040]  有些人說
[00:05:30.040 --> 00:05:32.240]  來到教會祈禱會里
[00:05:32.240 --> 00:05:34.240]  爲什麼要開聲呢?
[00:05:34.240 --> 00:05:36.040]  因爲開聲祈禱
[00:05:36.040 --> 00:05:40.440]  是將你的心聲說給其他人聽
[00:05:40.440 --> 00:05:43.340]  是一個Fellowship
[00:05:43.340 --> 00:05:46.140]  你和你的敵人可不可以一起祈禱呢?
[00:05:46.140 --> 00:05:48.640]  有沒有試過?
[00:05:48.640 --> 00:05:50.440]  我們其實也試過很多
[00:05:50.440 --> 00:05:53.340]  和太太和老公吵架
[00:05:53.340 --> 00:05:54.640]  一起祈禱
[00:05:54.640 --> 00:05:57.040]  說着說着就容易
[00:05:57.040 --> 00:05:58.240]  不能祈禱了
[00:05:58.240 --> 00:06:00.540]  喫飯自己祈禱
[00:06:00.540 --> 00:06:02.240]  平時一起祈禱的
[00:06:02.240 --> 00:06:03.340]  不可以再祈禱了
[00:06:03.340 --> 00:06:04.740]  沒有Fellowship
[00:06:04.740 --> 00:06:07.340]  所以教會一起祈禱的意思就是
[00:06:07.340 --> 00:06:10.340]  原來我們同心合意
[00:06:10.340 --> 00:06:12.840]  一起爲一些事
[00:06:12.840 --> 00:06:15.640]  我們的心帶到神的面前
[00:06:15.640 --> 00:06:19.040]  你的悲哀帶到神的面前
[00:06:19.040 --> 00:06:20.640]  我聽到一些人在祈禱
[00:06:20.640 --> 00:06:22.240]  爲一些病人
[00:06:22.240 --> 00:06:27.040]  一些很親的人病了
[00:06:27.040 --> 00:06:29.340]  那種感受是不一樣的
[00:06:29.340 --> 00:06:30.840]  如果你的親人病了
[00:06:30.840 --> 00:06:32.540]  在醫院裏面
[00:06:32.540 --> 00:06:35.540]  那種感受祈禱的感情不一樣
[00:06:35.540 --> 00:06:37.540]  你和他不是很熟
[00:06:37.540 --> 00:06:41.040]  你不會很感受到那種祈禱
