
[00:00:00.000 --> 00:00:05.620]  (主席)各位主席,因此讓我們一起敬拜
[00:00:05.620 --> 00:00:11.240]  今早的崇拜可能大家早上起來也不順眼
[00:00:11.240 --> 00:00:13.080]  因為剛才唱詩歌
[00:00:13.080 --> 00:00:17.140]  我看到台上主令的敬拜隊
[00:00:17.140 --> 00:00:18.920]  很有喜樂的心
[00:00:18.920 --> 00:00:23.300]  但是大家就稍欠笑容
[00:00:23.300 --> 00:00:27.240]  我常常覺得我們來敬拜
[00:00:27.240 --> 00:00:31.780]  千萬不要像這條絲帶般黑黑的
[00:00:31.780 --> 00:00:35.700]  因為我們敬拜領袖主的恩典之後
[00:00:35.700 --> 00:00:39.480]  應該是充滿色彩的
[00:00:39.480 --> 00:00:42.060]  我們一起低頭禱告
[00:00:42.060 --> 00:00:43.800]  師父我們多謝讚美你
[00:00:43.800 --> 00:00:47.940]  因為你的恩典讓我們有生命氣息來敬拜你
[00:00:47.940 --> 00:00:50.040]  懇求你的靈與我們同在
[00:00:50.040 --> 00:00:52.360]  讓我們與領袖主的恩典
[00:00:52.360 --> 00:00:55.080]  教育祈禱奉耶穌明求
[00:00:55.080 --> 00:00:56.160]  阿們
[00:00:56.160 --> 00:01:02.240]  我實在為這個冥恩堂來感恩
[00:01:02.240 --> 00:01:05.240]  因為三十多年前
[00:01:05.240 --> 00:01:09.440]  我當年也在大埔做牧師的時候
[00:01:09.440 --> 00:01:11.440]  參加你們的聚會
[00:01:11.440 --> 00:01:13.440]  那時候在哪裡?知不知道?
[00:01:13.440 --> 00:01:16.440]  那時候還沒出生吧?
[00:01:16.440 --> 00:01:20.880]  在富善村的幼稚園裡面
[00:01:20.880 --> 00:01:22.880]  後來搬到哪裡去了?
[00:01:22.880 --> 00:01:25.080]  搬到仁慶街
[00:01:25.080 --> 00:01:27.560]  後來又很感恩搬到停車場那裡
[00:01:27.560 --> 00:01:30.080]  還有在這裡有聚會的機會
[00:01:30.080 --> 00:01:33.400]  今天我們以前只有一間教會
[00:01:33.400 --> 00:01:35.400]  現在我也數不到大家有多少間教會
[00:01:35.400 --> 00:01:36.400]  只有九龍新界
[00:01:36.400 --> 00:01:38.200]  香港好像還沒有
[00:01:38.200 --> 00:01:41.560]  九龍新界也有冥恩堂
[00:01:41.560 --> 00:01:44.280]  我們深信神會恩代冥恩堂
[00:01:44.280 --> 00:01:46.800]  但如果教會有更大的發展
[00:01:46.800 --> 00:01:51.600]  我深信大家必須要有這份團隊的精神
[00:01:51.600 --> 00:01:53.080]  剛才我們讀經文
[00:01:53.080 --> 00:01:55.800]  看起來大家好像沒有帶聖經
[00:01:55.800 --> 00:01:57.000]  大家有手機吧
[00:01:57.000 --> 00:01:58.600]  不過我們再讀一篇
[00:01:58.600 --> 00:02:00.000]  一會兒我要問大家的
[00:02:00.000 --> 00:02:01.000]  好,一起讀
[00:02:01.000 --> 00:02:03.800]  我憑著所持度的恩
[00:02:23.080 --> 00:02:26.480]  願菩蘿大人在基督徒前行一生
[00:02:26.480 --> 00:02:28.680]  護世人平安在命之地
[00:02:28.680 --> 00:02:29.880]  也是如此
[00:02:29.880 --> 00:02:30.880]  沒錯了
[00:02:30.880 --> 00:02:33.680]  今天我們除了認識神之外
[00:02:33.680 --> 00:02:35.080]  我們在這個團隊裡面
[00:02:35.080 --> 00:02:36.680]  我們最重要的認識是什麼?
[00:02:36.680 --> 00:02:37.680]  剛才保羅說
[00:02:37.680 --> 00:02:40.080]  忘記了,剛才讀完
[00:02:40.080 --> 00:02:42.280]  看看你們的經文
[00:02:42.280 --> 00:02:43.280]  認識什麼?
[00:02:43.280 --> 00:02:45.680]  認識自己
[00:02:45.680 --> 00:02:47.080]  認識自己是什麼?
[00:02:47.080 --> 00:02:51.080]  認識自己在教會裡面要扮演什麼角色
[00:02:51.080 --> 00:02:55.880]  一個團隊,如果我們不知道自己扮演什麼角色
[00:02:55.880 --> 00:02:56.480]  就很頭痛
[00:02:56.480 --> 00:02:58.080]  我很喜歡看活動
[00:02:58.080 --> 00:03:00.080]  特別喜歡足球
[00:03:00.080 --> 00:03:03.480]  如果有一隊足球隊出去踢球
[00:03:03.480 --> 00:03:04.280]  你就訪問他們
[00:03:04.280 --> 00:03:05.880]  喂,你一會兒出去打什麼位置?
[00:03:05.880 --> 00:03:08.080]  不知道,出去自由發揮吧
[00:03:08.080 --> 00:03:09.080]  你又問另一個人
[00:03:09.080 --> 00:03:10.480]  喂,你一會兒出去打什麼位置?
[00:03:10.480 --> 00:03:11.680]  不知道,出去自由發揮
[00:03:11.680 --> 00:03:13.480]  問一問每個人都是這麼說
[00:03:13.480 --> 00:03:14.480]  糟糕了
[00:03:14.480 --> 00:03:16.480]  你想想這隊球隊都很大
[00:03:16.480 --> 00:03:17.680]  有限的
[00:03:17.680 --> 00:03:21.280]  一出去,大家要麼就站在後面做後衛
[00:03:21.280 --> 00:03:23.280]  要麼就站在前面做前鋒
[00:03:23.280 --> 00:03:25.080]  這樣都輸定了
[00:03:25.080 --> 00:03:26.680]  不好笑
[00:03:26.680 --> 00:03:29.280]  在教會裡面可能你也是這樣
[00:03:29.280 --> 00:03:31.680]  我們都是來坐禮拜的
[00:03:31.680 --> 00:03:33.080]  什麼叫坐禮拜?
[00:03:33.080 --> 00:03:34.880]  就是坐完就走
[00:03:34.880 --> 00:03:36.880]  我不知道我在教會做什麼
[00:03:36.880 --> 00:03:38.480]  教會多了我不多
[00:03:38.480 --> 00:03:39.880]  少了我不少
[00:03:39.880 --> 00:03:42.080]  特別我們這麼大間的教會
[00:03:42.080 --> 00:03:43.880]  很多人都是來坐的
[00:03:43.880 --> 00:03:47.480]  沒想到我們要扮演什麼角色
[00:03:47.480 --> 00:03:49.480]  保羅在這裡說
[00:03:49.480 --> 00:03:52.880]  我們要看得合乎什麼?
[00:03:52.880 --> 00:03:55.280]  看得合乎中度
[00:03:55.280 --> 00:03:55.880]  什麼意思?
[00:03:55.880 --> 00:03:57.080]  不要看得太高
[00:03:57.080 --> 00:03:58.080]  也不要看得太低
[00:03:58.080 --> 00:04:00.480]  有一本書叫"I am OK, you are OK"
[00:04:00.480 --> 00:04:02.680]  教會有四種心態
[00:04:02.680 --> 00:04:04.880]  第一種是"I am OK, you are not OK"
[00:04:04.880 --> 00:04:06.080]  就是說我可以
[00:04:06.080 --> 00:04:08.080]  中文翻譯做"我可以,你又不可以"
[00:04:08.080 --> 00:04:09.680]  就是說我什麼都可以
[00:04:09.680 --> 00:04:11.680]  我又會彈又會唱
[00:04:11.680 --> 00:04:12.480]  什麼都可以
[00:04:12.480 --> 00:04:14.680]  教會真的多了你不多
[00:04:14.680 --> 00:04:15.880]  少了你不少
[00:04:15.880 --> 00:04:17.280]  你又沒什麼用
[00:04:17.280 --> 00:04:19.680]  第二種心態就是"I am not OK, you are OK"
[00:04:19.680 --> 00:04:20.680]  就是我不可以
[00:04:20.680 --> 00:04:21.480]  你是可以的
[00:04:21.480 --> 00:04:22.680]  我什麼都不會做
[00:04:22.680 --> 00:04:23.480]  你厲害
[00:04:23.480 --> 00:04:25.880]  教會什麼你都有份
[00:04:25.880 --> 00:04:27.880]  第三種心態最糟糕
[00:04:27.880 --> 00:04:29.480]  就是"I am not OK, you are not OK"
[00:04:29.480 --> 00:04:31.480]  就是我們大家都不行
[00:04:31.480 --> 00:04:33.080]  抱著一起死
[00:04:33.080 --> 00:04:35.080]  最重要的心態是什麼?
[00:04:35.080 --> 00:04:38.080]  "I am OK, you are OK"
[00:04:38.080 --> 00:04:39.880]  就是你和我都可以
[00:04:39.880 --> 00:04:42.080]  今天在上帝面前
[00:04:42.080 --> 00:04:43.680]  我們要看得清楚
[00:04:43.680 --> 00:04:45.280]  雖然很多人都覺得
[00:04:45.280 --> 00:04:48.280]  我們在教會就像一條繩子
[00:04:48.280 --> 00:04:49.680]  短短的
[00:04:49.680 --> 00:04:52.080]  什麼都不太行
[00:04:52.080 --> 00:04:54.080]  但是他就好一點
[00:04:54.080 --> 00:04:56.480]  他就好像長一點
[00:04:56.480 --> 00:04:58.080]  他就最厲害了
[00:04:58.080 --> 00:05:01.480]  就像剛才主令那些弟兄姊妹
[00:05:01.480 --> 00:05:02.680]  什麼都行
[00:05:02.680 --> 00:05:04.480]  又可以彈又可以唱
[00:05:04.480 --> 00:05:06.480]  我們常常覺得自己
[00:05:06.480 --> 00:05:08.680]  是有不足的地方
