
[00:00:00.000 --> 00:00:03.880]  今天我們繼續思想《羅馬書》第六章
[00:00:03.880 --> 00:00:06.680]  我們之前記得上一次講過
[00:00:06.680 --> 00:00:08.400]  在《羅馬書》第五至第八章
[00:00:08.400 --> 00:00:14.440]  本來就講到人在被恩信稱義之後
[00:00:14.440 --> 00:00:19.000]  那種與神和好的生活
[00:00:19.000 --> 00:00:22.680]  而在第五章的下半部
[00:00:22.680 --> 00:00:25.640]  我們上一次亦都講到
[00:00:25.640 --> 00:00:29.640]  其實神不單只給了我們一個名份
[00:00:29.640 --> 00:00:31.280]  我們是恩信稱義
[00:00:31.280 --> 00:00:34.840]  神亦都給了我們一個實際的資源
[00:00:34.840 --> 00:00:38.880]  我們是可以脫離罪惡的
[00:00:38.880 --> 00:00:40.480]  我們舊有的本性
[00:00:40.480 --> 00:00:42.560]  那個是犯罪的本性
[00:00:42.560 --> 00:00:47.520]  人是罪的不能避免的一部份
[00:00:47.520 --> 00:00:49.920]  但是我們現在
[00:00:49.920 --> 00:00:52.240]  因為我們在基督裏面
[00:00:52.240 --> 00:00:53.880]  我們亦都有了一個新的本性
[00:00:53.880 --> 00:00:56.560]  在第五章後半段就講到
[00:00:56.560 --> 00:00:59.440]  這個新的本性就是從基督而來
[00:00:59.440 --> 00:01:02.680]  亞當作為人類的始祖
[00:01:02.680 --> 00:01:05.360]  他將罪引入了人性當中
[00:01:05.360 --> 00:01:07.280]  我們亦都承受了敗壞的人性
[00:01:07.280 --> 00:01:11.960]  但是基督亦都是成為人的一部份
[00:01:11.960 --> 00:01:15.960]  他將神的義引進了人性當中
[00:01:15.960 --> 00:01:19.440]  而今天我們是基督的一部份的時候
[00:01:19.440 --> 00:01:22.960]  我們就有了一個從基督生的聖情
[00:01:22.960 --> 00:01:24.720]  今天去到第六章的時候
[00:01:24.720 --> 00:01:29.560]  就更加講到一個非常重要的屬靈的真理
[00:01:29.560 --> 00:01:33.600]  就是我們是要與神聯合的
[00:01:33.600 --> 00:01:35.680]  一開始的時候
[00:01:35.680 --> 00:01:38.000]  保羅在第六章第一節說
[00:01:38.000 --> 00:01:39.160]  「這樣怎麼說呢?
[00:01:39.160 --> 00:01:42.960]  我們可以凝在罪中叫恩典獻多嗎?
[00:01:42.960 --> 00:01:44.000]  斷乎不可
[00:01:44.000 --> 00:01:46.120]  我們在罪上死了的人
[00:01:46.120 --> 00:01:49.520]  豈可凝在罪中活著呢?」
[00:01:49.520 --> 00:01:52.920]  這裡保羅很清楚地說了
[00:01:52.920 --> 00:01:56.240]  我們已經信了耶穌的人
[00:01:56.240 --> 00:02:00.320]  是再沒有理由仍然在罪中活著的了
[00:02:00.320 --> 00:02:03.000]  我們是有了一個新的生命
[00:02:03.000 --> 00:02:07.240]  亦都有了一個新的生活的方式
[00:02:07.240 --> 00:02:09.240]  問題你就會問
[00:02:09.240 --> 00:02:13.440]  究竟怎樣才可以脫離罪惡呢?
[00:02:13.440 --> 00:02:16.480]  我相信這是一個非常實際的問題
[00:02:16.480 --> 00:02:19.760]  也是每一個真心信主
[00:02:19.760 --> 00:02:22.640]  認真去追求神的基督徒
[00:02:22.640 --> 00:02:24.480]  必然會有的經歷
[00:02:24.480 --> 00:02:25.920]  就是你發覺
[00:02:25.920 --> 00:02:28.320]  你越是想去跟從神
[00:02:28.320 --> 00:02:31.240]  越是想去追求神的時候
[00:02:31.240 --> 00:02:34.080]  你就越看到自己的污穢
[00:02:34.080 --> 00:02:37.760]  越看到罪惡對你的捆綁
[00:02:37.760 --> 00:02:40.360]  可能你之前都不為意
[00:02:40.360 --> 00:02:43.440]  但是你越是想去追求聖潔的時候
[00:02:43.440 --> 00:02:46.720]  好像罪就更加顯得污穢
[00:02:46.720 --> 00:02:50.680]  而你更加覺得自己是無能為力去擺脫
[00:02:50.680 --> 00:02:52.680]  這種無助的狀況
[00:02:52.680 --> 00:02:57.280]  這種心靈的掙扎是很平常的
[00:02:57.280 --> 00:02:59.280]  或者這麼說
[00:02:59.280 --> 00:03:03.200]  我們都是深切自己是經歷過
[00:03:03.200 --> 00:03:09.440]  但是這個不是最終極是這樣的
[00:03:09.440 --> 00:03:11.440]  我們是有一個出路
[00:03:11.440 --> 00:03:13.080]  神亦都給了我們一個出路
[00:03:13.080 --> 00:03:16.440]  神拯救我們脫離罪惡
[00:03:16.440 --> 00:03:19.080]  不單止是脫離罪惡的刑罰
[00:03:19.080 --> 00:03:24.080]  也是脫離罪惡捆綁我們的權勢
[00:03:24.080 --> 00:03:28.360]  這個脫離罪惡捆綁我們的權勢
[00:03:28.360 --> 00:03:32.720]  很多時候就跟其中說到追求聖潔
[00:03:32.720 --> 00:03:38.720]  是一個非常密切有關聯的一個角度
[00:03:38.720 --> 00:03:42.400]  可能在今時今日你都很懷疑
[00:03:42.400 --> 00:03:44.680]  究竟怎樣可以追求聖潔呢?
[00:03:44.680 --> 00:03:46.280]  事實上你自己有這麼多污穢
[00:03:46.280 --> 00:03:47.480]  這個世界有這麼多污穢
[00:03:47.480 --> 00:03:50.560]  整個生活圈子有這麼多污穢的時候
[00:03:50.560 --> 00:03:53.600]  所以今時今日可能說追求聖潔的時候
[00:03:53.600 --> 00:03:58.160]  會給人一個很超越的想法
[00:03:58.160 --> 00:04:01.120]  就覺得這些是一些特別神聖的人
[00:04:01.120 --> 00:04:04.760]  或者特別是完全毀身的基督徒
[00:04:04.760 --> 00:04:05.880]  才要追求聖潔的
[00:04:05.880 --> 00:04:10.680]  我這些凡夫俗子其實都不關我的事
[00:04:10.680 --> 00:04:16.720]  我知道信耶穌將來可以神拯救我上天堂就可以了
[00:04:16.720 --> 00:04:18.720]  追求聖潔
[00:04:18.720 --> 00:04:23.360]  我就算是追求都是僅僅合格就已經足夠了
[00:04:23.360 --> 00:04:26.120]  不需要去到這麼高層次
[00:04:26.120 --> 00:04:29.000]  但這些想法完全是錯誤的
[00:04:29.000 --> 00:04:33.040]  本來講到一個信耶穌的人就是脫離罪惡
[00:04:33.040 --> 00:04:36.800]  脫離罪惡不單是脫離神的罪惡的審判
[00:04:36.800 --> 00:04:39.120]  也是脫離罪惡的捆綁的時候
[00:04:39.120 --> 00:04:43.040]  這個就是追求聖潔的基本定義
[00:04:43.040 --> 00:04:47.560]  不是說你有特別的很愛慕神才要追求聖潔
[00:04:47.560 --> 00:04:50.760]  而是根本在我們的本性當中
[00:04:50.760 --> 00:04:52.560]  我們有了新的性情的時候
[00:04:52.560 --> 00:04:54.960]  就必然要離開罪惡
[00:04:54.960 --> 00:04:56.640]  而去跟從神的時候
[00:04:56.640 --> 00:04:59.800]  人非聖潔就沒有人能夠得見主
[00:04:59.800 --> 00:05:02.600]  當然這種的聖潔不是說
[00:05:02.600 --> 00:05:04.600]  你突然間就變了另外一個人
[00:05:04.600 --> 00:05:05.440]  變了一個聖人
[00:05:05.440 --> 00:05:09.000]  但是就是說在那個過程當中
[00:05:09.000 --> 00:05:12.320]  我們是不斷希望離開罪惡的
[00:05:12.320 --> 00:05:16.480]  有一個對我們都很深的影響的作者
[00:05:16.480 --> 00:05:18.080]  William Law 盧威廉
[00:05:18.080 --> 00:05:19.640]  他講過
[00:05:19.640 --> 00:05:26.840]  他說一些在人生在世的時候
[00:05:26.840 --> 00:05:32.800]  我們不能夠期望完全會聖潔的
[00:05:32.800 --> 00:05:36.440]  不能夠期望罪惡對我們的影響
[00:05:36.440 --> 00:05:38.880]  是一些都沒有影響
[00:05:38.880 --> 00:05:42.880]  甚至對於罪惡我們是好像完全絕緣一樣
[00:05:42.880 --> 00:05:44.360]  沒有這樣的可能
[00:05:44.360 --> 00:05:46.120]  直到上天的那一天就會有
[00:05:46.120 --> 00:05:49.760]  但是下一天人生在世都不會有
[00:05:49.760 --> 00:05:52.160]  但是他說
[00:05:52.160 --> 00:05:53.440]  雖然是這樣
[00:05:53.440 --> 00:05:56.120]  但是這個不足以成為人
[00:05:56.120 --> 00:06:00.080]  不去追求離開罪惡的藉口
[00:06:00.080 --> 00:06:06.720]  因為一個人努力的去追求離開罪惡
[00:06:06.720 --> 00:06:09.240]  不能夠達到完全同一個人
[00:06:09.240 --> 00:06:12.040]  完全不追求離開罪惡
[00:06:12.040 --> 00:06:14.480]  甚至繼續在罪惡當中打滾
[00:06:14.480 --> 00:06:18.440]  這是天和地的分別
[00:06:18.440 --> 00:06:23.480]  兩種人大家所走的路是南轅北轍
[00:06:23.480 --> 00:06:25.360]  哪一種人是真正信耶穌
[00:06:25.360 --> 00:06:28.560]  哪一種人只是掛名信耶穌
[00:06:28.560 --> 00:06:32.320]  從這裡就分得一清二楚
[00:06:32.320 --> 00:06:38.880]  沒錯 神沒有說要一個人完全聖潔才可以合乎祂的標準
[00:06:38.880 --> 00:06:45.000]  但是神也不容許一個說自己是跟從神的人
[00:06:45.000 --> 00:06:46.760]  而繼續在罪惡當中打滾
[00:06:46.760 --> 00:06:51.120]  這個是我想大家都非常要明白
[00:06:51.120 --> 00:06:54.480]  這個是不會混淆的
[00:06:54.480 --> 00:06:57.960]  你自己有沒有去追求脫離罪惡
[00:06:57.960 --> 00:07:02.520]  這個是神最在意的
[00:07:02.520 --> 00:07:05.760]  神也都看在心上
[00:07:05.760 --> 00:07:07.840]  不是代表你完全聖潔
[00:07:07.840 --> 00:07:10.120]  聖經當中沒有一個人是完全聖潔的
[00:07:10.120 --> 00:07:12.800]  你看到除了耶穌之外
[00:07:12.800 --> 00:07:20.080]  但是即使大衛他犯很多的殺人和姦淫
[00:07:20.080 --> 00:07:24.360]  但是神都是喜悅他
[00:07:24.360 --> 00:07:24.960]  為什麼呢?
[00:07:24.960 --> 00:07:28.680]  因為大衛在他失敗之後他也悔改
[00:07:28.680 --> 00:07:33.600]  他也努力一生來追求做合神心意的事情
[00:07:33.600 --> 00:07:36.320]  這個是神對大衛的評價
[00:07:36.320 --> 00:07:37.760]  神對大衛的評價就是
[00:07:37.760 --> 00:07:43.920]  他一心都是要追求做合我心意的事情
[00:07:43.920 --> 00:07:46.480]  聖經當中其他人物很多都有失敗的
[00:07:46.480 --> 00:07:48.600]  亞伯拉罕也有失敗的
[00:07:48.600 --> 00:07:55.840]  但是他們都是努力一生來追求合神心意的生活
[00:07:55.840 --> 00:07:57.120]  他們的失敗
[00:07:57.120 --> 00:07:58.840]  神是赦免
[00:07:58.840 --> 00:08:04.800]  神也是親自來承認
[00:08:04.800 --> 00:08:07.240]  去閱納他們的一生
[00:08:07.240 --> 00:08:10.040]  因為他們就是走在一條這樣的路上
[00:08:10.040 --> 00:08:11.640]  求神幫助我們明白
[00:08:11.640 --> 00:08:15.400]  雖然我們今生不是和罪惡絕緣
[00:08:15.400 --> 00:08:19.560]  但是我們不要給自己很多的藉口
[00:08:19.560 --> 00:08:21.800]  覺得追求聖潔這些太遙遠了
[00:08:21.800 --> 00:08:22.520]  不關我的事
[00:08:22.520 --> 00:08:24.080]  我們每個基督徒
[00:08:24.080 --> 00:08:26.720]  我們是要離開罪惡的
[00:08:26.720 --> 00:08:30.280]  接著你就必然會問一個問題
[00:08:30.280 --> 00:08:33.160]  那怎麼可以先離開罪惡呢?
[00:08:33.160 --> 00:08:38.200]  我的罪孽好像網四圍包著我
[00:08:38.200 --> 00:08:40.840]  我好像一個掉進水裡
[00:08:40.840 --> 00:08:42.040]  但是又不懂游泳的人
[00:08:42.040 --> 00:08:45.840]  根本越掙扎就越沉得越快
[00:08:45.840 --> 00:08:48.240]  那我怎麼才可以離開罪惡呢?
[00:08:48.240 --> 00:08:50.840]  今天所講這一段聖經
[00:08:50.840 --> 00:08:54.400]  我相信是一個非常重要的指引
[00:08:54.400 --> 00:08:55.840]  首先保羅說
[00:08:55.840 --> 00:08:59.360]  其實我們是與主聯合
[00:08:59.360 --> 00:09:02.240]  一個人要明白怎樣可以戰勝罪惡
[00:09:02.240 --> 00:09:04.560]  這個真理是非常重要的
[00:09:04.560 --> 00:09:06.960]  就是我們要知道怎樣與主聯合
[00:09:06.960 --> 00:09:08.880]  我們是要聯合於主
[00:09:08.880 --> 00:09:10.640]  所以在上一次第五章說到
[00:09:10.640 --> 00:09:13.160]  耶穌基督就是帶來了新的人性
[00:09:13.160 --> 00:09:15.360]  這個新的人性是屬神
[00:09:15.360 --> 00:09:17.560]  是喜悅的人性的時候
[00:09:17.560 --> 00:09:20.280]  我們是要與主聯合才可能勝過
[00:09:20.280 --> 00:09:21.640]  首先我們讀一讀這段經文
[00:09:21.640 --> 00:09:22.680]  它說
[00:09:22.680 --> 00:09:26.880]  「豈不知我們這受浸歸入基督耶穌的人
[00:09:26.880 --> 00:09:28.880]  是受浸歸入他的死嗎?
